YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL ACTUAL HANG TIME,TOTAL ATTEMPTS
2022,71,0,40162,Justin Lower,6.4,2929.3,455
2022,71,0,46601,Trey Mullinax,6.4,3637.6,566
2022,71,0,29289,S.Y. Noh,6.4,2389.6,372
2022,71,0,29908,C.T. Pan,6.4,3378.0,524
2022,71,0,47983,Chad Ramey,6.4,2966.7,461
2022,71,0,48081,Xander Schauffele,6.4,2345.1,365
2022,71,0,46046,Scottie Scheffler,6.4,3289.8,516
2022,71,0,24502,Adam Scott,6.4,3083.3,485
2022,71,0,29221,Webb Simpson,6.4,2087.7,325
2022,71,0,49960,Sepp Straka,6.4,3133.8,488
2022,71,0,34264,Hudson Swafford,6.4,1666.6,259
2022,71,0,30927,Brendon Todd,6.4,3229.8,505
2022,71,0,33419,Cameron Tringale,6.4,3267.0,514
2022,71,0,48887,Matt Wallace,6.4,2810.4,438
2022,71,0,47128,Richy Werenski,6.4,2435.7,380
2022,107,0,45526,Abraham Ancer,6.3,1919.4,307
2022,107,0,48084,Wesley Bryan,6.3,1689.6,269
2022,107,0,23983,Luke Donald,6.3,2106.1,335
2022,107,0,40098,Matt Fitzpatrick,6.3,2102.3,334
2022,107,0,29535,Brice Garnett,6.3,2890.8,460
2022,107,0,34563,Chesson Hadley,6.3,2828.5,452
2022,107,0,12716,Charley Hoffman,6.3,3263.3,514
2022,107,0,46717,Viktor Hovland,6.3,2370.3,374
2022,107,0,36801,Mark Hubbard,6.3,3084.4,489
2022,107,0,48117,Kurt Kitayama,6.3,2354.0,373
2022,107,0,33122,Russell Knox,6.3,3421.4,542
2022,107,0,28775,Nate Lashley,6.3,3379.0,533
2022,107,0,29926,Danny Lee,6.3,1544.2,244
2022,107,0,32791,K.H. Lee,6.3,3649.0,575
2022,107,0,34466,Peter Malnati,6.3,4886.6,772
2022,107,0,47993,Denny McCarthy,6.3,3074.1,485
2022,107,0,46442,Maverick McNealy,6.3,3474.6,555
2022,107,0,50525,Collin Morikawa,6.3,1829.9,291
2022,107,0,47529,Mito Pereira,6.3,3720.0,591
2022,107,0,24138,Ian Poulter,6.3,1340.1,212
2022,107,0,26476,Chez Reavie,6.3,4014.8,637
2022,107,0,47856,Seth Reeves,6.3,2741.4,435
2022,107,0,37275,Sam Ryder,6.3,3521.6,558
2022,107,0,23621,Rory Sabbatini,6.3,2670.6,426
2022,107,0,27139,David Skinns,6.3,2650.2,421
2022,107,0,50095,Austin Smotherman,6.3,3438.5,546
2022,107,0,34046,Jordan Spieth,6.3,2836.2,448
2022,107,0,25493,Nick Taylor,6.3,3263.1,514
2022,107,0,33448,Justin Thomas,6.3,2463.7,391
2022,107,0,32333,Kevin Tway,6.3,3032.1,483
2022,107,0,40006,Erik van Rooyen,6.3,1256.6,201
2022,107,0,52374,Brandon Wu,6.3,2539.7,406
2022,107,0,54783,Dylan Wu,6.3,2592.6,413
2022,140,0,37212,Paul Barjon,6.2,2819.1,452
2022,140,0,52372,Cameron Champ,6.2,1937.3,312
2022,140,0,34076,Joel Dahmen,6.2,3462.0,554
2022,140,0,25900,Lucas Glover,6.2,3369.1,545
2022,140,0,46550,Brandon Hagy,6.2,2971.3,477
2022,140,0,31557,Jim Herman,6.2,1876.2,302
2022,140,0,29420,Billy Horschel,6.2,2016.7,327
2022,140,0,21961,Charles Howell III,6.2,2182.1,351
2022,140,0,34174,John Huh,6.2,3220.7,520
2022,140,0,24024,Zach Johnson,6.2,2485.5,398
2022,140,0,26300,Matt Jones,6.2,2059.2,333
2022,140,0,32816,Satoshi Kodaira,6.2,2092.8,335
2022,140,0,33204,Shane Lowry,6.2,1825.9,293
2022,140,0,45486,Joaquin Niemann,6.2,2590.2,418
2022,140,0,30163,Henrik Norlander,6.2,2698.4,434
2022,140,0,51997,Andrew Novak,6.2,2756.2,441
2022,140,0,25818,Scott Piercy,6.2,3292.5,532
2022,140,0,28252,Seamus Power,6.2,2269.6,365
2022,140,0,34256,Andrew Putnam,6.2,3781.0,606
2022,140,0,46414,Aaron Rai,6.2,3338.9,538
2022,140,0,53165,Doc Redman,6.2,2866.5,464
2022,140,0,34610,Matthias Schwab,6.2,2749.0,442
2022,140,0,39953,Chase Seiffert,6.2,1969.1,318
2022,140,0,27649,Brandt Snedeker,6.2,2535.1,409
2022,140,0,34431,Robert Streb,6.2,3427.6,554
2022,140,0,40115,Adam Svensson,6.2,4170.2,669
2022,140,0,48699,Callum Tarren,6.2,2695.9,434
2022,140,0,35617,Martin Trainer,6.2,3104.1,498
2022,140,0,28114,Dawie van der Walt,6.2,2787.7,449
2022,140,0,37189,Harold Varner III,6.2,2400.8,390
2022,140,0,27095,Nick Watney,6.2,2500.1,402
2022,140,0,32139,Danny Willett,6.2,1993.4,321
2022,172,0,45522,Christiaan Bezuidenhout,6.1,2266.3,371
2022,172,0,46435,Austin Cook,6.1,2801.8,458
2022,172,0,25686,Jason Dufner,6.1,2016.1,328
2022,172,0,29970,Dylan Frittelli,6.1,3439.1,560
2022,172,0,29974,Branden Grace,6.1,1461.0,241
2022,172,0,24980,Scott Gutschewski,6.1,1958.7,321
2022,172,0,39058,Lucas Herbert,6.1,1572.7,257
2022,172,0,49298,Kramer Hickok,6.1,3570.3,581
2022,172,0,33490,Bo Hoag,6.1,1977.7,325
2022,172,0,37455,Si Woo Kim,6.1,4000.8,652
2022,172,0,49947,Taylor Moore,6.1,4206.4,686
2022,172,0,36699,Patrick Rodgers,6.1,3213.2,527
2022,172,0,51894,Vince Whaley,6.1,3499.0,574
2022,185,0,35879,Kelly Kraft,6.0,2944.7,493
2022,185,0,34360,Patrick Reed,6.0,2044.6,338
2022,185,0,31560,Brian Stuard,6.0,2939.7,486
2022,185,0,51634,Sahith Theegala,6.0,4694.0,785
2022,189,0,19803,Ryan Armour,5.9,1876.3,318
2022,189,0,33597,Harry Higgs,5.9,3289.9,558
2022,191,0,36884,Ben Kohles,5.8,2140.5,370
2022,191,0,46340,Alex Smalley,5.8,3175.5,544
2022,191,0,27770,Camilo Villegas,5.8,2236.5,387
2021,1,0,33141,Keegan Bradley,7.1,2076.8,293
2021,1,0,33486,Roger Sloan,7.1,4119.6,582
2021,3,0,32102,Rickie Fowler,7.0,1735.7,249
2021,3,0,28237,Rory McIlroy,7.0,1497.5,215
2021,5,0,33948,Byeong Hun An,6.9,1992.1,290
2021,5,0,32448,James Hahn,6.9,1816.7,262
2021,5,0,1810,Phil Mickelson,6.9,1255.6,182
2021,8,0,47504,Sam Burns,6.8,2051.7,301
2021,8,0,51766,Wyndham Clark,6.8,646.5,95
2021,8,0,45157,Cam Davis,6.8,2458.7,362
2021,8,0,47959,Bryson DeChambeau,6.8,1120.3,165
2021,8,0,30911,Tommy Fleetwood,6.8,968.2,143
2021,8,0,21209,Sergio Garcia,6.8,1865.1,276
2021,8,0,33399,Adam Hadwin,6.8,2036.8,299
2021,8,0,36689,Brooks Koepka,6.8,1170.4,173
2021,8,0,32640,Troy Merritt,6.8,2089.6,306
2021,8,0,29221,Webb Simpson,6.8,1285.3,190
2021,8,0,47483,Will Zalatoris,6.8,1617.3,239
2021,19,0,28089,Jason Day,6.7,1360.4,204
2021,19,0,46402,Talor Gooch,6.7,2161.4,323
2021,19,0,56762,Will Gordon,6.7,1777.9,265
2021,19,0,24924,Bill Haas,6.7,1015.8,151
2021,19,0,34563,Chesson Hadley,6.7,1512.1,227
2021,19,0,35461,Beau Hossler,6.7,2138.6,317
2021,19,0,39971,Sungjae Im,6.7,3049.7,458
2021,19,0,30944,Jason Kokrak,6.7,1901.0,284
2021,19,0,35230,Nelson Ledesma,6.7,1065.6,159
2021,19,0,29926,Danny Lee,6.7,1345.1,200
2021,19,0,35449,Adam Long,6.7,1901.6,283
2021,19,0,39546,Keith Mitchell,6.7,1704.6,253
2021,19,0,24361,Pat Perez,6.7,2000.5,297
2021,19,0,35617,Martin Trainer,6.7,1273.6,190
2021,19,0,48887,Matt Wallace,6.7,811.3,121
2021,34,0,33404,Chris Baker,6.6,1026.3,155
2021,34,0,29268,Bronson Burgoon,6.6,1653.0,251
2021,34,0,34314,Sebastian Cappelen,6.6,1024.3,156
2021,34,0,52372,Cameron Champ,6.6,1227.1,186
2021,34,0,20229,Stewart Cink,6.6,2019.5,305
2021,34,0,46435,Austin Cook,6.6,2392.9,361
2021,34,0,40098,Matt Fitzpatrick,6.6,1369.2,209
2021,34,0,27141,J.B. Holmes,6.6,2712.4,410
2021,34,0,46717,Viktor Hovland,6.6,2116.6,323
2021,34,0,27936,Martin Laird,6.6,1643.6,248
2021,34,0,33204,Shane Lowry,6.6,1527.1,233
2021,34,0,32839,Hideki Matsuyama,6.6,1848.5,279
2021,34,0,27349,Alex Noren,6.6,1848.7,281
2021,34,0,49771,J.T. Poston,6.6,2085.1,316
2021,34,0,22405,Justin Rose,6.6,943.6,143
2021,34,0,30110,Kyle Stanley,6.6,2064.4,313
2021,34,0,27214,Kevin Streelman,6.6,2135.7,326
2021,34,0,27064,Jhonattan Vegas,6.6,1802.8,274
2021,34,0,35658,Kris Ventura,6.6,1372.6,209
2021,34,0,49964,Aaron Wise,6.6,1863.0,284
2021,34,0,56278,Matthew Wolff,6.6,971.9,148
2021,34,0,31323,Gary Woodland,6.6,1052.8,160
2021,56,0,34255,Joseph Bramlett,6.5,1530.1,235
2021,56,0,32070,Rafael Campos,6.5,1096.4,169
2021,56,0,23983,Luke Donald,6.5,1208.5,187
2021,56,0,32662,Michael Gligic,6.5,1786.8,274
2021,56,0,31646,Emiliano Grillo,6.5,1913.0,293
2021,56,0,46550,Brandon Hagy,6.5,1503.9,230
2021,56,0,34363,Tyrrell Hatton,6.5,1076.9,166
2021,56,0,26758,David Hearn,6.5,1481.9,228
2021,56,0,34098,Russell Henley,6.5,1960.9,302
2021,56,0,12716,Charley Hoffman,6.5,1838.3,282
2021,56,0,35532,Tom Hoge,6.5,2240.8,347
2021,56,0,29420,Billy Horschel,6.5,1534.7,237
2021,56,0,35506,Mackenzie Hughes,6.5,1749.7,268
2021,56,0,32757,Patton Kizzire,6.5,2406.2,372
2021,56,0,31420,Anirban Lahiri,6.5,1592.9,246
2021,56,0,32791,K.H. Lee,6.5,2535.9,392
2021,56,0,26851,Marc Leishman,6.5,1310.6,202
2021,56,0,27129,Luke List,6.5,2047.0,313
2021,56,0,47993,Denny McCarthy,6.5,2037.2,314
2021,56,0,36871,Matt NeSmith,6.5,1671.1,258
2021,56,0,24140,Sean O'Hair,6.5,1415.0,219
2021,56,0,23320,Ryan Palmer,6.5,1393.3,215
2021,56,0,46970,Jon Rahm,6.5,1362.3,208
2021,56,0,36699,Patrick Rodgers,6.5,2045.2,317
2021,56,0,23621,Rory Sabbatini,6.5,1821.0,280
2021,56,0,26331,Charl Schwartzel,6.5,1899.4,292
2021,56,0,29518,Brendan Steele,6.5,1654.2,254
2021,56,0,49960,Sepp Straka,6.5,1951.9,302
2021,56,0,27330,Josh Teater,6.5,1039.1,159
2021,56,0,40006,Erik van Rooyen,6.5,1650.3,254
2021,56,0,37189,Harold Varner III,6.5,2233.0,345
2021,56,0,25804,Bubba Watson,6.5,1144.7,176
2021,88,0,33120,Mark Anderson,6.4,1025.7,161
2021,88,0,29479,Scott Brown,6.4,1692.6,263
2021,88,0,26499,Rafa Cabrera Bello,6.4,1397.9,220
2021,88,0,35450,Patrick Cantlay,6.4,1759.5,277
2021,88,0,25364,Paul Casey,6.4,1522.2,238
2021,88,0,39997,Corey Conners,6.4,2282.2,356
2021,88,0,34076,Joel Dahmen,6.4,1737.4,271
2021,88,0,29725,Tony Finau,6.4,1801.7,281
2021,88,0,29970,Dylan Frittelli,6.4,3159.4,491
2021,88,0,52375,Doug Ghim,6.4,1852.3,291
2021,88,0,27644,Brian Harman,6.4,2598.7,404
2021,88,0,27554,Scott Harrington,6.4,1549.3,241
2021,88,0,39977,Max Homa,6.4,1635.3,254
2021,88,0,34174,John Huh,6.4,1363.8,214
2021,88,0,30925,Dustin Johnson,6.4,1300.0,204
2021,88,0,24024,Zach Johnson,6.4,1932.9,304
2021,88,0,27974,Sung Kang,6.4,1843.4,288
2021,88,0,39975,Michael Kim,6.4,1343.9,210
2021,88,0,30926,Chris Kirk,6.4,2108.7,332
2021,88,0,29478,Kevin Kisner,6.4,1591.9,247
2021,88,0,33410,Andrew Landry,6.4,1679.0,263
2021,88,0,24781,Hunter Mahan,6.4,1184.8,184
2021,88,0,33413,Ben Martin,6.4,981.8,153
2021,88,0,48822,Sebastián Muñoz,6.4,2073.6,324
2021,88,0,26329,Louis Oosthuizen,6.4,1336.0,210
2021,88,0,33667,Carlos Ortiz,6.4,2179.3,338
2021,88,0,34360,Patrick Reed,6.4,1532.5,241
2021,88,0,37275,Sam Ryder,6.4,1613.1,253
2021,88,0,48081,Xander Schauffele,6.4,1223.1,190
2021,88,0,46046,Scottie Scheffler,6.4,2069.9,325
2021,88,0,27649,Brandt Snedeker,6.4,2018.2,313
2021,88,0,39324,J.J. Spaun,6.4,1418.4,221
2021,88,0,30692,Scott Stallings,6.4,1546.2,240
2021,88,0,25493,Nick Taylor,6.4,2208.8,343
2021,88,0,33448,Justin Thomas,6.4,1504.1,236
2021,88,0,32150,Michael Thompson,6.4,1790.3,278
2021,88,0,32333,Kevin Tway,6.4,1283.7,200
2021,88,0,23623,Bo Van Pelt,6.4,1289.2,201
2021,88,0,25632,Jimmy Walker,6.4,1494.6,233
2021,88,0,32139,Danny Willett,6.4,654.8,102
2021,128,0,28420,Ryan Brehm,6.3,931.6,147
2021,128,0,45609,Tyler Duncan,6.3,1958.4,309
2021,128,0,34099,Harris English,6.3,1551.2,245
2021,128,0,29535,Brice Garnett,6.3,1839.8,290
2021,128,0,19846,Brian Gay,6.3,1783.9,281
2021,128,0,48045,Michael Gellerman,6.3,857.5,136
2021,128,0,28679,Fabián Gómez,6.3,932.7,148
2021,128,0,35310,Lanto Griffin,6.3,1589.2,253
2021,128,0,36801,Mark Hubbard,6.3,2483.8,395
2021,128,0,26300,Matt Jones,6.3,2413.1,386
2021,128,0,37455,Si Woo Kim,6.3,2167.2,345
2021,128,0,32816,Satoshi Kodaira,6.3,1706.1,270
2021,128,0,49766,Hank Lebioda,6.3,1529.5,241
2021,128,0,34466,Peter Malnati,6.3,1836.4,290
2021,128,0,40042,Tyler McCumber,6.3,1338.6,211
2021,128,0,25396,Kevin Na,6.3,1871.2,297
2021,128,0,22056,Cameron Percy,6.3,1873.5,296
2021,128,0,24138,Ian Poulter,6.3,1431.0,226
2021,128,0,34256,Andrew Putnam,6.3,1977.8,314
2021,128,0,26476,Chez Reavie,6.3,1948.1,310
2021,128,0,47347,Adam Schenk,6.3,2120.1,335
2021,128,0,24502,Adam Scott,6.3,1044.0,166
2021,128,0,39953,Chase Seiffert,6.3,1579.7,252
2021,128,0,35891,Cameron Smith,6.3,1587.3,251
2021,128,0,34046,Jordan Spieth,6.3,1899.7,302
2021,128,0,34264,Hudson Swafford,6.3,1587.0,250
2021,128,0,48119,Ben Taylor,6.3,867.7,137
2021,128,0,23325,Vaughn Taylor,6.3,1671.8,265
2021,128,0,33419,Cameron Tringale,6.3,1811.9,287
2021,128,0,47128,Richy Werenski,6.3,2315.3,366
2021,158,0,22371,Aaron Baddeley,6.2,886.3,142
2021,158,0,25686,Jason Dufner,6.2,2130.2,345
2021,158,0,32618,Rhein Gibson,6.2,996.7,160
2021,158,0,49298,Kramer Hickok,6.2,1605.0,260
2021,158,0,33490,Bo Hoag,6.2,1979.3,319
2021,158,0,21961,Charles Howell III,6.2,1235.6,200
2021,158,0,23108,Matt Kuchar,6.2,1109.0,180
2021,158,0,35104,Tom Lewis,6.2,1857.8,299
2021,158,0,46442,Maverick McNealy,6.2,1894.5,307
2021,158,0,50525,Collin Morikawa,6.2,1369.9,221
2021,158,0,45486,Joaquin Niemann,6.2,1962.0,319
2021,158,0,30163,Henrik Norlander,6.2,1939.8,312
2021,158,0,29908,C.T. Pan,6.2,1806.2,292
2021,158,0,25818,Scott Piercy,6.2,3852.6,623
2021,158,0,28252,Seamus Power,6.2,1227.7,199
2021,158,0,53165,Doc Redman,6.2,1812.3,291
2021,158,0,46441,Robby Shelton,6.2,1773.8,287
2021,158,0,34431,Robert Streb,6.2,1872.3,302
2021,158,0,31560,Brian Stuard,6.2,2431.8,392
2021,158,0,30927,Brendon Todd,6.2,1562.4,251
2021,158,0,27095,Nick Watney,6.2,1086.3,176
2021,158,0,32254,Xinjun Zhang,6.2,1202.2,193
2021,180,0,45526,Abraham Ancer,6.1,2021.1,330
2021,180,0,24357,K.J. Choi,6.1,2357.0,389
2021,180,0,33597,Harry Higgs,6.1,1923.3,316
2021,180,0,33122,Russell Knox,6.1,2182.5,359
2021,180,0,28775,Nate Lashley,6.1,1522.9,248
2021,180,0,20396,Lee Westwood,6.1,1201.2,197
2021,180,0,51894,Vince Whaley,6.1,1400.1,230
2021,187,0,19803,Ryan Armour,6.0,1860.1,308
2021,187,0,31557,Jim Herman,6.0,1392.1,232
2021,187,0,27942,Rob Oppenheim,6.0,1578.3,261
2021,187,0,27556,Ted Potter Jr.,6.0,1486.1,248
2021,191,0,40026,Daniel Berger,5.9,1528.3,260
2021,191,0,25900,Lucas Glover,5.9,1800.7,303
2021,191,0,29974,Branden Grace,5.9,2975.7,504
2021,191,0,34213,Grayson Murray,5.9,830.7,141
2021,191,0,27770,Camilo Villegas,5.9,1462.1,246
2021,196,0,23788,D.J. Trahan,5.7,1114.6,195
2020,1,0,32448,James Hahn,7.1,1214.6,171
2020,2,0,45157,Cam Davis,7.0,1052.9,151
2020,3,0,33141,Keegan Bradley,6.9,1243.7,181
2020,3,0,47959,Bryson DeChambeau,6.9,2463.2,359
2020,3,0,29926,Danny Lee,6.9,1475.7,214
2020,3,0,35449,Adam Long,6.9,1778.6,259
2020,3,0,27330,Josh Teater,6.9,1459.4,212
2020,8,0,30911,Tommy Fleetwood,6.8,803.4,118
2020,8,0,32102,Rickie Fowler,6.8,2226.9,328
2020,8,0,27554,Scott Harrington,6.8,1163.5,170
2020,8,0,32757,Patton Kizzire,6.8,1017.0,150
2020,8,0,36689,Brooks Koepka,6.8,900.1,132
2020,8,0,35230,Nelson Ledesma,6.8,570.5,84
2020,8,0,24361,Pat Perez,6.8,2079.7,305
2020,8,0,35732,Wes Roach,6.8,913.6,135
2020,8,0,33486,Roger Sloan,6.8,2112.5,310
2020,8,0,33419,Cameron Tringale,6.8,1529.0,225
2020,8,0,56278,Matthew Wolff,6.8,1527.8,226
2020,19,0,34255,Joseph Bramlett,6.7,676.6,101
2020,19,0,28420,Ryan Brehm,6.7,1173.4,176
2020,19,0,32366,Kevin Chappell,6.7,908.1,135
2020,19,0,51766,Wyndham Clark,6.7,1083.7,162
2020,19,0,32662,Michael Gligic,6.7,933.5,139
2020,19,0,24924,Bill Haas,6.7,786.0,117
2020,19,0,33399,Adam Hadwin,6.7,3268.5,489
2020,19,0,39977,Max Homa,6.7,1409.1,211
2020,19,0,35461,Beau Hossler,6.7,2460.0,369
2020,19,18,46717,Viktor Hovland,6.7,3883.6,584
2020,19,0,35506,Mackenzie Hughes,6.7,1697.4,253
2020,19,0,30944,Jason Kokrak,6.7,2707.1,402
2020,19,0,32640,Troy Merritt,6.7,2985.7,445
2020,19,0,39546,Keith Mitchell,6.7,1072.0,161
2020,19,0,27349,Alex Noren,6.7,2441.4,367
2020,19,0,49771,J.T. Poston,6.7,3155.5,473
2020,19,0,39324,J.J. Spaun,6.7,1077.3,162
2020,19,0,27214,Kevin Streelman,6.7,3116.5,468
2020,19,0,33449,Zack Sucher,6.7,1182.2,177
2020,38,-1,33948,Byeong Hun An,6.6,3401.1,514
2020,38,-1,33404,Chris Baker,6.6,846.8,128
2020,38,-1,40009,Dominic Bozzelli,6.6,970.5,147
2020,38,-1,47504,Sam Burns,6.6,2742.5,418
2020,38,-1,34021,Bud Cauley,6.6,2890.2,440
2020,38,-1,39997,Corey Conners,6.6,1360.9,205
2020,38,-1,28307,Matt Every,6.6,911.3,138
2020,38,-1,29970,Dylan Frittelli,6.6,1574.9,237
2020,38,-1,32618,Rhein Gibson,6.6,714.2,109
2020,38,-1,56762,Will Gordon,6.6,472.8,72
2020,38,-1,27974,Sung Kang,6.6,1299.6,197
2020,38,-1,27936,Martin Laird,6.6,671.1,102
2020,38,-1,27129,Luke List,6.6,1286.9,196
2020,38,-1,40042,Tyler McCumber,6.6,1162.4,175
2020,38,-1,1810,Phil Mickelson,6.6,858.0,130
2020,38,-1,46970,Jon Rahm,6.6,1423.0,215
2020,38,-1,37275,Sam Ryder,6.6,1336.6,203
2020,38,-1,29221,Webb Simpson,6.6,2590.0,391
2020,38,-1,29518,Brendan Steele,6.6,2237.8,338
2020,38,-1,48119,Ben Taylor,6.6,604.1,92
2020,38,-1,25493,Nick Taylor,6.6,2333.0,356
2020,38,-1,23623,Bo Van Pelt,6.6,1748.0,265
2020,38,-1,32139,Danny Willett,6.6,783.0,118
2020,38,-1,49964,Aaron Wise,6.6,743.5,113
2020,62,3,33120,Mark Anderson,6.5,700.4,108
2020,62,3,29268,Bronson Burgoon,6.5,1752.3,270
2020,62,3,52372,Cameron Champ,6.5,1356.6,208
2020,62,3,20229,Stewart Cink,6.5,1191.0,182
2020,62,3,46435,Austin Cook,6.5,2476.5,379
2020,62,-25,34099,Harris English,6.5,1690.8,259
2020,62,3,29535,Brice Garnett,6.5,1028.7,159
2020,62,3,31646,Emiliano Grillo,6.5,1077.4,167
2020,62,3,34563,Chesson Hadley,6.5,913.8,140
2020,62,3,33597,Harry Higgs,6.5,1755.6,269
2020,62,3,29420,Billy Horschel,6.5,1549.5,239
2020,62,3,39971,Sungjae Im,6.5,4277.2,655
2020,62,3,49766,Hank Lebioda,6.5,928.2,142
2020,62,3,34466,Peter Malnati,6.5,2525.1,388
2020,62,3,33413,Ben Martin,6.5,768.6,118
2020,62,3,28237,Rory McIlroy,6.5,1360.8,208
2020,62,3,50525,Collin Morikawa,6.5,1613.7,249
2020,62,3,36871,Matt NeSmith,6.5,1106.3,170
2020,62,3,23320,Ryan Palmer,6.5,1422.9,220
2020,62,3,53165,Doc Redman,6.5,1663.6,254
2020,62,3,36699,Patrick Rodgers,6.5,1733.9,265
2020,62,3,22405,Justin Rose,6.5,1903.7,291
2020,62,3,46046,Scottie Scheffler,6.5,1737.4,268
2020,62,3,23325,Vaughn Taylor,6.5,1940.0,297
2020,62,3,32150,Michael Thompson,6.5,1504.8,230
2020,62,3,27064,Jhonattan Vegas,6.5,1404.2,215
2020,62,3,35658,Kris Ventura,6.5,890.8,138
2020,62,3,48887,Matt Wallace,6.5,2275.3,351
2020,62,3,27095,Nick Watney,6.5,850.6,131
2020,62,3,51894,Vince Whaley,6.5,976.7,150
2020,92,5,21407,Arjun Atwal,6.4,540.7,85
2020,92,5,22371,Aaron Baddeley,6.4,1043.1,164
2020,92,5,29479,Scott Brown,6.4,1147.4,180
2020,92,5,35450,Patrick Cantlay,6.4,2247.2,352
2020,92,5,34314,Sebastian Cappelen,6.4,846.5,132
2020,92,5,28089,Jason Day,6.4,918.7,143
2020,92,5,45609,Tyler Duncan,6.4,3260.8,513
2020,92,5,29725,Tony Finau,6.4,1400.8,218
2020,92,5,21209,Sergio Garcia,6.4,707.0,111
2020,92,5,52375,Doug Ghim,6.4,596.4,93
2020,92,5,34098,Russell Henley,6.4,1420.0,222
2020,92,5,12716,Charley Hoffman,6.4,2583.7,403
2020,92,5,35532,Tom Hoge,6.4,1487.3,232
2020,92,-27,30925,Dustin Johnson,6.4,982.6,153
2020,92,5,24024,Zach Johnson,6.4,2345.7,365
2020,92,5,26300,Matt Jones,6.4,3336.4,520
2020,92,5,33410,Andrew Landry,6.4,2917.5,459
2020,92,5,32839,Hideki Matsuyama,6.4,1565.5,245
2020,92,5,47993,Denny McCarthy,6.4,2789.9,433
2020,92,5,27556,Ted Potter Jr.,6.4,877.2,138
2020,92,5,47347,Adam Schenk,6.4,1213.3,190
2020,92,5,24502,Adam Scott,6.4,764.8,119
2020,92,5,39953,Chase Seiffert,6.4,1498.0,234
2020,92,5,27649,Brandt Snedeker,6.4,2626.0,413
2020,92,5,34431,Robert Streb,6.4,1235.7,192
2020,92,5,37189,Harold Varner III,6.4,2842.6,447
2020,92,5,25632,Jimmy Walker,6.4,1778.4,279
2020,92,5,25804,Bubba Watson,6.4,3197.9,496
2020,92,5,47128,Richy Werenski,6.4,1175.1,184
2020,92,5,31323,Gary Woodland,6.4,986.4,153
2020,92,5,32254,Xinjun Zhang,6.4,1412.2,222
2020,123,4,40058,Zac Blair,6.3,2581.7,410
2020,123,4,25364,Paul Casey,6.3,1010.6,160
2020,123,4,34076,Joel Dahmen,6.3,3413.7,546
2020,123,4,19846,Brian Gay,6.3,1335.3,212
2020,123,4,48045,Michael Gellerman,6.3,594.3,94
2020,123,4,46550,Brandon Hagy,6.3,811.5,129
2020,123,4,27644,Brian Harman,6.3,3809.3,600
2020,123,30,34363,Tyrrell Hatton,6.3,949.6,151
2020,123,4,26758,David Hearn,6.3,863.4,136
2020,123,4,49298,Kramer Hickok,6.3,1338.4,211
2020,123,4,29478,Kevin Kisner,6.3,2744.9,434
2020,123,4,33122,Russell Knox,6.3,1159.4,183
2020,123,4,32791,K.H. Lee,6.3,1354.4,214
2020,123,4,48822,Sebastián Muñoz,6.3,2371.4,377
2020,123,4,34213,Grayson Murray,6.3,1306.2,206
2020,123,4,25396,Kevin Na,6.3,2323.2,367
2020,123,4,26329,Louis Oosthuizen,6.3,2311.6,366
2020,123,4,33667,Carlos Ortiz,6.3,2808.1,445
2020,123,4,23621,Rory Sabbatini,6.3,2918.0,461
2020,123,4,46441,Robby Shelton,6.3,1385.5,219
2020,123,4,34046,Jordan Spieth,6.3,2603.6,413
2020,123,4,30692,Scott Stallings,6.3,963.5,154
2020,123,4,49960,Sepp Straka,6.3,1305.7,208
2020,123,4,27963,Chris Stroud,6.3,1959.1,309
2020,123,4,35617,Martin Trainer,6.3,768.0,121
2020,123,4,25349,Tim Wilkinson,6.3,1518.1,241
2020,149,4,45526,Abraham Ancer,6.2,2943.6,473
2020,149,4,25686,Jason Dufner,6.2,2871.6,466
2020,149,4,40098,Matt Fitzpatrick,6.2,2588.8,417
2020,149,4,28679,Fabián Gómez,6.2,847.7,136
2020,149,4,46402,Talor Gooch,6.2,1356.8,218
2020,149,4,36801,Mark Hubbard,6.2,2948.9,473
2020,149,4,37455,Si Woo Kim,6.2,1486.0,240
2020,149,4,23108,Matt Kuchar,6.2,2594.0,416
2020,149,4,31420,Anirban Lahiri,6.2,444.2,72
2020,149,4,28775,Nate Lashley,6.2,1856.9,300
2020,149,4,33204,Shane Lowry,6.2,1876.6,303
2020,149,4,30163,Henrik Norlander,6.2,1091.6,175
2020,149,4,22056,Cameron Percy,6.2,1325.7,215
2020,149,4,34256,Andrew Putnam,6.2,661.7,107
2020,149,4,26476,Chez Reavie,6.2,2837.9,460
2020,149,4,48081,Xander Schauffele,6.2,1442.0,232
2020,149,4,35891,Cameron Smith,6.2,2599.5,417
2020,149,4,30927,Brendon Todd,6.2,2993.3,485
2020,149,4,23788,D.J. Trahan,6.2,634.6,103
2020,149,4,32333,Kevin Tway,6.2,1308.3,211
2020,169,5,40026,Daniel Berger,6.1,2713.3,445
2020,169,5,26499,Rafa Cabrera Bello,6.1,2127.1,351
2020,169,5,33490,Bo Hoag,6.1,1706.5,281
2020,169,5,29908,C.T. Pan,6.1,2445.7,401
2020,169,5,25818,Scott Piercy,6.1,2436.6,397
2020,169,5,34360,Patrick Reed,6.1,1482.9,243
2020,169,5,30110,Kyle Stanley,6.1,1014.8,166
2020,169,5,31560,Brian Stuard,6.1,3030.5,498
