YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2024,0,32757,Patton Kizzire,66.0,66,1
2024,0,54576,Patrick Fishburn,66.67,400,6
2024,0,51349,Nico Echavarria,67.25,269,4
2024,0,51766,Wyndham Clark,67.38,539,8
2024,0,54628,Lee Hodges,67.38,539,8
2024,0,39327,Ben Silverman,67.5,810,12
2024,0,46340,Alex Smalley,67.5,135,2
2024,0,48119,Ben Taylor,67.5,135,2
2024,0,60067,Joe Highsmith,67.6,338,5
2024,0,39971,Sungjae Im,67.6,338,5
2024,0,59143,Mac Meissner,67.67,609,9
2024,0,48081,Xander Schauffele,67.67,203,3
2024,0,39324,J.J. Spaun,67.83,407,6
2024,0,36326,David Lipsky,67.86,475,7
2024,0,22371,Aaron Baddeley,68.0,408,6
2024,0,32791,K.H. Lee,68.0,204,3
2024,0,48887,Matt Wallace,68.0,340,5
2024,0,57975,Harry Hall,68.11,613,9
2024,0,30163,Henrik Norlander,68.17,409,6
2024,0,39975,Michael Kim,68.2,341,5
2024,0,28237,Rory McIlroy,68.2,341,5
2024,0,48117,Kurt Kitayama,68.22,614,9
2024,0,39546,Keith Mitchell,68.38,547,8
2024,0,24502,Adam Scott,68.38,547,8
2024,0,56149,Wilson Furr,68.4,342,5
2024,0,51977,Max Greyserman,68.4,342,5
2024,0,54591,Ben Griffin,68.4,684,10
2024,0,22405,Justin Rose,68.43,479,7
2024,0,59442,Parker Coody,68.5,274,4
2024,0,48867,Matti Schmid,68.5,274,4
2024,0,52666,Sami Valimaki,68.5,137,2
2024,0,55454,Carl Yuan,68.5,137,2
2024,0,46442,Maverick McNealy,68.6,686,10
2024,0,57900,Chandler Phillips,68.6,343,5
2024,0,29420,Billy Horschel,68.63,549,8
2024,0,34098,Russell Henley,68.67,412,6
2024,0,50525,Collin Morikawa,68.67,206,3
2024,0,28252,Seamus Power,68.67,412,6
2024,0,46441,Robby Shelton,68.67,412,6
2024,0,46717,Viktor Hovland,68.71,481,7
2024,0,29535,Brice Garnett,68.75,275,4
2024,0,34587,Chan Kim,68.75,550,8
2024,0,34021,Bud Cauley,68.8,344,5
2024,0,51287,Ryo Hisatsune,68.83,413,6
2024,0,28089,Jason Day,68.9,689,10
2024,0,40026,Daniel Berger,69.0,483,7
2024,0,47504,Sam Burns,69.0,276,4
2024,0,52372,Cameron Champ,69.0,276,4
2024,0,39997,Corey Conners,69.0,345,5
2024,0,52514,Trace Crowe,69.0,345,5
2024,0,36799,Stephan Jaeger,69.0,138,2
2024,0,36699,Patrick Rodgers,69.0,483,7
2024,0,55893,Sam Stevens,69.0,552,8
2024,0,32333,Kevin Tway,69.0,276,4
2024,0,30926,Chris Kirk,69.11,622,9
2024,0,58168,Davis Thompson,69.11,622,9
2024,0,33448,Justin Thomas,69.14,484,7
2024,0,51890,Greyson Sigg,69.17,415,6
2024,0,59866,Nick Dunlap,69.2,346,5
2024,0,27349,Alex Noren,69.2,346,5
2024,0,60004,Jacob Bridgeman,69.22,623,9
2024,0,52374,Brandon Wu,69.22,623,9
2024,0,54421,Garrick Higgo,69.25,277,4
2024,0,51696,Rico Hoey,69.29,485,7
2024,0,32640,Troy Merritt,69.29,485,7
2024,0,56630,Akshay Bhatia,69.33,416,6
2024,0,50188,S.H. Kim,69.33,624,9
2024,0,33204,Shane Lowry,69.33,624,9
2024,0,46113,Ryan McCormick,69.33,208,3
2024,0,29908,C.T. Pan,69.33,208,3
2024,0,50484,Hayden Springer,69.33,208,3
2024,0,49960,Sepp Straka,69.33,416,6
2024,0,30911,Tommy Fleetwood,69.4,347,5
2024,0,59095,Chris Gotterup,69.4,347,5
2024,0,27064,Jhonattan Vegas,69.4,347,5
2024,0,49947,Taylor Moore,69.43,486,7
2024,0,36801,Mark Hubbard,69.44,625,9
2024,0,47679,Victor Perez,69.44,625,9
2024,0,35617,Martin Trainer,69.5,139,2
2024,0,52375,Doug Ghim,69.55,765,11
2024,0,49771,J.T. Poston,69.55,765,11
2024,0,40058,Zac Blair,69.57,487,7
2024,0,24024,Zach Johnson,69.6,348,5
2024,0,55708,Hayden Buckley,69.67,209,3
2024,0,36871,Matt NeSmith,69.67,209,3
2024,0,47806,Raul Pereda,69.67,209,3
2024,0,47347,Adam Schenk,69.7,697,10
2024,0,33408,Tyson Alexander,69.75,279,4
2024,0,25900,Lucas Glover,69.75,558,8
2024,0,35506,Mackenzie Hughes,69.75,558,8
2024,0,40162,Justin Lower,69.75,558,8
2024,0,47983,Chad Ramey,69.75,558,8
2024,0,33486,Roger Sloan,69.75,558,8
2024,0,25493,Nick Taylor,69.75,558,8
2024,0,34255,Joseph Bramlett,69.8,349,5
2024,0,34076,Joel Dahmen,69.8,698,10
2024,0,48699,Callum Tarren,69.8,349,5
2024,0,54783,Dylan Wu,69.8,349,5
2024,0,52513,Carson Young,69.8,349,5
2024,0,59836,Pierceson Coody,69.86,489,7
2024,0,52955,Ludvig Åberg,70.0,280,4
2024,0,48084,Wesley Bryan,70.0,70,1
2024,0,32366,Kevin Chappell,70.0,490,7
2024,0,60767,Blaine Hale Jr.,70.0,140,2
2024,0,32839,Hideki Matsuyama,70.0,280,4
2024,0,51997,Andrew Novak,70.0,420,6
2024,0,29221,Webb Simpson,70.0,350,5
2024,0,27139,David Skinns,70.0,420,6
2024,0,51894,Vince Whaley,70.0,210,3
2024,0,47483,Will Zalatoris,70.0,210,3
