YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
2024,0,39546,Keith Mitchell,"57' 1""",2910.917,51,-20
2024,0,55454,Carl Yuan,"59' 1""",2009.667,34,-6
2024,0,31646,Emiliano Grillo,"60' 6""",2359.75,39,-6
2024,0,48117,Kurt Kitayama,"61' 2""",3057.583,50,-20
2024,0,28237,Rory McIlroy,"61' 11""",2601.917,42,-17
2024,0,34255,Joseph Bramlett,"62' 9""",3200.833,51,-18
2024,0,52375,Doug Ghim,"62' 9""",2821.917,45,-13
2024,0,35450,Patrick Cantlay,"63' 1""",2335.25,37,-7
2024,0,52453,Nicolai Højgaard,"63' 1""",2080.667,33,-6
2024,0,36801,Mark Hubbard,"63' 6""",4064.667,64,-9
2024,0,57900,Chandler Phillips,"63' 9""",3188.167,50,+5
2024,0,39971,Sungjae Im,"63' 11""",3196.333,50,-17
2024,0,55182,Tom Kim,"63' 11""",3449.75,54,-9
2024,0,50484,Hayden Springer,"64' 1""",2371.583,37,-10
2024,0,33948,Byeong Hun An,"64' 4""",3346.25,52,-22
2024,0,34587,Chan Kim,"64' 4""",2700.917,42,-11
2024,0,34374,Erik Barnes,"64' 5""",1996.583,31,-9
2024,0,27064,Jhonattan Vegas,"64' 8""",3493.5,54,-11
2024,0,51890,Greyson Sigg,"65' 3""",2739.25,42,E
2024,0,25900,Lucas Glover,"65' 7""",2624.75,40,+5
2024,0,47483,Will Zalatoris,"65' 7""",3081.583,47,-7
2024,0,35310,Lanto Griffin,"65' 8""",2757.833,42,-5
2024,0,29478,Kevin Kisner,"65' 9""",2366.75,36,+6
2024,0,39324,J.J. Spaun,"65' 9""",3682.583,56,-4
2024,0,27349,Alex Noren,"66' 1""",3173.5,48,-12
2024,0,35532,Tom Hoge,"66' 3""",5034.25,76,-12
2024,0,36884,Ben Kohles,"66' 6""",2460.167,37,+8
2024,0,56149,Wilson Furr,"66' 9""",2602.583,39,-7
2024,0,39997,Corey Conners,"66' 10""",2872.833,43,-12
2024,0,33408,Tyson Alexander,"67' 1""",3757.833,56,-5
2024,0,33653,Thomas Detry,"67' 3""",2891.167,43,-8
2024,0,46717,Viktor Hovland,"67' 3""",2285.75,34,-11
2024,0,52215,Robert MacIntyre,"67' 4""",3435.417,51,-24
2024,0,33399,Adam Hadwin,"67' 5""",1819.75,27,-4
2024,0,54628,Lee Hodges,"67' 8""",4059.333,60,-4
2024,0,32367,Jorge Campillo,"67' 10""",2577.417,38,-12
