YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
2019,18,0,26951,Johnson Wagner,0.488,22.959,47
2019,19,0,34466,Peter Malnati,0.467,35.469,76
2019,20,0,29478,Kevin Kisner,0.45,31.952,71
2019,21,0,37380,Curtis Luck,0.446,19.604,44
2019,22,0,36699,Patrick Rodgers,0.428,19.24,45
2019,23,0,37275,Sam Ryder,0.427,25.592,60
2019,24,0,28237,Rory McIlroy,0.425,24.221,57
2019,24,0,24138,Ian Poulter,0.425,18.695,44
2019,26,0,35450,Patrick Cantlay,0.386,22.027,57
2019,27,0,37340,Chase Wright,0.379,21.623,57
2019,28,0,47959,Bryson DeChambeau,0.372,24.564,66
2019,29,0,47504,Sam Burns,0.369,25.125,68
2019,30,0,28089,Jason Day,0.356,16.735,47
2019,31,0,24502,Adam Scott,0.348,15.321,44
2019,32,0,29484,Peter Uihlein,0.345,19.997,58
2019,33,0,47347,Adam Schenk,0.341,27.941,82
2019,34,0,32150,Michael Thompson,0.339,22.056,65
2019,35,0,30978,Kiradech Aphibarnrat,0.337,15.167,45
2019,36,0,46970,Jon Rahm,0.336,17.793,53
2019,37,0,19846,Brian Gay,0.335,24.096,72
2019,38,0,25493,Nick Taylor,0.33,28.376,86
2019,39,0,39971,Sungjae Im,0.323,32.264,100
2019,40,0,28775,Nate Lashley,0.304,16.727,55
2019,41,0,23108,Matt Kuchar,0.302,19.924,66
2019,41,0,26851,Marc Leishman,0.302,17.219,57
2019,43,0,21961,Charles Howell III,0.291,21.214,73
2019,44,0,34360,Patrick Reed,0.261,19.054,73
2019,45,0,33399,Adam Hadwin,0.252,15.644,62
2019,46,0,48081,Xander Schauffele,0.244,12.949,53
2019,47,0,34563,Chesson Hadley,0.23,13.772,60
2019,48,0,36689,Brooks Koepka,0.226,13.106,58
2019,49,0,28259,Sangmoon Bae,0.217,8.68,40
2019,50,0,49771,J.T. Poston,0.212,18.687,88
2019,51,0,33419,Cameron Tringale,0.204,10.396,51
2019,52,0,27958,Ryan Blaum,0.194,13.937,72
2019,53,0,19803,Ryan Armour,0.19,14.227,75
2019,54,0,31560,Brian Stuard,0.176,13.515,77
2019,55,0,30911,Tommy Fleetwood,0.169,8.441,50
2019,55,0,26329,Louis Oosthuizen,0.169,8.113,48
2019,57,0,25900,Lucas Glover,0.164,13.324,81
2019,58,0,35376,Roberto Díaz,0.162,8.239,51
2019,59,0,35891,Cameron Smith,0.157,8.323,53
2019,60,0,23621,Rory Sabbatini,0.154,11.699,76
2019,61,0,32058,José de Jesús Rodríguez,0.151,7.422,49
2019,62,0,46501,Ollie Schniederjans,0.147,8.996,61
2019,63,0,25818,Scott Piercy,0.146,10.237,70
2019,64,0,21731,Freddie Jacobson,0.142,5.671,40
2019,65,0,27895,Jonas Blixt,0.13,8.329,64
2019,65,0,34261,Scott Langley,0.13,8.317,64
2019,67,0,26300,Matt Jones,0.12,7.926,66
2019,68,0,31420,Anirban Lahiri,0.116,6.873,59
2019,69,0,10809,Jim Furyk,0.113,6.449,57
2019,70,0,46402,Talor Gooch,0.111,5.336,48
2019,71,0,21528,Henrik Stenson,0.106,4.442,42
2019,72,0,24781,Hunter Mahan,0.102,4.772,47
2019,73,0,33486,Roger Sloan,0.101,7.085,70
2019,74,0,30925,Dustin Johnson,0.096,5.378,56
2019,75,0,29535,Brice Garnett,0.091,5.928,65
2019,76,0,27644,Brian Harman,0.09,6.376,71
2019,77,0,25396,Kevin Na,0.089,3.925,44
2019,78,0,32640,Troy Merritt,0.085,4.773,56
2019,79,0,33667,Carlos Ortiz,0.079,5.723,72
2019,80,0,48822,Sebastián Muñoz,0.076,4.856,64
2019,81,0,47128,Richy Werenski,0.074,5.43,73
2019,82,0,29479,Scott Brown,0.073,4.993,68
2019,83,0,30786,Brady Schnell,0.065,2.539,39
2019,84,0,26596,Ryan Moore,0.062,3.885,63
2019,84,0,26476,Chez Reavie,0.062,4.306,70
2019,86,0,28252,Seamus Power,0.057,3.529,62
2019,87,0,49960,Sepp Straka,0.056,3.255,58
2019,88,0,24924,Bill Haas,0.055,3.354,61
2019,89,0,35879,Kelly Kraft,0.054,3.507,65
2019,90,0,30191,Julián Etulain,0.048,2.462,51
2019,91,0,26499,Rafa Cabrera Bello,0.043,2.058,48
2019,92,0,37454,Whee Kim,0.042,1.995,47
2019,93,0,23320,Ryan Palmer,0.041,2.076,51
2019,94,0,27963,Chris Stroud,0.022,1.165,52
2019,95,0,27936,Martin Laird,0.019,1.373,73
2019,96,0,27095,Nick Watney,0.012,0.829,69
2019,97,0,32839,Hideki Matsuyama,0.011,0.811,73
2019,98,0,6522,Ernie Els,0.01,0.296,30
2019,99,0,35732,Wes Roach,0.0,-0.019,49
2019,100,0,39977,Max Homa,-0.006,-0.38,69
2019,101,0,35506,Mackenzie Hughes,-0.014,-0.901,66
2019,102,0,27330,Josh Teater,-0.017,-0.884,53
2019,103,0,30944,Jason Kokrak,-0.018,-1.332,75
2019,104,0,39324,J.J. Spaun,-0.021,-1.328,64
2019,105,0,34264,Hudson Swafford,-0.031,-1.471,47
2019,106,0,39954,Cody Gribble,-0.033,-1.902,58
2019,107,0,35617,Martin Trainer,-0.041,-2.036,50
2019,108,0,40026,Daniel Berger,-0.043,-2.51,59
2019,109,0,34021,Bud Cauley,-0.052,-3.883,74
2019,110,0,40098,Matt Fitzpatrick,-0.054,-1.986,37
2019,111,0,37455,Si Woo Kim,-0.06,-3.516,59
2019,112,0,29908,C.T. Pan,-0.062,-3.71,60
2019,113,0,45526,Abraham Ancer,-0.065,-4.642,71
2019,114,0,21209,Sergio Garcia,-0.078,-2.954,38
2019,115,0,32200,Roberto Castro,-0.079,-4.903,62
2019,116,0,29223,Sam Saunders,-0.082,-5.518,67
2019,117,0,24024,Zach Johnson,-0.087,-4.633,53
2019,118,0,46435,Austin Cook,-0.088,-4.658,53
2019,118,0,27974,Sung Kang,-0.088,-6.194,70
2019,120,0,36799,Stephan Jaeger,-0.091,-5.176,57
2019,121,0,25364,Paul Casey,-0.092,-5.058,55
2019,122,0,32791,K.H. Lee,-0.096,-5.935,62
2019,123,0,52372,Cameron Champ,-0.099,-6.72,68
2019,124,0,34076,Joel Dahmen,-0.102,-7.756,76
2019,125,0,29725,Tony Finau,-0.103,-6.72,65
2019,126,0,39327,Ben Silverman,-0.112,-6.283,56
2019,127,0,25632,Jimmy Walker,-0.13,-7.43,57
2019,127,0,32139,Danny Willett,-0.13,-6.5,50
2019,129,0,32333,Kevin Tway,-0.131,-8.786,67
2019,130,0,31323,Gary Woodland,-0.143,-9.277,65
2019,131,0,28679,Fabián Gómez,-0.144,-6.909,48
2019,132,0,49964,Aaron Wise,-0.146,-7.897,54
2019,133,0,33410,Andrew Landry,-0.153,-9.937,65
2019,134,0,31557,Jim Herman,-0.154,-5.854,38
2019,135,0,27064,Jhonattan Vegas,-0.156,-9.523,61
2019,136,0,26758,David Hearn,-0.157,-5.323,34
2019,137,0,12716,Charley Hoffman,-0.158,-7.438,47
2019,138,0,33418,Shawn Stefani,-0.159,-9.845,62
2019,139,0,1810,Phil Mickelson,-0.16,-8.025,50
2019,140,0,29970,Dylan Frittelli,-0.169,-11.465,68
2019,141,0,45486,Joaquin Niemann,-0.17,-13.561,80
2019,142,0,33122,Russell Knox,-0.176,-10.397,59
2019,143,0,39975,Michael Kim,-0.185,-8.333,45
2019,144,0,33448,Justin Thomas,-0.186,-10.419,56
2019,145,0,34363,Tyrrell Hatton,-0.192,-8.063,42
2019,146,0,37189,Harold Varner III,-0.202,-14.976,74
2019,147,0,45157,Cam Davis,-0.204,-11.6,57
2019,148,0,25198,Francesco Molinari,-0.211,-8.87,42
2019,149,0,27556,Ted Potter Jr.,-0.216,-12.987,60
2019,150,0,47990,Kyle Jones,-0.217,-11.701,54
2019,151,0,46523,Joey Garber,-0.234,-10.074,43
2019,152,0,34431,Robert Streb,-0.237,-14.217,60
2019,153,0,29926,Danny Lee,-0.24,-17.247,72
2019,154,0,36852,Jim Knous,-0.249,-9.716,39
2019,155,0,27214,Kevin Streelman,-0.251,-17.312,69
2019,156,0,27349,Alex Noren,-0.266,-11.455,43
2019,157,0,49766,Hank Lebioda,-0.28,-16.223,58
2019,157,0,27129,Luke List,-0.28,-15.4,55
2019,159,0,35532,Tom Hoge,-0.284,-20.476,72
2019,160,0,29268,Bronson Burgoon,-0.291,-13.679,47
2019,161,0,30110,Kyle Stanley,-0.297,-16.351,55
2019,162,0,34098,Russell Henley,-0.299,-18.228,61
2019,163,0,49303,Anders Albertson,-0.307,-15.974,52
2019,164,0,34306,John Chin,-0.318,-12.096,38
2019,165,0,30692,Scott Stallings,-0.329,-22.353,68
2019,166,0,39546,Keith Mitchell,-0.338,-20.632,61
2019,167,0,30946,Alex Prugh,-0.344,-19.615,57
2019,167,0,25804,Bubba Watson,-0.344,-17.18,50
2019,169,0,46601,Trey Mullinax,-0.353,-22.265,63
2019,170,0,35449,Adam Long,-0.369,-25.109,68
2019,171,0,24925,Jonathan Byrd,-0.412,-14.84,36
2019,172,0,47856,Seth Reeves,-0.475,-25.149,53
2019,173,0,35421,Brandon Harkins,-0.481,-33.194,69
2019,174,0,20472,Alex Cejka,-0.482,-19.269,40
2019,175,0,25686,Jason Dufner,-0.494,-28.161,57
2019,176,0,29518,Brendan Steele,-0.503,-25.647,51
2019,177,0,32816,Satoshi Kodaira,-0.504,-25.717,51
2019,178,0,33141,Keegan Bradley,-0.516,-34.551,67
2019,179,0,29974,Branden Grace,-0.52,-23.379,45
2019,180,0,45609,Tyler Duncan,-0.565,-36.727,65
2019,181,0,39997,Corey Conners,-0.576,-39.771,69
2019,182,0,33948,Byeong Hun An,-0.583,-35.554,61
2019,183,0,40115,Adam Svensson,-0.602,-33.084,55
2019,184,0,49298,Kramer Hickok,-0.604,-35.608,59
2019,185,0,31646,Emiliano Grillo,-0.633,-34.828,55
2019,186,0,23353,J.J. Henry,-0.657,-26.941,41
2019,187,0,27141,J.B. Holmes,-0.752,-36.084,48
2019,188,0,20572,Rod Pampling,-0.796,-32.621,41
2018,1,0,20593,Greg Chalmers,0.79,32.388,41
2018,2,0,28089,Jason Day,0.77,37.721,49
2018,3,0,27349,Alex Noren,0.758,37.154,49
2018,4,0,25834,Daniel Summerhays,0.736,27.966,38
2018,5,0,29221,Webb Simpson,0.692,56.018,81
2018,6,0,35461,Beau Hossler,0.685,61.617,90
2018,7,0,26951,Johnson Wagner,0.623,34.292,55
2018,8,0,34466,Peter Malnati,0.619,46.41,75
2018,9,0,36699,Patrick Rodgers,0.561,40.932,73
2018,10,0,31646,Emiliano Grillo,0.546,39.841,73
2018,11,0,25396,Kevin Na,0.533,37.304,70
2018,12,0,29478,Kevin Kisner,0.513,33.365,65
2018,13,0,1810,Phil Mickelson,0.51,35.711,70
2018,14,0,28252,Seamus Power,0.498,32.851,66
2018,14,0,32150,Michael Thompson,0.498,27.889,56
2018,16,0,25572,Graeme McDowell,0.478,21.967,46
2018,16,0,27649,Brandt Snedeker,0.478,35.378,74
2018,18,0,47993,Denny McCarthy,0.449,22.018,49
2018,19,0,19846,Brian Gay,0.442,40.668,92
2018,20,0,37454,Whee Kim,0.427,31.181,73
2018,21,0,22405,Justin Rose,0.424,22.479,53
2018,22,0,29485,Brett Stegmaier,0.401,18.836,47
2018,23,0,29420,Billy Horschel,0.392,30.165,77
2018,24,0,10809,Jim Furyk,0.389,17.903,46
2018,25,0,30925,Dustin Johnson,0.385,23.861,62
2018,26,0,34021,Bud Cauley,0.367,15.055,41
2018,27,0,31416,Derek Fathauer,0.363,24.669,68
2018,28,0,48084,Wesley Bryan,0.36,18.354,51
2018,29,0,37278,Nicholas Lindheim,0.355,20.93,59
2018,30,0,29974,Branden Grace,0.35,15.39,44
2018,31,0,23108,Matt Kuchar,0.348,22.592,65
2018,32,0,47959,Bryson DeChambeau,0.346,26.983,78
2018,32,0,24781,Hunter Mahan,0.346,17.64,51
2018,34,0,24846,Ricky Barnes,0.338,15.201,45
2018,35,0,34363,Tyrrell Hatton,0.335,14.077,42
2018,36,0,23541,Ben Crane,0.332,15.286,46
2018,37,0,46501,Ollie Schniederjans,0.325,25.042,77
2018,38,0,30911,Tommy Fleetwood,0.324,17.51,54
2018,38,0,25632,Jimmy Walker,0.324,21.369,66
2018,40,0,40026,Daniel Berger,0.319,19.78,62
2018,41,0,46435,Austin Cook,0.315,28.963,92
2018,42,0,40009,Dominic Bozzelli,0.308,18.8,61
2018,43,0,32102,Rickie Fowler,0.296,18.029,61
2018,44,0,27936,Martin Laird,0.282,17.178,61
2018,45,0,26499,Rafa Cabrera Bello,0.273,13.101,48
2018,45,0,27644,Brian Harman,0.273,19.683,72
2018,47,0,33448,Justin Thomas,0.272,18.528,68
2018,48,0,8793,Tiger Woods,0.266,15.703,59
2018,49,0,39975,Michael Kim,0.259,14.005,54
2018,50,0,27895,Jonas Blixt,0.244,11.722,48
2018,51,0,39327,Ben Silverman,0.238,18.085,76
2018,51,0,49964,Aaron Wise,0.238,19.071,80
2018,53,0,29725,Tony Finau,0.232,18.774,81
2018,54,0,34409,David Lingmerth,0.229,15.774,69
2018,55,0,35421,Brandon Harkins,0.225,19.146,85
2018,56,0,24138,Ian Poulter,0.223,11.143,50
2018,57,0,34099,Harris English,0.222,15.063,68
2018,58,0,21961,Charles Howell III,0.219,17.092,78
2018,59,0,34563,Chesson Hadley,0.208,18.555,89
2018,60,0,24024,Zach Johnson,0.206,14.836,72
2018,61,0,40058,Zac Blair,0.203,9.346,46
2018,62,0,39954,Cody Gribble,0.201,10.839,54
2018,63,0,31202,William McGirt,0.2,14.97,75
2018,63,0,27095,Nick Watney,0.2,15.999,80
2018,65,0,31420,Anirban Lahiri,0.199,13.322,67
2018,66,0,48081,Xander Schauffele,0.196,14.079,72
2018,67,0,26476,Chez Reavie,0.192,11.495,60
2018,68,0,35376,Roberto Díaz,0.168,9.41,56
2018,68,0,36689,Brooks Koepka,0.168,9.058,54
2018,70,0,34098,Russell Henley,0.167,9.704,58
2018,70,0,34174,John Huh,0.167,13.73,82
2018,72,0,34360,Patrick Reed,0.164,10.317,63
2018,72,0,31560,Brian Stuard,0.164,14.398,88
2018,74,0,29926,Danny Lee,0.156,10.927,70
2018,75,0,30978,Kiradech Aphibarnrat,0.138,4.7,34
2018,76,0,49771,J.T. Poston,0.135,7.712,57
2018,77,0,25364,Paul Casey,0.133,6.537,49
2018,78,0,32839,Hideki Matsuyama,0.132,7.507,57
2018,79,0,47347,Adam Schenk,0.13,8.564,66
2018,80,0,26851,Marc Leishman,0.126,9.234,73
2018,81,0,32876,Martin Piller,0.119,7.943,67
2018,82,0,33413,Ben Martin,0.118,6.722,57
2018,83,0,24361,Pat Perez,0.115,5.873,51
2018,83,0,34358,Jonathan Randolph,0.115,6.913,60
2018,83,0,35891,Cameron Smith,0.115,6.99,61
2018,86,0,25240,D.A. Points,0.11,5.274,48
2018,87,0,29268,Bronson Burgoon,0.107,6.124,57
2018,88,0,33399,Adam Hadwin,0.106,7.013,66
2018,89,0,29223,Sam Saunders,0.094,6.304,67
2018,90,0,28775,Nate Lashley,0.082,2.854,35
2018,91,0,26331,Charl Schwartzel,0.081,3.381,42
2018,92,0,32640,Troy Merritt,0.077,5.594,73
2018,93,0,35879,Kelly Kraft,0.075,5.535,74
2018,94,0,27556,Ted Potter Jr.,0.074,5.736,77
2018,95,0,30926,Chris Kirk,0.073,6.996,96
2018,96,0,46601,Trey Mullinax,0.072,4.243,59
2018,97,0,28237,Rory McIlroy,0.06,3.073,51
2018,98,0,23621,Rory Sabbatini,0.059,4.449,75
2018,99,0,27963,Chris Stroud,0.053,3.098,58
2018,100,0,34256,Andrew Putnam,0.052,4.008,77
2018,100,0,32333,Kevin Tway,0.052,4.722,90
2018,102,0,29479,Scott Brown,0.049,3.967,81
2018,103,0,27942,Rob Oppenheim,0.045,2.413,54
2018,104,0,30110,Kyle Stanley,0.037,2.505,67
2018,105,0,46402,Talor Gooch,0.031,1.903,62
2018,106,0,32757,Patton Kizzire,0.03,2.321,78
2018,107,0,12716,Charley Hoffman,0.026,1.789,68
2018,108,0,27958,Ryan Blaum,0.025,1.79,72
2018,108,0,29222,Billy Hurley III,0.025,1.419,57
2018,110,0,30944,Jason Kokrak,0.022,1.931,88
2018,111,0,29484,Peter Uihlein,0.021,1.352,65
2018,112,0,29461,Jamie Lovemark,0.01,0.81,78
2018,113,0,20472,Alex Cejka,0.009,0.557,60
2018,114,0,31323,Gary Woodland,0.007,0.483,70
2018,115,0,28679,Fabián Gómez,0.001,0.062,71
2018,115,0,25804,Bubba Watson,0.001,0.063,68
2018,117,0,33410,Andrew Landry,-0.01,-0.752,73
2018,117,0,28132,Tyrone Van Aswegen,-0.01,-0.821,83
2018,119,0,35545,Blayne Barber,-0.022,-1.324,60
2018,120,0,37189,Harold Varner III,-0.024,-1.77,74
2018,121,0,26329,Louis Oosthuizen,-0.026,-1.214,46
2018,121,0,47287,Ethan Tracy,-0.026,-1.403,54
2018,123,0,26300,Matt Jones,-0.034,-1.616,47
2018,123,0,34046,Jordan Spieth,-0.034,-2.224,66
2018,123,0,33418,Shawn Stefani,-0.034,-2.045,60
2018,126,0,50526,Tom Lovelady,-0.049,-3.41,69
2018,127,0,45526,Abraham Ancer,-0.056,-4.648,83
2018,128,0,22371,Aaron Baddeley,-0.057,-3.973,70
2018,129,0,19803,Ryan Armour,-0.058,-5.545,96
2018,129,0,25686,Jason Dufner,-0.058,-3.003,52
2018,131,0,24924,Bill Haas,-0.059,-3.923,66
2018,131,0,27064,Jhonattan Vegas,-0.059,-3.779,64
2018,133,0,29908,C.T. Pan,-0.067,-5.47,82
2018,134,0,30692,Scott Stallings,-0.07,-5.618,80
2018,135,0,29535,Brice Garnett,-0.076,-6.17,81
2018,136,0,23325,Vaughn Taylor,-0.08,-5.58,70
2018,137,0,34431,Robert Streb,-0.081,-4.83,60
2018,138,0,33122,Russell Knox,-0.088,-6.538,74
2018,139,0,35310,Lanto Griffin,-0.096,-5.733,60
2018,140,0,33419,Cameron Tringale,-0.104,-5.287,51
2018,141,0,24925,Jonathan Byrd,-0.106,-5.087,48
2018,142,0,47128,Richy Werenski,-0.109,-8.087,74
2018,143,0,26758,David Hearn,-0.127,-6.329,50
2018,144,0,25892,Steve Wheatcroft,-0.128,-5.887,46
2018,145,0,36799,Stephan Jaeger,-0.144,-9.09,63
2018,146,0,39324,J.J. Spaun,-0.149,-10.58,71
2018,147,0,46970,Jon Rahm,-0.151,-7.685,51
2018,148,0,32448,James Hahn,-0.152,-10.517,69
2018,149,0,35532,Tom Hoge,-0.162,-13.429,83
2018,150,0,39328,Conrad Shindler,-0.166,-7.325,44
2018,151,0,37455,Si Woo Kim,-0.168,-13.138,78
2018,152,0,35506,Mackenzie Hughes,-0.177,-12.011,68
2018,153,0,35450,Patrick Cantlay,-0.182,-12.177,67
2018,154,0,25900,Lucas Glover,-0.186,-8.573,46
2018,155,0,47125,Matt Atkins,-0.198,-7.907,40
2018,156,0,22056,Cameron Percy,-0.205,-8.387,41
2018,157,0,27141,J.B. Holmes,-0.207,-14.11,68
2018,157,0,24140,Sean O'Hair,-0.207,-11.802,57
2018,157,0,21528,Henrik Stenson,-0.207,-9.092,44
2018,160,0,27974,Sung Kang,-0.235,-15.725,67
2018,161,0,27214,Kevin Streelman,-0.25,-20.473,82
2018,162,0,34264,Hudson Swafford,-0.26,-13.534,52
2018,163,0,26596,Ryan Moore,-0.271,-17.864,66
2018,164,0,34076,Joel Dahmen,-0.277,-19.67,71
2018,165,0,33948,Byeong Hun An,-0.285,-20.82,73
2018,165,0,24502,Adam Scott,-0.285,-17.092,60
2018,167,0,33204,Shane Lowry,-0.286,-14.582,51
2018,168,0,28500,Martin Flores,-0.289,-20.822,72
2018,169,0,25493,Nick Taylor,-0.312,-23.072,74
2018,170,0,32366,Kevin Chappell,-0.344,-21.35,62
2018,171,0,20229,Stewart Cink,-0.345,-23.115,67
2018,172,0,37275,Sam Ryder,-0.349,-24.436,70
2018,173,0,34213,Grayson Murray,-0.35,-20.673,59
2018,174,0,33141,Keegan Bradley,-0.358,-28.64,80
2018,175,0,28307,Matt Every,-0.364,-22.202,61
2018,176,0,39997,Corey Conners,-0.385,-30.426,79
2018,177,0,20157,Retief Goosen,-0.411,-16.46,40
2018,178,0,20572,Rod Pampling,-0.421,-18.964,45
2018,179,0,32254,Xinjun Zhang,-0.437,-24.885,57
2018,180,0,12510,Chad Campbell,-0.454,-30.441,67
2018,181,0,27129,Luke List,-0.467,-36.446,78
2018,182,0,25198,Francesco Molinari,-0.487,-27.741,57
2018,183,0,39546,Keith Mitchell,-0.504,-41.841,83
2018,184,0,23320,Ryan Palmer,-0.528,-31.665,60
2018,185,0,45609,Tyler Duncan,-0.566,-45.865,81
2018,186,0,24358,Robert Garrigus,-0.569,-38.672,68
2018,186,0,23353,J.J. Henry,-0.569,-35.86,63
2018,186,0,25818,Scott Piercy,-0.569,-38.686,68
2018,189,0,29518,Brendan Steele,-0.576,-31.096,54
2018,190,0,35544,Andrew Yun,-0.6,-20.385,34
2018,191,0,32816,Satoshi Kodaira,-0.645,-25.795,40
2018,192,0,37338,Zecheng Dou,-0.667,-24.01,36
2018,193,0,22582,Kyle Thompson,-0.75,-27.018,36
2017,1,0,32102,Rickie Fowler,0.852,53.706,63
2017,2,0,32150,Michael Thompson,0.84,36.94,44
2017,3,0,23983,Luke Donald,0.704,30.285,43
2017,4,0,27644,Brian Harman,0.6,51.597,86
2017,5,0,36689,Brooks Koepka,0.581,38.934,67
2017,6,0,34360,Patrick Reed,0.577,48.483,84
2017,7,0,27649,Brandt Snedeker,0.572,24.044,42
2017,8,0,25572,Graeme McDowell,0.563,28.174,50
2017,9,0,27895,Jonas Blixt,0.536,31.627,59
2017,10,0,26329,Louis Oosthuizen,0.53,27.008,51
2017,11,0,35506,Mackenzie Hughes,0.492,47.265,96
2017,12,0,25191,Gonzalo Fernandez-Castaño,0.489,21.523,44
2017,13,0,34409,David Lingmerth,0.484,33.406,69
2017,14,0,33204,Shane Lowry,0.479,18.184,38
2017,14,0,25892,Steve Wheatcroft,0.479,19.148,40
2017,16,0,26499,Rafa Cabrera Bello,0.473,21.756,46
2017,16,0,22986,Søren Kjeldsen,0.473,16.081,34
2017,18,0,39954,Cody Gribble,0.461,32.252,70
2017,19,0,6522,Ernie Els,0.458,16.959,37
2017,20,0,19846,Brian Gay,0.451,31.106,69
2017,20,0,34466,Peter Malnati,0.451,32.905,73
2017,22,0,37454,Whee Kim,0.443,27.485,62
2017,23,0,34098,Russell Henley,0.434,37.283,86
2017,24,0,24024,Zach Johnson,0.417,28.326,68
2017,24,0,26476,Chez Reavie,0.417,34.584,83
2017,26,0,33399,Adam Hadwin,0.409,32.298,79
2017,27,0,35545,Blayne Barber,0.402,26.929,67
2017,27,0,48081,Xander Schauffele,0.402,29.755,74
2017,29,0,27770,Camilo Villegas,0.4,24.802,62
2017,30,0,29478,Kevin Kisner,0.388,29.847,77
2017,31,0,46443,Brian Campbell,0.385,15.773,41
2017,32,0,23800,Bryce Molder,0.383,24.54,64
2017,33,0,34099,Harris English,0.374,26.957,72
2017,33,0,29222,Billy Hurley III,0.374,25.772,69
2017,35,0,48822,Sebastián Muñoz,0.358,13.953,39
2017,36,0,26851,Marc Leishman,0.356,25.972,73
2017,37,0,28089,Jason Day,0.354,19.497,55
2017,38,0,24361,Pat Perez,0.346,25.281,73
2017,39,0,48084,Wesley Bryan,0.34,26.142,77
2017,40,0,1810,Phil Mickelson,0.337,23.222,69
2017,41,0,37278,Nicholas Lindheim,0.336,14.796,44
2017,42,0,27958,Ryan Blaum,0.334,27.37,82
2017,43,0,23108,Matt Kuchar,0.332,25.596,77
2017,43,0,33448,Justin Thomas,0.332,21.583,65
2017,45,0,20593,Greg Chalmers,0.316,21.516,68
2017,46,0,27436,Graham DeLaet,0.291,20.639,71
2017,47,0,20229,Stewart Cink,0.286,23.17,81
2017,48,0,34046,Jordan Spieth,0.278,18.896,68
2017,49,0,29479,Scott Brown,0.276,21.562,78
2017,50,0,24781,Hunter Mahan,0.268,15.83,59
2017,51,0,25396,Kevin Na,0.265,17.507,66
2017,52,0,32333,Kevin Tway,0.261,19.312,74
2017,53,0,24846,Ricky Barnes,0.26,19.992,77
2017,54,0,26331,Charl Schwartzel,0.257,12.346,48
2017,55,0,46970,Jon Rahm,0.256,16.906,66
2017,56,0,27936,Martin Laird,0.253,18.195,72
2017,57,0,29926,Danny Lee,0.247,18.754,76
2017,58,0,29289,S.Y. Noh,0.244,18.293,75
2017,59,0,28500,Martin Flores,0.242,16.203,67
2017,60,0,39975,Michael Kim,0.229,19.249,84
2017,61,0,23497,Tag Ridings,0.203,10.129,50
2017,62,0,10809,Jim Furyk,0.187,8.211,44
2017,63,0,24357,K.J. Choi,0.176,9.494,54
2017,64,0,28252,Seamus Power,0.174,11.846,68
2017,65,0,21961,Charles Howell III,0.172,11.729,68
2017,65,0,25345,Carl Pettersson,0.172,8.957,52
2017,67,0,26300,Matt Jones,0.17,8.671,51
2017,68,0,35450,Patrick Cantlay,0.159,7.3,46
2017,69,0,27974,Sung Kang,0.154,12.609,82
2017,70,0,40026,Daniel Berger,0.149,10.262,69
2017,71,0,23325,Vaughn Taylor,0.139,10.553,76
2017,72,0,29223,Sam Saunders,0.138,8.435,61
2017,73,0,25632,Jimmy Walker,0.135,6.748,50
2017,74,0,25364,Paul Casey,0.133,9.408,71
2017,75,0,33419,Cameron Tringale,0.125,8.102,65
2017,76,0,34174,John Huh,0.124,9.452,76
2017,77,0,26951,Johnson Wagner,0.12,6.822,57
2017,78,0,25834,Daniel Summerhays,0.11,9.022,82
2017,79,0,46550,Brandon Hagy,0.109,7.504,69
2017,80,0,24140,Sean O'Hair,0.107,7.509,70
2017,81,0,31416,Derek Fathauer,0.094,5.991,64
2017,82,0,29420,Billy Horschel,0.084,6.719,80
2017,82,0,35891,Cameron Smith,0.084,5.979,71
2017,84,0,25720,Chad Collins,0.079,4.292,54
2017,85,0,30191,Julián Etulain,0.078,3.994,51
2017,85,0,33461,Morgan Hoffmann,0.078,6.427,82
2017,87,0,24924,Bill Haas,0.055,3.956,72
2017,88,0,29221,Webb Simpson,0.049,4.125,84
2017,89,0,22371,Aaron Baddeley,0.044,2.005,46
2017,90,0,22046,Geoff Ogilvy,0.043,2.89,67
2017,91,0,32448,James Hahn,0.036,2.948,81
2017,92,0,40058,Zac Blair,0.035,2.795,81
2017,93,0,27466,Spencer Levin,0.03,1.981,67
2017,94,0,24138,Ian Poulter,0.025,1.358,55
2017,95,0,29720,Andres Gonzales,0.023,1.325,57
2017,96,0,35532,Tom Hoge,0.019,0.734,39
2017,96,0,30925,Dustin Johnson,0.019,1.126,59
2017,98,0,25349,Tim Wilkinson,0.009,0.417,46
2017,99,0,34431,Robert Streb,0.003,0.223,84
2017,100,0,47128,Richy Werenski,0.0,0.023,61
2017,101,0,25686,Jason Dufner,-0.001,-0.056,72
2017,102,0,34264,Hudson Swafford,-0.005,-0.351,76
2017,103,0,28679,Fabián Gómez,-0.006,-0.281,51
2017,104,0,12716,Charley Hoffman,-0.012,-1.073,93
2017,105,0,29908,C.T. Pan,-0.013,-1.023,76
2017,105,0,29518,Brendan Steele,-0.013,-0.92,71
2017,107,0,33120,Mark Anderson,-0.016,-0.665,42
2017,108,0,29461,Jamie Lovemark,-0.017,-1.34,80
2017,108,0,32640,Troy Merritt,-0.017,-1.157,70
2017,108,0,26596,Ryan Moore,-0.017,-1.136,65
2017,111,0,46501,Ollie Schniederjans,-0.019,-1.527,81
2017,112,0,31202,William McGirt,-0.025,-1.803,72
