YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
2013,0,29425,Andrew Svoboda,"48' 3""",68,3280.417,+15.00
2013,0,20160,Charlie Wi,"48' 7""",91,4418.333,+5.00
2013,0,23983,Luke Donald,"48' 8""",72,3505.0,-2.00
2013,0,23353,J.J. Henry,"48' 11""",129,6312.75,+28.00
2013,0,26951,Johnson Wagner,"49' 2""",117,5749.917,+17.00
2013,0,22295,Darron Stiles,"49' 5""",51,2521.667,+14.00
2013,0,6004,Stephen Ames,"49' 6""",77,3814.167,+15.00
2013,0,6527,Steve Stricker,"50' 4""",42,2115.167,-2.00
2013,0,25562,Andres Romero,"52' 1""",102,5310.25,+9.00
2013,0,10423,Mike Weir,"52' 2""",83,4330.5,+23.00
2013,0,23325,Vaughn Taylor,"52' 3""",64,3345.167,+18.00
2012,0,27330,Josh Teater,"34' 0""",122,4152.5,+3.00
2012,0,30925,Dustin Johnson,"36' 0""",124,4467.917,+6.00
2012,0,26331,Charl Schwartzel,"36' 4""",62,2252.583,-1.00
2012,0,30110,Kyle Stanley,"36' 8""",130,4766.167,+4.00
2012,0,26329,Louis Oosthuizen,"36' 9""",86,3160.833,+7.00
2012,0,32334,Charlie Beljan,"37' 3""",81,3016.333,E
2012,0,22582,Kyle Thompson,"37' 10""",68,2573.167,+8.00
2012,0,6567,Vijay Singh,"38' 3""",134,5128.667,+11.00
2012,0,26289,Boo Weekley,"38' 3""",80,3057.083,+7.00
2012,0,22378,Trevor Immelman,"38' 8""",99,3825.833,+11.00
2012,0,27302,Garth Mulroy,"38' 11""",92,3581.833,+12.00
2012,0,30692,Scott Stallings,"39' 3""",139,5457.5,+14.00
2012,0,24846,Ricky Barnes,"39' 5""",145,5714.0,+19.00
2012,0,24925,Jonathan Byrd,"39' 6""",131,5171.833,+21.00
2012,0,28237,Rory McIlroy,"39' 6""",88,3476.25,-3.00
2012,0,34021,Bud Cauley,"39' 7""",166,6571.583,+14.00
2012,0,23548,Bill Lunde,"39' 7""",114,4512.0,-1.00
2012,0,30852,Ryo Ishikawa,"39' 9""",75,2981.167,+9.00
2012,0,28475,Jeff Overton,"39' 10""",162,6449.917,+11.00
2012,0,28308,Troy Kelly,"39' 11""",115,4590.583,+16.00
2012,0,20691,Greg Owen,"39' 11""",129,5144.833,+13.00
2012,0,20848,Ángel Cabrera,"40' 2""",69,2770.5,E
2012,0,12716,Charley Hoffman,"40' 2""",126,5057.25,+26.00
2012,0,29221,Webb Simpson,"40' 2""",149,5989.417,+7.00
2012,0,28093,Miguel Angel Carballo,"40' 3""",112,4503.5,+22.00
2012,0,26287,Roland Thatcher,"40' 3""",72,2898.917,+14.00
2012,0,27095,Nick Watney,"40' 6""",117,4737.25,+13.00
2012,0,12782,Tim Herron,"40' 8""",131,5323.333,+24.00
2012,0,23623,Bo Van Pelt,"40' 8""",123,5002.917,+8.00
2012,0,23542,Tommy Biershenk,"40' 9""",118,4808.25,+19.00
2012,0,29926,Danny Lee,"40' 11""",105,4299.417,-1.00
2012,0,29476,Kyle Reifers,"40' 11""",148,6058.917,+13.00
2012,0,25686,Jason Dufner,"41' 1""",100,4110.417,+12.00
2012,0,25240,D.A. Points,"41' 2""",143,5885.0,+7.00
2012,0,23621,Rory Sabbatini,"41' 4""",118,4875.083,+19.00
2012,0,27644,Brian Harman,"41' 5""",144,5967.75,+30.00
2012,0,1724,Jeff Maggert,"41' 5""",119,4930.583,+22.00
2012,0,27895,Jonas Blixt,"41' 6""",142,5893.167,+18.00
2012,0,6251,Chris DiMarco,"41' 6""",97,4024.667,+17.00
2012,0,28087,Kris Blanks,"41' 7""",104,4326.333,+17.00
2012,0,22293,Heath Slocum,"41' 7""",94,3911.333,+34.00
2012,0,27120,Troy Matteson,"41' 8""",176,7339.333,+4.00
2012,0,20850,Daniel Chopra,"41' 10""",84,3515.667,-3.00
2012,0,23638,Brendon de Jonge,"41' 11""",166,6960.833,+6.00
2012,0,27436,Graham DeLaet,"41' 11""",134,5616.583,+13.00
2012,0,26851,Marc Leishman,"41' 11""",129,5402.25,+23.00
2012,0,25345,Carl Pettersson,"41' 11""",162,6786.083,+16.00
2012,0,10809,Jim Furyk,"42' 0""",103,4324.25,-3.00
2012,0,20574,Mathew Goggin,"42' 0""",114,4788.5,+5.00
2012,0,26476,Chez Reavie,"42' 0""",94,3947.25,+28.00
2012,0,20104,Ken Duke,"42' 1""",122,5136.583,+4.00
2012,0,6522,Ernie Els,"42' 1""",133,5595.75,+8.00
2012,0,24924,Bill Haas,"42' 1""",86,3617.583,+13.00
2012,0,25396,Kevin Na,"42' 1""",103,4336.583,+14.00
2012,0,33122,Russell Knox,"42' 2""",73,3075.333,+2.00
2012,0,27933,John Merrick,"42' 2""",123,5187.833,+17.00
2012,0,21753,Brian Davis,"42' 3""",108,4564.25,+10.00
2012,0,23983,Luke Donald,"42' 3""",76,3208.917,E
2012,0,29420,Billy Horschel,"42' 3""",76,3211.417,-2.00
2012,0,6527,Steve Stricker,"42' 3""",95,4012.0,+5.00
2012,0,22621,Ben Curtis,"42' 4""",93,3938.0,+21.00
2012,0,25572,Graeme McDowell,"42' 4""",59,2497.167,+11.00
2012,0,10885,Robert Allenby,"42' 5""",131,5554.75,+38.00
2012,0,20623,Gavin Coles,"42' 5""",119,5045.083,+22.00
2012,0,25834,Daniel Summerhays,"42' 5""",130,5509.667,+32.00
2012,0,25804,Bubba Watson,"42' 5""",105,4453.167,-2.00
2012,0,31558,J.J. Killeen,"42' 6""",140,5955.5,+22.00
2012,0,23718,Nathan Green,"42' 7""",111,4723.75,+10.00
2012,0,1706,Davis Love III,"42' 7""",105,4471.083,+2.00
2012,0,6004,Stephen Ames,"42' 8""",78,3326.917,+10.00
2012,0,20098,Stuart Appleby,"42' 8""",112,4777.417,+17.00
2012,0,11123,Chris Couch,"42' 8""",71,3030.0,+5.00
2012,0,23108,Matt Kuchar,"42' 8""",117,4991.083,+6.00
2012,0,24358,Robert Garrigus,"42' 9""",157,6716.917,+8.00
2012,0,22046,Geoff Ogilvy,"42' 9""",111,4743.5,+20.00
2012,0,34174,John Huh,"42' 10""",121,5186.5,+6.00
2012,0,23325,Vaughn Taylor,"42' 10""",127,5441.167,+24.00
2012,0,20396,Lee Westwood,"42' 11""",85,3647.917,+8.00
2012,0,26758,David Hearn,"43' 1""",119,5128.083,+23.00
2012,0,1797,Rocco Mediate,"43' 2""",113,4874.083,+17.00
2012,0,29289,S.Y. Noh,"43' 2""",167,7209.167,+15.00
2012,0,25457,Alexandre Rocha,"43' 2""",65,2807.167,+13.00
2012,0,25892,Steve Wheatcroft,"43' 2""",93,4012.5,+19.00
2012,0,6034,Marco Dawson,"43' 3""",110,4753.167,+28.00
2012,0,1810,Phil Mickelson,"43' 3""",149,6450.0,+1.00
2012,0,1249,John Daly,"43' 4""",84,3642.75,+17.00
2012,0,26679,Kevin Stadler,"43' 4""",126,5457.083,+23.00
2012,0,33141,Keegan Bradley,"43' 5""",123,5338.833,+13.00
2012,0,28455,Will Claxton,"43' 5""",155,6728.083,+26.00
2012,0,21805,Harrison Frazar,"43' 5""",112,4865.417,+26.00
2012,0,22548,Patrick Sheehan,"43' 5""",88,3823.167,+19.00
2012,0,27064,Jhonattan Vegas,"43' 6""",163,7092.167,+31.00
2012,0,25632,Jimmy Walker,"43' 6""",191,8307.417,+9.00
2012,0,24781,Hunter Mahan,"43' 7""",92,4012.25,+9.00
2012,0,1941,Tom Pernice Jr.,"43' 7""",84,3663.417,+13.00
2012,0,23788,D.J. Trahan,"43' 7""",111,4834.667,+14.00
2012,0,27963,Chris Stroud,"43' 8""",115,5022.333,+19.00
2012,0,23135,Tim Clark,"43' 9""",73,3193.167,+15.00
2012,0,22371,Aaron Baddeley,"44' 0""",106,4664.667,+1.00
2012,0,29222,Billy Hurley III,"44' 2""",127,5607.0,+31.00
2012,0,28500,Martin Flores,"44' 3""",190,8408.417,+17.00
2012,0,23800,Bryce Molder,"44' 3""",96,4248.917,+10.00
2012,0,33120,Mark Anderson,"44' 4""",106,4699.083,+7.00
2012,0,24940,Edward Loar,"44' 4""",114,5051.333,+22.00
2012,0,29518,Brendan Steele,"44' 4""",105,4651.917,+22.00
2012,0,32150,Michael Thompson,"44' 4""",111,4922.667,+24.00
2012,0,27936,Martin Laird,"44' 5""",90,3998.083,+17.00
2012,0,31202,William McGirt,"44' 5""",149,6623.5,+17.00
2012,0,22913,John Rollins,"44' 5""",113,5022.0,+10.00
2012,0,25562,Andres Romero,"44' 5""",105,4665.083,+13.00
2012,0,24507,Jason Bohn,"44' 7""",115,5129.5,+15.00
2012,0,27060,John Mallinger,"44' 7""",88,3921.833,+13.00
2012,0,23320,Ryan Palmer,"44' 8""",144,6435.417,+9.00
2012,0,20070,Matt Bettencourt,"44' 9""",142,6353.083,+40.00
2012,0,27466,Spencer Levin,"44' 9""",146,6531.333,+14.00
2012,0,25818,Scott Piercy,"44' 10""",160,7171.417,+16.00
2012,0,22405,Justin Rose,"44' 10""",73,3274.833,-2.00
2012,0,23353,J.J. Henry,"44' 11""",127,5706.75,+35.00
2012,0,24138,Ian Poulter,"44' 11""",51,2291.167,+4.00
2012,0,2206,David Toms,"45' 0""",61,2747.417,+3.00
2012,0,21350,Ryuji Imada,"45' 1""",165,7443.75,+27.00
2012,0,22961,David Mathis,"45' 1""",110,4959.417,+24.00
2012,0,29910,Blake Adams,"45' 2""",124,5596.0,+18.00
2012,0,12652,Cameron Beckman,"45' 3""",117,5294.0,+28.00
2012,0,29479,Scott Brown,"45' 4""",84,3804.5,+18.00
2012,0,24361,Pat Perez,"45' 4""",129,5850.583,+4.00
2012,0,26951,Johnson Wagner,"45' 4""",159,7213.417,+19.00
2012,0,21878,Mark Wilson,"45' 4""",71,3220.667,+3.00
2012,0,10213,Dicky Pride,"45' 5""",89,4038.667,+18.00
2012,0,23903,Stephen Gangluff,"45' 8""",77,3517.333,+26.00
2012,0,20766,Padraig Harrington,"45' 8""",76,3469.5,+5.00
2012,0,30927,Brendon Todd,"45' 8""",128,5841.333,+26.00
2012,0,32698,Bobby Gates,"45' 9""",131,5995.333,+19.00
2012,0,21961,Charles Howell III,"45' 9""",123,5627.583,+5.00
2012,0,10860,Justin Leonard,"45' 9""",141,6453.0,+23.00
2012,0,21209,Sergio Garcia,"46' 0""",89,4097.25,E
2012,0,22348,Nick O'Hern,"46' 0""",131,6026.917,+43.00
2012,0,1116,Michael Bradley,"46' 1""",131,6041.75,+25.00
2012,0,34099,Harris English,"46' 2""",136,6283.417,+16.00
2012,0,19846,Brian Gay,"46' 2""",123,5681.417,+24.00
2012,0,27649,Brandt Snedeker,"46' 3""",101,4674.333,+15.00
2012,0,20229,Stewart Cink,"46' 5""",110,5106.917,+13.00
2012,0,20645,John Senden,"46' 5""",90,4177.583,-1.00
2012,0,33419,Cameron Tringale,"46' 5""",122,5664.167,+24.00
2012,0,27141,J.B. Holmes,"46' 6""",166,7720.333,+10.00
2012,0,1766,Billy Mayfair,"46' 6""",127,5906.75,+18.00
2012,0,20160,Charlie Wi,"46' 7""",125,5823.417,+24.00
2012,0,28089,Jason Day,"46' 8""",104,4853.333,+6.00
2012,0,23409,James Driscoll,"46' 8""",135,6299.25,+26.00
2012,0,6573,Brandt Jobe,"46' 8""",69,3221.083,+9.00
2012,0,24502,Adam Scott,"46' 8""",68,3174.75,+13.00
2012,0,32366,Kevin Chappell,"46' 9""",123,5746.333,+37.00
2012,0,24024,Zach Johnson,"46' 10""",112,5245.833,+25.00
2012,0,27214,Kevin Streelman,"46' 10""",135,6318.083,+21.00
2012,0,30944,Jason Kokrak,"46' 11""",148,6938.0,+14.00
2012,0,27797,Derek Lamely,"46' 11""",108,5068.833,+18.00
2012,0,27556,Ted Potter Jr.,"46' 11""",108,5070.667,+17.00
2012,0,12510,Chad Campbell,"47' 0""",131,6152.917,+19.00
2012,0,24490,George McNeill,"47' 1""",109,5130.75,+26.00
2012,0,1320,Bob Estes,"47' 2""",104,4907.917,+14.00
2012,0,26596,Ryan Moore,"47' 2""",126,5940.083,+26.00
2012,0,27770,Camilo Villegas,"47' 2""",129,6084.333,+27.00
2012,0,23541,Ben Crane,"47' 5""",105,4976.667,+1.00
2012,0,28307,Matt Every,"47' 5""",104,4927.75,+8.00
2012,0,29478,Kevin Kisner,"47' 6""",92,4369.75,+9.00
2012,0,27974,Sung Kang,"47' 7""",118,5612.583,+29.00
2012,0,24357,K.J. Choi,"47' 8""",97,4624.5,+24.00
2012,0,21731,Freddie Jacobson,"47' 8""",79,3767.083,+15.00
2012,0,35139,Richard Lee,"47' 10""",93,4449.667,+23.00
2012,0,8075,Jerry Kelly,"47' 11""",90,4314.667,+12.00
2012,0,8725,Tom Gillis,"48' 0""",118,5659.583,+13.00
2012,0,30750,Tommy Gainey,"48' 1""",181,8700.0,+55.00
2012,0,32200,Roberto Castro,"48' 3""",126,6082.417,+19.00
2012,0,20593,Greg Chalmers,"48' 4""",110,5320.5,+24.00
2012,0,31323,Gary Woodland,"48' 4""",127,6142.583,+13.00
2012,0,8793,Tiger Woods,"48' 5""",93,4506.25,+2.00
2012,0,24604,Hunter Haas,"48' 6""",99,4803.667,+9.00
2012,0,20572,Rod Pampling,"48' 6""",105,5096.583,+19.00
2012,0,30926,Chris Kirk,"48' 7""",144,6993.75,+17.00
2012,0,32102,Rickie Fowler,"48' 8""",101,4917.833,+20.00
2012,0,26300,Matt Jones,"48' 10""",91,4441.917,+18.00
2012,0,24663,Y.E. Yang,"49' 2""",90,4428.167,+13.00
2012,0,23204,Gary Christian,"49' 9""",110,5475.167,+38.00
2012,0,21528,Henrik Stenson,"49' 10""",75,3734.5,+19.00
2012,0,24494,Erik Compton,"50' 1""",124,6213.75,+29.00
2012,0,6036,Scott Dunlap,"50' 3""",59,2963.667,+14.00
2012,0,21407,Arjun Atwal,"50' 8""",128,6484.417,+41.00
2012,0,28259,Sangmoon Bae,"51' 2""",115,5888.167,+27.00
2012,0,19970,Robert Karlsson,"51' 3""",73,3741.583,+17.00
2012,0,24140,Sean O'Hair,"52' 0""",140,7277.583,+36.00
2012,0,30711,Colt Knost,"53' 1""",103,5469.25,+35.00
2011,0,1706,Davis Love III,"36' 2""",101,3654.417,+3.00
2011,0,22913,John Rollins,"36' 2""",77,2783.25,+3.00
2011,0,6567,Vijay Singh,"36' 2""",129,4666.667,+3.00
2011,0,22293,Heath Slocum,"36' 7""",107,3915.0,+12.00
2011,0,8537,J.P. Hayes,"37' 4""",76,2835.75,+6.00
2011,0,6251,Chris DiMarco,"37' 8""",117,4405.25,+21.00
2011,0,31401,Zack Miller,"37' 9""",118,4454.583,+17.00
2011,0,24290,D.J. Brigman,"37' 10""",108,4087.0,+17.00
2011,0,26476,Chez Reavie,"38' 0""",121,4595.167,+20.00
2011,0,26289,Boo Weekley,"38' 0""",87,3304.583,+17.00
2011,0,25686,Jason Dufner,"38' 3""",89,3405.333,+10.00
2011,0,24490,George McNeill,"38' 3""",87,3326.167,+8.00
2011,0,19846,Brian Gay,"38' 4""",79,3028.083,+4.00
2011,0,28679,Fabián Gómez,"38' 4""",112,4294.583,+19.00
2011,0,25804,Bubba Watson,"38' 4""",111,4252.417,E
2011,0,22961,David Mathis,"38' 6""",89,3428.083,+11.00
2011,0,21805,Harrison Frazar,"38' 7""",97,3743.75,+16.00
2011,0,27649,Brandt Snedeker,"38' 8""",131,5069.833,+3.00
2011,0,9011,David Duval,"38' 9""",129,4995.333,+29.00
2011,0,1797,Rocco Mediate,"38' 9""",72,2787.167,+17.00
2011,0,24846,Ricky Barnes,"38' 10""",124,4816.833,+13.00
2011,0,27936,Martin Laird,"39' 0""",93,3623.917,E
2011,0,21961,Charles Howell III,"39' 3""",126,4946.5,-1.00
2011,0,23788,D.J. Trahan,"39' 3""",147,5765.5,+19.00
2011,0,30692,Scott Stallings,"39' 4""",104,4088.167,+19.00
2011,0,24663,Y.E. Yang,"39' 4""",84,3307.25,+1.00
2011,0,11123,Chris Couch,"39' 5""",105,4141.083,+5.00
2011,0,25345,Carl Pettersson,"39' 5""",162,6380.167,+16.00
2011,0,21350,Ryuji Imada,"39' 6""",147,5803.917,+11.00
2011,0,26331,Charl Schwartzel,"39' 8""",65,2578.667,+11.00
2011,0,21878,Mark Wilson,"39' 10""",95,3781.917,+21.00
2011,0,28087,Kris Blanks,"39' 11""",113,4512.0,+18.00
2011,0,20848,Ángel Cabrera,"40' 0""",91,3641.333,+14.00
2011,0,32102,Rickie Fowler,"40' 0""",110,4403.583,-4.00
2011,0,1810,Phil Mickelson,"40' 2""",123,4942.917,E
2011,0,30926,Chris Kirk,"40' 3""",141,5680.833,+13.00
2011,0,12510,Chad Campbell,"40' 4""",118,4761.5,+24.00
2011,0,30925,Dustin Johnson,"40' 4""",97,3909.75,+11.00
2011,0,23548,Bill Lunde,"40' 4""",118,4756.0,+21.00
2011,0,34072,Will Strickler,"40' 4""",70,2824.25,+18.00
2011,0,23108,Matt Kuchar,"40' 5""",127,5135.917,-5.00
2011,0,27963,Chris Stroud,"40' 5""",125,5049.833,+18.00
2011,0,7867,Woody Austin,"40' 6""",79,3201.667,+18.00
2011,0,8725,Tom Gillis,"40' 6""",96,3887.333,+22.00
2011,0,27974,Sung Kang,"40' 7""",88,3571.417,+20.00
2011,0,6515,Shaun Micheel,"40' 7""",126,5110.0,+16.00
2011,0,12652,Cameron Beckman,"40' 8""",123,4998.583,+22.00
2011,0,21753,Brian Davis,"40' 8""",97,3941.667,+11.00
2011,0,1313,Steve Elkington,"40' 9""",42,1712.833,+4.00
2011,0,24924,Bill Haas,"40' 9""",145,5914.667,+8.00
2011,0,24358,Robert Garrigus,"40' 10""",134,5471.0,-2.00
2011,0,25572,Graeme McDowell,"40' 10""",52,2123.917,+12.00
2011,0,26679,Kevin Stadler,"40' 10""",146,5959.583,+27.00
2011,0,26851,Marc Leishman,"40' 11""",128,5241.083,+14.00
2011,0,20229,Stewart Cink,"41' 0""",98,4018.833,+9.00
2011,0,6643,Paul Goydos,"41' 0""",115,4710.333,+22.00
2011,0,32640,Troy Merritt,"41' 1""",93,3817.167,+17.00
2011,0,24024,Zach Johnson,"41' 2""",87,3579.0,+18.00
2011,0,24140,Sean O'Hair,"41' 2""",112,4607.5,+9.00
2011,0,25274,Steven Bowditch,"41' 3""",197,8126.083,+30.00
2011,0,31557,Jim Herman,"41' 3""",116,4783.25,+11.00
2011,0,21949,Joe Ogilvie,"41' 4""",134,5537.083,+20.00
2011,0,25562,Andres Romero,"41' 4""",132,5456.167,+29.00
2011,0,25834,Daniel Summerhays,"41' 5""",94,3894.583,+17.00
2011,0,27095,Nick Watney,"41' 5""",118,4888.0,+8.00
2011,0,27064,Jhonattan Vegas,"41' 6""",161,6684.25,+15.00
2011,0,22621,Ben Curtis,"41' 7""",106,4405.5,+16.00
2011,0,26668,Marc Turnesa,"41' 7""",67,2787.5,+5.00
2011,0,25900,Lucas Glover,"41' 10""",116,4850.333,+12.00
2011,0,24980,Scott Gutschewski,"41' 10""",110,4600.5,+37.00
2011,0,10809,Jim Furyk,"41' 11""",94,3939.083,+18.00
2011,0,27120,Troy Matteson,"41' 11""",143,5990.417,+21.00
2011,0,20157,Retief Goosen,"42' 0""",61,2560.667,+5.00
2011,0,1766,Billy Mayfair,"42' 1""",119,5008.417,+17.00
2011,0,10505,Shane Bertsch,"42' 2""",73,3080.167,+10.00
2011,0,12716,Charley Hoffman,"42' 2""",117,4932.917,+14.00
2011,0,28620,Aron Price,"42' 2""",67,2824.667,+18.00
2011,0,26287,Roland Thatcher,"42' 2""",122,5144.75,+21.00
2011,0,20472,Alex Cejka,"42' 3""",72,3044.083,+7.00
2011,0,30750,Tommy Gainey,"42' 3""",165,6977.5,+17.00
2011,0,24604,Hunter Haas,"42' 3""",159,6722.25,+22.00
2011,0,22046,Geoff Ogilvy,"42' 3""",90,3799.333,+10.00
2011,0,20572,Rod Pampling,"42' 3""",95,4017.0,+16.00
2011,0,32366,Kevin Chappell,"42' 4""",95,4023.667,+23.00
2011,0,29720,Andres Gonzales,"42' 4""",73,3090.333,+11.00
2011,0,32698,Bobby Gates,"42' 5""",115,4876.583,+31.00
2011,0,33413,Ben Martin,"42' 6""",98,4166.417,+32.00
2011,0,30711,Colt Knost,"42' 8""",102,4352.917,+17.00
2011,0,27330,Josh Teater,"42' 8""",132,5637.417,+22.00
2011,0,24507,Jason Bohn,"42' 10""",115,4929.917,+20.00
2011,0,27141,J.B. Holmes,"42' 10""",104,4451.167,-1.00
2011,0,31202,William McGirt,"42' 11""",173,7424.25,+10.00
2011,0,22371,Aaron Baddeley,"43' 0""",125,5377.5,+7.00
2011,0,26420,Richard Johnson,"43' 0""",114,4899.083,+17.00
2011,0,27214,Kevin Streelman,"43' 0""",84,3611.583,+14.00
2011,0,10885,Robert Allenby,"43' 1""",124,5339.0,+10.00
2011,0,27466,Spencer Levin,"43' 1""",186,8019.25,+32.00
2011,0,31323,Gary Woodland,"43' 1""",154,6632.083,+20.00
2011,0,29221,Webb Simpson,"43' 2""",155,6690.583,+22.00
2011,0,24361,Pat Perez,"43' 3""",105,4543.167,+17.00
2011,0,6527,Steve Stricker,"43' 4""",98,4250.417,+4.00
2011,0,27797,Derek Lamely,"43' 5""",150,6517.917,+30.00
2011,0,27933,John Merrick,"43' 5""",68,2950.75,+20.00
2011,0,8375,Paul Stankowski,"43' 5""",140,6084.0,+14.00
2011,0,23638,Brendon de Jonge,"43' 6""",152,6611.333,+23.00
2011,0,1116,Michael Bradley,"43' 7""",128,5580.833,+16.00
2011,0,6573,Brandt Jobe,"43' 7""",111,4833.5,+24.00
2011,0,30946,Alex Prugh,"43' 7""",143,6236.0,+45.00
2011,0,24925,Jonathan Byrd,"43' 8""",134,5847.333,+8.00
2011,0,22405,Justin Rose,"43' 8""",93,4058.0,+9.00
2011,0,23325,Vaughn Taylor,"43' 11""",157,6900.167,+36.00
2011,0,33141,Keegan Bradley,"44' 0""",146,6425.583,+38.00
2011,0,22378,Trevor Immelman,"44' 2""",113,4995.0,-4.00
2011,0,23800,Bryce Molder,"44' 3""",72,3184.333,+2.00
2011,0,25444,Justin Hicks,"44' 4""",72,3191.583,+21.00
2011,0,20766,Padraig Harrington,"44' 5""",99,4394.333,+4.00
2011,0,21731,Freddie Jacobson,"44' 5""",118,5239.75,+17.00
2011,0,24138,Ian Poulter,"44' 5""",56,2489.333,+2.00
2011,0,23497,Tag Ridings,"44' 5""",145,6439.75,+30.00
2011,0,33911,Nate Smith,"44' 5""",86,3819.75,+22.00
2011,0,27770,Camilo Villegas,"44' 5""",83,3683.583,+7.00
2011,0,26300,Matt Jones,"44' 6""",116,5159.167,+13.00
2011,0,21209,Sergio Garcia,"44' 7""",83,3697.5,+7.00
2011,0,29718,Anthony Kim,"44' 7""",156,6950.083,+29.00
2011,0,28089,Jason Day,"44' 8""",124,5536.5,+15.00
2011,0,28475,Jeff Overton,"44' 8""",115,5136.75,+18.00
2011,0,23673,Michael Connell,"44' 9""",134,6000.083,+29.00
2011,0,29478,Kevin Kisner,"44' 9""",114,5105.417,+15.00
2011,0,20645,John Senden,"44' 9""",135,6041.75,+15.00
2011,0,1577,Lee Janzen,"44' 10""",99,4441.75,+25.00
2011,0,1948,Tim Petrovic,"44' 11""",118,5296.333,+25.00
2011,0,29518,Brendan Steele,"44' 11""",111,4982.25,+24.00
2011,0,25632,Jimmy Walker,"44' 11""",153,6869.833,+31.00
2011,0,20070,Matt Bettencourt,"45' 1""",153,6899.417,+22.00
2011,0,10733,Kent Jones,"45' 2""",94,4243.333,+16.00
2011,0,32150,Michael Thompson,"45' 2""",105,4744.0,+21.00
2011,0,22348,Nick O'Hern,"45' 3""",88,3983.0,+15.00
2011,0,10860,Justin Leonard,"45' 4""",101,4580.333,+18.00
2011,0,26596,Ryan Moore,"45' 4""",104,4713.0,+9.00
2011,0,24357,K.J. Choi,"45' 5""",98,4449.167,+21.00
2011,0,7457,Steve Flesch,"45' 6""",140,6370.083,+35.00
2011,0,2206,David Toms,"45' 6""",63,2865.0,+5.00
2011,0,6621,Joe Durant,"45' 7""",69,3144.25,+16.00
2011,0,19970,Robert Karlsson,"45' 7""",93,4237.5,+10.00
2011,0,20098,Stuart Appleby,"45' 9""",123,5629.333,+22.00
2011,0,24781,Hunter Mahan,"45' 9""",112,5120.583,+9.00
2011,0,23320,Ryan Palmer,"45' 11""",122,5605.167,+6.00
2011,0,20127,Chris Riley,"46' 1""",92,4237.583,+21.00
2011,0,23718,Nathan Green,"46' 2""",136,6280.5,+19.00
2011,0,23623,Bo Van Pelt,"46' 2""",119,5492.417,+8.00
2011,0,29420,Billy Horschel,"46' 3""",106,4901.75,+22.00
2011,0,29910,Blake Adams,"46' 4""",117,5424.333,+20.00
2011,0,33419,Cameron Tringale,"46' 5""",154,7153.5,+18.00
2011,0,23541,Ben Crane,"46' 8""",76,3544.0,+8.00
2011,0,23983,Luke Donald,"46' 8""",85,3964.083,+5.00
2011,0,28486,Michael Putnam,"46' 8""",119,5554.0,+27.00
2011,0,25240,D.A. Points,"46' 11""",122,5723.75,+28.00
2011,0,12782,Tim Herron,"47' 4""",144,6814.5,+22.00
2011,0,35087,Bio Kim,"47' 4""",97,4588.583,+17.00
2011,0,28158,Steve Marino,"47' 5""",106,5022.25,E
2011,0,10585,Scott McCarron,"47' 7""",103,4902.833,+11.00
2011,0,30110,Kyle Stanley,"47' 8""",120,5718.333,+18.00
2011,0,25818,Scott Piercy,"47' 10""",115,5502.833,+4.00
2011,0,23621,Rory Sabbatini,"47' 10""",106,5067.25,+16.00
2011,0,6004,Stephen Ames,"47' 11""",80,3830.333,+7.00
2011,0,34255,Joseph Bramlett,"48' 0""",100,4803.5,+6.00
2011,0,26881,Jarrod Lyle,"48' 0""",123,5903.917,+30.00
2011,0,20436,Garrett Willis,"48' 0""",122,5855.167,+21.00
2011,0,20593,Greg Chalmers,"48' 1""",102,4905.5,+7.00
2011,0,24502,Adam Scott,"48' 1""",73,3512.833,+12.00
2011,0,20160,Charlie Wi,"48' 2""",110,5302.0,+23.00
2011,0,6522,Ernie Els,"48' 9""",97,4732.0,+18.00
2011,0,12602,Dean Wilson,"48' 9""",106,5169.083,+25.00
2011,0,25457,Alexandre Rocha,"49' 0""",87,4263.417,+13.00
2011,0,20498,Briny Baird,"49' 1""",67,3290.0,+12.00
2011,0,26951,Johnson Wagner,"49' 1""",116,5692.083,+15.00
2011,0,21407,Arjun Atwal,"49' 2""",200,9840.833,+51.00
2011,0,8075,Jerry Kelly,"49' 2""",83,4078.0,+12.00
2011,0,32876,Martin Piller,"49' 3""",104,5119.083,+37.00
2011,0,23614,Rich Beem,"49' 4""",75,3698.667,+21.00
2011,0,23409,James Driscoll,"49' 6""",120,5939.25,+7.00
2011,0,27939,Matt McQuillan,"50' 0""",64,3199.5,+12.00
2011,0,25396,Kevin Na,"50' 1""",159,7959.167,+11.00
2011,0,23353,J.J. Henry,"50' 5""",111,5600.333,+11.00
2011,0,26758,David Hearn,"51' 7""",103,5313.667,+24.00
2011,0,31193,Jim Renner,"51' 11""",90,4671.917,+28.00
2010,0,20593,Greg Chalmers,"34' 10""",124,4316.917,-4.00
2010,0,20105,Jeff Gove,"34' 10""",73,2540.917,+13.00
2010,0,24663,Y.E. Yang,"35' 7""",110,3915.333,+11.00
2010,0,10425,Jay Williamson,"35' 11""",97,3483.5,+11.00
2010,0,6522,Ernie Els,"36' 5""",98,3572.25,-1.00
2010,0,22046,Geoff Ogilvy,"36' 6""",90,3288.583,+6.00
2010,0,25892,Steve Wheatcroft,"36' 10""",101,3716.75,+23.00
2010,0,22056,Cameron Percy,"37' 1""",99,3674.917,-1.00
