YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
2021,0,27974,Sung Kang,83.67,49,41
2021,0,33490,Bo Hoag,83.33,48,40
2021,0,27141,J.B. Holmes,83.33,24,20
2021,0,32791,K.H. Lee,83.33,54,45
2021,0,40042,Tyler McCumber,83.33,30,25
2021,0,36871,Matthew NeSmith,83.33,48,40
2021,0,36699,Patrick Rodgers,83.33,54,45
2021,0,29518,Brendan Steele,83.33,36,30
2021,0,33141,Keegan Bradley,83.08,65,54
2021,0,33948,Byeong Hun An,82.98,47,39
2021,0,39546,Keith Mitchell,82.93,41,34
2021,0,25804,Bubba Watson,82.93,41,34
2021,0,29535,Brice Garnett,82.86,35,29
2021,0,30110,Kyle Stanley,82.69,52,43
2021,0,12716,Charley Hoffman,82.61,46,38
2021,0,35450,Patrick Cantlay,82.5,40,33
2021,0,24502,Adam Scott,82.5,40,33
2021,0,33597,Harry Higgs,82.22,45,37
2021,0,33120,Mark Anderson,82.14,28,23
2021,0,30926,Chris Kirk,81.82,33,27
2021,0,28775,Nate Lashley,81.82,22,18
2021,0,50525,Collin Morikawa,81.82,55,45
2021,0,34360,Patrick Reed,81.63,49,40
2021,0,39971,Sungjae Im,81.54,65,53
2021,0,47347,Adam Schenk,81.4,43,35
2021,0,47483,Will Zalatoris,81.4,43,35
2021,0,32070,Rafael Campos,81.25,32,26
2021,0,29974,Branden Grace,81.25,32,26
2021,0,35104,Tom Lewis,81.25,32,26
2021,0,24140,Sean O'Hair,81.25,16,13
2021,0,27770,Camilo Villegas,81.08,37,30
2021,0,27644,Brian Harman,81.03,58,47
2021,0,28420,Ryan Brehm,80.95,21,17
2021,0,24924,Bill Haas,80.95,21,17
2021,0,27554,Scott Harrington,80.65,31,25
2021,0,29926,Danny Lee,80.65,31,25
2021,0,32150,Michael Thompson,80.49,41,33
2021,0,27064,Jhonattan Vegas,80.49,41,33
2021,0,29478,Kevin Kisner,80.0,35,28
2021,0,48822,Sebastián Muñoz,80.0,50,40
2021,0,46441,Robby Shelton,80.0,55,44
2021,0,32839,Hideki Matsuyama,79.71,69,55
2021,0,45157,Cam Davis,79.63,54,43
2021,0,32448,James Hahn,79.55,44,35
2021,0,47128,Richy Werenski,79.49,39,31
2021,0,34076,Joel Dahmen,79.17,48,38
2021,0,29221,Webb Simpson,79.17,48,38
2021,0,48119,Ben Taylor,79.17,24,19
2021,0,23623,Bo Van Pelt,79.17,24,19
2021,0,32618,Rhein Gibson,78.95,19,15
2021,0,26300,Matt Jones,78.95,57,45
2021,0,27095,Nick Watney,78.95,19,15
2021,0,34098,Russell Henley,78.57,56,44
2021,0,25396,Kevin Na,78.57,42,33
2021,0,27942,Rob Oppenheim,78.57,42,33
2021,0,32254,Xinjun Zhang,78.57,28,22
2021,0,30163,Henrik Norlander,78.26,46,36
2021,0,25686,Jason Dufner,78.05,41,32
2021,0,24781,Hunter Mahan,77.78,18,14
2021,0,29268,Bronson Burgoon,77.42,31,24
2021,0,39977,Max Homa,77.42,31,24
2021,0,28679,Fabián Gómez,77.27,22,17
2021,0,32816,Satoshi Kodaira,76.92,26,20
2021,0,32102,Rickie Fowler,76.6,47,36
2021,0,27936,Martin Laird,76.32,38,29
2021,0,25818,Scott Piercy,76.19,42,32
2021,0,34563,Chesson Hadley,75.68,37,28
2021,0,31646,Emiliano Grillo,74.36,39,29
2021,0,33413,Ben Martin,73.68,19,14
2021,0,39997,Corey Conners,73.47,49,36
2021,0,48045,Michael Gellerman,71.43,14,10
2021,0,34255,Joseph Bramlett,70.73,41,29
2021,0,27129,Luke List,70.37,54,38
2021,0,24024,Zach Johnson,68.97,29,20
2021,0,34213,Grayson Murray,68.42,19,13
2021,0,23788,D.J. Trahan,63.64,22,14
2020,0,40009,Dominic Bozzelli,100.0,15,15
2020,0,29535,Brice Garnett,100.0,26,26
2020,0,24138,Ian Poulter,100.0,20,20
2020,0,29484,Peter Uihlein,100.0,10,10
2020,2,47993,Denny McCarthy,97.73,44,43
2020,2,47347,Adam Schenk,97.06,34,33
2020,2,46717,Viktor Hovland,96.77,31,30
2020,2,40026,Daniel Berger,96.67,30,29
2020,2,34363,Tyrrell Hatton,96.43,28,27
2020,1,51766,Wyndham Clark,96.15,26,25
2020,3,29478,Kevin Kisner,96.15,26,25
2020,1,28775,Nate Lashley,95.83,24,23
2020,2,1810,Phil Mickelson,95.65,23,22
2020,2,28089,Jason Day,95.24,21,20
2020,2,22371,Aaron Baddeley,94.74,19,18
2020,2,48119,Ben Taylor,94.74,19,18
2020,2,35732,Wes Roach,94.44,18,17
2020,2,48887,Matt Wallace,94.44,18,17
2020,2,26329,Louis Oosthuizen,94.12,17,16
2020,2,33448,Justin Thomas,93.94,33,31
2020,1,27644,Brian Harman,93.75,48,45
2020,1,33486,Roger Sloan,93.75,16,15
2020,2,23108,Matt Kuchar,93.55,31,29
2020,2,32791,K.H. Lee,93.55,31,29
2020,2,33449,Zack Sucher,93.33,15,14
2020,2,26300,Matt Jones,93.02,43,40
2020,2,46970,Jon Rahm,92.86,42,39
2020,10,48081,Xander Schauffele,92.11,38,35
2020,2,22405,Justin Rose,92.0,25,23
2020,7,45526,Abraham Ancer,91.67,36,33
2020,2,35449,Adam Long,91.67,48,44
2020,2,34256,Andrew Putnam,91.67,12,11
2020,2,47128,Richy Werenski,91.67,24,22
2020,2,34563,Chesson Hadley,91.43,35,32
2020,4,30927,Brendon Todd,91.43,35,32
2020,5,35506,Mackenzie Hughes,91.18,34,31
2020,1,31557,Jim Herman,90.91,22,20
2020,3,30944,Jason Kokrak,90.63,32,29
2020,3,37275,Sam Ryder,90.63,32,29
2020,3,32150,Michael Thompson,90.63,32,29
2020,4,32139,Danny Willett,90.48,21,19
2020,4,49964,Aaron Wise,90.48,21,19
2020,4,34098,Russell Henley,90.32,31,28
2020,4,30163,Henrik Norlander,90.32,31,28
2020,5,34255,Joseph Bramlett,90.0,20,18
2020,5,30911,Tommy Fleetwood,90.0,10,9
2020,5,19846,Brian Gay,90.0,20,18
2020,5,32757,Patton Kizzire,90.0,30,27
2020,5,33413,Ben Martin,90.0,10,9
2020,5,34213,Grayson Murray,90.0,30,27
2020,5,27556,Ted Potter Jr.,90.0,20,18
2020,5,39953,Chase Seiffert,90.0,20,18
2020,-23,30925,Dustin Johnson,89.66,29,26
2020,5,23621,Rory Sabbatini,89.66,29,26
2020,4,31323,Gary Woodland,89.29,28,25
2020,4,33667,Carlos Ortiz,89.19,37,33
2020,13,29221,Webb Simpson,89.19,37,33
2020,3,29479,Scott Brown,88.89,27,24
2020,3,26758,David Hearn,88.89,18,16
2020,3,33597,Harry Higgs,88.89,36,32
2020,3,32640,Troy Merritt,88.89,18,16
2020,4,36871,Matthew NeSmith,88.57,35,31
2020,7,35891,Cameron Smith,88.57,35,31
2020,4,24024,Zach Johnson,88.46,26,23
2020,10,29725,Tony Finau,88.37,43,38
2020,14,45486,Joaquin Niemann,88.37,43,38
2020,2,48045,Michael Gellerman,88.24,17,15
2020,2,22056,Cameron Percy,88.24,17,15
2020,2,24361,Pat Perez,88.24,17,15
2020,2,32254,Xinjun Zhang,88.24,34,30
2020,14,50525,Collin Morikawa,88.1,42,37
2020,4,46435,Austin Cook,88.0,25,22
2020,4,28679,Fabián Gómez,88.0,25,22
2020,-27,34099,Harris English,87.88,33,29
2020,4,29518,Brendan Steele,87.88,33,29
2020,4,26499,Rafa Cabrera Bello,87.5,24,21
2020,4,33204,Shane Lowry,87.5,24,21
2020,4,24502,Adam Scott,87.5,16,14
2020,4,25493,Nick Taylor,87.5,24,21
2020,4,25632,Jimmy Walker,87.5,32,28
2020,4,35532,Tom Hoge,87.18,39,34
2020,5,39546,Keith Mitchell,87.1,31,27
2020,5,33141,Keegan Bradley,86.84,38,33
2020,5,29268,Bronson Burgoon,86.67,30,26
2020,5,32102,Rickie Fowler,86.67,15,13
2020,5,39977,Max Homa,86.67,30,26
2020,5,31420,Anirban Lahiri,86.67,15,13
2020,10,48822,Sebastián Muñoz,86.67,45,39
2020,4,45609,Tyler Duncan,86.49,37,32
2020,-23,32839,Hideki Matsuyama,86.49,37,32
2020,3,19803,Ryan Armour,86.36,22,19
2020,3,40098,Matt Fitzpatrick,86.36,22,19
2020,3,34466,Peter Malnati,86.36,22,19
2020,3,36699,Patrick Rodgers,86.36,44,38
2020,4,29908,C.T. Pan,86.21,29,25
2020,4,31560,Brian Stuard,86.11,36,31
2020,15,29420,Billy Horschel,85.71,28,24
2020,4,36689,Brooks Koepka,85.71,28,24
2020,3,27554,Scott Harrington,85.37,41,35
2020,3,56278,Matthew Wolff,85.19,27,23
2020,3,46550,Brandon Hagy,85.0,20,17
2020,3,33410,Andrew Landry,84.85,33,28
2020,3,32448,James Hahn,84.62,13,11
2020,3,34076,Joel Dahmen,84.44,45,38
2020,3,49960,Sepp Straka,84.38,32,27
2020,3,47504,Sam Burns,84.21,19,16
2020,3,29970,Dylan Frittelli,84.21,38,32
2020,3,34431,Robert Streb,84.21,19,16
2020,3,30692,Scott Stallings,84.0,25,21
2020,5,49771,J.T. Poston,83.72,43,36
2020,6,35450,Patrick Cantlay,83.33,30,25
2020,6,34314,Sebastian Cappelen,83.33,12,10
2020,18,47959,Bryson DeChambeau,83.33,30,25
2020,6,46402,Talor Gooch,83.33,48,40
2020,6,37455,Si Woo Kim,83.33,36,30
2020,6,27936,Martin Laird,83.33,18,15
2020,6,27214,Kevin Streelman,83.33,30,25
2020,-6,39971,Sungjae Im,83.02,53,44
2020,4,39324,J.J. Spaun,82.86,35,29
2020,-4,46046,Scottie Scheffler,82.69,52,43
2020,3,20229,Stewart Cink,82.61,23,19
2020,3,25572,Graeme McDowell,82.61,23,19
2020,3,34021,Bud Cauley,82.35,34,28
2020,3,25686,Jason Dufner,82.35,34,28
2020,3,51894,Vince Whaley,82.35,17,14
2020,14,34360,Patrick Reed,82.22,45,37
2020,2,33490,Bo Hoag,82.14,28,23
2020,2,25804,Bubba Watson,82.14,28,23
2020,3,39997,Corey Conners,82.05,39,32
2020,3,12716,Charley Hoffman,81.82,22,18
2020,18,28237,Rory McIlroy,81.82,33,27
2020,3,46441,Robby Shelton,81.82,33,27
2020,3,27649,Brandt Snedeker,81.82,33,27
2020,3,28307,Matt Every,81.48,27,22
2020,3,40042,Tyler McCumber,81.48,27,22
2020,3,46442,Maverick McNealy,81.48,27,22
2020,4,33120,Mark Anderson,81.25,16,13
2020,4,10809,Jim Furyk,81.25,16,13
2020,10,35310,Lanto Griffin,81.25,48,39
2020,7,23320,Ryan Palmer,81.25,48,39
2020,2,25900,Lucas Glover,81.08,37,30
2020,2,32366,Kevin Chappell,80.95,21,17
2020,2,25349,Tim Wilkinson,80.95,21,17
2020,5,25396,Kevin Na,80.77,26,21
2020,4,33948,Byeong Hun An,80.0,35,28
2020,4,21407,Arjun Atwal,80.0,10,8
2020,4,25364,Paul Casey,80.0,30,24
2020,23,52372,Cameron Champ,80.0,40,32
2020,4,45157,Cam Davis,80.0,35,28
2020,4,26596,Ryan Moore,80.0,15,12
2020,4,27963,Chris Stroud,80.0,20,16
2020,4,33419,Cameron Tringale,80.0,45,36
2020,4,35658,Kris Ventura,80.0,15,12
2020,4,30110,Kyle Stanley,79.41,34,27
2020,4,40058,Zac Blair,78.95,19,15
2020,4,28252,Seamus Power,78.95,19,15
2020,5,56762,Will Gordon,78.57,14,11
2020,5,27974,Sung Kang,78.57,28,22
2020,5,27064,Jhonattan Vegas,78.26,23,18
2020,7,26851,Marc Leishman,78.13,32,25
2020,4,36801,Mark Hubbard,78.05,41,32
2020,4,21961,Charles Howell III,77.78,27,21
2020,6,33404,Chris Baker,76.92,13,10
2020,6,37189,Harold Varner III,76.74,43,33
2020,6,32618,Rhein Gibson,76.47,17,13
2020,6,32662,Michael Gligic,76.47,17,13
2020,6,32333,Kevin Tway,76.19,21,16
2020,6,24924,Bill Haas,75.86,29,22
2020,6,34046,Jordan Spieth,75.86,29,22
2020,6,23325,Vaughn Taylor,75.86,29,22
2020,6,27129,Luke List,75.0,24,18
2020,6,27349,Alex Noren,75.0,20,15
2020,6,27942,Rob Oppenheim,75.0,16,12
2020,6,25818,Scott Piercy,75.0,20,15
2020,6,23788,D.J. Trahan,75.0,24,18
2020,6,35461,Beau Hossler,74.19,31,23
2020,6,33399,Adam Hadwin,73.33,30,22
2020,6,53165,Doc Redman,73.33,45,33
2020,6,49766,Hank Lebioda,72.73,22,16
2020,6,26476,Chez Reavie,72.73,33,24
2020,6,35617,Martin Trainer,72.22,18,13
2020,6,31646,Emiliano Grillo,72.0,25,18
2020,6,27095,Nick Watney,71.43,21,15
2020,6,29926,Danny Lee,70.97,31,22
2020,6,23623,Bo Van Pelt,69.23,13,9
2020,6,21209,Sergio Garcia,68.18,22,15
2020,6,33122,Russell Knox,67.86,28,19
2020,6,49298,Kramer Hickok,66.67,15,10
2020,7,29974,Branden Grace,65.0,20,13
2020,7,28420,Ryan Brehm,64.29,14,9
2020,7,27330,Josh Teater,61.54,13,8
2019,0,40009,Dominic Bozzelli,100.0,31,31
2019,0,26758,David Hearn,100.0,21,21
2019,0,25572,Graeme McDowell,100.0,27,27
2019,0,29223,Sam Saunders,100.0,31,31
2019,0,33399,Adam Hadwin,97.3,37,36
2019,0,26329,Louis Oosthuizen,95.83,24,23
2019,0,33448,Justin Thomas,95.74,47,45
2019,0,26851,Marc Leishman,95.0,40,38
2019,0,32640,Troy Merritt,94.87,39,37
2019,0,34466,Peter Malnati,94.74,57,54
2019,0,34256,Andrew Putnam,94.29,35,33
2019,0,35891,Cameron Smith,93.62,47,44
2019,0,47990,Kyle Jones,93.55,31,29
2019,0,25493,Nick Taylor,93.44,61,57
2019,0,29221,Webb Simpson,93.18,44,41
2019,0,23320,Ryan Palmer,93.1,29,27
2019,0,32058,José de Jesús Rodríguez,93.1,29,27
2019,0,47993,Denny McCarthy,92.86,42,39
2019,0,33419,Cameron Tringale,92.68,41,38
2019,0,47504,Sam Burns,92.11,38,35
2019,0,24502,Adam Scott,92.11,38,35
2019,0,29535,Brice Garnett,92.0,25,23
2019,0,35421,Brandon Harkins,91.8,61,56
2019,0,37275,Sam Ryder,91.67,36,33
2019,0,40115,Adam Svensson,91.67,36,33
2019,0,46970,Jon Rahm,91.43,35,32
2019,0,47856,Seth Reeves,91.43,35,32
2019,0,46501,Ollie Schniederjans,91.43,35,32
2019,0,22371,Aaron Baddeley,91.3,23,21
2019,0,23108,Matt Kuchar,91.11,45,41
2019,0,29268,Bronson Burgoon,90.91,22,20
2019,0,27649,Brandt Snedeker,90.91,44,40
2019,0,34099,Harris English,90.7,43,39
2019,0,22405,Justin Rose,90.63,32,29
2019,0,29484,Peter Uihlein,90.32,31,28
2019,0,27644,Brian Harman,90.0,40,36
2019,0,35461,Beau Hossler,90.0,30,27
2019,0,48822,Sebastián Muñoz,90.0,40,36
2019,0,31323,Gary Woodland,90.0,40,36
2019,0,29970,Dylan Frittelli,89.74,39,35
2019,0,24361,Pat Perez,89.66,29,26
2019,0,29518,Brendan Steele,89.66,29,26
2019,0,26476,Chez Reavie,89.58,48,43
2019,0,31557,Jim Herman,89.47,19,17
2019,0,21961,Charles Howell III,89.29,56,50
2019,0,27129,Luke List,89.29,28,25
2019,0,21528,Henrik Stenson,89.29,28,25
2019,0,34098,Russell Henley,89.19,37,33
2019,0,33948,Byeong Hun An,88.89,45,40
2019,0,40026,Daniel Berger,88.89,36,32
2019,0,39975,Michael Kim,88.89,27,24
2019,0,36852,Jim Knous,88.89,18,16
2019,0,24138,Ian Poulter,88.89,27,24
2019,0,33486,Roger Sloan,88.89,45,40
2019,0,27349,Alex Noren,88.57,35,31
2019,0,28089,Jason Day,88.46,26,23
2019,0,39324,J.J. Spaun,88.24,34,30
2019,0,36699,Patrick Rodgers,88.0,25,22
2019,0,27095,Nick Watney,87.88,33,29
2019,0,49964,Aaron Wise,87.88,33,29
2019,0,26300,Matt Jones,87.8,41,36
2019,0,25396,Kevin Na,87.5,24,21
2019,0,27958,Ryan Blaum,87.18,39,34
2019,0,32791,K.H. Lee,87.1,31,27
2019,0,51766,Wyndham Clark,86.96,46,40
2019,0,46402,Talor Gooch,86.96,23,20
2019,0,20572,Rod Pampling,86.96,23,20
2019,0,27963,Chris Stroud,86.96,23,20
2019,0,47959,Bryson DeChambeau,86.84,38,33
2019,0,33410,Andrew Landry,86.84,38,33
2019,0,34360,Patrick Reed,86.54,52,45
2019,0,34306,John Chin,86.36,22,19
2019,0,28237,Rory McIlroy,86.36,44,38
2019,0,49771,J.T. Poston,86.27,51,44
2019,0,36799,Stephan Jaeger,86.21,29,25
2019,0,33667,Carlos Ortiz,86.21,29,25
2019,0,30110,Kyle Stanley,86.11,36,31
2019,0,37189,Harold Varner III,86.11,36,31
2019,0,34076,Joel Dahmen,86.05,43,37
2019,0,47347,Adam Schenk,86.05,43,37
2019,0,6522,Ernie Els,85.71,14,12
2019,0,40098,Matt Fitzpatrick,85.71,21,18
2019,0,21209,Sergio Garcia,85.71,28,24
2019,0,29420,Billy Horschel,85.71,35,30
2019,0,45526,Abraham Ancer,85.45,55,47
2019,0,37455,Si Woo Kim,85.42,48,41
2019,0,28252,Seamus Power,85.37,41,35
2019,0,32200,Roberto Castro,85.29,34,29
2019,0,24924,Bill Haas,85.29,34,29
2019,0,30978,Kiradech Aphibarnrat,85.19,27,23
2019,0,45157,Cam Davis,85.11,47,40
2019,0,39971,Sungjae Im,85.07,67,57
2019,0,34563,Chesson Hadley,85.0,40,34
2019,0,28775,Nate Lashley,85.0,20,17
2019,0,26499,Rafa Cabrera Bello,84.85,33,28
2019,0,37454,Whee Kim,84.85,33,28
2019,0,1810,Phil Mickelson,84.85,33,28
2019,0,30692,Scott Stallings,84.78,46,39
2019,0,29479,Scott Brown,84.62,39,33
2019,0,52372,Cameron Champ,84.62,39,33
2019,0,49766,Hank Lebioda,84.62,39,33
2019,0,25818,Scott Piercy,84.44,45,38
2019,0,45609,Tyler Duncan,84.38,32,27
2019,0,30191,Julián Etulain,84.38,32,27
2019,0,49960,Sepp Straka,84.38,32,27
2019,0,34021,Bud Cauley,84.21,57,48
2019,0,35449,Adam Long,84.21,38,32
2019,0,29908,C.T. Pan,84.21,19,16
2019,0,30786,Brady Schnell,84.21,19,16
2019,0,26951,Johnson Wagner,84.21,19,16
2019,0,32102,Rickie Fowler,84.0,25,21
2019,0,29478,Kevin Kisner,84.0,25,21
2019,0,49303,Anders Albertson,83.87,31,26
2019,0,39977,Max Homa,83.78,37,31
2019,0,32839,Hideki Matsuyama,83.67,49,41
2019,0,19803,Ryan Armour,83.33,42,35
2019,0,25364,Paul Casey,83.33,30,25
2019,0,39997,Corey Conners,83.33,48,40
2019,0,35506,Mackenzie Hughes,83.33,36,30
2019,0,27936,Martin Laird,83.33,42,35
2019,0,24781,Hunter Mahan,83.33,30,25
2019,0,25804,Bubba Watson,83.33,36,30
2019,0,25900,Lucas Glover,82.98,47,39
2019,0,39327,Ben Silverman,82.76,29,24
2019,0,21731,Freddie Jacobson,82.61,23,19
2019,0,36689,Brooks Koepka,82.5,40,33
2019,0,32150,Michael Thompson,82.5,40,33
2019,0,10809,Jim Furyk,82.35,34,28
2019,0,31560,Brian Stuard,82.35,51,42
2019,0,34046,Jordan Spieth,82.14,28,23
2019,0,27330,Josh Teater,82.14,28,23
2019,0,26596,Ryan Moore,82.05,39,32
2019,0,23621,Rory Sabbatini,81.97,61,50
2019,0,35450,Patrick Cantlay,81.82,44,36
2019,0,35879,Kelly Kraft,81.82,33,27
2019,0,37340,Chase Wright,81.82,22,18
2019,0,23325,Vaughn Taylor,81.63,49,40
2019,0,37380,Curtis Luck,81.25,32,26
2019,0,35532,Tom Hoge,81.13,53,43
2019,0,30944,Jason Kokrak,81.13,53,43
2019,0,27556,Ted Potter Jr.,81.08,37,30
2019,0,46435,Austin Cook,80.95,21,17
2019,0,33418,Shawn Stefani,80.95,42,34
2019,0,34261,Scott Langley,80.65,31,25
2019,0,27895,Jonas Blixt,80.56,36,29
2019,0,49298,Kramer Hickok,80.56,36,29
2019,0,29926,Danny Lee,80.49,41,33
2019,0,25632,Jimmy Walker,80.49,41,33
2019,0,28259,Sangmoon Bae,80.0,20,16
2019,0,23353,J.J. Henry,80.0,20,16
2019,0,32757,Patton Kizzire,80.0,25,20
2019,0,27214,Kevin Streelman,80.0,45,36
2019,0,30925,Dustin Johnson,79.55,44,35
2019,0,32333,Kevin Tway,79.49,39,31
2019,0,32816,Satoshi Kodaira,79.17,24,19
2019,0,35732,Wes Roach,79.17,24,19
2019,0,27064,Jhonattan Vegas,79.07,43,34
2019,0,34363,Tyrrell Hatton,78.57,28,22
2019,0,35617,Martin Trainer,78.57,28,22
2019,0,32139,Danny Willett,78.13,32,25
2019,0,35376,Roberto Díaz,77.78,27,21
2019,0,25686,Jason Dufner,77.78,36,28
2019,0,29725,Tony Finau,77.5,40,31
2019,0,27974,Sung Kang,77.5,40,31
2019,0,31420,Anirban Lahiri,77.27,44,34
2019,0,47128,Richy Werenski,77.27,44,34
2019,0,20472,Alex Cejka,76.92,26,20
2019,0,33141,Keegan Bradley,76.09,46,35
2019,0,24925,Jonathan Byrd,76.0,25,19
2019,0,24024,Zach Johnson,75.0,28,21
2019,0,33122,Russell Knox,75.0,32,24
2019,0,34431,Robert Streb,74.36,39,29
2019,0,19846,Brian Gay,74.19,31,23
2019,0,45486,Joaquin Niemann,73.81,42,31
2019,0,31646,Emiliano Grillo,73.68,38,28
2019,0,39546,Keith Mitchell,73.33,30,22
2019,0,39954,Cody Gribble,73.08,26,19
2019,0,46601,Trey Mullinax,72.97,37,27
2019,0,29974,Branden Grace,71.88,32,23
2019,0,25198,Francesco Molinari,71.43,21,15
2019,0,46523,Joey Garber,70.97,31,22
2019,0,27141,J.B. Holmes,70.59,34,24
