YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2021,0,47959,Bryson DeChambeau,4.41,556,126
2021,0,27644,Brian Harman,4.45,672,151
2021,0,35891,Cameron Smith,4.45,578,130
2021,0,37455,Si Woo Kim,4.46,700,157
2021,0,48081,Xander Schauffele,4.46,535,120
2021,0,46970,Jon Rahm,4.47,572,128
2021,0,30925,Dustin Johnson,4.48,511,114
2021,0,32757,Patton Kizzire,4.48,748,167
2021,0,23320,Ryan Palmer,4.48,547,122
2021,0,25364,Paul Casey,4.49,548,122
2021,0,34099,Harris English,4.5,652,145
2021,0,29725,Tony Finau,4.5,657,146
2021,0,24924,Bill Haas,4.5,351,78
2021,0,27129,Luke List,4.5,670,149
2021,0,33448,Justin Thomas,4.5,603,134
2021,0,40026,Daniel Berger,4.51,605,134
2021,0,32839,Hideki Matsuyama,4.51,703,156
2021,0,33667,Carlos Ortiz,4.51,686,152
2021,0,28252,Seamus Power,4.51,442,98
2021,0,47504,Sam Burns,4.52,624,138
2021,0,26300,Matt Jones,4.52,700,155
2021,0,50525,Collin Morikawa,4.52,560,124
2021,0,49771,J.T. Poston,4.52,592,131
2021,0,34360,Patrick Reed,4.52,561,124
2021,0,46046,Scottie Scheffler,4.52,742,164
2021,0,27330,Josh Teater,4.52,384,85
2021,0,48887,Matt Wallace,4.52,375,83
2021,0,47483,Will Zalatoris,4.52,638,141
2021,0,45526,Abraham Ancer,4.53,715,158
2021,0,20229,Stewart Cink,4.53,621,137
2021,0,21209,Sergio Garcia,4.53,507,112
2021,0,31420,Anirban Lahiri,4.53,543,120
2021,0,45486,Joaquin Niemann,4.53,693,153
2021,0,25804,Bubba Watson,4.53,489,108
2021,0,29535,Brice Garnett,4.54,676,149
2021,0,29420,Billy Horschel,4.54,645,142
2021,0,35506,Mackenzie Hughes,4.54,658,145
2021,0,39971,Sungjae Im,4.54,903,199
2021,0,49766,Hank Lebioda,4.54,558,123
2021,0,35449,Adam Long,4.54,613,135
2021,0,25396,Kevin Na,4.54,609,134
2021,0,25818,Scott Piercy,4.54,572,126
2021,0,29221,Webb Simpson,4.54,522,115
2021,0,32333,Kevin Tway,4.54,449,99
