YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
2017,0,31202,William McGirt,34.81,94,270
2017,0,24507,Jason Bohn,34.72,50,144
2017,0,29476,Kyle Reifers,34.62,81,234
2017,0,21961,Charles Howell III,34.5,118,342
2017,0,22405,Justin Rose,34.44,93,270
2017,0,25818,Scott Piercy,34.26,74,216
2017,0,30944,Jason Kokrak,34.21,117,342
2017,0,29908,C.T. Pan,34.13,86,252
2017,0,33418,Shawn Stefani,33.89,61,180
2017,0,20104,Ken Duke,33.84,67,198
2017,0,28500,Martin Flores,33.73,85,252
2017,0,28093,Miguel Angel Carballo,33.33,48,144
2017,0,36699,Patrick Rodgers,33.33,66,198
2017,0,26289,Boo Weekley,33.33,66,198
2017,0,23353,J.J. Henry,32.64,94,288
2017,0,33419,Cameron Tringale,32.54,82,252
2017,0,36801,Mark Hubbard,32.32,64,198
2017,0,12510,Chad Campbell,31.87,109,342
2017,0,23541,Ben Crane,31.11,84,270
2017,0,30692,Scott Stallings,30.56,77,252
2017,0,26951,Johnson Wagner,30.16,38,126
2017,0,33122,Russell Knox,29.91,70,234
2016,0,30927,Brendon Todd,58.33,21,36
2016,0,23621,Rory Sabbatini,49.21,62,126
2016,0,20098,Stuart Appleby,48.61,105,216
2016,0,1810,Phil Mickelson,48.52,131,270
2016,0,29289,S.Y. Noh,48.29,113,234
2016,0,23800,Bryce Molder,47.01,110,234
2016,0,35539,Luke Guthrie,46.91,76,162
2016,0,27141,J.B. Holmes,46.53,134,288
2016,0,34046,Jordan Spieth,45.06,146,324
2016,0,20472,Alex Cejka,44.87,105,234
2016,0,22371,Aaron Baddeley,44.44,136,306
2016,0,40058,Zac Blair,44.44,136,306
2016,0,36801,Mark Hubbard,44.44,152,342
2016,0,34466,Peter Malnati,44.44,72,162
2016,0,35732,Wes Roach,44.44,56,126
2016,0,34409,David Lingmerth,44.12,135,306
2016,0,27770,Camilo Villegas,44.02,103,234
2016,0,24507,Jason Bohn,43.98,95,216
2016,0,25349,Tim Wilkinson,43.98,95,216
2016,0,21731,Freddie Jacobson,43.75,126,288
2016,0,30926,Chris Kirk,43.7,118,270
2016,0,25892,Steve Wheatcroft,43.65,110,252
2016,0,25900,Lucas Glover,43.25,109,252
2016,0,27644,Brian Harman,43.12,163,378
2016,0,25274,Steven Bowditch,43.06,62,144
2016,0,27747,Hiroshi Iwata,43.06,93,216
2016,0,24781,Hunter Mahan,43.06,62,144
2016,0,32150,Michael Thompson,42.93,85,198
2016,0,22046,Geoff Ogilvy,42.86,54,126
2016,0,27649,Brandt Snedeker,42.69,146,342
2016,0,33461,Morgan Hoffmann,42.59,69,162
2016,0,26476,Chez Reavie,42.48,130,306
2016,0,24357,K.J. Choi,42.46,107,252
2016,0,23541,Ben Crane,42.31,99,234
2016,0,27963,Chris Stroud,42.31,99,234
2016,0,6522,Ernie Els,42.13,91,216
2016,0,31420,Anirban Lahiri,42.06,106,252
2016,0,34262,Jon Curran,41.98,136,324
2016,0,33419,Cameron Tringale,41.67,105,252
2016,0,35532,Tom Hoge,41.45,97,234
2016,0,37454,Whee Kim,41.41,82,198
2016,0,32640,Troy Merritt,41.41,82,198
2016,0,35879,Kelly Kraft,41.36,67,162
2016,0,20104,Ken Duke,41.27,52,126
2016,0,31560,Brian Stuard,41.2,89,216
2016,0,34360,Patrick Reed,41.06,170,414
2016,0,24140,Sean O'Hair,41.05,133,324
2016,0,36689,Brooks Koepka,40.97,118,288
2016,0,27974,Sung Kang,40.87,103,252
2016,0,23320,Ryan Palmer,40.83,147,360
2016,0,27895,Jonas Blixt,40.74,88,216
2016,0,37455,Si Woo Kim,40.74,154,378
2016,0,32839,Hideki Matsuyama,40.74,110,270
2016,0,29223,Sam Saunders,40.74,66,162
2016,0,30692,Scott Stallings,40.74,66,162
2016,0,23325,Vaughn Taylor,40.74,88,216
2016,0,34099,Harris English,40.66,161,396
2016,0,29725,Tony Finau,40.64,139,342
2016,0,33399,Adam Hadwin,40.64,139,342
2016,0,6567,Vijay Singh,40.6,95,234
2016,0,28237,Rory McIlroy,40.48,102,252
2016,0,26851,Marc Leishman,40.43,131,324
2016,0,24490,George McNeill,40.28,29,72
2016,0,25834,Daniel Summerhays,40.21,152,378
2016,0,30711,Colt Knost,40.2,123,306
2016,0,28089,Jason Day,40.0,108,270
2016,0,28679,Fabián Gómez,40.0,108,270
2016,0,23638,Brendon de Jonge,39.9,79,198
2016,0,35891,Cameron Smith,39.9,79,198
2016,0,46440,Smylie Kaufman,39.87,122,306
2016,0,25632,Jimmy Walker,39.87,122,306
2016,0,27129,Luke List,39.81,86,216
2016,0,29974,Branden Grace,39.74,93,234
2016,0,22405,Justin Rose,39.68,100,252
2016,0,35300,Andrew Loupe,39.44,71,180
2016,0,34265,Will Wilcox,39.44,71,180
2016,0,25396,Kevin Na,39.42,149,378
2016,0,29222,Billy Hurley III,39.32,92,234
2016,0,32448,James Hahn,39.24,113,288
2016,0,27936,Martin Laird,39.24,113,288
2016,0,33122,Russell Knox,39.17,141,360
2016,0,29745,Tyler Aldridge,38.89,84,216
2016,0,29479,Scott Brown,38.89,112,288
2016,0,12510,Chad Campbell,38.89,112,288
2016,0,24024,Zach Johnson,38.89,133,342
2016,0,26300,Matt Jones,38.89,98,252
2016,0,32757,Patton Kizzire,38.89,126,324
2016,0,29926,Danny Lee,38.89,119,306
2016,0,25572,Graeme McDowell,38.89,70,180
2016,0,29476,Kyle Reifers,38.89,161,414
2016,0,29221,Webb Simpson,38.89,105,270
2016,0,6527,Steve Stricker,38.89,70,180
2016,0,31323,Gary Woodland,38.89,140,360
2016,0,30925,Dustin Johnson,38.61,139,360
2016,0,24846,Ricky Barnes,38.6,132,342
2016,0,8075,Jerry Kelly,38.52,104,270
2016,0,24358,Robert Garrigus,38.43,83,216
2016,0,30163,Henrik Norlander,38.43,83,216
2016,0,24494,Erik Compton,38.27,62,162
2016,0,27466,Spencer Levin,38.27,124,324
2016,0,26596,Ryan Moore,38.27,124,324
2016,0,34174,John Huh,38.15,103,270
2016,0,31646,Emiliano Grillo,38.1,144,378
2016,0,33448,Justin Thomas,38.1,144,378
2016,0,29461,Jamie Lovemark,37.96,123,324
2016,0,10213,Dicky Pride,37.96,41,108
2016,0,21209,Sergio Garcia,37.88,75,198
2016,0,34264,Hudson Swafford,37.88,150,396
2016,0,28475,Jeff Overton,37.65,61,162
2016,0,31416,Derek Fathauer,37.5,108,288
2016,0,10809,Jim Furyk,37.5,81,216
2016,0,28132,Tyrone Van Aswegen,37.5,135,360
2016,0,26289,Boo Weekley,37.41,101,270
2016,0,20157,Retief Goosen,37.37,74,198
2016,0,20766,Padraig Harrington,37.37,74,198
2016,0,29478,Kevin Kisner,37.3,141,378
2016,0,24912,Will MacKenzie,37.3,94,252
2016,0,30944,Jason Kokrak,37.25,114,306
2016,0,29720,Andres Gonzales,37.22,67,180
2016,0,33667,Carlos Ortiz,37.04,60,162
2016,0,32876,Martin Piller,37.04,40,108
2016,0,26758,David Hearn,36.93,113,306
2016,0,20229,Stewart Cink,36.87,73,198
2016,0,2206,David Toms,36.87,73,198
2016,0,28114,Dawie van der Walt,36.87,73,198
2016,0,32366,Kevin Chappell,36.84,126,342
2016,0,24502,Adam Scott,36.84,126,342
2016,0,25686,Jason Dufner,36.81,159,432
2016,0,26951,Johnson Wagner,36.81,106,288
2016,0,12716,Charley Hoffman,36.73,119,324
2016,0,21961,Charles Howell III,36.67,132,360
2016,0,20645,John Senden,36.67,99,270
2016,0,34098,Russell Henley,36.57,79,216
2016,0,25818,Scott Piercy,36.55,125,342
2016,0,25364,Paul Casey,36.46,105,288
2016,0,34261,Scott Langley,36.42,59,162
2016,0,33204,Shane Lowry,36.36,72,198
2016,0,29420,Billy Horschel,36.3,98,270
2016,0,33418,Shawn Stefani,36.3,98,270
2016,0,27214,Kevin Streelman,36.3,98,270
2016,0,26331,Charl Schwartzel,36.27,111,306
2016,0,23108,Matt Kuchar,36.23,150,414
2016,0,32102,Rickie Fowler,36.11,104,288
2016,0,22892,Jason Gore,36.11,78,216
2016,0,33413,Ben Martin,36.11,104,288
2016,0,31202,William McGirt,36.11,130,360
2016,0,25198,Francesco Molinari,36.11,91,252
2016,0,25493,Nick Taylor,35.9,84,234
2016,0,25720,Chad Collins,35.8,58,162
2016,0,27064,Jhonattan Vegas,35.67,122,342
2016,0,29268,Bronson Burgoon,35.65,77,216
2016,0,26329,Louis Oosthuizen,35.65,77,216
2016,0,27942,Rob Oppenheim,35.56,64,180
2016,0,36699,Patrick Rodgers,35.56,96,270
2016,0,29485,Brett Stegmaier,35.56,96,270
2016,0,27436,Graham DeLaet,35.47,83,234
2016,0,20572,Rod Pampling,35.42,51,144
2016,0,30110,Kyle Stanley,35.29,108,306
2016,0,34563,Chesson Hadley,35.19,76,216
2016,0,39975,Michael Kim,35.09,120,342
2016,0,20691,Greg Owen,35.0,63,180
2016,0,28092,D.H. Lee,34.92,44,126
2016,0,33141,Keegan Bradley,34.81,94,270
2016,0,37273,Derek Ernst,34.72,50,144
2016,0,45526,Abraham Ancer,34.44,31,90
2016,0,40026,Daniel Berger,34.44,124,360
2016,0,33410,Andrew Landry,34.26,37,108
2016,0,32618,Rhein Gibson,34.13,43,126
2016,0,28158,Steve Marino,33.84,67,198
2016,0,21878,Mark Wilson,33.84,67,198
2016,0,25804,Bubba Watson,33.68,97,288
2016,0,23983,Luke Donald,33.66,103,306
2016,0,31557,Jim Herman,33.66,103,306
2016,0,37189,Harold Varner III,33.66,103,306
2016,0,24924,Bill Haas,33.64,109,324
2016,0,35545,Blayne Barber,33.33,78,234
2016,0,35451,Scott Pinckney,33.33,84,252
2016,0,34431,Robert Streb,32.96,89,270
2016,0,25240,D.A. Points,32.54,41,126
2016,0,20848,Ángel Cabrera,32.1,52,162
2016,0,32200,Roberto Castro,31.48,119,378
2016,0,23353,J.J. Henry,31.48,51,162
2016,0,10885,Robert Allenby,30.56,11,36
2016,0,24461,Thomas Aiken,30.0,54,180
2016,0,29518,Brendan Steele,28.7,93,324
2015,0,25369,Jamie Donaldson,47.53,77,162
2015,0,23541,Ben Crane,47.22,68,144
2015,0,25720,Chad Collins,46.67,126,270
2015,0,2206,David Toms,46.67,84,180
2015,0,30925,Dustin Johnson,46.08,141,306
2015,0,30736,Oscar Fraustro,45.37,49,108
2015,0,29926,Danny Lee,45.37,196,432
2015,0,25274,Steven Bowditch,45.32,155,342
2015,0,31560,Brian Stuard,45.14,130,288
2015,0,34046,Jordan Spieth,45.0,162,360
2015,0,25892,Steve Wheatcroft,44.87,105,234
2015,0,30926,Chris Kirk,44.79,129,288
2015,0,25632,Jimmy Walker,44.72,161,360
2015,0,24024,Zach Johnson,44.44,152,342
2015,0,25345,Carl Pettersson,44.18,167,378
2015,0,28259,Sangmoon Bae,44.17,159,360
2015,0,27141,J.B. Holmes,44.14,143,324
2015,0,8075,Jerry Kelly,44.07,119,270
2015,0,34563,Chesson Hadley,43.89,158,360
2015,0,22371,Aaron Baddeley,43.59,102,234
2015,0,6567,Vijay Singh,43.4,125,288
2015,0,12716,Charley Hoffman,43.33,156,360
2015,0,33141,Keegan Bradley,43.27,148,342
2015,0,27963,Chris Stroud,43.25,109,252
2015,0,40058,Zac Blair,43.21,140,324
2015,0,25240,D.A. Points,43.21,70,162
2015,0,20771,Steven Alker,43.06,62,144
2015,0,34174,John Huh,42.98,147,342
2015,0,35545,Blayne Barber,42.93,85,198
2015,0,28307,Matt Every,42.93,85,198
2015,0,34130,Sung Joon Park,42.74,100,234
2015,0,25396,Kevin Na,42.68,169,396
2015,0,31416,Derek Fathauer,42.59,92,216
2015,0,28679,Fabián Gómez,42.59,115,270
2015,0,33486,Roger Sloan,42.59,46,108
2015,0,30927,Brendon Todd,42.5,153,360
2015,0,32640,Troy Merritt,42.36,122,288
2015,0,23108,Matt Kuchar,42.27,175,414
2015,0,29476,Kyle Reifers,42.22,114,270
2015,0,36699,Patrick Rodgers,42.22,76,180
2015,0,26951,Johnson Wagner,42.22,76,180
2015,0,34360,Patrick Reed,42.13,182,432
2015,0,32448,James Hahn,42.11,144,342
2015,0,34098,Russell Henley,42.11,144,342
2015,0,33448,Justin Thomas,42.03,174,414
2015,0,30852,Ryo Ishikawa,42.01,121,288
2015,0,1810,Phil Mickelson,42.01,121,288
2015,0,25191,Gonzalo Fernandez-Castaño,41.92,83,198
2015,0,29289,S.Y. Noh,41.92,83,198
2015,0,28089,Jason Day,41.83,128,306
2015,0,32839,Hideki Matsuyama,41.8,158,378
2015,0,30711,Colt Knost,41.67,120,288
2015,0,31202,William McGirt,41.67,150,360
2015,0,24490,George McNeill,41.52,142,342
2015,0,20104,Ken Duke,41.48,112,270
2015,0,29223,Sam Saunders,41.45,97,234
2015,0,37454,Whee Kim,41.41,82,198
2015,0,34256,Andrew Putnam,41.36,67,162
2015,0,23048,Eric Axley,41.27,52,126
2015,0,27933,John Merrick,41.11,74,180
2015,0,22293,Heath Slocum,41.11,37,90
2015,0,26596,Ryan Moore,40.97,118,288
2015,0,25349,Tim Wilkinson,40.97,59,144
2015,0,28475,Jeff Overton,40.85,125,306
2015,0,24494,Erik Compton,40.63,117,288
2015,0,30944,Jason Kokrak,40.63,117,288
2015,0,24357,K.J. Choi,40.6,95,234
2015,0,34099,Harris English,40.58,168,414
2015,0,21209,Sergio Garcia,40.48,102,252
2015,0,27936,Martin Laird,40.48,102,252
2015,0,27649,Brandt Snedeker,40.48,153,378
2015,0,25834,Daniel Summerhays,40.48,153,378
2015,0,20472,Alex Cejka,40.43,131,324
2015,0,20157,Retief Goosen,40.37,109,270
2015,0,23621,Rory Sabbatini,40.37,109,270
2015,0,21878,Mark Wilson,40.37,109,270
2015,0,34431,Robert Streb,40.22,181,450
2015,0,26851,Marc Leishman,40.17,94,234
2015,0,29479,Scott Brown,40.12,130,324
2015,0,34261,Scott Langley,40.12,130,324
2015,0,25562,Andres Romero,40.0,72,180
2015,0,29478,Kevin Kisner,39.95,151,378
2015,0,25493,Nick Taylor,39.93,115,288
2015,0,25804,Bubba Watson,39.93,115,288
2015,0,27895,Jonas Blixt,39.9,79,198
2015,0,24846,Ricky Barnes,39.81,86,216
2015,0,23800,Bryce Molder,39.81,129,324
2015,0,35532,Tom Hoge,39.74,93,234
2015,0,26331,Charl Schwartzel,39.74,93,234
2015,0,1706,Davis Love III,39.68,50,126
2015,0,28023,Byron Smith,39.68,50,126
2015,0,26289,Boo Weekley,39.63,107,270
2015,0,32102,Rickie Fowler,39.58,114,288
2015,0,27644,Brian Harman,39.58,114,288
2015,0,20766,Padraig Harrington,39.58,57,144
2015,0,33461,Morgan Hoffmann,39.54,121,306
2015,0,24140,Sean O'Hair,39.54,121,306
2015,0,24358,Robert Garrigus,39.51,64,162
2015,0,33667,Carlos Ortiz,39.51,128,324
2015,0,39977,Max Homa,39.44,71,180
2015,0,23638,Brendon de Jonge,39.39,156,396
2015,0,30692,Scott Stallings,39.39,78,198
2015,0,29222,Billy Hurley III,39.35,85,216
2015,0,22056,Cameron Percy,39.35,85,216
2015,0,20396,Lee Westwood,39.35,85,216
2015,0,22405,Justin Rose,39.29,99,252
2015,0,27770,Camilo Villegas,39.26,106,270
2015,0,33413,Ben Martin,39.18,134,342
2015,0,36689,Brooks Koepka,38.89,126,324
2015,0,23320,Ryan Palmer,38.89,119,306
2015,0,24138,Ian Poulter,38.89,98,252
2015,0,27095,Nick Watney,38.89,119,306
2015,0,33419,Cameron Tringale,38.61,139,360
2015,0,24781,Hunter Mahan,38.6,132,342
2015,0,29518,Brendan Steele,38.6,132,342
2015,0,32366,Kevin Chappell,38.56,118,306
2015,0,36801,Mark Hubbard,38.52,104,270
2015,0,35539,Luke Guthrie,38.49,97,252
2015,0,28780,Nicholas Thompson,38.46,90,234
2015,0,29535,Brice Garnett,38.38,76,198
2015,0,25686,Jason Dufner,38.19,110,288
2015,0,31323,Gary Woodland,38.1,96,252
2015,0,26329,Louis Oosthuizen,38.03,89,234
2015,0,24924,Bill Haas,38.01,130,342
2015,0,21753,Brian Davis,37.96,82,216
2015,0,34262,Jon Curran,37.88,75,198
2015,0,24361,Pat Perez,37.88,150,396
2015,0,34265,Will Wilcox,37.88,75,198
2015,0,6522,Ernie Els,37.78,68,180
2015,0,33399,Adam Hadwin,37.58,115,306
2015,0,10860,Justin Leonard,37.5,54,144
2015,0,12510,Chad Campbell,37.35,121,324
2015,0,10885,Robert Allenby,37.3,47,126
2015,0,34409,David Lingmerth,37.25,114,306
2015,0,32334,Charlie Beljan,37.22,67,180
2015,0,24507,Jason Bohn,37.22,134,360
2015,0,35451,Scott Pinckney,37.15,107,288
2015,0,27064,Jhonattan Vegas,37.15,107,288
2015,0,23983,Luke Donald,37.04,100,270
2015,0,26758,David Hearn,37.04,120,324
2015,0,34358,Jonathan Randolph,37.04,60,162
2015,0,34264,Hudson Swafford,37.04,120,324
2015,0,25818,Scott Piercy,36.93,113,306
2015,0,20645,John Senden,36.9,93,252
2015,0,26476,Chez Reavie,36.81,53,144
2015,0,27466,Spencer Levin,36.73,119,324
2015,0,31193,Jim Renner,36.67,33,90
2015,0,29725,Tony Finau,36.62,145,396
2015,0,26300,Matt Jones,36.55,125,342
2015,0,20593,Greg Chalmers,36.36,72,198
2015,0,22892,Jason Gore,36.36,72,198
2015,0,40026,Daniel Berger,36.27,111,306
2015,0,35541,John Peterson,36.27,111,306
2015,0,33418,Shawn Stefani,36.24,137,378
2015,0,23548,Bill Lunde,36.11,39,108
2015,0,29420,Billy Horschel,35.98,136,378
2015,0,10809,Jim Furyk,35.93,97,270
2015,0,29720,Andres Gonzales,35.93,97,270
2015,0,21528,Henrik Stenson,35.93,97,270
2015,0,23623,Bo Van Pelt,35.86,71,198
2015,0,28500,Martin Flores,35.76,103,288
2015,0,32200,Roberto Castro,35.19,57,162
2015,0,25198,Francesco Molinari,35.19,76,216
2015,0,29221,Webb Simpson,35.19,114,324
2015,0,37273,Derek Ernst,35.0,63,180
2015,0,32150,Michael Thompson,34.92,88,252
2015,0,28486,Michael Putnam,34.44,93,270
2015,0,20848,Ángel Cabrera,34.03,49,144
2015,0,27214,Kevin Streelman,33.92,116,342
2015,0,27436,Graham DeLaet,33.76,79,234
2015,0,33122,Russell Knox,33.61,121,360
2015,0,24925,Jonathan Byrd,33.33,66,198
2015,0,20229,Stewart Cink,33.33,90,270
2015,0,21961,Charles Howell III,33.33,132,396
2015,0,22046,Geoff Ogilvy,33.33,60,180
2015,0,20691,Greg Owen,33.33,54,162
2015,0,29425,Andrew Svoboda,33.33,60,180
2015,0,25364,Paul Casey,33.02,107,324
2015,0,30946,Alex Prugh,32.14,81,252
2015,0,31557,Jim Herman,31.85,86,270
2015,0,28132,Tyrone Van Aswegen,31.75,40,126
2015,0,24502,Adam Scott,31.67,57,180
2015,0,25900,Lucas Glover,31.48,68,216
2015,0,23353,J.J. Henry,30.56,88,288
2014,0,10860,Justin Leonard,48.52,131,270
2014,0,30925,Dustin Johnson,47.44,111,234
2014,0,35139,Richard Lee,46.58,109,234
2014,0,10423,Mike Weir,45.14,65,144
2014,0,34046,Jordan Spieth,44.93,186,414
2014,0,27214,Kevin Streelman,44.79,129,288
2014,0,20098,Stuart Appleby,44.44,136,306
2014,0,21753,Brian Davis,44.44,144,324
2014,0,25572,Graeme McDowell,44.44,120,270
2014,0,35539,Luke Guthrie,44.07,119,270
2014,0,1810,Phil Mickelson,44.05,111,252
2014,0,22371,Aaron Baddeley,43.98,95,216
2014,0,36689,Brooks Koepka,43.98,95,216
2014,0,24138,Ian Poulter,43.98,95,216
2014,0,35732,Wes Roach,43.89,79,180
2014,0,24490,George McNeill,43.75,126,288
2014,0,27644,Brian Harman,43.72,181,414
2014,0,19846,Brian Gay,43.65,110,252
2014,0,26956,Bronson La'Cassie,43.52,47,108
2014,0,29221,Webb Simpson,43.52,141,324
2014,0,30692,Scott Stallings,43.43,86,198
2014,0,31560,Brian Stuard,43.33,117,270
2014,0,6522,Ernie Els,43.06,124,288
2014,0,33461,Morgan Hoffmann,42.9,139,324
2014,0,30927,Brendon Todd,42.89,193,450
2014,0,25720,Chad Collins,42.59,69,162
2014,0,20396,Lee Westwood,42.42,84,198
2014,0,21731,Freddie Jacobson,42.28,137,324
2014,0,25396,Kevin Na,42.22,152,360
2014,0,28475,Jeff Overton,42.22,114,270
2014,0,10885,Robert Allenby,42.13,91,216
2014,0,21209,Sergio Garcia,42.06,106,252
2014,0,23621,Rory Sabbatini,42.06,106,252
2014,0,27963,Chris Stroud,41.98,136,324
2014,0,23409,James Driscoll,41.92,83,198
2014,0,29479,Scott Brown,41.67,135,324
2014,0,20157,Retief Goosen,41.52,142,342
2014,0,30852,Ryo Ishikawa,41.45,97,234
2014,0,31323,Gary Woodland,41.41,164,396
2014,0,29740,Brad Fritsch,41.27,52,126
2014,0,25632,Jimmy Walker,41.16,163,396
2014,0,34360,Patrick Reed,41.05,133,324
2014,0,28259,Sangmoon Bae,41.03,96,234
2014,0,20593,Greg Chalmers,40.87,103,252
2014,0,24912,Will MacKenzie,40.87,103,252
2014,0,26758,David Hearn,40.83,147,360
2014,0,12716,Charley Hoffman,40.74,154,378
2014,0,32150,Michael Thompson,40.74,110,270
2014,0,20645,John Senden,40.66,161,396
2014,0,34099,Harris English,40.64,139,342
2014,0,22621,Ben Curtis,40.6,95,234
2014,0,30944,Jason Kokrak,40.6,95,234
2014,0,33413,Ben Martin,40.6,95,234
2014,0,32102,Rickie Fowler,40.52,124,306
2014,0,24361,Pat Perez,40.52,124,306
2014,0,23135,Tim Clark,40.4,80,198
2014,0,27141,J.B. Holmes,40.35,138,342
2014,0,29289,S.Y. Noh,40.35,138,342
2014,0,26300,Matt Jones,40.28,116,288
2014,0,29478,Kevin Kisner,40.28,116,288
2014,0,24846,Ricky Barnes,40.2,123,306
2014,0,20104,Ken Duke,40.17,94,234
2014,0,31202,William McGirt,40.12,130,324
2014,0,25562,Andres Romero,40.08,101,252
2014,0,25274,Steven Bowditch,39.93,115,288
2014,0,23541,Ben Crane,39.93,115,288
2014,0,28307,Matt Every,39.93,115,288
2014,0,2206,David Toms,39.9,79,198
2014,0,25364,Paul Casey,39.81,86,216
2014,0,29926,Danny Lee,39.81,86,216
2014,0,35541,John Peterson,39.81,43,108
2014,0,32448,James Hahn,39.74,93,234
2014,0,22405,Justin Rose,39.58,114,288
2014,0,30926,Chris Kirk,39.56,178,450
2014,0,8075,Jerry Kelly,39.54,121,306
2014,0,24502,Adam Scott,39.54,121,306
2014,0,29461,Jamie Lovemark,39.51,64,162
2014,0,23983,Luke Donald,39.35,85,216
2014,0,24924,Bill Haas,39.32,184,468
2014,0,22046,Geoff Ogilvy,39.32,92,234
2014,0,24781,Hunter Mahan,39.2,127,324
2014,0,32839,Hideki Matsuyama,39.2,127,324
2014,0,24357,K.J. Choi,38.89,112,288
2014,0,25191,Gonzalo Fernandez-Castaño,38.89,119,306
2014,0,34563,Chesson Hadley,38.89,84,216
2014,0,21961,Charles Howell III,38.89,168,432
2014,0,24024,Zach Johnson,38.89,161,414
2014,0,23108,Matt Kuchar,38.89,147,378
2014,0,27556,Ted Potter Jr.,38.89,63,162
2014,0,34431,Robert Streb,38.89,105,270
2014,0,25834,Daniel Summerhays,38.89,154,396
2014,0,33141,Keegan Bradley,38.6,132,342
2014,0,26596,Ryan Moore,38.6,132,342
2014,0,27649,Brandt Snedeker,38.6,132,342
2014,0,27436,Graham DeLaet,38.54,111,288
2014,0,26331,Charl Schwartzel,38.49,97,252
2014,0,33122,Russell Knox,38.33,138,360
2014,0,20160,Charlie Wi,38.33,69,180
2014,0,25345,Carl Pettersson,38.24,117,306
2014,0,24494,Erik Compton,38.19,110,288
2014,0,28500,Martin Flores,38.15,103,270
2014,0,30110,Kyle Stanley,38.1,96,252
2014,0,34409,David Lingmerth,38.03,89,234
2014,0,33418,Shawn Stefani,38.03,89,234
2014,0,25686,Jason Dufner,37.96,82,216
2014,0,34261,Scott Langley,37.96,123,324
2014,0,26851,Marc Leishman,37.91,116,306
2014,0,25804,Bubba Watson,37.91,116,306
2014,0,32200,Roberto Castro,37.88,75,198
2014,0,24663,Y.E. Yang,37.88,75,198
2014,0,29518,Brendan Steele,37.85,109,288
2014,0,27895,Jonas Blixt,37.78,68,180
2014,0,24507,Jason Bohn,37.78,102,270
2014,0,29535,Brice Garnett,37.78,102,270
2014,0,24358,Robert Garrigus,37.78,102,270
2014,0,23320,Ryan Palmer,37.72,129,342
2014,0,35300,Andrew Loupe,37.65,61,162
2014,0,23800,Bryce Molder,37.61,88,234
2014,0,21528,Henrik Stenson,37.61,88,234
2014,0,27936,Martin Laird,37.5,81,216
2014,0,28237,Rory McIlroy,37.5,108,288
2014,0,1706,Davis Love III,37.3,94,252
2014,0,28132,Tyrone Van Aswegen,37.3,94,252
2014,0,30750,Tommy Gainey,37.22,67,180
2014,0,34174,John Huh,37.18,87,234
2014,0,34021,Bud Cauley,37.04,60,162
2014,0,31193,Jim Renner,37.04,40,108
2014,0,10809,Jim Furyk,36.94,133,360
2014,0,28486,Michael Putnam,36.87,146,396
2014,0,20229,Stewart Cink,36.67,132,360
2014,0,34098,Russell Henley,36.6,112,306
2014,0,6567,Vijay Singh,36.46,105,288
2014,0,23623,Bo Van Pelt,36.46,105,288
2014,0,27770,Camilo Villegas,36.42,118,324
2014,0,22293,Heath Slocum,36.36,72,198
2014,0,20848,Ángel Cabrera,36.11,78,216
2014,0,29222,Billy Hurley III,36.11,104,288
2014,0,27408,Martin Kaymer,36.11,91,252
2014,0,28092,D.H. Lee,36.11,39,108
2014,0,27120,Troy Matteson,36.11,39,108
2014,0,29425,Andrew Svoboda,36.11,91,252
2014,0,27330,Josh Teater,36.11,104,288
2014,0,27095,Nick Watney,35.9,84,234
2014,0,33419,Cameron Tringale,35.88,155,432
2014,0,32334,Charlie Beljan,35.86,71,198
2014,0,26679,Kevin Stadler,35.83,129,360
2014,0,26951,Johnson Wagner,35.8,58,162
2014,0,25900,Lucas Glover,35.71,45,126
2014,0,26289,Boo Weekley,35.71,90,252
2014,0,28089,Jason Day,35.56,64,180
2014,0,7867,Woody Austin,35.42,51,144
2014,0,25240,D.A. Points,35.35,70,198
2014,0,24925,Jonathan Byrd,35.04,82,234
2014,0,24140,Sean O'Hair,35.04,82,234
2014,0,27933,John Merrick,34.97,107,306
2014,0,25349,Tim Wilkinson,34.72,100,288
2014,0,37273,Derek Ernst,34.44,62,180
2014,0,32366,Kevin Chappell,34.13,129,378
2014,0,26329,Louis Oosthuizen,33.95,55,162
2014,0,32640,Troy Merritt,33.89,61,180
2014,0,23638,Brendon de Jonge,33.57,139,414
2014,0,34264,Hudson Swafford,33.33,60,180
2014,0,28780,Nicholas Thompson,33.33,66,198
2014,0,29420,Billy Horschel,33.04,113,342
2014,0,22913,John Rollins,32.87,71,216
2014,0,25444,Justin Hicks,32.78,118,360
2014,0,12510,Chad Campbell,32.72,53,162
2014,0,20498,Briny Baird,32.64,47,144
2014,0,32333,Kevin Tway,32.54,41,126
2014,0,21878,Mark Wilson,32.54,41,126
2014,0,34265,Will Wilcox,31.94,46,144
2014,0,27064,Jhonattan Vegas,31.48,85,270
2014,0,22378,Trevor Immelman,31.02,67,216
2014,0,31557,Jim Herman,30.86,50,162
2014,0,27466,Spencer Levin,30.25,49,162
2014,0,1724,Jeff Maggert,29.63,32,108
2014,0,23353,J.J. Henry,28.76,88,306
2013,0,19846,Brian Gay,50.69,146,288
2013,0,24663,Y.E. Yang,50.0,81,162
2013,0,10423,Mike Weir,49.21,62,126
2013,0,22371,Aaron Baddeley,47.78,86,180
2013,0,23800,Bryce Molder,47.39,145,306
2013,0,24227,Justin Bolli,47.22,34,72
