YEAR,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
2007,0,27933,John Merrick,414.0,1656,4
2007,0,21528,Henrik Stenson,414.0,828,2
2007,0,10213,Dicky Pride,426.0,1278,3
2007,0,7867,Woody Austin,427.5,1710,4
2007,0,10860,Justin Leonard,427.5,1710,4
2007,0,23788,D.J. Trahan,445.5,1782,4
2007,0,6373,José María Olazábal,450.0,900,2
2007,0,24457,Jaco Van Zyl,459.0,918,2
2007,0,6004,Stephen Ames,462.0,1386,3
2007,0,19846,Brian Gay,481.5,1926,4
2007,0,7547,Craig Kanada,490.5,1962,4
2007,0,10809,Jim Furyk,492.0,1476,3
2007,0,7223,Brian Bateman,495.0,990,2
2007,0,20859,Anders Hansen,495.0,990,2
2007,0,1142,Bart Bryant,516.0,1548,3
2007,0,6621,Joe Durant,522.0,1566,3
2007,0,6515,Shaun Micheel,528.0,1584,3
2007,0,6643,Paul Goydos,531.0,1062,2
2007,0,12602,Dean Wilson,552.0,1656,3
2007,0,26420,Richard Johnson,558.0,1674,3
2007,0,1706,Davis Love III,585.0,1170,2
2007,0,23983,Luke Donald,603.0,1206,2
2007,0,22378,Trevor Immelman,612.0,1224,2
2007,0,22348,Nick O'Hern,612.0,1224,2
2007,0,21731,Freddie Jacobson,630.0,1260,2
2007,0,20433,Mark Hensby,729.0,1458,2
2007,0,20623,Gavin Coles,783.0,1566,2
2007,0,12782,Tim Herron,882.0,1764,2
2007,0,19972,José Coceres,900.0,900,1
2007,0,26360,Bubba Dickerson,918.0,918,1
2007,0,8375,Paul Stankowski,936.0,936,1
2007,0,1132,Mark Brooks,954.0,954,1
2007,0,23800,Bryce Molder,1008.0,1008,1
2007,0,2104,Jeff Sluman,1080.0,1080,1
2007,0,23933,Michael Boyd,1098.0,1098,1
2007,0,20628,Arron Oberholser,1224.0,1224,1
2006,0,27141,J.B. Holmes,72.9,1386,19
2006,0,8793,Tiger Woods,78.0,936,12
2006,0,10885,Robert Allenby,99.0,1386,14
2006,0,23349,Charles Warren,101.3,1620,16
2006,0,24502,Adam Scott,102.0,1224,12
2006,0,22913,John Rollins,102.4,1638,16
2006,0,19824,Craig Barlow,109.5,1314,12
2006,0,8835,Kris Cox,112.2,1458,13
2006,0,24980,Scott Gutschewski,114.8,918,8
2006,0,22892,Jason Gore,116.3,1512,13
2006,0,6004,Stephen Ames,124.0,1116,9
2006,0,1810,Phil Mickelson,124.2,1242,10
2006,0,1226,Fred Couples,128.6,900,7
2006,0,25804,Bubba Watson,129.3,1422,11
2006,0,1553,John Huston,129.6,1296,10
2006,0,21959,Ted Purdy,129.9,1818,14
2006,0,6373,José María Olazábal,130.5,1044,8
2006,0,21407,Arjun Atwal,131.5,1710,13
2006,0,24912,Will MacKenzie,132.0,1584,12
2006,0,6595,Kevin Sutherland,132.9,1728,13
2006,0,12716,Charley Hoffman,135.7,1764,13
2006,0,12660,Jesper Parnevik,137.5,1512,11
2006,0,6567,Vijay Singh,138.5,1800,13
2006,0,20645,John Senden,139.5,1674,12
2006,0,21470,Daisuke Maruyama,142.2,1422,10
2006,0,12782,Tim Herron,145.8,1458,10
2006,0,21646,David Branshaw,147.0,1764,12
2006,0,23788,D.J. Trahan,147.3,1620,11
2006,0,20850,Daniel Chopra,148.2,1926,13
2006,0,21805,Harrison Frazar,148.9,1638,11
2006,0,25900,Lucas Glover,151.5,1818,12
2006,0,10733,Kent Jones,151.5,1818,12
2006,0,27120,Troy Matteson,151.5,1818,12
2006,0,12755,Vance Veazey,151.7,1062,7
2006,0,1706,Davis Love III,152.0,1368,9
2006,0,27770,Camilo Villegas,152.2,1674,11
2006,0,1766,Billy Mayfair,153.8,1692,11
2006,0,20157,Retief Goosen,154.3,1080,7
2006,0,9011,David Duval,155.3,1242,8
2006,0,2223,Bob Tway,156.0,1404,9
2006,0,23307,Roger Tambellini,156.9,1098,7
2006,0,22046,Geoff Ogilvy,157.5,1260,8
2006,0,10860,Justin Leonard,158.0,1422,9
2006,0,6573,Brandt Jobe,158.4,1584,10
2006,0,7457,Steve Flesch,159.2,2070,13
2006,0,23048,Eric Axley,160.2,1602,10
2006,0,24140,Sean O'Hair,160.4,1764,11
2006,0,23322,Brett Wetterich,164.0,1476,9
2006,0,6522,Ernie Els,164.6,1152,7
2006,0,21209,Sergio Garcia,165.0,990,6
2006,0,24358,Robert Garrigus,166.0,1494,9
2006,0,25345,Carl Pettersson,167.4,1674,10
2006,0,25842,Jon Mills,169.7,1188,7
2006,0,1941,Tom Pernice Jr.,170.2,1872,11
2006,0,22371,Aaron Baddeley,171.0,1368,8
2006,0,12823,Carlos Franco,172.0,1548,9
2006,0,2106,Chris Smith,172.3,1206,7
2006,0,24924,Bill Haas,172.8,1728,10
2006,0,12510,Chad Campbell,174.0,1566,9
2006,0,1707,Steve Lowery,174.6,1746,10
2006,0,20098,Stuart Appleby,175.5,1404,8
2006,0,24024,Zach Johnson,176.0,1584,9
2006,0,23325,Vaughn Taylor,176.0,1584,9
2006,0,20628,Arron Oberholser,177.8,1422,8
2006,0,8075,Jerry Kelly,180.0,1800,10
2006,0,24361,Pat Perez,180.0,900,5
2006,0,22548,Patrick Sheehan,180.0,1800,10
2006,0,8375,Paul Stankowski,180.0,1260,7
2006,0,25936,Alex Aragon,183.0,1098,6
2006,0,1313,Steve Elkington,183.6,918,5
2006,0,21350,Ryuji Imada,183.6,1836,10
2006,0,23623,Bo Van Pelt,183.6,1836,10
2006,0,1473,Todd Hamilton,185.1,1296,7
2006,0,1666,Bernhard Langer,185.1,1296,7
2006,0,23353,J.J. Henry,186.0,1674,9
2006,0,23621,Rory Sabbatini,186.8,1494,8
2006,0,24507,Jason Bohn,187.2,1872,10
2006,0,23983,Luke Donald,189.0,1134,6
2006,0,22946,Henrik Bjornstad,190.0,1710,9
2006,0,22378,Trevor Immelman,193.5,1548,8
2006,0,1042,Paul Azinger,195.8,1566,8
2006,0,20498,Briny Baird,198.0,1386,7
2006,0,24925,Jonathan Byrd,198.0,1188,6
2006,0,6621,Joe Durant,202.0,1818,9
2006,0,23541,Ben Crane,205.7,1440,7
2006,0,23409,James Driscoll,205.7,1440,7
2006,0,20631,David McKenzie,205.7,1440,7
2006,0,2206,David Toms,207.0,1242,6
2006,0,21961,Charles Howell III,209.3,1674,8
2006,0,6515,Shaun Micheel,209.3,1674,8
2006,0,20574,Mathew Goggin,210.0,1260,6
2006,0,7013,Wes Short Jr.,211.5,1692,8
2006,0,6575,Dudley Hart,213.4,1494,7
2006,0,27095,Nick Watney,213.8,1710,8
2006,0,6197,Michael Allen,216.0,1512,7
2006,0,26360,Bubba Dickerson,216.0,1728,8
2006,0,1677,Tom Lehman,216.0,1080,5
2006,0,1320,Bob Estes,218.6,1530,7
2006,0,10423,Mike Weir,218.6,1530,7
2006,0,1249,John Daly,220.5,882,4
2006,0,1142,Bart Bryant,221.1,1548,7
2006,0,1024,Billy Andrade,222.0,1332,6
2006,0,6527,Steve Stricker,223.2,1116,5
2006,0,20229,Stewart Cink,226.3,1584,7
2006,0,20378,Mathias Grönberg,228.9,1602,7
2006,0,21753,Brian Davis,231.4,1620,7
2006,0,7223,Brian Bateman,234.0,1170,5
2006,0,21949,Joe Ogilvie,234.0,1638,7
2006,0,27943,Matt Hansen,237.6,1188,5
2006,0,28780,Nicholas Thompson,239.1,1674,7
2006,0,25240,D.A. Points,240.0,1440,6
2006,0,1219,John Cook,241.2,1206,5
2006,0,1724,Jeff Maggert,243.0,1458,6
2006,0,23614,Rich Beem,249.0,1494,6
2006,0,11032,Frank Lickliter II,249.4,1746,7
2006,0,12602,Dean Wilson,249.8,1998,8
2006,0,21731,Freddie Jacobson,252.0,1008,4
2006,0,20572,Rod Pampling,252.0,1512,6
2006,0,2214,Kirk Triplett,252.0,1008,4
2006,0,23320,Ryan Palmer,254.6,1782,7
2006,0,23497,Tag Ridings,257.1,1800,7
2006,0,1945,Kenny Perry,259.2,1296,5
2006,0,10505,Shane Bertsch,262.3,1836,7
2006,0,1139,Olin Browne,267.4,1872,7
2006,0,7749,Brett Quigley,270.0,1890,7
2006,0,21660,Jason Schultz,270.0,1350,5
2006,0,2101,Joey Sindelar,270.0,1620,6
2006,0,19881,Robert Damron,273.0,1638,6
2006,0,10565,Ian Leggatt,273.6,1368,5
2006,0,21878,Mark Wilson,273.6,1368,5
2006,0,7867,Woody Austin,275.1,1926,7
2006,0,24357,K.J. Choi,276.0,1656,6
2006,0,20691,Greg Owen,277.2,1386,5
2006,0,22293,Heath Slocum,279.0,1674,6
2006,0,8123,Jeff Brehaut,288.0,1728,6
2006,0,23673,Michael Connell,288.0,864,3
2006,0,26596,Ryan Moore,292.5,1170,4
2006,0,24781,Hunter Mahan,294.0,1764,6
2006,0,20127,Chris Riley,295.2,1476,5
2006,0,12662,Thomas Levet,306.0,918,3
2006,0,1823,Larry Mize,306.0,918,3
2006,0,2239,Scott Verplank,309.6,1548,5
2006,0,23718,Nathan Green,312.0,1872,6
2006,0,6034,Marco Dawson,313.2,1566,5
2006,0,1381,Fred Funk,315.0,1890,6
2006,0,1928,Corey Pavin,315.0,1260,4
2006,0,20472,Alex Cejka,327.6,1638,5
2006,0,1948,Tim Petrovic,327.6,1638,5
2006,0,20094,Jonathan Kaye,331.2,1656,5
2006,0,12680,Shigeki Maruyama,331.2,1656,5
2006,0,28475,Jeff Overton,334.8,1674,5
2006,0,11123,Chris Couch,337.5,1350,4
2006,0,1685,J.L. Lewis,342.0,1026,3
2006,0,20812,Tjaart van der Walt,342.0,1026,3
2006,0,25632,Jimmy Walker,348.0,1044,3
2006,0,12645,Brent Geiberger,349.2,1746,5
2006,0,6251,Chris DiMarco,351.0,1404,4
2006,0,23616,Ryan Hietala,354.0,1062,3
2006,0,1761,Len Mattiace,354.0,1062,3
2006,0,8385,Omar Uresti,354.0,1062,3
2006,0,23135,Tim Clark,355.5,1422,4
2006,0,1577,Lee Janzen,355.5,1422,4
2006,0,6350,Bob May,372.0,1116,3
2006,0,19846,Brian Gay,385.2,1926,5
2006,0,1035,Tommy Armour III,390.0,1170,3
2006,0,11011,Mike Sposa,390.0,1170,3
2006,0,10809,Jim Furyk,396.0,1584,4
2006,0,20593,Greg Chalmers,402.0,1206,3
2006,0,25935,John Engler Jr.,402.0,1206,3
2006,0,2110,Jerry Smith,414.0,1656,4
2006,0,2246,Duffy Waldorf,414.0,1656,4
2006,0,1388,Robert Gamez,423.0,1692,4
2006,0,26420,Richard Johnson,423.0,1692,4
2006,0,1619,Skip Kendall,432.0,1296,3
2006,0,20121,Todd Fischer,445.5,1782,4
2006,0,20766,Padraig Harrington,450.0,900,2
2006,0,6012,Greg Kraft,450.0,1350,3
2006,0,1329,Brad Faxon,468.0,1404,3
2006,0,8537,J.P. Hayes,495.0,990,2
2006,0,1132,Mark Brooks,534.0,1602,3
2006,0,1161,Mark Calcavecchia,558.0,1674,3
2006,0,22405,Justin Rose,570.0,1710,3
2006,0,12760,Danny Ellis,576.0,1152,2
2006,0,2104,Jeff Sluman,606.0,1818,3
2006,0,6643,Paul Goydos,648.0,1296,2
2006,0,20548,Hidemichi Tanaka,657.0,1314,2
2006,0,19913,Ron Whittaker,711.0,1422,2
2006,0,1599,Steve Jones,738.0,1476,2
2006,0,20382,Stephen Leaney,756.0,1512,2
2006,0,22621,Ben Curtis,774.0,1548,2
2006,0,20105,Jeff Gove,783.0,1566,2
2006,0,20608,David Howell,810.0,810,1
2006,0,24138,Ian Poulter,936.0,936,1
2006,0,20099,Doug Barron,1314.0,1314,1
2006,0,20634,Peter Lonard,1368.0,1368,1
2005,0,20663,Brenden Pappas,70.6,918,13
2005,0,23788,D.J. Trahan,77.0,1386,18
2005,0,20378,Mathias Grönberg,87.0,1044,12
2005,0,26679,Kevin Stadler,87.2,1656,19
2005,0,21753,Brian Davis,96.4,1350,14
2005,0,20502,Michael Long,105.0,1260,12
2005,0,21951,Joey Snyder III,110.3,1764,16
2005,0,23409,James Driscoll,116.2,1278,11
2005,0,23541,Ben Crane,121.1,1332,11
2005,0,21805,Harrison Frazar,121.2,1818,15
2005,0,20433,Mark Hensby,122.4,1224,10
2005,0,24980,Scott Gutschewski,123.0,1476,12
2005,0,1707,Steve Lowery,123.4,1728,14
2005,0,1766,Billy Mayfair,132.0,1980,15
2005,0,12645,Brent Geiberger,132.8,1062,8
2005,0,8793,Tiger Woods,133.2,1332,10
2005,0,22371,Aaron Baddeley,134.2,1476,11
2005,0,12660,Jesper Parnevik,134.2,1476,11
2005,0,21961,Charles Howell III,135.0,1620,12
2005,0,1706,Davis Love III,135.0,1350,10
2005,0,1226,Fred Couples,136.0,1224,9
2005,0,10425,Jay Williamson,136.3,954,7
2005,0,24507,Jason Bohn,136.5,1638,12
2005,0,19824,Craig Barlow,138.6,1386,10
2005,0,25900,Lucas Glover,140.7,1548,11
2005,0,7223,Brian Bateman,141.0,1692,12
2005,0,24604,Hunter Haas,142.2,1422,10
2005,0,22913,John Rollins,142.5,1710,12
2005,0,20766,Padraig Harrington,144.0,864,6
2005,0,21498,Hideto Tanihara,144.0,864,6
2005,0,21407,Arjun Atwal,146.3,1170,8
2005,0,25240,D.A. Points,147.3,1620,11
2005,0,23497,Tag Ridings,148.9,1638,11
2005,0,1666,Bernhard Langer,150.8,1206,8
2005,0,6567,Vijay Singh,150.9,1962,13
2005,0,12823,Carlos Franco,152.0,1368,9
2005,0,26758,David Hearn,153.0,1224,8
2005,0,2206,David Toms,154.0,1386,9
2005,0,23036,Chris Anderson,159.4,1116,7
2005,0,10885,Robert Allenby,160.2,1602,10
2005,0,21633,Steve Allan,160.4,1764,11
2005,0,12680,Shigeki Maruyama,160.4,1764,11
2005,0,24925,Jonathan Byrd,162.0,1782,11
2005,0,24140,Sean O'Hair,162.0,1782,11
2005,0,21949,Joe Ogilvie,162.0,1782,11
2005,0,7867,Woody Austin,163.6,1800,11
2005,0,23063,Scott Hend,164.3,1314,8
2005,0,23322,Brett Wetterich,166.5,1332,8
2005,0,20160,Charlie Wi,167.1,1170,7
2005,0,20396,Lee Westwood,172.8,864,5
2005,0,21209,Sergio Garcia,174.9,1224,7
2005,0,1723,Andrew Magee,175.5,1404,8
2005,0,27095,Nick Watney,178.0,1602,9
2005,0,1142,Bart Bryant,182.0,1638,9
2005,0,20157,Retief Goosen,183.0,1098,6
2005,0,23623,Bo Van Pelt,183.3,2016,11
2005,0,1418,Bill Glasson,187.2,936,5
2005,0,23540,Jason Allred,187.7,1314,7
2005,0,1797,Rocco Mediate,187.7,1314,7
2005,0,6575,Dudley Hart,189.0,1512,8
2005,0,20634,Peter Lonard,189.0,1512,8
2005,0,10585,Scott McCarron,190.3,1332,7
2005,0,12662,Thomas Levet,190.8,954,5
2005,0,20498,Briny Baird,192.0,1728,9
2005,0,6251,Chris DiMarco,192.9,1350,7
2005,0,1249,John Daly,195.4,1368,7
2005,0,23135,Tim Clark,195.8,1566,8
2005,0,20645,John Senden,198.0,1782,9
2005,0,23621,Rory Sabbatini,200.6,1404,7
2005,0,10117,Bob Heintz,201.0,1206,6
2005,0,24138,Ian Poulter,201.6,1008,5
2005,0,6197,Michael Allen,202.5,1620,8
2005,0,1161,Mark Calcavecchia,202.5,1620,8
2005,0,23725,Brendan Jones,203.1,1422,7
2005,0,6515,Shaun Micheel,203.1,1422,7
2005,0,24502,Adam Scott,204.0,1224,6
2005,0,1945,Kenny Perry,205.7,1440,7
2005,0,1320,Bob Estes,207.0,1656,8
2005,0,6573,Brandt Jobe,207.0,1656,8
2005,0,22046,Geoff Ogilvy,209.3,1674,8
2005,0,1948,Tim Petrovic,209.3,1674,8
2005,0,2106,Chris Smith,209.3,1674,8
2005,0,21731,Freddie Jacobson,213.0,1278,6
2005,0,1941,Tom Pernice Jr.,214.0,1926,9
2005,0,23983,Luke Donald,216.0,1080,5
2005,0,11032,Frank Lickliter II,216.0,1728,8
2005,0,25396,Kevin Na,221.1,1548,7
2005,0,23325,Vaughn Taylor,222.8,1782,8
2005,0,20628,Arron Oberholser,226.8,1134,5
2005,0,1927,Dennis Paulson,226.8,1134,5
2005,0,22621,Ben Curtis,234.0,1170,5
2005,0,12454,Mario Tiziani,234.0,1170,5
2005,0,10809,Jim Furyk,239.1,1674,7
2005,0,23552,Hank Kuehne,240.0,1440,6
2005,0,20691,Greg Owen,240.0,1440,6
2005,0,1677,Tom Lehman,241.2,1206,5
2005,0,2104,Jeff Sluman,241.7,1692,7
2005,0,1599,Steve Jones,243.0,972,4
2005,0,6034,Marco Dawson,246.0,1476,6
2005,0,1024,Billy Andrade,249.0,1494,6
2005,0,20623,Gavin Coles,252.0,1260,5
2005,0,7457,Steve Flesch,255.0,1530,6
2005,0,1329,Brad Faxon,255.6,1278,5
2005,0,23353,J.J. Henry,257.1,1800,7
2005,0,1553,John Huston,258.0,1548,6
2005,0,12602,Dean Wilson,258.0,1548,6
2005,0,23349,Charles Warren,261.0,1566,6
2005,0,24357,K.J. Choi,262.8,1314,5
2005,0,26287,Roland Thatcher,262.8,1314,5
2005,0,1035,Tommy Armour III,264.9,1854,7
2005,0,20094,Jonathan Kaye,266.4,1332,5
2005,0,20850,Daniel Chopra,267.4,1872,7
2005,0,10201,Matt Gogel,273.6,1368,5
2005,0,22295,Darron Stiles,273.6,1368,5
2005,0,12652,Cameron Beckman,276.0,1656,6
2005,0,23614,Rich Beem,279.0,1116,4
2005,0,6527,Steve Stricker,279.0,1116,4
2005,0,8931,Glen Day,280.8,1404,5
2005,0,21350,Ryuji Imada,280.8,1404,5
2005,0,8537,J.P. Hayes,283.5,1134,4
2005,0,6332,Neal Lancaster,285.0,1710,6
2005,0,22405,Justin Rose,285.0,1710,6
2005,0,23320,Ryan Palmer,291.0,1746,6
2005,0,10912,Craig Perks,292.5,1170,4
2005,0,25847,Rob Rashell,292.5,1170,4
2005,0,1685,J.L. Lewis,294.0,1764,6
2005,0,8075,Jerry Kelly,297.0,1782,6
2005,0,1361,Dan Forsman,300.0,900,3
2005,0,8123,Jeff Brehaut,301.5,1206,4
2005,0,8385,Omar Uresti,302.4,1512,5
2005,0,20548,Hidemichi Tanaka,306.0,1836,6
2005,0,21959,Ted Purdy,313.7,2196,7
2005,0,21878,Mark Wilson,315.0,1260,4
2005,0,28088,Matt Davidson,318.0,954,3
2005,0,6373,José María Olazábal,318.0,954,3
2005,0,19881,Robert Damron,320.4,1602,5
2005,0,24290,D.J. Brigman,324.0,1296,4
2005,0,20229,Stewart Cink,324.0,1620,5
2005,0,19972,José Coceres,324.0,972,3
2005,0,1473,Todd Hamilton,327.6,1638,5
2005,0,1577,Lee Janzen,328.5,1314,4
2005,0,1928,Corey Pavin,328.5,1314,4
2005,0,20474,Phillip Price,328.5,1314,4
2005,0,1810,Phil Mickelson,333.0,1332,4
2005,0,8725,Tom Gillis,337.5,1350,4
2005,0,12826,Paul Claxton,355.5,1422,4
2005,0,22293,Heath Slocum,356.4,1782,5
2005,0,20098,Stuart Appleby,360.0,1440,4
2005,0,24781,Hunter Mahan,363.6,1818,5
2005,0,20472,Alex Cejka,364.5,1458,4
2005,0,6621,Joe Durant,364.5,1458,4
2005,0,2246,Duffy Waldorf,369.0,1476,4
2005,0,1157,Tom Byrum,373.5,1494,4
2005,0,2223,Bob Tway,373.5,1494,4
2005,0,25345,Carl Pettersson,378.0,1890,5
2005,0,20127,Chris Riley,384.0,1152,3
2005,0,20382,Stephen Leaney,387.0,1548,4
2005,0,2239,Scott Verplank,387.0,1548,4
2005,0,1042,Paul Azinger,396.0,1188,3
2005,0,22548,Patrick Sheehan,396.0,1980,5
2005,0,24361,Pat Perez,400.5,1602,4
2005,0,1388,Robert Gamez,409.5,1638,4
2005,0,12510,Chad Campbell,414.0,1656,4
2005,0,1132,Mark Brooks,432.0,1296,3
2005,0,20121,Todd Fischer,436.5,1746,4
2005,0,24912,Will MacKenzie,438.0,1314,3
2005,0,12782,Tim Herron,445.5,1782,4
2005,0,26420,Richard Johnson,450.0,900,2
2005,0,10860,Justin Leonard,450.0,1350,3
2005,0,1457,Jay Haas,459.0,918,2
2005,0,10962,Bradley Hughes,468.0,936,2
2005,0,6004,Stephen Ames,474.0,1422,3
2005,0,8545,Glen Hnatiuk,495.0,990,2
2005,0,6599,John Elliott,504.0,1008,2
2005,0,1761,Len Mattiace,504.0,1512,3
2005,0,20572,Rod Pampling,504.0,1512,3
2005,0,20812,Tjaart van der Walt,504.0,1008,2
2005,0,8993,Franklin Langham,522.0,1566,3
2005,0,6595,Kevin Sutherland,522.0,1566,3
2005,0,1175,Jim Carter,540.0,1080,2
2005,0,23108,Matt Kuchar,540.0,1080,2
2005,0,1487,Jeff Hart,549.0,1098,2
2005,0,1139,Olin Browne,570.0,1710,3
2005,0,10733,Kent Jones,582.0,1746,3
2005,0,1887,Mark O'Meara,594.0,1188,2
2005,0,1381,Fred Funk,606.0,1818,3
2005,0,1219,John Cook,630.0,1260,2
2005,0,21806,Paul Gow,666.0,1332,2
2005,0,1724,Jeff Maggert,666.0,1332,2
2005,0,1619,Skip Kendall,702.0,1404,2
2005,0,24024,Zach Johnson,855.0,1710,2
2005,0,1823,Larry Mize,900.0,900,1
2005,0,2101,Joey Sindelar,936.0,1872,2
2005,0,2214,Kirk Triplett,936.0,936,1
2005,0,2010,Loren Roberts,954.0,954,1
2005,0,24227,Justin Bolli,1134.0,1134,1
2005,0,10423,Mike Weir,1188.0,1188,1
2005,0,1313,Steve Elkington,1206.0,1206,1
2005,0,1127,Danny Briggs,1224.0,1224,1
2005,0,20099,Doug Barron,1260.0,1260,1
2005,0,7749,Brett Quigley,1656.0,1656,1
2005,0,19846,Brian Gay,1782.0,1782,1
2004,0,1968,Nick Price,90.0,900,10
2004,0,22046,Geoff Ogilvy,92.1,1566,17
2004,0,21805,Harrison Frazar,92.3,1476,16
2004,0,1249,John Daly,101.6,1422,14
2004,0,23325,Vaughn Taylor,105.4,1476,14
2004,0,8337,Mike Heinen,106.0,954,9
2004,0,20645,John Senden,108.0,1728,16
2004,0,6567,Vijay Singh,116.5,1980,17
2004,0,23063,Scott Hend,118.5,1422,12
2004,0,1677,Tom Lehman,118.8,1188,10
2004,0,23552,Hank Kuehne,123.2,1602,13
2004,0,1797,Rocco Mediate,123.4,864,7
2004,0,12760,Danny Ellis,126.0,1386,11
2004,0,21959,Ted Purdy,126.0,2016,16
2004,0,23307,Roger Tambellini,127.6,1404,11
2004,0,20628,Arron Oberholser,131.4,1314,10
2004,0,6332,Neal Lancaster,132.4,1854,14
2004,0,1226,Fred Couples,133.7,936,7
2004,0,2106,Chris Smith,135.0,1890,14
2004,0,25900,Lucas Glover,136.5,1638,12
2004,0,1926,Steve Pate,138.0,1242,9
2004,0,2245,Grant Waite,138.6,1386,10
2004,0,19824,Craig Barlow,140.4,1404,10
2004,0,20572,Rod Pampling,141.0,1692,12
2004,0,11123,Chris Couch,141.4,990,7
2004,0,20378,Mathias Grönberg,142.4,1566,11
2004,0,12652,Cameron Beckman,144.0,1728,12
2004,0,21209,Sergio Garcia,144.0,1152,8
2004,0,21731,Freddie Jacobson,144.0,1440,10
2004,0,2246,Duffy Waldorf,146.0,1314,9
2004,0,1577,Lee Janzen,147.6,1476,10
2004,0,12602,Dean Wilson,148.5,1782,12
2004,0,6522,Ernie Els,149.1,1044,7
2004,0,6575,Dudley Hart,149.1,1044,7
2004,0,1706,Davis Love III,150.0,1350,9
2004,0,6613,Tommy Tolles,150.8,1206,8
2004,0,12394,Tom Carter,152.3,1980,13
2004,0,22621,Ben Curtis,156.0,936,6
2004,0,6373,José María Olazábal,156.0,936,6
2004,0,12705,Cliff Kresge,156.6,1566,10
2004,0,1928,Corey Pavin,158.0,1422,9
2004,0,10733,Kent Jones,158.7,1746,11
2004,0,25345,Carl Pettersson,158.7,1746,11
2004,0,7223,Brian Bateman,160.0,1440,9
2004,0,23320,Ryan Palmer,163.6,1800,11
2004,0,6515,Shaun Micheel,163.8,1638,10
2004,0,7939,Dan Olsen,164.3,1314,8
2004,0,12782,Tim Herron,166.0,1494,9
2004,0,20382,Stephen Leaney,168.8,1350,8
2004,0,20634,Peter Lonard,169.7,1188,7
2004,0,20094,Jonathan Kaye,171.0,1368,8
2004,0,1945,Kenny Perry,171.0,1368,8
2004,0,7457,Steve Flesch,171.8,1890,11
2004,0,19825,Darren Clarke,172.8,864,5
2004,0,23614,Rich Beem,173.3,1386,8
2004,0,1685,J.L. Lewis,173.5,1908,11
2004,0,1161,Mark Calcavecchia,175.5,1404,8
2004,0,25686,Jason Dufner,177.8,1422,8
2004,0,1457,Jay Haas,177.8,1422,8
2004,0,12823,Carlos Franco,178.2,1782,10
2004,0,25237,Kevin Muncrief,180.0,900,5
2004,0,12510,Chad Campbell,186.0,1674,9
2004,0,20433,Mark Hensby,186.0,1674,9
2004,0,24781,Hunter Mahan,188.0,1692,9
2004,0,20850,Daniel Chopra,190.8,1908,10
2004,0,2002,John Riegger,190.8,954,5
2004,0,20580,Andre Stolz,190.8,954,5
2004,0,1042,Paul Azinger,192.9,1350,7
2004,0,20663,Brenden Pappas,194.4,1944,10
2004,0,20098,Stuart Appleby,200.6,1404,7
2004,0,1810,Phil Mickelson,203.1,1422,7
2004,0,1771,Blaine McCallister,204.0,1224,6
2004,0,1024,Billy Andrade,208.0,1872,9
2004,0,1127,Danny Briggs,208.3,1458,7
2004,0,20472,Alex Cejka,210.0,1260,6
2004,0,24357,K.J. Choi,210.9,1476,7
2004,0,8835,Kris Cox,213.0,1278,6
2004,0,24925,Jonathan Byrd,213.4,1494,7
2004,0,1948,Tim Petrovic,214.0,1926,9
2004,0,1724,Jeff Maggert,216.0,1080,5
2004,0,6197,Michael Allen,218.6,1530,7
2004,0,6621,Joe Durant,218.6,1530,7
2004,0,12753,David Morland IV,219.0,1314,6
2004,0,10423,Mike Weir,219.0,1314,6
2004,0,11032,Frank Lickliter II,221.1,1548,7
2004,0,2206,David Toms,222.0,1332,6
2004,0,21633,Steve Allan,222.8,1782,8
2004,0,8931,Glen Day,222.8,1782,8
2004,0,1941,Tom Pernice Jr.,222.8,1782,8
2004,0,20104,Ken Duke,223.7,1566,7
2004,0,21961,Charles Howell III,227.3,1818,8
2004,0,1707,Steve Lowery,228.9,1602,7
2004,0,1527,Scott Hoch,229.5,918,4
2004,0,6527,Steve Stricker,234.0,1404,6
2004,0,6004,Stephen Ames,244.3,1710,7
2004,0,1666,Bernhard Langer,247.5,990,4
2004,0,23108,Matt Kuchar,249.0,1494,6
2004,0,20229,Stewart Cink,249.4,1746,7
2004,0,20593,Greg Chalmers,252.0,1260,5
2004,0,10201,Matt Gogel,252.0,1512,6
2004,0,2214,Kirk Triplett,252.0,1512,6
2004,0,10425,Jay Williamson,252.0,1764,7
2004,0,1619,Skip Kendall,254.6,1782,7
2004,0,22371,Aaron Baddeley,255.0,1530,6
2004,0,22913,John Rollins,255.0,1530,6
2004,0,23338,David Gossett,256.5,1026,4
2004,0,12660,Jesper Parnevik,258.0,1548,6
2004,0,10912,Craig Perks,259.2,1296,5
2004,0,22405,Justin Rose,259.2,1296,5
2004,0,20121,Todd Fischer,262.3,1836,7
2004,0,1261,Jay Delsing,262.8,1314,5
2004,0,1388,Robert Gamez,264.9,1854,7
2004,0,20548,Hidemichi Tanaka,267.0,1602,6
2004,0,8123,Jeff Brehaut,267.4,1872,7
2004,0,23623,Bo Van Pelt,267.4,1872,7
2004,0,20585,Niclas Fasth,270.0,1080,4
2004,0,1766,Billy Mayfair,270.0,1890,7
2004,0,23541,Ben Crane,276.0,1656,6
2004,0,21878,Mark Wilson,279.0,1116,4
2004,0,7867,Woody Austin,282.0,1692,6
2004,0,10213,Dicky Pride,283.5,1134,4
2004,0,6214,Guy Boros,288.0,1152,4
