YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
2024,1,0,46046,Scottie Scheffler,205
2024,2,0,48081,Xander Schauffele,303
2024,3,0,47504,Sam Burns,328
2024,4,0,51977,Max Greyserman,368
2024,5,0,52955,Ludvig Åberg,373
2024,6,0,51766,Wyndham Clark,400
2024,7,0,50484,Hayden Springer,419
2024,8,0,60067,Joe Highsmith,420
2024,8,0,58168,Davis Thompson,420
2024,10,0,35461,Beau Hossler,421
2024,11,0,51997,Andrew Novak,430
2024,12,0,48867,Matti Schmid,431
2024,13,0,39975,Michael Kim,435
2024,14,0,28237,Rory McIlroy,439
2024,15,0,39546,Keith Mitchell,445
2024,16,0,51696,Rico Hoey,465
2024,17,0,55893,Sam Stevens,471
2024,17,0,40006,Erik van Rooyen,471
2024,19,0,29725,Tony Finau,474
2024,20,0,51349,Nico Echavarria,477
2024,21,0,33948,Byeong Hun An,478
2024,22,0,46442,Maverick McNealy,485
2024,23,0,57975,Harry Hall,486
2024,24,0,27064,Jhonattan Vegas,488
2024,25,0,32757,Patton Kizzire,492
2024,26,0,29420,Billy Horschel,502
2024,27,0,52375,Doug Ghim,505
2024,28,0,60004,Jacob Bridgeman,506
2024,29,0,39327,Ben Silverman,507
2024,30,0,48084,Wesley Bryan,510
2024,31,0,34587,Chan Kim,511
2024,32,0,32333,Kevin Tway,512
2024,33,0,39997,Corey Conners,522
2024,34,0,59143,Mac Meissner,526
2024,35,0,33204,Shane Lowry,534
2024,35,0,52513,Carson Young,534
2024,37,0,40250,Taylor Pendrith,535
2024,38,0,36801,Mark Hubbard,539
2024,39,0,54591,Ben Griffin,544
2024,40,0,37455,Si Woo Kim,547
2024,41,0,28252,Seamus Power,552
2024,42,0,30163,Henrik Norlander,563
2024,43,0,39971,Sungjae Im,564
2024,44,0,50525,Collin Morikawa,568
2024,45,0,56630,Akshay Bhatia,570
2024,46,0,24502,Adam Scott,578
2024,47,0,27349,Alex Noren,584
2024,48,0,34046,Jordan Spieth,599
2024,49,0,39324,J.J. Spaun,600
2024,50,0,25900,Lucas Glover,602
2024,51,0,32839,Hideki Matsuyama,603
2024,52,0,51634,Sahith Theegala,610
2024,53,0,46340,Alex Smalley,613
2024,54,0,46717,Viktor Hovland,614
2024,55,0,35450,Patrick Cantlay,620
2024,55,0,40162,Justin Lower,620
2024,57,0,57366,Cameron Young,621
2024,58,0,28089,Jason Day,622
2024,59,0,36699,Patrick Rodgers,628
2024,60,0,48117,Kurt Kitayama,630
2024,61,0,32791,K.H. Lee,631
2024,62,0,34098,Russell Henley,633
2024,63,0,54576,Patrick Fishburn,634
2024,63,0,50188,S.H. Kim,634
2024,65,0,34099,Harris English,636
2024,66,0,35532,Tom Hoge,638
2024,67,0,33448,Justin Thomas,642
2024,68,0,52215,Robert MacIntyre,644
2024,69,0,33141,Keegan Bradley,646
2024,70,0,46414,Aaron Rai,648
2024,71,0,57900,Chandler Phillips,649
2024,71,0,48887,Matt Wallace,649
2024,73,0,40098,Matt Fitzpatrick,652
2024,74,0,59836,Pierceson Coody,657
2024,75,0,55182,Tom Kim,658
2024,76,0,37275,Sam Ryder,665
2024,77,0,49771,J.T. Poston,676
2024,78,0,40026,Daniel Berger,692
2024,79,0,37378,Min Woo Lee,696
2024,80,0,51287,Ryo Hisatsune,698
2024,80,0,12716,Charley Hoffman,698
2024,82,0,35310,Lanto Griffin,699
2024,83,0,59866,Nick Dunlap,701
2024,84,0,51894,Vince Whaley,707
2024,85,0,57362,Austin Eckroat,709
2024,86,0,27214,Kevin Streelman,714
2024,87,0,29535,Brice Garnett,715
2024,87,0,45242,Kevin Yu,715
2024,89,0,30911,Tommy Fleetwood,719
2024,90,0,47993,Denny McCarthy,720
2024,91,0,32366,Kevin Chappell,721
2024,92,0,36799,Stephan Jaeger,722
2024,93,0,35506,Mackenzie Hughes,725
2024,94,0,34563,Chesson Hadley,732
2024,95,0,33653,Thomas Detry,736
2024,96,0,32070,Rafael Campos,747
2024,97,0,47591,Eric Cole,749
2024,98,0,29936,Ryan Fox,757
2024,99,0,47420,Jake Knapp,760
2024,100,0,50493,Justin Suh,763
2024,101,0,27644,Brian Harman,764
2024,102,0,34255,Joseph Bramlett,766
2024,102,0,54783,Dylan Wu,766
2024,104,0,47983,Chad Ramey,772
2024,105,0,49947,Taylor Moore,775
2024,105,0,29908,C.T. Pan,775
2024,107,0,52514,Trace Crowe,779
2024,108,0,28775,Nate Lashley,781
2024,109,0,47679,Victor Perez,783
2024,110,0,40115,Adam Svensson,786
2024,111,0,34021,Bud Cauley,791
2024,112,0,30926,Chris Kirk,792
2024,113,0,27936,Martin Laird,793
2024,114,0,55454,Carl Yuan,795
2024,115,0,54421,Garrick Higgo,799
2024,116,0,50095,Austin Smotherman,808
2024,117,0,33399,Adam Hadwin,823
2024,118,0,23108,Matt Kuchar,825
2024,118,0,34256,Andrew Putnam,825
2024,118,0,26476,Chez Reavie,825
2024,121,0,52666,Sami Valimaki,830
2024,122,0,52372,Cameron Champ,832
2024,123,0,36871,Matt NeSmith,842
2024,124,0,32367,Jorge Campillo,843
2024,125,0,33486,Roger Sloan,844
2024,126,0,46441,Robby Shelton,845
2024,127,0,34076,Joel Dahmen,851
2024,127,0,48153,Matthieu Pavon,851
2024,129,0,45522,Christiaan Bezuidenhout,852
2024,130,0,45157,Cam Davis,854
2024,131,0,27129,Luke List,856
2024,132,0,48319,Tom Whitney,862
2024,133,0,38991,Alejandro Tosti,864
2024,134,0,36884,Ben Kohles,868
2024,135,0,54628,Lee Hodges,872
2024,136,0,47995,Davis Riley,875
2024,137,0,24024,Zach Johnson,877
2024,138,0,30927,Brendon Todd,878
2024,139,0,22405,Justin Rose,882
2024,140,0,32640,Troy Merritt,885
2024,141,0,47988,Nick Hardy,888
2024,142,0,49960,Sepp Straka,897
2024,143,0,31646,Emiliano Grillo,898
2024,144,0,36326,David Lipsky,913
2024,145,0,47663,Kevin Dougherty,916
2024,145,0,33968,Thorbjørn Olesen,916
2024,147,0,51890,Greyson Sigg,918
2024,148,0,29221,Webb Simpson,920
2024,149,0,45609,Tyler Duncan,929
2024,150,0,52374,Brandon Wu,935
2024,151,0,32102,Rickie Fowler,937
2024,152,0,46113,Ryan McCormick,939
2024,153,0,31323,Gary Woodland,940
2024,154,0,59095,Chris Gotterup,947
2024,154,0,39977,Max Homa,947
2024,156,0,37212,Paul Barjon,959
2024,157,0,56149,Wilson Furr,960
2024,158,0,47483,Will Zalatoris,964
2024,159,0,23320,Ryan Palmer,965
2024,160,0,40058,Zac Blair,967
2024,161,0,47347,Adam Schenk,981
2024,162,0,27139,David Skinns,983
2024,163,0,22371,Aaron Baddeley,995
2024,164,0,28420,Ryan Brehm,1000
2024,165,0,26596,Ryan Moore,1005
2024,165,0,27330,Josh Teater,1005
2024,167,0,33408,Tyson Alexander,1010
2024,168,0,55708,Hayden Buckley,1012
2024,168,0,50497,Adrien Dumont de Chassart,1012
2024,168,0,48699,Callum Tarren,1012
2024,171,0,25493,Nick Taylor,1015
2024,172,0,55789,Taylor Montgomery,1065
2024,173,0,60767,Blaine Hale Jr.,1078
2024,174,0,59442,Parker Coody,1112
2024,175,0,47806,Raul Pereda,1115
2024,176,0,52453,Nicolai Højgaard,1122
2024,177,0,34466,Peter Malnati,1123
2024,178,0,35617,Martin Trainer,1126
2024,179,0,51070,Vincent Norrman,1128
2024,180,0,48119,Ben Taylor,1163
2024,181,0,29478,Kevin Kisner,1218
2024,182,0,27649,Brandt Snedeker,1230
2024,183,0,27770,Camilo Villegas,1235
2024,184,0,34374,Erik Barnes,1264
2023,1,0,52955,Ludvig Åberg,207
2023,2,0,46717,Viktor Hovland,216
2023,3,0,58696,Peter Kuest,227
2023,4,0,46970,Jon Rahm,283
2023,5,0,46046,Scottie Scheffler,328
2023,6,0,56630,Akshay Bhatia,338
2023,7,0,48081,Xander Schauffele,339
2023,8,0,35450,Patrick Cantlay,341
2023,9,0,50525,Collin Morikawa,355
2023,10,0,39977,Max Homa,357
