YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
2019,0,24361,Pat Perez,50.0,46,92,40.0
2019,0,47347,Adam Schenk,50.0,68,136,43.0
2019,0,32333,Kevin Tway,50.0,63,126,37.0
2019,0,35532,Tom Hoge,49.65,70,141,37.0
2019,0,27958,Ryan Blaum,49.62,66,133,39.0
2019,0,30110,Kyle Stanley,49.61,63,127,47.0
2019,0,35449,Adam Long,49.59,61,123,40.0
2019,0,25804,Bubba Watson,49.47,47,95,25.0
2019,0,29725,Tony Finau,49.38,80,162,38.0
2019,0,21528,Henrik Stenson,49.33,37,75,20.0
2019,0,29970,Dylan Frittelli,49.15,58,118,25.0
2019,0,27936,Martin Laird,49.11,55,112,30.0
2019,0,39971,Sungjae Im,48.95,93,190,59.0
2019,0,26476,Chez Reavie,48.92,68,139,47.0
2019,0,46435,Austin Cook,48.89,66,135,43.0
2019,0,48822,Sebastián Muñoz,48.82,62,127,32.0
2019,0,32640,Troy Merritt,48.78,40,82,31.0
2019,0,47993,Denny McCarthy,48.76,59,121,41.0
2019,0,35421,Brandon Harkins,48.65,72,148,54.0
2019,0,35879,Kelly Kraft,48.65,72,148,58.0
2019,0,19846,Brian Gay,48.25,69,143,59.0
2019,0,49964,Aaron Wise,48.19,40,83,27.0
2019,0,37380,Curtis Luck,48.04,49,102,36.0
2019,0,31646,Emiliano Grillo,47.93,58,121,37.0
2019,0,29420,Billy Horschel,47.86,67,140,43.0
2019,0,29223,Sam Saunders,47.86,56,117,38.0
2019,0,40098,Matt Fitzpatrick,47.67,41,86,34.0
2019,0,30191,Julián Etulain,47.54,58,122,38.0
2019,0,21961,Charles Howell III,47.52,67,141,47.0
2019,0,30944,Jason Kokrak,47.5,57,120,31.0
2019,0,40115,Adam Svensson,47.37,45,95,29.0
2019,0,30946,Alex Prugh,47.31,44,93,34.0
2019,0,39324,J.J. Spaun,47.12,49,104,33.0
2019,0,32200,Roberto Castro,46.94,46,98,27.0
2019,0,45157,Cam Davis,46.81,44,94,31.0
2019,0,25493,Nick Taylor,46.79,73,156,43.0
2019,0,34431,Robert Streb,46.67,56,120,46.0
2019,0,45526,Abraham Ancer,46.62,62,133,44.0
2019,0,24781,Hunter Mahan,46.6,48,103,38.0
2019,0,27895,Jonas Blixt,46.55,54,116,35.0
2019,0,39975,Michael Kim,46.55,54,116,56.0
2019,0,27129,Luke List,46.46,59,127,36.0
2019,0,20572,Rod Pampling,46.23,49,106,41.0
2019,0,37340,Chase Wright,46.08,47,102,36.0
2019,0,36699,Patrick Rodgers,46.07,41,89,30.0
2019,0,29478,Kevin Kisner,45.83,66,144,58.0
2019,0,37454,Whee Kim,45.53,56,123,54.0
2019,0,26596,Ryan Moore,45.53,56,123,40.0
2019,0,28679,Fabián Gómez,45.35,39,86,25.0
2019,0,47128,Richy Werenski,45.24,57,126,41.0
2019,0,33141,Keegan Bradley,44.92,53,118,39.0
2019,0,45609,Tyler Duncan,44.55,45,101,41.0
2019,0,27349,Alex Noren,44.54,53,119,46.0
2019,0,46601,Trey Mullinax,44.44,48,108,31.0
2019,0,29535,Brice Garnett,44.36,59,133,41.0
2019,0,39977,Max Homa,44.2,61,138,60.0
2019,0,31557,Jim Herman,44.16,34,77,31.0
2019,0,25364,Paul Casey,43.7,52,119,39.0
2019,0,49298,Kramer Hickok,43.64,48,110,41.0
2019,0,49766,Hank Lebioda,43.43,43,99,32.0
2019,0,27064,Jhonattan Vegas,43.43,43,99,41.0
2019,0,34306,John Chin,43.37,36,83,32.0
2019,0,34098,Russell Henley,43.27,45,104,39.0
2019,0,23320,Ryan Palmer,42.73,47,110,39.0
2019,0,21731,Freddie Jacobson,42.47,31,73,32.0
2019,0,20472,Alex Cejka,41.98,34,81,37.0
2019,0,27556,Ted Potter Jr.,41.79,56,134,62.0
2019,0,36852,Jim Knous,41.46,34,82,29.0
2019,0,39954,Cody Gribble,41.3,38,92,51.0
2019,0,24925,Jonathan Byrd,41.18,28,68,32.0
2019,0,47504,Sam Burns,41.09,53,129,58.0
2019,0,49960,Sepp Straka,41.07,46,112,35.0
2019,0,35506,Mackenzie Hughes,40.68,48,118,47.0
2019,0,35732,Wes Roach,40.66,37,91,27.0
2019,0,47856,Seth Reeves,40.38,42,104,45.0
2019,0,26951,Johnson Wagner,40.24,33,82,28.0
2019,0,23353,J.J. Henry,39.76,33,83,33.0
2019,0,12716,Charley Hoffman,39.32,46,117,50.0
2019,0,47990,Kyle Jones,39.0,39,100,39.0
2019,0,32816,Satoshi Kodaira,38.95,37,95,54.0
2019,0,29518,Brendan Steele,38.95,37,95,40.0
2019,0,27330,Josh Teater,37.5,36,96,42.0
2019,0,52372,Cameron Champ,37.04,40,108,44.0
2018,0,23541,Ben Crane,66.0,66,100,20.0
2018,0,26329,Louis Oosthuizen,64.29,72,112,25.0
2018,0,29221,Webb Simpson,62.91,95,151,31.0
2018,0,28089,Jason Day,62.5,85,136,32.0
2018,0,37454,Whee Kim,61.82,102,165,37.0
2018,0,40058,Zac Blair,61.63,53,86,24.0
2018,0,25396,Kevin Na,61.49,91,148,30.0
2018,0,22405,Justin Rose,61.16,74,121,22.0
2018,0,28252,Seamus Power,60.94,78,128,29.0
2018,0,23108,Matt Kuchar,60.81,90,148,40.0
2018,0,23621,Rory Sabbatini,60.67,108,178,28.0
2018,0,32102,Rickie Fowler,60.5,72,119,21.0
2018,0,27942,Rob Oppenheim,60.0,66,110,29.0
2018,0,20472,Alex Cejka,59.35,73,123,34.0
2018,0,1810,Phil Mickelson,58.6,92,157,39.0
2018,0,33413,Ben Martin,57.69,75,130,34.0
2018,0,25240,D.A. Points,57.66,64,111,45.0
2018,0,24925,Jonathan Byrd,57.65,49,85,21.0
2018,0,24924,Bill Haas,57.26,71,124,27.0
2018,0,22371,Aaron Baddeley,57.04,77,135,35.0
2018,0,26499,Rafa Cabrera Bello,56.9,66,116,35.0
2018,0,34466,Peter Malnati,56.69,89,157,57.0
2018,0,34360,Patrick Reed,56.68,106,187,38.0
2018,0,27649,Brandt Snedeker,56.67,85,150,48.0
2018,0,35891,Cameron Smith,56.52,91,161,41.0
2018,0,21961,Charles Howell III,55.76,92,165,45.0
2018,0,30692,Scott Stallings,55.63,89,160,40.0
2018,0,29926,Danny Lee,55.62,99,178,41.0
2018,0,21528,Henrik Stenson,55.56,40,72,21.0
2018,0,25493,Nick Taylor,55.56,75,135,38.0
2018,0,31646,Emiliano Grillo,54.84,85,155,40.0
2018,0,22056,Cameron Percy,54.79,40,73,24.0
2018,0,34363,Tyrrell Hatton,54.65,47,86,33.0
2018,0,27141,J.B. Holmes,54.55,84,154,30.0
2018,0,25364,Paul Casey,54.46,55,101,34.0
2018,0,34021,Bud Cauley,54.37,56,103,29.0
2018,0,33448,Justin Thomas,54.29,76,140,27.0
2018,0,29484,Peter Uihlein,54.24,64,118,36.0
2018,0,35461,Beau Hossler,54.19,97,179,40.0
2018,0,45526,Abraham Ancer,54.12,92,170,33.0
2018,0,34358,Jonathan Randolph,54.03,67,124,44.0
2018,0,30926,Chris Kirk,54.01,101,187,38.0
2018,0,35450,Patrick Cantlay,53.91,62,115,23.0
2018,0,36689,Brooks Koepka,53.76,50,93,23.0
2018,0,46435,Austin Cook,53.45,93,174,54.0
2018,0,35421,Brandon Harkins,53.42,86,161,53.0
2018,0,27963,Chris Stroud,53.42,78,146,47.0
2018,0,29461,Jamie Lovemark,53.33,96,180,43.0
2018,0,25632,Jimmy Walker,53.33,80,150,49.0
2018,0,31202,William McGirt,53.28,73,137,42.0
2018,0,19846,Brian Gay,53.1,77,145,55.0
2018,0,24024,Zach Johnson,52.98,80,151,38.0
2018,0,33419,Cameron Tringale,52.81,47,89,32.0
2018,0,26951,Johnson Wagner,52.75,48,91,16.0
2018,0,35545,Blayne Barber,52.73,58,110,38.0
2018,0,19803,Ryan Armour,52.54,93,177,59.0
2018,0,25834,Daniel Summerhays,52.44,43,82,38.0
2018,0,28237,Rory McIlroy,52.43,54,103,26.0
2018,0,27129,Luke List,52.22,94,180,35.0
2018,0,33122,Russell Knox,52.21,71,136,38.0
2018,0,30925,Dustin Johnson,52.17,48,92,24.0
2018,0,27895,Jonas Blixt,52.13,49,94,26.0
2018,0,32839,Hideki Matsuyama,52.04,51,98,40.0
2018,0,37189,Harold Varner III,51.95,80,154,33.0
2018,0,34076,Joel Dahmen,51.85,70,135,31.0
2018,0,27349,Alex Noren,51.85,56,108,28.0
2018,0,29223,Sam Saunders,51.75,74,143,46.0
2018,0,29420,Billy Horschel,51.72,60,116,37.0
2018,0,36699,Patrick Rodgers,51.72,75,145,40.0
2018,0,30911,Tommy Fleetwood,51.67,62,120,46.0
2018,0,37455,Si Woo Kim,51.67,108,209,65.0
2018,0,24846,Ricky Barnes,51.65,47,91,30.0
2018,0,25900,Lucas Glover,51.61,64,124,36.0
2018,0,46402,Talor Gooch,51.52,68,132,37.0
2018,0,34264,Hudson Swafford,51.52,51,99,27.0
2018,0,46501,Ollie Schniederjans,51.48,87,169,64.0
2018,0,31420,Anirban Lahiri,51.46,88,171,55.0
2018,0,26300,Matt Jones,51.38,56,109,38.0
2018,0,34046,Jordan Spieth,51.33,58,113,29.0
2018,0,22582,Kyle Thompson,51.28,40,78,24.0
2018,0,27556,Ted Potter Jr.,51.27,81,158,60.0
2018,0,24140,Sean O'Hair,51.09,70,137,47.0
2018,0,25686,Jason Dufner,50.94,54,106,31.0
2018,0,33204,Shane Lowry,50.54,47,93,26.0
2018,0,27936,Martin Laird,50.48,53,105,31.0
2018,0,20593,Greg Chalmers,50.44,57,113,50.0
2018,0,35310,Lanto Griffin,50.43,59,117,46.0
2018,0,24138,Ian Poulter,50.42,60,119,49.0
2018,0,24502,Adam Scott,50.38,67,133,50.0
2018,0,27974,Sung Kang,50.34,75,149,64.0
2018,0,12510,Chad Campbell,50.0,71,142,57.0
2018,0,35376,Roberto Díaz,50.0,68,136,49.0
2018,0,49771,J.T. Poston,50.0,56,112,40.0
2018,0,50526,Tom Lovelady,49.65,71,143,48.0
2018,0,48084,Wesley Bryan,49.58,59,119,48.0
2018,0,32333,Kevin Tway,49.44,89,180,46.0
2018,0,35532,Tom Hoge,49.36,77,156,51.0
2018,0,20229,Stewart Cink,49.29,69,140,49.0
2018,0,26331,Charl Schwartzel,49.26,67,136,42.0
2018,0,32254,Xinjun Zhang,49.23,64,130,44.0
2018,0,28132,Tyrone Van Aswegen,49.01,74,151,47.0
2018,0,29222,Billy Hurley III,48.96,47,96,35.0
2018,0,33948,Byeong Hun An,48.85,64,131,44.0
2018,0,28307,Matt Every,48.84,63,129,53.0
2018,0,39975,Michael Kim,48.84,63,129,45.0
2018,0,26851,Marc Leishman,48.81,82,168,55.0
2018,0,34256,Andrew Putnam,48.8,61,125,39.0
2018,0,39954,Cody Gribble,48.72,57,117,47.0
2018,0,47959,Bryson DeChambeau,48.67,73,150,47.0
2018,0,39546,Keith Mitchell,48.61,70,144,42.0
2018,0,32150,Michael Thompson,48.61,35,72,22.0
2018,0,28775,Nate Lashley,48.57,34,70,21.0
2018,0,46970,Jon Rahm,48.54,50,103,25.0
2018,0,32448,James Hahn,48.48,64,132,41.0
2018,0,32640,Troy Merritt,48.47,79,163,49.0
2018,0,34409,David Lingmerth,48.41,61,126,51.0
2018,0,48081,Xander Schauffele,48.4,91,188,49.0
2018,0,29485,Brett Stegmaier,48.28,28,58,20.0
2018,0,39328,Conrad Shindler,48.15,39,81,32.0
2018,0,8793,Tiger Woods,48.15,52,108,33.0
2018,0,31560,Brian Stuard,48.03,73,152,67.0
2018,0,29518,Brendan Steele,48.0,48,100,34.0
2018,0,46601,Trey Mullinax,47.97,59,123,41.0
2018,0,49964,Aaron Wise,47.92,69,144,47.0
2018,0,25198,Francesco Molinari,47.9,57,119,37.0
2018,0,25892,Steve Wheatcroft,47.73,42,88,35.0
2018,0,23325,Vaughn Taylor,47.65,71,149,65.0
2018,0,26758,David Hearn,47.62,40,84,30.0
2018,0,32876,Martin Piller,47.62,70,147,63.0
2018,0,33418,Shawn Stefani,47.5,57,120,42.0
2018,0,29974,Branden Grace,47.46,56,118,38.0
2018,0,25572,Graeme McDowell,47.37,54,114,36.0
2018,0,33399,Adam Hadwin,47.34,80,169,47.0
2018,0,40026,Daniel Berger,47.33,62,131,50.0
2018,0,27214,Kevin Streelman,47.24,77,163,52.0
2018,0,27644,Brian Harman,47.22,68,144,42.0
2018,0,24361,Pat Perez,47.2,59,125,48.0
2018,0,26596,Ryan Moore,47.14,66,140,43.0
2018,0,34174,John Huh,47.06,72,153,62.0
2018,0,36799,Stephan Jaeger,46.97,62,132,56.0
2018,0,30978,Kiradech Aphibarnrat,46.88,45,96,39.0
2018,0,32757,Patton Kizzire,46.83,59,126,43.0
2018,0,37338,Zecheng Dou,46.51,40,86,30.0
2018,0,10809,Jim Furyk,46.25,37,80,37.0
2018,0,30110,Kyle Stanley,46.2,73,158,49.0
2018,0,47993,Denny McCarthy,46.15,42,91,31.0
2018,0,23320,Ryan Palmer,46.15,60,130,42.0
2018,0,34563,Chesson Hadley,46.1,71,154,59.0
2018,0,29268,Bronson Burgoon,45.95,51,111,32.0
2018,0,47125,Matt Atkins,45.65,42,92,35.0
2018,0,33141,Keegan Bradley,45.2,80,177,64.0
2018,0,12716,Charley Hoffman,45.14,65,144,60.0
2018,0,34431,Robert Streb,45.0,63,140,70.0
2018,0,25818,Scott Piercy,44.96,58,129,49.0
2018,0,35879,Kelly Kraft,44.94,71,158,70.0
2018,0,40009,Dominic Bozzelli,44.8,56,125,54.0
2018,0,34099,Harris English,44.67,67,150,44.0
2018,0,39327,Ben Silverman,44.67,67,150,61.0
2018,0,29725,Tony Finau,44.38,75,169,50.0
2018,0,39997,Corey Conners,44.27,58,131,46.0
2018,0,25804,Bubba Watson,44.2,61,138,46.0
2018,0,32366,Kevin Chappell,44.07,52,118,49.0
2018,0,29478,Kevin Kisner,44.0,55,125,47.0
2018,0,37278,Nicholas Lindheim,43.96,40,91,36.0
2018,0,34213,Grayson Murray,43.93,76,173,67.0
2018,0,39324,J.J. Spaun,43.9,54,123,52.0
2018,0,27095,Nick Watney,43.79,74,169,51.0
2018,0,31416,Derek Fathauer,43.62,65,149,68.0
2018,0,37275,Sam Ryder,43.48,50,115,36.0
2018,0,47128,Richy Werenski,43.33,65,150,69.0
2018,0,24358,Robert Garrigus,43.2,54,125,41.0
2018,0,28679,Fabián Gómez,43.2,54,125,53.0
2018,0,20572,Rod Pampling,43.2,54,125,53.0
2018,0,26476,Chez Reavie,43.06,62,144,62.0
2018,0,29479,Scott Brown,42.86,69,161,68.0
2018,0,33410,Andrew Landry,42.64,55,129,47.0
2018,0,34098,Russell Henley,42.54,57,134,58.0
2018,0,47347,Adam Schenk,42.36,61,144,51.0
2018,0,23353,J.J. Henry,42.22,38,90,37.0
2018,0,29908,C.T. Pan,42.07,61,145,52.0
2018,0,20157,Retief Goosen,41.89,31,74,31.0
2018,0,35506,Mackenzie Hughes,41.74,48,115,50.0
2018,0,27958,Ryan Blaum,41.54,54,130,48.0
2018,0,31323,Gary Woodland,41.49,78,188,70.0
2018,0,29535,Brice Garnett,41.43,58,140,52.0
2018,0,24781,Hunter Mahan,40.95,43,105,43.0
2018,0,30944,Jason Kokrak,40.88,65,159,60.0
2018,0,28500,Martin Flores,40.65,63,155,73.0
2018,0,27064,Jhonattan Vegas,39.64,67,169,83.0
2018,0,32816,Satoshi Kodaira,39.53,34,86,45.0
2018,0,47287,Ethan Tracy,34.86,38,109,51.0
2018,0,35544,Andrew Yun,34.33,23,67,37.0
2018,0,45609,Tyler Duncan,32.43,48,148,67.0
2017,0,32102,Rickie Fowler,68.66,92,134,13.0
2017,0,23983,Luke Donald,64.44,58,90,29.0
2017,0,28237,Rory McIlroy,63.24,43,68,11.0
2017,0,29289,S.Y. Noh,61.9,78,126,23.0
2017,0,29221,Webb Simpson,61.49,99,161,37.0
2017,0,26329,Louis Oosthuizen,61.22,60,98,26.0
2017,0,33399,Adam Hadwin,61.11,110,180,34.0
2017,0,25349,Tim Wilkinson,61.05,58,95,28.0
2017,0,28132,Tyrone Van Aswegen,60.78,93,153,35.0
2017,0,31323,Gary Woodland,60.68,71,117,15.0
2017,0,24138,Ian Poulter,59.29,67,113,24.0
2017,0,46970,Jon Rahm,59.12,81,137,26.0
2017,0,34099,Harris English,58.97,69,117,31.0
2017,0,27644,Brian Harman,58.7,108,184,44.0
2017,0,22371,Aaron Baddeley,58.42,59,101,15.0
2017,0,32150,Michael Thompson,58.16,57,98,28.0
2017,0,35532,Tom Hoge,58.06,36,62,17.0
2017,0,25632,Jimmy Walker,57.89,66,114,40.0
2017,0,25274,Steven Bowditch,57.8,63,109,49.0
2017,0,26331,Charl Schwartzel,57.61,53,92,20.0
2017,0,23108,Matt Kuchar,57.55,80,139,41.0
2017,0,22046,Geoff Ogilvy,57.5,69,120,46.0
2017,0,23800,Bryce Molder,57.24,83,145,46.0
2017,0,34174,John Huh,57.23,99,173,40.0
2017,0,46443,Brian Campbell,57.14,44,77,24.0
2017,0,26300,Matt Jones,57.14,56,98,16.0
2017,0,40058,Zac Blair,56.29,85,151,51.0
2017,0,27649,Brandt Snedeker,56.25,45,80,19.0
2017,0,27095,Nick Watney,56.1,46,82,11.0
2017,0,34409,David Lingmerth,56.06,74,132,39.0
2017,0,22405,Justin Rose,55.93,66,118,19.0
2017,0,23325,Vaughn Taylor,55.8,77,138,35.0
2017,0,34046,Jordan Spieth,55.79,53,95,19.0
2017,0,28252,Seamus Power,55.74,68,122,32.0
2017,0,26758,David Hearn,55.35,88,159,57.0
2017,0,48084,Wesley Bryan,55.33,83,150,61.0
2017,0,27895,Jonas Blixt,55.28,89,161,52.0
2017,0,24781,Hunter Mahan,55.22,74,134,41.0
2017,0,46550,Brandon Hagy,54.69,70,128,36.0
2017,0,25396,Kevin Na,54.55,72,132,40.0
2017,0,24361,Pat Perez,54.55,84,154,52.0
2017,0,46501,Ollie Schniederjans,54.55,84,154,46.0
2017,0,23541,Ben Crane,54.48,73,134,40.0
2017,0,33461,Morgan Hoffmann,54.43,86,158,57.0
2017,0,19846,Brian Gay,54.17,65,120,50.0
2017,0,29908,C.T. Pan,54.17,78,144,31.0
2017,0,37278,Nicholas Lindheim,53.93,48,89,32.0
2017,0,28089,Jason Day,53.92,55,102,35.0
2017,0,48081,Xander Schauffele,53.91,69,128,39.0
2017,0,25198,Francesco Molinari,53.85,49,91,21.0
2017,0,24502,Adam Scott,53.85,49,91,17.0
2017,0,29223,Sam Saunders,53.7,58,108,42.0
2017,0,29720,Andres Gonzales,53.68,51,95,19.0
2017,0,29926,Danny Lee,53.68,73,136,29.0
2017,0,24924,Bill Haas,53.57,75,140,28.0
2017,0,39975,Michael Kim,53.52,76,142,46.0
2017,0,46601,Trey Mullinax,53.51,61,114,32.0
2017,0,26499,Rafa Cabrera Bello,53.33,56,105,32.0
2017,0,37454,Whee Kim,53.33,56,105,29.0
2017,0,1810,Phil Mickelson,53.33,72,135,48.0
2017,0,31646,Emiliano Grillo,53.28,73,137,35.0
2017,0,25720,Chad Collins,53.21,58,109,44.0
2017,0,29461,Jamie Lovemark,53.18,92,173,45.0
2017,0,21209,Sergio Garcia,53.1,60,113,25.0
2017,0,12716,Charley Hoffman,53.09,103,194,50.0
2017,0,34466,Peter Malnati,53.06,78,147,49.0
2017,0,26851,Marc Leishman,53.02,79,149,44.0
2017,0,12510,Chad Campbell,52.99,62,117,29.0
2017,0,22056,Cameron Percy,52.94,45,85,31.0
2017,0,33419,Cameron Tringale,52.94,63,119,40.0
2017,0,33413,Ben Martin,52.9,82,155,49.0
2017,0,29479,Scott Brown,52.7,78,148,51.0
2017,0,32640,Troy Merritt,52.38,55,105,37.0
2017,0,20157,Retief Goosen,52.31,34,65,24.0
2017,0,31420,Anirban Lahiri,52.31,68,130,42.0
2017,0,26476,Chez Reavie,52.29,80,153,57.0
2017,0,29478,Kevin Kisner,52.14,73,140,47.0
2017,0,23621,Rory Sabbatini,52.04,51,98,27.0
2017,0,20104,Ken Duke,52.03,64,123,51.0
2017,0,29725,Tony Finau,52.0,78,150,49.0
2017,0,24024,Zach Johnson,51.64,63,122,45.0
2017,0,34213,Grayson Murray,51.57,82,159,55.0
2017,0,34264,Hudson Swafford,51.53,84,163,52.0
2017,0,26951,Johnson Wagner,51.49,52,101,34.0
2017,0,27974,Sung Kang,51.45,89,173,56.0
2017,0,24140,Sean O'Hair,51.41,73,142,45.0
2017,0,28679,Fabián Gómez,51.35,57,111,43.0
2017,0,21961,Charles Howell III,51.35,57,111,41.0
2017,0,33120,Mark Anderson,51.28,40,78,27.0
2017,0,30926,Chris Kirk,51.26,61,119,31.0
2017,0,35450,Patrick Cantlay,51.14,45,88,23.0
2017,0,24357,K.J. Choi,51.09,47,92,32.0
2017,0,34360,Patrick Reed,51.09,94,184,64.0
2017,0,24846,Ricky Barnes,51.05,73,143,50.0
2017,0,20771,Steven Alker,50.96,53,104,39.0
2017,0,32839,Hideki Matsuyama,50.88,58,114,37.0
2017,0,27958,Ryan Blaum,50.74,69,136,49.0
2017,0,29974,Branden Grace,50.51,50,99,48.0
2017,0,25572,Graeme McDowell,50.51,50,99,32.0
2017,0,35545,Blayne Barber,50.43,58,115,46.0
2017,0,36801,Mark Hubbard,50.39,64,127,55.0
2017,0,20593,Greg Chalmers,50.0,72,144,58.0
2017,0,35110,Brett Drewitt,50.0,34,68,22.0
2017,0,6522,Ernie Els,50.0,48,96,42.0
2017,0,28500,Martin Flores,50.0,56,112,33.0
2017,0,32757,Patton Kizzire,50.0,62,124,51.0
2017,0,27214,Kevin Streelman,49.66,72,145,53.0
2017,0,39954,Cody Gribble,49.61,64,129,53.0
2017,0,25900,Lucas Glover,49.33,74,150,52.0
2017,0,35891,Cameron Smith,49.18,60,122,45.0
2017,0,25834,Daniel Summerhays,49.14,86,175,63.0
2017,0,22986,Søren Kjeldsen,48.98,48,98,38.0
2017,0,32200,Roberto Castro,48.94,46,94,46.0
2017,0,30852,Ryo Ishikawa,48.91,45,92,30.0
2017,0,33948,Byeong Hun An,48.87,65,133,40.0
2017,0,33141,Keegan Bradley,48.81,82,168,55.0
2017,0,46732,Rick Lamb,48.78,40,82,33.0
2017,0,29476,Kyle Reifers,48.73,77,158,49.0
2017,0,48822,Sebastián Muñoz,48.72,38,78,25.0
2017,0,46440,Smylie Kaufman,48.67,55,113,38.0
2017,0,24358,Robert Garrigus,48.51,49,101,36.0
2017,0,33448,Justin Thomas,48.21,54,112,39.0
2017,0,36689,Brooks Koepka,48.2,67,139,44.0
2017,0,29740,Brad Fritsch,48.19,40,83,39.0
2017,0,25345,Carl Pettersson,48.0,48,100,45.0
2017,0,32448,James Hahn,47.97,71,148,50.0
2017,0,37189,Harold Varner III,47.97,71,148,53.0
2017,0,28420,Ryan Brehm,47.92,46,96,27.0
2017,0,37455,Si Woo Kim,47.92,69,144,62.0
2017,0,27466,Spencer Levin,47.86,56,117,52.0
2017,0,33204,Shane Lowry,47.83,33,69,29.0
2017,0,20572,Rod Pampling,47.79,65,136,56.0
2017,0,30110,Kyle Stanley,47.73,84,176,52.0
2017,0,25493,Nick Taylor,47.71,73,153,38.0
2017,0,25191,Gonzalo Fernandez-Castaño,47.56,39,82,25.0
2017,0,25240,D.A. Points,47.47,47,99,41.0
2017,0,26596,Ryan Moore,47.3,70,148,59.0
2017,0,23497,Tag Ridings,47.25,43,91,22.0
2017,0,27936,Martin Laird,47.2,59,125,50.0
2017,0,35506,Mackenzie Hughes,47.02,71,151,43.0
2017,0,27770,Camilo Villegas,46.96,54,115,55.0
2017,0,31202,William McGirt,46.77,58,124,38.0
2017,0,34021,Bud Cauley,46.76,65,139,43.0
2017,0,20472,Alex Cejka,46.55,54,116,50.0
2017,0,27129,Luke List,46.43,78,168,68.0
2017,0,31560,Brian Stuard,46.43,65,140,68.0
2017,0,25804,Bubba Watson,46.32,44,95,34.0
2017,0,34098,Russell Henley,46.05,70,152,68.0
2017,0,47959,Bryson DeChambeau,46.0,69,150,53.0
2017,0,34358,Jonathan Randolph,45.95,51,111,42.0
2017,0,27064,Jhonattan Vegas,45.74,59,129,36.0
2017,0,33418,Shawn Stefani,45.71,48,105,27.0
2017,0,32333,Kevin Tway,45.7,69,151,44.0
2017,0,34431,Robert Streb,45.66,79,173,84.0
2017,0,10809,Jim Furyk,45.61,26,57,26.0
2017,0,27963,Chris Stroud,45.54,46,101,45.0
2017,0,25892,Steve Wheatcroft,45.54,46,101,36.0
2017,0,28093,Miguel Angel Carballo,45.45,40,88,36.0
2017,0,39324,J.J. Spaun,45.45,60,132,66.0
2017,0,29420,Billy Horschel,44.88,57,127,55.0
2017,0,47128,Richy Werenski,44.74,51,114,47.0
2017,0,26289,Boo Weekley,44.64,50,112,40.0
2017,0,29485,Brett Stegmaier,44.57,41,92,47.0
2017,0,31416,Derek Fathauer,44.37,63,142,76.0
2017,0,30925,Dustin Johnson,44.32,39,88,27.0
2017,0,30692,Scott Stallings,44.26,54,122,44.0
2017,0,23320,Ryan Palmer,43.59,34,78,30.0
2017,0,29222,Billy Hurley III,43.48,50,115,55.0
2017,0,29518,Brendan Steele,43.33,52,120,54.0
2017,0,40009,Dominic Bozzelli,43.24,48,111,39.0
2017,0,40026,Daniel Berger,43.18,57,132,53.0
2017,0,30191,Julián Etulain,42.86,42,98,37.0
2017,0,27141,J.B. Holmes,42.86,42,98,40.0
2017,0,32366,Kevin Chappell,42.75,59,138,60.0
2017,0,35879,Kelly Kraft,42.66,61,143,73.0
2017,0,25686,Jason Dufner,42.06,53,126,65.0
2017,0,49771,J.T. Poston,41.98,55,131,54.0
2017,0,28307,Matt Every,41.27,52,126,56.0
2017,0,23353,J.J. Henry,40.32,50,124,60.0
2017,0,27436,Graham DeLaet,40.0,44,110,33.0
2017,0,36699,Patrick Rodgers,39.82,45,113,38.0
2017,0,35300,Andrew Loupe,39.8,39,98,43.0
2017,0,24507,Jason Bohn,39.56,36,91,43.0
2017,0,25364,Paul Casey,39.17,47,120,48.0
2017,0,20229,Stewart Cink,38.4,48,125,55.0
2017,0,25818,Scott Piercy,37.96,41,108,54.0
2017,0,33122,Russell Knox,37.93,44,116,47.0
2017,0,31557,Jim Herman,37.59,50,133,57.0
2017,0,19803,Ryan Armour,37.33,28,75,36.0
2017,0,30944,Jason Kokrak,36.81,53,144,64.0
2016,0,24140,Sean O'Hair,62.42,93,149,29.0
2016,0,28089,Jason Day,62.26,66,106,23.0
2016,0,1810,Phil Mickelson,61.54,80,130,29.0
2016,0,27895,Jonas Blixt,61.29,95,155,31.0
2016,0,22371,Aaron Baddeley,61.07,91,149,29.0
2016,0,34262,Jon Curran,61.05,116,190,64.0
2016,0,30927,Brendon Todd,59.48,69,116,40.0
2016,0,34174,John Huh,59.44,85,143,33.0
2016,0,10885,Robert Allenby,59.15,42,71,24.0
2016,0,28132,Tyrone Van Aswegen,58.96,102,173,51.0
2016,0,23800,Bryce Molder,58.27,81,139,37.0
2016,0,32876,Martin Piller,58.23,46,79,37.0
2016,0,21209,Sergio Garcia,57.83,48,83,14.0
2016,0,20766,Padraig Harrington,57.83,48,83,23.0
2016,0,39975,Michael Kim,57.83,96,166,50.0
2016,0,2206,David Toms,57.47,50,87,37.0
2016,0,25274,Steven Bowditch,57.43,85,148,58.0
2016,0,30926,Chris Kirk,57.42,89,155,51.0
2016,0,20098,Stuart Appleby,57.27,63,110,33.0
2016,0,27649,Brandt Snedeker,57.14,80,140,32.0
2016,0,34098,Russell Henley,56.8,71,125,32.0
2016,0,29926,Danny Lee,56.8,96,169,59.0
2016,0,34360,Patrick Reed,56.71,93,164,36.0
2016,0,23541,Ben Crane,56.59,73,129,35.0
