YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
2010,0,21350,Ryuji Imada,64.51,1045,1620,-0.27
2010,0,27613,David Lutterus,64.29,729,1134,-0.21
2010,0,21959,Ted Purdy,63.96,944,1476,-0.24
2010,0,2239,Scott Verplank,63.85,839,1314,-0.26
2010,0,25345,Carl Pettersson,63.8,1045,1638,-0.29
2010,0,25892,Steve Wheatcroft,63.47,754,1188,-0.25
2010,0,19846,Brian Gay,63.44,1119,1764,-0.27
2010,0,25720,Chad Collins,63.29,900,1422,-0.27
2010,0,26392,Chris Wilson,63.28,672,1062,-0.21
2010,0,23718,Nathan Green,63.18,978,1548,-0.24
2010,0,21753,Brian Davis,63.09,1147,1818,-0.24
2010,0,7457,Steve Flesch,62.76,836,1332,-0.25
2010,0,12755,Vance Veazey,62.71,587,936,-0.22
2010,0,7363,Craig Bowden,62.64,575,918,-0.18
2010,0,1619,Skip Kendall,62.56,563,900,-0.23
2010,0,6514,Kevin Johnson,62.5,630,1008,-0.21
2010,0,24138,Ian Poulter,62.47,551,882,-0.23
2010,0,27649,Brandt Snedeker,62.36,999,1602,-0.31
2010,0,27797,Derek Lamely,61.93,836,1350,-0.25
2010,0,20766,Padraig Harrington,61.9,624,1008,-0.29
2010,0,20098,Stuart Appleby,61.84,1102,1782,-0.26
2010,0,23613,Rich Barcelo,61.72,711,1152,-0.27
2010,0,20850,Daniel Chopra,61.64,821,1332,-0.27
2010,0,6012,Greg Kraft,60.63,502,828,-0.19
2010,0,20070,Matt Bettencourt,60.17,899,1494,-0.3
2010,0,1329,Brad Faxon,59.05,574,972,-0.26
2010,0,32617,Jerod Turner,58.94,488,828,-0.25
2010,0,10423,Mike Weir,57.89,594,1026,-0.26
2009,0,20645,John Senden,70.89,1276,1800,-0.26
2009,0,24925,Jonathan Byrd,70.59,1080,1530,-0.29
2009,0,6621,Joe Durant,70.58,686,972,-0.24
2009,0,24358,Robert Garrigus,70.53,1003,1422,-0.26
2009,0,10425,Jay Williamson,70.49,774,1098,-0.19
2009,0,20691,Greg Owen,70.41,1128,1602,-0.24
2009,0,23788,D.J. Trahan,70.37,1216,1728,-0.26
2009,0,24507,Jason Bohn,69.63,1103,1584,-0.26
2009,0,12510,Chad Campbell,69.19,1071,1548,-0.25
2009,0,20498,Briny Baird,68.95,1055,1530,-0.24
2009,0,1677,Tom Lehman,68.95,633,918,-0.17
2009,0,27963,Chris Stroud,68.72,1039,1512,-0.27
2009,0,8845,Scott Sterling,68.6,531,774,-0.22
2009,0,23349,Charles Warren,68.52,703,1026,-0.25
2009,0,22548,Patrick Sheehan,68.48,530,774,-0.23
2009,0,8793,Tiger Woods,68.46,764,1116,-0.32
2009,0,23614,Rich Beem,68.44,850,1242,-0.24
2009,0,27120,Troy Matteson,68.38,1120,1638,-0.25
2009,0,24781,Hunter Mahan,68.36,1132,1656,-0.28
2009,0,2206,David Toms,68.32,1156,1692,-0.27
2009,0,28158,Steve Marino,68.26,1155,1692,-0.27
2009,0,1724,Jeff Maggert,68.21,970,1422,-0.21
2009,0,24846,Ricky Barnes,68.17,724,1062,-0.2
2009,0,10885,Robert Allenby,68.1,858,1260,-0.2
2009,0,23353,J.J. Henry,68.1,1140,1674,-0.23
2009,0,24912,Will MacKenzie,67.87,843,1242,-0.22
2009,0,24140,Sean O'Hair,67.84,928,1368,-0.27
2009,0,24024,Zach Johnson,67.81,1123,1656,-0.28
2009,0,2214,Kirk Triplett,67.78,732,1080,-0.21
2009,0,6004,Stephen Ames,67.7,914,1350,-0.3
2009,0,26497,Casey Wittenberg,67.64,767,1134,-0.22
2009,0,22293,Heath Slocum,67.58,1107,1638,-0.24
2009,0,1313,Steve Elkington,67.46,850,1260,-0.25
2009,0,24924,Bill Haas,67.37,1055,1566,-0.27
2009,0,27466,Spencer Levin,67.37,861,1278,-0.23
2009,0,1945,Kenny Perry,67.34,1103,1638,-0.26
2009,0,6197,Michael Allen,67.23,835,1242,-0.26
2009,0,26300,Matt Jones,67.22,605,900,-0.27
2009,0,26851,Marc Leishman,67.18,1052,1566,-0.27
2009,0,23800,Bryce Molder,67.12,737,1098,-0.26
2009,0,21961,Charles Howell III,67.09,1099,1638,-0.25
2009,0,1226,Fred Couples,67.08,652,972,-0.28
2009,0,28780,Nicholas Thompson,67.08,1135,1692,-0.25
2009,0,1035,Tommy Armour III,67.05,700,1044,-0.25
2009,0,10860,Justin Leonard,67.03,1098,1638,-0.29
2009,0,23548,Bill Lunde,67.01,977,1458,-0.24
2009,0,2239,Scott Verplank,67.0,1013,1512,-0.28
2009,0,23135,Tim Clark,66.95,940,1404,-0.29
2009,0,25686,Jason Dufner,66.93,1036,1548,-0.26
2009,0,1706,Davis Love III,66.92,1048,1566,-0.25
2009,0,26679,Kevin Stadler,66.86,686,1026,-0.25
2009,0,26289,Boo Weekley,66.81,926,1386,-0.23
2009,0,12716,Charley Hoffman,66.78,1166,1746,-0.3
2009,0,22348,Nick O'Hern,66.73,1033,1548,-0.25
2009,0,6595,Kevin Sutherland,66.73,1141,1710,-0.26
2009,0,23623,Bo Van Pelt,66.73,1105,1656,-0.29
2009,0,23638,Brendon de Jonge,66.67,1032,1548,-0.26
2009,0,7457,Steve Flesch,66.67,924,1386,-0.23
2009,0,6527,Steve Stricker,66.67,948,1422,-0.3
2009,0,27770,Camilo Villegas,66.67,876,1314,-0.27
2009,0,27214,Kevin Streelman,66.61,1115,1674,-0.27
2009,0,8931,Glen Day,66.59,851,1278,-0.2
2009,0,20472,Alex Cejka,66.52,922,1386,-0.25
2009,0,21878,Mark Wilson,66.49,1137,1710,-0.26
2009,0,23497,Tag Ridings,66.41,526,792,-0.29
2009,0,24503,Jeff Klauk,66.37,1135,1710,-0.25
2009,0,27936,Martin Laird,66.35,836,1260,-0.29
2009,0,1766,Billy Mayfair,66.33,991,1494,-0.2
2009,0,6539,Rick Price,66.32,573,864,-0.21
2009,0,28087,Kris Blanks,66.26,644,972,-0.29
2009,0,25240,D.A. Points,66.25,1109,1674,-0.26
2009,0,21959,Ted Purdy,66.25,1109,1674,-0.28
2009,0,30711,Colt Knost,66.23,751,1134,-0.25
2009,0,25818,Scott Piercy,66.19,965,1458,-0.28
2009,0,6567,Vijay Singh,66.18,822,1242,-0.23
2009,0,24663,Y.E. Yang,66.17,941,1422,-0.27
2009,0,26596,Ryan Moore,66.14,1012,1530,-0.28
2009,0,27095,Nick Watney,66.09,1023,1548,-0.3
2009,0,6522,Ernie Els,66.08,785,1188,-0.25
2009,0,30925,Dustin Johnson,66.07,999,1512,-0.31
2009,0,24357,K.J. Choi,66.06,761,1152,-0.23
2009,0,7749,Brett Quigley,66.01,998,1512,-0.26
2009,0,26476,Chez Reavie,65.95,914,1386,-0.24
2009,0,22405,Justin Rose,65.95,831,1260,-0.27
2009,0,20572,Rod Pampling,65.88,842,1278,-0.26
2009,0,28620,Aron Price,65.71,958,1458,-0.23
2009,0,21805,Harrison Frazar,65.67,1052,1602,-0.31
2009,0,25900,Lucas Glover,65.65,1099,1674,-0.28
2009,0,26951,Johnson Wagner,65.64,957,1458,-0.26
2009,0,1797,Rocco Mediate,65.63,886,1350,-0.22
2009,0,22295,Darron Stiles,65.63,567,864,-0.22
2009,0,26498,Matt Weibring,65.63,697,1062,-0.28
2009,0,20574,Mathew Goggin,65.62,874,1332,-0.25
2009,0,22892,Jason Gore,65.62,815,1242,-0.23
2009,0,21209,Sergio Garcia,65.61,685,1044,-0.26
2009,0,10733,Kent Jones,65.56,767,1170,-0.22
2009,0,23621,Rory Sabbatini,65.56,944,1440,-0.28
2009,0,12652,Cameron Beckman,65.53,979,1494,-0.24
2009,0,10809,Jim Furyk,65.53,979,1494,-0.29
2009,0,1161,Mark Calcavecchia,65.51,849,1296,-0.25
2009,0,20593,Greg Chalmers,65.51,908,1386,-0.3
2009,0,1948,Tim Petrovic,65.44,1119,1710,-0.26
2009,0,26420,Richard Johnson,65.41,989,1512,-0.25
2009,0,10585,Scott McCarron,65.38,1071,1638,-0.27
2009,0,23320,Ryan Palmer,65.38,918,1404,-0.27
2009,0,7867,Woody Austin,65.34,988,1512,-0.26
2009,0,31323,Gary Woodland,65.13,551,846,-0.24
2009,0,26881,Jarrod Lyle,65.11,668,1026,-0.22
2009,0,12602,Dean Wilson,65.01,901,1386,-0.28
2009,0,23325,Vaughn Taylor,64.95,982,1512,-0.3
2009,0,27933,John Merrick,64.93,970,1494,-0.28
2009,0,25562,Andres Romero,64.91,666,1026,-0.28
2009,0,23541,Ben Crane,64.87,1086,1674,-0.28
2009,0,20634,Peter Lonard,64.84,957,1476,-0.21
2009,0,27060,John Mallinger,64.79,1003,1548,-0.27
2009,0,20127,Chris Riley,64.79,828,1278,-0.28
2009,0,28089,Jason Day,64.78,618,954,-0.3
2009,0,1941,Tom Pernice Jr.,64.77,956,1476,-0.25
2009,0,7223,Brian Bateman,64.75,641,990,-0.23
2009,0,20160,Charlie Wi,64.73,1072,1656,-0.3
2009,0,21753,Brian Davis,64.65,1152,1782,-0.29
2009,0,10117,Bob Heintz,64.65,640,990,-0.28
2009,0,28118,Peter Tomasulo,64.65,640,990,-0.23
2009,0,8075,Jerry Kelly,64.63,954,1476,-0.29
2009,0,6251,Chris DiMarco,64.58,1081,1674,-0.25
2009,0,26695,Michael Letzig,64.43,1067,1656,-0.28
2009,0,1810,Phil Mickelson,64.29,729,1134,-0.31
2009,0,22046,Geoff Ogilvy,64.27,833,1296,-0.29
2009,0,22621,Ben Curtis,64.25,717,1116,-0.23
2009,0,1320,Bob Estes,64.25,902,1404,-0.27
2009,0,25396,Kevin Na,64.24,1006,1566,-0.29
2009,0,23108,Matt Kuchar,64.23,948,1476,-0.28
2009,0,25804,Bubba Watson,64.23,844,1314,-0.3
2009,0,22913,John Rollins,64.2,1017,1584,-0.27
2009,0,1707,Steve Lowery,64.12,958,1494,-0.26
2009,0,1577,Lee Janzen,64.05,784,1224,-0.26
2009,0,1132,Mark Brooks,63.95,541,846,-0.21
2009,0,12782,Tim Herron,63.92,1001,1566,-0.26
2009,0,27649,Brandt Snedeker,63.92,886,1386,-0.27
2009,0,25919,Brian Vranesh,63.83,540,846,-0.22
2009,0,12705,Cliff Kresge,63.81,827,1296,-0.24
2009,0,24490,George McNeill,63.68,917,1440,-0.28
2009,0,1473,Todd Hamilton,63.65,928,1458,-0.24
2009,0,20229,Stewart Cink,63.47,834,1314,-0.26
2009,0,6643,Paul Goydos,63.42,879,1386,-0.27
2009,0,25190,Jeff Quinney,63.39,890,1404,-0.27
2009,0,26301,James Nitties,63.35,935,1476,-0.28
2009,0,21731,Freddie Jacobson,63.31,923,1458,-0.27
2009,0,25632,Jimmy Walker,63.24,774,1224,-0.28
2009,0,20098,Stuart Appleby,63.18,887,1404,-0.22
2009,0,24361,Pat Perez,63.12,818,1296,-0.29
2009,0,20850,Daniel Chopra,63.11,1011,1602,-0.31
2009,0,20104,Ken Duke,63.09,988,1566,-0.23
2009,0,22961,David Mathis,63.08,863,1368,-0.24
2009,0,20070,Matt Bettencourt,63.04,1112,1764,-0.27
2009,0,10423,Mike Weir,63.03,953,1512,-0.28
2009,0,23983,Luke Donald,63.01,862,1368,-0.29
2009,0,23778,Brad Adamonis,62.99,771,1224,-0.23
2009,0,1928,Corey Pavin,62.99,737,1170,-0.27
2009,0,26668,Marc Turnesa,62.99,873,1386,-0.2
2009,0,23718,Nathan Green,62.89,1132,1800,-0.25
2009,0,24502,Adam Scott,62.82,588,936,-0.22
2009,0,1142,Bart Bryant,62.76,610,972,-0.24
2009,0,29718,Anthony Kim,62.69,835,1332,-0.33
2009,0,6012,Greg Kraft,62.65,530,846,-0.18
2009,0,29221,Webb Simpson,62.59,1059,1692,-0.28
2009,0,25345,Carl Pettersson,62.53,968,1548,-0.26
2009,0,19846,Brian Gay,62.44,1034,1656,-0.28
2009,0,20848,Ángel Cabrera,62.35,606,972,-0.27
2009,0,20157,Retief Goosen,62.33,819,1314,-0.28
2009,0,21949,Joe Ogilvie,62.32,931,1494,-0.3
2009,0,21350,Ryuji Imada,61.44,940,1530,-0.26
2009,0,30927,Brendon Todd,61.44,564,918,-0.19
2009,0,28475,Jeff Overton,61.43,973,1584,-0.28
2009,0,20766,Padraig Harrington,61.2,716,1170,-0.26
2009,0,27141,J.B. Holmes,61.19,815,1332,-0.26
2009,0,27683,Leif Olson,61.11,517,846,-0.25
2009,0,24138,Ian Poulter,61.01,615,1008,-0.26
2009,0,9011,David Duval,60.91,614,1008,-0.28
2009,0,31416,Derek Fathauer,60.33,619,1026,-0.26
2009,0,22371,Aaron Baddeley,59.57,697,1170,-0.31
2009,0,24449,Parker McLachlin,58.37,746,1278,-0.26
2009,0,23048,Eric Axley,57.3,691,1206,-0.24
2009,0,1329,Brad Faxon,52.35,556,1062,-0.25
2008,0,6621,Joe Durant,71.1,1075,1512,-0.2
2008,0,10885,Robert Allenby,70.4,1356,1926,-0.24
2008,0,21805,Harrison Frazar,70.34,823,1170,-0.2
2008,0,1553,John Huston,70.3,658,936,-0.26
2008,0,20498,Briny Baird,70.0,1323,1890,-0.21
2008,0,10733,Kent Jones,69.71,778,1116,-0.24
2008,0,24781,Hunter Mahan,69.61,1065,1530,-0.24
2008,0,2002,John Riegger,69.49,838,1206,-0.23
2008,0,23353,J.J. Henry,69.19,1345,1944,-0.21
2008,0,20645,John Senden,69.08,1144,1656,-0.22
2008,0,1320,Bob Estes,68.69,1088,1584,-0.22
2008,0,6567,Vijay Singh,68.45,961,1404,-0.25
2008,0,12510,Chad Campbell,68.44,1158,1692,-0.27
2008,0,24490,George McNeill,68.44,1195,1746,-0.26
2008,0,28158,Steve Marino,68.36,1415,2070,-0.26
2008,0,27095,Nick Watney,68.23,1179,1728,-0.26
2008,0,6595,Kevin Sutherland,68.2,1203,1764,-0.25
2008,0,7867,Woody Austin,68.15,1288,1890,-0.23
2008,0,1766,Billy Mayfair,68.12,1263,1854,-0.21
2008,0,24924,Bill Haas,68.07,1164,1710,-0.27
2008,0,24358,Robert Garrigus,68.02,1102,1620,-0.26
2008,0,20105,Jeff Gove,67.87,562,828,-0.19
2008,0,8845,Scott Sterling,67.87,1014,1494,-0.21
2008,0,26289,Boo Weekley,67.87,1014,1494,-0.22
2008,0,27933,John Merrick,67.72,1097,1620,-0.23
2008,0,27963,Chris Stroud,67.63,913,1350,-0.22
2008,0,25804,Bubba Watson,67.6,1156,1710,-0.24
2008,0,24024,Zach Johnson,67.59,1022,1512,-0.23
2008,0,20574,Mathew Goggin,67.58,1107,1638,-0.25
2008,0,1945,Kenny Perry,67.47,1178,1746,-0.26
2008,0,27214,Kevin Streelman,67.44,1311,1944,-0.25
2008,0,27120,Troy Matteson,67.38,1140,1692,-0.23
2008,0,2223,Bob Tway,67.36,776,1152,-0.31
2008,0,23623,Bo Van Pelt,67.3,1175,1746,-0.23
2008,0,20623,Gavin Coles,67.15,556,828,-0.23
2008,0,30750,Tommy Gainey,67.09,628,936,-0.26
2008,0,21209,Sergio Garcia,67.06,845,1260,-0.24
2008,0,27936,Martin Laird,67.03,1110,1656,-0.28
2008,0,22892,Jason Gore,67.02,1134,1692,-0.27
2008,0,1313,Steve Elkington,67.0,1013,1512,-0.26
2008,0,20229,Stewart Cink,66.94,976,1458,-0.28
2008,0,21878,Mark Wilson,66.93,1289,1926,-0.26
2008,0,24361,Pat Perez,66.91,1108,1656,-0.26
2008,0,24227,Justin Bolli,66.88,963,1440,-0.21
2008,0,23349,Charles Warren,66.88,951,1422,-0.23
2008,0,21959,Ted Purdy,66.85,746,1116,-0.2
2008,0,12823,Carlos Franco,66.83,806,1206,-0.25
2008,0,10809,Jim Furyk,66.78,1130,1692,-0.25
2008,0,21961,Charles Howell III,66.78,1190,1782,-0.25
2008,0,22293,Heath Slocum,66.77,1250,1872,-0.21
2008,0,23320,Ryan Palmer,66.75,757,1134,-0.31
2008,0,10425,Jay Williamson,66.73,1057,1584,-0.2
2008,0,6197,Michael Allen,66.67,1092,1638,-0.25
2008,0,10860,Justin Leonard,66.61,1139,1710,-0.27
2008,0,26476,Chez Reavie,66.61,1175,1764,-0.22
2008,0,1035,Tommy Armour III,66.51,874,1314,-0.23
2008,0,23614,Rich Beem,66.48,1077,1620,-0.24
2008,0,6573,Brandt Jobe,66.45,622,936,-0.22
2008,0,21633,Steve Allan,66.44,598,900,-0.25
2008,0,20160,Charlie Wi,66.44,1160,1746,-0.24
2008,0,1724,Jeff Maggert,66.34,1027,1548,-0.23
2008,0,23788,D.J. Trahan,66.25,1121,1692,-0.25
2008,0,12716,Charley Hoffman,66.24,1097,1656,-0.25
2008,0,6575,Dudley Hart,66.11,833,1260,-0.24
2008,0,23621,Rory Sabbatini,66.08,904,1368,-0.25
2008,0,1388,Robert Gamez,66.02,915,1386,-0.22
2008,0,24663,Y.E. Yang,65.96,1033,1566,-0.24
2008,0,23778,Brad Adamonis,65.86,984,1494,-0.25
2008,0,12652,Cameron Beckman,65.82,936,1422,-0.25
2008,0,1810,Phil Mickelson,65.81,924,1404,-0.28
2008,0,29718,Anthony Kim,65.78,959,1458,-0.27
2008,0,10649,Tom Scherrer,65.78,592,900,-0.24
2008,0,23541,Ben Crane,65.76,1018,1548,-0.27
2008,0,25364,Paul Casey,65.71,615,936,-0.22
2008,0,25842,Jon Mills,65.71,1029,1566,-0.21
2008,0,1139,Olin Browne,65.63,886,1350,-0.18
2008,0,12602,Dean Wilson,65.61,1240,1890,-0.25
2008,0,19803,Ryan Armour,65.6,980,1494,-0.25
2008,0,19913,Ron Whittaker,65.51,566,864,-0.2
2008,0,28089,Jason Day,65.5,955,1458,-0.26
2008,0,24357,K.J. Choi,65.48,825,1260,-0.24
2008,0,23325,Vaughn Taylor,65.48,1214,1854,-0.26
2008,0,1226,Fred Couples,65.46,707,1080,-0.26
2008,0,6090,Jim McGovern,65.46,813,1242,-0.22
2008,0,25349,Tim Wilkinson,65.39,1024,1566,-0.24
2008,0,25900,Lucas Glover,65.38,1071,1638,-0.25
2008,0,10875,Todd Demsey,65.31,917,1404,-0.24
2008,0,20663,Brenden Pappas,65.28,705,1080,-0.27
2008,0,21753,Brian Davis,65.23,1268,1944,-0.25
2008,0,2206,David Toms,65.2,798,1224,-0.25
2008,0,8385,Omar Uresti,65.16,821,1260,-0.23
2008,0,26420,Richard Johnson,65.12,633,972,-0.21
2008,0,26679,Kevin Stadler,65.11,961,1476,-0.26
2008,0,2239,Scott Verplank,65.09,949,1458,-0.25
2008,0,23409,James Driscoll,65.05,925,1422,-0.26
2008,0,6004,Stephen Ames,65.04,960,1476,-0.25
2008,0,12826,Paul Claxton,65.01,667,1026,-0.22
2008,0,12705,Cliff Kresge,65.0,936,1440,-0.22
2008,0,23125,Brad Elder,64.94,713,1098,-0.23
2008,0,20634,Peter Lonard,64.9,1028,1584,-0.23
2008,0,1142,Bart Bryant,64.88,946,1458,-0.21
2008,0,21461,Kenneth Ferrie,64.84,747,1152,-0.23
2008,0,10585,Scott McCarron,64.81,735,1134,-0.24
2008,0,20104,Ken Duke,64.8,1353,2088,-0.28
2008,0,22548,Patrick Sheehan,64.8,1353,2088,-0.24
2008,0,1706,Davis Love III,64.74,909,1404,-0.24
2008,0,24912,Will MacKenzie,64.7,722,1116,-0.23
2008,0,22806,Doug LaBelle II,64.66,675,1044,-0.22
2008,0,7457,Steve Flesch,64.62,1105,1710,-0.24
2008,0,10423,Mike Weir,64.62,1012,1566,-0.26
2008,0,27770,Camilo Villegas,64.6,907,1404,-0.29
2008,0,7749,Brett Quigley,64.53,906,1404,-0.25
2008,0,24140,Sean O'Hair,64.47,940,1458,-0.23
2008,0,1161,Mark Calcavecchia,64.39,765,1188,-0.22
2008,0,1577,Lee Janzen,64.39,962,1494,-0.23
2008,0,22348,Nick O'Hern,64.38,927,1440,-0.25
2008,0,8931,Glen Day,64.37,672,1044,-0.23
2008,0,28475,Jeff Overton,64.14,1143,1782,-0.26
2008,0,21949,Joe Ogilvie,64.12,1108,1728,-0.27
2008,0,1941,Tom Pernice Jr.,64.1,1200,1872,-0.26
2008,0,20433,Mark Hensby,64.08,819,1278,-0.26
2008,0,10505,Shane Bertsch,64.06,1107,1728,-0.26
2008,0,27561,Nick Flanagan,63.99,979,1530,-0.23
2008,0,11032,Frank Lickliter II,63.97,1232,1926,-0.27
2008,0,23497,Tag Ridings,63.95,1013,1584,-0.26
2008,0,23108,Matt Kuchar,63.89,943,1476,-0.23
2008,0,6527,Steve Stricker,63.81,827,1296,-0.25
2008,0,24502,Adam Scott,63.72,562,882,-0.25
2008,0,19846,Brian Gay,63.71,1078,1692,-0.28
2008,0,30925,Dustin Johnson,63.71,1055,1656,-0.27
2008,0,23135,Tim Clark,63.61,1019,1602,-0.26
2008,0,20572,Rod Pampling,63.61,916,1440,-0.25
2008,0,25396,Kevin Na,63.57,1110,1746,-0.27
2008,0,25345,Carl Pettersson,63.54,1258,1980,-0.26
2008,0,1024,Billy Andrade,63.52,766,1206,-0.19
2008,0,22913,John Rollins,63.48,1074,1692,-0.23
2008,0,22621,Ben Curtis,63.45,868,1368,-0.24
2008,0,26668,Marc Turnesa,63.45,948,1494,-0.27
2008,0,12309,Bob Sowards,63.43,628,990,-0.23
2008,0,8075,Jerry Kelly,63.36,958,1512,-0.22
2008,0,27649,Brandt Snedeker,63.36,958,1512,-0.25
2008,0,6251,Chris DiMarco,63.35,992,1566,-0.23
2008,0,26695,Michael Letzig,63.29,957,1512,-0.28
2008,0,1948,Tim Petrovic,63.17,1012,1602,-0.25
2008,0,28780,Nicholas Thompson,63.14,1216,1926,-0.25
2008,0,20472,Alex Cejka,63.12,784,1242,-0.22
2008,0,25632,Jimmy Walker,63.08,738,1170,-0.25
2008,0,22378,Trevor Immelman,63.07,772,1224,-0.21
2008,0,24925,Jonathan Byrd,63.01,964,1530,-0.26
2008,0,1473,Todd Hamilton,62.98,1043,1656,-0.23
2008,0,6643,Paul Goydos,62.96,884,1404,-0.22
2008,0,27141,J.B. Holmes,62.94,963,1530,-0.26
2008,0,20443,Jin Park,62.84,871,1386,-0.22
2008,0,20378,Mathias Grönberg,62.78,938,1494,-0.25
2008,0,23540,Jason Allred,62.67,643,1026,-0.23
2008,0,20848,Ángel Cabrera,62.64,575,918,-0.24
2008,0,1797,Rocco Mediate,62.58,980,1566,-0.23
2008,0,7547,Craig Kanada,62.52,664,1062,-0.26
2008,0,24449,Parker McLachlin,62.5,945,1512,-0.27
2008,0,22582,Kyle Thompson,62.41,719,1152,-0.21
2008,0,26500,Alejandro Cañizares,62.37,494,792,-0.26
2008,0,27613,David Lutterus,62.37,595,954,-0.19
2008,0,12782,Tim Herron,62.25,1042,1674,-0.25
2008,0,26300,Matt Jones,62.15,1018,1638,-0.26
2008,0,1677,Tom Lehman,62.13,548,882,-0.2
2008,0,22371,Aaron Baddeley,62.02,815,1314,-0.29
2008,0,20382,Stephen Leaney,62.02,547,882,-0.19
2008,0,20098,Stuart Appleby,61.9,936,1512,-0.26
2008,0,22046,Geoff Ogilvy,61.89,713,1152,-0.24
2008,0,20127,Chris Riley,61.89,479,774,-0.24
2008,0,21731,Freddie Jacobson,61.82,868,1404,-0.26
2008,0,25190,Jeff Quinney,61.81,968,1566,-0.27
2008,0,26596,Ryan Moore,61.73,800,1296,-0.27
2008,0,26951,Johnson Wagner,61.6,887,1440,-0.24
2008,0,23797,Brett Rumford,61.52,753,1224,-0.25
2008,0,21350,Ryuji Imada,61.39,884,1440,-0.27
2008,0,25594,Travis Perkins,61.35,519,846,-0.19
2008,0,6522,Ernie Els,61.33,552,900,-0.23
2008,0,26631,Cody Freeman,61.29,684,1116,-0.23
2008,0,23048,Eric Axley,61.16,1200,1962,-0.27
2008,0,8537,J.P. Hayes,61.03,736,1206,-0.21
2008,0,6034,Marco Dawson,60.91,614,1008,-0.26
2008,0,25720,Chad Collins,60.86,723,1188,-0.27
2008,0,12660,Jesper Parnevik,60.85,920,1512,-0.26
2008,0,27060,John Mallinger,60.82,1040,1710,-0.27
2008,0,20766,Padraig Harrington,60.67,546,900,-0.29
2008,0,12680,Shigeki Maruyama,60.0,486,810,-0.2
2008,0,23718,Nathan Green,59.82,1023,1710,-0.29
2008,0,20850,Daniel Chopra,59.77,893,1494,-0.31
2008,0,24138,Ian Poulter,59.75,527,882,-0.23
2008,0,6012,Greg Kraft,59.49,589,990,-0.24
2008,0,20157,Retief Goosen,59.39,620,1044,-0.24
2008,0,1707,Steve Lowery,59.38,791,1332,-0.25
2008,0,25562,Andres Romero,58.79,709,1206,-0.26
2008,0,23157,Richard Johnson,58.44,789,1350,-0.25
2008,0,1928,Corey Pavin,57.95,678,1170,-0.26
2008,0,9011,David Duval,57.84,531,918,-0.21
2007,0,8793,Tiger Woods,71.02,767,1080,-0.32
2007,0,20645,John Senden,70.33,1228,1746,-0.22
2007,0,20105,Jeff Gove,70.17,1301,1854,-0.22
2007,0,12652,Cameron Beckman,69.87,1157,1656,-0.24
2007,0,1035,Tommy Armour III,69.84,968,1386,-0.24
2007,0,20472,Alex Cejka,69.44,975,1404,-0.25
2007,0,10809,Jim Furyk,69.44,1025,1476,-0.24
2007,0,20498,Briny Baird,69.27,1384,1998,-0.24
2007,0,27933,John Merrick,69.13,1095,1584,-0.22
2007,0,28475,Jeff Overton,68.87,719,1044,-0.26
2007,0,20574,Mathew Goggin,68.84,1202,1746,-0.22
2007,0,6621,Joe Durant,68.52,1073,1566,-0.19
2007,0,20382,Stephen Leaney,68.43,1010,1476,-0.22
2007,0,23349,Charles Warren,68.37,1243,1818,-0.26
2007,0,10885,Robert Allenby,68.29,1094,1602,-0.24
2007,0,1677,Tom Lehman,68.19,761,1116,-0.22
2007,0,20691,Greg Owen,68.14,969,1422,-0.22
2007,0,1766,Billy Mayfair,68.08,1201,1764,-0.23
2007,0,26951,Johnson Wagner,67.75,1183,1746,-0.24
2007,0,1945,Kenny Perry,67.54,1009,1494,-0.22
2007,0,21959,Ted Purdy,67.23,1186,1764,-0.22
2007,0,19824,Craig Barlow,67.2,629,936,-0.24
2007,0,24140,Sean O'Hair,67.12,1184,1764,-0.25
2007,0,28486,Michael Putnam,67.03,1110,1656,-0.24
2007,0,24358,Robert Garrigus,67.02,1146,1710,-0.27
2007,0,2246,Duffy Waldorf,66.99,832,1242,-0.24
2007,0,10733,Kent Jones,66.95,1169,1746,-0.25
2007,0,23788,D.J. Trahan,66.95,1193,1782,-0.21
2007,0,24781,Hunter Mahan,66.91,1096,1638,-0.25
2007,0,23353,J.J. Henry,66.67,1020,1530,-0.23
2007,0,2101,Joey Sindelar,66.67,900,1350,-0.22
2007,0,6197,Michael Allen,66.59,839,1260,-0.26
2007,0,1724,Jeff Maggert,66.53,946,1422,-0.24
2007,0,12660,Jesper Parnevik,66.53,1006,1512,-0.29
2007,0,27095,Nick Watney,66.48,1041,1566,-0.24
2007,0,22293,Heath Slocum,66.45,1208,1818,-0.28
2007,0,23623,Bo Van Pelt,66.4,1243,1872,-0.26
2007,0,20160,Charlie Wi,66.35,1051,1584,-0.26
2007,0,1142,Bart Bryant,66.34,1027,1548,-0.25
2007,0,10425,Jay Williamson,66.33,597,900,-0.27
2007,0,19803,Ryan Armour,66.29,1229,1854,-0.25
2007,0,1707,Steve Lowery,66.29,883,1332,-0.26
2007,0,23322,Brett Wetterich,66.28,1038,1566,-0.24
2007,0,25900,Lucas Glover,66.27,1157,1746,-0.28
2007,0,6567,Vijay Singh,66.22,1192,1800,-0.27
2007,0,21731,Freddie Jacobson,66.19,834,1260,-0.3
2007,0,24912,Will MacKenzie,66.17,1191,1800,-0.25
2007,0,20229,Stewart Cink,66.16,1048,1584,-0.26
2007,0,27963,Chris Stroud,66.15,762,1152,-0.23
