YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
2024,38,0,36699,Patrick Rodgers,166.4,9550032.0,1594
2024,38,0,51894,Vince Whaley,166.4,5792456.0,967
2024,41,0,37212,Paul Barjon,166.6,4672410.0,779
2024,42,0,57975,Harry Hall,166.8,7637887.0,1272
2024,43,0,60004,Jacob Bridgeman,166.9,6429110.0,1070
2024,43,0,52372,Cameron Champ,166.9,5274376.0,878
2024,43,0,47663,Kevin Dougherty,166.9,5382796.0,896
2024,46,0,51977,Max Greyserman,167.0,6864854.0,1142
2024,46,0,34563,Chesson Hadley,167.0,6541415.0,1088
2024,46,0,51696,Rico Hoey,167.0,7196672.0,1197
2024,46,0,28775,Nate Lashley,167.0,6674931.0,1110
2024,46,0,57900,Chandler Phillips,167.0,8039885.0,1337
2024,51,0,59442,Parker Coody,167.1,5160731.0,858
2024,51,0,32640,Troy Merritt,167.1,6219786.0,1034
2024,51,0,27139,David Skinns,167.1,7332747.0,1219
2024,51,0,52513,Carson Young,167.1,7981685.0,1327
2024,55,0,24024,Zach Johnson,167.2,4633507.0,770
2024,55,0,50095,Austin Smotherman,167.2,4086396.0,679
2024,55,0,38991,Alejandro Tosti,167.2,6520448.0,1083
2024,58,0,55708,Hayden Buckley,167.3,6452137.0,1071
2024,58,0,52514,Trace Crowe,167.3,5696643.0,946
2024,58,0,48319,Tom Whitney,167.3,5402710.0,897
2024,61,0,33948,Byeong Hun An,167.4,7081046.0,1175
2024,61,0,45522,Christiaan Bezuidenhout,167.4,7737075.0,1284
2024,63,0,55789,Taylor Montgomery,167.5,5047628.0,837
2024,64,0,22371,Aaron Baddeley,167.6,6359363.0,1054
2024,64,0,60067,Joe Highsmith,167.6,6237650.0,1034
2024,64,0,32791,K.H. Lee,167.6,7308272.0,1211
2024,67,0,29478,Kevin Kisner,167.7,5035804.0,834
2024,67,0,47806,Raul Pereda,167.7,3876300.0,642
2024,67,0,27649,Brandt Snedeker,167.7,5571783.0,923
2024,70,0,47504,Sam Burns,167.8,7108742.0,1177
2024,71,0,33141,Keegan Bradley,168.0,7628012.0,1261
2024,71,0,37378,Min Woo Lee,168.0,6382345.0,1055
2024,71,0,40162,Justin Lower,168.0,8936641.0,1478
2024,71,0,46340,Alex Smalley,168.0,6352110.0,1050
2024,75,0,35461,Beau Hossler,168.1,8515957.0,1407
2024,75,0,34587,Chan Kim,168.1,7671849.0,1268
2024,77,0,29908,C.T. Pan,168.2,6184097.0,1021
2024,77,0,47347,Adam Schenk,168.2,8737371.0,1443
2024,77,0,52374,Brandon Wu,168.2,6783255.0,1120
2024,80,0,34021,Bud Cauley,168.3,5532304.0,913
2024,80,0,32333,Kevin Tway,168.3,4883264.0,806
2024,82,0,45609,Tyler Duncan,168.4,6063727.0,1000
2024,83,0,51766,Wyndham Clark,168.5,6671019.0,1100
2024,83,0,47993,Denny McCarthy,168.5,8570571.0,1413
2024,85,0,23320,Ryan Palmer,168.6,3902326.0,643
2024,86,0,29221,Webb Simpson,168.7,5285039.0,870
2024,86,0,39324,J.J. Spaun,168.7,7921408.0,1304
2024,88,0,36326,David Lipsky,168.8,6291154.0,1035
2024,88,0,51070,Vincent Norrman,168.8,5002189.0,823
2024,90,0,56630,Akshay Bhatia,168.9,8568964.0,1409
2024,90,0,32839,Hideki Matsuyama,168.9,6963081.0,1145
2024,90,0,48153,Matthieu Pavon,168.9,5741549.0,944
2024,93,0,29936,Ryan Fox,169.0,7477897.0,1229
2024,93,0,51997,Andrew Novak,169.0,8379784.0,1377
2024,93,0,47679,Victor Perez,169.0,6651151.0,1093
2024,93,0,49771,J.T. Poston,169.0,8339853.0,1371
2024,97,0,32102,Rickie Fowler,169.1,7349739.0,1207
2024,97,0,35310,Lanto Griffin,169.1,6313634.0,1037
2024,97,0,26476,Chez Reavie,169.1,6076628.0,998
2024,97,0,40006,Erik van Rooyen,169.1,7592288.0,1247
2024,101,0,34255,Joseph Bramlett,169.2,7841229.0,1287
2024,102,0,28420,Ryan Brehm,169.3,5002802.0,821
2024,103,0,34098,Russell Henley,169.4,6982758.0,1145
2024,103,0,58168,Davis Thompson,169.4,8738313.0,1433
2024,105,0,52375,Doug Ghim,169.6,8631156.0,1414
2024,105,0,30926,Chris Kirk,169.6,7310475.0,1197
2024,105,0,47420,Jake Knapp,169.6,7452960.0,1221
2024,108,0,47591,Eric Cole,169.7,10410791.0,1704
2024,108,0,46441,Robby Shelton,169.7,7170560.0,1174
2024,108,0,34046,Jordan Spieth,169.7,6843989.0,1120
2024,111,0,52955,Ludvig Åberg,169.8,7195013.0,1177
2024,111,0,25900,Lucas Glover,169.8,8427566.0,1379
2024,111,0,27644,Brian Harman,169.8,8631506.0,1412
2024,111,0,48867,Matti Schmid,169.8,6893691.0,1128
2024,111,0,51890,Greyson Sigg,169.8,7237464.0,1184
2024,111,0,54783,Dylan Wu,169.8,7615406.0,1246
2024,117,0,40250,Taylor Pendrith,169.9,7720055.0,1262
2024,117,0,27064,Jhonattan Vegas,169.9,6677277.0,1092
2024,117,0,57366,Cameron Young,169.9,7811681.0,1277
2024,120,0,32070,Rafael Campos,170.0,4798341.0,784
2024,121,0,52666,Sami Valimaki,170.1,6232022.0,1018
2024,122,0,39971,Sungjae Im,170.2,8637023.0,1410
2024,122,0,30927,Brendon Todd,170.2,9700606.0,1583
2024,124,0,51349,Nico Echavarria,170.3,7668690.0,1251
2024,124,0,33399,Adam Hadwin,170.3,7732589.0,1261
2024,126,0,59866,Nick Dunlap,170.4,6994273.0,1140
2024,126,0,51287,Ryo Hisatsune,170.4,7696934.0,1255
2024,128,0,33204,Shane Lowry,170.5,6671287.0,1087
2024,129,0,46717,Viktor Hovland,170.6,5698052.0,928
2024,129,0,28252,Seamus Power,170.6,9778744.0,1592
2024,131,0,22405,Justin Rose,170.7,5825075.0,948
2024,132,0,45157,Cam Davis,170.8,7872484.0,1280
2024,132,0,33653,Thomas Detry,170.8,7120404.0,1158
2024,132,0,27129,Luke List,170.8,7229949.0,1176
2024,135,0,37275,Sam Ryder,171.0,6551308.0,1064
2024,136,0,29420,Billy Horschel,171.1,7348777.0,1193
2024,136,0,31323,Gary Woodland,171.1,7906823.0,1284
2024,138,0,40058,Zac Blair,171.2,8162350.0,1324
2024,138,0,50188,S.H. Kim,171.2,9897529.0,1606
2024,140,0,29535,Brice Garnett,171.4,4737851.0,768
2024,140,0,52453,Nicolai Højgaard,171.4,4968030.0,805
2024,140,0,52215,Robert MacIntyre,171.4,6955905.0,1127
2024,140,0,49947,Taylor Moore,171.4,9660365.0,1566
2024,144,0,36884,Ben Kohles,171.5,8039599.0,1302
2024,145,0,33408,Tyson Alexander,171.6,6689030.0,1083
2024,145,0,24502,Adam Scott,171.6,6840313.0,1107
2024,147,0,54591,Ben Griffin,171.8,10029781.0,1622
2024,147,0,35532,Tom Hoge,171.8,10042030.0,1624
2024,147,0,26596,Ryan Moore,171.8,7087655.0,1146
2024,147,0,33968,Thorbjørn Olesen,171.8,4427219.0,716
2024,151,0,39997,Corey Conners,172.0,8648950.0,1397
2024,151,0,29725,Tony Finau,172.0,7815771.0,1262
2024,151,0,54628,Lee Hodges,172.0,9527588.0,1539
2024,151,0,48887,Matt Wallace,172.0,6396868.0,1033
2024,155,0,35506,Mackenzie Hughes,172.1,9260120.0,1495
2024,155,0,48117,Kurt Kitayama,172.1,7725302.0,1247
2024,155,0,46046,Scottie Scheffler,172.1,6851633.0,1106
2024,155,0,25493,Nick Taylor,172.1,8423758.0,1360
2024,159,0,35450,Patrick Cantlay,172.2,6063301.0,978
2024,159,0,40115,Adam Svensson,172.2,11103134.0,1791
2024,161,0,30163,Henrik Norlander,172.3,5463835.0,881
2024,162,0,32367,Jorge Campillo,172.4,4654666.0,750
2024,163,0,57362,Austin Eckroat,172.6,8618356.0,1387
2024,164,0,51634,Sahith Theegala,172.7,9394583.0,1511
2024,165,0,36799,Stephan Jaeger,172.8,8057060.0,1295
2024,165,0,47483,Will Zalatoris,172.8,6561313.0,1055
2024,167,0,40098,Matt Fitzpatrick,172.9,6896016.0,1108
2024,167,0,33448,Justin Thomas,172.9,6653802.0,1069
2024,169,0,31646,Emiliano Grillo,173.0,8551871.0,1373
2024,169,0,28237,Rory McIlroy,173.0,6836716.0,1098
2024,171,0,55182,Tom Kim,173.3,8022758.0,1286
2024,171,0,49960,Sepp Straka,173.3,7311242.0,1172
2024,173,0,34256,Andrew Putnam,173.4,8333688.0,1335
2024,174,0,50525,Collin Morikawa,173.7,7677053.0,1228
2024,175,0,28089,Jason Day,173.8,6581440.0,1052
2024,176,0,37455,Si Woo Kim,174.0,8708027.0,1390
2024,177,0,39977,Max Homa,174.1,7727590.0,1233
2024,178,0,36801,Mark Hubbard,174.7,9880930.0,1571
2024,179,0,40026,Daniel Berger,174.9,6719447.0,1067
2024,180,0,34099,Harris English,175.7,8798623.0,1391
2024,181,0,46414,Aaron Rai,176.1,8512212.0,1343
2024,182,0,27349,Alex Noren,176.4,6801996.0,1071
2024,183,0,48081,Xander Schauffele,177.3,7896307.0,1237
2024,184,0,30911,Tommy Fleetwood,178.3,7351104.0,1145
2023,1,0,52955,Ludvig Åberg,159.8,4642366.0,807
2023,2,0,33597,Harry Higgs,160.8,6059882.0,1047
2023,3,0,33410,Andrew Landry,161.6,6479047.0,1114
2023,3,0,40250,Taylor Pendrith,161.6,8294521.0,1426
2023,5,0,29289,S.Y. Noh,161.9,4779026.0,820
2023,5,0,53165,Doc Redman,161.9,6970956.0,1196
2023,7,0,33948,Byeong Hun An,162.0,9244170.0,1585
2023,8,0,35901,Paul Haley II,162.1,7190771.0,1232
2023,9,0,28420,Ryan Brehm,162.4,6958511.0,1190
2023,9,0,48084,Wesley Bryan,162.4,3209400.0,549
2023,9,0,52411,Kyle Westmoreland,162.4,6069452.0,1038
2023,12,0,33653,Thomas Detry,162.6,7014018.0,1198
2023,12,0,22056,Cameron Percy,162.6,4717108.0,806
2023,12,0,55893,Sam Stevens,162.6,8673615.0,1482
2023,15,0,39975,Michael Kim,162.7,7235839.0,1235
2023,16,0,34098,Russell Henley,162.8,7673577.0,1309
2023,17,0,34466,Peter Malnati,162.9,7928965.0,1352
2023,18,0,49298,Kramer Hickok,163.0,8192836.0,1396
2023,18,0,33122,Russell Knox,163.0,8789915.0,1498
2023,18,0,32139,Danny Willett,163.0,5562372.0,948
2023,21,0,35617,Martin Trainer,163.3,3992668.0,679
2023,22,0,50095,Austin Smotherman,163.4,8507056.0,1446
2023,23,0,19803,Ryan Armour,163.5,7023091.0,1193
2023,23,0,46435,Austin Cook,163.5,5873117.0,998
2023,23,0,57975,Harry Hall,163.5,7738647.0,1315
2023,23,0,30927,Brendon Todd,163.5,9029141.0,1534
2023,27,0,49766,Hank Lebioda,163.6,4406265.0,748
2023,28,0,39546,Keith Mitchell,163.7,7759522.0,1317
2023,29,0,27974,Sung Kang,163.8,3255103.0,552
2023,29,0,39335,Kevin Roy,163.8,5591564.0,948
2023,31,0,20229,Stewart Cink,163.9,6873204.0,1165
2023,31,0,12716,Charley Hoffman,163.9,6064771.0,1028
2023,33,0,40058,Zac Blair,164.0,6660572.0,1128
2023,33,0,37338,Zecheng Dou,164.0,7950606.0,1347
2023,33,0,27644,Brian Harman,164.0,8306547.0,1407
2023,33,0,34431,Robert Streb,164.0,6536000.0,1107
2023,37,0,48699,Callum Tarren,164.2,8648800.0,1463
2023,37,0,45242,Kevin Yu,164.2,5070465.0,858
2023,39,0,31557,Jim Herman,164.3,6524405.0,1103
2023,39,0,52453,Nicolai Hojgaard,164.3,3578167.0,605
2023,39,0,32640,Troy Merritt,164.3,7374205.0,1247
2023,39,0,48119,Ben Taylor,164.3,8988582.0,1520
2023,39,0,58967,Trevor Werbylo,164.3,6097926.0,1031
2023,44,0,25686,Jason Dufner,164.4,7236868.0,1223
2023,44,0,25818,Scott Piercy,164.4,7414388.0,1253
2023,44,0,50493,Justin Suh,164.4,10219030.0,1727
2023,44,0,27095,Nick Watney,164.4,5794037.0,979
2023,48,0,33408,Tyson Alexander,164.5,7331890.0,1238
2023,48,0,32662,Michael Gligic,164.5,5502256.0,929
2023,48,0,54591,Ben Griffin,164.5,9530853.0,1609
2023,48,0,36699,Patrick Rodgers,164.5,8892931.0,1502
2023,48,0,47347,Adam Schenk,164.5,10406817.0,1757
2023,48,0,55454,Carl Yuan,164.5,7270545.0,1228
2023,54,0,32757,Patton Kizzire,164.6,8745327.0,1476
2023,54,0,40162,Justin Lower,164.6,8448253.0,1426
2023,54,0,49947,Taylor Moore,164.6,8573729.0,1447
2023,54,0,24140,Sean O'Hair,164.6,3283638.0,554
2023,54,0,37275,Sam Ryder,164.6,9290119.0,1568
2023,54,0,27214,Kevin Streelman,164.6,9011118.0,1521
2023,60,0,55789,Taylor Montgomery,164.7,8961672.0,1511
2023,60,0,51070,Vincent Norrman,164.7,6896874.0,1163
2023,60,0,51997,Andrew Novak,164.7,7213929.0,1217
2023,60,0,32333,Kevin Tway,164.7,8495785.0,1433
2023,64,0,29970,Dylan Frittelli,164.8,6218385.0,1048
2023,64,0,25632,Jimmy Walker,164.8,8070131.0,1360
2023,66,0,24024,Zach Johnson,164.9,5925703.0,998
2023,66,0,31560,Brian Stuard,164.9,5318895.0,896
2023,68,0,35461,Beau Hossler,165.0,9279552.0,1562
2023,68,0,23108,Matt Kuchar,165.0,8370266.0,1409
2023,68,0,47995,Davis Riley,165.0,8045051.0,1354
2023,68,0,27963,Chris Stroud,165.0,4365822.0,735
2023,72,0,25493,Nick Taylor,165.1,7964826.0,1340
2023,73,0,39067,MJ Daffue,165.2,7799105.0,1311
2023,73,0,51890,Greyson Sigg,165.2,9468779.0,1592
2023,75,0,49453,Trevor Cone,165.3,6720030.0,1129
2023,75,0,25900,Lucas Glover,165.3,8492943.0,1427
2023,75,0,47988,Nick Hardy,165.3,9469449.0,1591
2023,75,0,34610,Matthias Schwab,165.3,8557410.0,1438
2023,79,0,30926,Chris Kirk,165.4,8078043.0,1357
2023,80,0,46340,Alex Smalley,165.5,9894851.0,1661
2023,81,0,34563,Chesson Hadley,165.6,8316875.0,1395
2023,81,0,28237,Rory McIlroy,165.6,6175365.0,1036
2023,81,0,48867,Matti Schmid,165.6,5539590.0,929
2023,84,0,28775,Nate Lashley,165.7,8963819.0,1503
2023,84,0,36724,Augusto Núñez,165.7,6174944.0,1035
2023,86,0,51766,Wyndham Clark,165.8,9149805.0,1533
2023,86,0,39954,Cody Gribble,165.8,5311021.0,890
2023,86,0,51950,Max McGreevy,165.8,6797014.0,1139
2023,86,0,26596,Ryan Moore,165.8,6827457.0,1144
2023,90,0,34076,Joel Dahmen,166.0,7796465.0,1305
2023,90,0,45609,Tyler Duncan,166.0,8457520.0,1415
2023,90,0,39324,J.J. Spaun,166.0,8867989.0,1484
2023,90,0,48887,Matt Wallace,166.0,7128973.0,1193
2023,94,0,27554,Scott Harrington,166.1,6105334.0,1021
2023,94,0,47983,Chad Ramey,166.1,9495710.0,1588
2023,94,0,22405,Justin Rose,166.1,5782482.0,967
2023,94,0,30692,Scott Stallings,166.1,7155595.0,1197
2023,98,0,45522,Christiaan Bezuidenhout,166.2,8442674.0,1411
2023,99,0,55708,Hayden Buckley,166.3,6895722.0,1152
2023,99,0,47079,Harrison Endycott,166.3,7275154.0,1215
2023,99,0,46441,Robby Shelton,166.3,8841323.0,1477
2023,102,0,31577,Tano Goya,166.4,6947176.0,1160
2023,102,0,34363,Tyrrell Hatton,166.4,7026880.0,1173
2023,102,0,35879,Kelly Kraft,166.4,7799953.0,1302
2023,102,0,47993,Denny McCarthy,166.4,9423797.0,1573
2023,106,0,32816,Satoshi Kodaira,166.5,4616259.0,770
2023,106,0,30163,Henrik Norlander,166.5,7263440.0,1212
2023,106,0,49771,J.T. Poston,166.5,9184867.0,1532
2023,106,0,58168,Davis Thompson,166.5,9286861.0,1549
2023,106,0,57366,Cameron Young,166.5,7132577.0,1190
2023,106,0,52513,Carson Young,166.5,8035988.0,1341
2023,112,0,54421,Garrick Higgo,166.7,9623099.0,1604
2023,112,0,48117,Kurt Kitayama,166.7,5876016.0,979
2023,114,0,52375,Doug Ghim,166.8,7954130.0,1325
2023,114,0,58696,Peter Kuest,166.8,4210151.0,701
2023,114,0,35449,Adam Long,166.8,9209713.0,1534
2023,117,0,29535,Brice Garnett,166.9,6772114.0,1127
2023,117,0,46601,Trey Mullinax,166.9,7198507.0,1198
2023,119,0,32366,Kevin Chappell,167.0,3864731.0,643
2023,120,0,22371,Aaron Baddeley,167.1,6354146.0,1056
2023,120,0,45157,Cam Davis,167.1,8598780.0,1429
2023,120,0,35532,Tom Hoge,167.1,9114204.0,1515
2023,120,0,26476,Chez Reavie,167.1,9114527.0,1515
2023,120,0,52374,Brandon Wu,167.1,9120963.0,1516
2023,125,0,32448,James Hahn,167.2,7405601.0,1230
2023,125,0,29221,Webb Simpson,167.2,5670312.0,942
2023,127,0,32839,Hideki Matsuyama,167.3,7480608.0,1242
2023,127,0,51491,Brandon Matthews,167.3,4485875.0,745
2023,127,0,47128,Richy Werenski,167.3,7683687.0,1276
2023,130,0,47504,Sam Burns,167.4,7854145.0,1303
2023,130,0,39997,Corey Conners,167.4,8067974.0,1339
2023,130,0,29420,Billy Horschel,167.4,5681345.0,943
2023,130,0,29908,C.T. Pan,167.4,4201444.0,697
2023,134,0,56630,Akshay Bhatia,167.5,6245594.0,1036
2023,134,0,54783,Dylan Wu,167.5,8538330.0,1416
2023,136,0,24925,Jonathan Byrd,167.6,3969934.0,658
2023,136,0,31202,William McGirt,167.6,3988473.0,661
2023,138,0,51414,Brent Grant,167.7,6095767.0,1010
2023,138,0,34409,David Lingmerth,167.7,6361756.0,1054
2023,138,0,33413,Ben Martin,167.7,8645600.0,1432
2023,138,0,27349,Alex Noren,167.7,7885637.0,1306
2023,142,0,39058,Lucas Herbert,167.8,5133702.0,850
2023,142,0,39977,Max Homa,167.8,8317908.0,1377
2023,142,0,40006,Erik van Rooyen,167.8,6020895.0,997
2023,145,0,50188,S.H. Kim,167.9,10459915.0,1730
2023,146,0,47591,Eric Cole,168.0,11771248.0,1946
2023,147,0,34255,Joseph Bramlett,168.1,7310856.0,1208
2023,147,0,36799,Stephan Jaeger,168.1,11565440.0,1911
2023,147,0,46970,Jon Rahm,168.1,6498959.0,1074
2023,150,0,51349,Nico Echavarria,168.2,5904991.0,975
2023,150,0,32102,Rickie Fowler,168.2,8784020.0,1451
2023,152,0,27936,Martin Laird,168.4,7366051.0,1215
2023,153,0,33141,Keegan Bradley,168.5,7252835.0,1196
2023,153,0,32791,K.H. Lee,168.5,8880940.0,1464
2023,153,0,23320,Ryan Palmer,168.5,7040841.0,1161
2023,156,0,46442,Maverick McNealy,168.6,5323794.0,877
2023,156,0,49960,Sepp Straka,168.6,8347400.0,1375
2023,158,0,31646,Emiliano Grillo,168.8,9539819.0,1570
2023,158,0,34046,Jordan Spieth,168.8,6714740.0,1105
2023,160,0,39971,Sungjae Im,168.9,9207816.0,1514
2023,160,0,33448,Justin Thomas,168.9,7272728.0,1196
2023,162,0,35506,Mackenzie Hughes,169.1,7739075.0,1271
2023,162,0,36326,David Lipsky,169.1,8801443.0,1446
2023,162,0,40115,Adam Svensson,169.1,11189840.0,1838
2023,162,0,51634,Sahith Theegala,169.1,9330315.0,1533
2023,166,0,50525,Collin Morikawa,169.3,6760693.0,1109
2023,167,0,35310,Lanto Griffin,169.4,4910225.0,805
2023,167,0,33399,Adam Hadwin,169.4,8816759.0,1446
2023,167,0,24502,Adam Scott,169.4,5609493.0,920
2023,170,0,29725,Tony Finau,169.5,7950732.0,1303
2023,171,0,57362,Austin Eckroat,169.6,7857906.0,1287
2023,171,0,33204,Shane Lowry,169.6,6106858.0,1000
2023,173,0,36871,Matt NeSmith,169.7,9173960.0,1502
2023,174,0,54628,Lee Hodges,170.2,9763378.0,1593
2023,175,0,46717,Viktor Hovland,170.4,7647677.0,1247
2023,176,0,28089,Jason Day,170.6,7021043.0,1143
2023,176,0,46046,Scottie Scheffler,170.6,8138044.0,1325
2023,178,0,59018,Ryan Gerard,170.7,5395316.0,878
2023,178,0,31323,Gary Woodland,170.7,8125702.0,1322
2023,180,0,40098,Matt Fitzpatrick,170.8,6904989.0,1123
2023,181,0,55182,Tom Kim,170.9,8356200.0,1358
2023,181,0,28252,Seamus Power,170.9,7094182.0,1153
2023,183,0,34256,Andrew Putnam,171.2,9920376.0,1610
2023,184,0,35450,Patrick Cantlay,171.3,6821645.0,1106
2023,185,0,36801,Mark Hubbard,171.6,9822437.0,1590
2023,185,0,27129,Luke List,171.6,9111308.0,1475
2023,187,0,56762,Will Gordon,171.7,9819317.0,1589
2023,187,0,37455,Si Woo Kim,171.7,9494277.0,1536
2023,189,0,52372,Cameron Champ,172.0,6562211.0,1060
2023,190,0,48081,Xander Schauffele,172.3,6885071.0,1110
2023,191,0,46414,Aaron Rai,172.8,9659162.0,1553
2023,192,0,30911,Tommy Fleetwood,173.3,6944170.0,1113
2023,193,0,34099,Harris English,174.0,9158639.0,1462
2022,1,0,40250,Taylor Pendrith,158.8,6006644.0,1051
2022,2,0,32366,Kevin Chappell,160.2,4497726.0,780
2022,3,0,22056,Cameron Percy,160.9,3296557.0,569
2022,4,0,24980,Scott Gutschewski,161.0,3929677.0,678
2022,5,0,29289,S.Y. Noh,161.1,4745269.0,818
2022,6,0,47483,Will Zalatoris,161.3,5944666.0,1024
2022,7,0,31557,Jim Herman,161.5,4489535.0,772
2022,7,0,24024,Zach Johnson,161.5,5704300.0,981
2022,9,0,57366,Cameron Young,161.6,7255577.0,1247
2022,10,0,27095,Nick Watney,161.9,6433687.0,1104
2022,11,0,20229,Stewart Cink,162.0,6827274.0,1171
2022,12,0,47988,Nick Hardy,162.4,4677828.0,800
2022,13,0,32333,Kevin Tway,162.5,6990724.0,1195
2022,14,0,39953,Chase Seiffert,162.6,3864521.0,660
2022,15,0,25686,Jason Dufner,162.8,4084405.0,697
2022,16,0,12716,Charley Hoffman,162.9,6082025.0,1037
2022,17,0,39436,Joshua Creel,163.0,3879351.0,661
2022,17,0,48117,Kurt Kitayama,163.0,4805939.0,819
2022,17,0,32640,Troy Merritt,163.0,7737882.0,1319
2022,17,0,34610,Matthias Schwab,163.0,5767668.0,983
2022,21,0,47856,Seth Reeves,163.2,5130610.0,873
2022,22,0,19803,Ryan Armour,163.4,3688616.0,627
2022,22,0,46435,Austin Cook,163.4,5546081.0,943
2022,22,0,46550,Brandon Hagy,163.4,6298987.0,1071
2022,25,0,51766,Wyndham Clark,163.5,7826879.0,1330
2022,25,0,10381,Curtis Thompson,163.5,4620794.0,785
2022,27,0,27644,Brian Harman,163.6,7952976.0,1350
2022,27,0,35617,Martin Trainer,163.6,6482525.0,1101
2022,29,0,33204,Shane Lowry,163.7,5049240.0,857
2022,30,0,29518,Brendan Steele,163.8,6551151.0,1111
2022,31,0,33399,Adam Hadwin,163.9,8005604.0,1357
2022,31,0,34363,Tyrrell Hatton,163.9,5046206.0,855
2022,31,0,28114,Dawie van der Walt,163.9,5069508.0,859
2022,31,0,54783,Dylan Wu,163.9,5364092.0,909
2022,35,0,24924,Bill Haas,164.0,7149444.0,1211
2022,36,0,34563,Chesson Hadley,164.1,6740998.0,1141
2022,36,0,47993,Denny McCarthy,164.1,9187772.0,1555
2022,36,0,46601,Trey Mullinax,164.1,6974821.0,1181
2022,39,0,32139,Danny Willett,164.2,4391762.0,743
2022,40,0,23983,Luke Donald,164.3,5507254.0,931
2022,41,0,47983,Chad Ramey,164.4,5824167.0,984
2022,42,0,36852,Jim Knous,164.5,3791146.0,640
2022,42,0,34466,Peter Malnati,164.5,9207447.0,1555
2022,42,0,22405,Justin Rose,164.5,4003273.0,676
2022,45,0,37189,Harold Varner III,164.6,6013583.0,1015
2022,46,0,31420,Anirban Lahiri,164.7,6296168.0,1062
2022,46,0,51894,Vince Whaley,164.7,7081286.0,1194
2022,46,0,56278,Matthew Wolff,164.7,3984335.0,672
2022,49,0,39058,Lucas Herbert,164.8,4164461.0,702
2022,49,0,33597,Harry Higgs,164.8,7171166.0,1209
2022,49,0,30692,Scott Stallings,164.8,8913481.0,1502
2022,52,0,33486,Roger Sloan,164.9,6553885.0,1104
2022,53,0,29221,Webb Simpson,165.0,5505183.0,927
2022,53,0,46340,Alex Smalley,165.0,7969868.0,1342
2022,55,0,25900,Lucas Glover,165.1,8684543.0,1461
2022,55,0,33122,Russell Knox,165.1,7879270.0,1326
2022,55,0,47529,Mito Pereira,165.1,7995253.0,1345
2022,55,0,23621,Rory Sabbatini,165.1,5302276.0,892
2022,55,0,39324,J.J. Spaun,165.1,7750653.0,1304
2022,55,0,48699,Callum Tarren,165.1,5717837.0,962
2022,61,0,36699,Patrick Rodgers,165.2,7361091.0,1238
2022,62,0,21961,Charles Howell III,165.3,4979363.0,837
2022,63,0,29478,Kevin Kisner,165.5,5855478.0,983
2022,64,0,45522,Christiaan Bezuidenhout,165.6,5848910.0,981
2022,64,0,28775,Nate Lashley,165.6,6490240.0,1089
2022,64,0,27649,Brandt Snedeker,165.6,5217548.0,875
2022,67,0,27895,Jonas Blixt,165.7,4431642.0,743
