YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2024,1,0,46046,Scottie Scheffler,33.92,2544,75
2024,2,0,48081,Xander Schauffele,34.4,2855,83
2024,3,0,50525,Collin Morikawa,34.43,2720,79
2024,4,0,51977,Max Greyserman,34.49,2794,81
2024,5,0,46442,Maverick McNealy,34.54,3281,95
2024,6,0,60004,Jacob Bridgeman,34.56,2834,82
2024,7,0,46414,Aaron Rai,34.57,3077,89
2024,8,0,51997,Andrew Novak,34.58,2974,86
2024,9,0,50095,Austin Smotherman,34.6,1834,53
2024,10,0,57975,Harry Hall,34.61,2873,83
2024,11,0,36801,Mark Hubbard,34.63,3567,103
2024,12,0,52375,Doug Ghim,34.64,3256,94
2024,13,0,39546,Keith Mitchell,34.66,2946,85
2024,14,0,51894,Vince Whaley,34.68,2636,76
2024,15,0,57900,Chandler Phillips,34.69,3018,87
2024,16,0,59143,Mac Meissner,34.72,2604,75
2024,17,0,52955,Ludvig Åberg,34.75,2606,75
2024,17,0,29535,Brice Garnett,34.75,1668,48
2024,17,0,52215,Robert MacIntyre,34.75,2606,75
2024,17,0,55893,Sam Stevens,34.75,3544,102
2024,21,0,30163,Henrik Norlander,34.76,2294,66
2024,21,0,27064,Jhonattan Vegas,34.76,2607,75
2024,23,0,54576,Patrick Fishburn,34.77,2538,73
2024,23,0,58168,Davis Thompson,34.77,3268,94
2024,25,0,27644,Brian Harman,34.79,3027,87
2024,26,0,35461,Beau Hossler,34.8,3097,89
2024,27,0,40026,Daniel Berger,34.81,2785,80
2024,28,0,34587,Chan Kim,34.82,2925,84
2024,29,0,37378,Min Woo Lee,34.83,2438,70
2024,30,0,34021,Bud Cauley,34.85,1882,54
2024,31,0,60067,Joe Highsmith,34.86,2580,74
2024,32,0,33653,Thomas Detry,34.87,2441,70
2024,32,0,51696,Rico Hoey,34.87,3034,87
2024,32,0,39971,Sungjae Im,34.87,3173,91
2024,35,0,47504,Sam Burns,34.88,2686,77
2024,35,0,48887,Matt Wallace,34.88,2337,67
2024,37,0,54591,Ben Griffin,34.89,4047,116
2024,37,0,39975,Michael Kim,34.89,2966,85
2024,37,0,28252,Seamus Power,34.89,3349,96
2024,40,0,34255,Joseph Bramlett,34.9,3036,87
2024,40,0,33486,Roger Sloan,34.9,2408,69
2024,42,0,40250,Taylor Pendrith,34.91,2758,79
2024,43,0,40098,Matt Fitzpatrick,34.92,2479,71
2024,43,0,40162,Justin Lower,34.92,3527,101
2024,45,0,33204,Shane Lowry,34.93,2550,73
2024,45,0,27349,Alex Noren,34.93,2550,73
2024,45,0,29908,C.T. Pan,34.93,2061,59
2024,45,0,36699,Patrick Rodgers,34.93,3493,100
2024,49,0,45522,Christiaan Bezuidenhout,34.94,2795,80
2024,49,0,48084,Wesley Bryan,34.94,1747,50
2024,49,0,32367,Jorge Campillo,34.94,1817,52
2024,52,0,28775,Nate Lashley,34.95,2691,77
2024,52,0,45242,Kevin Yu,34.95,2691,77
2024,54,0,32366,Kevin Chappell,34.96,1958,56
2024,54,0,28089,Jason Day,34.96,2552,73
2024,54,0,51349,Nico Echavarria,34.96,3216,92
2024,54,0,29725,Tony Finau,34.96,2902,83
2024,54,0,50484,Hayden Springer,34.96,2622,75
2024,54,0,40006,Erik van Rooyen,34.96,2902,83
2024,60,0,27129,Luke List,34.97,2693,77
2024,61,0,51287,Ryo Hisatsune,34.99,3079,88
2024,61,0,49771,J.T. Poston,34.99,3114,89
2024,61,0,39327,Ben Silverman,34.99,2834,81
2024,64,0,33948,Byeong Hun An,35.0,2625,75
2024,64,0,26476,Chez Reavie,35.0,2520,72
2024,64,0,33448,Justin Thomas,35.0,2485,71
2024,67,0,35506,Mackenzie Hughes,35.01,3326,95
2024,67,0,48867,Matti Schmid,35.01,2836,81
2024,69,0,59836,Pierceson Coody,35.02,2837,81
2024,69,0,32791,K.H. Lee,35.02,2872,82
2024,71,0,34098,Russell Henley,35.03,2557,73
2024,72,0,29420,Billy Horschel,35.04,2768,79
2024,72,0,28237,Rory McIlroy,35.04,2418,69
2024,72,0,51634,Sahith Theegala,35.04,3259,93
2024,75,0,25900,Lucas Glover,35.05,3260,93
2024,76,0,47993,Denny McCarthy,35.06,3050,87
2024,76,0,24502,Adam Scott,35.06,2489,71
2024,76,0,46441,Robby Shelton,35.06,2770,79
2024,79,0,30911,Tommy Fleetwood,35.07,2490,71
2024,79,0,12716,Charley Hoffman,35.07,2560,73
2024,79,0,32839,Hideki Matsuyama,35.07,2595,74
