YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2024,1,0,46046,Scottie Scheffler,34.09,2557,75
2024,2,0,48081,Xander Schauffele,34.12,2832,83
2024,3,0,54591,Ben Griffin,34.16,3963,116
2024,4,0,37455,Si Woo Kim,34.33,3158,92
2024,5,0,51766,Wyndham Clark,34.35,2439,71
2024,5,0,48117,Kurt Kitayama,34.35,2714,79
2024,5,0,32757,Patton Kizzire,34.35,2233,65
2024,8,0,52513,Carson Young,34.37,3093,90
2024,9,0,39327,Ben Silverman,34.42,2788,81
2024,10,0,29420,Billy Horschel,34.46,2722,79
2024,11,0,27349,Alex Noren,34.48,2517,73
2024,12,0,51997,Andrew Novak,34.49,2966,86
2024,13,0,34587,Chan Kim,34.5,2898,84
2024,13,0,30163,Henrik Norlander,34.5,2277,66
2024,13,0,39324,J.J. Spaun,34.5,2760,80
2024,16,0,32839,Hideki Matsuyama,34.53,2555,74
2024,16,0,27064,Jhonattan Vegas,34.53,2590,75
2024,18,0,52375,Doug Ghim,34.55,3248,94
2024,18,0,35461,Beau Hossler,34.55,3075,89
2024,20,0,35310,Lanto Griffin,34.57,2627,76
2024,20,0,58168,Davis Thompson,34.57,3250,94
2024,20,0,32333,Kevin Tway,34.57,2074,60
2024,23,0,51349,Nico Echavarria,34.58,3181,92
2024,23,0,54576,Patrick Fishburn,34.58,2524,73
2024,23,0,51977,Max Greyserman,34.58,2801,81
2024,23,0,39975,Michael Kim,34.58,2939,85
2024,23,0,24502,Adam Scott,34.58,2455,71
2024,23,0,45242,Kevin Yu,34.58,2663,77
2024,29,0,46442,Maverick McNealy,34.59,3286,95
2024,29,0,40250,Taylor Pendrith,34.59,2733,79
2024,31,0,57975,Harry Hall,34.6,2872,83
2024,31,0,24024,Zach Johnson,34.6,1799,52
2024,33,0,39546,Keith Mitchell,34.62,2943,85
2024,33,0,33448,Justin Thomas,34.62,2458,71
2024,35,0,52955,Ludvig Åberg,34.63,2597,75
2024,36,0,39997,Corey Conners,34.64,3014,87
2024,36,0,51696,Rico Hoey,34.64,3014,87
2024,36,0,39971,Sungjae Im,34.64,3152,91
2024,36,0,52215,Robert MacIntyre,34.64,2598,75
2024,40,0,47679,Victor Perez,34.65,2495,72
2024,41,0,35506,Mackenzie Hughes,34.66,3293,95
2024,42,0,40162,Justin Lower,34.67,3502,101
2024,42,0,47983,Chad Ramey,34.67,2982,86
2024,44,0,48084,Wesley Bryan,34.68,1734,50
2024,44,0,47504,Sam Burns,34.68,2670,77
2024,44,0,35450,Patrick Cantlay,34.68,2393,69
2024,44,0,59143,Mac Meissner,34.68,2601,75
2024,48,0,51287,Ryo Hisatsune,34.69,3053,88
2024,48,0,48887,Matt Wallace,34.69,2324,67
2024,50,0,52514,Trace Crowe,34.7,2464,71
2024,50,0,28237,Rory McIlroy,34.7,2394,69
2024,50,0,57900,Chandler Phillips,34.7,3019,87
2024,50,0,55893,Sam Stevens,34.7,3539,102
2024,50,0,40006,Erik van Rooyen,34.7,2880,83
2024,55,0,35532,Tom Hoge,34.72,3646,105
2024,55,0,46414,Aaron Rai,34.72,3090,89
2024,57,0,34099,Harris English,34.73,3230,93
2024,58,0,51890,Greyson Sigg,34.74,2779,80
2024,59,0,34098,Russell Henley,34.75,2537,73
2024,59,0,51634,Sahith Theegala,34.75,3232,93
2024,61,0,60004,Jacob Bridgeman,34.76,2850,82
2024,61,0,29725,Tony Finau,34.76,2885,83
2024,61,0,36699,Patrick Rodgers,34.76,3476,100
2024,61,0,50484,Hayden Springer,34.76,2607,75
2024,65,0,60067,Joe Highsmith,34.77,2573,74
2024,65,0,28252,Seamus Power,34.77,3338,96
2024,67,0,27936,Martin Laird,34.8,2610,75
2024,67,0,32791,K.H. Lee,34.8,2854,82
2024,69,0,56630,Akshay Bhatia,34.81,3098,89
2024,69,0,34256,Andrew Putnam,34.81,2889,83
2024,69,0,37275,Sam Ryder,34.81,2750,79
2024,72,0,59095,Chris Gotterup,34.82,2577,74
2024,72,0,46340,Alex Smalley,34.82,2716,78
2024,74,0,40026,Daniel Berger,34.83,2786,80
2024,74,0,45157,Cam Davis,34.83,2786,80
2024,76,0,12716,Charley Hoffman,34.84,2543,73
2024,76,0,46717,Viktor Hovland,34.84,1986,57
2024,76,0,48867,Matti Schmid,34.84,2822,81
2024,79,0,30911,Tommy Fleetwood,34.85,2474,71
2024,80,0,54783,Dylan Wu,34.86,2893,83
2024,81,0,36801,Mark Hubbard,34.87,3592,103
2024,82,0,25900,Lucas Glover,34.88,3244,93
2024,82,0,49771,J.T. Poston,34.88,3104,89
2024,84,0,34021,Bud Cauley,34.89,1884,54
2024,84,0,34563,Chesson Hadley,34.89,2442,70
2024,86,0,47993,Denny McCarthy,34.9,3036,87
2024,86,0,27214,Kevin Streelman,34.9,2513,72
2024,88,0,54628,Lee Hodges,34.91,3282,94
2024,88,0,36884,Ben Kohles,34.91,3107,89
2024,88,0,50525,Collin Morikawa,34.91,2758,79
2024,91,0,33141,Keegan Bradley,34.92,2759,79
2024,91,0,47988,Nick Hardy,34.92,3038,87
2024,91,0,29908,C.T. Pan,34.92,2060,59
2024,94,0,36799,Stephan Jaeger,34.93,2899,83
2024,94,0,55182,Tom Kim,34.93,2864,82
2024,96,0,29936,Ryan Fox,34.94,2725,78
2024,96,0,39977,Max Homa,34.94,2760,79
2024,98,0,45522,Christiaan Bezuidenhout,34.95,2796,80
2024,98,0,40115,Adam Svensson,34.95,3740,107
2024,100,0,59866,Nick Dunlap,34.97,2483,71
2024,100,0,48153,Matthieu Pavon,34.97,2343,67
2024,100,0,50493,Justin Suh,34.97,2693,77
2024,103,0,32367,Jorge Campillo,34.98,1819,52
2024,103,0,47663,Kevin Dougherty,34.98,2274,65
2024,103,0,30926,Chris Kirk,34.98,2833,81
2024,103,0,49947,Taylor Moore,34.98,3463,99
2024,103,0,25493,Nick Taylor,34.98,3008,86
2024,103,0,57366,Cameron Young,34.98,2833,81
2024,109,0,40058,Zac Blair,34.99,3009,86
2024,109,0,34255,Joseph Bramlett,34.99,3044,87
2024,109,0,34076,Joel Dahmen,34.99,3219,92
2024,109,0,28089,Jason Day,34.99,2554,73
2024,109,0,26596,Ryan Moore,34.99,2624,75
2024,109,0,51894,Vince Whaley,34.99,2659,76
2024,115,0,28775,Nate Lashley,35.0,2695,77
2024,116,0,33948,Byeong Hun An,35.01,2626,75
2024,116,0,27139,David Skinns,35.01,2976,85
2024,116,0,30927,Brendon Todd,35.01,3466,99
2024,116,0,52374,Brandon Wu,35.01,2941,84
2024,120,0,47591,Eric Cole,35.02,3887,111
2024,120,0,54421,Garrick Higgo,35.02,2872,82
2024,120,0,33968,Thorbjørn Olesen,35.02,1681,48
2024,123,0,57362,Austin Eckroat,35.03,3293,94
2024,124,0,50497,Adrien Dumont de Chassart,35.04,2698,77
2024,124,0,31323,Gary Woodland,35.04,2803,80
2024,126,0,50188,S.H. Kim,35.05,3785,108
2024,127,0,29535,Brice Garnett,35.06,1683,48
2024,128,0,47483,Will Zalatoris,35.07,2455,70
2024,129,0,36326,David Lipsky,35.08,2526,72
2024,129,0,52666,Sami Valimaki,35.08,2210,63
2024,131,0,45609,Tyler Duncan,35.09,2597,74
2024,132,0,59836,Pierceson Coody,35.1,2843,81
