YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
2021,1,0,46550,Brandon Hagy,10.0
2021,1,0,56272,Wilco Nienaber,10.0
2021,1,0,40250,Taylor Pendrith,10.0
2021,4,0,47959,Bryson DeChambeau,9.9
2021,5,0,28420,Ryan Brehm,9.8
2021,6,0,56762,Will Gordon,9.7
2021,7,0,34255,Joseph Bramlett,9.4
2021,7,0,33974,Dean Burmester,9.4
2021,7,0,35617,Martin Trainer,9.4
2021,7,0,52411,Kyle Westmoreland,9.4
2021,11,0,34374,Erik Barnes,9.3
2021,11,0,39058,Lucas Herbert,9.3
2021,11,0,28237,Rory McIlroy,9.3
2021,11,0,36699,Patrick Rodgers,9.3
2021,15,0,27554,Scott Harrington,9.2
2021,15,0,39546,Keith Mitchell,9.2
2021,15,0,46646,Antoine Rozner,9.2
2021,15,0,51395,Trey Shirley,9.2
2021,19,0,27129,Luke List,9.1
2021,19,0,29484,Peter Uihlein,9.1
2021,21,0,33948,Byeong Hun An,9.0
2021,21,0,46970,Jon Rahm,9.0
2021,21,0,10381,Curtis Thompson,9.0
2021,24,0,34362,Laurie Canter,8.9
2021,24,0,49310,David Gazzolo,8.9
2021,24,0,47989,Sam Horsfield,8.9
2021,24,0,36689,Brooks Koepka,8.9
2021,24,0,54364,Stephen Stallings Jr.,8.9
2021,24,0,27064,Jhonattan Vegas,8.9
2021,30,0,46930,Jaekyeong Lee,8.8
2021,30,0,35300,Andrew Loupe,8.8
2021,30,0,47995,Davis Riley,8.8
2021,30,0,56278,Matthew Wolff,8.8
2021,34,0,39831,Bobby Bai,8.7
2021,34,0,58168,Davis Thompson,8.7
2021,36,0,56781,Isaiah Salinda,8.6
2021,36,0,32333,Kevin Tway,8.6
2021,36,0,25804,Bubba Watson,8.6
2021,39,0,29970,Dylan Frittelli,8.5
2021,39,0,21209,Sergio Garcia,8.5
2021,39,0,57975,Harry Hall,8.5
2021,39,0,54421,Garrick Higgo,8.5
2021,39,0,49960,Sepp Straka,8.5
2021,44,0,35461,Beau Hossler,8.4
2021,44,0,30925,Dustin Johnson,8.4
2021,44,0,37378,Min Woo Lee,8.4
2021,44,0,47483,Will Zalatoris,8.4
2021,48,0,37212,Paul Barjon,8.3
2021,48,0,54334,Ben Cook,8.3
2021,48,0,39067,MJ Daffue,8.3
2021,48,0,37273,Derek Ernst,8.3
2021,48,0,21961,Charles Howell III,8.3
2021,48,0,55789,Taylor Montgomery,8.3
2021,48,0,33448,Justin Thomas,8.3
2021,55,0,48084,Wesley Bryan,8.2
2021,55,0,30944,Jason Kokrak,8.2
2021,55,0,47127,David Pastore,8.2
2021,58,0,52372,Cameron Champ,8.1
2021,58,0,24358,Robert Garrigus,8.1
2021,58,0,12716,Charley Hoffman,8.1
2021,61,0,28089,Jason Day,8.0
2021,61,0,34587,Chan Kim,8.0
2021,63,0,46717,Viktor Hovland,7.9
2021,63,0,31420,Anirban Lahiri,7.9
2021,63,0,35104,Tom Lewis,7.9
2021,63,0,45486,Joaquin Niemann,7.9
2021,63,0,25818,Scott Piercy,7.9
2021,63,0,46046,Scottie Scheffler,7.9
2021,63,0,48887,Matt Wallace,7.9
2021,70,0,27895,Jonas Blixt,7.8
2021,70,0,45157,Cam Davis,7.8
2021,70,0,40042,Tyler McCumber,7.8
2021,70,0,29289,S.Y. Noh,7.8
2021,70,0,48081,Xander Schauffele,7.8
2021,70,0,26331,Charl Schwartzel,7.8
2021,76,0,47504,Sam Burns,7.7
2021,76,0,35450,Patrick Cantlay,7.7
2021,76,0,52215,Robert MacIntyre,7.7
2021,76,0,48119,Ben Taylor,7.7
2021,80,0,33141,Keegan Bradley,7.6
2021,80,0,26300,Matt Jones,7.6
2021,80,0,29926,Danny Lee,7.6
2021,80,0,56320,Bryson Nimmer,7.6
2021,80,0,47529,Mito Pereira,7.6
2021,80,0,35225,Brandon Stone,7.6
2021,86,0,52686,Rasmus Hojgaard,7.5
2021,86,0,29908,C.T. Pan,7.5
2021,86,0,47137,Trevor Simsby,7.5
2021,89,0,29725,Tony Finau,7.4
2021,89,0,50188,S.H. Kim,7.4
2021,89,0,23320,Ryan Palmer,7.4
2021,92,0,30978,Kiradech Aphibarnrat,7.3
2021,92,0,56676,John Augenstein,7.3
2021,92,0,29268,Bronson Burgoon,7.3
2021,92,0,25364,Paul Casey,7.3
2021,92,0,20229,Stewart Cink,7.3
2021,92,0,54687,Broc Everett,7.3
2021,92,0,35310,Lanto Griffin,7.3
2021,92,0,47056,Rikuya Hoshino,7.3
2021,92,0,32839,Hideki Matsuyama,7.3
2021,92,0,39834,Guido Migliozzi,7.3
2021,92,0,24140,Sean O'Hair,7.3
2021,92,0,34264,Hudson Swafford,7.3
2021,104,0,45609,Tyler Duncan,7.2
2021,104,0,40098,Matt Fitzpatrick,7.2
2021,104,0,34363,Tyrrell Hatton,7.2
2021,104,0,32757,Patton Kizzire,7.2
2021,104,0,34046,Jordan Spieth,7.2
2021,104,0,31323,Gary Woodland,7.2
2021,110,0,32070,Rafael Campos,7.1
2021,110,0,30911,Tommy Fleetwood,7.1
2021,110,0,51894,Vince Whaley,7.1
2021,113,0,32662,Michael Gligic,7.0
2021,113,0,33667,Carlos Ortiz,7.0
2021,113,0,37157,Renato Paratore,7.0
2021,113,0,45847,JC Ritchie,7.0
2021,113,0,27095,Nick Watney,7.0
2021,113,0,49964,Aaron Wise,7.0
2021,119,0,32366,Kevin Chappell,6.9
2021,119,0,47988,Nick Hardy,6.9
2021,119,0,33122,Russell Knox,6.9
2021,119,0,47347,Adam Schenk,6.9
2021,119,0,24502,Adam Scott,6.9
2021,124,0,56630,Akshay Bhatia,6.8
2021,124,0,33597,Harry Higgs,6.8
2021,124,0,47842,Hanbyeol Kim,6.8
2021,124,0,37250,Romain Langasque,6.8
2021,124,0,49766,Hank Lebioda,6.8
2021,124,0,36326,David Lipsky,6.8
2021,124,0,33413,Ben Martin,6.8
2021,124,0,46442,Maverick McNealy,6.8
2021,124,0,46340,Alex Smalley,6.8
2021,124,0,35891,Cameron Smith,6.8
2021,124,0,36698,Andy Zhang,6.8
2021,135,0,33486,Roger Sloan,6.7
2021,135,0,47128,Richy Werenski,6.7
2021,135,0,32139,Danny Willett,6.7
2021,138,0,25686,Jason Dufner,6.6
2021,138,0,57362,Austin Eckroat,6.6
2021,138,0,50006,Willie Mack III,6.6
2021,138,0,1810,Phil Mickelson,6.6
2021,138,0,28252,Seamus Power,6.6
2021,138,0,30692,Scott Stallings,6.6
2021,138,0,40006,Erik van Rooyen,6.6
2021,145,0,22371,Aaron Baddeley,6.5
2021,145,0,27141,J.B. Holmes,6.5
2021,145,0,25632,Jimmy Walker,6.5
2021,148,0,33399,Adam Hadwin,6.4
2021,148,0,48822,Sebastián Muñoz,6.4
2021,148,0,22056,Cameron Percy,6.4
2021,148,0,51890,Greyson Sigg,6.4
2021,152,0,32618,Rhein Gibson,6.3
2021,152,0,34563,Chesson Hadley,6.3
2021,152,0,39977,Max Homa,6.3
2021,152,0,32791,K.H. Lee,6.3
2021,152,0,35732,Wes Roach,6.3
2021,152,0,39953,Chase Seiffert,6.3
2021,152,0,23623,Bo Van Pelt,6.3
2021,152,0,54783,Dylan Wu,6.3
2021,160,0,33404,Chris Baker,6.2
2021,160,0,23621,Rory Sabbatini,6.2
2021,162,0,34021,Bud Cauley,6.1
2021,162,0,31646,Emiliano Grillo,6.1
2021,162,0,35230,Nelson Ledesma,6.1
2021,162,0,37187,Tain Lee,6.1
2021,162,0,30110,Kyle Stanley,6.1
2021,167,0,48045,Michael Gellerman,6.0
2021,167,0,39971,Sungjae Im,6.0
2021,167,0,27349,Alex Noren,6.0
2021,170,0,32448,James Hahn,5.9
2021,170,0,23108,Matt Kuchar,5.9
2021,170,0,46732,Rick Lamb,5.9
2021,170,0,35449,Adam Long,5.9
2021,170,0,33204,Shane Lowry,5.9
2021,170,0,36871,Matthew NeSmith,5.9
2021,170,0,49771,J.T. Poston,5.9
2021,170,0,37275,Sam Ryder,5.9
2021,170,0,35181,Daniel van Tonder,5.9
2021,170,0,37189,Harold Varner III,5.9
2021,170,0,27770,Camilo Villegas,5.9
2021,181,0,30926,Chris Kirk,5.8
2021,181,0,28775,Nate Lashley,5.8
2021,181,0,32640,Troy Merritt,5.8
2021,184,0,33120,Mark Anderson,5.7
2021,184,0,40009,Dominic Bozzelli,5.7
2021,184,0,39997,Corey Conners,5.7
2021,184,0,37455,Si Woo Kim,5.7
2021,184,0,27936,Martin Laird,5.7
2021,184,0,31569,Jason Scrivener,5.7
2021,184,0,25493,Nick Taylor,5.7
2021,184,0,23788,D.J. Trahan,5.7
2021,192,0,34076,Joel Dahmen,5.6
2021,192,0,19846,Brian Gay,5.6
2021,192,0,46402,Talor Gooch,5.6
2021,192,0,47238,Jazz Janewattananond,5.6
2021,192,0,39975,Michael Kim,5.6
2021,192,0,26851,Marc Leishman,5.6
2021,192,0,22405,Justin Rose,5.6
2021,199,0,39324,J.J. Spaun,5.5
2021,199,0,27214,Kevin Streelman,5.5
2021,199,0,33449,Zack Sucher,5.5
2021,199,0,27330,Josh Teater,5.5
2021,203,0,47334,Sam Fidone,5.4
2021,203,0,32102,Rickie Fowler,5.4
2021,203,0,54314,Tyler Strafaci,5.4
