YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
2020,8,33204,Shane Lowry,69.2,126,182,+1.51
2020,8,34431,Robert Streb,72.7,128,176,+2.42
2019,0,32839,Hideki Matsuyama,32.4,113,349,0.71
2019,0,26851,Marc Leishman,33.2,96,289,0.73
2019,0,25818,Scott Piercy,34.9,103,295,0.97
2019,0,40026,Daniel Berger,35.3,90,255,1.0
2019,0,39324,J.J. Spaun,35.3,114,323,1.05
2019,0,29974,Branden Grace,36.1,87,241,1.15
2019,0,45526,Abraham Ancer,36.3,97,267,1.03
2019,0,31646,Emiliano Grillo,36.8,81,220,1.36
2019,0,49298,Kramer Hickok,36.9,92,249,2.17
2019,0,24924,Bill Haas,37.2,115,309,0.17
2019,0,29223,Sam Saunders,38.2,139,364,1.8
2019,0,6522,Ernie Els,38.4,63,164,1.59
2019,0,37275,Sam Ryder,39.4,114,289,1.32
2019,0,33399,Adam Hadwin,39.6,110,278,1.64
2019,0,35732,Wes Roach,40.2,90,224,1.44
2019,0,33948,Byeong Hun An,40.3,126,313,1.11
2019,0,47504,Sam Burns,40.3,155,385,2.06
2019,0,39997,Corey Conners,40.3,125,310,0.96
2019,0,32816,Satoshi Kodaira,40.5,94,232,2.77
2019,0,24781,Hunter Mahan,40.5,90,222,1.44
2019,0,19803,Ryan Armour,40.7,111,273,2.07
2019,0,34256,Andrew Putnam,41.1,118,287,2.03
2019,0,26596,Ryan Moore,41.2,84,204,1.31
2019,0,47993,Denny McCarthy,41.3,133,322,0.68
2019,0,45486,Joaquin Niemann,41.4,173,418,0.29
2019,0,23621,Rory Sabbatini,41.7,135,324,1.19
2019,0,27349,Alex Noren,41.8,87,208,1.84
2019,0,27330,Josh Teater,41.8,114,273,0.96
2019,0,35532,Tom Hoge,41.9,151,360,2.25
2019,0,33486,Roger Sloan,41.9,158,377,1.52
2019,0,26499,Rafa Cabrera Bello,42.0,86,205,2.33
2019,0,21961,Charles Howell III,42.0,148,352,1.76
2019,0,39977,Max Homa,42.2,164,389,0.85
2019,0,30978,Kiradech Aphibarnrat,42.3,82,194,2.32
2019,0,25396,Kevin Na,42.4,86,203,2.44
2019,0,32640,Troy Merritt,42.5,102,240,1.76
2019,0,51766,Wyndham Clark,42.6,173,406,0.58
2019,0,12716,Charley Hoffman,42.6,113,265,2.48
2019,0,49771,J.T. Poston,42.7,188,440,0.8
2019,0,24138,Ian Poulter,42.7,88,206,-0.11
2019,0,47856,Seth Reeves,42.7,131,307,2.21
2019,0,29970,Dylan Frittelli,42.9,147,343,0.75
2019,0,30692,Scott Stallings,42.9,156,364,2.5
2019,0,35461,Beau Hossler,43.0,169,393,1.54
2019,0,28679,Fabián Gómez,43.2,89,206,2.81
2019,0,49960,Sepp Straka,43.2,117,271,1.11
2019,0,33410,Andrew Landry,43.3,109,252,1.65
2019,0,29725,Tony Finau,43.8,156,356,0.96
2019,0,47990,Kyle Jones,43.8,105,240,1.81
2019,0,34363,Tyrrell Hatton,43.9,82,187,1.95
2019,0,28237,Rory McIlroy,43.9,107,244,0.37
2019,0,26758,David Hearn,44.0,66,150,1.36
2019,0,29268,Bronson Burgoon,44.2,95,215,3.37
2019,0,47347,Adam Schenk,44.2,192,434,1.25
2019,0,32333,Kevin Tway,44.3,181,409,1.71
2019,0,21209,Sergio Garcia,44.4,83,187,1.45
2019,0,46402,Talor Gooch,44.5,113,254,1.68
2019,0,24361,Pat Perez,44.6,86,193,1.63
2019,0,33122,Russell Knox,44.7,123,275,0.41
2019,0,21731,Freddie Jacobson,44.8,99,221,2.12
2019,0,30786,Brady Schnell,44.8,82,183,3.17
2019,0,23320,Ryan Palmer,45.1,116,257,0.6
2019,0,27963,Chris Stroud,45.1,132,293,1.14
2019,0,25632,Jimmy Walker,45.2,150,332,1.27
2019,0,30911,Tommy Fleetwood,45.4,98,216,2.14
2019,0,27649,Brandt Snedeker,45.4,177,390,0.9
2019,0,35450,Patrick Cantlay,45.6,135,296,0.3
2019,0,35421,Brandon Harkins,45.7,177,387,1.58
2019,0,37380,Curtis Luck,45.7,122,267,1.89
2019,0,10809,Jim Furyk,45.8,87,190,1.61
2019,0,34076,Joel Dahmen,45.9,150,327,1.4
2019,0,37454,Whee Kim,46.1,112,243,3.3
2019,0,36689,Brooks Koepka,46.2,127,275,0.31
2019,0,20572,Rod Pampling,46.2,96,208,4.06
2019,0,35376,Roberto Díaz,46.3,101,218,1.29
2019,0,39971,Sungjae Im,46.3,215,464,1.26
2019,0,40009,Dominic Bozzelli,46.4,124,267,2.18
2019,0,49766,Hank Lebioda,46.4,130,280,2.31
2019,0,29479,Scott Brown,46.6,145,311,1.45
2019,0,33418,Shawn Stefani,46.6,144,309,1.53
2019,0,49303,Anders Albertson,46.7,133,285,1.95
2019,0,34099,Harris English,46.7,186,398,0.43
2019,0,25900,Lucas Glover,46.7,169,362,1.24
2019,0,46601,Trey Mullinax,46.7,194,415,1.44
2019,0,39975,Michael Kim,47.0,140,298,2.43
2019,0,33419,Cameron Tringale,47.1,129,274,0.47
2019,0,27064,Jhonattan Vegas,47.2,151,320,0.26
2019,0,22405,Justin Rose,47.3,114,241,0.88
2019,0,32058,José de Jesús Rodríguez,47.4,129,272,0.39
2019,0,37189,Harold Varner III,47.4,188,397,2.34
2019,0,25493,Nick Taylor,47.5,200,421,0.8
2019,0,37455,Si Woo Kim,47.6,128,269,2.19
2019,0,26951,Johnson Wagner,47.7,104,218,1.35
2019,0,19846,Brian Gay,47.8,143,299,1.89
2019,0,34264,Hudson Swafford,47.8,131,274,1.83
2019,0,45157,Cam Davis,47.9,149,311,-0.34
2019,0,27895,Jonas Blixt,48.0,146,304,2.47
2019,0,28775,Nate Lashley,48.2,119,247,0.84
2019,0,32139,Danny Willett,48.2,124,257,1.29
2019,0,27936,Martin Laird,48.3,174,360,2.41
2019,0,25364,Paul Casey,48.6,108,222,1.39
2019,0,34098,Russell Henley,48.6,126,259,1.75
2019,0,33448,Justin Thomas,48.6,142,292,1.06
2019,0,27095,Nick Watney,48.8,190,389,2.11
2019,0,45609,Tyler Duncan,48.9,133,272,1.95
2019,0,31420,Anirban Lahiri,48.9,149,305,2.08
2019,0,29221,Webb Simpson,49.0,141,288,1.35
2019,0,34466,Peter Malnati,49.1,224,456,0.45
2019,0,30946,Alex Prugh,49.1,133,271,1.2
2019,0,26476,Chez Reavie,49.1,105,214,1.05
2019,0,46501,Ollie Schniederjans,49.1,190,387,1.05
2019,0,30110,Kyle Stanley,49.3,104,211,1.73
2019,0,28259,Sangmoon Bae,49.5,99,200,1.52
2019,0,34306,John Chin,49.5,108,218,2.04
2019,0,27974,Sung Kang,49.6,183,369,1.42
2019,0,35506,Mackenzie Hughes,49.7,189,380,1.11
2019,0,48822,Sebastián Muñoz,49.7,171,344,1.75
2019,0,29926,Danny Lee,49.8,204,410,1.86
2019,0,39327,Ben Silverman,49.8,127,255,0.47
2019,0,23353,J.J. Henry,50.0,102,204,1.57
2019,0,31560,Brian Stuard,50.0,143,286,1.54
2019,0,49964,Aaron Wise,50.0,123,246,1.38
2019,0,47959,Bryson DeChambeau,50.2,145,289,0.28
2019,0,32102,Rickie Fowler,50.3,162,322,1.42
2019,0,34360,Patrick Reed,50.3,185,368,0.49
2019,0,30191,Julián Etulain,50.5,155,307,1.48
2019,0,36799,Stephan Jaeger,50.5,156,309,1.86
2019,0,29535,Brice Garnett,50.6,131,259,0.46
2019,0,26300,Matt Jones,50.6,166,328,-0.12
2019,0,25198,Francesco Molinari,50.6,81,160,3.21
2019,0,24502,Adam Scott,50.6,117,231,1.03
2019,0,31323,Gary Woodland,50.6,158,312,2.03
2019,0,30944,Jason Kokrak,50.8,191,376,1.88
2019,0,34261,Scott Langley,50.8,135,266,3.33
2019,0,24925,Jonathan Byrd,50.9,109,214,0.64
2019,0,28089,Jason Day,51.0,107,210,0.84
2019,0,30925,Dustin Johnson,51.0,151,296,1.39
2019,0,25686,Jason Dufner,51.1,118,231,1.86
2019,0,32200,Roberto Castro,51.2,129,252,1.24
2019,0,27214,Kevin Streelman,51.3,153,298,0.72
2019,0,40098,Matt Fitzpatrick,51.4,74,144,1.08
2019,0,35891,Cameron Smith,51.6,144,279,1.67
2019,0,27958,Ryan Blaum,51.7,184,356,1.79
2019,0,35449,Adam Long,52.0,158,304,2.59
2019,0,34046,Jordan Spieth,52.0,195,375,0.62
2019,0,29908,C.T. Pan,52.2,154,295,1.36
2019,0,32757,Patton Kizzire,52.4,142,271,2.32
2019,0,52372,Cameron Champ,52.5,209,398,1.72
2019,0,46970,Jon Rahm,52.5,125,238,0.88
2019,0,25572,Graeme McDowell,52.7,127,241,1.57
2019,0,31557,Jim Herman,53.0,80,151,2.75
2019,0,36852,Jim Knous,53.6,126,235,0.87
2019,0,34021,Bud Cauley,53.8,189,351,1.16
2019,0,35617,Martin Trainer,54.0,176,326,1.88
2019,0,29484,Peter Uihlein,54.0,210,389,1.43
2019,0,33141,Keegan Bradley,54.1,151,279,2.38
2019,0,27644,Brian Harman,54.3,163,300,1.29
2019,0,27556,Ted Potter Jr.,54.4,168,309,1.9
2019,0,25804,Bubba Watson,54.5,144,264,1.39
2019,0,40115,Adam Svensson,54.6,137,251,0.22
2019,0,46435,Austin Cook,54.8,115,210,2.78
2019,0,27141,J.B. Holmes,54.8,153,279,1.37
2019,0,22371,Aaron Baddeley,55.2,133,241,1.65
2019,0,29420,Billy Horschel,55.2,175,317,1.43
2019,0,48081,Xander Schauffele,55.3,146,264,0.96
2019,0,28252,Seamus Power,55.5,197,355,2.23
2019,0,1810,Phil Mickelson,55.6,169,304,1.89
2019,0,47128,Richy Werenski,55.7,211,379,1.37
2019,0,46523,Joey Garber,55.8,121,217,1.98
2019,0,36699,Patrick Rodgers,56.1,143,255,0.84
2019,0,39954,Cody Gribble,56.2,191,340,1.99
2019,0,23108,Matt Kuchar,56.2,158,281,1.08
2019,0,26329,Louis Oosthuizen,56.2,118,210,1.95
2019,0,29518,Brendan Steele,56.6,129,228,2.79
2019,0,34563,Chesson Hadley,56.7,182,321,2.2
2019,0,20472,Alex Cejka,56.8,96,169,1.25
2019,0,33667,Carlos Ortiz,56.8,196,345,1.53
2019,0,24024,Zach Johnson,57.0,130,228,1.69
2019,0,27129,Luke List,57.0,187,328,1.76
2019,0,39546,Keith Mitchell,57.0,171,300,2.46
2019,0,37340,Chase Wright,57.0,162,284,1.17
2019,0,23325,Vaughn Taylor,57.1,197,345,1.12
2019,0,29478,Kevin Kisner,57.4,159,277,1.38
2019,0,21528,Henrik Stenson,57.4,85,148,2.24
2019,0,32150,Michael Thompson,57.6,160,278,2.13
2019,0,35879,Kelly Kraft,58.7,195,332,2.15
2019,0,32791,K.H. Lee,58.9,168,285,1.67
2019,0,34431,Robert Streb,63.4,194,306,1.7
2018,0,25818,Scott Piercy,34.2,104,304,+1.63
2018,0,27936,Martin Laird,34.7,103,297,+2.23
2018,0,12716,Charley Hoffman,36.9,132,358,+0.30
2018,0,27349,Alex Noren,37.3,87,233,+1.49
2018,0,26596,Ryan Moore,37.6,91,242,+0.99
2018,0,33410,Andrew Landry,37.9,133,351,+2.63
2018,0,40058,Zac Blair,38.3,95,248,+1.26
2018,0,29974,Branden Grace,38.3,82,214,+1.83
2018,0,39975,Michael Kim,38.4,128,333,+2.03
2018,0,24138,Ian Poulter,39.1,86,220,+0.58
2018,0,24924,Bill Haas,39.5,147,372,+0.75
2018,0,25900,Lucas Glover,40.2,90,224,+1.56
2018,0,34363,Tyrrell Hatton,40.2,78,194,+1.67
2018,0,27214,Kevin Streelman,40.5,138,341,+0.94
2018,0,29268,Bronson Burgoon,40.7,112,275,+1.88
2018,0,25892,Steve Wheatcroft,41.1,81,197,+1.85
2018,0,50526,Tom Lovelady,41.2,170,413,+0.88
2018,0,32102,Rickie Fowler,41.4,109,263,+0.18
2018,0,45526,Abraham Ancer,41.5,170,410,+0.59
2018,0,39997,Corey Conners,41.5,165,398,+1.03
2018,0,37278,Nicholas Lindheim,41.5,136,328,+2.28
2018,0,37275,Sam Ryder,41.5,131,316,+2.37
2018,0,24502,Adam Scott,41.8,114,273,+1.32
2018,0,30692,Scott Stallings,41.9,188,449,+0.90
2018,0,47287,Ethan Tracy,41.9,124,296,+1.61
2018,0,48081,Xander Schauffele,42.0,150,357,+1.53
2018,0,45609,Tyler Duncan,42.1,149,354,+2.01
2018,0,26851,Marc Leishman,42.1,150,356,+2.87
2018,0,27942,Rob Oppenheim,42.7,138,323,+1.09
2018,0,40026,Daniel Berger,42.8,115,269,+1.22
2018,0,25198,Francesco Molinari,43.0,102,237,+2.35
2018,0,28237,Rory McIlroy,43.1,122,283,+1.23
2018,0,20229,Stewart Cink,43.2,163,377,+0.92
2018,0,46402,Talor Gooch,43.4,158,364,+1.71
2018,0,23621,Rory Sabbatini,43.4,172,396,+0.52
2018,0,34360,Patrick Reed,43.5,151,347,+0.99
2018,0,33399,Adam Hadwin,43.7,124,284,+2.18
2018,0,40009,Dominic Bozzelli,43.8,156,356,+1.35
2018,0,30110,Kyle Stanley,43.8,105,240,+1.14
2018,0,33948,Byeong Hun An,44.0,159,361,+1.70
2018,0,32448,James Hahn,44.0,142,323,+1.34
2018,0,34076,Joel Dahmen,44.1,146,331,+0.14
2018,0,31416,Derek Fathauer,44.1,191,433,+2.30
2018,0,49964,Aaron Wise,44.1,163,370,+2.88
2018,0,34466,Peter Malnati,44.4,196,441,+1.58
2018,0,29484,Peter Uihlein,44.4,169,381,+0.47
2018,0,33413,Ben Martin,44.6,129,289,+1.86
2018,0,25804,Bubba Watson,44.6,165,370,+0.36
2018,0,20572,Rod Pampling,44.8,100,223,+2.40
2018,0,27895,Jonas Blixt,44.9,120,267,+0.92
2018,0,39954,Cody Gribble,45.0,149,331,+2.01
2018,0,24781,Hunter Mahan,45.0,113,251,+0.71
2018,0,26331,Charl Schwartzel,45.0,104,231,+0.67
2018,0,35376,Roberto Díaz,45.1,128,284,+2.42
2018,0,37455,Si Woo Kim,45.1,180,399,+1.78
2018,0,30944,Jason Kokrak,45.1,222,492,+1.35
2018,0,27963,Chris Stroud,45.1,137,304,+1.97
2018,0,27064,Jhonattan Vegas,45.3,155,342,+0.65
2018,0,20593,Greg Chalmers,45.4,104,229,+1.44
2018,0,33418,Shawn Stefani,45.4,158,348,+1.27
2018,0,33122,Russell Knox,45.5,141,310,+1.06
2018,0,29223,Sam Saunders,45.7,165,361,+1.39
2018,0,35506,Mackenzie Hughes,45.8,163,356,+1.60
2018,0,27974,Sung Kang,45.8,175,382,+3.71
2018,0,34256,Andrew Putnam,46.1,193,419,+0.47
2018,0,25572,Graeme McDowell,46.3,101,218,+0.59
2018,0,29535,Brice Garnett,46.4,192,414,+2.14
2018,0,35421,Brandon Harkins,46.4,240,517,+1.92
2018,0,46970,Jon Rahm,46.4,115,248,+1.04
2018,0,39328,Conrad Shindler,46.5,93,200,+2.15
2018,0,31202,William McGirt,46.7,190,407,+0.95
2018,0,33448,Justin Thomas,46.7,168,360,-0.36
2018,0,37189,Harold Varner III,46.8,189,404,+1.53
2018,0,32640,Troy Merritt,46.9,169,360,+1.36
2018,0,22582,Kyle Thompson,46.9,90,192,+2.33
2018,0,47125,Matt Atkins,47.2,110,233,+1.73
2018,0,19846,Brian Gay,47.2,168,356,+2.08
2018,0,31323,Gary Woodland,47.3,148,313,+0.34
2018,0,25632,Jimmy Walker,47.4,176,371,+2.05
2018,0,32254,Xinjun Zhang,47.4,127,268,+2.36
2018,0,24358,Robert Garrigus,47.5,190,400,+1.68
2018,0,21961,Charles Howell III,47.6,176,370,+0.57
2018,0,26300,Matt Jones,47.6,118,248,+1.36
2018,0,35310,Lanto Griffin,47.7,169,354,+1.12
2018,0,31646,Emiliano Grillo,47.7,137,287,+1.90
2018,0,29926,Danny Lee,47.7,168,352,+1.49
2018,0,26951,Johnson Wagner,47.7,127,266,+0.87
2018,0,22405,Justin Rose,47.8,107,224,+0.47
2018,0,26499,Rafa Cabrera Bello,47.9,91,190,+1.98
2018,0,26329,Louis Oosthuizen,48.0,95,198,+2.21
2018,0,29908,C.T. Pan,48.1,167,347,+1.98
2018,0,39324,J.J. Spaun,48.1,151,314,+1.59
2018,0,34264,Hudson Swafford,48.1,117,243,+0.85
2018,0,32757,Patton Kizzire,48.2,224,465,+1.12
2018,0,34046,Jordan Spieth,48.3,154,319,+0.45
2018,0,28089,Jason Day,48.4,135,279,+1.56
2018,0,29725,Tony Finau,48.4,222,459,+1.04
2018,0,25493,Nick Taylor,48.4,195,403,+1.18
2018,0,35461,Beau Hossler,48.5,223,460,+1.39
2018,0,24846,Ricky Barnes,48.6,154,317,+1.82
2018,0,35532,Tom Hoge,48.6,203,418,+1.18
2018,0,29479,Scott Brown,48.7,211,433,+1.94
2018,0,30925,Dustin Johnson,48.7,150,308,+0.33
2018,0,32333,Kevin Tway,48.7,269,552,+1.34
2018,0,29461,Jamie Lovemark,48.8,225,461,+1.20
2018,0,47347,Adam Schenk,48.8,184,377,+1.30
2018,0,23320,Ryan Palmer,48.9,161,329,+2.48
2018,0,34358,Jonathan Randolph,48.9,150,307,+1.73
2018,0,34174,John Huh,49.0,197,402,+1.62
2018,0,36799,Stephan Jaeger,49.0,179,365,+0.73
2018,0,34098,Russell Henley,49.1,113,230,+1.86
2018,0,32816,Satoshi Kodaira,49.1,86,175,+4.53
2018,0,35450,Patrick Cantlay,49.3,147,298,+1.02
2018,0,24140,Sean O'Hair,49.3,151,306,+1.79
2018,0,24925,Jonathan Byrd,49.4,131,265,+1.30
2018,0,25364,Paul Casey,49.4,115,233,+0.78
2018,0,34021,Bud Cauley,49.4,114,231,+1.84
2018,0,23541,Ben Crane,49.5,106,214,+2.55
2018,0,10809,Jim Furyk,49.5,91,184,+1.21
2018,0,26476,Chez Reavie,49.5,110,222,+2.00
2018,0,26758,David Hearn,49.6,116,234,+1.90
2018,0,28132,Tyrone Van Aswegen,49.6,244,492,+1.89
2018,0,19803,Ryan Armour,49.7,168,338,+1.31
2018,0,28500,Martin Flores,49.7,218,439,+1.97
2018,0,49771,J.T. Poston,49.7,151,304,+1.52
2018,0,28775,Nate Lashley,50.0,96,192,+1.77
2018,0,32839,Hideki Matsuyama,50.0,137,274,+1.75
2018,0,31420,Anirban Lahiri,50.1,181,361,+1.88
2018,0,25396,Kevin Na,50.1,177,353,+1.86
2018,0,27129,Luke List,50.2,226,450,+1.46
2018,0,8793,Tiger Woods,50.2,150,299,+0.93
2018,0,47959,Bryson DeChambeau,50.6,176,348,+0.34
2018,0,28679,Fabián Gómez,50.7,180,355,+1.67
2018,0,29420,Billy Horschel,50.7,170,335,E
2018,0,46601,Trey Mullinax,50.8,166,327,+0.54
2018,0,39327,Ben Silverman,50.8,180,354,+2.39
2018,0,25834,Daniel Summerhays,50.8,121,238,+3.22
2018,0,30911,Tommy Fleetwood,50.9,119,234,+2.52
2018,0,35891,Cameron Smith,50.9,177,348,+0.68
2018,0,31560,Brian Stuard,50.9,174,342,+1.49
2018,0,24361,Pat Perez,51.1,119,233,+1.01
2018,0,33419,Cameron Tringale,51.1,166,325,+2.59
2018,0,12510,Chad Campbell,51.2,173,338,+1.33
2018,0,34409,David Lingmerth,52.0,154,296,+1.75
2018,0,20157,Retief Goosen,52.1,125,240,+2.00
2018,0,27556,Ted Potter Jr.,52.1,176,338,+0.97
2018,0,35879,Kelly Kraft,52.2,180,345,+2.56
2018,0,47128,Richy Werenski,52.2,181,347,+2.10
2018,0,25240,D.A. Points,52.3,139,266,+3.31
2018,0,23325,Vaughn Taylor,52.4,165,315,+2.24
2018,0,27095,Nick Watney,52.4,233,445,+0.99
2018,0,33204,Shane Lowry,52.5,137,261,+1.61
2018,0,25686,Jason Dufner,52.6,122,232,+0.74
2018,0,37338,Zecheng Dou,52.8,115,218,+2.00
2018,0,34213,Grayson Murray,53.0,184,347,+2.88
2018,0,34099,Harris English,53.2,197,370,+1.88
2018,0,34563,Chesson Hadley,53.2,243,457,+1.40
2018,0,37454,Whee Kim,53.2,208,391,+1.92
2018,0,46501,Ollie Schniederjans,53.2,267,502,+1.09
2018,0,32876,Martin Piller,53.3,201,377,+2.49
2018,0,36689,Brooks Koepka,53.4,151,283,+1.19
2018,0,29221,Webb Simpson,53.4,214,401,+0.93
2018,0,47993,Denny McCarthy,53.6,125,233,+1.60
2018,0,46435,Austin Cook,53.8,217,403,+1.11
2018,0,27141,J.B. Holmes,53.8,203,377,+0.20
2018,0,29518,Brendan Steele,53.8,140,260,+1.79
2018,0,27649,Brandt Snedeker,54.0,190,352,+0.95
2018,0,29478,Kevin Kisner,54.2,154,284,+1.75
2018,0,23353,J.J. Henry,54.3,157,289,+1.97
2018,0,30978,Kiradech Aphibarnrat,54.4,74,136,+1.62
2018,0,22371,Aaron Baddeley,54.6,239,438,+0.71
2018,0,22056,Cameron Percy,54.8,120,219,+0.75
2018,0,27644,Brian Harman,55.2,170,308,+1.76
2018,0,33141,Keegan Bradley,55.3,184,333,+2.23
2018,0,21528,Henrik Stenson,55.5,71,128,+0.56
2018,0,24024,Zach Johnson,55.8,182,326,+1.04
2018,0,39546,Keith Mitchell,55.8,261,468,+1.34
2018,0,35544,Andrew Yun,55.9,127,227,+2.13
2018,0,20472,Alex Cejka,56.2,149,265,+1.34
2018,0,32366,Kevin Chappell,56.3,166,295,+1.63
2018,0,28252,Seamus Power,56.5,218,386,+0.32
2018,0,36699,Patrick Rodgers,56.6,209,369,+2.34
2018,0,30926,Chris Kirk,56.7,264,466,+1.25
2018,0,29485,Brett Stegmaier,56.7,148,261,+1.96
2018,0,28307,Matt Every,57.6,215,373,+2.60
2018,0,27958,Ryan Blaum,57.8,201,348,+1.99
2018,0,1810,Phil Mickelson,58.7,252,429,+1.07
2018,0,23108,Matt Kuchar,59.5,181,304,+0.17
2018,0,35545,Blayne Barber,59.6,168,282,+1.61
2018,0,48084,Wesley Bryan,61.0,197,323,+1.22
2018,0,32150,Michael Thompson,61.8,162,262,+2.78
2018,0,34431,Robert Streb,63.1,241,382,+1.58
2018,0,29222,Billy Hurley III,70.0,222,317,+2.61
2017,0,20104,Ken Duke,32.7,87,266,1.38
2017,0,29740,Brad Fritsch,33.9,87,257,2.53
2017,0,20572,Rod Pampling,35.1,124,353,1.77
2017,0,37278,Nicholas Lindheim,35.4,95,268,1.68
2017,0,26851,Marc Leishman,35.7,138,387,1.38
2017,0,24502,Adam Scott,35.9,84,234,2.62
2017,0,23800,Bryce Molder,36.0,138,383,1.59
2017,0,40026,Daniel Berger,37.5,130,347,0.46
2017,0,40058,Zac Blair,38.1,133,349,1.43
2017,0,26758,David Hearn,38.5,129,335,1.32
2017,0,12716,Charley Hoffman,38.8,193,497,0.67
2017,0,40009,Dominic Bozzelli,39.1,125,320,2.24
2017,0,28679,Fabián Gómez,39.5,104,263,2.02
2017,0,29974,Branden Grace,39.6,89,225,1.12
2017,0,23621,Rory Sabbatini,39.8,102,256,2.06
2017,0,29223,Sam Saunders,40.5,119,294,0.84
2017,0,25818,Scott Piercy,40.7,109,268,2.11
2017,0,25632,Jimmy Walker,40.7,110,270,2.27
2017,0,6522,Ernie Els,40.8,80,196,1.63
2017,0,36801,Mark Hubbard,40.9,132,323,1.14
2017,0,23541,Ben Crane,41.0,127,310,1.97
2017,0,23320,Ryan Palmer,41.1,111,270,2.07
2017,0,30852,Ryo Ishikawa,41.3,119,288,1.51
2017,0,35879,Kelly Kraft,41.4,145,350,3.17
2017,0,33461,Morgan Hoffmann,41.8,183,438,1.2
2017,0,21961,Charles Howell III,41.8,174,416,1.09
2017,0,37455,Si Woo Kim,41.8,136,325,3.24
2017,0,31420,Anirban Lahiri,41.8,135,323,2.0
2017,0,34466,Peter Malnati,42.2,154,365,2.08
2017,0,28093,Miguel Angel Carballo,42.3,96,227,3.85
2017,0,35506,Mackenzie Hughes,42.4,217,512,2.26
2017,0,24361,Pat Perez,42.5,156,367,1.92
2017,0,19803,Ryan Armour,42.6,78,183,1.67
2017,0,35110,Brett Drewitt,42.7,103,241,1.84
2017,0,24138,Ian Poulter,42.9,121,282,0.99
2017,0,24507,Jason Bohn,43.2,137,317,2.77
2017,0,48081,Xander Schauffele,43.2,164,380,1.28
2017,0,33122,Russell Knox,43.3,100,231,1.4
2017,0,49771,J.T. Poston,43.3,178,411,1.57
2017,0,31646,Emiliano Grillo,43.4,131,302,1.98
2017,0,20771,Steven Alker,43.5,103,237,1.84
2017,0,10809,Jim Furyk,43.6,71,163,1.83
2017,0,30110,Kyle Stanley,43.6,167,383,1.08
2017,0,30926,Chris Kirk,43.7,159,364,1.95
2017,0,35891,Cameron Smith,43.7,178,407,1.4
2017,0,25900,Lucas Glover,43.9,169,385,1.36
2017,0,25720,Chad Collins,44.0,128,291,1.09
2017,0,27936,Martin Laird,44.0,142,323,1.69
2017,0,32200,Roberto Castro,44.1,109,247,0.83
2017,0,26300,Matt Jones,44.1,132,299,1.59
2017,0,28237,Rory McIlroy,44.4,80,180,0.5
2017,0,32640,Troy Merritt,44.4,161,363,2.36
2017,0,27644,Brian Harman,44.5,190,427,1.58
2017,0,35300,Andrew Loupe,44.5,141,317,2.34
2017,0,29720,Andres Gonzales,44.6,154,345,1.62
2017,0,19846,Brian Gay,44.7,148,331,2.16
2017,0,26499,Rafa Cabrera Bello,45.0,100,222,2.2
2017,0,24357,K.J. Choi,45.1,114,253,0.61
2017,0,35450,Patrick Cantlay,45.3,105,232,-0.19
2017,0,39324,J.J. Spaun,45.6,157,344,1.66
2017,0,25191,Gonzalo Fernandez-Castaño,45.8,127,277,0.47
2017,0,32839,Hideki Matsuyama,45.8,140,306,1.14
2017,0,29518,Brendan Steele,45.9,150,327,1.27
2017,0,22046,Geoff Ogilvy,46.0,156,339,1.47
2017,0,25834,Daniel Summerhays,46.2,183,396,1.97
2017,0,29420,Billy Horschel,46.3,193,417,2.23
2017,0,33948,Byeong Hun An,46.4,135,291,1.48
2017,0,33141,Keegan Bradley,46.4,182,392,2.53
2017,0,31202,William McGirt,46.5,127,273,1.34
2017,0,34046,Jordan Spieth,46.5,153,329,-0.26
2017,0,29725,Tony Finau,46.6,224,481,0.71
2017,0,29461,Jamie Lovemark,46.6,201,431,1.04
2017,0,25804,Bubba Watson,46.6,118,253,1.27
2017,0,27895,Jonas Blixt,46.7,148,317,2.3
2017,0,34098,Russell Henley,46.7,188,403,1.7
2017,0,47959,Bryson DeChambeau,46.9,176,375,2.1
2017,0,32448,James Hahn,46.9,188,401,1.17
2017,0,27129,Luke List,46.9,231,493,0.22
2017,0,37189,Harold Varner III,46.9,221,471,1.4
2017,0,22986,Søren Kjeldsen,47.0,70,149,2.29
2017,0,24781,Hunter Mahan,47.1,139,295,2.3
2017,0,25493,Nick Taylor,47.1,201,427,1.84
2017,0,22371,Aaron Baddeley,47.5,135,284,1.41
2017,0,46440,Smylie Kaufman,47.6,182,382,0.93
2017,0,28500,Martin Flores,47.7,203,426,0.84
2017,0,27214,Kevin Streelman,47.8,170,356,1.88
2017,0,33204,Shane Lowry,48.0,72,150,1.25
2017,0,34213,Grayson Murray,48.0,234,488,2.65
2017,0,29476,Kyle Reifers,48.0,168,350,2.14
2017,0,32366,Kevin Chappell,48.1,179,372,1.96
2017,0,23108,Matt Kuchar,48.1,156,324,1.22
2017,0,25396,Kevin Na,48.1,150,312,0.27
2017,0,31416,Derek Fathauer,48.2,189,392,1.9
2017,0,39975,Michael Kim,48.3,217,449,1.01
2017,0,29485,Brett Stegmaier,48.3,145,300,2.41
2017,0,28089,Jason Day,48.4,148,306,2.16
2017,0,20593,Greg Chalmers,48.5,182,375,1.98
2017,0,46970,Jon Rahm,48.5,163,336,0.18
2017,0,25686,Jason Dufner,48.7,167,343,1.92
