YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
2018,13,0,29725,Tony Finau,"40' 3""",186,7488.333,+3.00
2018,14,0,39997,Corey Conners,"40' 6""",157,6356.417,+17.00
2018,15,0,47959,Bryson DeChambeau,"40' 10""",142,5803.417,+13.00
2018,15,0,24361,Pat Perez,"40' 10""",92,3752.917,+16.00
2018,17,0,34563,Chesson Hadley,"40' 11""",156,6378.667,+12.00
2018,17,0,35461,Beau Hossler,"40' 11""",150,6143.083,+11.00
2018,17,0,26329,Louis Oosthuizen,"40' 11""",81,3313.333,+7.00
2018,20,0,31416,Derek Fathauer,"41' 0""",180,7381.917,+26.00
2018,20,0,24138,Ian Poulter,"41' 0""",97,3976.833,+8.00
2018,20,0,29518,Brendan Steele,"41' 0""",88,3609.167,-3.00
2018,23,0,34021,Bud Cauley,"41' 1""",79,3245.167,+3.00
2018,23,0,23541,Ben Crane,"41' 1""",86,3536.5,+8.00
2018,23,0,34363,Tyrrell Hatton,"41' 1""",90,3700.417,E
2018,26,0,27958,Ryan Blaum,"41' 5""",111,4597.25,+16.00
2018,26,0,27129,Luke List,"41' 5""",174,7205.417,-2.00
2018,26,0,33413,Ben Martin,"41' 5""",104,4308.333,+23.00
2018,26,0,32150,Michael Thompson,"41' 5""",76,3146.667,E
2018,30,0,36799,Stephan Jaeger,"41' 6""",138,5728.833,+1.00
2018,30,0,23621,Rory Sabbatini,"41' 6""",143,5938.167,+2.00
2018,30,0,35891,Cameron Smith,"41' 6""",111,4602.667,+2.00
2018,33,0,20229,Stewart Cink,"41' 7""",135,5614.833,E
2018,34,0,33410,Andrew Landry,"41' 8""",152,6338.417,+15.00
2018,34,0,30692,Scott Stallings,"41' 8""",179,7456.167,+4.00
2018,36,0,27895,Jonas Blixt,"41' 11""",107,4489.0,E
2018,37,0,25632,Jimmy Walker,"42' 0""",149,6263.083,+8.00
2018,38,0,25892,Steve Wheatcroft,"42' 2""",84,3542.667,+16.00
2018,39,0,33141,Keegan Bradley,"42' 4""",103,4364.417,+2.00
2018,39,0,12510,Chad Campbell,"42' 4""",113,4779.5,+10.00
2018,41,0,46435,Austin Cook,"42' 5""",136,5768.917,+27.00
2018,42,0,45526,Abraham Ancer,"42' 6""",179,7608.167,+17.00
2018,43,0,29223,Sam Saunders,"42' 7""",140,5961.0,+16.00
2018,44,0,21961,Charles Howell III,"42' 8""",135,5765.333,+8.00
2018,45,0,34264,Hudson Swafford,"42' 9""",77,3290.0,+3.00
2018,46,0,26758,David Hearn,"42' 10""",88,3772.0,+13.00
2018,47,0,28679,Fabián Gómez,"42' 11""",118,5068.25,+11.00
2018,47,0,32757,Patton Kizzire,"42' 11""",163,6991.417,+13.00
2018,47,0,25818,Scott Piercy,"42' 11""",154,6609.417,+12.00
2018,50,0,35545,Blayne Barber,"43' 0""",86,3699.667,+8.00
2018,50,0,26476,Chez Reavie,"43' 0""",74,3182.667,+9.00
2018,52,0,35376,Roberto Díaz,"43' 1""",113,4871.083,+26.00
2018,52,0,28252,Seamus Power,"43' 1""",134,5773.167,+12.00
2018,54,0,29478,Kevin Kisner,"43' 2""",99,4271.167,+11.00
2018,54,0,50526,Tom Lovelady,"43' 2""",189,8157.667,+24.00
2018,54,0,26331,Charl Schwartzel,"43' 2""",77,3324.333,+9.00
2018,57,0,30944,Jason Kokrak,"43' 4""",205,8887.25,-2.00
2018,57,0,24140,Sean O'Hair,"43' 4""",119,5161.417,+11.00
2018,59,0,23353,J.J. Henry,"43' 5""",97,4208.167,+3.00
2018,59,0,35532,Tom Hoge,"43' 5""",146,6338.0,+13.00
2018,59,0,27936,Martin Laird,"43' 5""",134,5819.833,+8.00
2018,59,0,25198,Francesco Molinari,"43' 5""",97,4213.167,+15.00
2018,63,0,33399,Adam Hadwin,"43' 6""",110,4787.083,+4.00
2018,63,0,23320,Ryan Palmer,"43' 6""",110,4782.667,+3.00
2018,65,0,30926,Chris Kirk,"43' 7""",152,6626.417,+10.00
2018,65,0,22056,Cameron Percy,"43' 7""",75,3266.083,+9.00
2018,67,0,32366,Kevin Chappell,"43' 8""",87,3801.75,+12.00
2018,68,0,35310,Lanto Griffin,"43' 9""",145,6338.917,-1.00
2018,69,0,46501,Ollie Schniederjans,"43' 10""",168,7357.417,+23.00
2018,70,0,26596,Ryan Moore,"44' 0""",110,4836.083,+4.00
2018,71,0,29268,Bronson Burgoon,"44' 1""",117,5161.917,+18.00
2018,72,0,24024,Zach Johnson,"44' 3""",101,4465.333,+7.00
2018,72,0,29908,C.T. Pan,"44' 3""",125,5528.167,+17.00
2018,74,0,24846,Ricky Barnes,"44' 5""",124,5506.5,+2.00
2018,74,0,28307,Matt Every,"44' 5""",111,4933.417,+14.00
2018,74,0,29461,Jamie Lovemark,"44' 5""",164,7284.917,+2.00
2018,77,0,35879,Kelly Kraft,"44' 6""",113,5029.667,+9.00
2018,77,0,39546,Keith Mitchell,"44' 6""",140,6226.0,+6.00
2018,77,0,32333,Kevin Tway,"44' 6""",195,8681.75,+6.00
2018,77,0,35544,Andrew Yun,"44' 6""",73,3250.333,+18.00
2018,81,0,24925,Jonathan Byrd,"44' 7""",97,4323.333,+3.00
2018,81,0,32839,Hideki Matsuyama,"44' 7""",105,4680.333,+16.00
2018,83,0,30911,Tommy Fleetwood,"44' 8""",90,4020.917,+12.00
2018,83,0,27556,Ted Potter Jr.,"44' 8""",116,5177.5,+27.00
2018,85,0,19803,Ryan Armour,"44' 9""",115,5146.667,+4.00
2018,85,0,40026,Daniel Berger,"44' 9""",121,5418.833,+13.00
2018,85,0,25364,Paul Casey,"44' 9""",87,3889.667,+16.00
2018,85,0,29420,Billy Horschel,"44' 9""",118,5276.583,+19.00
2018,85,0,31420,Anirban Lahiri,"44' 9""",131,5865.0,+20.00
2018,85,0,27095,Nick Watney,"44' 9""",143,6401.25,+14.00
2018,85,0,49964,Aaron Wise,"44' 9""",128,5732.5,+8.00
2018,92,0,37454,Whee Kim,"44' 10""",127,5698.417,+30.00
2018,92,0,39328,Conrad Shindler,"44' 10""",81,3633.917,+12.00
2018,94,0,29484,Peter Uihlein,"44' 11""",157,7046.417,+18.00
2018,95,0,28500,Martin Flores,"45' 0""",171,7698.5,+21.00
2018,95,0,20157,Retief Goosen,"45' 0""",78,3509.417,+10.00
2018,95,0,26951,Johnson Wagner,"45' 0""",107,4817.583,+8.00
2018,98,0,22371,Aaron Baddeley,"45' 2""",144,6501.5,+15.00
2018,99,0,35421,Brandon Harkins,"45' 3""",199,8999.833,+24.00
2018,99,0,25240,D.A. Points,"45' 3""",84,3799.0,-4.00
2018,99,0,33418,Shawn Stefani,"45' 3""",132,5969.833,+13.00
2018,99,0,22582,Kyle Thompson,"45' 3""",73,3302.083,+7.00
2018,103,0,30978,Kiradech Aphibarnrat,"45' 4""",52,2358.25,+3.00
2018,104,0,23108,Matt Kuchar,"45' 5""",90,4084.5,+17.00
2018,104,0,28237,Rory McIlroy,"45' 5""",119,5400.333,+13.00
2018,104,0,46601,Trey Mullinax,"45' 5""",119,5406.833,+17.00
2018,107,0,48084,Wesley Bryan,"45' 7""",80,3647.417,+33.00
2018,107,0,19846,Brian Gay,"45' 7""",142,6475.75,+30.00
2018,107,0,46402,Talor Gooch,"45' 7""",159,7247.583,+20.00
2018,107,0,26851,Marc Leishman,"45' 7""",150,6835.333,+13.00
2018,107,0,34466,Peter Malnati,"45' 7""",159,7246.75,+9.00
2018,112,0,32816,Satoshi Kodaira,"45' 8""",67,3060.333,+21.00
2018,113,0,27649,Brandt Snedeker,"45' 9""",116,5302.333,+7.00
2018,113,0,25493,Nick Taylor,"45' 9""",149,6812.833,+23.00
2018,115,0,25686,Jason Dufner,"45' 10""",78,3577.333,+20.00
2018,115,0,24358,Robert Garrigus,"45' 10""",142,6508.667,+3.00
2018,115,0,26300,Matt Jones,"45' 10""",98,4489.25,+21.00
2018,115,0,24502,Adam Scott,"45' 10""",93,4263.167,+2.00
2018,115,0,33448,Justin Thomas,"45' 10""",137,6277.667,+8.00
2018,120,0,29926,Danny Lee,"45' 11""",128,5874.0,+19.00
2018,120,0,32876,Martin Piller,"45' 11""",124,5695.667,+27.00
2018,122,0,25900,Lucas Glover,"46' 0""",86,3957.5,+7.00
2018,122,0,47993,Denny McCarthy,"46' 0""",81,3726.0,+14.00
2018,122,0,39324,J.J. Spaun,"46' 0""",126,5800.833,+20.00
2018,125,0,37455,Si Woo Kim,"46' 2""",153,7065.25,+10.00
2018,126,0,40009,Dominic Bozzelli,"46' 4""",136,6305.583,+11.00
2018,126,0,36689,Brooks Koepka,"46' 4""",104,4821.583,+12.00
2018,126,0,37275,Sam Ryder,"46' 4""",136,6301.667,+17.00
2018,129,0,22405,Justin Rose,"46' 5""",88,4082.583,+8.00
2018,130,0,49771,J.T. Poston,"46' 6""",116,5398.333,+22.00
2018,131,0,21528,Henrik Stenson,"46' 7""",38,1769.75,E
2018,132,0,35450,Patrick Cantlay,"46' 8""",124,5786.333,+7.00
2018,132,0,33122,Russell Knox,"46' 8""",106,4942.75,+13.00
2018,132,0,25572,Graeme McDowell,"46' 8""",89,4156.917,+14.00
2018,132,0,31323,Gary Woodland,"46' 8""",131,6109.083,+10.00
2018,136,0,20572,Rod Pampling,"46' 9""",85,3972.833,+11.00
2018,137,0,37278,Nicholas Lindheim,"46' 10""",134,6271.083,+15.00
2018,137,0,23325,Vaughn Taylor,"46' 10""",107,5009.083,+15.00
2018,139,0,27963,Chris Stroud,"46' 11""",124,5814.083,+10.00
2018,140,0,47125,Matt Atkins,"47' 0""",89,4182.917,+6.00
2018,140,0,37338,Zecheng Dou,"47' 0""",80,3761.333,+18.00
2018,140,0,37189,Harold Varner III,"47' 0""",147,6910.333,+33.00
2018,143,0,31560,Brian Stuard,"47' 3""",114,5384.833,+24.00
2018,144,0,34431,Robert Streb,"47' 4""",91,4310.917,+19.00
2018,145,0,24924,Bill Haas,"47' 5""",160,7581.25,+12.00
2018,146,0,28089,Jason Day,"47' 6""",105,4989.417,+15.00
2018,146,0,31646,Emiliano Grillo,"47' 6""",111,5274.083,+19.00
2018,146,0,34409,David Lingmerth,"47' 6""",92,4370.0,+8.00
2018,146,0,34358,Jonathan Randolph,"47' 6""",105,4991.333,+12.00
2018,150,0,12716,Charley Hoffman,"47' 7""",152,7237.833,+20.00
2018,151,0,29222,Billy Hurley III,"47' 8""",74,3528.5,+9.00
2018,152,0,47128,Richy Werenski,"47' 9""",113,5391.333,+21.00
2018,153,0,39975,Michael Kim,"47' 10""",131,6261.833,+24.00
2018,154,0,45609,Tyler Duncan,"47' 11""",142,6806.917,+17.00
2018,154,0,33204,Shane Lowry,"47' 11""",88,4217.333,+21.00
2018,154,0,46970,Jon Rahm,"47' 11""",101,4841.5,+21.00
2018,154,0,29221,Webb Simpson,"47' 11""",142,6804.583,+6.00
2018,158,0,20472,Alex Cejka,"48' 2""",88,4241.333,+12.00
2018,158,0,20593,Greg Chalmers,"48' 2""",90,4331.917,+9.00
2018,158,0,28132,Tyrone Van Aswegen,"48' 2""",165,7944.75,+30.00
2018,161,0,32448,James Hahn,"48' 3""",118,5691.917,+10.00
2018,162,0,34360,Patrick Reed,"48' 4""",140,6764.167,+9.00
2018,163,0,32640,Troy Merritt,"48' 5""",121,5860.167,+10.00
2018,164,0,34099,Harris English,"48' 6""",115,5574.5,-3.00
2018,164,0,27942,Rob Oppenheim,"48' 6""",119,5775.75,+34.00
2018,164,0,47347,Adam Schenk,"48' 6""",147,7127.0,+24.00
2018,167,0,40058,Zac Blair,"48' 7""",115,5584.583,+20.00
2018,168,0,34098,Russell Henley,"48' 9""",77,3750.833,+20.00
2018,169,0,39327,Ben Silverman,"48' 10""",127,6206.667,+20.00
2018,170,0,34174,John Huh,"48' 11""",149,7282.417,+35.00
2018,171,0,26499,Rafa Cabrera Bello,"49' 0""",73,3578.667,+12.00
2018,171,0,34256,Andrew Putnam,"49' 0""",176,8624.25,+15.00
2018,173,0,35506,Mackenzie Hughes,"49' 1""",124,6081.833,+14.00
2018,173,0,33419,Cameron Tringale,"49' 1""",110,5399.25,+25.00
2018,175,0,29479,Scott Brown,"49' 2""",148,7272.75,+24.00
2018,176,0,32254,Xinjun Zhang,"49' 3""",97,4774.333,+19.00
2018,177,0,29535,Brice Garnett,"49' 7""",153,7586.583,+33.00
2018,178,0,33948,Byeong Hun An,"49' 8""",145,7198.083,+16.00
2018,179,0,25834,Daniel Summerhays,"49' 11""",80,3990.333,+10.00
2018,180,0,27974,Sung Kang,"50' 0""",152,7605.667,+24.00
2018,180,0,48081,Xander Schauffele,"50' 0""",158,7895.833,+28.00
2018,182,0,24781,Hunter Mahan,"50' 3""",99,4978.417,+12.00
2018,183,0,29974,Branden Grace,"50' 6""",100,5046.333,+25.00
2018,183,0,27349,Alex Noren,"50' 6""",106,5349.5,+10.00
2018,183,0,27064,Jhonattan Vegas,"50' 6""",150,7568.917,+25.00
2018,186,0,36699,Patrick Rodgers,"50' 9""",115,5834.25,+14.00
2018,187,0,10809,Jim Furyk,"50' 11""",71,3617.833,+5.00
2018,188,0,30110,Kyle Stanley,"51' 5""",105,5399.417,+28.00
2018,189,0,25396,Kevin Na,"51' 7""",119,6142.0,+14.00
2018,189,0,8793,Tiger Woods,"51' 7""",105,5420.083,+20.00
2018,191,0,31202,William McGirt,"51' 8""",153,7910.667,+25.00
2018,192,0,32102,Rickie Fowler,"52' 0""",109,5669.917,+23.00
2018,193,0,39954,Cody Gribble,"52' 10""",120,6335.583,+26.00
2017,1,0,26289,Boo Weekley,"37' 1""",79,2930.083,+5.00
2017,2,0,30925,Dustin Johnson,"38' 4""",117,4486.333,+9.00
2017,3,0,46970,Jon Rahm,"38' 10""",125,4855.917,-4.00
2017,4,0,34409,David Lingmerth,"38' 11""",100,3893.333,+8.00
2017,5,0,26331,Charl Schwartzel,"39' 6""",93,3673.917,+14.00
2017,6,0,26329,Louis Oosthuizen,"39' 7""",88,3482.583,+2.00
2017,7,0,28500,Martin Flores,"39' 11""",166,6631.5,+7.00
2017,8,0,22371,Aaron Baddeley,"40' 2""",112,4495.75,+12.00
2017,8,0,33448,Justin Thomas,"40' 2""",138,5543.75,-3.00
2017,10,0,35300,Andrew Loupe,"40' 4""",138,5564.333,+19.00
2017,11,0,35110,Brett Drewitt,"40' 6""",97,3926.667,+18.00
2017,12,0,31557,Jim Herman,"40' 7""",76,3081.167,+4.00
2017,12,0,27649,Brandt Snedeker,"40' 7""",65,2640.417,+15.00
2017,14,0,24361,Pat Perez,"40' 8""",158,6422.667,+7.00
2017,14,0,46501,Ollie Schniederjans,"40' 8""",174,7075.583,+15.00
2017,14,0,30692,Scott Stallings,"40' 8""",125,5080.167,+25.00
2017,14,0,27095,Nick Watney,"40' 8""",120,4878.167,+11.00
2017,18,0,28093,Miguel Angel Carballo,"40' 10""",104,4250.667,+6.00
2017,19,0,46550,Brandon Hagy,"40' 11""",159,6501.833,+2.00
2017,19,0,29221,Webb Simpson,"40' 11""",120,4908.917,E
2017,21,0,27064,Jhonattan Vegas,"41' 0""",154,6317.583,+7.00
2017,22,0,34021,Bud Cauley,"41' 1""",139,5715.75,+17.00
2017,23,0,49771,J.T. Poston,"41' 2""",174,7169.417,+27.00
2017,24,0,20593,Greg Chalmers,"41' 4""",129,5330.25,+15.00
2017,24,0,26596,Ryan Moore,"41' 4""",100,4136.917,+18.00
2017,26,0,48081,Xander Schauffele,"41' 5""",160,6632.667,+4.00
2017,27,0,27129,Luke List,"41' 6""",186,7719.417,+5.00
2017,28,0,32102,Rickie Fowler,"41' 7""",87,3620.083,+18.00
2017,28,0,39975,Michael Kim,"41' 7""",150,6232.833,+5.00
2017,30,0,23320,Ryan Palmer,"41' 9""",113,4718.667,+5.00
2017,31,0,34099,Harris English,"41' 10""",160,6692.75,+5.00
2017,31,0,33461,Morgan Hoffmann,"41' 10""",174,7283.167,+31.00
2017,31,0,25198,Francesco Molinari,"41' 10""",83,3474.417,+17.00
2017,31,0,23621,Rory Sabbatini,"41' 10""",110,4605.333,E
2017,35,0,33120,Mark Anderson,"41' 11""",92,3854.417,+12.00
2017,35,0,25686,Jason Dufner,"41' 11""",128,5362.5,+15.00
2017,37,0,28089,Jason Day,"42' 0""",124,5204.583,+9.00
2017,37,0,33413,Ben Martin,"42' 0""",109,4575.833,+13.00
2017,39,0,21209,Sergio Garcia,"42' 1""",79,3322.833,+16.00
2017,39,0,37454,Whee Kim,"42' 1""",130,5475.833,+7.00
2017,41,0,24024,Zach Johnson,"42' 5""",87,3689.5,+4.00
2017,42,0,40009,Dominic Bozzelli,"42' 7""",140,5964.417,+14.00
2017,42,0,31646,Emiliano Grillo,"42' 7""",112,4772.75,+15.00
2017,44,0,32839,Hideki Matsuyama,"42' 10""",132,5651.167,+11.00
2017,45,0,46440,Smylie Kaufman,"42' 11""",147,6309.25,+33.00
2017,46,0,27436,Graham DeLaet,"43' 0""",115,4949.5,+10.00
2017,47,0,29420,Billy Horschel,"43' 1""",170,7317.5,+24.00
2017,48,0,27895,Jonas Blixt,"43' 2""",111,4791.0,+24.00
2017,48,0,24924,Bill Haas,"43' 2""",127,5477.833,+12.00
2017,48,0,32757,Patton Kizzire,"43' 2""",147,6345.75,+22.00
2017,48,0,34046,Jordan Spieth,"43' 2""",127,5484.333,+7.00
2017,48,0,26951,Johnson Wagner,"43' 2""",103,4444.083,+20.00
2017,53,0,12716,Charley Hoffman,"43' 3""",207,8946.417,+10.00
2017,53,0,32333,Kevin Tway,"43' 3""",172,7441.583,+16.00
2017,53,0,25804,Bubba Watson,"43' 3""",102,4411.5,+13.00
2017,56,0,46601,Trey Mullinax,"43' 4""",160,6928.0,+11.00
2017,57,0,36801,Mark Hubbard,"43' 5""",128,5562.167,+23.00
2017,58,0,20104,Ken Duke,"43' 6""",119,5173.333,+14.00
2017,59,0,35545,Blayne Barber,"43' 7""",114,4972.083,+19.00
2017,59,0,23983,Luke Donald,"43' 7""",81,3531.083,+10.00
2017,59,0,26476,Chez Reavie,"43' 7""",112,4881.167,+11.00
2017,62,0,34358,Jonathan Randolph,"43' 8""",93,4060.833,+17.00
2017,62,0,25632,Jimmy Walker,"43' 8""",125,5455.75,+27.00
2017,64,0,20771,Steven Alker,"43' 9""",76,3323.583,+14.00
2017,64,0,28132,Tyrone Van Aswegen,"43' 9""",150,6566.333,+24.00
2017,66,0,22405,Justin Rose,"43' 10""",95,4161.833,+12.00
2017,67,0,1810,Phil Mickelson,"43' 11""",117,5137.0,+27.00
2017,68,0,30852,Ryo Ishikawa,"44' 0""",113,4975.25,+24.00
2017,68,0,25240,D.A. Points,"44' 0""",86,3782.333,+9.00
2017,68,0,28252,Seamus Power,"44' 0""",152,6688.833,+5.00
2017,71,0,25900,Lucas Glover,"44' 1""",142,6258.5,+14.00
2017,71,0,35879,Kelly Kraft,"44' 1""",134,5912.583,+24.00
2017,71,0,24502,Adam Scott,"44' 1""",99,4361.583,+4.00
2017,74,0,25274,Steven Bowditch,"44' 2""",95,4193.0,+22.00
2017,74,0,29476,Kyle Reifers,"44' 2""",110,4854.083,+12.00
2017,76,0,19803,Ryan Armour,"44' 3""",82,3629.917,+12.00
2017,76,0,32366,Kevin Chappell,"44' 3""",137,6066.417,+11.00
2017,78,0,32448,James Hahn,"44' 4""",138,6112.667,-1.00
2017,78,0,27974,Sung Kang,"44' 4""",167,7402.583,+28.00
2017,78,0,22056,Cameron Percy,"44' 4""",113,5008.25,+20.00
2017,78,0,25818,Scott Piercy,"44' 4""",118,5232.0,+24.00
2017,82,0,20157,Retief Goosen,"44' 5""",89,3954.417,+16.00
2017,82,0,29974,Branden Grace,"44' 5""",98,4349.75,+3.00
2017,82,0,31560,Brian Stuard,"44' 5""",70,3109.417,+10.00
2017,82,0,25834,Daniel Summerhays,"44' 5""",148,6568.667,+19.00
2017,86,0,33141,Keegan Bradley,"44' 6""",141,6277.0,+25.00
2017,86,0,35450,Patrick Cantlay,"44' 6""",94,4180.0,+11.00
2017,86,0,25493,Nick Taylor,"44' 6""",166,7387.917,+15.00
2017,86,0,31323,Gary Woodland,"44' 6""",132,5872.917,+9.00
2017,90,0,20472,Alex Cejka,"44' 9""",100,4471.583,+15.00
2017,90,0,35532,Tom Hoge,"44' 9""",91,4074.0,+22.00
2017,92,0,27958,Ryan Blaum,"44' 11""",174,7816.25,+27.00
2017,92,0,24507,Jason Bohn,"44' 11""",134,6020.5,+22.00
2017,92,0,20229,Stewart Cink,"44' 11""",153,6867.5,+18.00
2017,95,0,25720,Chad Collins,"45' 0""",105,4724.333,+20.00
2017,95,0,47959,Bryson DeChambeau,"45' 0""",147,6611.75,+27.00
2017,97,0,28420,Ryan Brehm,"45' 1""",131,5903.583,+9.00
2017,97,0,31420,Anirban Lahiri,"45' 1""",121,5450.75,+21.00
2017,97,0,33204,Shane Lowry,"45' 1""",56,2524.917,+8.00
2017,97,0,48822,Sebastián Muñoz,"45' 1""",82,3695.25,+5.00
2017,97,0,34431,Robert Streb,"45' 1""",135,6090.0,+21.00
2017,102,0,39324,J.J. Spaun,"45' 3""",134,6062.75,+18.00
2017,103,0,29720,Andres Gonzales,"45' 4""",146,6621.25,+8.00
2017,104,0,35891,Cameron Smith,"45' 5""",150,6808.5,+18.00
2017,105,0,33399,Adam Hadwin,"45' 6""",114,5190.667,+12.00
2017,105,0,34466,Peter Malnati,"45' 6""",146,6645.583,+14.00
2017,107,0,40058,Zac Blair,"45' 8""",142,6480.917,+6.00
2017,107,0,35506,Mackenzie Hughes,"45' 8""",206,9413.583,+17.00
2017,107,0,27936,Martin Laird,"45' 8""",119,5434.833,+18.00
2017,107,0,29926,Danny Lee,"45' 8""",130,5932.75,+22.00
2017,107,0,33419,Cameron Tringale,"45' 8""",116,5301.75,+25.00
2017,112,0,32150,Michael Thompson,"45' 9""",83,3798.25,+14.00
2017,112,0,25349,Tim Wilkinson,"45' 9""",80,3657.25,+2.00
2017,114,0,32200,Roberto Castro,"45' 10""",91,4167.167,+11.00
2017,114,0,37455,Si Woo Kim,"45' 10""",121,5546.25,+25.00
2017,116,0,29518,Brendan Steele,"46' 0""",130,5978.833,+15.00
2017,117,0,23353,J.J. Henry,"46' 1""",130,5985.417,+32.00
2017,118,0,25364,Paul Casey,"46' 2""",112,5167.25,+19.00
2017,118,0,25396,Kevin Na,"46' 2""",116,5351.833,+7.00
2017,118,0,27214,Kevin Streelman,"46' 2""",132,6089.0,+9.00
2017,121,0,22046,Geoff Ogilvy,"46' 4""",133,6164.5,+18.00
2017,122,0,39954,Cody Gribble,"46' 5""",136,6309.333,+30.00
2017,122,0,34174,John Huh,"46' 5""",133,6168.333,+13.00
2017,122,0,27963,Chris Stroud,"46' 5""",94,4363.167,+19.00
2017,125,0,46443,Brian Campbell,"46' 6""",89,4137.333,+9.00
2017,125,0,24357,K.J. Choi,"46' 6""",87,4048.75,+17.00
2017,127,0,29740,Brad Fritsch,"46' 7""",118,5497.583,+21.00
2017,127,0,27141,J.B. Holmes,"46' 7""",136,6332.833,+13.00
2017,127,0,46732,Rick Lamb,"46' 7""",73,3400.75,+21.00
2017,130,0,30944,Jason Kokrak,"46' 8""",141,6579.583,+16.00
2017,131,0,29223,Sam Saunders,"46' 10""",124,5804.75,+16.00
2017,131,0,29485,Brett Stegmaier,"46' 10""",103,4826.417,+33.00
2017,133,0,30926,Chris Kirk,"46' 11""",137,6422.417,+26.00
2017,133,0,36699,Patrick Rodgers,"46' 11""",145,6807.417,+19.00
2017,133,0,23325,Vaughn Taylor,"46' 11""",95,4454.083,+13.00
2017,136,0,10809,Jim Furyk,"47' 1""",67,3152.667,+8.00
2017,136,0,24781,Hunter Mahan,"47' 1""",118,5552.917,+13.00
2017,138,0,36689,Brooks Koepka,"47' 2""",128,6035.0,+18.00
2017,139,0,22986,Søren Kjeldsen,"47' 4""",56,2651.667,+18.00
2017,139,0,33418,Shawn Stefani,"47' 4""",113,5352.667,+21.00
2017,141,0,33948,Byeong Hun An,"47' 5""",106,5029.25,+27.00
2017,141,0,29725,Tony Finau,"47' 5""",183,8678.0,+8.00
2017,141,0,29222,Billy Hurley III,"47' 5""",92,4365.75,+16.00
2017,144,0,26499,Rafa Cabrera Bello,"47' 6""",89,4229.583,+5.00
2017,145,0,40026,Daniel Berger,"47' 7""",148,7040.5,+18.00
2017,145,0,23108,Matt Kuchar,"47' 7""",109,5183.667,+18.00
2017,147,0,27466,Spencer Levin,"47' 8""",94,4481.667,+12.00
2017,147,0,34213,Grayson Murray,"47' 8""",173,8249.583,+26.00
2017,149,0,31416,Derek Fathauer,"47' 9""",144,6878.333,+32.00
2017,149,0,21961,Charles Howell III,"47' 9""",159,7587.333,+18.00
2017,151,0,24846,Ricky Barnes,"47' 10""",160,7652.5,+15.00
2017,151,0,12510,Chad Campbell,"47' 10""",136,6505.833,+19.00
2017,151,0,28237,Rory McIlroy,"47' 10""",69,3302.583,+14.00
2017,151,0,34264,Hudson Swafford,"47' 10""",133,6362.417,+18.00
2017,155,0,25572,Graeme McDowell,"47' 11""",64,3064.833,+10.00
2017,155,0,30110,Kyle Stanley,"47' 11""",146,6993.083,+21.00
2017,157,0,19846,Brian Gay,"48' 0""",119,5712.583,+15.00
2017,157,0,26851,Marc Leishman,"48' 0""",187,8969.917,+15.00
2017,159,0,29461,Jamie Lovemark,"48' 1""",165,7937.917,+2.00
2017,160,0,25345,Carl Pettersson,"48' 2""",95,4572.667,+26.00
2017,161,0,26300,Matt Jones,"48' 3""",114,5502.0,+9.00
2017,162,0,6522,Ernie Els,"48' 4""",79,3819.583,+14.00
2017,162,0,25191,Gonzalo Fernandez-Castaño,"48' 4""",114,5508.917,+16.00
2017,162,0,27770,Camilo Villegas,"48' 4""",129,6238.917,+20.00
2017,162,0,47128,Richy Werenski,"48' 4""",96,4642.0,+16.00
2017,166,0,29479,Scott Brown,"48' 5""",130,6292.5,+11.00
2017,167,0,28679,Fabián Gómez,"48' 6""",116,5630.0,+11.00
2017,167,0,25892,Steve Wheatcroft,"48' 6""",56,2716.917,+4.00
2017,169,0,34360,Patrick Reed,"48' 7""",154,7487.167,+25.00
2017,170,0,23800,Bryce Molder,"48' 8""",154,7493.167,+24.00
2017,171,0,24358,Robert Garrigus,"48' 9""",105,5119.417,+17.00
2017,172,0,30191,Julián Etulain,"48' 11""",97,4747.417,+10.00
2017,173,0,31202,William McGirt,"49' 0""",108,5287.667,+30.00
2017,174,0,48084,Wesley Bryan,"49' 1""",131,6431.583,+30.00
2017,174,0,23497,Tag Ridings,"49' 1""",104,5100.333,+17.00
2017,174,0,37189,Harold Varner III,"49' 1""",160,7854.583,+23.00
2017,177,0,26758,David Hearn,"49' 4""",131,6461.5,+31.00
2017,178,0,29289,S.Y. Noh,"49' 7""",161,7988.5,+20.00
2017,179,0,32640,Troy Merritt,"49' 8""",147,7303.583,+14.00
2017,180,0,34098,Russell Henley,"49' 10""",152,7579.167,+20.00
2017,180,0,24138,Ian Poulter,"49' 10""",111,5532.667,+16.00
2017,182,0,37278,Nicholas Lindheim,"50' 1""",128,6414.0,+24.00
2017,183,0,24140,Sean O'Hair,"50' 2""",113,5665.75,+12.00
2017,184,0,23541,Ben Crane,"50' 5""",131,6599.917,+31.00
2017,185,0,28307,Matt Every,"51' 2""",112,5729.0,+17.00
2017,185,0,29908,C.T. Pan,"51' 2""",124,6344.917,+19.00
2017,187,0,33122,Russell Knox,"51' 7""",87,4487.75,+16.00
2017,188,0,27644,Brian Harman,"52' 0""",146,7596.833,+20.00
2017,189,0,20572,Rod Pampling,"53' 3""",150,7986.417,+21.00
2017,190,0,29478,Kevin Kisner,"56' 0""",113,6327.083,+18.00
