YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
2024,1,0,47993,Denny McCarthy,28
2024,1,0,27214,Kevin Streelman,28
2024,1,0,38991,Alejandro Tosti,28
2024,4,0,48084,Wesley Bryan,29
2024,4,0,32070,Rafael Campos,29
2024,4,0,51766,Wyndham Clark,29
2024,4,0,57362,Austin Eckroat,29
2024,4,0,37455,Si Woo Kim,29
2024,4,0,54190,Richard Mansell,29
2024,4,0,39546,Keith Mitchell,29
2024,4,0,50525,Collin Morikawa,29
2024,4,0,48153,Matthieu Pavon,29
2024,4,0,33486,Roger Sloan,29
2024,4,0,49960,Sepp Straka,29
2024,4,0,40115,Adam Svensson,29
2024,4,0,25493,Nick Taylor,29
2024,17,0,52955,Ludvig Åberg,30
2024,17,0,33948,Byeong Hun An,30
2024,17,0,60369,Sam Bairstow,30
2024,17,0,56630,Akshay Bhatia,30
2024,17,0,60004,Jacob Bridgeman,30
2024,17,0,47504,Sam Burns,30
2024,17,0,52372,Cameron Champ,30
2024,17,0,66743,Luke Clanton,30
2024,17,0,47591,Eric Cole,30
2024,17,0,59442,Parker Coody,30
2024,17,0,52514,Trace Crowe,30
2024,17,0,34076,Joel Dahmen,30
2024,17,0,45157,Cam Davis,30
2024,17,0,28089,Jason Day,30
2024,17,0,33653,Thomas Detry,30
2024,17,0,59866,Nick Dunlap,30
2024,17,0,34099,Harris English,30
2024,17,0,29936,Ryan Fox,30
2024,17,0,55074,Sebastian Friedrichsen,30
2024,17,0,56149,Wilson Furr,30
2024,17,0,25900,Lucas Glover,30
2024,17,0,59095,Chris Gotterup,30
2024,17,0,51977,Max Greyserman,30
2024,17,0,54591,Ben Griffin,30
2024,17,0,57975,Harry Hall,30
2024,17,0,27644,Brian Harman,30
2024,17,0,34363,Tyrrell Hatton,30
2024,17,0,60067,Joe Highsmith,30
2024,17,0,12716,Charley Hoffman,30
2024,17,0,35532,Tom Hoge,30
2024,17,0,35506,Mackenzie Hughes,30
2024,17,0,36799,Stephan Jaeger,30
2024,17,0,34587,Chan Kim,30
2024,17,0,39975,Michael Kim,30
2024,17,0,55182,Tom Kim,30
2024,17,0,30926,Chris Kirk,30
2024,17,0,47420,Jake Knapp,30
2024,17,0,54813,Philip Knowles,30
2024,17,0,23108,Matt Kuchar,30
2024,17,0,28775,Nate Lashley,30
2024,17,0,27129,Luke List,30
2024,17,0,40162,Justin Lower,30
2024,17,0,52215,Robert MacIntyre,30
2024,17,0,34466,Peter Malnati,30
2024,17,0,32839,Hideki Matsuyama,30
2024,17,0,28237,Rory McIlroy,30
2024,17,0,46442,Maverick McNealy,30
2024,17,0,58944,Blake McShea,30
2024,17,0,55789,Taylor Montgomery,30
2024,17,0,49947,Taylor Moore,30
2024,17,0,27349,Alex Noren,30
2024,17,0,30163,Henrik Norlander,30
2024,17,0,49771,J.T. Poston,30
2024,17,0,46414,Aaron Rai,30
2024,17,0,47983,Chad Ramey,30
2024,17,0,47995,Davis Riley,30
2024,17,0,36699,Patrick Rodgers,30
2024,17,0,22405,Justin Rose,30
2024,17,0,37275,Sam Ryder,30
2024,17,0,48081,Xander Schauffele,30
2024,17,0,48867,Matti Schmid,30
2024,17,0,46441,Robby Shelton,30
2024,17,0,27139,David Skinns,30
2024,17,0,40181,Clément Sordet,30
2024,17,0,34046,Jordan Spieth,30
2024,17,0,57586,Jesper Svensson,30
2024,17,0,51634,Sahith Theegala,30
2024,17,0,33448,Justin Thomas,30
2024,17,0,58168,Davis Thompson,30
2024,17,0,57364,Michael Thorbjornsen,30
2024,17,0,40006,Erik van Rooyen,30
2024,17,0,48640,Johannes Veerman,30
2024,17,0,27064,Jhonattan Vegas,30
2024,17,0,48887,Matt Wallace,30
2024,17,0,31323,Gary Woodland,30
2024,17,0,52513,Carson Young,30
2024,17,0,45242,Kevin Yu,30
2024,17,0,55454,Carl Yuan,30
2024,95,0,33408,Tyson Alexander,31
2024,95,0,51661,Nick Bachem,31
2024,95,0,32622,Matthew Baldwin,31
2024,95,0,34374,Erik Barnes,31
2024,95,0,35490,Wil Bateman,31
2024,95,0,40026,Daniel Berger,31
2024,95,0,45522,Christiaan Bezuidenhout,31
2024,95,0,40058,Zac Blair,31
2024,95,0,33141,Keegan Bradley,31
2024,95,0,34255,Joseph Bramlett,31
2024,95,0,28420,Ryan Brehm,31
2024,95,0,57259,Daniel Brown,31
2024,95,0,55708,Hayden Buckley,31
2024,95,0,33974,Dean Burmester,31
2024,95,0,24925,Jonathan Byrd,31
2024,95,0,32367,Jorge Campillo,31
2024,95,0,35450,Patrick Cantlay,31
2024,95,0,32366,Kevin Chappell,31
2024,95,0,20229,Stewart Cink,31
2024,95,0,39997,Corey Conners,31
2024,95,0,59836,Pierceson Coody,31
2024,95,0,47959,Bryson DeChambeau,31
2024,95,0,50762,Alejandro Del Rey,31
2024,95,0,50497,Adrien Dumont de Chassart,31
2024,95,0,51349,Nico Echavarria,31
2024,95,0,47079,Harrison Endycott,31
2024,95,0,29725,Tony Finau,31
2024,95,0,40098,Matt Fitzpatrick,31
2024,95,0,32102,Rickie Fowler,31
2024,95,0,29535,Brice Garnett,31
2024,95,0,52375,Doug Ghim,31
2024,95,0,56762,Will Gordon,31
2024,95,0,39954,Cody Gribble,31
2024,95,0,35310,Lanto Griffin,31
2024,95,0,31646,Emiliano Grillo,31
2024,95,0,34563,Chesson Hadley,31
2024,95,0,33399,Adam Hadwin,31
2024,95,0,47988,Nick Hardy,31
2024,95,0,34098,Russell Henley,31
2024,95,0,54421,Garrick Higgo,31
2024,95,0,33597,Harry Higgs,31
2024,95,0,51287,Ryo Hisatsune,31
2024,95,0,54628,Lee Hodges,31
2024,95,0,51696,Rico Hoey,31
2024,95,0,52453,Nicolai Højgaard,31
2024,95,0,39393,Brad Hopfinger,31
2024,95,0,29420,Billy Horschel,31
2024,95,0,35461,Beau Hossler,31
2024,95,0,46717,Viktor Hovland,31
2024,95,0,36801,Mark Hubbard,31
2024,95,0,39971,Sungjae Im,31
2024,95,0,55955,Matthew Jordan,31
2024,95,0,27974,Sung Kang,31
2024,95,0,30957,Max Kieffer,31
2024,95,0,50188,S.H. Kim,31
2024,95,0,29478,Kevin Kisner,31
2024,95,0,48117,Kurt Kitayama,31
2024,95,0,32757,Patton Kizzire,31
2024,95,0,36884,Ben Kohles,31
2024,95,0,27936,Martin Laird,31
2024,95,0,32791,K.H. Lee,31
2024,95,0,37378,Min Woo Lee,31
2024,95,0,36326,David Lipsky,31
2024,95,0,33204,Shane Lowry,31
2024,95,0,28300,Joost Luiten,31
2024,95,0,33199,Matteo Manassero,31
2024,95,0,33413,Ben Martin,31
2024,95,0,59141,Matt McCarty,31
2024,95,0,59143,Mac Meissner,31
2024,95,0,32640,Troy Merritt,31
2024,95,0,25198,Francesco Molinari,31
2024,95,0,26596,Ryan Moore,31
2024,95,0,55420,Cooper Musselman,31
2024,95,0,45486,Joaquin Niemann,31
2024,95,0,29289,S.Y. Noh,31
2024,95,0,51997,Andrew Novak,31
2024,95,0,24140,Sean O'Hair,31
2024,95,0,39262,Alvaro Ortiz,31
2024,95,0,23320,Ryan Palmer,31
2024,95,0,29908,C.T. Pan,31
2024,95,0,30756,Andrea Pavan,31
2024,95,0,40250,Taylor Pendrith,31
2024,95,0,47679,Victor Perez,31
2024,95,0,57900,Chandler Phillips,31
2024,95,0,25818,Scott Piercy,31
2024,95,0,28252,Seamus Power,31
2024,95,0,34256,Andrew Putnam,31
2024,95,0,26476,Chez Reavie,31
2024,95,0,46046,Scottie Scheffler,31
2024,95,0,47347,Adam Schenk,31
2024,95,0,24502,Adam Scott,31
2024,95,0,47888,Taiga Semikawa,31
2024,95,0,51890,Greyson Sigg,31
2024,95,0,39327,Ben Silverman,31
2024,95,0,29221,Webb Simpson,31
2024,95,0,46340,Alex Smalley,31
2024,95,0,46464,Jordan Smith,31
2024,95,0,50095,Austin Smotherman,31
2024,95,0,27649,Brandt Snedeker,31
2024,95,0,39324,J.J. Spaun,31
2024,95,0,50484,Hayden Springer,31
2024,95,0,51600,Jimmy Stanger,31
