YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1996,0,20817,David Russell,0.38,7982,2124120
1996,0,7267,Allen Doyle,0.37,136785,36750000
1996,0,1444,Ken Green,0.37,161662,44100000
1996,0,1475,Donnie Hammond,0.37,98453,26900000
1996,0,7101,Dave Stockton Jr.,0.37,176054,47750000
1996,0,8385,Omar Uresti,0.37,171795,45850000
1996,0,19974,Roger Chapman,0.36,7556,2124120
1996,0,1189,Bob Charles,0.36,7750,2124120
1996,0,1196,Brian Claar,0.36,165507,46600000
1996,0,19907,Domingo Hospital,0.36,7556,2124120
1996,0,1659,Massy Kuramoto,0.36,13213,3700000
1996,0,1886,Peter O'Malley,0.36,33552,9274120
1996,0,2322,Richard Zokol,0.36,30260,8350000
1996,0,1418,Bill Glasson,0.35,50028,14500000
1996,0,20157,Retief Goosen,0.35,7362,2124120
1996,0,11032,Frank Lickliter II,0.35,138845,39400000
1996,0,20953,Arnaud Langenaeken,0.34,7285,2124120
1996,0,2049,Gene Sauers,0.34,123903,36950000
1996,0,2186,Brian Tennyson,0.34,96329,28100000
1996,0,8681,Manny Zerman,0.34,8320,2450000
1996,0,20400,Michael Campbell,0.33,66337,19824120
1996,0,1360,Anders Forsbrand,0.32,43190,13474120
1996,0,1414,Bob Gilder,0.32,114843,36250000
1996,0,6617,Brian Henninger,0.32,135678,42150000
1996,0,20433,Mark Hensby,0.32,3798,1200000
1996,0,10215,Charlie Rymer,0.32,132075,41650000
1996,0,6595,Kevin Sutherland,0.32,144826,44900000
1996,0,2167,Mike Sullivan,0.31,126066,40250000
1996,0,2241,Bobby Wadkins,0.31,142000,45400000
1996,0,1035,Tommy Armour III,0.3,79614,26900000
1996,0,1320,Bob Estes,0.3,123100,40874120
1996,0,12753,David Morland IV,0.3,4500,1500000
1996,0,1960,Don Pooley,0.3,94350,31600000
1996,0,2218,Ted Tryba,0.3,162941,54400000
1996,0,1435,Wayne Grady,0.29,94337,32200000
1996,0,1869,Jack Nicklaus,0.29,37779,13024120
1996,0,20095,Carl Paulson,0.29,116067,39800000
1996,0,1998,Jack Renner,0.29,17500,6100000
1996,0,10649,Tom Scherrer,0.29,136321,47700000
1996,0,2207,Sam Torrance,0.29,41453,14224120
1996,0,2300,Ian Woosnam,0.29,41696,14224120
1996,0,2313,Bruce Zabriski,0.29,3506,1200000
1996,0,19883,Joe Daley,0.28,96286,34700000
1996,0,6251,Chris DiMarco,0.28,18678,6600000
1996,0,1367,Brent Franklin,0.28,2772,1000000
1996,0,6064,Jeff Gallagher,0.28,114000,41000000
1996,0,1604,Steve Jurgensen,0.28,118047,41900000
1996,0,1701,Bob Lohr,0.28,122462,44400000
1996,0,1984,Sam Randolph,0.28,22166,7850000
1996,0,1261,Jay Delsing,0.27,117244,43800000
1996,0,1282,Trevor Dodds,0.27,6637,2500000
1996,0,1374,Robin Freeman,0.27,133604,49600000
1996,0,1572,Mark James,0.27,18406,6924120
1996,0,1890,Brett Ogle,0.27,77621,29274120
1996,0,1906,Masashi Jumbo Ozaki,0.27,28920,10800000
1996,0,1926,Steve Pate,0.27,10402,3850000
1996,0,1949,Mark Pfeil,0.27,23510,8650000
1996,0,6425,Rick Todd,0.27,14471,5424120
1996,0,1142,Bart Bryant,0.26,88785,34600000
1996,0,9071,David Gilford,0.26,17982,7024120
1996,0,6090,Jim McGovern,0.26,116725,45700000
1996,0,1198,Howard Clark,0.25,11389,4524120
1996,0,12626,Joey Gullion,0.25,99849,40700000
1996,0,1666,Bernhard Langer,0.25,34182,13724120
1996,0,2033,Dave Rummells,0.25,3045,1200000
1996,0,19953,Adam Spring,0.25,2955,1200000
1996,0,12663,Phil Tataurangi,0.25,3742,1500000
1996,0,2303,Robert Wrenn,0.25,81686,32200000
1996,0,20286,Rusty Brown,0.24,2872,1200000
1996,0,6148,Dennis Harrington,0.24,5825,2400000
1996,0,1517,Satoshi Higashi,0.24,24910,10324120
1996,0,6557,Stephen Keppler,0.24,3071,1300000
1996,0,1849,Bill Murchison,0.24,5825,2400000
1996,0,6140,Sean Murphy,0.24,86391,36574120
1996,0,6386,Bill Porter,0.24,5825,2400000
1996,0,12702,Costantino Rocca,0.24,41315,17524120
1996,0,10425,Jay Williamson,0.24,82771,35000000
1996,0,1162,Rex Caldwell,0.23,25270,10850000
1996,0,12387,Michael Christie,0.23,5505,2400000
1996,0,1487,Jeff Hart,0.23,66447,29150000
1996,0,10733,Kent Jones,0.23,5415,2400000
1996,0,12389,Barry Lane,0.23,18850,8224120
1996,0,10723,Mike Riedel,0.23,2798,1200000
1996,0,2135,Mike Standly,0.23,99032,43800000
1996,0,6048,Dicky Thompson,0.23,5200,2300000
1996,0,8725,Tom Gillis,0.22,2775,1250000
1996,0,8337,Mike Heinen,0.22,102586,46700000
1996,0,5466,Jack O'Keefe,0.22,5305,2400000
1996,0,1941,Tom Pernice Jr.,0.22,5235,2400000
1996,0,8973,Wayne Riley,0.22,9918,4524120
1996,0,6066,Gary Rusnak,0.22,74206,33400000
1996,0,8465,Javier Sanchez,0.22,5305,2400000
1996,0,21645,Scott Trethewey,0.22,2616,1200000
1996,0,2226,Tray Tyner,0.22,50425,22500000
1996,0,1068,Andy Bean,0.21,80849,38700000
1996,0,7529,Tim Dunlavey,0.21,6831,3200000
1996,0,1358,Bob Ford,0.21,9918,4800000
1996,0,8419,Shawn Kelly,0.21,5000,2400000
1996,0,2195,Leonard Thompson,0.21,29790,13950000
1996,0,2216,Gary Trivisonno,0.21,5075,2400000
1996,0,20629,Rich Yokota,0.21,5035,2400000
1996,0,1114,Bob Boyd,0.2,7698,3800000
1996,0,7763,Doug Dunakey,0.2,2030,1000000
1996,0,1858,Tommy Nakajima,0.2,7164,3600000
1996,0,2171,Mike Swartz,0.2,77614,38600000
1996,0,2242,Lanny Wadkins,0.2,64994,32550000
1996,0,2271,Wayne Westner,0.2,31941,16324120
1996,0,6197,Michael Allen,0.19,2425,1250000
1996,0,1133,Billy Ray Brown,0.19,67202,34950000
1996,0,1489,Steve Hart,0.19,2325,1250000
1996,0,8993,Franklin Langham,0.19,83631,44100000
1996,0,10565,Ian Leggatt,0.19,4780,2500000
1996,0,6052,Andy Morse,0.19,11355,6100000
1996,0,8697,Kevin Riley,0.19,2280,1200000
1996,0,2249,Don Walsworth,0.19,1860,1000000
1996,0,10505,Shane Bertsch,0.18,65516,36100000
1996,0,20999,Russell Jenkines,0.18,2700,1500000
1996,0,1578,Tom Jenkins,0.18,2312,1250000
1996,0,8215,Steve Schneiter,0.18,21548,12300000
1996,0,1557,John Inman,0.17,62804,37050000
1996,0,2111,Mike Smith,0.17,11200,6650000
1996,0,1051,Seve Ballesteros,0.16,9300,5924120
1996,0,7941,Mike Grob,0.16,4100,2500000
1996,0,1603,Jeff Julian,0.16,55601,34300000
1996,0,20158,Anthony Rodriguez,0.16,7965,5100000
1996,0,10203,Bryan Gorman,0.15,47712,30900000
1996,0,1550,Ed Humenik,0.15,13507,8950000
1996,0,1555,Stu Ingraham,0.15,3612,2400000
1996,0,1607,Brian Kamm,0.15,64986,43200000
1996,0,1619,Skip Kendall,0.15,5415,3600000
1996,0,20435,Davidson Matyczuk,0.15,3870,2500000
1996,0,1971,Dillard Pruitt,0.15,55952,36850000
1996,0,6771,John Reeves,0.15,3562,2400000
1996,0,2100,Tim Simpson,0.14,13953,10200000
1996,0,2225,Howard Twitty,0.14,13738,10100000
1996,0,21407,Arjun Atwal,0.13,3506,2700000
1996,0,1060,Dave Barr,0.13,31810,24850000
1996,0,20094,Jonathan Kaye,0.13,5070,3850000
1996,0,7065,Arden Knoll,0.13,3300,2500000
1996,0,2257,Brian Watts,0.13,6000,4524120
1996,0,10885,Robert Allenby,0.12,15931,13524120
1996,0,1938,David Peoples,0.12,32384,28050000
1996,0,20388,Gordon Sherry,0.12,4100,3500000
1996,0,7569,Mark Carnevale,0.11,17484,16150000
1996,0,19905,Andrew Coltart,0.11,4361,3924120
1996,0,21542,Simon Cooke,0.11,2562,2250000
1996,0,1571,Barry Jaeckel,0.11,10779,9700000
1996,0,1824,Yoshinori Mizumaki,0.11,5232,4950000
1996,0,2007,Larry Rinker,0.11,12770,11750000
1996,0,2106,Chris Smith,0.11,41111,36350000
1996,0,1127,Danny Briggs,0.1,3720,3600000
1996,0,1149,Michael Burke Jr.,0.1,5015,4800000
1996,0,6599,John Elliott,0.1,26926,27700000
1996,0,12751,Todd Gleaton,0.1,2484,2500000
1996,0,1755,Dick Mast,0.1,6560,6650000
1996,0,6657,Steve Rintoul,0.1,33964,35400000
1996,0,19913,Ron Whittaker,0.1,29655,29600000
1996,0,20051,Joe Acosta Jr.,0.09,37631,42800000
1996,0,2255,Denis Watson,0.09,12118,14050000
1996,0,1725,John Mahaffey,0.08,30015,39500000
1996,0,12781,Scott Medlin,0.08,23276,29250000
1996,0,1948,Tim Petrovic,0.08,2088,2700000
1996,0,2201,Jim Thorpe,0.08,25130,29750000
1996,0,1288,Ed Dougherty,0.07,15250,22450000
1996,0,1350,Pat Fitzsimons,0.07,2240,3200000
1996,0,20505,Lucas Parsons,0.07,21232,31150000
1996,0,2094,Tony Sills,0.07,11733,17600000
1996,0,6014,Eric Booker,0.06,2292,3600000
1996,0,1330,David Feherty,0.06,3060,5224120
1996,0,1469,Dan Halldorson,0.06,4100,6900000
1996,0,1946,Peter Persons,0.06,4815,8100000
1996,0,2067,Ted Schulz,0.06,10258,17050000
1996,0,2224,Greg Twiggs,0.06,2688,4500000
1996,0,20393,Philip Walton,0.06,5165,8424120
1996,0,1129,Bill Britton,0.05,4398,9050000
1996,0,1266,Clark Dennis,0.05,2775,5800000
1996,0,1779,Gary McCord,0.05,2548,5050000
1996,0,1861,Jim Nelford,0.05,1860,3450000
1996,0,1964,Greg Powers,0.05,1720,3200000
1996,0,1978,Fran Quinn,0.05,2616,5100000
1996,0,1284,Mike Donald,0.04,7828,20800000
1996,0,1390,Buddy Gardner,0.04,2616,6650000
1996,0,1648,Billy Kratzert,0.04,3030,8650000
1996,0,2230,Stan Utley,0.04,4437,10600000
1996,0,1150,George Burns,0.03,3456,11200000
1996,0,10875,Todd Demsey,0.03,2512,7450000
1996,0,2244,Fred Wadsworth,0.03,2368,7650000
1996,0,20387,Jarmo Sandelin,0.02,2509,16600000
1996,0,1443,Hubert Green,0.01,2220,17700000
1996,0,1468,Gary Hallberg,0.01,2544,25400000
1995,0,1876,Greg Norman,5.89,1654959,28081484
1995,0,20370,Steven Bottomley,5.03,104738,2081484
1995,0,12702,Costantino Rocca,4.54,185500,4081484
1995,0,1766,Billy Mayfair,3.73,1543190,41400000
1995,0,1928,Corey Pavin,3.69,1340077,36281484
1995,0,1313,Steve Elkington,3.55,1254350,35381484
1995,0,1577,Lee Janzen,3.1,1378965,44481484
1995,0,1666,Bernhard Langer,3.0,394876,13181484
1995,0,1677,Tom Lehman,2.79,830230,29800000
1995,0,1706,Davis Love III,2.79,1111997,39881484
1995,0,6567,Vijay Singh,2.75,1018711,37031484
1995,0,6522,Ernie Els,2.65,842588,31831484
1995,0,1569,Peter Jacobsen,2.63,1075053,40831484
1995,0,1385,Jim Gallagher Jr.,2.55,1057239,41481484
1995,0,1572,Mark James,2.55,53166,2081484
1995,0,20400,Michael Campbell,2.53,141388,5581484
1995,0,1326,Nick Faldo,2.47,790959,32031484
1995,0,8635,Colin Montgomerie,2.21,335616,15181484
1995,0,9011,David Duval,2.2,881434,40031484
1995,0,1887,Mark O'Meara,2.14,914126,42731484
1995,0,2099,Scott Simpson,2.06,795796,38681484
1995,0,2146,Payne Stewart,2.04,866216,42481484
1995,0,1945,Kenny Perry,1.99,773385,38850000
1995,0,1235,Ben Crenshaw,1.97,737473,37481484
1995,0,1457,Jay Haas,1.97,822256,41681484
1995,0,1968,Nick Price,1.93,611697,31631484
1995,0,6036,Scott Dunlap,1.91,44000,2300000
1995,0,2010,Loren Roberts,1.89,678333,35931484
1995,0,1527,Scott Hoch,1.88,792641,42231484
1995,0,2223,Bob Tway,1.86,787346,42381484
1995,0,1161,Mark Calcavecchia,1.84,843551,45831484
1995,0,1810,Phil Mickelson,1.66,655774,39531484
1995,0,2214,Kirk Triplett,1.66,644604,38900000
1995,0,10860,Justin Leonard,1.64,748791,45781484
1995,0,7867,Woody Austin,1.55,736495,47400000
1995,0,1381,Fred Funk,1.55,717230,46150000
1995,0,1143,Brad Bryant,1.53,723831,47231484
1995,0,2267,D.A. Weibring,1.52,517062,34100000
1995,0,1724,Jeff Maggert,1.48,527950,35581484
1995,0,2207,Sam Torrance,1.4,56970,4081484
1995,0,2246,Duffy Waldorf,1.39,525621,37800000
1995,0,2104,Jeff Sluman,1.36,563681,41550000
1995,0,6527,Steve Stricker,1.31,438929,33450000
1995,0,2133,Craig Stadler,1.28,402315,31531484
1995,0,1329,Brad Faxon,1.27,471883,37081484
1995,0,10809,Jim Furyk,1.27,535378,42150000
1995,0,2170,Hal Sutton,1.26,554732,44200000
1995,0,1226,Fred Couples,1.25,299258,24000000
1995,0,2271,Wayne Westner,1.25,18750,1500000
1995,0,1418,Bill Glasson,1.23,412092,33531484
1995,0,1783,Mark McCumber,1.23,375921,30481484
1995,0,1320,Bob Estes,1.2,433987,36181484
1995,0,2256,Tom Watson,1.19,320781,26881484
1995,0,6557,Stephen Keppler,1.18,90040,7600000
1995,0,2300,Ian Woosnam,1.17,174463,14881484
1995,0,7235,John Morse,1.16,416803,35931484
1995,0,6373,José María Olazábal,1.15,213413,18581484
1995,0,1378,David Frost,1.11,357655,32281484
1995,0,1690,Bruce Lietzke,1.07,269393,25250000
1995,0,1707,Steve Lowery,1.07,463854,43181484
1995,0,1201,Lennie Clements,1.06,355128,33400000
1995,0,1890,Brett Ogle,1.06,326929,30981484
1995,0,19965,Peter Mitchell,1.03,21532,2081484
1995,0,6140,Sean Murphy,1.03,40115,3900000
1995,0,1249,John Daly,1.0,321747,32131484
1995,0,1905,Joe Ozaki,0.99,290000,29300000
1995,0,2159,Curtis Strange,0.98,358174,36481484
1995,0,2049,Gene Sauers,0.96,311576,32381484
1995,0,2218,Ted Tryba,0.93,451982,48800000
1995,0,2239,Scott Verplank,0.92,332883,36200000
1995,0,1098,Jay Don Blake,0.91,333549,36850000
1995,0,6090,Jim McGovern,0.91,402584,44000000
1995,0,1127,Danny Briggs,0.9,46415,5150000
1995,0,1157,Tom Byrum,0.89,145425,16400000
1995,0,20229,Stewart Cink,0.89,58426,6600000
1995,0,7707,Mike Small,0.89,17875,2000000
1995,0,1132,Mark Brooks,0.88,366858,41781484
1995,0,6034,Marco Dawson,0.87,261211,30000000
1995,0,1823,Larry Mize,0.86,289573,33831484
1995,0,1920,Craig Parry,0.86,293412,34081484
1995,0,1560,David Ishii,0.85,31200,3650000
1995,0,1837,Gil Morgan,0.85,255561,30200000
1995,0,1355,Raymond Floyd,0.84,65030,7781484
1995,0,8337,Mike Heinen,0.84,350919,41700000
1995,0,1559,Hale Irwin,0.84,190960,22600000
1995,0,1288,Ed Dougherty,0.82,154006,18700000
1995,0,1701,Bob Lohr,0.82,314944,38281484
1995,0,11155,Katsuyoshi Tomori,0.79,16455,2081484
1995,0,12660,Jesper Parnevik,0.78,222457,28531484
1995,0,1958,Dan Pohl,0.77,166218,21450000
1995,0,1960,Don Pooley,0.77,226803,29531484
1995,0,19927,Mark Roe,0.76,30934,4081484
1995,0,1006,John Adams,0.74,243365,32750000
1995,0,1599,Steve Jones,0.74,234747,31700000
1995,0,1553,John Huston,0.73,294573,40131484
1995,0,19905,Andrew Coltart,0.72,36682,5081484
1995,0,1549,Mike Hulbert,0.71,311053,43600000
1995,0,2321,Fuzzy Zoeller,0.71,170704,24150000
1995,0,1374,Robin Freeman,0.7,283755,40800000
1995,0,1306,David Edwards,0.69,225855,32600000
1995,0,1510,Nolan Henke,0.69,237140,34450000
1995,0,2101,Joey Sindelar,0.69,202894,29400000
1995,0,2245,Grant Waite,0.69,240719,34700000
1995,0,1723,Andrew Magee,0.68,256914,37850000
1995,0,20259,Hisayuki Sasaki,0.68,27854,4081484
1995,0,1024,Billy Andrade,0.66,276493,41931484
1995,0,6315,Pete Jordan,0.66,143934,21750000
1995,0,1771,Blaine McCallister,0.66,238845,36400000
1995,0,6214,Guy Boros,0.64,303652,47200000
1995,0,20094,Jonathan Kaye,0.64,191882,29850000
1995,0,1261,Jay Delsing,0.63,230768,36581484
1995,0,19825,Darren Clarke,0.62,12954,2081484
1995,0,19960,Ross Drummond,0.62,12954,2081484
1995,0,1361,Dan Forsman,0.62,194538,31350000
1995,0,1971,Dillard Pruitt,0.62,210451,33900000
1995,0,1185,Brandel Chamblee,0.59,213794,36381484
1995,0,19958,Miguel Angel Jiménez,0.59,57195,9681484
1995,0,1748,Doug Martin,0.59,227461,38600000
1995,0,2279,Mark Wiebe,0.58,168832,29300000
1995,0,1116,Michael Bradley,0.57,214466,37400000
1995,0,1196,Brian Claar,0.57,241107,42281484
1995,0,2257,Brian Watts,0.55,33724,6081484
1995,0,19929,Warren Bennett,0.54,11244,2081484
1995,0,1096,Phil Blackmar,0.54,154800,28900000
1995,0,1388,Robert Gamez,0.54,206587,38100000
1995,0,1444,Ken Green,0.54,173575,32281484
1995,0,8633,Per-Ulrik Johansson,0.54,32659,6081484
1995,0,12389,Barry Lane,0.54,33079,6081484
1995,0,1282,Trevor Dodds,0.53,20122,3800000
1995,0,1042,Paul Azinger,0.52,182595,34781484
1995,0,10569,Mike Brisky,0.52,194873,37300000
1995,0,6124,Patrick Burke,0.52,162889,31231484
1995,0,1938,David Peoples,0.51,86679,17000000
1995,0,2008,Lee Rinker,0.51,187063,36750000
1995,0,10215,Charlie Rymer,0.51,180400,35500000
1995,0,2294,Willie Wood,0.51,64696,12600000
1995,0,6044,Scott Gump,0.5,184826,36900000
1995,0,10585,Scott McCarron,0.5,147370,29550000
1995,0,1984,Sam Randolph,0.5,4955,1000000
1995,0,6409,Brad Sherfy,0.5,18112,3600000
1995,0,6613,Tommy Tolles,0.5,166429,33150000
1995,0,1360,Anders Forsbrand,0.49,10128,2081484
1995,0,1633,Tom Kite,0.49,178578,36531484
1995,0,20051,Joe Acosta Jr.,0.48,147743,30750000
1995,0,1175,Jim Carter,0.48,180661,37600000
1995,0,1906,Masashi Jumbo Ozaki,0.48,60292,12481484
1995,0,1975,Tom Purtzer,0.47,120715,25800000
1995,0,6591,Rocky Walcher,0.47,20300,4350000
1995,0,1219,John Cook,0.46,186973,40481484
1995,0,8931,Glen Day,0.46,201808,44100000
1995,0,20118,Eiji Mizoguchi,0.46,14650,3200000
1995,0,10457,Frank Nobilo,0.46,52119,11281484
1995,0,10425,Jay Williamson,0.46,120179,25950000
1995,0,10885,Robert Allenby,0.45,73287,16181484
1995,0,19902,Russell Claydon,0.45,9410,2081484
1995,0,10963,Jimmy Green,0.45,3161,700000
1995,0,6332,Neal Lancaster,0.45,182216,40850000
1995,0,1725,John Mahaffey,0.45,156605,35150000
1995,0,1886,Peter O'Malley,0.45,9410,2081484
1995,0,2167,Mike Sullivan,0.45,167483,37400000
1995,0,1203,Russ Cochran,0.44,145662,33400000
1995,0,1334,Keith Fergus,0.44,146357,33250000
1995,0,1346,Ed Fiori,0.44,83852,18850000
1995,0,20230,Anthony Gilligan,0.44,15350,3500000
1995,0,2076,Peter Senior,0.44,33390,7581484
1995,0,2135,Mike Standly,0.44,177917,40600000
1995,0,1331,Rick Fehr,0.43,147765,34550000
1995,0,9071,David Gilford,0.43,26992,6281484
1995,0,20157,Retief Goosen,0.43,20652,4800000
1995,0,1475,Donnie Hammond,0.43,141149,32600000
1995,0,8191,Paul Broadhurst,0.42,8732,2081484
1995,0,1214,Frank Conner,0.42,7480,1800000
1995,0,11651,Derrick Cooper,0.42,8732,2081484
1995,0,1353,Bruce Fleisher,0.42,108828,26050000
1995,0,19984,Martin Gates,0.42,8732,2081484
1995,0,1408,Kelly Gibson,0.42,173421,40950000
1995,0,6617,Brian Henninger,0.42,166729,39900000
1995,0,1514,Eduardo Herrera,0.42,8732,2081484
1995,0,19904,Paul Lawrie,0.42,8732,2081484
1995,0,1607,Brian Kamm,0.41,165233,40300000
1995,0,1797,Rocco Mediate,0.41,105617,25600000
1995,0,2224,Greg Twiggs,0.41,42473,10300000
1995,0,2241,Bobby Wadkins,0.41,166526,40200000
1995,0,1072,Chip Beck,0.4,170080,42100000
1995,0,1051,Seve Ballesteros,0.39,64344,16581484
1995,0,1156,Curt Byrum,0.39,173834,44600000
1995,0,1891,David Ogrin,0.39,151418,39150000
1995,0,2023,Clarence Rose,0.39,7061,1800000
1995,0,2094,Tony Sills,0.39,113185,28950000
1995,0,12546,Peter Baker,0.38,7935,2081484
1995,0,20379,Mats Hallberg,0.38,7935,2081484
1995,0,19961,Olle Karlsson,0.38,7935,2081484
1995,0,19903,Jonathan Lomas,0.38,7935,2081484
1995,0,1736,Roger Maltbie,0.38,61663,16300000
1995,0,2009,José Rivero,0.38,7935,2081484
1995,0,2225,Howard Twitty,0.38,140693,36900000
1995,0,6577,John Wilson,0.38,149279,39200000
1995,0,1040,Emlyn Aubrey,0.37,137019,37500000
1995,0,1796,Mark McNulty,0.37,64794,17481484
1995,0,1035,Tommy Armour III,0.35,134405,38200000
1995,0,1142,Bart Bryant,0.35,119200,33800000
1995,0,1414,Bob Gilder,0.35,139360,39300000
1995,0,1540,Robert Hoyt,0.35,4550,1300000
1995,0,7101,Dave Stockton Jr.,0.35,149578,42400000
1995,0,8537,J.P. Hayes,0.34,111694,32550000
1995,0,20381,Ryoken Kawagishi,0.34,7177,2081484
1995,0,1869,Jack Nicklaus,0.34,68179,19881484
1995,0,20385,Dean Robertson,0.34,7177,2081484
1995,0,20387,Jarmo Sandelin,0.34,7177,2081484
1995,0,8375,Paul Stankowski,0.34,144557,42100000
1995,0,1093,Ronnie Black,0.33,122185,36550000
1995,0,2226,Tray Tyner,0.33,126339,38700000
1995,0,1060,Dave Barr,0.32,118217,36950000
1995,0,22087,Mark Davis,0.32,6579,2081484
1995,0,1846,Jodie Mudd,0.32,43200,13400000
1995,0,1996,Mike Reid,0.32,102809,31700000
1995,0,2242,Lanny Wadkins,0.32,97484,30450000
1995,0,20372,Simon Burnell,0.31,6380,2081484
1995,0,19972,José Coceres,0.31,6380,2081484
1995,0,6643,Paul Goydos,0.31,146419,46600000
1995,0,6575,Dudley Hart,0.31,116333,37700000
1995,0,20380,John Hawksworth,0.31,6380,2081484
1995,0,20383,Peter Linhart,0.31,6380,2081484
1995,0,10803,Bill Longmuir,0.31,6380,2081484
1995,0,20384,Mark Nichols,0.31,6380,2081484
1995,0,20396,Lee Westwood,0.31,6380,2081484
1995,0,19913,Ron Whittaker,0.3,14650,4950000
1995,0,10201,Matt Gogel,0.29,5842,2000000
1995,0,6012,Greg Kraft,0.29,137654,46700000
1995,0,1943,Chris Perry,0.29,113629,38900000
1995,0,1307,Joel Edwards,0.28,114284,40600000
1995,0,7275,Mike Taylor,0.27,4035,1500000
1995,0,8385,Omar Uresti,0.27,104875,39000000
1995,0,1330,David Feherty,0.26,90272,34431484
1995,0,1779,Gary McCord,0.26,15812,6150000
1995,0,20095,Carl Paulson,0.26,64500,24350000
1995,0,1927,Dennis Paulson,0.26,103411,39600000
1995,0,20158,Anthony Rodriguez,0.26,12846,5000000
1995,0,2180,Harry Taylor,0.26,94263,35800000
1995,0,1129,Bill Britton,0.25,73573,29700000
1995,0,1468,Gary Hallberg,0.25,99331,39531484
1995,0,6657,Steve Rintoul,0.25,112874,44900000
1995,0,6118,Greg Bruckner,0.24,4833,2000000
1995,0,1619,Skip Kendall,0.24,93604,38600000
1995,0,2033,Dave Rummells,0.24,26095,10900000
1995,0,6197,Michael Allen,0.23,55824,24550000
1995,0,19809,Richard Backwell,0.23,2250,1000000
1995,0,7763,Doug Dunakey,0.23,2308,1000000
1995,0,1458,Jerry Haas,0.23,78768,34900000
1995,0,10213,Dicky Pride,0.23,97711,42000000
1995,0,7001,J.B. Sneve,0.23,2925,1250000
1995,0,1925,Jerry Pate,0.22,62001,27950000
1995,0,10501,Christian Pena,0.22,7146,3250000
1995,0,6386,Bill Porter,0.22,68389,30400000
1995,0,2100,Tim Simpson,0.22,2688,1200000
1995,0,2152,Dave Stockton,0.22,3122,1400000
1995,0,6969,Mike Tschetter,0.22,1540,700000
1995,0,19770,Bobby Doolittle,0.21,2508,1200000
1995,0,6088,Steve Gotsche,0.21,70424,33750000
1995,0,8583,Ken McDonald,0.21,2266,1100000
1995,0,20213,Katsumasa Miyamoto,0.21,3075,1500000
1995,0,1926,Steve Pate,0.21,89757,43500000
1995,0,6563,Roger Salazar,0.21,2730,1300000
1995,0,8563,Bruce Vaughan,0.21,77559,37000000
1995,0,1191,Barry Cheesman,0.2,1960,1000000
1995,0,1266,Clark Dennis,0.2,92076,46050000
1995,0,2054,Ken Schall,0.2,1960,1000000
1995,0,2148,Ray Stewart,0.2,48964,25050000
1995,0,2322,Richard Zokol,0.2,23370,11750000
1995,0,1014,Fulton Allem,0.19,54239,29150000
1995,0,1114,Bob Boyd,0.19,5400,2800000
1995,0,1133,Billy Ray Brown,0.19,56110,30200000
1995,0,10837,Kevin Burton,0.19,2232,1200000
1995,0,12393,Rodney Butcher,0.19,1860,1000000
1995,0,1495,Morris Hatalsky,0.19,9833,5200000
1995,0,1550,Ed Humenik,0.19,78149,41900000
1995,0,7547,Craig Kanada,0.19,2220,1200000
1995,0,1930,Eddie Pearce,0.19,2280,1200000
1995,0,1955,Gary Player,0.19,7935,4281484
1995,0,20145,Richard Sadler,0.19,2790,1500000
1995,0,20016,Ikuo Shirahama,0.19,2304,1200000
1995,0,8717,Kawika Cotner,0.18,56624,30750000
1995,0,1373,Ray Freeman,0.18,2314,1300000
1995,0,1435,Wayne Grady,0.18,45217,25631484
1995,0,1610,Yoshinori Kaneko,0.18,4205,2400000
1995,0,1685,J.L. Lewis,0.18,59748,33550000
1995,0,1717,Sandy Lyle,0.18,22907,12981484
1995,0,1755,Dick Mast,0.18,26622,14500000
1995,0,20448,David Rueter,0.18,1780,1000000
1995,0,18886,Tom Sullivan,0.18,2208,1200000
1995,0,6048,Dicky Thompson,0.18,53378,29450000
1995,0,6791,Mark Wurtz,0.18,59948,34250000
1995,0,6251,Chris DiMarco,0.17,74697,42900000
1995,0,6641,Jeff Leonard,0.17,53443,30900000
1995,0,1682,Wayne Levi,0.17,46094,26400000
1995,0,7405,John Sikes,0.17,2236,1300000
1995,0,20155,Bobby Tracy,0.17,2088,1200000
1995,0,20393,Philip Walton,0.17,6750,4081484
1995,0,7569,Mark Carnevale,0.16,62206,38400000
1995,0,10145,Tom Hearn,0.16,39163,24450000
1995,0,8075,Jerry Kelly,0.16,4733,3000000
1995,0,1858,Tommy Nakajima,0.16,10128,6281484
1995,0,8973,Wayne Riley,0.16,6579,4081484
1995,0,2067,Ted Schulz,0.16,29290,18200000
1995,0,2111,Mike Smith,0.16,48087,29850000
1995,0,2190,Doug Tewell,0.16,45877,28900000
1995,0,1425,Ernie Gonzalez,0.15,4227,2800000
1995,0,6284,Jim Hallet,0.15,4955,3200000
1995,0,6809,Bob Burns,0.14,59241,41400000
1995,0,1162,Rex Caldwell,0.14,8693,6100000
1995,0,8547,John Maginnes,0.14,2806,2000000
1995,0,1824,Yoshinori Mizumaki,0.14,28291,20550000
1995,0,6020,Steve Brodie,0.13,11460,8500000
1995,0,12626,Joey Gullion,0.13,2574,2000000
1995,0,1782,Mike McCullough,0.13,2376,1900000
1995,0,1864,Larry Nelson,0.13,40689,30200000
1995,0,1986,Joey Rassett,0.13,34130,26400000
1995,0,1992,Don Reese,0.13,38904,30700000
1995,0,2131,Mike Springer,0.13,55146,42381484
