YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS INSIDE 5',TOTAL 3 PUTTS
2021,8,0,36801,Mark Hubbard,1,26
2021,8,0,26300,Matt Jones,1,36
2021,8,0,27974,Sung Kang,1,45
2021,8,0,30926,Chris Kirk,1,25
2021,8,0,29478,Kevin Kisner,1,30
2021,8,0,23108,Matt Kuchar,1,22
2021,8,0,31420,Anirban Lahiri,1,19
2021,8,0,27936,Martin Laird,1,53
2021,8,0,33410,Andrew Landry,1,33
2021,8,0,49766,Hank Lebioda,1,32
2021,8,0,29926,Danny Lee,1,42
2021,8,0,27129,Luke List,1,45
2021,8,0,34466,Peter Malnati,1,29
2021,8,0,48822,Sebastián Muñoz,1,52
2021,8,0,34213,Grayson Murray,1,31
2021,8,0,36871,Matthew NeSmith,1,55
2021,8,0,30163,Henrik Norlander,1,49
2021,8,0,27942,Rob Oppenheim,1,31
2021,8,0,23320,Ryan Palmer,1,38
2021,8,0,29908,C.T. Pan,1,35
2021,8,0,25818,Scott Piercy,1,46
2021,8,0,49771,J.T. Poston,1,37
2021,8,0,34256,Andrew Putnam,1,33
2021,8,0,34360,Patrick Reed,1,19
2021,8,0,22405,Justin Rose,1,20
2021,8,0,23621,Rory Sabbatini,1,37
2021,8,0,26331,Charl Schwartzel,1,45
2021,8,0,46441,Robby Shelton,1,42
2021,8,0,27649,Brandt Snedeker,1,34
2021,8,0,29518,Brendan Steele,1,40
2021,8,0,34431,Robert Streb,1,31
2021,8,0,48119,Ben Taylor,1,18
2021,8,0,27330,Josh Teater,1,19
2021,8,0,33448,Justin Thomas,1,31
2021,8,0,32150,Michael Thompson,1,37
2021,8,0,35658,Kris Ventura,1,25
2021,8,0,27770,Camilo Villegas,1,36
2021,8,0,25632,Jimmy Walker,1,24
2021,8,0,51894,Vince Whaley,1,17
2020,1,0,36689,Brooks Koepka,3,22
2020,2,0,39997,Corey Conners,2,37
2020,2,0,28089,Jason Day,2,14
2020,2,0,24924,Bill Haas,2,32
2020,2,0,33410,Andrew Landry,2,31
2020,2,0,33413,Ben Martin,2,12
2020,2,0,48822,Sebastián Muñoz,2,39
2020,2,0,24361,Pat Perez,2,20
2020,2,0,34431,Robert Streb,2,15
2020,10,0,33404,Chris Baker,1,23
2020,10,0,40026,Daniel Berger,1,28
2020,10,0,29268,Bronson Burgoon,1,20
2020,10,0,34314,Sebastian Cappelen,1,22
2020,10,0,28307,Matt Every,1,36
2020,10,0,29725,Tony Finau,1,23
2020,10,0,29970,Dylan Frittelli,1,41
2020,10,0,32618,Rhein Gibson,1,19
2020,10,0,28679,Fabián Gómez,1,18
2020,10,0,46550,Brandon Hagy,1,23
2020,10,0,33597,Harry Higgs,1,30
2020,10,0,12716,Charley Hoffman,1,24
2020,10,0,39977,Max Homa,1,20
2020,10,0,27936,Martin Laird,1,23
2020,10,0,27129,Luke List,1,36
2020,10,0,40042,Tyler McCumber,1,31
2020,10,0,39546,Keith Mitchell,1,29
2020,10,0,50525,Collin Morikawa,1,42
2020,10,0,34213,Grayson Murray,1,24
2020,10,0,33667,Carlos Ortiz,1,30
2020,10,0,23320,Ryan Palmer,1,32
2020,10,0,28252,Seamus Power,1,13
2020,10,0,26476,Chez Reavie,1,22
2020,10,0,53165,Doc Redman,1,35
2020,10,0,36699,Patrick Rodgers,1,23
2020,10,0,22405,Justin Rose,1,19
2020,10,0,23621,Rory Sabbatini,1,27
2020,10,0,39953,Chase Seiffert,1,19
2020,10,0,29221,Webb Simpson,1,16
2020,10,0,33486,Roger Sloan,1,18
2020,10,0,34046,Jordan Spieth,1,25
2020,10,0,27330,Josh Teater,1,22
2020,10,0,33419,Cameron Tringale,1,29
2020,10,0,31323,Gary Woodland,1,20
2019,1,0,27141,J.B. Holmes,3,31
2019,2,0,12716,Charley Hoffman,2,22
2019,2,0,32816,Satoshi Kodaira,2,39
2019,2,0,30944,Jason Kokrak,2,40
2019,2,0,31420,Anirban Lahiri,2,28
2019,2,0,47993,Denny McCarthy,2,23
2019,7,0,19803,Ryan Armour,1,42
2019,7,0,28259,Sangmoon Bae,1,33
2019,7,0,29268,Bronson Burgoon,1,29
2019,7,0,25364,Paul Casey,1,24
2019,7,0,34021,Bud Cauley,1,34
2019,7,0,46523,Joey Garber,1,24
2019,7,0,25900,Lucas Glover,1,40
2019,7,0,24924,Bill Haas,1,25
2019,7,0,34098,Russell Henley,1,37
2019,7,0,39977,Max Homa,1,25
2019,7,0,39971,Sungjae Im,1,52
2019,7,0,24024,Zach Johnson,1,24
2019,7,0,47990,Kyle Jones,1,27
2019,7,0,27974,Sung Kang,1,51
2019,7,0,29478,Kevin Kisner,1,24
2019,7,0,36852,Jim Knous,1,25
2019,7,0,33122,Russell Knox,1,36
2019,7,0,23108,Matt Kuchar,1,35
2019,7,0,27936,Martin Laird,1,43
2019,7,0,27129,Luke List,1,33
2019,7,0,35449,Adam Long,1,36
2019,7,0,28237,Rory McIlroy,1,17
2019,7,0,32640,Troy Merritt,1,24
2019,7,0,46601,Trey Mullinax,1,38
2019,7,0,45486,Joaquin Niemann,1,32
2019,7,0,23320,Ryan Palmer,1,31
2019,7,0,24361,Pat Perez,1,18
2019,7,0,30946,Alex Prugh,1,29
2019,7,0,26476,Chez Reavie,1,30
2019,7,0,34360,Patrick Reed,1,26
2019,7,0,47856,Seth Reeves,1,38
2019,7,0,23621,Rory Sabbatini,1,38
2019,7,0,48081,Xander Schauffele,1,20
2019,7,0,30786,Brady Schnell,1,17
2019,7,0,34046,Jordan Spieth,1,28
2019,7,0,21528,Henrik Stenson,1,18
2019,7,0,49960,Sepp Straka,1,35
2019,7,0,40115,Adam Svensson,1,39
2019,7,0,27330,Josh Teater,1,23
2019,7,0,32150,Michael Thompson,1,32
2019,7,0,32139,Danny Willett,1,28
2019,7,0,31323,Gary Woodland,1,38
2019,7,0,37340,Chase Wright,1,26
2018,1,0,29222,Billy Hurley III,3,29
2018,2,0,27974,Sung Kang,2,32
2018,2,0,23108,Matt Kuchar,2,31
2018,2,0,37278,Nicholas Lindheim,2,32
2018,2,0,25818,Scott Piercy,2,50
2018,6,0,47125,Matt Atkins,1,26
2018,6,0,22371,Aaron Baddeley,1,33
2018,6,0,24846,Ricky Barnes,1,18
2018,6,0,33141,Keegan Bradley,1,39
2018,6,0,29479,Scott Brown,1,31
2018,6,0,26499,Rafa Cabrera Bello,1,23
2018,6,0,25364,Paul Casey,1,18
2018,6,0,47959,Bryson DeChambeau,1,47
2018,6,0,34099,Harris English,1,30
2018,6,0,28500,Martin Flores,1,44
2018,6,0,25900,Lucas Glover,1,32
2018,6,0,20157,Retief Goosen,1,22
2018,6,0,39954,Cody Gribble,1,22
2018,6,0,33399,Adam Hadwin,1,35
2018,6,0,27644,Brian Harman,1,46
2018,6,0,26758,David Hearn,1,30
2018,6,0,24024,Zach Johnson,1,27
2018,6,0,37454,Whee Kim,1,36
2018,6,0,30926,Chris Kirk,1,39
2018,6,0,32757,Patton Kizzire,1,41
2018,6,0,36689,Brooks Koepka,1,33
2018,6,0,30944,Jason Kokrak,1,50
2018,6,0,33410,Andrew Landry,1,27
2018,6,0,27129,Luke List,1,48
2018,6,0,32839,Hideki Matsuyama,1,35
2018,6,0,31202,William McGirt,1,33
2018,6,0,39546,Keith Mitchell,1,62
2018,6,0,25396,Kevin Na,1,34
2018,6,0,24140,Sean O'Hair,1,28
2018,6,0,27942,Rob Oppenheim,1,33
2018,6,0,29908,C.T. Pan,1,36
2018,6,0,34256,Andrew Putnam,1,38
2018,6,0,46970,Jon Rahm,1,35
2018,6,0,34358,Jonathan Randolph,1,33
2018,6,0,26476,Chez Reavie,1,27
2018,6,0,36699,Patrick Rodgers,1,32
2018,6,0,37275,Sam Ryder,1,48
2018,6,0,24502,Adam Scott,1,42
2018,6,0,34264,Hudson Swafford,1,41
2018,6,0,25493,Nick Taylor,1,51
2018,6,0,37189,Harold Varner III,1,37
2018,6,0,49964,Aaron Wise,1,52
2018,6,0,31323,Gary Woodland,1,42
2018,6,0,35544,Andrew Yun,1,23
2018,6,0,32254,Xinjun Zhang,1,48
2017,1,0,34264,Hudson Swafford,3,35
2017,1,0,37189,Harold Varner III,3,67
2017,3,0,40058,Zac Blair,2,45
2017,3,0,32839,Hideki Matsuyama,2,37
2017,3,0,25345,Carl Pettersson,2,22
2017,3,0,29221,Webb Simpson,2,49
2017,3,0,26289,Boo Weekley,2,59
2017,8,0,20771,Steven Alker,1,26
2017,8,0,25274,Steven Bowditch,1,24
2017,8,0,29479,Scott Brown,1,35
2017,8,0,26499,Rafa Cabrera Bello,1,25
2017,8,0,20472,Alex Cejka,1,36
2017,8,0,23541,Ben Crane,1,32
2017,8,0,28089,Jason Day,1,31
2017,8,0,25686,Jason Dufner,1,55
2017,8,0,28307,Matt Every,1,38
2017,8,0,28500,Martin Flores,1,32
2017,8,0,32102,Rickie Fowler,1,33
2017,8,0,29974,Branden Grace,1,30
2017,8,0,26758,David Hearn,1,36
2017,8,0,34098,Russell Henley,1,38
2017,8,0,23353,J.J. Henry,1,45
2017,8,0,31557,Jim Herman,1,34
2017,8,0,33461,Morgan Hoffmann,1,48
2017,8,0,29420,Billy Horschel,1,49
2017,8,0,36801,Mark Hubbard,1,29
2017,8,0,30852,Ryo Ishikawa,1,19
2017,8,0,30925,Dustin Johnson,1,29
2017,8,0,27974,Sung Kang,1,47
2017,8,0,30926,Chris Kirk,1,23
2017,8,0,29478,Kevin Kisner,1,37
2017,8,0,36689,Brooks Koepka,1,34
2017,8,0,30944,Jason Kokrak,1,70
2017,8,0,31420,Anirban Lahiri,1,33
2017,8,0,34409,David Lingmerth,1,32
2017,8,0,34466,Peter Malnati,1,34
2017,8,0,1810,Phil Mickelson,1,22
2017,8,0,29289,S.Y. Noh,1,39
2017,8,0,29908,C.T. Pan,1,44
2017,8,0,46970,Jon Rahm,1,46
2017,8,0,34358,Jonathan Randolph,1,28
2017,8,0,23497,Tag Ridings,1,25
2017,8,0,36699,Patrick Rodgers,1,48
2017,8,0,23621,Rory Sabbatini,1,31
2017,8,0,29223,Sam Saunders,1,38
2017,8,0,48081,Xander Schauffele,1,42
2017,8,0,26331,Charl Schwartzel,1,17
2017,8,0,24502,Adam Scott,1,23
2017,8,0,35891,Cameron Smith,1,34
2017,8,0,30692,Scott Stallings,1,42
2017,8,0,27214,Kevin Streelman,1,50
2017,8,0,27963,Chris Stroud,1,29
2017,8,0,23325,Vaughn Taylor,1,38
2016,1,0,33461,Morgan Hoffmann,3,35
2016,2,0,26758,David Hearn,2,35
2016,2,0,30925,Dustin Johnson,2,28
2016,2,0,24912,Will MacKenzie,2,42
2016,2,0,30163,Henrik Norlander,2,31
2016,2,0,28475,Jeff Overton,2,44
2016,2,0,25240,D.A. Points,2,27
2016,2,0,10213,Dicky Pride,2,24
2016,9,0,29745,Tyler Aldridge,1,36
2016,9,0,10885,Robert Allenby,1,26
2016,9,0,35545,Blayne Barber,1,45
2016,9,0,20848,Ángel Cabrera,1,31
2016,9,0,25364,Paul Casey,1,28
2016,9,0,24357,K.J. Choi,1,29
2016,9,0,34099,Harris English,1,33
2016,9,0,37273,Derek Ernst,1,30
2016,9,0,28679,Fabián Gómez,1,46
2016,9,0,22892,Jason Gore,1,39
2016,9,0,12716,Charley Hoffman,1,44
2016,9,0,34174,John Huh,1,40
2016,9,0,29222,Billy Hurley III,1,22
2016,9,0,27974,Sung Kang,1,35
2016,9,0,30926,Chris Kirk,1,38
2016,9,0,29926,Danny Lee,1,47
2016,9,0,24781,Hunter Mahan,1,21
2016,9,0,28158,Steve Marino,1,34
2016,9,0,31202,William McGirt,1,36
2016,9,0,25198,Francesco Molinari,1,28
2016,9,0,27942,Rob Oppenheim,1,29
2016,9,0,20691,Greg Owen,1,55
2016,9,0,23320,Ryan Palmer,1,49
2016,9,0,29223,Sam Saunders,1,26
2016,9,0,24502,Adam Scott,1,37
2016,9,0,35891,Cameron Smith,1,25
2016,9,0,33418,Shawn Stefani,1,43
2016,9,0,34431,Robert Streb,1,42
2016,9,0,6527,Steve Stricker,1,13
2016,9,0,25834,Daniel Summerhays,1,33
2016,9,0,27770,Camilo Villegas,1,38
2016,9,0,31323,Gary Woodland,1,38
2015,1,0,23621,Rory Sabbatini,3,42
2015,1,0,24502,Adam Scott,3,32
2015,1,0,23623,Bo Van Pelt,3,34
2015,4,0,22371,Aaron Baddeley,2,27
2015,4,0,32366,Kevin Chappell,2,40
2015,4,0,28679,Fabián Gómez,2,42
2015,4,0,33399,Adam Hadwin,2,40
2015,4,0,33461,Morgan Hoffmann,2,24
2015,4,0,35532,Tom Hoge,2,38
2015,4,0,27141,J.B. Holmes,2,36
2015,4,0,29420,Billy Horschel,2,40
2015,4,0,25396,Kevin Na,2,25
2015,4,0,22046,Geoff Ogilvy,2,24
2015,4,0,29221,Webb Simpson,2,42
2015,4,0,28023,Byron Smith,2,26
2015,4,0,32150,Michael Thompson,2,46
2015,4,0,27770,Camilo Villegas,2,54
2015,18,0,23048,Eric Axley,1,18
2015,18,0,32334,Charlie Beljan,1,50
2015,18,0,40058,Zac Blair,1,35
2015,18,0,27895,Jonas Blixt,1,21
2015,18,0,25369,Jamie Donaldson,1,11
2015,18,0,20104,Ken Duke,1,53
2015,18,0,34099,Harris English,1,30
2015,18,0,28307,Matt Every,1,30
2015,18,0,25191,Gonzalo Fernandez-Castaño,1,39
2015,18,0,28500,Martin Flores,1,50
2015,18,0,32102,Rickie Fowler,1,18
2015,18,0,21209,Sergio Garcia,1,10
2015,18,0,25900,Lucas Glover,1,69
2015,18,0,34174,John Huh,1,44
2015,18,0,30925,Dustin Johnson,1,19
2015,18,0,37454,Whee Kim,1,23
2015,18,0,30711,Colt Knost,1,24
2015,18,0,36689,Brooks Koepka,1,28
2015,18,0,30944,Jason Kokrak,1,41
2015,18,0,29926,Danny Lee,1,42
2015,18,0,33413,Ben Martin,1,39
2015,18,0,32640,Troy Merritt,1,36
2015,18,0,23800,Bryce Molder,1,27
2015,18,0,23320,Ryan Palmer,1,22
2015,18,0,34130,Sung Joon Park,1,41
2015,18,0,25345,Carl Pettersson,1,44
2015,18,0,25818,Scott Piercy,1,50
2015,18,0,35451,Scott Pinckney,1,40
2015,18,0,24138,Ian Poulter,1,22
2015,18,0,30946,Alex Prugh,1,35
2015,18,0,29476,Kyle Reifers,1,49
2015,18,0,22405,Justin Rose,1,23
2015,18,0,29223,Sam Saunders,1,33
2015,18,0,20645,John Senden,1,30
2015,18,0,22293,Heath Slocum,1,26
2015,18,0,34046,Jordan Spieth,1,18
2015,18,0,30692,Scott Stallings,1,35
2015,18,0,27214,Kevin Streelman,1,28
2015,18,0,27963,Chris Stroud,1,44
2015,18,0,26951,Johnson Wagner,1,28
2015,18,0,25804,Bubba Watson,1,29
2015,18,0,31323,Gary Woodland,1,22
2014,1,0,25900,Lucas Glover,5,41
2014,2,0,32102,Rickie Fowler,3,26
2014,2,0,23108,Matt Kuchar,3,28
2014,2,0,22046,Geoff Ogilvy,3,49
2014,5,0,22371,Aaron Baddeley,2,24
2014,5,0,21753,Brian Davis,2,38
2014,5,0,25686,Jason Dufner,2,27
2014,5,0,28307,Matt Every,2,31
2014,5,0,26758,David Hearn,2,30
2014,5,0,34261,Scott Langley,2,30
2014,5,0,1706,Davis Love III,2,41
2014,5,0,32839,Hideki Matsuyama,2,47
2014,5,0,24490,George McNeill,2,39
2014,5,0,25345,Carl Pettersson,2,46
2014,5,0,25240,D.A. Points,2,32
2014,5,0,33419,Cameron Tringale,2,45
2014,5,0,27770,Camilo Villegas,2,46
2014,18,0,20098,Stuart Appleby,1,38
2014,18,0,32334,Charlie Beljan,1,36
2014,18,0,27895,Jonas Blixt,1,15
2014,18,0,24507,Jason Bohn,1,22
2014,18,0,33141,Keegan Bradley,1,26
2014,18,0,20848,Ángel Cabrera,1,38
2014,18,0,32200,Roberto Castro,1,24
2014,18,0,34021,Bud Cauley,1,24
2014,18,0,23135,Tim Clark,1,29
2014,18,0,23638,Brendon de Jonge,1,33
2014,18,0,34099,Harris English,1,38
2014,18,0,10809,Jim Furyk,1,32
2014,18,0,29535,Brice Garnett,1,38
2014,18,0,20157,Retief Goosen,1,33
2014,18,0,24924,Bill Haas,1,38
2014,18,0,12716,Charley Hoffman,1,33
2014,18,0,29420,Billy Horschel,1,39
2014,18,0,34174,John Huh,1,36
2014,18,0,29222,Billy Hurley III,1,33
2014,18,0,26300,Matt Jones,1,22
2014,18,0,27408,Martin Kaymer,1,23
2014,18,0,8075,Jerry Kelly,1,27
2014,18,0,26956,Bronson La'Cassie,1,17
2014,18,0,27936,Martin Laird,1,29
2014,18,0,29926,Danny Lee,1,39
2014,18,0,35139,Richard Lee,1,28
2014,18,0,26851,Marc Leishman,1,30
2014,18,0,1724,Jeff Maggert,1,29
2014,18,0,31202,William McGirt,1,27
2014,18,0,28237,Rory McIlroy,1,18
2014,18,0,1810,Phil Mickelson,1,28
2014,18,0,27556,Ted Potter Jr.,1,31
2014,18,0,24138,Ian Poulter,1,27
2014,18,0,28486,Michael Putnam,1,58
2014,18,0,34360,Patrick Reed,1,35
2014,18,0,25562,Andres Romero,1,46
2014,18,0,30692,Scott Stallings,1,39
2014,18,0,29518,Brendan Steele,1,41
2014,18,0,27963,Chris Stroud,1,28
2014,18,0,32150,Michael Thompson,1,35
2014,18,0,28780,Nicholas Thompson,1,55
2014,18,0,30927,Brendon Todd,1,32
2014,18,0,27064,Jhonattan Vegas,1,45
2014,18,0,25632,Jimmy Walker,1,26
2014,18,0,20160,Charlie Wi,1,32
2013,1,0,27936,Martin Laird,3,38
2013,1,0,25240,D.A. Points,3,45
2013,3,0,22371,Aaron Baddeley,2,27
2013,3,0,28307,Matt Every,2,50
2013,3,0,35539,Luke Guthrie,2,49
2013,3,0,32448,James Hahn,2,31
2013,3,0,25444,Justin Hicks,2,51
2013,3,0,30852,Ryo Ishikawa,2,39
2013,3,0,28092,D.H. Lee,2,37
2013,3,0,1810,Phil Mickelson,2,22
2013,3,0,26596,Ryan Moore,2,36
2013,3,0,24361,Pat Perez,2,37
2013,3,0,27649,Brandt Snedeker,2,35
2013,3,0,8793,Tiger Woods,2,16
2013,15,0,10885,Robert Allenby,1,33
2013,15,0,28259,Sangmoon Bae,1,55
2013,15,0,24507,Jason Bohn,1,29
2013,15,0,34021,Bud Cauley,1,34
2013,15,0,32366,Kevin Chappell,1,44
2013,15,0,24494,Erik Compton,1,42
2013,15,0,23541,Ben Crane,1,34
2013,15,0,21753,Brian Davis,1,39
2013,15,0,1320,Bob Estes,1,24
2013,15,0,28500,Martin Flores,1,47
2013,15,0,21209,Sergio Garcia,1,20
2013,15,0,27644,Brian Harman,1,32
2013,15,0,34098,Russell Henley,1,33
2013,15,0,34174,John Huh,1,54
2013,15,0,24024,Zach Johnson,1,35
2013,15,0,19970,Robert Karlsson,1,27
2013,15,0,30926,Chris Kirk,1,40
2013,15,0,30711,Colt Knost,1,26
2013,15,0,36884,Ben Kohles,1,39
2013,15,0,23108,Matt Kuchar,1,22
2013,15,0,22806,Doug LaBelle II,1,32
2013,15,0,26851,Marc Leishman,1,36
2013,15,0,1724,Jeff Maggert,1,44
2013,15,0,27120,Troy Matteson,1,27
2013,15,0,28237,Rory McIlroy,1,22
2013,15,0,29289,S.Y. Noh,1,43
2013,15,0,22046,Geoff Ogilvy,1,40
2013,15,0,23320,Ryan Palmer,1,29
2013,15,0,20572,Rod Pampling,1,15
2013,15,0,20443,Jin Park,1,27
2013,15,0,25345,Carl Pettersson,1,30
2013,15,0,27556,Ted Potter Jr.,1,41
2013,15,0,6567,Vijay Singh,1,30
2013,15,0,34046,Jordan Spieth,1,34
2013,15,0,26679,Kevin Stadler,1,38
2013,15,0,27214,Kevin Streelman,1,27
2013,15,0,23623,Bo Van Pelt,1,30
2013,15,0,27770,Camilo Villegas,1,36
2013,15,0,25632,Jimmy Walker,1,34
2013,15,0,26289,Boo Weekley,1,58
2013,15,0,20396,Lee Westwood,1,34
2013,15,0,26497,Casey Wittenberg,1,29
2012,1,0,12510,Chad Campbell,3,47
2012,1,0,8725,Tom Gillis,3,42
2012,3,0,33120,Mark Anderson,2,49
2012,3,0,24846,Ricky Barnes,2,68
2012,3,0,29479,Scott Brown,2,42
2012,3,0,32366,Kevin Chappell,2,56
2012,3,0,30750,Tommy Gainey,2,51
2012,3,0,8075,Jerry Kelly,2,40
