YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
2020,7,49964,Aaron Wise,"30' 1""",5415.167,180
2020,3,26851,Marc Leishman,"30' 2""",9706.417,322
2020,7,34213,Grayson Murray,"30' 2""",5732.083,190
2020,8,33448,Justin Thomas,"30' 2""",9947.417,330
2020,5,30944,Jason Kokrak,"30' 3""",8619.0,285
2020,6,39977,Max Homa,"30' 6""",9707.083,318
2020,7,40042,Tyler McCumber,"30' 7""",6820.333,223
2020,7,24502,Adam Scott,"30' 7""",5290.167,173
2020,10,35891,Cameron Smith,"30' 7""",10150.333,332
2020,7,48119,Ben Taylor,"30' 7""",5047.667,165
2020,6,28089,Jason Day,"30' 8""",7240.25,236
2020,6,32102,Rickie Fowler,"30' 8""",5947.417,194
2020,6,27349,Alex Noren,"30' 8""",7565.75,247
2020,7,33486,Roger Sloan,"30' 10""",6602.167,214
2020,7,33419,Cameron Tringale,"30' 10""",9822.917,319
2020,7,51894,Vince Whaley,"31' 0""",4988.083,161
2020,7,28307,Matt Every,"31' 1""",6994.917,225
2020,7,30911,Tommy Fleetwood,"31' 2""",4397.75,141
2020,-7,35506,Mackenzie Hughes,"31' 4""",11225.667,358
2020,7,27129,Luke List,"31' 4""",10153.5,324
2020,6,32757,Patton Kizzire,"31' 7""",8526.417,270
2020,6,32139,Danny Willett,"31' 7""",6004.583,190
2020,6,33449,Zack Sucher,"31' 9""",4831.667,152
2020,6,34256,Andrew Putnam,"31' 11""",5975.25,187
2020,6,35658,Kris Ventura,"32' 1""",4811.333,150
2020,6,33120,Mark Anderson,"32' 3""",6479.333,201
2020,6,27095,Nick Watney,"32' 4""",6781.25,210
2020,6,36699,Patrick Rodgers,"32' 6""",15013.75,462
2020,6,24924,Bill Haas,"32' 11""",6022.667,183
2020,10,47959,Bryson DeChambeau,"33' 0""",11025.583,334
2020,5,56278,Matthew Wolff,"33' 1""",10757.25,325
2020,5,34314,Sebastian Cappelen,"33' 3""",7447.75,224
2020,5,35461,Beau Hossler,"33' 4""",9556.75,287
2020,5,35230,Nelson Ledesma,"33' 4""",5169.0,155
2020,5,45157,Cam Davis,"33' 5""",8114.083,243
2020,6,34046,Jordan Spieth,"33' 6""",9714.583,290
2020,6,28420,Ryan Brehm,"33' 7""",7059.917,210
2020,6,33948,Byeong Hun An,"33' 11""",12472.167,368
2020,6,32618,Rhein Gibson,"35' 8""",7698.667,216
2020,6,46550,Brandon Hagy,"35' 10""",8422.667,235
2020,6,40009,Dominic Bozzelli,"36' 2""",5600.917,155
2020,6,51766,Wyndham Clark,"36' 6""",11055.167,303
2020,6,35617,Martin Trainer,"36' 6""",9098.417,249
2020,7,1810,Phil Mickelson,"37' 7""",8836.75,235
2020,8,25632,Jimmy Walker,"38' 4""",11464.0,299
2020,8,29484,Peter Uihlein,"38' 8""",9164.833,237
2020,8,32333,Kevin Tway,"39' 1""",8948.417,229
2019,0,19803,Ryan Armour,"18' 3""",4813.583,264
2019,0,40098,Matt Fitzpatrick,"18' 10""",2698.833,143
2019,0,26596,Ryan Moore,"19' 2""",3870.167,202
2019,0,39997,Corey Conners,"19' 8""",5919.333,301
2019,0,26758,David Hearn,"19' 8""",2934.083,149
2019,0,34098,Russell Henley,"19' 11""",5101.25,256
2019,0,10809,Jim Furyk,"20' 1""",3801.0,189
2019,0,45526,Abraham Ancer,"20' 7""",5545.0,269
2019,0,47990,Kyle Jones,"21' 0""",4953.083,236
2019,0,34261,Scott Langley,"21' 0""",5540.25,264
2019,0,29535,Brice Garnett,"21' 1""",5436.917,258
2019,0,30110,Kyle Stanley,"21' 2""",4401.833,208
2019,0,26476,Chez Reavie,"21' 3""",4511.25,212
2019,0,31557,Jim Herman,"21' 6""",3135.417,146
2019,0,29479,Scott Brown,"21' 10""",6722.917,308
2019,0,24138,Ian Poulter,"21' 11""",4521.333,206
2019,0,28679,Fabián Gómez,"22' 0""",4489.667,204
2019,0,23325,Vaughn Taylor,"22' 2""",7394.417,333
2019,0,49298,Kramer Hickok,"22' 5""",5471.083,244
2019,0,33410,Andrew Landry,"22' 5""",5488.833,245
2019,0,32816,Satoshi Kodaira,"22' 6""",5192.0,231
2019,0,23108,Matt Kuchar,"22' 6""",6199.75,276
2019,0,27649,Brandt Snedeker,"22' 6""",8614.167,383
2019,0,32150,Michael Thompson,"22' 6""",6115.833,272
2019,0,33399,Adam Hadwin,"22' 7""",6107.083,270
2019,0,26329,Louis Oosthuizen,"22' 8""",4518.417,199
2019,0,24024,Zach Johnson,"22' 9""",5093.333,224
2019,0,29478,Kevin Kisner,"22' 9""",6237.0,274
2019,0,27644,Brian Harman,"22' 10""",6856.417,300
2019,0,39971,Sungjae Im,"22' 10""",10446.917,457
2019,0,47128,Richy Werenski,"22' 10""",8481.75,372
2019,0,26951,Johnson Wagner,"23' 2""",5007.25,216
2019,0,25364,Paul Casey,"23' 3""",5122.0,220
2019,0,45609,Tyler Duncan,"23' 3""",6230.667,268
2019,0,46435,Austin Cook,"23' 4""",4754.583,204
2019,0,35732,Wes Roach,"23' 7""",5282.583,224
2019,0,30786,Brady Schnell,"23' 7""",4127.75,175
2019,0,32058,José de Jesús Rodríguez,"23' 11""",6435.5,269
2019,0,23621,Rory Sabbatini,"23' 11""",7593.25,318
2019,0,27330,Josh Teater,"23' 11""",6417.5,268
2019,0,30911,Tommy Fleetwood,"24' 0""",5263.917,219
2019,0,20572,Rod Pampling,"24' 1""",4977.333,207
2019,0,31560,Brian Stuard,"24' 1""",6860.333,285
2019,0,19846,Brian Gay,"24' 2""",7021.25,291
2019,0,29908,C.T. Pan,"24' 2""",7065.583,292
2019,0,34363,Tyrrell Hatton,"24' 4""",4533.667,186
2019,0,23353,J.J. Henry,"24' 4""",4844.667,199
2019,0,26499,Rafa Cabrera Bello,"24' 5""",4952.417,203
2019,0,27214,Kevin Streelman,"24' 6""",7383.083,301
2019,0,40115,Adam Svensson,"24' 6""",6159.833,251
2019,0,31646,Emiliano Grillo,"24' 8""",5418.25,220
2019,0,29221,Webb Simpson,"24' 8""",6974.917,283
2019,0,35532,Tom Hoge,"24' 9""",8744.75,353
2019,0,25493,Nick Taylor,"24' 9""",10281.917,415
2019,0,45486,Joaquin Niemann,"24' 10""",10271.75,414
2019,0,49771,J.T. Poston,"24' 11""",10733.417,431
2019,0,39327,Ben Silverman,"24' 11""",6319.5,254
2019,0,21961,Charles Howell III,"25' 0""",8760.5,350
2019,0,25900,Lucas Glover,"25' 1""",9096.167,363
2019,0,32791,K.H. Lee,"25' 1""",7181.0,286
2019,0,37340,Chase Wright,"25' 1""",6989.5,279
2019,0,35449,Adam Long,"25' 2""",7399.667,294
2019,0,35376,Roberto Díaz,"25' 3""",5495.75,218
2019,0,25686,Jason Dufner,"25' 3""",5637.583,223
2019,0,21528,Henrik Stenson,"25' 3""",3689.583,146
2019,0,33448,Justin Thomas,"25' 3""",7222.917,286
2019,0,47993,Denny McCarthy,"25' 4""",8071.667,319
2019,0,21209,Sergio Garcia,"25' 5""",4676.0,184
2019,0,33122,Russell Knox,"25' 5""",6812.25,268
2019,0,25572,Graeme McDowell,"25' 5""",6027.25,237
2019,0,27958,Ryan Blaum,"25' 6""",9072.417,356
2019,0,49766,Hank Lebioda,"25' 6""",6956.75,273
2019,0,34076,Joel Dahmen,"25' 7""",8249.417,322
2019,0,25818,Scott Piercy,"25' 7""",7436.833,291
2019,0,37275,Sam Ryder,"25' 8""",7332.0,286
2019,0,47959,Bryson DeChambeau,"25' 9""",7343.833,285
2019,0,34099,Harris English,"26' 0""",10144.417,390
2019,0,29970,Dylan Frittelli,"26' 0""",8896.167,342
2019,0,24361,Pat Perez,"26' 0""",4996.583,192
2019,0,28259,Sangmoon Bae,"26' 1""",5139.5,197
2019,0,25198,Francesco Molinari,"26' 1""",4064.25,156
2019,0,33486,Roger Sloan,"26' 1""",9812.25,376
2019,0,24781,Hunter Mahan,"26' 2""",5696.583,218
2019,0,33667,Carlos Ortiz,"26' 3""",9013.083,343
2019,0,47347,Adam Schenk,"26' 3""",11169.25,426
2019,0,34264,Hudson Swafford,"26' 3""",7085.167,270
2019,0,29420,Billy Horschel,"26' 4""",8384.917,318
2019,0,37455,Si Woo Kim,"26' 4""",6931.083,263
2019,0,34256,Andrew Putnam,"26' 4""",7615.75,289
2019,0,29518,Brendan Steele,"26' 4""",5847.583,222
2019,0,31323,Gary Woodland,"26' 4""",8074.583,307
2019,0,30978,Kiradech Aphibarnrat,"26' 5""",5046.333,191
2019,0,49303,Anders Albertson,"26' 6""",7482.0,282
2019,0,40026,Daniel Berger,"26' 6""",6727.5,254
2019,0,27895,Jonas Blixt,"26' 6""",7794.25,294
2019,0,26300,Matt Jones,"26' 6""",8802.75,332
2019,0,46402,Talor Gooch,"26' 7""",6776.583,255
2019,0,20472,Alex Cejka,"26' 8""",4450.5,167
2019,0,28775,Nate Lashley,"26' 8""",6531.25,245
2019,0,33419,Cameron Tringale,"26' 9""",7361.667,275
2019,0,36689,Brooks Koepka,"26' 10""",7109.083,265
2019,0,48822,Sebastián Muñoz,"26' 10""",9150.833,341
2019,0,34046,Jordan Spieth,"26' 10""",10009.5,373
2019,0,30946,Alex Prugh,"27' 0""",7201.75,267
2019,0,29974,Branden Grace,"27' 1""",6499.417,240
2019,0,39546,Keith Mitchell,"27' 1""",7933.75,293
2019,0,27556,Ted Potter Jr.,"27' 1""",8311.583,307
2019,0,33141,Keegan Bradley,"27' 2""",7399.417,272
2019,0,39977,Max Homa,"27' 2""",10585.833,390
2019,0,31420,Anirban Lahiri,"27' 2""",8229.667,303
2019,0,34466,Peter Malnati,"27' 2""",12093.417,445
2019,0,35450,Patrick Cantlay,"27' 3""",8123.833,298
2019,0,46523,Joey Garber,"27' 4""",5813.917,213
2019,0,34360,Patrick Reed,"27' 5""",10108.333,369
2019,0,24502,Adam Scott,"27' 5""",6286.833,229
2019,0,30692,Scott Stallings,"27' 5""",9729.5,355
2019,0,28237,Rory McIlroy,"27' 7""",6599.667,239
2019,0,46970,Jon Rahm,"27' 7""",6542.0,237
2019,0,34021,Bud Cauley,"27' 8""",9571.167,346
2019,0,39324,J.J. Spaun,"27' 9""",8867.333,320
2019,0,32640,Troy Merritt,"27' 10""",6679.083,240
2019,0,22405,Justin Rose,"27' 10""",6590.25,237
2019,0,25396,Kevin Na,"27' 11""",5615.083,201
2019,0,29268,Bronson Burgoon,"28' 1""",5921.667,211
2019,0,49964,Aaron Wise,"28' 1""",6791.5,242
2019,0,32200,Roberto Castro,"28' 3""",7039.0,249
2019,0,22371,Aaron Baddeley,"28' 4""",6650.75,235
2019,0,35891,Cameron Smith,"28' 4""",7902.917,279
2019,0,12716,Charley Hoffman,"28' 5""",7434.75,262
2019,0,35506,Mackenzie Hughes,"28' 5""",10822.667,381
2019,0,35879,Kelly Kraft,"28' 5""",9502.583,334
2019,0,35421,Brandon Harkins,"28' 6""",10849.917,381
2019,0,30944,Jason Kokrak,"28' 6""",10557.917,370
2019,0,48081,Xander Schauffele,"28' 8""",7455.833,260
2019,0,25804,Bubba Watson,"28' 9""",7378.833,257
2019,0,34306,John Chin,"29' 0""",6182.917,213
2019,0,47856,Seth Reeves,"29' 0""",8863.083,306
2019,0,6522,Ernie Els,"29' 1""",4918.0,169
2019,0,32102,Rickie Fowler,"29' 1""",9238.75,318
2019,0,49960,Sepp Straka,"29' 1""",7465.833,257
2019,0,36699,Patrick Rodgers,"29' 2""",7288.917,250
2019,0,27095,Nick Watney,"29' 3""",11185.417,382
2019,0,27936,Martin Laird,"29' 4""",10537.083,359
2019,0,37189,Harold Varner III,"29' 4""",11441.167,390
2019,0,32139,Danny Willett,"29' 5""",7469.167,254
2019,0,27349,Alex Noren,"29' 6""",6221.167,211
2019,0,27064,Jhonattan Vegas,"29' 6""",9462.167,321
2019,0,35461,Beau Hossler,"29' 7""",11394.917,385
2019,0,23320,Ryan Palmer,"29' 9""",7404.583,249
2019,0,24925,Jonathan Byrd,"29' 10""",6262.917,210
2019,0,32757,Patton Kizzire,"29' 10""",7936.5,266
2019,0,40009,Dominic Bozzelli,"30' 1""",8071.417,268
2019,0,21731,Freddie Jacobson,"30' 1""",6559.083,218
2019,0,36799,Stephan Jaeger,"30' 3""",9343.583,309
2019,0,33418,Shawn Stefani,"30' 3""",9389.5,310
2019,0,34431,Robert Streb,"30' 3""",9138.75,302
2019,0,29725,Tony Finau,"30' 4""",10691.167,352
2019,0,27974,Sung Kang,"30' 5""",11045.0,363
2019,0,32839,Hideki Matsuyama,"30' 5""",10688.75,351
2019,0,30191,Julián Etulain,"30' 6""",9174.833,301
2019,0,33948,Byeong Hun An,"30' 8""",9482.75,309
2019,0,26851,Marc Leishman,"30' 8""",8678.417,283
2019,0,37380,Curtis Luck,"30' 9""",8183.75,266
2019,0,28089,Jason Day,"31' 0""",6414.333,207
2019,0,30925,Dustin Johnson,"31' 0""",9240.917,298
2019,0,27963,Chris Stroud,"31' 0""",9111.083,294
2019,0,37454,Whee Kim,"31' 1""",7373.583,237
2019,0,34563,Chesson Hadley,"31' 3""",9811.583,314
2019,0,52372,Cameron Champ,"31' 7""",12446.583,394
2019,0,27129,Luke List,"31' 8""",10353.833,327
2019,0,36852,Jim Knous,"31' 9""",7438.167,234
2019,0,29223,Sam Saunders,"31' 11""",11594.75,363
2019,0,24924,Bill Haas,"32' 3""",10001.417,310
2019,0,39975,Michael Kim,"32' 6""",9515.167,293
2019,0,47504,Sam Burns,"32' 7""",12517.167,384
2019,0,29484,Peter Uihlein,"32' 9""",12632.417,386
2019,0,25632,Jimmy Walker,"33' 0""",10932.0,331
2019,0,45157,Cam Davis,"33' 2""",10283.083,310
2019,0,29926,Danny Lee,"33' 2""",13448.917,406
2019,0,46601,Trey Mullinax,"33' 3""",13426.25,404
2019,0,32333,Kevin Tway,"33' 3""",13588.25,409
2019,0,28252,Seamus Power,"33' 7""",11967.083,356
2019,0,46501,Ollie Schniederjans,"34' 6""",13214.583,383
2019,0,39954,Cody Gribble,"36' 3""",12167.75,336
2019,0,51766,Wyndham Clark,"36' 4""",15102.583,416
2019,0,27141,J.B. Holmes,"37' 6""",10565.333,282
2019,0,35617,Martin Trainer,"38' 4""",12536.583,327
2019,0,1810,Phil Mickelson,"38' 7""",11540.167,299
2018,0,10809,Jim Furyk,"18' 6""",3410.917,184
2018,0,19803,Ryan Armour,"18' 7""",6233.917,336
2018,0,26476,Chez Reavie,"19' 0""",4130.667,217
2018,0,40058,Zac Blair,"19' 3""",4637.083,241
2018,0,30110,Kyle Stanley,"19' 5""",4552.667,234
2018,0,27644,Brian Harman,"20' 1""",6130.25,305
2018,0,20572,Rod Pampling,"20' 2""",4480.667,222
2018,0,21528,Henrik Stenson,"20' 2""",2576.0,128
2018,0,26596,Ryan Moore,"20' 6""",4951.583,242
2018,0,26329,Louis Oosthuizen,"20' 9""",4093.333,197
2018,0,31646,Emiliano Grillo,"21' 3""",6092.917,287
2018,0,34409,David Lingmerth,"21' 3""",6208.0,292
2018,0,27214,Kevin Streelman,"21' 3""",7131.75,335
2018,0,45609,Tyler Duncan,"21' 5""",7442.25,348
2018,0,25572,Graeme McDowell,"21' 5""",4652.083,217
2018,0,33122,Russell Knox,"21' 7""",6657.833,308
2018,0,25686,Jason Dufner,"21' 9""",5005.583,230
2018,0,19846,Brian Gay,"21' 11""",7559.167,345
2018,0,24138,Ian Poulter,"21' 11""",4803.417,219
2018,0,31560,Brian Stuard,"21' 11""",7408.5,338
2018,0,23108,Matt Kuchar,"22' 0""",6719.25,305
2018,0,26951,Johnson Wagner,"22' 0""",5811.333,264
2018,0,26758,David Hearn,"22' 1""",5119.5,232
2018,0,34098,Russell Henley,"22' 2""",4987.583,225
2018,0,23325,Vaughn Taylor,"22' 3""",6911.167,311
2018,0,45526,Abraham Ancer,"22' 4""",9073.0,406
2018,0,23541,Ben Crane,"22' 4""",4663.417,209
2018,0,29478,Kevin Kisner,"22' 5""",6312.5,282
2018,0,39327,Ben Silverman,"22' 5""",7778.083,347
2018,0,25892,Steve Wheatcroft,"22' 5""",4422.667,197
2018,0,46435,Austin Cook,"22' 6""",8923.75,397
2018,0,25364,Paul Casey,"22' 9""",5156.25,227
2018,0,20472,Alex Cejka,"22' 10""",5957.083,261
2018,0,28679,Fabián Gómez,"22' 10""",8005.833,351
2018,0,27556,Ted Potter Jr.,"22' 11""",7773.167,339
2018,0,24781,Hunter Mahan,"23' 1""",5763.083,250
2018,0,29420,Billy Horschel,"23' 2""",7646.083,330
2018,0,37455,Si Woo Kim,"23' 2""",9345.333,403
2018,0,33399,Adam Hadwin,"23' 4""",6567.0,281
2018,0,29221,Webb Simpson,"23' 4""",9303.0,399
2018,0,25818,Scott Piercy,"23' 5""",7130.25,304
2018,0,35450,Patrick Cantlay,"23' 6""",6956.583,296
2018,0,27958,Ryan Blaum,"23' 8""",8155.75,345
2018,0,30911,Tommy Fleetwood,"23' 8""",5460.917,231
2018,0,24024,Zach Johnson,"23' 8""",7655.583,324
2018,0,28775,Nate Lashley,"23' 8""",4480.417,189
2018,0,30978,Kiradech Aphibarnrat,"23' 9""",3253.167,137
2018,0,29535,Brice Garnett,"23' 9""",9683.0,408
2018,0,35376,Roberto Díaz,"23' 10""",6692.583,281
2018,0,21961,Charles Howell III,"23' 10""",8683.667,364
2018,0,22582,Kyle Thompson,"23' 10""",4486.083,188
2018,0,30926,Chris Kirk,"23' 11""",10960.667,458
2018,0,22056,Cameron Percy,"23' 11""",5068.5,212
2018,0,33413,Ben Martin,"24' 0""",6741.417,281
2018,0,39324,J.J. Spaun,"24' 0""",7371.333,307
2018,0,34174,John Huh,"24' 2""",9583.833,396
2018,0,25198,Francesco Molinari,"24' 3""",5824.917,240
2018,0,29974,Branden Grace,"24' 4""",5256.917,216
2018,0,29908,C.T. Pan,"24' 5""",8468.833,347
2018,0,12510,Chad Campbell,"24' 6""",8313.833,339
2018,0,32816,Satoshi Kodaira,"24' 6""",4190.167,171
2018,0,24361,Pat Perez,"24' 6""",5762.333,235
2018,0,39328,Conrad Shindler,"24' 6""",4902.75,200
2018,0,34358,Jonathan Randolph,"24' 8""",7584.083,307
2018,0,23621,Rory Sabbatini,"24' 8""",9703.5,394
2018,0,33141,Keegan Bradley,"24' 9""",8182.5,331
2018,0,34363,Tyrrell Hatton,"24' 9""",4721.0,191
2018,0,27349,Alex Noren,"24' 9""",5762.833,233
2018,0,35879,Kelly Kraft,"24' 10""",8278.583,333
2018,0,33410,Andrew Landry,"24' 10""",8701.583,350
2018,0,35545,Blayne Barber,"25' 0""",6776.5,271
2018,0,39997,Corey Conners,"25' 1""",9917.333,395
2018,0,34076,Joel Dahmen,"25' 1""",8167.75,326
2018,0,29479,Scott Brown,"25' 3""",10672.5,422
2018,0,26499,Rafa Cabrera Bello,"25' 3""",4845.5,192
2018,0,12716,Charley Hoffman,"25' 3""",8886.333,352
2018,0,25493,Nick Taylor,"25' 4""",10324.583,407
2018,0,27649,Brandt Snedeker,"25' 6""",8960.917,351
2018,0,47128,Richy Werenski,"25' 6""",8734.75,343
2018,0,25396,Kevin Na,"25' 7""",8962.0,350
2018,0,37275,Sam Ryder,"25' 7""",7806.167,305
2018,0,29518,Brendan Steele,"25' 8""",6715.083,262
2018,0,27936,Martin Laird,"25' 9""",7473.25,290
2018,0,29926,Danny Lee,"25' 9""",9038.75,351
2018,0,27963,Chris Stroud,"25' 10""",7672.667,297
2018,0,25900,Lucas Glover,"26' 1""",5781.333,222
2018,0,34046,Jordan Spieth,"26' 1""",8356.667,320
2018,0,32102,Rickie Fowler,"26' 2""",6912.083,264
2018,0,35506,Mackenzie Hughes,"26' 2""",9132.0,349
2018,0,31202,William McGirt,"26' 3""",10636.25,405
2018,0,32640,Troy Merritt,"26' 3""",9428.917,359
2018,0,34264,Hudson Swafford,"26' 4""",6238.167,237
2018,0,22405,Justin Rose,"26' 6""",5862.25,221
2018,0,26300,Matt Jones,"26' 7""",6453.583,243
2018,0,29223,Sam Saunders,"26' 7""",9634.5,362
2018,0,20229,Stewart Cink,"26' 8""",10014.167,376
2018,0,31420,Anirban Lahiri,"26' 9""",9487.25,355
2018,0,37189,Harold Varner III,"26' 9""",10682.917,399
2018,0,23353,J.J. Henry,"26' 11""",7939.5,295
2018,0,29268,Bronson Burgoon,"27' 0""",7360.667,273
2018,0,29222,Billy Hurley III,"27' 1""",8396.917,310
2018,0,40026,Daniel Berger,"27' 2""",7246.083,267
2018,0,33204,Shane Lowry,"27' 2""",6784.333,250
2018,0,49771,J.T. Poston,"27' 2""",8122.083,299
2018,0,34256,Andrew Putnam,"27' 2""",11295.833,416
2018,0,37338,Zecheng Dou,"27' 3""",5889.167,216
2018,0,47287,Ethan Tracy,"27' 3""",7994.25,293
2018,0,34563,Chesson Hadley,"27' 4""",12440.0,455
2018,0,47959,Bryson DeChambeau,"27' 5""",9609.167,351
2018,0,34466,Peter Malnati,"27' 5""",11827.75,431
2018,0,35532,Tom Hoge,"27' 6""",11297.417,411
2018,0,26851,Marc Leishman,"27' 6""",9699.0,353
2018,0,29485,Brett Stegmaier,"27' 6""",7070.25,257
2018,0,32366,Kevin Chappell,"27' 7""",8125.5,295
2018,0,37278,Nicholas Lindheim,"27' 8""",9031.583,326
2018,0,24140,Sean O'Hair,"27' 8""",8236.417,298
2018,0,27895,Jonas Blixt,"27' 9""",7100.417,256
2018,0,32839,Hideki Matsuyama,"27' 9""",7736.5,279
2018,0,37454,Whee Kim,"27' 10""",10644.167,382
2018,0,32150,Michael Thompson,"27' 10""",7268.833,261
2018,0,25240,D.A. Points,"28' 0""",7132.5,255
2018,0,30925,Dustin Johnson,"28' 1""",8710.583,310
2018,0,32876,Martin Piller,"28' 1""",10376.917,369
2018,0,48081,Xander Schauffele,"28' 1""",10144.333,361
2018,0,32448,James Hahn,"28' 2""",9071.333,322
2018,0,33448,Justin Thomas,"28' 2""",10316.75,366
2018,0,32757,Patton Kizzire,"28' 4""",13048.833,461
2018,0,28500,Martin Flores,"28' 5""",12491.917,440
2018,0,35461,Beau Hossler,"28' 5""",12899.917,454
2018,0,30944,Jason Kokrak,"28' 5""",13803.333,486
2018,0,34360,Patrick Reed,"28' 6""",9783.75,343
2018,0,27095,Nick Watney,"28' 6""",12649.0,444
2018,0,47347,Adam Schenk,"28' 7""",10616.0,371
2018,0,32254,Xinjun Zhang,"28' 7""",7781.5,272
2018,0,39546,Keith Mitchell,"28' 8""",13259.167,463
2018,0,49964,Aaron Wise,"28' 8""",10662.333,372
2018,0,35421,Brandon Harkins,"28' 9""",14550.083,506
2018,0,46970,Jon Rahm,"28' 9""",7367.083,256
2018,0,35544,Andrew Yun,"28' 9""",6611.25,230
2018,0,20593,Greg Chalmers,"28' 11""",6481.0,224
2018,0,46402,Talor Gooch,"28' 11""",10527.917,364
2018,0,28237,Rory McIlroy,"28' 11""",7844.583,271
2018,0,47993,Denny McCarthy,"29' 1""",6801.5,234
2018,0,23320,Ryan Palmer,"29' 1""",9280.25,319
2018,0,46501,Ollie Schniederjans,"29' 2""",14448.833,496
2018,0,33418,Shawn Stefani,"29' 2""",10118.083,347
2018,0,24924,Bill Haas,"29' 3""",10950.333,374
2018,0,29725,Tony Finau,"29' 4""",13359.5,455
2018,0,27064,Jhonattan Vegas,"29' 4""",10145.333,346
2018,0,34021,Bud Cauley,"29' 6""",6704.583,227
2018,0,27942,Rob Oppenheim,"29' 6""",9580.833,325
2018,0,24502,Adam Scott,"29' 6""",8230.167,279
2018,0,36799,Stephan Jaeger,"29' 7""",10603.75,358
2018,0,35891,Cameron Smith,"29' 7""",10395.083,351
2018,0,34099,Harris English,"29' 8""",10873.5,367
2018,0,25804,Bubba Watson,"29' 8""",11131.333,375
2018,0,31323,Gary Woodland,"29' 8""",9339.5,315
2018,0,24925,Jonathan Byrd,"29' 9""",7736.75,260
2018,0,28252,Seamus Power,"29' 9""",11391.583,383
2018,0,35310,Lanto Griffin,"29' 11""",10643.667,356
2018,0,22371,Aaron Baddeley,"30' 2""",13077.0,433
2018,0,31416,Derek Fathauer,"30' 2""",13030.583,432
2018,0,26331,Charl Schwartzel,"30' 2""",7061.417,234
2018,0,40009,Dominic Bozzelli,"30' 4""",10581.333,349
2018,0,8793,Tiger Woods,"30' 4""",9219.417,304
2018,0,29461,Jamie Lovemark,"30' 5""",14091.833,463
2018,0,28132,Tyrone Van Aswegen,"30' 5""",14768.0,485
2018,0,34213,Grayson Murray,"30' 6""",10400.083,341
2018,0,27974,Sung Kang,"30' 7""",11577.5,379
2018,0,28307,Matt Every,"30' 11""",11117.667,360
2018,0,36689,Brooks Koepka,"31' 0""",8616.667,278
2018,0,28089,Jason Day,"31' 1""",8599.333,277
2018,0,24358,Robert Garrigus,"31' 4""",12420.583,396
2018,0,39975,Michael Kim,"31' 4""",10320.083,329
2018,0,48084,Wesley Bryan,"31' 6""",9858.5,313
2018,0,32333,Kevin Tway,"31' 6""",17247.333,547
2018,0,27141,J.B. Holmes,"31' 7""",12080.25,382
2018,0,25834,Daniel Summerhays,"31' 7""",7548.75,239
2018,0,33948,Byeong Hun An,"31' 8""",11629.75,367
2018,0,1810,Phil Mickelson,"31' 9""",13544.333,427
2018,0,36699,Patrick Rodgers,"32' 1""",11642.667,363
2018,0,30692,Scott Stallings,"32' 1""",14564.917,454
2018,0,27129,Luke List,"32' 3""",14687.25,456
2018,0,34431,Robert Streb,"32' 4""",12307.667,381
2018,0,29484,Peter Uihlein,"32' 9""",12689.083,387
2018,0,47125,Matt Atkins,"32' 10""",7839.917,239
2018,0,24846,Ricky Barnes,"33' 4""",10773.75,323
2018,0,39954,Cody Gribble,"33' 11""",11093.583,327
2018,0,33419,Cameron Tringale,"33' 11""",10892.667,321
2018,0,46601,Trey Mullinax,"34' 9""",11706.333,337
2018,0,50526,Tom Lovelady,"35' 3""",14453.0,410
2018,0,20157,Retief Goosen,"35' 4""",8368.75,237
2018,0,25632,Jimmy Walker,"36' 1""",13852.5,384
2017,0,26289,Boo Weekley,"18' 1""",4124.583,228
2017,0,26476,Chez Reavie,"18' 5""",5683.167,308
2017,0,31557,Jim Herman,"18' 10""",5030.167,267
2017,0,26596,Ryan Moore,"19' 5""",5193.5,268
2017,0,22986,Søren Kjeldsen,"19' 6""",2871.667,147
2017,0,20472,Alex Cejka,"19' 8""",5366.25,273
2017,0,20104,Ken Duke,"19' 10""",5233.667,264
2017,0,40058,Zac Blair,"20' 0""",6892.5,345
2017,0,25572,Graeme McDowell,"20' 3""",4007.667,198
2017,0,31646,Emiliano Grillo,"20' 9""",6105.0,294
2017,0,29478,Kevin Kisner,"20' 11""",6694.583,320
2017,0,25198,Francesco Molinari,"21' 0""",4832.167,230
2017,0,31560,Brian Stuard,"21' 0""",5815.75,277
2017,0,19803,Ryan Armour,"21' 1""",3839.25,182
2017,0,10809,Jim Furyk,"21' 4""",3471.417,163
2017,0,25900,Lucas Glover,"21' 4""",8051.75,377
2017,0,23325,Vaughn Taylor,"21' 7""",6919.083,321
2017,0,24357,K.J. Choi,"21' 8""",5340.0,246
2017,0,25349,Tim Wilkinson,"21' 8""",4480.0,207
2017,0,24024,Zach Johnson,"22' 1""",6209.417,281
2017,0,30110,Kyle Stanley,"22' 2""",8494.083,383
2017,0,29221,Webb Simpson,"22' 3""",8024.083,360
2017,0,23541,Ben Crane,"22' 6""",6924.0,308
2017,0,27644,Brian Harman,"22' 8""",9607.417,424
2017,0,29908,C.T. Pan,"22' 8""",8046.083,355
2017,0,27649,Brandt Snedeker,"22' 8""",4077.333,180
2017,0,23108,Matt Kuchar,"22' 10""",7402.25,324
2017,0,27466,Spencer Levin,"22' 10""",6510.917,285
2017,0,33122,Russell Knox,"23' 0""",5296.167,230
