YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
2024,1,0,47806,Raul Pereda,72.22%,36,26
2024,2,0,33653,Thomas Detry,71.43%,49,35
2024,3,0,48081,Xander Schauffele,71.15%,52,37
2024,4,0,47504,Sam Burns,70.83%,48,34
2024,5,0,24024,Zach Johnson,69.57%,46,32
2024,6,0,40006,Erik van Rooyen,68.63%,51,35
2024,7,0,47347,Adam Schenk,67.86%,56,38
2024,8,0,51634,Sahith Theegala,67.21%,61,41
2024,9,0,46717,Viktor Hovland,66.67%,39,26
2024,10,0,51349,Nico Echavarria,66.10%,59,39
2024,11,0,48319,Tom Whitney,65.85%,41,27
2024,12,0,28089,Jason Day,65.31%,49,32
2024,12,0,34099,Harris English,65.31%,49,32
2024,14,0,60767,Blaine Hale Jr.,65.22%,23,15
2024,14,0,40250,Taylor Pendrith,65.22%,46,30
2024,16,0,37212,Paul Barjon,64.71%,34,22
2024,16,0,48153,Matthieu Pavon,64.71%,34,22
2024,18,0,33968,Thorbjørn Olesen,64.29%,28,18
2024,19,0,32070,Rafael Campos,64.10%,39,25
2024,20,0,30927,Brendon Todd,63.79%,58,37
2024,21,0,50188,S.H. Kim,62.96%,81,51
2024,21,0,47993,Denny McCarthy,62.96%,54,34
2024,23,0,34374,Erik Barnes,62.86%,35,22
2024,24,0,27649,Brandt Snedeker,62.79%,43,27
2024,25,0,28775,Nate Lashley,62.50%,48,30
2024,26,0,47983,Chad Ramey,61.67%,60,37
2024,27,0,31646,Emiliano Grillo,61.54%,52,32
2024,27,0,46414,Aaron Rai,61.54%,52,32
2024,27,0,51894,Vince Whaley,61.54%,39,24
2024,30,0,23108,Matt Kuchar,61.36%,44,27
2024,31,0,52513,Carson Young,61.29%,62,38
2024,32,0,55789,Taylor Montgomery,61.11%,36,22
2024,33,0,48867,Matti Schmid,60.87%,46,28
2024,34,0,56630,Akshay Bhatia,60.71%,56,34
2024,35,0,36884,Ben Kohles,60.66%,61,37
2024,36,0,56149,Wilson Furr,60.47%,43,26
2024,37,0,34098,Russell Henley,60.42%,48,29
2024,38,0,39975,Michael Kim,60.00%,50,30
2024,38,0,48119,Ben Taylor,60.00%,35,21
2024,40,0,60004,Jacob Bridgeman,59.62%,52,31
2024,41,0,22405,Justin Rose,59.46%,37,22
2024,42,0,27644,Brian Harman,59.42%,69,41
2024,43,0,47995,Davis Riley,59.09%,44,26
2024,44,0,52453,Nicolai Højgaard,58.97%,39,23
2024,45,0,33204,Shane Lowry,58.70%,46,27
2024,46,0,27129,Luke List,58.62%,58,34
2024,47,0,52372,Cameron Champ,58.06%,31,18
2024,47,0,29936,Ryan Fox,58.06%,62,36
2024,47,0,34587,Chan Kim,58.06%,62,36
2024,47,0,35617,Martin Trainer,58.06%,31,18
2024,51,0,51977,Max Greyserman,58.00%,50,29
2024,51,0,47420,Jake Knapp,58.00%,50,29
2024,53,0,49771,J.T. Poston,57.89%,57,33
2024,54,0,58168,Davis Thompson,57.81%,64,37
2024,55,0,48887,Matt Wallace,57.78%,45,26
2024,56,0,52955,Ludvig Åberg,57.69%,52,30
2024,57,0,35532,Tom Hoge,57.61%,92,53
2024,58,0,33141,Keegan Bradley,57.14%,49,28
2024,58,0,47591,Eric Cole,57.14%,77,44
2024,58,0,46113,Ryan McCormick,57.14%,35,20
2024,61,0,25900,Lucas Glover,56.90%,58,33
2024,62,0,46046,Scottie Scheffler,56.58%,76,43
2024,63,0,24502,Adam Scott,56.52%,46,26
2024,64,0,45157,Cam Davis,56.45%,62,35
2024,65,0,59836,Pierceson Coody,56.41%,39,22
2024,66,0,35506,Mackenzie Hughes,56.06%,66,37
2024,67,0,46340,Alex Smalley,56.00%,50,28
2024,68,0,40098,Matt Fitzpatrick,55.56%,54,30
2024,68,0,39327,Ben Silverman,55.56%,63,35
2024,70,0,39997,Corey Conners,55.36%,56,31
2024,70,0,35461,Beau Hossler,55.36%,56,31
2024,70,0,50493,Justin Suh,55.36%,56,31
2024,73,0,35450,Patrick Cantlay,55.32%,47,26
2024,73,0,32102,Rickie Fowler,55.32%,47,26
2024,75,0,51766,Wyndham Clark,55.26%,38,21
2024,76,0,46442,Maverick McNealy,55.17%,58,32
2024,77,0,40026,Daniel Berger,55.10%,49,27
2024,78,0,59143,Mac Meissner,55.07%,69,38
2024,79,0,52666,Sami Valimaki,55.00%,40,22
2024,80,0,28252,Seamus Power,54.93%,71,39
2024,81,0,54591,Ben Griffin,54.79%,73,40
2024,82,0,34021,Bud Cauley,54.76%,42,23
2024,83,0,57362,Austin Eckroat,54.55%,66,36
2024,84,0,55893,Sam Stevens,54.41%,68,37
2024,85,0,46441,Robby Shelton,54.39%,57,31
2024,86,0,36799,Stephan Jaeger,54.24%,59,32
2024,86,0,34466,Peter Malnati,54.24%,59,32
2024,88,0,22371,Aaron Baddeley,53.85%,39,21
2024,88,0,40162,Justin Lower,53.85%,65,35
2024,88,0,23320,Ryan Palmer,53.85%,26,14
2024,88,0,47483,Will Zalatoris,53.85%,39,21
2024,92,0,26596,Ryan Moore,53.70%,54,29
2024,93,0,31323,Gary Woodland,53.49%,43,23
2024,94,0,37275,Sam Ryder,53.33%,60,32
2024,94,0,27770,Camilo Villegas,53.33%,45,24
2024,96,0,59866,Nick Dunlap,53.19%,47,25
2024,97,0,35310,Lanto Griffin,52.73%,55,29
2024,98,0,32839,Hideki Matsuyama,52.38%,42,22
2024,99,0,33948,Byeong Hun An,52.31%,65,34
2024,100,0,33399,Adam Hadwin,52.08%,48,25
2024,100,0,37378,Min Woo Lee,52.08%,48,25
2024,100,0,34256,Andrew Putnam,52.08%,48,25
2024,103,0,51997,Andrew Novak,52.00%,50,26
2024,104,0,59095,Chris Gotterup,51.85%,54,28
2024,105,0,28420,Ryan Brehm,51.61%,31,16
2024,106,0,32366,Kevin Chappell,51.52%,33,17
2024,107,0,55708,Hayden Buckley,51.28%,39,20
2024,108,0,33448,Justin Thomas,51.16%,43,22
2024,109,0,30911,Tommy Fleetwood,51.02%,49,25
2024,109,0,50525,Collin Morikawa,51.02%,49,25
2024,111,0,39971,Sungjae Im,50.94%,53,27
2024,112,0,49947,Taylor Moore,50.88%,57,29
2024,112,0,38991,Alejandro Tosti,50.88%,57,29
2024,114,0,36699,Patrick Rodgers,50.75%,67,34
2024,115,0,57900,Chandler Phillips,50.72%,69,35
2024,116,0,36801,Mark Hubbard,50.67%,75,38
2024,117,0,45522,Christiaan Bezuidenhout,50.00%,74,37
2024,117,0,59442,Parker Coody,50.00%,38,19
2024,117,0,29535,Brice Garnett,50.00%,34,17
2024,117,0,34563,Chesson Hadley,50.00%,34,17
2024,117,0,54421,Garrick Higgo,50.00%,54,27
2024,117,0,60067,Joe Highsmith,50.00%,38,19
2024,117,0,39977,Max Homa,50.00%,56,28
2024,117,0,48117,Kurt Kitayama,50.00%,48,24
2024,117,0,52215,Robert MacIntyre,50.00%,44,22
2024,117,0,29221,Webb Simpson,50.00%,40,20
2024,117,0,40115,Adam Svensson,50.00%,76,38
2024,117,0,27330,Josh Teater,50.00%,32,16
2024,129,0,57366,Cameron Young,49.33%,75,37
2024,130,0,39546,Keith Mitchell,49.30%,71,35
2024,131,0,54628,Lee Hodges,49.09%,55,27
2024,132,0,12716,Charley Hoffman,48.98%,49,24
2024,132,0,29908,C.T. Pan,48.98%,49,24
2024,134,0,29420,Billy Horschel,48.78%,41,20
2024,135,0,32367,Jorge Campillo,48.65%,37,18
2024,135,0,47988,Nick Hardy,48.65%,74,36
2024,137,0,47679,Victor Perez,48.57%,35,17
2024,138,0,25493,Nick Taylor,48.15%,54,26
2024,139,0,27139,David Skinns,47.92%,48,23
2024,140,0,34046,Jordan Spieth,47.83%,46,22
2024,140,0,49960,Sepp Straka,47.83%,46,22
