YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
2008,0,12680,Shigeki Maruyama,1.441,1297,900
2008,0,25632,Jimmy Walker,1.446,1900,1314
2008,0,25720,Chad Collins,1.448,1877,1296
2008,0,7547,Craig Kanada,1.45,1696,1170
2008,0,19846,Brian Gay,1.451,2664,1836
2008,0,8931,Glen Day,1.454,1675,1152
2008,0,22806,Doug LaBelle II,1.458,1706,1170
2008,0,30750,Tommy Gainey,1.46,1577,1080
2008,0,1928,Corey Pavin,1.461,1815,1242
2008,0,10649,Tom Scherrer,1.461,1473,1008
2008,0,20663,Brenden Pappas,1.465,1741,1188
2008,0,23320,Ryan Palmer,1.467,1822,1242
2008,0,12309,Bob Sowards,1.469,1613,1098
2008,0,1948,Tim Petrovic,1.47,2567,1746
2008,0,21461,Kenneth Ferrie,1.476,1913,1296
2008,0,23125,Brad Elder,1.478,1782,1206
2008,0,20443,Jin Park,1.478,2262,1530
2008,0,25594,Travis Perkins,1.478,1410,954
2008,0,25349,Tim Wilkinson,1.482,2535,1710
2008,0,19913,Ron Whittaker,1.483,1441,972
2008,0,12652,Cameron Beckman,1.485,2325,1566
2008,0,26420,Richard Johnson,1.488,1607,1080
2008,0,23540,Jason Allred,1.493,1693,1134
2008,0,12826,Paul Claxton,1.496,1697,1134
2008,0,27613,David Lutterus,1.497,1590,1062
2008,0,22548,Patrick Sheehan,1.497,3341,2232
2008,0,26679,Kevin Stadler,1.497,2425,1620
2008,0,23108,Matt Kuchar,1.499,2375,1584
2008,0,12823,Carlos Franco,1.501,1972,1314
2008,0,21805,Harrison Frazar,1.502,1973,1314
2008,0,20382,Stephen Leaney,1.505,1436,954
2008,0,20472,Alex Cejka,1.507,2035,1350
2008,0,10733,Kent Jones,1.507,1845,1224
2008,0,12660,Jesper Parnevik,1.509,2390,1584
2008,0,1577,Lee Janzen,1.51,2419,1602
2008,0,22582,Kyle Thompson,1.511,1904,1260
2008,0,23409,James Driscoll,1.515,2318,1530
2008,0,6575,Dudley Hart,1.515,2018,1332
2008,0,23797,Brett Rumford,1.517,1966,1296
2008,0,26668,Marc Turnesa,1.519,2379,1566
2008,0,6090,Jim McGovern,1.521,2054,1350
2008,0,1553,John Huston,1.523,1535,1008
2008,0,25842,Jon Mills,1.523,2605,1710
2008,0,2002,John Riegger,1.523,2001,1314
2008,0,22621,Ben Curtis,1.526,2198,1440
2008,0,23048,Eric Axley,1.527,3105,2034
2008,0,24449,Parker McLachlin,1.527,2419,1584
2008,0,10425,Jay Williamson,1.527,2639,1728
2008,0,27933,John Merrick,1.528,2696,1764
2008,0,12782,Tim Herron,1.529,2669,1746
2008,0,21959,Ted Purdy,1.53,1873,1224
2008,0,21949,Joe Ogilvie,1.532,2758,1800
2008,0,26631,Cody Freeman,1.537,1826,1188
2008,0,27936,Martin Laird,1.537,2712,1764
2008,0,24227,Justin Bolli,1.538,2409,1566
2008,0,8385,Omar Uresti,1.538,2049,1332
2008,0,27214,Kevin Streelman,1.539,3158,2052
2008,0,23157,Richard Johnson,1.54,2135,1386
2008,0,8845,Scott Sterling,1.54,2467,1602
2008,0,20498,Briny Baird,1.542,3137,2034
2008,0,28780,Nicholas Thompson,1.542,3137,2034
2008,0,20105,Jeff Gove,1.544,1390,900
2008,0,26300,Matt Jones,1.546,2643,1710
2008,0,26695,Michael Letzig,1.547,2450,1584
2008,0,27963,Chris Stroud,1.551,2262,1458
2008,0,1035,Tommy Armour III,1.553,2153,1386
2008,0,26951,Johnson Wagner,1.556,2325,1494
2008,0,20766,Padraig Harrington,1.558,1402,900
2008,0,20850,Daniel Chopra,1.559,2329,1494
2008,0,8075,Jerry Kelly,1.559,2469,1584
2008,0,28475,Jeff Overton,1.561,2895,1854
2008,0,12602,Dean Wilson,1.561,3062,1962
2008,0,20378,Mathias Grönberg,1.562,2446,1566
2008,0,27060,John Mallinger,1.563,2673,1710
2008,0,6621,Joe Durant,1.565,2592,1656
2008,0,12705,Cliff Kresge,1.565,2367,1512
2008,0,19803,Ryan Armour,1.566,2452,1566
2008,0,24924,Bill Haas,1.566,2790,1782
2008,0,23778,Brad Adamonis,1.568,2456,1566
2008,0,1024,Billy Andrade,1.569,2005,1278
2008,0,23718,Nathan Green,1.569,2683,1710
2008,0,20634,Peter Lonard,1.572,2603,1656
2008,0,27561,Nick Flanagan,1.575,2523,1602
2008,0,26476,Chez Reavie,1.576,2894,1836
2008,0,22371,Aaron Baddeley,1.577,2072,1314
2008,0,25190,Jeff Quinney,1.577,2470,1566
2008,0,21350,Ryuji Imada,1.579,2274,1440
2008,0,25562,Andres Romero,1.583,1909,1206
2008,0,1677,Tom Lehman,1.584,1454,918
2008,0,7749,Brett Quigley,1.584,2281,1440
2008,0,20098,Stuart Appleby,1.586,2398,1512
2008,0,28158,Steve Marino,1.586,3398,2142
2008,0,25396,Kevin Na,1.59,2776,1746
2008,0,23623,Bo Van Pelt,1.59,2891,1818
2008,0,10423,Mike Weir,1.591,2491,1566
2008,0,10875,Todd Demsey,1.594,2295,1440
2008,0,10505,Shane Bertsch,1.595,2756,1728
2008,0,26596,Ryan Moore,1.596,2069,1296
2008,0,1941,Tom Pernice Jr.,1.596,2987,1872
2008,0,1810,Phil Mickelson,1.597,2242,1404
2008,0,6527,Steve Stricker,1.598,2071,1296
2008,0,20104,Ken Duke,1.6,3340,2088
2008,0,21731,Freddie Jacobson,1.6,2246,1404
2008,0,25345,Carl Pettersson,1.6,3168,1980
2008,0,24138,Ian Poulter,1.6,1411,882
2008,0,24663,Y.E. Yang,1.6,2563,1602
2008,0,24925,Jonathan Byrd,1.603,2452,1530
2008,0,23541,Ben Crane,1.603,2481,1548
2008,0,1320,Bob Estes,1.603,2597,1620
2008,0,12716,Charley Hoffman,1.603,2713,1692
2008,0,29718,Anthony Kim,1.603,2337,1458
2008,0,10860,Justin Leonard,1.603,2741,1710
2008,0,22046,Geoff Ogilvy,1.603,1847,1152
2008,0,1707,Steve Lowery,1.604,2136,1332
2008,0,20157,Retief Goosen,1.605,1676,1044
2008,0,22348,Nick O'Hern,1.606,2313,1440
2008,0,23325,Vaughn Taylor,1.607,2979,1854
2008,0,23135,Tim Clark,1.609,2578,1602
2008,0,6004,Stephen Ames,1.61,2377,1476
2008,0,11032,Frank Lickliter II,1.61,3100,1926
2008,0,27770,Camilo Villegas,1.61,2260,1404
2008,0,28089,Jason Day,1.612,2351,1458
2008,0,21753,Brian Davis,1.613,3136,1944
2008,0,7457,Steve Flesch,1.614,2760,1710
2008,0,21878,Mark Wilson,1.616,3112,1926
2008,0,1388,Robert Gamez,1.617,2299,1422
2008,0,27649,Brandt Snedeker,1.617,2445,1512
2008,0,2239,Scott Verplank,1.617,2358,1458
2008,0,20229,Stewart Cink,1.62,2362,1458
2008,0,8537,J.P. Hayes,1.62,1954,1206
2008,0,1139,Olin Browne,1.623,2249,1386
2008,0,1473,Todd Hamilton,1.623,2687,1656
2008,0,10585,Scott McCarron,1.623,1841,1134
2008,0,20160,Charlie Wi,1.624,2835,1746
2008,0,6643,Paul Goydos,1.625,2281,1404
2008,0,1945,Kenny Perry,1.625,2837,1746
2008,0,22913,John Rollins,1.625,2749,1692
2008,0,24357,K.J. Choi,1.626,2049,1260
2008,0,6251,Chris DiMarco,1.626,2547,1566
2008,0,6522,Ernie Els,1.627,1464,900
2008,0,27141,J.B. Holmes,1.627,2489,1530
2008,0,1313,Steve Elkington,1.628,2461,1512
2008,0,20572,Rod Pampling,1.628,2345,1440
2008,0,20433,Mark Hensby,1.629,2082,1278
2008,0,2206,David Toms,1.629,1994,1224
2008,0,1797,Rocco Mediate,1.63,2552,1566
2008,0,9011,David Duval,1.631,1497,918
2008,0,24024,Zach Johnson,1.632,2468,1512
2008,0,24361,Pat Perez,1.632,2703,1656
2008,0,30925,Dustin Johnson,1.633,2705,1656
2008,0,6595,Kevin Sutherland,1.634,2883,1764
2008,0,6197,Michael Allen,1.635,2678,1638
2008,0,10809,Jim Furyk,1.635,2766,1692
2008,0,25804,Bubba Watson,1.635,2855,1746
2008,0,22892,Jason Gore,1.636,2768,1692
2008,0,1142,Bart Bryant,1.637,2387,1458
2008,0,25900,Lucas Glover,1.637,2681,1638
2008,0,6567,Vijay Singh,1.637,2299,1404
2008,0,1226,Fred Couples,1.638,1769,1080
2008,0,23497,Tag Ridings,1.638,2594,1584
2008,0,12510,Chad Campbell,1.639,2773,1692
2008,0,1706,Davis Love III,1.639,2301,1404
2008,0,20574,Mathew Goggin,1.64,2687,1638
2008,0,23788,D.J. Trahan,1.64,2775,1692
2008,0,24912,Will MacKenzie,1.642,1833,1116
2008,0,1161,Mark Calcavecchia,1.645,1954,1188
2008,0,21209,Sergio Garcia,1.645,2073,1260
2008,0,22293,Heath Slocum,1.645,3080,1872
2008,0,23614,Rich Beem,1.647,2668,1620
2008,0,23621,Rory Sabbatini,1.647,2253,1368
2008,0,1724,Jeff Maggert,1.648,2551,1548
2008,0,22378,Trevor Immelman,1.649,2018,1224
2008,0,24358,Robert Garrigus,1.652,2677,1620
2008,0,24140,Sean O'Hair,1.652,2409,1458
2008,0,24502,Adam Scott,1.652,1457,882
2008,0,27095,Nick Watney,1.652,2855,1728
2008,0,20848,Ángel Cabrera,1.653,1517,918
2008,0,7867,Woody Austin,1.656,3129,1890
2008,0,21961,Charles Howell III,1.657,2952,1782
2008,0,1766,Billy Mayfair,1.658,3074,1854
2008,0,24490,George McNeill,1.658,2895,1746
2008,0,27120,Troy Matteson,1.668,2823,1692
2008,0,6573,Brandt Jobe,1.67,1563,936
2008,0,10885,Robert Allenby,1.671,3218,1926
2008,0,24781,Hunter Mahan,1.675,2562,1530
2008,0,20645,John Senden,1.675,2773,1656
2008,0,26289,Boo Weekley,1.677,2506,1494
2008,0,23353,J.J. Henry,1.679,3264,1944
2008,0,23349,Charles Warren,1.69,2403,1422
2008,0,25364,Paul Casey,1.691,1583,936
2007,0,20127,Chris Riley,1.465,1556,1062
2007,0,19972,José Coceres,1.473,1326,900
2007,0,26360,Bubba Dickerson,1.5,1377,918
2007,0,7223,Brian Bateman,1.502,1487,990
2007,0,12714,Chris Tidland,1.509,1603,1062
2007,0,19846,Brian Gay,1.514,2916,1926
2007,0,10117,Bob Heintz,1.514,2316,1530
2007,0,24449,Parker McLachlin,1.514,2262,1494
2007,0,23933,Michael Boyd,1.515,1663,1098
2007,0,8375,Paul Stankowski,1.515,1418,936
2007,0,23718,Nathan Green,1.517,2812,1854
2007,0,21949,Joe Ogilvie,1.519,2789,1836
2007,0,10213,Dicky Pride,1.521,1944,1278
2007,0,21660,Jason Schultz,1.522,1726,1134
2007,0,21350,Ryuji Imada,1.524,2853,1872
2007,0,21633,Steve Allan,1.526,1730,1134
2007,0,20623,Gavin Coles,1.526,2390,1566
2007,0,12660,Jesper Parnevik,1.528,2421,1584
2007,0,27649,Brandt Snedeker,1.528,2887,1890
2007,0,1313,Steve Elkington,1.53,2396,1566
2007,0,1132,Mark Brooks,1.532,1462,954
2007,0,20859,Anders Hansen,1.534,1519,990
2007,0,8881,Tripp Isenhour,1.534,2375,1548
2007,0,23497,Tag Ridings,1.536,1438,936
2007,0,23108,Matt Kuchar,1.537,2352,1530
2007,0,26881,Jarrod Lyle,1.537,2130,1386
2007,0,6197,Michael Allen,1.541,2053,1332
2007,0,1161,Mark Calcavecchia,1.542,2581,1674
2007,0,1381,Fred Funk,1.543,1805,1170
2007,0,21806,Paul Gow,1.543,1944,1260
2007,0,25892,Steve Wheatcroft,1.544,2029,1314
2007,0,23325,Vaughn Taylor,1.546,2532,1638
2007,0,24490,George McNeill,1.547,2646,1710
2007,0,8931,Glen Day,1.548,2369,1530
2007,0,23135,Tim Clark,1.549,1784,1152
2007,0,24980,Scott Gutschewski,1.549,1868,1206
2007,0,7547,Craig Kanada,1.551,3043,1962
2007,0,2223,Bob Tway,1.552,2877,1854
2007,0,23638,Brendon de Jonge,1.553,2125,1368
2007,0,24361,Pat Perez,1.553,2348,1512
2007,0,2104,Jeff Sluman,1.553,1677,1080
2007,0,23800,Bryce Molder,1.554,1566,1008
2007,0,6034,Marco Dawson,1.556,2044,1314
2007,0,12680,Shigeki Maruyama,1.556,2352,1512
2007,0,22212,Craig Lile,1.557,2158,1386
2007,0,23613,Rich Barcelo,1.56,2246,1440
2007,0,6373,José María Olazábal,1.561,1405,900
2007,0,21878,Mark Wilson,1.561,2445,1566
2007,0,20634,Peter Lonard,1.562,2390,1530
2007,0,25396,Kevin Na,1.563,2364,1512
2007,0,24290,D.J. Brigman,1.565,1887,1206
2007,0,8075,Jerry Kelly,1.565,2846,1818
2007,0,22806,Doug LaBelle II,1.565,2930,1872
2007,0,12782,Tim Herron,1.568,2766,1764
2007,0,22295,Darron Stiles,1.568,1834,1170
2007,0,22371,Aaron Baddeley,1.57,2261,1440
2007,0,21470,Daisuke Maruyama,1.571,2432,1548
2007,0,20160,Charlie Wi,1.571,2545,1620
2007,0,19803,Ryan Armour,1.572,3027,1926
2007,0,7363,Craig Bowden,1.573,2208,1404
2007,0,20766,Padraig Harrington,1.573,1756,1116
2007,0,28158,Steve Marino,1.573,3001,1908
2007,0,2036,Jim Rutledge,1.573,1671,1062
2007,0,23621,Rory Sabbatini,1.575,2240,1422
2007,0,1388,Robert Gamez,1.576,2496,1584
2007,0,1035,Tommy Armour III,1.577,2299,1458
2007,0,28475,Jeff Overton,1.577,1703,1080
2007,0,24924,Bill Haas,1.579,2643,1674
2007,0,24925,Jonathan Byrd,1.581,2078,1314
2007,0,25273,Andrew Buckle,1.582,2192,1386
2007,0,27963,Chris Stroud,1.583,1881,1188
2007,0,21731,Freddie Jacobson,1.585,1997,1260
2007,0,26289,Boo Weekley,1.586,2884,1818
2007,0,12652,Cameron Beckman,1.587,2742,1728
2007,0,20472,Alex Cejka,1.589,2288,1440
2007,0,21209,Sergio Garcia,1.59,1889,1188
2007,0,8123,Jeff Brehaut,1.591,1690,1062
2007,0,1948,Tim Petrovic,1.591,3035,1908
2007,0,6527,Steve Stricker,1.591,2291,1440
2007,0,1577,Lee Janzen,1.592,1891,1188
2007,0,24457,Jaco Van Zyl,1.592,1461,918
2007,0,21959,Ted Purdy,1.593,2925,1836
2007,0,2239,Scott Verplank,1.593,2322,1458
2007,0,12195,Tom Johnson,1.595,2124,1332
2007,0,24024,Zach Johnson,1.595,2153,1350
2007,0,20850,Daniel Chopra,1.596,3046,1908
2007,0,27933,John Merrick,1.599,2648,1656
2007,0,1157,Tom Byrum,1.6,1440,900
2007,0,1320,Bob Estes,1.6,2535,1584
2007,0,1810,Phil Mickelson,1.6,2045,1278
2007,0,20628,Arron Oberholser,1.6,1959,1224
2007,0,20498,Briny Baird,1.601,3314,2070
2007,0,6643,Paul Goydos,1.601,1700,1062
2007,0,22046,Geoff Ogilvy,1.601,2248,1404
2007,0,1941,Tom Pernice Jr.,1.601,2998,1872
2007,0,22293,Heath Slocum,1.601,2911,1818
2007,0,24357,K.J. Choi,1.602,2451,1530
2007,0,2206,David Toms,1.602,2220,1386
2007,0,21805,Harrison Frazar,1.604,2541,1584
2007,0,20433,Mark Hensby,1.605,2340,1458
2007,0,24138,Ian Poulter,1.605,1733,1080
2007,0,26882,Michael Sim,1.605,1502,936
2007,0,26420,Richard Johnson,1.606,2689,1674
2007,0,27060,John Mallinger,1.606,2776,1728
2007,0,1928,Corey Pavin,1.606,2342,1458
2007,0,12716,Charley Hoffman,1.607,2805,1746
2007,0,27141,J.B. Holmes,1.607,2054,1278
2007,0,22405,Justin Rose,1.607,1707,1062
2007,0,8793,Tiger Woods,1.607,1736,1080
2007,0,6522,Ernie Els,1.608,1679,1044
2007,0,27702,Matt Hendrix,1.608,1823,1134
2007,0,10423,Mike Weir,1.608,2344,1458
2007,0,8537,J.P. Hayes,1.609,2577,1602
2007,0,22913,John Rollins,1.609,2926,1818
2007,0,10425,Jay Williamson,1.609,1448,900
2007,0,12602,Dean Wilson,1.609,2664,1656
2007,0,20157,Retief Goosen,1.611,1392,864
2007,0,28486,Michael Putnam,1.611,2783,1728
2007,0,20104,Ken Duke,1.612,3249,2016
2007,0,12705,Cliff Kresge,1.612,3104,1926
2007,0,6251,Chris DiMarco,1.613,2236,1386
2007,0,23983,Luke Donald,1.613,1945,1206
2007,0,23623,Bo Van Pelt,1.613,3019,1872
2007,0,21753,Brian Davis,1.614,2934,1818
2007,0,1797,Rocco Mediate,1.614,2092,1296
2007,0,6567,Vijay Singh,1.614,2905,1800
2007,0,23048,Eric Axley,1.616,3112,1926
2007,0,25345,Carl Pettersson,1.617,3201,1980
2007,0,20098,Stuart Appleby,1.618,2126,1314
2007,0,1473,Todd Hamilton,1.618,2214,1368
2007,0,10860,Justin Leonard,1.618,2767,1710
2007,0,22348,Nick O'Hern,1.618,1981,1224
2007,0,25900,Lucas Glover,1.619,2827,1746
2007,0,26679,Kevin Stadler,1.619,2769,1710
2007,0,26596,Ryan Moore,1.62,2682,1656
2007,0,25190,Jeff Quinney,1.62,2770,1710
2007,0,20229,Stewart Cink,1.621,2568,1584
2007,0,23320,Ryan Palmer,1.621,2656,1638
2007,0,7867,Woody Austin,1.622,2773,1710
2007,0,20378,Mathias Grönberg,1.622,2774,1710
2007,0,29718,Anthony Kim,1.622,2715,1674
2007,0,29476,Kyle Reifers,1.622,2073,1278
2007,0,1142,Bart Bryant,1.625,2515,1548
2007,0,6004,Stephen Ames,1.627,2226,1368
2007,0,11032,Frank Lickliter II,1.627,2783,1710
2007,0,21528,Henrik Stenson,1.629,1349,828
2007,0,24502,Adam Scott,1.63,1995,1224
2007,0,1724,Jeff Maggert,1.632,2321,1422
2007,0,27770,Camilo Villegas,1.632,2409,1476
2007,0,27120,Troy Matteson,1.633,2557,1566
2007,0,24140,Sean O'Hair,1.633,2881,1764
2007,0,7457,Steve Flesch,1.634,2942,1800
2007,0,22892,Jason Gore,1.634,2530,1548
2007,0,6595,Kevin Sutherland,1.635,2501,1530
2007,0,25804,Bubba Watson,1.635,2354,1440
2007,0,23614,Rich Beem,1.636,2621,1602
2007,0,22621,Ben Curtis,1.638,2358,1440
2007,0,10809,Jim Furyk,1.638,2417,1476
2007,0,24781,Hunter Mahan,1.639,2685,1638
2007,0,20572,Rod Pampling,1.64,2656,1620
2007,0,1945,Kenny Perry,1.641,2451,1494
2007,0,24912,Will MacKenzie,1.642,2956,1800
2007,0,1249,John Daly,1.643,1745,1062
2007,0,11123,Chris Couch,1.644,2249,1368
2007,0,25686,Jason Dufner,1.644,2959,1800
2007,0,24507,Jason Bohn,1.645,1688,1026
2007,0,10733,Kent Jones,1.645,2873,1746
2007,0,1707,Steve Lowery,1.645,2191,1332
2007,0,20691,Greg Owen,1.647,2401,1458
2007,0,27095,Nick Watney,1.647,2579,1566
2007,0,7749,Brett Quigley,1.648,2314,1404
2007,0,21961,Charles Howell III,1.649,2552,1548
2007,0,20382,Stephen Leaney,1.65,2435,1476
2007,0,2246,Duffy Waldorf,1.65,2049,1242
2007,0,23349,Charles Warren,1.652,3004,1818
2007,0,1024,Billy Andrade,1.653,2618,1584
2007,0,26951,Johnson Wagner,1.655,2890,1746
2007,0,19824,Craig Barlow,1.656,1550,936
2007,0,1766,Billy Mayfair,1.656,2921,1764
2007,0,2214,Kirk Triplett,1.656,2295,1386
2007,0,6515,Shaun Micheel,1.657,2624,1584
2007,0,23788,D.J. Trahan,1.66,2958,1782
2007,0,24358,Robert Garrigus,1.664,2845,1710
2007,0,21646,David Branshaw,1.667,2491,1494
2007,0,1677,Tom Lehman,1.668,1862,1116
2007,0,12510,Chad Campbell,1.669,2703,1620
2007,0,20574,Mathew Goggin,1.669,2914,1746
2007,0,2101,Joey Sindelar,1.672,2257,1350
2007,0,23353,J.J. Henry,1.673,2559,1530
2007,0,1706,Davis Love III,1.674,1958,1170
2007,0,10885,Robert Allenby,1.677,2686,1602
2007,0,22378,Trevor Immelman,1.677,2053,1224
2007,0,20645,John Senden,1.68,2933,1746
2007,0,23322,Brett Wetterich,1.68,2631,1566
2007,0,20105,Jeff Gove,1.694,3141,1854
2007,0,6621,Joe Durant,1.702,2666,1566
2006,0,22371,Aaron Baddeley,1.553,2125,1368
2006,0,19846,Brian Gay,1.558,3001,1926
2006,0,20850,Daniel Chopra,1.567,3019,1926
2006,0,6527,Steve Stricker,1.57,1752,1116
2006,0,1042,Paul Azinger,1.577,2469,1566
2006,0,20572,Rod Pampling,1.58,2389,1512
2006,0,23541,Ben Crane,1.581,2277,1440
2006,0,6197,Michael Allen,1.582,2392,1512
2006,0,1329,Brad Faxon,1.583,2223,1404
2006,0,23983,Luke Donald,1.586,1798,1134
2006,0,21805,Harrison Frazar,1.586,2598,1638
2006,0,23718,Nathan Green,1.587,2970,1872
2006,0,20099,Doug Barron,1.588,2086,1314
2006,0,20121,Todd Fischer,1.588,2830,1782
2006,0,12680,Shigeki Maruyama,1.588,2629,1656
2006,0,12660,Jesper Parnevik,1.588,2401,1512
2006,0,20127,Chris Riley,1.589,2346,1476
2006,0,20098,Stuart Appleby,1.59,2233,1404
2006,0,20593,Greg Chalmers,1.59,1918,1206
2006,0,6034,Marco Dawson,1.593,2494,1566
2006,0,23325,Vaughn Taylor,1.593,2523,1584
2006,0,26596,Ryan Moore,1.594,1865,1170
2006,0,1887,Mark O'Meara,1.594,1435,900
2006,0,10505,Shane Bertsch,1.595,2928,1836
2006,0,6522,Ernie Els,1.595,1838,1152
2006,0,21949,Joe Ogilvie,1.595,2612,1638
2006,0,7867,Woody Austin,1.596,3073,1926
2006,0,2239,Scott Verplank,1.596,2470,1548
2006,0,20229,Stewart Cink,1.597,2530,1584
2006,0,1761,Len Mattiace,1.597,1696,1062
2006,0,21731,Freddie Jacobson,1.599,1612,1008
2006,0,23497,Tag Ridings,1.599,2879,1800
2006,0,2214,Kirk Triplett,1.599,1612,1008
2006,0,23048,Eric Axley,1.6,2563,1602
2006,0,23320,Ryan Palmer,1.6,2851,1782
2006,0,12760,Danny Ellis,1.602,1846,1152
2006,0,8537,J.P. Hayes,1.602,1586,990
2006,0,25345,Carl Pettersson,1.602,2682,1674
2006,0,12602,Dean Wilson,1.602,3200,1998
2006,0,1139,Olin Browne,1.603,3001,1872
2006,0,10809,Jim Furyk,1.603,2539,1584
2006,0,9011,David Duval,1.604,1992,1242
2006,0,7457,Steve Flesch,1.604,3321,2070
2006,0,21350,Ryuji Imada,1.604,2945,1836
2006,0,10860,Justin Leonard,1.604,2281,1422
2006,0,20608,David Howell,1.605,1300,810
2006,0,1941,Tom Pernice Jr.,1.605,3004,1872
2006,0,6567,Vijay Singh,1.605,2889,1800
2006,0,6575,Dudley Hart,1.606,2400,1494
2006,0,1553,John Huston,1.606,2082,1296
2006,0,1810,Phil Mickelson,1.606,1995,1242
2006,0,1928,Corey Pavin,1.606,2024,1260
2006,0,23621,Rory Sabbatini,1.606,2400,1494
2006,0,21407,Arjun Atwal,1.607,2748,1710
2006,0,19881,Robert Damron,1.607,2633,1638
2006,0,22046,Geoff Ogilvy,1.607,2025,1260
2006,0,12755,Vance Veazey,1.607,1707,1062
2006,0,12716,Charley Hoffman,1.608,2836,1764
2006,0,26420,Richard Johnson,1.608,2720,1692
2006,0,6012,Greg Kraft,1.608,2171,1350
2006,0,20382,Stephen Leaney,1.608,2432,1512
2006,0,25240,D.A. Points,1.608,2316,1440
2006,0,12645,Brent Geiberger,1.609,2809,1746
2006,0,20157,Retief Goosen,1.61,1739,1080
2006,0,1706,Davis Love III,1.611,2204,1368
2006,0,22405,Justin Rose,1.611,2755,1710
2006,0,22548,Patrick Sheehan,1.611,2899,1800
2006,0,1473,Todd Hamilton,1.612,2089,1296
2006,0,1948,Tim Petrovic,1.612,2640,1638
2006,0,2206,David Toms,1.612,2002,1242
2006,0,23135,Tim Clark,1.613,2293,1422
2006,0,24924,Bill Haas,1.613,2788,1728
2006,0,20766,Padraig Harrington,1.613,1452,900
2006,0,11032,Frank Lickliter II,1.613,2817,1746
2006,0,24361,Pat Perez,1.613,1452,900
2006,0,25632,Jimmy Walker,1.613,1684,1044
2006,0,6004,Stephen Ames,1.614,1801,1116
2006,0,24925,Jonathan Byrd,1.614,1918,1188
2006,0,24138,Ian Poulter,1.614,1511,936
2006,0,2104,Jeff Sluman,1.614,2934,1818
2006,0,10423,Mike Weir,1.614,2470,1530
2006,0,1035,Tommy Armour III,1.615,1890,1170
2006,0,2223,Bob Tway,1.615,2268,1404
2006,0,27095,Nick Watney,1.616,2763,1710
2006,0,10885,Robert Allenby,1.617,2241,1386
2006,0,6373,José María Olazábal,1.617,1688,1044
2006,0,25900,Lucas Glover,1.619,2944,1818
2006,0,1707,Steve Lowery,1.619,2827,1746
2006,0,1320,Bob Estes,1.62,2479,1530
2006,0,6643,Paul Goydos,1.62,2100,1296
2006,0,1619,Skip Kendall,1.62,2099,1296
2006,0,1666,Bernhard Langer,1.62,2100,1296
2006,0,22913,John Rollins,1.62,2653,1638
2006,0,24507,Jason Bohn,1.621,3035,1872
2006,0,8075,Jerry Kelly,1.621,2917,1800
2006,0,1823,Larry Mize,1.621,1488,918
2006,0,28475,Jeff Overton,1.621,2714,1674
2006,0,25936,Alex Aragon,1.622,1781,1098
2006,0,10733,Kent Jones,1.622,2949,1818
2006,0,20631,David McKenzie,1.622,2335,1440
2006,0,7749,Brett Quigley,1.622,3065,1890
2006,0,21753,Brian Davis,1.623,2629,1620
2006,0,6251,Chris DiMarco,1.623,2279,1404
2006,0,1577,Lee Janzen,1.624,2309,1422
2006,0,1685,J.L. Lewis,1.624,1666,1026
2006,0,21470,Daisuke Maruyama,1.624,2309,1422
2006,0,23623,Bo Van Pelt,1.624,2982,1836
2006,0,1388,Robert Gamez,1.625,2750,1692
2006,0,22378,Trevor Immelman,1.625,2516,1548
2006,0,23788,D.J. Trahan,1.625,2633,1620
2006,0,1132,Mark Brooks,1.626,2605,1602
2006,0,10565,Ian Leggatt,1.626,2225,1368
2006,0,20548,Hidemichi Tanaka,1.626,2136,1314
2006,0,21878,Mark Wilson,1.626,2225,1368
2006,0,7223,Brian Bateman,1.627,1904,1170
2006,0,24358,Robert Garrigus,1.627,2430,1494
2006,0,24502,Adam Scott,1.627,1991,1224
2006,0,27770,Camilo Villegas,1.627,2724,1674
2006,0,1024,Billy Andrade,1.628,2169,1332
2006,0,8835,Kris Cox,1.628,2373,1458
2006,0,23322,Brett Wetterich,1.628,2403,1476
2006,0,22946,Henrik Bjornstad,1.629,2785,1710
2006,0,1219,John Cook,1.629,1964,1206
2006,0,26360,Bubba Dickerson,1.629,2815,1728
2006,0,24024,Zach Johnson,1.629,2580,1584
2006,0,1599,Steve Jones,1.629,2405,1476
2006,0,1381,Fred Funk,1.63,3080,1890
2006,0,1724,Jeff Maggert,1.63,2376,1458
2006,0,2110,Jerry Smith,1.63,2700,1656
2006,0,8385,Omar Uresti,1.63,1731,1062
2006,0,1161,Mark Calcavecchia,1.631,2731,1674
2006,0,25935,John Engler Jr.,1.631,1967,1206
2006,0,23616,Ryan Hietala,1.631,1732,1062
2006,0,1766,Billy Mayfair,1.631,2760,1692
2006,0,1249,John Daly,1.632,1439,882
2006,0,11011,Mike Sposa,1.632,1909,1170
2006,0,8793,Tiger Woods,1.632,1528,936
2006,0,23409,James Driscoll,1.633,2351,1440
2006,0,20378,Mathias Grönberg,1.633,2616,1602
2006,0,19824,Craig Barlow,1.634,2147,1314
2006,0,23349,Charles Warren,1.634,2647,1620
2006,0,20812,Tjaart van der Walt,1.635,1677,1026
2006,0,12782,Tim Herron,1.636,2385,1458
2006,0,21660,Jason Schultz,1.636,2209,1350
2006,0,20472,Alex Cejka,1.637,2681,1638
2006,0,6350,Bob May,1.637,1827,1116
2006,0,2246,Duffy Waldorf,1.637,2711,1656
