YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
2024,77,0,27644,Brian Harman,58.45%,83,142
2024,77,0,48319,Tom Whitney,58.45%,83,142
2024,79,0,47347,Adam Schenk,58.42%,118,202
2024,80,0,48887,Matt Wallace,58.41%,66,113
2024,81,0,51997,Andrew Novak,58.39%,87,149
2024,81,0,33486,Roger Sloan,58.39%,80,137
2024,83,0,58168,Davis Thompson,58.29%,102,175
2024,84,0,28089,Jason Day,58.22%,85,146
2024,85,0,37455,Si Woo Kim,58.04%,83,143
2024,86,0,56630,Akshay Bhatia,57.99%,98,169
2024,87,0,51287,Ryo Hisatsune,57.95%,102,176
2024,88,0,56149,Wilson Furr,57.60%,72,125
2024,89,0,52375,Doug Ghim,57.50%,92,160
2024,90,0,50188,S.H. Kim,57.48%,146,254
2024,90,0,40115,Adam Svensson,57.48%,123,214
2024,90,0,47483,Will Zalatoris,57.48%,73,127
2024,93,0,31646,Emiliano Grillo,57.46%,77,134
2024,94,0,47591,Eric Cole,57.44%,139,242
2024,95,0,50484,Hayden Springer,57.31%,98,171
2024,96,0,25900,Lucas Glover,57.24%,87,152
2024,97,0,47504,Sam Burns,57.14%,76,133
2024,98,0,54783,Dylan Wu,56.97%,94,165
2024,99,0,26476,Chez Reavie,56.95%,86,151
2024,100,0,34046,Jordan Spieth,56.93%,78,137
2024,101,0,54421,Garrick Higgo,56.91%,103,181
2024,102,0,30927,Brendon Todd,56.90%,136,239
2024,103,0,52374,Brandon Wu,56.88%,91,160
2024,104,0,46441,Robby Shelton,56.84%,108,190
2024,105,0,59095,Chris Gotterup,56.80%,96,169
2024,106,0,35450,Patrick Cantlay,56.56%,69,122
2024,107,0,32070,Rafael Campos,56.49%,87,154
2024,108,0,52513,Carson Young,56.45%,105,186
2024,109,0,27139,David Skinns,56.41%,88,156
2024,110,0,27064,Jhonattan Vegas,56.36%,62,110
2024,111,0,57366,Cameron Young,56.16%,82,146
2024,112,0,47988,Nick Hardy,55.92%,85,152
2024,113,0,55182,Tom Kim,55.91%,71,127
2024,114,0,29420,Billy Horschel,55.78%,82,147
2024,115,0,39975,Michael Kim,55.56%,95,171
2024,116,0,47983,Chad Ramey,55.48%,86,155
2024,117,0,40250,Taylor Pendrith,55.40%,77,139
2024,118,0,34374,Erik Barnes,55.33%,83,150
2024,119,0,55454,Carl Yuan,55.31%,99,179
2024,120,0,39997,Corey Conners,55.26%,63,114
2024,121,0,33141,Keegan Bradley,55.15%,75,136
2024,122,0,49947,Taylor Moore,55.11%,97,176
2024,123,0,47663,Kevin Dougherty,54.96%,72,131
2024,124,0,59866,Nick Dunlap,54.90%,84,153
2024,125,0,59836,Pierceson Coody,54.84%,85,155
2024,126,0,33408,Tyson Alexander,54.82%,91,166
2024,127,0,46717,Viktor Hovland,54.81%,57,104
2024,128,0,33653,Thomas Detry,54.79%,80,146
2024,128,0,51894,Vince Whaley,54.79%,80,146
2024,130,0,60004,Jacob Bridgeman,54.76%,92,168
2024,130,0,34563,Chesson Hadley,54.76%,69,126
2024,130,0,40006,Erik van Rooyen,54.76%,69,126
2024,133,0,32791,K.H. Lee,54.60%,89,163
2024,134,0,37378,Min Woo Lee,54.48%,73,134
2024,135,0,49771,J.T. Poston,54.29%,76,140
2024,136,0,39546,Keith Mitchell,54.17%,78,144
2024,137,0,34255,Joseph Bramlett,54.05%,80,148
2024,138,0,50497,Adrien Dumont de Chassart,53.80%,92,171
2024,139,0,48084,Wesley Bryan,53.77%,57,106
2024,140,0,52514,Trace Crowe,53.66%,88,164
2024,141,0,27330,Josh Teater,53.57%,60,112
2024,142,0,37275,Sam Ryder,53.42%,86,161
2024,143,0,51070,Vincent Norrman,53.41%,47,88
2024,144,0,38991,Alejandro Tosti,53.33%,88,165
2024,145,0,34466,Peter Malnati,53.19%,100,188
2024,145,0,36871,Matt NeSmith,53.19%,75,141
2024,147,0,29725,Tony Finau,53.15%,76,143
2024,148,0,34021,Bud Cauley,53.00%,53,100
2024,149,0,36699,Patrick Rodgers,52.94%,99,187
2024,150,0,51766,Wyndham Clark,52.88%,55,104
2024,151,0,29936,Ryan Fox,52.71%,68,129
2024,152,0,36326,David Lipsky,52.67%,69,131
2024,153,0,52453,Nicolai Højgaard,52.63%,60,114
2024,154,0,35617,Martin Trainer,52.59%,61,116
2024,155,0,48867,Matti Schmid,52.53%,83,158
2024,156,0,34256,Andrew Putnam,52.34%,67,128
2024,157,0,57362,Austin Eckroat,52.32%,79,151
2024,158,0,32366,Kevin Chappell,52.17%,60,115
2024,159,0,33948,Byeong Hun An,52.03%,64,123
2024,160,0,35310,Lanto Griffin,52.00%,65,125
2024,161,0,27129,Luke List,51.70%,76,147
2024,162,0,48699,Callum Tarren,51.65%,94,182
2024,163,0,48119,Ben Taylor,51.57%,82,159
2024,164,0,47420,Jake Knapp,51.47%,70,136
2024,165,0,52372,Cameron Champ,51.46%,53,103
2024,166,0,46113,Ryan McCormick,51.45%,71,138
2024,167,0,55708,Hayden Buckley,51.32%,78,152
2024,168,0,31323,Gary Woodland,51.27%,81,158
2024,169,0,40026,Daniel Berger,51.26%,61,119
2024,170,0,39324,J.J. Spaun,51.09%,70,137
2024,171,0,45157,Cam Davis,50.91%,84,165
2024,172,0,34076,Joel Dahmen,50.65%,78,154
2024,173,0,48153,Matthieu Pavon,50.43%,58,115
2024,174,0,47995,Davis Riley,50.28%,91,181
2024,175,0,32757,Patton Kizzire,50.00%,41,82
2024,175,0,50493,Justin Suh,50.00%,80,160
2024,177,0,28420,Ryan Brehm,49.59%,60,121
2024,178,0,27649,Brandt Snedeker,49.29%,69,140
2024,179,0,33399,Adam Hadwin,49.28%,68,138
2024,180,0,27770,Camilo Villegas,48.72%,57,117
2024,181,0,29478,Kevin Kisner,48.06%,62,129
2024,182,0,52666,Sami Valimaki,47.22%,68,144
2024,183,0,60767,Blaine Hale Jr.,46.04%,64,139
2024,184,0,37212,Paul Barjon,41.13%,58,141
2023,1,0,24925,Jonathan Byrd,69.66%,101,145
2023,2,0,46046,Scottie Scheffler,67.54%,77,114
2023,3,0,20229,Stewart Cink,67.50%,108,160
2023,4,0,22371,Aaron Baddeley,66.33%,130,196
2023,5,0,52375,Doug Ghim,66.29%,118,178
2023,6,0,30927,Brendon Todd,65.92%,147,223
2023,7,0,36724,Augusto Núñez,65.27%,109,167
2023,8,0,34098,Russell Henley,64.93%,87,134
2023,9,0,22056,Cameron Percy,64.79%,92,142
2023,10,0,30692,Scott Stallings,64.12%,84,131
2023,11,0,50188,S.H. Kim,64.09%,191,298
2023,12,0,40098,Matt Fitzpatrick,64.05%,98,153
2023,13,0,27644,Brian Harman,64.00%,96,150
2023,14,0,32839,Hideki Matsuyama,63.58%,103,162
2023,15,0,33948,Byeong Hun An,63.44%,144,227
2023,16,0,39977,Max Homa,63.41%,104,164
2023,16,0,37455,Si Woo Kim,63.41%,104,164
2023,18,0,27963,Chris Stroud,63.08%,82,130
2023,19,0,30926,Chris Kirk,62.75%,96,153
2023,20,0,32816,Satoshi Kodaira,62.70%,79,126
2023,21,0,30163,Henrik Norlander,62.57%,117,187
2023,22,0,24140,Sean O'Hair,62.50%,80,128
2023,23,0,51997,Andrew Novak,62.10%,154,248
2023,24,0,48887,Matt Wallace,61.90%,117,189
2023,25,0,30911,Tommy Fleetwood,61.81%,89,144
2023,26,0,33653,Thomas Detry,61.43%,129,210
2023,27,0,23108,Matt Kuchar,61.38%,116,189
2023,28,0,47591,Eric Cole,61.11%,176,288
2023,29,0,33410,Andrew Landry,60.82%,118,194
2023,30,0,46435,Austin Cook,60.80%,121,199
2023,31,0,59018,Ryan Gerard,60.69%,105,173
2023,32,0,35450,Patrick Cantlay,60.53%,69,114
2023,33,0,49766,Hank Lebioda,60.45%,81,134
2023,33,0,47993,Denny McCarthy,60.45%,107,177
2023,35,0,26596,Ryan Moore,60.38%,96,159
2023,36,0,46717,Viktor Hovland,60.34%,105,174
2023,37,0,35617,Martin Trainer,60.26%,94,156
2023,38,0,31560,Brian Stuard,60.23%,106,176
2023,39,0,31202,William McGirt,60.19%,65,108
2023,40,0,39954,Cody Gribble,60.11%,107,178
2023,41,0,39324,J.J. Spaun,60.10%,116,193
2023,42,0,45522,Christiaan Bezuidenhout,60.00%,96,160
2023,42,0,33399,Adam Hadwin,60.00%,93,155
2023,42,0,36799,Stephan Jaeger,60.00%,135,225
2023,45,0,35901,Paul Haley II,59.73%,132,221
2023,46,0,39058,Lucas Herbert,59.71%,83,139
2023,47,0,34256,Andrew Putnam,59.48%,91,153
2023,48,0,36801,Mark Hubbard,59.41%,142,239
2023,49,0,22405,Justin Rose,59.40%,79,133
2023,50,0,32102,Rickie Fowler,59.32%,105,177
2023,51,0,25900,Lucas Glover,59.28%,115,194
2023,52,0,29535,Brice Garnett,59.09%,104,176
2023,53,0,25632,Jimmy Walker,59.05%,124,210
2023,54,0,34099,Harris English,58.88%,116,197
2023,55,0,28237,Rory McIlroy,58.65%,78,133
2023,56,0,25818,Scott Piercy,58.64%,129,220
2023,57,0,48081,Xander Schauffele,58.55%,89,152
2023,58,0,47347,Adam Schenk,58.53%,127,217
2023,59,0,37275,Sam Ryder,58.48%,131,224
2023,60,0,47504,Sam Burns,58.44%,90,154
2023,61,0,47983,Chad Ramey,58.33%,119,204
2023,62,0,47995,Davis Riley,58.30%,130,223
2023,63,0,32640,Troy Merritt,58.25%,113,194
2023,64,0,27349,Alex Noren,58.24%,99,170
2023,65,0,54628,Lee Hodges,58.23%,145,249
2023,66,0,35532,Tom Hoge,58.20%,110,189
2023,67,0,35449,Adam Long,58.19%,135,232
2023,68,0,40115,Adam Svensson,58.13%,143,246
2023,69,0,49947,Taylor Moore,58.06%,126,217
2023,70,0,51349,Nico Echavarria,57.84%,107,185
2023,70,0,25493,Nick Taylor,57.84%,118,204
2023,72,0,34363,Tyrrell Hatton,57.79%,89,154
2023,73,0,46340,Alex Smalley,57.76%,134,232
2023,74,0,26476,Chez Reavie,57.73%,112,194
2023,75,0,35461,Beau Hossler,57.69%,135,234
2023,76,0,46414,Aaron Rai,57.35%,117,204
2023,77,0,34610,Matthias Schwab,57.29%,114,199
2023,78,0,24024,Zach Johnson,57.26%,67,117
2023,79,0,32757,Patton Kizzire,57.20%,139,243
2023,79,0,34409,David Lingmerth,57.20%,139,243
2023,81,0,49298,Kramer Hickok,57.14%,104,182
2023,81,0,46601,Trey Mullinax,57.14%,92,161
2023,83,0,27129,Luke List,57.06%,97,170
2023,84,0,47079,Harrison Endycott,56.99%,106,186
2023,85,0,45157,Cam Davis,56.98%,102,179
2023,86,0,34431,Robert Streb,56.79%,92,162
2023,87,0,58967,Trevor Werbylo,56.78%,113,199
2023,88,0,57362,Austin Eckroat,56.67%,119,210
2023,89,0,46441,Robby Shelton,56.62%,154,272
2023,90,0,25686,Jason Dufner,56.61%,107,189
2023,91,0,33122,Russell Knox,56.57%,112,198
2023,92,0,39975,Michael Kim,56.54%,121,214
2023,93,0,49960,Sepp Straka,56.50%,100,177
2023,94,0,29725,Tony Finau,56.46%,83,147
2023,95,0,50095,Austin Smotherman,56.42%,123,218
2023,96,0,31577,Tano Goya,56.35%,102,181
2023,97,0,31646,Emiliano Grillo,56.31%,116,206
2023,97,0,51890,Greyson Sigg,56.31%,116,206
2023,99,0,33448,Justin Thomas,56.25%,72,128
2023,100,0,35879,Kelly Kraft,56.22%,104,185
2023,101,0,29420,Billy Horschel,56.20%,77,137
2023,102,0,29908,C.T. Pan,56.19%,59,105
2023,103,0,12716,Charley Hoffman,55.90%,90,161
2023,104,0,48699,Callum Tarren,55.87%,119,213
2023,105,0,28252,Seamus Power,55.78%,82,147
2023,105,0,27214,Kevin Streelman,55.78%,111,199
2023,107,0,39067,MJ Daffue,55.69%,137,246
2023,108,0,51766,Wyndham Clark,55.61%,109,196
2023,109,0,57975,Harry Hall,55.60%,139,250
2023,110,0,52955,Ludvig Åberg,55.56%,55,99
2023,110,0,48084,Wesley Bryan,55.56%,65,117
2023,110,0,31557,Jim Herman,55.56%,70,126
2023,110,0,39546,Keith Mitchell,55.56%,110,198
2023,114,0,34076,Joel Dahmen,55.44%,107,193
2023,115,0,55789,Taylor Montgomery,55.41%,123,222
2023,115,0,34046,Jordan Spieth,55.41%,82,148
2023,117,0,33204,Shane Lowry,55.36%,62,112
2023,118,0,36699,Patrick Rodgers,55.33%,135,244
2023,119,0,27095,Nick Watney,55.29%,94,170
2023,120,0,28089,Jason Day,55.22%,74,134
2023,121,0,34466,Peter Malnati,55.17%,128,232
2023,122,0,51070,Vincent Norrman,55.09%,92,167
2023,123,0,31323,Gary Woodland,55.03%,82,149
2023,124,0,58696,Peter Kuest,55.00%,44,80
2023,125,0,33597,Harry Higgs,54.90%,112,204
2023,126,0,47128,Richy Werenski,54.86%,141,257
2023,127,0,40250,Taylor Pendrith,54.75%,98,179
2023,128,0,32366,Kevin Chappell,54.69%,70,128
2023,128,0,28775,Nate Lashley,54.69%,105,192
2023,130,0,46442,Maverick McNealy,54.61%,77,141
2023,131,0,32333,Kevin Tway,54.59%,107,196
2023,132,0,23320,Ryan Palmer,54.55%,78,143
2023,133,0,47988,Nick Hardy,54.13%,131,242
2023,134,0,32139,Danny Willett,53.90%,76,141
2023,135,0,40058,Zac Blair,53.85%,84,156
2023,136,0,39335,Kevin Roy,53.75%,86,160
2023,137,0,51491,Brandon Matthews,53.73%,72,134
2023,138,0,50525,Collin Morikawa,53.72%,65,121
2023,139,0,40162,Justin Lower,53.67%,139,259
2023,140,0,39997,Corey Conners,53.38%,79,148
2023,140,0,55182,Tom Kim,53.38%,79,148
2023,142,0,29289,S.Y. Noh,53.33%,88,165
2023,143,0,39971,Sungjae Im,53.30%,105,197
2023,144,0,57366,Cameron Young,53.25%,90,169
2023,145,0,55893,Sam Stevens,53.23%,132,248
2023,146,0,34255,Joseph Bramlett,53.22%,91,171
2023,147,0,36326,David Lipsky,53.06%,104,196
2023,148,0,48117,Kurt Kitayama,52.83%,84,159
2023,149,0,29970,Dylan Frittelli,52.82%,103,195
2023,150,0,33408,Tyson Alexander,52.63%,110,209
2023,151,0,50493,Justin Suh,52.56%,123,234
2023,152,0,52374,Brandon Wu,52.49%,137,261
2023,153,0,54421,Garrick Higgo,52.47%,117,223
2023,153,0,33413,Ben Martin,52.47%,117,223
2023,155,0,27936,Martin Laird,52.44%,86,164
2023,155,0,51950,Max McGreevy,52.44%,118,225
2023,155,0,51634,Sahith Theegala,52.44%,129,246
2023,158,0,54591,Ben Griffin,52.31%,136,260
2023,159,0,19803,Ryan Armour,52.17%,84,161
2023,160,0,34563,Chesson Hadley,52.02%,90,173
2023,160,0,54783,Dylan Wu,52.02%,116,223
2023,162,0,24502,Adam Scott,51.97%,66,127
2023,162,0,48119,Ben Taylor,51.97%,132,254
2023,164,0,49771,J.T. Poston,51.76%,88,170
2023,165,0,55454,Carl Yuan,51.72%,105,203
2023,166,0,46970,Jon Rahm,51.64%,63,122
2023,167,0,52453,Nicolai Hojgaard,51.52%,51,99
2023,168,0,35506,Mackenzie Hughes,51.27%,101,197
2023,169,0,55708,Hayden Buckley,51.18%,87,170
2023,170,0,52411,Kyle Westmoreland,51.05%,97,190
2023,171,0,28420,Ryan Brehm,50.85%,90,177
2023,172,0,32791,K.H. Lee,50.82%,93,183
2023,172,0,36871,Matt NeSmith,50.82%,93,183
2023,174,0,45242,Kevin Yu,50.78%,65,128
2023,175,0,27974,Sung Kang,50.77%,66,130
2023,176,0,35310,Lanto Griffin,50.41%,61,121
2023,177,0,53165,Doc Redman,50.34%,75,149
2023,178,0,33141,Keegan Bradley,50.32%,79,157
2023,179,0,52513,Carson Young,50.28%,90,179
2023,180,0,32448,James Hahn,50.27%,92,183
2023,180,0,58168,Davis Thompson,50.27%,93,185
2023,182,0,37338,Zecheng Dou,50.21%,121,241
2023,183,0,29221,Webb Simpson,49.58%,59,119
2023,184,0,27554,Scott Harrington,49.43%,86,174
2023,185,0,52372,Cameron Champ,49.29%,69,140
2023,186,0,56630,Akshay Bhatia,49.17%,89,181
2023,186,0,40006,Erik van Rooyen,49.17%,89,181
2023,188,0,32662,Michael Gligic,48.43%,77,159
2023,189,0,49453,Trevor Cone,48.10%,76,158
2023,190,0,48867,Matti Schmid,48.02%,85,177
2023,191,0,45609,Tyler Duncan,47.62%,80,168
2023,192,0,51414,Brent Grant,45.26%,86,190
2023,193,0,56762,Will Gordon,44.49%,101,227
2022,1,0,40098,Matt Fitzpatrick,73.58,117,159
2022,2,0,23108,Matt Kuchar,67.35,99,147
2022,3,0,47529,Mito Pereira,65.03,106,163
2022,4,0,34046,Jordan Spieth,64.1,100,156
2022,5,0,29725,Tony Finau,63.98,103,161
2022,6,0,27214,Kevin Streelman,63.95,110,172
2022,7,0,35461,Beau Hossler,63.8,104,163
2022,8,0,24361,Pat Perez,63.77,88,138
2022,9,0,49960,Sepp Straka,63.69,107,168
2022,10,0,29518,Brendan Steele,63.57,82,129
2022,11,0,35532,Tom Hoge,63.46,99,156
2022,12,0,39971,Sungjae Im,63.29,100,158
2022,13,0,31560,Brian Stuard,63.27,124,196
2022,14,0,33448,Justin Thomas,63.24,86,136
2022,15,0,49964,Aaron Wise,63.06,99,157
2022,16,0,57366,Cameron Young,63.03,104,165
2022,17,0,30927,Brendon Todd,62.94,107,170
2022,18,0,30692,Scott Stallings,62.44,128,205
2022,19,0,29535,Brice Garnett,62.33,91,146
2022,20,0,35450,Patrick Cantlay,61.9,78,126
2022,21,0,51634,Sahith Theegala,61.8,165,267
2022,22,0,51890,Greyson Sigg,61.58,117,190
2022,23,0,34098,Russell Henley,61.54,72,117
2022,24,0,24980,Scott Gutschewski,61.26,68,111
2022,25,0,39953,Chase Seiffert,61.06,69,113
2022,26,0,47483,Will Zalatoris,60.98,75,123
2022,27,0,45522,Christiaan Bezuidenhout,60.92,106,174
2022,28,0,29420,Billy Horschel,60.8,76,125
2022,29,0,32640,Troy Merritt,60.78,124,204
2022,30,0,45609,Tyler Duncan,60.69,105,173
2022,30,0,35506,Mackenzie Hughes,60.69,105,173
2022,32,0,56278,Matthew Wolff,60.67,54,89
2022,33,0,31646,Emiliano Grillo,60.54,89,147
2022,34,0,24925,Jonathan Byrd,60.5,72,119
2022,35,0,36852,Jim Knous,60.45,81,134
2022,36,0,37455,Si Woo Kim,60.34,108,179
2022,37,0,23325,Vaughn Taylor,60.33,73,121
2022,38,0,47993,Denny McCarthy,60.27,132,219
2022,39,0,34256,Andrew Putnam,60.2,118,196
2022,40,0,46414,Aaron Rai,60.11,107,178
2022,41,0,30911,Tommy Fleetwood,60.0,60,100
2022,41,0,46717,Viktor Hovland,60.0,81,135
2022,43,0,33204,Shane Lowry,59.78,55,92
2022,44,0,33597,Harry Higgs,59.66,105,176
2022,44,0,10381,Curtis Thompson,59.66,105,176
2022,46,0,48084,Wesley Bryan,59.62,62,104
2022,47,0,30944,Jason Kokrak,59.57,56,94
2022,48,0,34466,Peter Malnati,59.47,135,227
2022,49,0,32139,Danny Willett,59.44,85,143
2022,50,0,50525,Collin Morikawa,59.26,48,81
2022,51,0,39058,Lucas Herbert,59.24,93,157
2022,52,0,36801,Mark Hubbard,59.21,90,152
2022,53,0,32662,Michael Gligic,59.15,84,142
2022,54,0,29478,Kevin Kisner,58.95,56,95
2022,55,0,49771,J.T. Poston,58.9,86,146
2022,56,0,31420,Anirban Lahiri,58.87,83,141
2022,57,0,21961,Charles Howell III,58.76,57,97
2022,58,0,52375,Doug Ghim,58.68,98,167
2022,59,0,23621,Rory Sabbatini,58.65,78,133
2022,60,0,26300,Matt Jones,58.49,62,106
2022,61,0,26851,Marc Leishman,58.46,76,130
2022,62,0,27644,Brian Harman,58.45,83,142
2022,63,0,51766,Wyndham Clark,58.37,122,209
2022,64,0,27349,Alex Noren,58.21,78,134
2022,65,0,32791,K.H. Lee,57.92,106,183
2022,66,0,46435,Austin Cook,57.89,88,152
2022,66,0,24138,Ian Poulter,57.89,44,76
2022,66,0,25493,Nick Taylor,57.89,132,228
2022,69,0,51950,Max McGreevy,57.87,103,178
2022,70,0,29908,C.T. Pan,57.83,96,166
2022,71,0,34360,Patrick Reed,57.75,82,142
2022,72,0,48822,Sebastián Muñoz,57.63,102,177
2022,73,0,27936,Martin Laird,57.52,65,113
2022,74,0,46046,Scottie Scheffler,57.48,73,127
2022,75,0,54783,Dylan Wu,57.47,100,174
2022,76,0,31323,Gary Woodland,57.4,97,169
2022,77,0,25818,Scott Piercy,57.39,101,176
2022,78,0,36699,Patrick Rodgers,57.35,117,204
2022,79,0,46402,Talor Gooch,57.28,59,103
2022,80,0,39997,Corey Conners,57.25,79,138
2022,81,0,45540,Jared Wolfe,57.03,73,128
2022,82,0,28252,Seamus Power,57.02,69,121
2022,83,0,31557,Jim Herman,56.99,53,93
2022,84,0,35879,Kelly Kraft,56.94,82,144
2022,85,0,28114,Dawie van der Walt,56.88,91,160
2022,86,0,47995,Davis Riley,56.7,110,194
2022,87,0,34610,Matthias Schwab,56.6,90,159
2022,87,0,27770,Camilo Villegas,56.6,90,159
2022,89,0,33141,Keegan Bradley,56.58,86,152
2022,90,0,26476,Chez Reavie,56.48,109,193
2022,91,0,37275,Sam Ryder,56.44,92,163
2022,92,0,33122,Russell Knox,56.33,89,158
2022,93,0,32839,Hideki Matsuyama,56.25,63,112
2022,94,0,52374,Brandon Wu,56.21,86,153
2022,95,0,23983,Luke Donald,56.08,83,148
2022,96,0,35449,Adam Long,56.05,88,157
2022,97,0,46340,Alex Smalley,56.04,116,207
2022,98,0,34563,Chesson Hadley,56.0,84,150
2022,99,0,32816,Satoshi Kodaira,55.96,61,109
2022,100,0,33399,Adam Hadwin,55.91,104,186
2022,101,0,52372,Cameron Champ,55.75,63,113
2022,102,0,30978,Kiradech Aphibarnrat,55.74,68,122
2022,103,0,39324,J.J. Spaun,55.67,108,194
2022,104,0,47504,Sam Burns,55.65,69,124
2022,105,0,54628,Lee Hodges,55.43,102,184
2022,106,0,40162,Justin Lower,55.41,87,157
2022,107,0,34174,John Huh,55.36,93,168
2022,108,0,53165,Doc Redman,55.35,88,159
2022,109,0,47347,Adam Schenk,55.31,99,179
2022,110,0,19803,Ryan Armour,55.26,63,114
2022,111,0,39546,Keith Mitchell,55.15,91,165
2022,112,0,28775,Nate Lashley,55.09,92,167
2022,113,0,36799,Stephan Jaeger,55.05,109,198
2022,114,0,34431,Robert Streb,54.95,100,182
2022,115,0,46970,Jon Rahm,54.92,67,122
2022,116,0,29289,S.Y. Noh,54.89,73,133
2022,116,0,37189,Harold Varner III,54.89,73,133
2022,118,0,51997,Andrew Novak,54.86,96,175
2022,119,0,29970,Dylan Frittelli,54.85,113,206
2022,120,0,33490,Bo Hoag,54.84,68,124
2022,121,0,36326,David Lipsky,54.8,97,177
2022,122,0,27129,Luke List,54.76,69,126
2022,123,0,47983,Chad Ramey,54.41,74,136
2022,124,0,36689,Brooks Koepka,54.35,50,92
2022,125,0,33667,Carlos Ortiz,54.33,69,127
2022,126,0,48117,Kurt Kitayama,54.24,96,177
2022,126,0,48081,Xander Schauffele,54.24,64,118
2022,128,0,30926,Chris Kirk,54.17,91,168
2022,129,0,24924,Bill Haas,54.12,92,170
2022,130,0,39977,Max Homa,54.07,93,172
2022,130,0,32333,Kevin Tway,54.07,93,172
2022,132,0,49766,Hank Lebioda,53.94,89,165
2022,133,0,12716,Charley Hoffman,53.9,83,154
2022,134,0,49947,Taylor Moore,53.89,97,180
