YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
2024,89,0,34256,Andrew Putnam,39.58%,171,432
2024,89,0,29221,Webb Simpson,39.58%,114,288
2024,92,0,47988,Nick Hardy,39.51%,192,486
2024,92,0,33204,Shane Lowry,39.51%,128,324
2024,94,0,51349,Nico Echavarria,39.48%,199,504
2024,95,0,22405,Justin Rose,39.47%,135,342
2024,96,0,33486,Roger Sloan,39.39%,156,396
2024,97,0,59836,Pierceson Coody,39.37%,163,414
2024,98,0,49947,Taylor Moore,39.29%,198,504
2024,99,0,32333,Kevin Tway,39.20%,127,324
2024,100,0,35617,Martin Trainer,39.17%,141,360
2024,101,0,29725,Tony Finau,39.15%,148,378
2024,102,0,57362,Austin Eckroat,39.11%,176,450
2024,103,0,33408,Tyson Alexander,39.10%,183,468
2024,104,0,25900,Lucas Glover,39.09%,190,486
2024,104,0,36801,Mark Hubbard,39.09%,190,486
2024,106,0,29420,Billy Horschel,38.89%,147,378
2024,106,0,39975,Michael Kim,38.89%,189,486
2024,106,0,48153,Matthieu Pavon,38.89%,126,324
2024,106,0,46340,Alex Smalley,38.89%,182,468
2024,110,0,27064,Jhonattan Vegas,38.62%,146,378
2024,111,0,33968,Thorbjørn Olesen,38.52%,104,270
2024,112,0,36699,Patrick Rodgers,38.49%,194,504
2024,113,0,32640,Troy Merritt,38.46%,180,468
2024,114,0,33141,Keegan Bradley,38.38%,152,396
2024,115,0,54628,Lee Hodges,38.29%,193,504
2024,116,0,34076,Joel Dahmen,38.25%,179,468
2024,116,0,36884,Ben Kohles,38.25%,179,468
2024,118,0,34021,Bud Cauley,38.24%,117,306
2024,119,0,25493,Nick Taylor,38.22%,172,450
2024,119,0,54783,Dylan Wu,38.22%,172,450
2024,121,0,32070,Rafael Campos,38.16%,158,414
2024,121,0,29936,Ryan Fox,38.16%,158,414
2024,123,0,34046,Jordan Spieth,38.10%,144,378
2024,124,0,59442,Parker Coody,37.96%,123,324
2024,124,0,38991,Alejandro Tosti,37.96%,164,432
2024,126,0,27936,Martin Laird,37.92%,157,414
2024,126,0,50484,Hayden Springer,37.92%,157,414
2024,128,0,39997,Corey Conners,37.88%,150,396
2024,129,0,24024,Zach Johnson,37.85%,109,288
2024,130,0,52955,Ludvig Åberg,37.78%,136,360
2024,130,0,39324,J.J. Spaun,37.78%,170,450
2024,130,0,47483,Will Zalatoris,37.78%,136,360
2024,133,0,37378,Min Woo Lee,37.65%,122,324
2024,134,0,51287,Ryo Hisatsune,37.61%,176,468
2024,135,0,32757,Patton Kizzire,37.57%,142,378
2024,136,0,54421,Garrick Higgo,37.56%,169,450
2024,137,0,40162,Justin Lower,37.50%,189,504
2024,138,0,52374,Brandon Wu,37.45%,182,486
2024,139,0,37212,Paul Barjon,37.44%,155,414
2024,139,0,54576,Patrick Fishburn,37.44%,155,414
2024,139,0,55454,Carl Yuan,37.44%,155,414
2024,142,0,48887,Matt Wallace,37.43%,128,342
2024,143,0,48117,Kurt Kitayama,37.37%,148,396
2024,144,0,35310,Lanto Griffin,37.22%,134,360
2024,145,0,46414,Aaron Rai,37.20%,154,414
2024,146,0,40115,Adam Svensson,37.10%,207,558
2024,147,0,49960,Sepp Straka,36.96%,153,414
2024,148,0,27330,Josh Teater,36.87%,146,396
2024,149,0,30911,Tommy Fleetwood,36.84%,126,342
2024,149,0,30163,Henrik Norlander,36.84%,126,342
2024,151,0,12716,Charley Hoffman,36.77%,139,378
2024,151,0,47679,Victor Perez,36.77%,139,378
2024,153,0,60067,Joe Highsmith,36.71%,152,414
2024,154,0,39546,Keith Mitchell,36.67%,165,450
2024,155,0,34255,Joseph Bramlett,36.54%,171,468
2024,156,0,50497,Adrien Dumont de Chassart,36.22%,163,450
2024,156,0,31323,Gary Woodland,36.22%,163,450
2024,158,0,28775,Nate Lashley,36.00%,162,450
2024,159,0,27349,Alex Noren,35.96%,123,342
2024,160,0,55708,Hayden Buckley,35.90%,168,468
2024,161,0,27139,David Skinns,35.47%,166,468
2024,162,0,28420,Ryan Brehm,35.33%,159,450
2024,162,0,51696,Rico Hoey,35.33%,159,450
2024,162,0,48119,Ben Taylor,35.33%,159,450
2024,165,0,50095,Austin Smotherman,35.32%,89,252
2024,166,0,32366,Kevin Chappell,35.29%,108,306
2024,167,0,39327,Ben Silverman,35.10%,139,396
2024,167,0,27214,Kevin Streelman,35.10%,139,396
2024,169,0,45242,Kevin Yu,34.95%,151,432
2024,170,0,29478,Kevin Kisner,34.92%,132,378
2024,171,0,52372,Cameron Champ,34.85%,138,396
2024,172,0,23320,Ryan Palmer,34.81%,94,270
2024,173,0,48699,Callum Tarren,34.62%,162,468
2024,174,0,36326,David Lipsky,34.49%,149,432
2024,175,0,48319,Tom Whitney,34.26%,148,432
2024,176,0,27129,Luke List,34.19%,160,468
2024,176,0,51890,Greyson Sigg,34.19%,160,468
2024,178,0,51070,Vincent Norrman,33.99%,104,306
2024,179,0,47663,Kevin Dougherty,33.82%,140,414
2024,179,0,27770,Camilo Villegas,33.82%,140,414
2024,181,0,52375,Doug Ghim,33.76%,158,468
2024,182,0,40026,Daniel Berger,32.41%,140,432
2024,183,0,36871,Matt NeSmith,32.26%,151,468
2024,184,0,45609,Tyler Duncan,31.71%,137,432
2023,1,0,39977,Max Homa,47.10%,195,414
2023,2,0,30911,Tommy Fleetwood,46.94%,169,360
2023,3,0,46442,Maverick McNealy,46.49%,159,342
2023,4,0,55789,Taylor Montgomery,45.93%,248,540
2023,5,0,34363,Tyrrell Hatton,45.83%,165,360
2023,6,0,47591,Eric Cole,45.52%,295,648
2023,7,0,47993,Denny McCarthy,45.04%,227,504
2023,8,0,32816,Satoshi Kodaira,45.03%,154,342
2023,9,0,33948,Byeong Hun An,45.02%,235,522
2023,10,0,35506,Mackenzie Hughes,44.84%,226,504
2023,11,0,31560,Brian Stuard,44.65%,217,486
2023,12,0,31202,William McGirt,44.44%,136,306
2023,13,0,22405,Justin Rose,44.17%,159,360
2023,14,0,47983,Chad Ramey,44.10%,254,576
2023,15,0,49771,J.T. Poston,44.07%,238,540
2023,16,0,34046,Jordan Spieth,43.92%,166,378
2023,17,0,28237,Rory McIlroy,43.79%,134,306
2023,18,0,51634,Sahith Theegala,43.68%,228,522
2023,19,0,47128,Richy Werenski,43.33%,273,630
2023,20,0,39058,Lucas Herbert,43.27%,148,342
2023,21,0,35449,Adam Long,43.24%,288,666
2023,22,0,35461,Beau Hossler,43.23%,249,576
2023,23,0,50188,S.H. Kim,43.14%,264,612
2023,24,0,45157,Cam Davis,43.06%,217,504
2023,25,0,29289,S.Y. Noh,42.98%,147,342
2023,26,0,37275,Sam Ryder,42.97%,263,612
2023,27,0,39971,Sungjae Im,42.91%,224,522
2023,28,0,37455,Si Woo Kim,42.86%,216,504
2023,29,0,24925,Jonathan Byrd,42.75%,177,414
2023,30,0,52374,Brandon Wu,42.65%,261,612
2023,31,0,22371,Aaron Baddeley,42.59%,184,432
2023,32,0,47504,Sam Burns,42.51%,176,414
2023,33,0,25818,Scott Piercy,42.41%,229,540
2023,34,0,51766,Wyndham Clark,42.39%,206,486
2023,35,0,30927,Brendon Todd,42.15%,220,522
2023,36,0,54628,Lee Hodges,42.09%,250,594
2023,37,0,30926,Chris Kirk,42.06%,212,504
2023,37,0,33448,Justin Thomas,42.06%,159,378
2023,39,0,46717,Viktor Hovland,41.92%,166,396
2023,40,0,52453,Nicolai Hojgaard,41.88%,98,234
2023,40,0,23108,Matt Kuchar,41.88%,196,468
2023,42,0,33653,Thomas Detry,41.77%,203,486
2023,42,0,27644,Brian Harman,41.77%,203,486
2023,44,0,32640,Troy Merritt,41.67%,240,576
2023,44,0,48081,Xander Schauffele,41.67%,150,360
2023,44,0,24502,Adam Scott,41.67%,135,324
2023,47,0,50493,Justin Suh,41.58%,232,558
2023,48,0,20229,Stewart Cink,41.56%,202,486
2023,48,0,32102,Rickie Fowler,41.56%,187,450
2023,50,0,35450,Patrick Cantlay,41.52%,142,342
2023,51,0,34409,David Lingmerth,41.48%,224,540
2023,52,0,27349,Alex Noren,41.47%,209,504
2023,52,0,55454,Carl Yuan,41.47%,209,504
2023,54,0,29970,Dylan Frittelli,41.40%,231,558
2023,55,0,48119,Ben Taylor,41.34%,253,612
2023,56,0,46601,Trey Mullinax,41.33%,186,450
2023,57,0,34563,Chesson Hadley,41.30%,223,540
2023,58,0,29420,Billy Horschel,41.27%,156,378
2023,59,0,33410,Andrew Landry,41.24%,193,468
2023,60,0,28252,Seamus Power,41.20%,178,432
2023,61,0,33204,Shane Lowry,41.18%,126,306
2023,61,0,46441,Robby Shelton,41.18%,252,612
2023,63,0,57975,Harry Hall,41.15%,237,576
2023,63,0,50095,Austin Smotherman,41.15%,237,576
2023,65,0,40162,Justin Lower,41.11%,259,630
2023,66,0,35901,Paul Haley II,41.08%,244,594
2023,67,0,35879,Kelly Kraft,41.00%,214,522
2023,68,0,33413,Ben Martin,40.91%,243,594
2023,69,0,49453,Trevor Cone,40.87%,206,504
2023,70,0,34256,Andrew Putnam,40.86%,228,558
2023,71,0,32139,Danny Willett,40.83%,147,360
2023,72,0,26596,Ryan Moore,40.80%,213,522
2023,73,0,40115,Adam Svensson,40.69%,249,612
2023,74,0,57362,Austin Eckroat,40.68%,227,558
2023,75,0,34099,Harris English,40.67%,205,504
2023,76,0,52955,Ludvig Åberg,40.60%,95,234
2023,76,0,33399,Adam Hadwin,40.60%,190,468
2023,78,0,27974,Sung Kang,40.52%,124,306
2023,79,0,54591,Ben Griffin,40.48%,255,630
2023,79,0,58696,Peter Kuest,40.48%,102,252
2023,81,0,32757,Patton Kizzire,40.45%,233,576
2023,81,0,51890,Greyson Sigg,40.45%,233,576
2023,83,0,33408,Tyson Alexander,40.40%,240,594
2023,83,0,39067,MJ Daffue,40.40%,240,594
2023,85,0,48117,Kurt Kitayama,40.34%,167,414
2023,86,0,35532,Tom Hoge,40.32%,225,558
2023,87,0,32791,K.H. Lee,40.28%,232,576
2023,88,0,47995,Davis Riley,40.10%,231,576
2023,89,0,22056,Cameron Percy,39.95%,151,378
2023,90,0,49960,Sepp Straka,39.92%,194,486
2023,91,0,56630,Akshay Bhatia,39.81%,172,432
2023,91,0,46970,Jon Rahm,39.81%,129,324
2023,93,0,46435,Austin Cook,39.78%,222,558
2023,94,0,54783,Dylan Wu,39.76%,229,576
2023,95,0,29535,Brice Garnett,39.74%,186,468
2023,96,0,34466,Peter Malnati,39.73%,236,594
2023,96,0,46340,Alex Smalley,39.73%,236,594
2023,98,0,23320,Ryan Palmer,39.71%,193,486
2023,99,0,28089,Jason Day,39.61%,164,414
2023,99,0,47079,Harrison Endycott,39.61%,221,558
2023,101,0,36799,Stephan Jaeger,39.58%,228,576
2023,101,0,32839,Hideki Matsuyama,39.58%,171,432
2023,103,0,39546,Keith Mitchell,39.51%,192,486
2023,104,0,33597,Harry Higgs,39.46%,206,522
2023,105,0,36699,Patrick Rodgers,39.43%,220,558
2023,106,0,39954,Cody Gribble,39.42%,149,378
2023,107,0,49766,Hank Lebioda,39.37%,163,414
2023,108,0,58168,Davis Thompson,39.29%,198,504
2023,109,0,37338,Zecheng Dou,39.25%,219,558
2023,110,0,54421,Garrick Higgo,39.24%,226,576
2023,111,0,29725,Tony Finau,39.13%,162,414
2023,112,0,55182,Tom Kim,39.11%,176,450
2023,113,0,49947,Taylor Moore,39.07%,211,540
2023,114,0,35617,Martin Trainer,38.89%,154,396
2023,114,0,52513,Carson Young,38.89%,231,594
2023,116,0,25493,Nick Taylor,38.69%,195,504
2023,117,0,48084,Wesley Bryan,38.56%,118,306
2023,118,0,34431,Robert Streb,38.53%,215,558
2023,119,0,34076,Joel Dahmen,38.51%,201,522
2023,120,0,48867,Matti Schmid,38.49%,194,504
2023,121,0,40006,Erik van Rooyen,38.46%,180,468
2023,122,0,34098,Russell Henley,38.43%,166,432
2023,123,0,50525,Collin Morikawa,38.41%,159,414
2023,124,0,48699,Callum Tarren,38.40%,235,612
2023,125,0,59018,Ryan Gerard,38.33%,138,360
2023,125,0,25632,Jimmy Walker,38.33%,207,540
2023,127,0,39324,J.J. Spaun,38.31%,200,522
2023,128,0,45522,Christiaan Bezuidenhout,38.25%,179,468
2023,129,0,39997,Corey Conners,38.19%,165,432
2023,130,0,25900,Lucas Glover,38.15%,206,540
2023,131,0,31577,Tano Goya,38.10%,192,504
2023,131,0,24024,Zach Johnson,38.10%,144,378
2023,133,0,27963,Chris Stroud,38.06%,137,360
2023,134,0,39975,Michael Kim,37.99%,212,558
2023,135,0,40250,Taylor Pendrith,37.96%,205,540
2023,135,0,27095,Nick Watney,37.96%,205,540
2023,137,0,51950,Max McGreevy,37.94%,239,630
2023,138,0,31323,Gary Woodland,37.92%,157,414
2023,139,0,31646,Emiliano Grillo,37.88%,225,594
2023,139,0,46046,Scottie Scheffler,37.88%,150,396
2023,141,0,40058,Zac Blair,37.86%,184,486
2023,142,0,27214,Kevin Streelman,37.81%,211,558
2023,143,0,53165,Doc Redman,37.74%,197,522
2023,144,0,32366,Kevin Chappell,37.72%,129,342
2023,144,0,29221,Webb Simpson,37.72%,129,342
2023,146,0,51997,Andrew Novak,37.70%,190,504
2023,147,0,57366,Cameron Young,37.68%,156,414
2023,147,0,45242,Kevin Yu,37.68%,156,414
2023,149,0,51070,Vincent Norrman,37.65%,183,486
2023,149,0,30692,Scott Stallings,37.65%,183,486
2023,151,0,47347,Adam Schenk,37.50%,243,648
2023,152,0,24140,Sean O'Hair,37.43%,128,342
2023,153,0,27129,Luke List,37.41%,202,540
2023,154,0,45609,Tyler Duncan,37.37%,222,594
2023,155,0,47988,Nick Hardy,37.30%,235,630
2023,156,0,46414,Aaron Rai,37.28%,208,558
2023,157,0,51349,Nico Echavarria,37.22%,201,540
2023,158,0,49298,Kramer Hickok,37.15%,214,576
2023,159,0,34610,Matthias Schwab,37.14%,234,630
2023,160,0,52375,Doug Ghim,37.04%,200,540
2023,160,0,35310,Lanto Griffin,37.04%,120,324
2023,160,0,36801,Mark Hubbard,37.04%,240,648
2023,160,0,48887,Matt Wallace,37.04%,180,486
2023,164,0,19803,Ryan Armour,36.98%,213,576
2023,165,0,51491,Brandon Matthews,36.96%,153,414
2023,166,0,34255,Joseph Bramlett,36.89%,166,450
2023,167,0,28420,Ryan Brehm,36.87%,219,594
2023,168,0,55893,Sam Stevens,36.53%,217,594
2023,169,0,27936,Martin Laird,36.48%,197,540
2023,170,0,28775,Nate Lashley,36.46%,210,576
2023,170,0,36326,David Lipsky,36.46%,210,576
2023,172,0,32662,Michael Gligic,36.40%,190,522
2023,172,0,27554,Scott Harrington,36.40%,190,522
2023,174,0,32448,James Hahn,36.32%,170,468
2023,175,0,58967,Trevor Werbylo,36.31%,183,504
2023,176,0,33141,Keegan Bradley,36.23%,150,414
2023,177,0,26476,Chez Reavie,36.11%,195,540
2023,178,0,40098,Matt Fitzpatrick,35.98%,136,378
2023,179,0,32333,Kevin Tway,35.96%,233,648
2023,180,0,29908,C.T. Pan,35.95%,110,306
2023,181,0,52411,Kyle Westmoreland,35.93%,194,540
2023,182,0,55708,Hayden Buckley,35.80%,174,486
2023,183,0,25686,Jason Dufner,35.59%,205,576
2023,184,0,51414,Brent Grant,35.37%,191,540
2023,184,0,36724,Augusto Núñez,35.37%,191,540
2023,186,0,36871,Matt NeSmith,35.30%,197,558
2023,187,0,39335,Kevin Roy,34.67%,181,522
2023,188,0,12716,Charley Hoffman,34.48%,180,522
2023,189,0,30163,Henrik Norlander,34.26%,185,540
2023,190,0,33122,Russell Knox,33.81%,213,630
2023,191,0,52372,Cameron Champ,33.73%,170,504
2023,192,0,56762,Will Gordon,33.66%,206,612
2023,193,0,31557,Jim Herman,32.69%,153,468
2022,1,0,36852,Jim Knous,47.06,144,306
2022,2,0,24138,Ian Poulter,46.43,117,252
2022,3,0,33486,Roger Sloan,45.27,220,486
2022,4,0,34363,Tyrrell Hatton,45.1,138,306
2022,5,0,37189,Harold Varner III,44.44,160,360
2022,6,0,39058,Lucas Herbert,43.83,142,324
2022,7,0,36799,Stephan Jaeger,43.68,228,522
2022,8,0,32757,Patton Kizzire,43.65,220,504
2022,9,0,34466,Peter Malnati,43.55,243,558
2022,10,0,27349,Alex Noren,43.52,141,324
2022,11,0,49964,Aaron Wise,43.29,187,432
2022,12,0,51894,Vince Whaley,43.21,210,486
2022,13,0,35461,Beau Hossler,43.18,171,396
2022,14,0,35532,Tom Hoge,43.15,233,540
2022,15,0,46717,Viktor Hovland,42.98,147,342
2022,16,0,32839,Hideki Matsuyama,42.9,139,324
2022,17,0,32640,Troy Merritt,42.89,193,450
2022,18,0,30927,Brendon Todd,42.82,185,432
2022,19,0,10381,Curtis Thompson,42.75,177,414
2022,20,0,33204,Shane Lowry,42.36,122,288
2022,21,0,29970,Dylan Frittelli,42.26,213,504
2022,22,0,49766,Hank Lebioda,42.18,205,486
2022,23,0,48822,Sebastián Muñoz,42.13,182,432
2022,24,0,39436,Joshua Creel,42.11,144,342
2022,25,0,29926,Danny Lee,41.98,136,324
2022,25,0,24361,Pat Perez,41.98,136,324
2022,27,0,45522,Christiaan Bezuidenhout,41.92,166,396
2022,28,0,27644,Brian Harman,41.88,196,468
2022,29,0,34174,John Huh,41.79,173,414
2022,29,0,35879,Kelly Kraft,41.79,173,414
2022,31,0,51634,Sahith Theegala,41.76,233,558
2022,32,0,23108,Matt Kuchar,41.67,150,360
2022,32,0,46442,Maverick McNealy,41.67,180,432
2022,32,0,29908,C.T. Pan,41.67,180,432
2022,35,0,25818,Scott Piercy,41.56,187,450
2022,36,0,47504,Sam Burns,41.55,172,414
2022,37,0,40115,Adam Svensson,41.48,224,540
2022,38,0,57366,Cameron Young,41.44,179,432
2022,39,0,40162,Justin Lower,41.41,164,396
2022,40,0,40250,Taylor Pendrith,41.39,149,360
2022,41,0,33141,Keegan Bradley,41.3,171,414
2022,41,0,35310,Lanto Griffin,41.3,171,414
2022,43,0,35891,Cameron Smith,41.18,126,306
2022,44,0,27139,David Skinns,41.16,163,396
2022,45,0,37455,Si Woo Kim,41.15,200,486
2022,46,0,30911,Tommy Fleetwood,41.11,111,270
2022,46,0,34360,Patrick Reed,41.11,148,360
2022,46,0,30692,Scott Stallings,41.11,222,540
2022,49,0,47995,Davis Riley,41.07,207,504
2022,50,0,32816,Satoshi Kodaira,40.97,118,288
2022,50,0,39546,Keith Mitchell,40.97,177,432
2022,52,0,51997,Andrew Novak,40.89,184,450
2022,53,0,33667,Carlos Ortiz,40.83,147,360
2022,53,0,33448,Justin Thomas,40.83,147,360
2022,55,0,35450,Patrick Cantlay,40.74,132,324
2022,55,0,28252,Seamus Power,40.74,176,432
2022,57,0,27895,Jonas Blixt,40.64,139,342
2022,58,0,37275,Sam Ryder,40.61,212,522
2022,59,0,35506,Mackenzie Hughes,40.6,190,468
2022,59,0,35449,Adam Long,40.6,190,468
2022,61,0,46435,Austin Cook,40.58,168,414
2022,61,0,47128,Richy Werenski,40.58,168,414
2022,63,0,32139,Danny Willett,40.56,146,360
2022,64,0,48084,Wesley Bryan,40.52,124,306
2022,65,0,34046,Jordan Spieth,40.48,153,378
2022,66,0,51950,Max McGreevy,40.38,189,468
2022,67,0,28114,Dawie van der Walt,40.34,167,414
2022,68,0,52375,Doug Ghim,40.33,196,486
2022,68,0,46601,Trey Mullinax,40.33,196,486
2022,70,0,21961,Charles Howell III,40.28,116,288
2022,70,0,27974,Sung Kang,40.28,203,504
2022,70,0,28237,Rory McIlroy,40.28,116,288
2022,70,0,25493,Nick Taylor,40.28,203,504
2022,74,0,29478,Kevin Kisner,40.21,152,378
2022,74,0,34610,Matthias Schwab,40.21,152,378
2022,76,0,36326,David Lipsky,40.08,202,504
2022,76,0,39324,J.J. Spaun,40.08,202,504
2022,78,0,12716,Charley Hoffman,39.9,158,396
2022,78,0,36884,Ben Kohles,39.9,158,396
2022,80,0,19803,Ryan Armour,39.87,122,306
2022,81,0,48117,Kurt Kitayama,39.86,165,414
2022,81,0,27770,Camilo Villegas,39.86,165,414
2022,83,0,24502,Adam Scott,39.77,136,342
2022,84,0,34098,Russell Henley,39.68,150,378
2022,84,0,47993,Denny McCarthy,39.68,200,504
2022,86,0,49960,Sepp Straka,39.61,221,558
2022,87,0,25198,Francesco Molinari,39.58,114,288
2022,88,0,47347,Adam Schenk,39.44,213,540
2022,89,0,31420,Anirban Lahiri,39.35,170,432
2022,90,0,49298,Kramer Hickok,39.25,219,558
2022,91,0,30978,Kiradech Aphibarnrat,39.22,120,306
2022,91,0,23621,Rory Sabbatini,39.22,120,306
2022,93,0,47988,Nick Hardy,39.18,134,342
2022,94,0,36801,Mark Hubbard,39.17,141,360
2022,95,0,46046,Scottie Scheffler,39.13,162,414
2022,96,0,32150,Michael Thompson,39.11,176,450
2022,97,0,45526,Abraham Ancer,38.89,119,306
2022,97,0,29535,Brice Garnett,38.89,189,486
2022,97,0,24924,Bill Haas,38.89,203,522
2022,97,0,39977,Max Homa,38.89,154,396
2022,97,0,29420,Billy Horschel,38.89,140,360
2022,97,0,24024,Zach Johnson,38.89,154,396
2022,97,0,26851,Marc Leishman,38.89,147,378
2022,97,0,50525,Collin Morikawa,38.89,119,306
2022,97,0,23325,Vaughn Taylor,38.89,112,288
2022,97,0,47483,Will Zalatoris,38.89,154,396
2022,107,0,34256,Andrew Putnam,38.7,202,522
2022,108,0,32102,Rickie Fowler,38.64,153,396
2022,109,0,40098,Matt Fitzpatrick,38.6,132,342
2022,109,0,48081,Xander Schauffele,38.6,132,342
2022,111,0,33490,Bo Hoag,38.58,125,324
2022,112,0,36689,Brooks Koepka,38.52,104,270
2022,113,0,22056,Cameron Percy,38.49,97,252
2022,114,0,37212,Paul Barjon,38.43,166,432
2022,114,0,29725,Tony Finau,38.43,166,432
2022,114,0,32448,James Hahn,38.43,166,432
2022,114,0,39971,Sungjae Im,38.43,166,432
2022,118,0,31560,Brian Stuard,38.37,221,576
2022,119,0,32791,K.H. Lee,38.29,193,504
2022,120,0,33419,Cameron Tringale,38.27,186,486
2022,121,0,33399,Adam Hadwin,38.22,172,450
2022,122,0,34076,Joel Dahmen,38.19,165,432
2022,122,0,22405,Justin Rose,38.19,110,288
2022,124,0,45486,Joaquin Niemann,38.13,151,396
2022,125,0,45157,Cam Davis,37.96,164,432
2022,125,0,29221,Webb Simpson,37.96,123,324
2022,127,0,49771,J.T. Poston,37.93,198,522
2022,128,0,46550,Brandon Hagy,37.86,184,486
2022,128,0,27214,Kevin Streelman,37.86,184,486
2022,128,0,32333,Kevin Tway,37.86,184,486
2022,131,0,34264,Hudson Swafford,37.83,143,378
2022,132,0,46402,Talor Gooch,37.78,136,360
2022,132,0,47983,Chad Ramey,37.78,170,450
