YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
2024,1,0,57975,Harry Hall,69.05%,42,29
2024,2,0,33968,Thorbjørn Olesen,68.18%,22,15
2024,3,0,55789,Taylor Montgomery,68.00%,25,17
2024,4,0,59095,Chris Gotterup,66.67%,48,32
2024,5,0,51894,Vince Whaley,65.63%,32,21
2024,6,0,29478,Kevin Kisner,64.86%,37,24
2024,7,0,36884,Ben Kohles,64.15%,53,34
2024,8,0,35506,Mackenzie Hughes,60.94%,64,39
2024,9,0,34374,Erik Barnes,59.26%,27,16
2024,10,0,51977,Max Greyserman,58.97%,39,23
2024,11,0,48117,Kurt Kitayama,58.82%,51,30
2024,12,0,40098,Matt Fitzpatrick,58.54%,41,24
2024,12,0,33486,Roger Sloan,58.54%,41,24
2024,12,0,27649,Brandt Snedeker,58.54%,41,24
2024,15,0,34466,Peter Malnati,58.33%,60,35
2024,15,0,32839,Hideki Matsuyama,58.33%,36,21
2024,15,0,49771,J.T. Poston,58.33%,48,28
2024,18,0,47995,Davis Riley,57.78%,45,26
2024,19,0,52514,Trace Crowe,57.58%,33,19
2024,20,0,60067,Joe Highsmith,57.50%,40,23
2024,21,0,46442,Maverick McNealy,57.45%,47,27
2024,22,0,27644,Brian Harman,57.14%,49,28
2024,22,0,29908,C.T. Pan,57.14%,42,24
2024,22,0,34046,Jordan Spieth,57.14%,49,28
2024,25,0,31323,Gary Woodland,56.90%,58,33
2024,26,0,40058,Zac Blair,56.67%,60,34
2024,27,0,45522,Christiaan Bezuidenhout,56.10%,41,23
2024,28,0,46441,Robby Shelton,56.00%,50,28
2024,29,0,51696,Rico Hoey,55.88%,34,19
2024,30,0,54576,Patrick Fishburn,55.56%,45,25
2024,31,0,28252,Seamus Power,55.38%,65,36
2024,32,0,52215,Robert MacIntyre,54.76%,42,23
2024,32,0,40006,Erik van Rooyen,54.76%,42,23
2024,34,0,55182,Tom Kim,54.72%,53,29
2024,35,0,48887,Matt Wallace,54.55%,33,18
2024,36,0,27936,Martin Laird,54.29%,35,19
2024,36,0,47347,Adam Schenk,54.29%,70,38
2024,38,0,26476,Chez Reavie,54.17%,48,26
2024,39,0,29936,Ryan Fox,54.05%,37,20
2024,40,0,59866,Nick Dunlap,54.00%,50,27
2024,40,0,29420,Billy Horschel,54.00%,50,27
2024,42,0,37212,Paul Barjon,53.85%,39,21
2024,43,0,51349,Nico Echavarria,53.70%,54,29
2024,43,0,52666,Sami Valimaki,53.70%,54,29
2024,45,0,39324,J.J. Spaun,53.57%,56,30
2024,46,0,39327,Ben Silverman,53.49%,43,23
2024,47,0,40250,Taylor Pendrith,53.45%,58,31
2024,48,0,52372,Cameron Champ,53.13%,32,17
2024,48,0,37378,Min Woo Lee,53.13%,32,17
2024,50,0,50493,Justin Suh,52.78%,36,19
2024,51,0,46414,Aaron Rai,52.54%,59,31
2024,52,0,50188,S.H. Kim,52.46%,61,32
2024,53,0,27064,Jhonattan Vegas,52.27%,44,23
2024,54,0,56630,Akshay Bhatia,51.92%,52,27
2024,55,0,47983,Chad Ramey,51.85%,54,28
2024,55,0,25493,Nick Taylor,51.85%,54,28
