YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
2021,0,25632,Jimmy Walker,2.5,5,2
2021,0,24357,K.J. Choi,3.0,3,1
2021,0,30911,Tommy Fleetwood,3.0,9,3
2021,0,25900,Lucas Glover,3.0,6,2
2021,0,46550,Brandon Hagy,3.0,9,3
2021,0,27129,Luke List,3.0,12,4
2021,0,35617,Martin Trainer,3.0,9,3
2021,0,27770,Camilo Villegas,3.0,3,1
2021,0,32254,Xinjun Zhang,3.0,3,1
2021,0,23320,Ryan Palmer,3.111,28,9
2021,0,45157,Cam Davis,3.167,19,6
2021,0,32640,Troy Merritt,3.167,19,6
2021,0,35891,Cameron Smith,3.176,54,17
2021,0,33597,Harry Higgs,3.2,32,10
2021,0,49964,Aaron Wise,3.2,32,10
2021,0,34563,Chesson Hadley,3.25,13,4
2021,0,26758,David Hearn,3.25,13,4
2021,0,49298,Kramer Hickok,3.25,26,8
2021,0,23621,Rory Sabbatini,3.25,13,4
2021,0,40006,Erik van Rooyen,3.25,13,4
2021,0,25396,Kevin Na,3.267,49,15
2021,0,40026,Daniel Berger,3.273,36,11
2021,0,32839,Hideki Matsuyama,3.273,36,11
2021,0,50525,Collin Morikawa,3.273,36,11
2021,0,32102,Rickie Fowler,3.286,23,7
2021,0,36801,Mark Hubbard,3.286,23,7
2021,0,28237,Rory McIlroy,3.286,23,7
2021,0,28252,Seamus Power,3.286,23,7
2021,0,31560,Brian Stuard,3.286,23,7
2021,0,33419,Cameron Tringale,3.286,23,7
2021,0,28089,Jason Day,3.3,33,10
2021,0,24138,Ian Poulter,3.3,33,10
2021,0,33448,Justin Thomas,3.3,33,10
2021,0,34255,Joseph Bramlett,3.333,10,3
2021,0,21209,Sergio Garcia,3.333,30,9
2021,0,33399,Adam Hadwin,3.333,30,9
2021,0,32448,James Hahn,3.333,20,6
2021,0,29926,Danny Lee,3.333,20,6
2021,0,32791,K.H. Lee,3.333,40,12
2021,0,27942,Rob Oppenheim,3.333,10,3
2021,0,30927,Brendon Todd,3.333,40,12
2021,0,27095,Nick Watney,3.333,10,3
2021,0,45486,Joaquin Niemann,3.353,57,17
2021,0,29420,Billy Horschel,3.364,37,11
2021,0,46717,Viktor Hovland,3.364,37,11
2021,0,35450,Patrick Cantlay,3.4,51,15
2021,0,35461,Beau Hossler,3.4,17,5
2021,0,49766,Hank Lebioda,3.4,17,5
2021,0,45526,Abraham Ancer,3.438,55,16
2021,0,48822,Sebastián Muñoz,3.462,45,13
2021,0,19803,Ryan Armour,3.5,21,6
2021,0,34314,Sebastian Cappelen,3.5,7,2
2021,0,47959,Bryson DeChambeau,3.5,49,14
2021,0,52375,Doug Ghim,3.5,28,8
2021,0,27644,Brian Harman,3.5,42,12
2021,0,33490,Bo Hoag,3.5,7,2
2021,0,21961,Charles Howell III,3.5,7,2
2021,0,35104,Tom Lewis,3.5,21,6
2021,0,33204,Shane Lowry,3.5,28,8
2021,0,49771,J.T. Poston,3.5,21,6
2021,0,53165,Doc Redman,3.5,21,6
2021,0,39324,J.J. Spaun,3.5,14,4
2021,0,27064,Jhonattan Vegas,3.5,7,2
2021,0,48887,Matt Wallace,3.5,7,2
2021,0,20396,Lee Westwood,3.5,21,6
2021,0,35532,Tom Hoge,3.538,46,13
2021,0,29725,Tony Finau,3.545,39,11
2021,0,30944,Jason Kokrak,3.545,39,11
2021,0,47128,Richy Werenski,3.545,39,11
2021,0,26300,Matt Jones,3.556,32,9
2021,0,34264,Hudson Swafford,3.556,32,9
2021,0,34076,Joel Dahmen,3.571,25,7
2021,0,40098,Matt Fitzpatrick,3.571,25,7
2021,0,36699,Patrick Rodgers,3.571,25,7
2021,0,49960,Sepp Straka,3.571,25,7
2021,0,56278,Matthew Wolff,3.571,25,7
2021,0,20229,Stewart Cink,3.583,43,12
