YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
2011,83,0,22293,Heath Slocum,"95' 11""","6811' 7""",71
2011,85,0,7867,Woody Austin,"95' 7""","3631' 8""",38
2011,85,0,29221,Webb Simpson,"95' 7""","7644' 8""",80
2011,87,0,24290,D.J. Brigman,"95' 6""","3914' 6""",41
2011,88,0,29718,Anthony Kim,"95' 3""","4952' 8""",52
2011,88,0,25457,Alexandre Rocha,"95' 3""","3714' 6""",39
2011,90,0,23788,D.J. Trahan,"94' 9""",6251',66
2011,91,0,6527,Steve Stricker,"94' 5""","5194' 6""",55
2011,92,0,30926,Chris Kirk,"94' 2""","6495' 8""",69
2011,93,0,22371,Aaron Baddeley,"94' 1""","5175' 5""",55
2011,93,0,24140,Sean O'Hair,"94' 1""","4045' 7""",43
2011,95,0,9011,David Duval,"94' 0""","4324' 3""",46
2011,96,0,27963,Chris Stroud,"93' 9""","6750' 2""",72
2011,96,0,25632,Jimmy Walker,"93' 9""","4874' 3""",52
2011,98,0,32876,Martin Piller,"93' 7""","3931' 8""",42
2011,99,0,24502,Adam Scott,"93' 5""","4298' 3""",46
2011,100,0,23353,J.J. Henry,"93' 3""",6622',71
2011,100,0,23548,Bill Lunde,"93' 3""","6620' 8""",71
2011,102,0,10885,Robert Allenby,"93' 2""","6053' 9""",65
2011,102,0,21753,Brian Davis,"93' 2""","7731' 6""",83
2011,102,0,21209,Sergio Garcia,"93' 2""","3540' 7""",38
2011,105,0,26300,Matt Jones,"93' 1""",4652',50
2011,106,0,28475,Jeff Overton,"92' 10""","6126' 4""",66
2011,107,0,10733,Kent Jones,"92' 9""","5192' 5""",56
2011,107,0,27214,Kevin Streelman,"92' 9""","5474' 4""",59
2011,109,0,26881,Jarrod Lyle,"92' 2""","5440' 1""",59
2011,109,0,20645,John Senden,"92' 2""","7004' 8""",76
2011,111,0,32698,Bobby Gates,"92' 0""","4693' 9""",51
2011,112,0,1577,Lee Janzen,"91' 10""","3858' 8""",42
2011,113,0,27770,Camilo Villegas,"91' 8""","4491' 3""",49
2011,114,0,25900,Lucas Glover,"91' 5""","4844' 1""",53
2011,115,0,1797,Rocco Mediate,"91' 4""","3835' 0""",42
2011,116,0,20160,Charlie Wi,"91' 2""","5928' 5""",65
2011,117,0,20229,Stewart Cink,"90' 8""","3627' 7""",40
2011,117,0,27095,Nick Watney,"90' 8""","5622' 2""",62
2011,119,0,29720,Andres Gonzales,"90' 6""","3709' 6""",41
2011,120,0,23614,Rich Beem,"90' 4""","3704' 7""",41
2011,121,0,25444,Justin Hicks,"89' 10""","3413' 0""",38
2011,122,0,26951,Johnson Wagner,"89' 6""","5909' 1""",66
2011,123,0,12510,Chad Campbell,"88' 10""",6041',68
2011,124,0,21407,Arjun Atwal,"88' 7""","6109' 8""",69
2011,125,0,12652,Cameron Beckman,"88' 3""","4852' 6""",55
2011,125,0,24024,Zach Johnson,"88' 3""",5736',65
2011,127,0,33419,Cameron Tringale,"87' 10""","7375' 7""",84
2011,128,0,32150,Michael Thompson,"87' 5""","4194' 2""",48
2011,129,0,20098,Stuart Appleby,"87' 3""","4360' 9""",50
2011,129,0,25686,Jason Dufner,"87' 3""",4971',57
2011,131,0,25345,Carl Pettersson,"87' 2""",7059',81
2011,132,0,22621,Ben Curtis,"87' 0""","4873' 1""",56
2011,133,0,23108,Matt Kuchar,"86' 10""","5902' 6""",68
2011,134,0,25396,Kevin Na,"86' 9""",4077',47
2011,135,0,20070,Matt Bettencourt,"86' 6""","5621' 9""",65
2011,135,0,31202,William McGirt,"86' 6""","7269' 1""",84
2011,137,0,25240,D.A. Points,"86' 5""","5532' 2""",64
2011,138,0,21350,Ryuji Imada,"86' 3""","6126' 4""",71
2011,139,0,26420,Richard Johnson,"85' 6""","3933' 0""",46
2011,140,0,24507,Jason Bohn,"85' 5""","5465' 2""",64
2011,141,0,23800,Bryce Molder,"85' 4""","4948' 3""",58
2011,142,0,8537,J.P. Hayes,"85' 3""","3324' 2""",39
2011,143,0,32640,Troy Merritt,"85' 2""","3918' 8""",46
2011,144,0,24357,K.J. Choi,"85' 1""","4763' 1""",56
2011,144,0,6251,Chris DiMarco,"85' 1""","6043' 0""",71
2011,146,0,1313,Steve Elkington,"84' 11""","2887' 5""",34
2011,147,0,27466,Spencer Levin,"84' 10""",6784',80
2011,148,0,28087,Kris Blanks,"84' 7""","6092' 6""",72
2011,149,0,22961,David Mathis,"84' 6""",4645',55
2011,150,0,30711,Colt Knost,"84' 5""","4726' 1""",56
2011,151,0,2206,David Toms,"84' 0""","4702' 6""",56
2011,152,0,24980,Scott Gutschewski,"83' 8""","3680' 1""",44
2011,153,0,23673,Michael Connell,"83' 7""","5598' 0""",67
2011,154,0,20436,Garrett Willis,"83' 5""","3588' 5""",43
2011,155,0,7457,Steve Flesch,"83' 4""","5000' 5""",60
2011,156,0,1116,Michael Bradley,"83' 3""","4413' 3""",53
2011,156,0,21961,Charles Howell III,"83' 3""",6491',78
2011,158,0,6643,Paul Goydos,"82' 8""",5042',61
2011,158,0,25572,Graeme McDowell,"82' 8""","2727' 3""",33
2011,158,0,26289,Boo Weekley,"82' 8""","3969' 3""",48
2011,161,0,23638,Brendon de Jonge,"82' 5""","6921' 7""",84
2011,162,0,6621,Joe Durant,"82' 2""","3942' 2""",48
2011,163,0,24138,Ian Poulter,"82' 0""","3198' 7""",39
2011,164,0,29910,Blake Adams,"81' 6""","6032' 9""",74
2011,164,0,26596,Ryan Moore,"81' 6""","4646' 2""",57
2011,166,0,19846,Brian Gay,"81' 5""","5618' 1""",69
2011,167,0,22348,Nick O'Hern,"81' 4""","4801' 0""",59
2011,167,0,24663,Y.E. Yang,"81' 4""","3171' 0""",39
2011,169,0,6004,Stephen Ames,"81' 0""","3725' 1""",46
2011,169,0,10809,Jim Furyk,"81' 0""","5021' 5""",62
2011,171,0,31557,Jim Herman,"80' 6""",3623',45
2011,172,0,22378,Trevor Immelman,"79' 10""","3674' 0""",46
2011,173,0,10860,Justin Leonard,"79' 2""","4354' 0""",55
2011,174,0,24604,Hunter Haas,"79' 1""","5612' 9""",71
2011,174,0,33911,Nate Smith,"79' 1""","3560' 5""",45
2011,174,0,25834,Daniel Summerhays,"79' 1""","3876' 9""",49
2011,177,0,1948,Tim Petrovic,"78' 10""","5284' 3""",67
2011,178,0,6515,Shaun Micheel,"77' 10""","3813' 1""",49
2011,179,0,20572,Rod Pampling,"76' 9""","3530' 3""",46
2011,180,0,20593,Greg Chalmers,"76' 4""","4886' 0""",64
2011,181,0,20127,Chris Riley,"75' 4""","4066' 7""",54
2011,182,0,24846,Ricky Barnes,"75' 2""",3981',53
2011,183,0,21731,Freddie Jacobson,"74' 7""","4250' 2""",57
2011,184,0,23718,Nathan Green,"73' 2""","3951' 7""",54
2011,185,0,8725,Tom Gillis,"68' 11""","3309' 9""",48
2011,186,0,10505,Shane Bertsch,"67' 3""","2824' 9""",42
2010,1,0,27141,J.B. Holmes,"117' 11""","7899' 8""",67
2010,2,0,1810,Phil Mickelson,"116' 9""","5136' 8""",44
2010,3,0,1249,John Daly,"116' 4""","3257' 0""",28
2010,4,0,1706,Davis Love III,"113' 10""","6714' 7""",59
2010,5,0,21959,Ted Purdy,"113' 2""","6561' 8""",58
2010,6,0,26851,Marc Leishman,"111' 11""","7609' 9""",68
2010,7,0,27797,Derek Lamely,"111' 5""","6239' 2""",56
2010,8,0,8375,Paul Stankowski,"110' 5""","4085' 9""",37
2010,9,0,23320,Ryan Palmer,"110' 1""","7595' 3""",69
2010,10,0,23349,Charles Warren,"109' 7""","4383' 3""",40
2010,11,0,27436,Graham DeLaet,"108' 8""",5107',47
2010,12,0,24925,Jonathan Byrd,"108' 0""","7450' 9""",69
2010,13,0,20766,Padraig Harrington,"107' 7""",5055',47
2010,14,0,27302,Garth Mulroy,"105' 11""","3813' 3""",36
2010,15,0,30925,Dustin Johnson,"105' 10""",6244',59
2010,16,0,32102,Rickie Fowler,"105' 9""",8565',81
2010,17,0,25562,Andres Romero,"105' 0""",6405',61
2010,18,0,27120,Troy Matteson,"104' 10""","7234' 2""",69
2010,19,0,6567,Vijay Singh,"104' 2""",6144',59
2010,20,0,11123,Chris Couch,"103' 10""","4257' 2""",41
2010,21,0,25818,Scott Piercy,"103' 9""","6121' 1""",59
2010,22,0,1161,Mark Calcavecchia,"102' 9""","3905' 2""",38
2010,23,0,23541,Ben Crane,"102' 1""","7045' 6""",69
2010,24,0,28237,Rory McIlroy,"102' 0""","4080' 1""",40
2010,24,0,20663,Brenden Pappas,"102' 0""","4080' 9""",40
2010,26,0,25632,Jimmy Walker,"101' 10""","5599' 0""",55
2010,27,0,6595,Kevin Sutherland,"101' 9""","7225' 6""",71
2010,28,0,28158,Steve Marino,"101' 8""",6808',67
2010,29,0,20157,Retief Goosen,"101' 7""","4876' 5""",48
2010,30,0,21878,Mark Wilson,"100' 9""","6853' 2""",68
2010,31,0,22371,Aaron Baddeley,"100' 1""","7703' 8""",77
2010,32,0,22046,Geoff Ogilvy,"99' 11""","5495' 0""",55
2010,33,0,21949,Joe Ogilvie,"99' 10""","7690' 1""",77
2010,33,0,26679,Kevin Stadler,"99' 10""","5988' 4""",60
2010,35,0,25364,Paul Casey,"99' 9""","3392' 6""",34
2010,36,0,23307,Roger Tambellini,"99' 8""","5383' 1""",54
2010,37,0,26287,Roland Thatcher,"99' 3""","5757' 5""",58
2010,38,0,27933,John Merrick,"98' 11""","8110' 3""",82
2010,39,0,30946,Alex Prugh,"98' 4""","6489' 1""",66
2010,40,0,20472,Alex Cejka,"98' 2""","5695' 6""",58
2010,41,0,24358,Robert Garrigus,"97' 7""","3902' 9""",40
2010,42,0,22056,Cameron Percy,"97' 4""","4768' 8""",49
2010,42,0,27330,Josh Teater,"97' 4""","7400' 4""",76
2010,44,0,23983,Luke Donald,"97' 3""","5542' 6""",57
2010,45,0,7749,Brett Quigley,"96' 8""","6957' 2""",72
2010,46,0,23621,Rory Sabbatini,"96' 7""",5022',52
2010,47,0,20229,Stewart Cink,"96' 6""","6370' 3""",66
2010,47,0,27649,Brandt Snedeker,"96' 6""","7527' 2""",78
2010,49,0,28780,Nicholas Thompson,"96' 4""","6358' 2""",66
2010,50,0,7867,Woody Austin,"96' 3""","6350' 1""",66
2010,51,0,20850,Daniel Chopra,"96' 2""","5480' 7""",57
2010,51,0,28475,Jeff Overton,"96' 2""","6153' 6""",64
2010,53,0,33419,Cameron Tringale,"95' 9""","3639' 2""",38
2010,54,0,12716,Charley Hoffman,"95' 8""","6885' 7""",72
2010,55,0,23548,Bill Lunde,"95' 4""","5434' 0""",57
2010,55,0,24490,George McNeill,"95' 4""","5337' 8""",56
2010,57,0,1766,Billy Mayfair,"94' 5""","5005' 6""",53
2010,58,0,26300,Matt Jones,"94' 3""","6879' 9""",73
2010,58,0,22913,John Rollins,"94' 3""","6693' 3""",71
2010,60,0,20574,Mathew Goggin,"94' 2""","4992' 9""",53
2010,60,0,23325,Vaughn Taylor,"94' 2""","6496' 7""",69
2010,62,0,20098,Stuart Appleby,"94' 0""","7988' 6""",85
2010,62,0,22405,Justin Rose,"94' 0""",6016',64
2010,64,0,25804,Bubba Watson,"93' 9""","5626' 5""",60
2010,65,0,24912,Will MacKenzie,"93' 8""","5432' 8""",58
2010,66,0,21209,Sergio Garcia,"93' 4""","3172' 7""",34
2010,66,0,26882,Michael Sim,"93' 4""","4480' 1""",48
2010,68,0,20105,Jeff Gove,"93' 1""","3256' 8""",35
2010,69,0,23613,Rich Barcelo,"92' 9""",4267',46
2010,69,0,6251,Chris DiMarco,"92' 9""","5474' 6""",59
2010,71,0,28620,Aron Price,"92' 8""","4447' 2""",48
2010,72,0,23623,Bo Van Pelt,"92' 7""","7220' 2""",78
2010,73,0,23788,D.J. Trahan,"92' 5""","7303' 7""",79
2010,74,0,10885,Robert Allenby,"92' 4""","5263' 2""",57
2010,74,0,21753,Brian Davis,"92' 4""","6830' 1""",74
2010,74,0,6527,Steve Stricker,"92' 4""","5819' 3""",63
2010,77,0,12782,Tim Herron,"92' 0""","5334' 5""",58
2010,78,0,20378,Mathias Grönberg,"91' 10""","3396' 6""",37
2010,79,0,22122,Andrew McLardy,"91' 9""","2752' 9""",30
2010,80,0,22293,Heath Slocum,"91' 8""","7150' 7""",78
2010,81,0,28089,Jason Day,"91' 7""","5679' 5""",62
2010,82,0,24140,Sean O'Hair,"91' 6""","5853' 7""",64
2010,82,0,32617,Jerod Turner,"91' 6""","3293' 6""",36
2010,84,0,26392,Chris Wilson,"91' 4""","4019' 7""",44
2010,85,0,20848,Ángel Cabrera,"91' 0""","4825' 1""",53
2010,86,0,6522,Ernie Els,"90' 8""",5167',57
2010,87,0,2206,David Toms,"90' 7""","6069' 4""",67
2010,88,0,9011,David Duval,"90' 4""","3522' 0""",39
2010,88,0,24361,Pat Perez,"90' 4""",6412',71
2010,90,0,21350,Ryuji Imada,"90' 1""","7207' 9""",80
2010,91,0,31560,Brian Stuard,"89' 10""","5928' 8""",66
2010,92,0,23353,J.J. Henry,"89' 7""",6088',68
2010,93,0,22621,Ben Curtis,"89' 3""","5980' 8""",67
2010,94,0,24138,Ian Poulter,"89' 2""","3210' 3""",36
2010,94,0,24502,Adam Scott,"89' 2""","5170' 8""",58
2010,96,0,27214,Kevin Streelman,"89' 0""","6229' 3""",70
2010,97,0,1577,Lee Janzen,"88' 10""","5062' 8""",57
2010,98,0,24024,Zach Johnson,"88' 7""","6824' 0""",77
2010,99,0,23673,Michael Connell,"88' 5""","6103' 1""",69
2010,100,0,1941,Tom Pernice Jr.,"88' 4""","3886' 7""",44
2010,101,0,27060,John Mallinger,"88' 0""","4312' 6""",49
2010,101,0,27963,Chris Stroud,"88' 0""","5190' 2""",59
2010,103,0,24781,Hunter Mahan,"87' 11""","6506' 1""",74
2010,104,0,24507,Jason Bohn,"87' 9""","6755' 8""",77
2010,105,0,1707,Steve Lowery,"87' 7""","3855' 0""",44
2010,106,0,6012,Greg Kraft,"87' 5""","2885' 1""",33
2010,106,0,25345,Carl Pettersson,"87' 5""","7605' 7""",87
2010,108,0,1797,Rocco Mediate,"87' 4""","4802' 8""",55
2010,109,0,29221,Webb Simpson,"87' 3""","7414' 1""",85
2010,110,0,28500,Martin Flores,"87' 2""","4705' 1""",54
2010,111,0,29910,Blake Adams,"86' 10""","5733' 3""",66
2010,111,0,32640,Troy Merritt,"86' 10""","5646' 0""",65
2010,113,0,26695,Michael Letzig,"86' 8""","5892' 2""",68
2010,114,0,1945,Kenny Perry,"86' 5""","5100' 3""",59
2010,115,0,10585,Scott McCarron,"86' 4""","6131' 6""",71
2010,116,0,26881,Jarrod Lyle,"86' 3""","3449' 6""",40
2010,117,0,12652,Cameron Beckman,"85' 10""","4634' 2""",54
2010,117,0,25240,D.A. Points,"85' 10""","6008' 7""",70
2010,119,0,23322,Brett Wetterich,"85' 9""","3172' 2""",37
2010,120,0,20691,Greg Owen,"85' 4""","5034' 7""",59
2010,121,0,28087,Kris Blanks,"84' 11""","5601' 9""",66
2010,121,0,8537,J.P. Hayes,"84' 11""","5437' 0""",64
2010,123,0,8075,Jerry Kelly,"84' 10""",6195',73
2010,124,0,27936,Martin Laird,"84' 8""","6178' 6""",73
2010,125,0,20070,Matt Bettencourt,"84' 4""","4302' 0""",51
2010,125,0,27613,David Lutterus,"84' 4""","3541' 5""",42
2010,127,0,26289,Boo Weekley,"84' 3""",5895',70
2010,128,0,22946,Henrik Bjornstad,"83' 11""",4109',49
2010,128,0,7363,Craig Bowden,"83' 11""","3105' 8""",37
2010,130,0,20645,John Senden,"83' 10""","6789' 3""",81
2010,131,0,24924,Bill Haas,"83' 8""","6105' 7""",73
2010,131,0,27466,Spencer Levin,"83' 8""","6857' 7""",82
2010,133,0,23638,Brendon de Jonge,"83' 7""","7438' 9""",89
2010,133,0,6514,Kevin Johnson,"83' 7""","3426' 8""",41
2010,135,0,1313,Steve Elkington,"83' 6""","4257' 8""",51
2010,136,0,28307,Matt Every,"83' 4""","3416' 6""",41
2010,137,0,24227,Justin Bolli,"83' 1""","3072' 7""",37
2010,138,0,27770,Camilo Villegas,"83' 0""","4234' 3""",51
2010,139,0,23800,Bryce Molder,"82' 9""","5709' 3""",69
2010,140,0,20436,Garrett Willis,"81' 9""","5230' 1""",64
2010,141,0,12714,Chris Tidland,"81' 7""","4815' 5""",59
2010,141,0,12602,Dean Wilson,"81' 7""","2774' 0""",34
2010,143,0,26301,James Nitties,"81' 5""","4398' 6""",54
2010,144,0,1724,Jeff Maggert,"81' 0""","4778' 6""",59
2010,145,0,23108,Matt Kuchar,"80' 10""","6065' 6""",75
2010,146,0,12705,Cliff Kresge,"80' 5""","2654' 2""",33
2010,147,0,20498,Briny Baird,"80' 4""","5301' 5""",66
2010,147,0,23409,James Driscoll,"80' 4""","4898' 9""",61
2010,149,0,12510,Chad Campbell,"80' 1""","5526' 9""",69
2010,149,0,25892,Steve Wheatcroft,"80' 1""","3604' 3""",45
2010,151,0,20160,Charlie Wi,"79' 10""","5984' 8""",75
2010,152,0,12755,Vance Veazey,"79' 6""","3181' 0""",40
2010,153,0,24357,K.J. Choi,"78' 11""","4737' 2""",60
2010,153,0,23135,Tim Clark,"78' 11""","5052' 1""",64
2010,153,0,26420,Richard Johnson,"78' 11""","4342' 5""",55
2010,156,0,1619,Skip Kendall,"78' 10""","2995' 9""",38
2010,157,0,25686,Jason Dufner,"78' 9""","4960' 3""",63
2010,157,0,6621,Joe Durant,"78' 9""","3463' 7""",44
2010,157,0,8385,Omar Uresti,"78' 9""","4173' 7""",53
2010,160,0,27095,Nick Watney,"78' 3""","5476' 6""",70
2010,161,0,26596,Ryan Moore,"78' 2""","4765' 9""",61
2010,162,0,25720,Chad Collins,"77' 9""","5752' 4""",74
2010,163,0,20686,Jeev Milkha Singh,"77' 4""","2628' 9""",34
2010,163,0,10425,Jay Williamson,"77' 4""",4098',53
2010,165,0,7457,Steve Flesch,"77' 3""","4018' 3""",52
2010,166,0,1116,Michael Bradley,"77' 2""","3471' 3""",45
2010,167,0,24663,Y.E. Yang,"77' 1""","3775' 3""",49
2010,168,0,19846,Brian Gay,"76' 5""","6498' 3""",85
2010,168,0,20572,Rod Pampling,"76' 5""","4584' 0""",60
2010,170,0,6643,Paul Goydos,"76' 4""","4962' 6""",65
2010,171,0,1948,Tim Petrovic,"76' 0""","6005' 2""",79
2010,172,0,10809,Jim Furyk,"74' 8""","5078' 5""",68
2010,173,0,20593,Greg Chalmers,"74' 7""","6341' 7""",85
2010,173,0,2239,Scott Verplank,"74' 7""","4400' 2""",59
2010,175,0,10860,Justin Leonard,"74' 6""","5440' 6""",73
2010,176,0,25900,Lucas Glover,"74' 5""","4167' 6""",56
2010,177,0,6004,Stephen Ames,"73' 10""","4059' 9""",55
2010,178,0,24846,Ricky Barnes,"73' 4""","5574' 6""",76
2010,179,0,26951,Johnson Wagner,"72' 8""","4942' 6""",68
2010,180,0,21961,Charles Howell III,"72' 5""","6225' 0""",86
2010,181,0,23718,Nathan Green,"71' 10""","4599' 9""",64
2010,182,0,29285,Brent Delahoussaye,"71' 3""","2563' 8""",36
2010,183,0,21731,Freddie Jacobson,"70' 9""","5167' 7""",73
2010,184,0,20127,Chris Riley,"70' 8""","3957' 7""",56
2010,185,0,25190,Jeff Quinney,"69' 11""","4472' 2""",64
2010,186,0,1320,Bob Estes,"69' 2""","4428' 0""",64
2010,187,0,25396,Kevin Na,"68' 8""","4945' 7""",72
2010,188,0,1329,Brad Faxon,"68' 2""","3067' 3""",45
2010,189,0,8725,Tom Gillis,"67' 6""","5668' 3""",84
2010,190,0,6515,Shaun Micheel,"67' 4""","3096' 1""",46
2010,191,0,22378,Trevor Immelman,"64' 5""","2512' 3""",39
2010,192,0,10423,Mike Weir,"61' 11""","2415' 9""",39
2009,1,0,26851,Marc Leishman,"120' 7""","8560' 3""",71
2009,2,0,25632,Jimmy Walker,"118' 6""","5924' 3""",50
2009,3,0,1810,Phil Mickelson,"117' 8""","5058' 6""",43
2009,4,0,24358,Robert Garrigus,"116' 11""","7014' 2""",60
2009,5,0,21805,Harrison Frazar,"116' 2""","8364' 3""",72
2009,6,0,27141,J.B. Holmes,"116' 0""",5913',51
2009,7,0,31323,Gary Woodland,"113' 4""","3399' 7""",30
2009,8,0,23497,Tag Ridings,"111' 0""","4551' 2""",41
2009,9,0,6567,Vijay Singh,"110' 5""",6626',60
2009,10,0,6595,Kevin Sutherland,"110' 3""","7057' 7""",64
2009,11,0,12716,Charley Hoffman,"109' 2""","8734' 4""",80
2009,12,0,24925,Jonathan Byrd,"107' 11""","6690' 3""",62
2009,13,0,25804,Bubba Watson,"107' 8""","5166' 2""",48
2009,14,0,7223,Brian Bateman,"107' 7""","5164' 3""",48
2009,14,0,1706,Davis Love III,"107' 7""","7097' 9""",66
2009,16,0,27933,John Merrick,"107' 5""","7413' 9""",69
2009,17,0,22295,Darron Stiles,"106' 10""","3524' 6""",33
2009,18,0,25562,Andres Romero,"106' 9""","5339' 6""",50
2009,19,0,29221,Webb Simpson,"106' 8""","7892' 4""",74
2009,19,0,8793,Tiger Woods,"106' 8""","4267' 9""",40
2009,21,0,28158,Steve Marino,"106' 7""","8737' 7""",82
2009,22,0,30925,Dustin Johnson,"106' 6""",6813',64
2009,23,0,23320,Ryan Palmer,"106' 5""","7236' 2""",68
2009,24,0,28089,Jason Day,"106' 4""","5102' 3""",48
2009,25,0,20766,Padraig Harrington,"106' 0""","4877' 5""",46
2009,25,0,22046,Geoff Ogilvy,"106' 0""","7103' 6""",67
2009,27,0,21959,Ted Purdy,"105' 11""","8369' 3""",79
2009,28,0,27120,Troy Matteson,"105' 8""","8983' 7""",85
2009,29,0,29718,Anthony Kim,"105' 5""","6007' 2""",57
2009,30,0,21878,Mark Wilson,"104' 3""","8029' 3""",77
2009,31,0,20157,Retief Goosen,"103' 10""","5607' 9""",54
2009,32,0,26679,Kevin Stadler,"103' 2""","4643' 6""",45
2009,33,0,1766,Billy Mayfair,"103' 0""","6692' 7""",65
2009,34,0,28780,Nicholas Thompson,"102' 10""","8224' 0""",80
2009,35,0,9011,David Duval,"102' 7""","3591' 8""",35
2009,36,0,27936,Martin Laird,"102' 5""","5017' 5""",49
2009,37,0,10885,Robert Allenby,"101' 8""","5593' 8""",55
2009,38,0,27214,Kevin Streelman,"101' 7""","8632' 2""",85
2009,39,0,23349,Charles Warren,"101' 5""","4767' 0""",47
2009,40,0,25818,Scott Piercy,"101' 4""","6180' 9""",61
2009,41,0,27963,Chris Stroud,"101' 2""","5663' 6""",56
2009,42,0,24490,George McNeill,"101' 1""","7479' 8""",74
2009,42,0,21949,Joe Ogilvie,"101' 1""","6569' 1""",65
2009,44,0,27649,Brandt Snedeker,"101' 0""",6160',61
2009,45,0,30927,Brendon Todd,"100' 10""",4838',48
2009,46,0,6539,Rick Price,"100' 8""","3924' 6""",39
2009,47,0,10585,Scott McCarron,"99' 11""","7394' 9""",74
2009,47,0,1945,Kenny Perry,"99' 11""","7691' 4""",77
2009,49,0,6522,Ernie Els,"99' 9""","5085' 9""",51
2009,50,0,23614,Rich Beem,"99' 8""","5181' 1""",52
2009,50,0,27683,Leif Olson,"99' 8""","3788' 6""",38
2009,52,0,10117,Bob Heintz,"99' 2""","4265' 3""",43
2009,52,0,23623,Bo Van Pelt,"99' 2""","7238' 6""",73
2009,52,0,26498,Matt Weibring,"99' 2""","4758' 1""",48
2009,55,0,6251,Chris DiMarco,"98' 10""","8005' 8""",81
2009,55,0,20574,Mathew Goggin,"98' 10""","5535' 2""",56
2009,57,0,10733,Kent Jones,"98' 9""","5233' 3""",53
2009,58,0,23983,Luke Donald,"98' 8""","6313' 2""",64
2009,59,0,23325,Vaughn Taylor,"98' 7""","6405' 9""",65
2009,60,0,26300,Matt Jones,"98' 5""","3839' 6""",39
2009,61,0,23800,Bryce Molder,"98' 3""","5108' 8""",52
2009,62,0,20229,Stewart Cink,"98' 1""","6279' 6""",64
2009,63,0,24361,Pat Perez,"97' 11""","6166' 8""",63
2009,64,0,20848,Ángel Cabrera,"97' 10""","3521' 1""",36
2009,65,0,21753,Brian Davis,"97' 8""","9081' 7""",93
2009,66,0,24507,Jason Bohn,"97' 7""","7905' 8""",81
2009,67,0,24924,Bill Haas,"97' 2""",7775',80
2009,67,0,20645,John Senden,"97' 2""","7576' 7""",78
2009,69,0,28620,Aron Price,"96' 5""","6845' 7""",71
2009,70,0,23638,Brendon de Jonge,"96' 4""","6455' 4""",67
2009,70,0,2206,David Toms,"96' 4""","7706' 8""",80
2009,72,0,22913,John Rollins,"96' 3""",7509',78
2009,73,0,1226,Fred Couples,"96' 2""","3942' 2""",41
2009,74,0,23548,Bill Lunde,"96' 1""","7204' 8""",75
2009,75,0,22371,Aaron Baddeley,"96' 0""",4609',48
2009,76,0,21209,Sergio Garcia,"95' 8""","4017' 9""",42
2009,76,0,27060,John Mallinger,"95' 8""","6984' 3""",73
2009,78,0,7749,Brett Quigley,"95' 4""","6671' 6""",70
2009,78,0,26668,Marc Turnesa,"95' 4""",7244',76
2009,80,0,22892,Jason Gore,"95' 3""","5430' 1""",57
2009,81,0,1161,Mark Calcavecchia,"94' 11""","5313' 3""",56
2009,82,0,26301,James Nitties,"94' 9""","5307' 9""",56
2009,83,0,12782,Tim Herron,"94' 3""","7823' 9""",83
2009,84,0,31416,Derek Fathauer,"94' 2""","4238' 6""",45
2009,84,0,23621,Rory Sabbatini,"94' 2""","6308' 0""",67
2009,86,0,2214,Kirk Triplett,"94' 0""","4795' 5""",51
2009,87,0,20098,Stuart Appleby,"93' 9""","5999' 9""",64
2009,88,0,1724,Jeff Maggert,"93' 7""","6642' 4""",71
2009,89,0,1707,Steve Lowery,"93' 6""","6733' 7""",72
2009,90,0,6527,Steve Stricker,"93' 5""","6257' 7""",67
2009,91,0,12705,Cliff Kresge,"93' 0""","5952' 8""",64
2009,92,0,24781,Hunter Mahan,"92' 10""","6219' 4""",67
2009,93,0,20850,Daniel Chopra,"92' 9""","7978' 6""",86
2009,93,0,28118,Peter Tomasulo,"92' 9""","3893' 9""",42
2009,95,0,22621,Ben Curtis,"92' 7""",3888',42
2009,96,0,20472,Alex Cejka,"92' 3""","6362' 7""",69
2009,97,0,1132,Mark Brooks,"92' 2""","3316' 7""",36
2009,97,0,26695,Michael Letzig,"92' 2""","7740' 2""",84
2009,99,0,20070,Matt Bettencourt,"92' 1""",7458',81
2009,99,0,20691,Greg Owen,"92' 1""","7829' 2""",85
2009,99,0,24502,Adam Scott,"92' 1""","3958' 9""",43
2009,99,0,27770,Camilo Villegas,"92' 1""","4790' 1""",52
2009,103,0,24503,Jeff Klauk,"92' 0""","7910' 7""",86
2009,104,0,7867,Woody Austin,"91' 8""","7240' 2""",79
2009,105,0,24912,Will MacKenzie,"91' 5""","5576' 0""",61
2009,106,0,24140,Sean O'Hair,"91' 4""","5206' 0""",57
2009,106,0,22293,Heath Slocum,"91' 4""","7216' 2""",79
2009,108,0,23788,D.J. Trahan,"91' 3""","6934' 6""",76
2009,109,0,20634,Peter Lonard,"91' 0""","6554' 2""",72
2009,110,0,1797,Rocco Mediate,"90' 10""","5087' 6""",56
2009,111,0,22405,Justin Rose,"90' 9""","5082' 5""",56
2009,112,0,24024,Zach Johnson,"90' 5""","8226' 7""",91
2009,113,0,1941,Tom Pernice Jr.,"90' 3""","6590' 8""",73
2009,114,0,12652,Cameron Beckman,"89' 7""",6629',74
2009,114,0,25240,D.A. Points,"89' 7""","7613' 4""",85
2009,116,0,2239,Scott Verplank,"89' 6""","7157' 6""",80
2009,117,0,1577,Lee Janzen,"89' 5""","5188' 0""",58
