YEAR,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 4 AVG,TOTAL PAR
2024,0,55893,Sam Stevens,-10,3.99,4296.0
2024,0,34021,Bud Cauley,-9,3.98,2296.0
2024,0,29908,C.T. Pan,-9,3.99,2524.0
2024,0,49771,J.T. Poston,-9,3.99,3904.0
2024,0,28252,Seamus Power,-9,3.99,4144.0
2024,0,30911,Tommy Fleetwood,-8,3.99,3072.0
2024,0,27644,Brian Harman,-8,3.99,3800.0
2024,0,27936,Martin Laird,-8,3.99,3208.0
2024,0,59143,Mac Meissner,-8,3.99,3176.0
2024,0,51890,Greyson Sigg,-8,3.99,3400.0
2024,0,27064,Jhonattan Vegas,-8,3.99,3176.0
2024,0,39975,Michael Kim,-7,3.99,3600.0
2024,0,24024,Zach Johnson,-6,3.99,2264.0
2024,0,30926,Chris Kirk,-6,3.99,3520.0
2024,0,39324,J.J. Spaun,-6,3.99,3376.0
2024,0,52514,Trace Crowe,-5,3.99,2992.0
2024,0,46717,Viktor Hovland,-5,3.99,2448.0
2024,0,23108,Matt Kuchar,-5,3.99,3248.0
2024,0,39997,Corey Conners,-4,4.0,3768.0
2024,0,37275,Sam Ryder,-2,4.0,3320.0
2024,0,46340,Alex Smalley,-2,4.0,3280.0
2024,0,34046,Jordan Spieth,-2,4.0,3060.0
2024,0,50484,Hayden Springer,-2,4.0,3120.0
2024,0,34255,Joseph Bramlett,-1,4.0,3704.0
2024,0,35450,Patrick Cantlay,-1,4.0,2968.0
2024,0,32333,Kevin Tway,-1,4.0,2584.0
2024,0,36799,Stephan Jaeger,E,4.0,3552.0
2024,0,60067,Joe Highsmith,+1,4.0,3096.0
2024,0,24502,Adam Scott,+1,4.0,3104.0
2024,0,35506,Mackenzie Hughes,+2,4.0,4080.0
2024,0,36699,Patrick Rodgers,+2,4.0,4288.0
2024,0,50095,Austin Smotherman,+2,4.0,2236.0
2024,0,51634,Sahith Theegala,+2,4.0,3984.0
2024,0,33448,Justin Thomas,+2,4.0,3008.0
2024,0,37378,Min Woo Lee,+3,4.0,2976.0
2024,0,35532,Tom Hoge,+4,4.0,4504.0
2024,0,29725,Tony Finau,+5,4.01,3544.0
2024,0,32791,K.H. Lee,+5,4.01,3484.0
2024,0,26476,Chez Reavie,+5,4.01,3032.0
2024,0,25493,Nick Taylor,+5,4.01,3704.0
2024,0,48887,Matt Wallace,+5,4.01,2888.0
2024,0,59836,Pierceson Coody,+6,4.01,3456.0
2024,0,48867,Matti Schmid,+6,4.01,3392.0
2024,0,40058,Zac Blair,+7,4.01,3696.0
2024,0,29535,Brice Garnett,+7,4.01,2056.0
2024,0,40115,Adam Svensson,+7,4.01,4632.0
2024,0,35310,Lanto Griffin,+8,4.01,3216.0
2024,0,55182,Tom Kim,+8,4.01,3584.0
2024,0,48117,Kurt Kitayama,+8,4.01,3416.0
2024,0,26596,Ryan Moore,+9,4.01,3176.0
2024,0,40006,Erik van Rooyen,+9,4.01,3560.0
2024,0,56630,Akshay Bhatia,+10,4.01,3848.0
2024,0,37455,Si Woo Kim,+10,4.01,3976.0
2024,0,47995,Davis Riley,+10,4.01,3248.0
2024,0,34099,Harris English,+11,4.01,4032.0
2024,0,54421,Garrick Higgo,+11,4.01,3488.0
2024,0,12716,Charley Hoffman,+11,4.01,3080.0
2024,0,55789,Taylor Montgomery,+11,4.02,2428.0
2024,0,45242,Kevin Yu,+11,4.01,3296.0
2024,0,47993,Denny McCarthy,+12,4.01,3816.0
2024,0,47679,Victor Perez,+12,4.02,3088.0
2024,0,32367,Jorge Campillo,+13,4.02,2200.0
2024,0,28775,Nate Lashley,+13,4.02,3256.0
2024,0,57366,Cameron Young,+13,4.01,3496.0
2024,0,33948,Byeong Hun An,+14,4.02,3240.0
2024,0,59095,Chris Gotterup,+14,4.02,3124.0
2024,0,32640,Troy Merritt,+14,4.02,3264.0
2024,0,54628,Lee Hodges,+16,4.02,3992.0
2024,0,33141,Keegan Bradley,+17,4.02,3456.0
2024,0,34563,Chesson Hadley,+17,4.02,2952.0
2024,0,36884,Ben Kohles,+17,4.02,3788.0
2024,0,49947,Taylor Moore,+17,4.02,4232.0
2024,0,54783,Dylan Wu,+17,4.02,3488.0
2024,0,46441,Robby Shelton,+18,4.02,3344.0
2024,0,29221,Webb Simpson,+18,4.03,2200.0
2024,0,32070,Rafael Campos,+19,4.03,2504.0
2024,0,56149,Wilson Furr,+19,4.03,2452.0
2024,0,29420,Billy Horschel,+19,4.02,3432.0
2024,0,49960,Sepp Straka,+19,4.02,3328.0
2024,0,30927,Brendon Todd,+19,4.02,4304.0
2024,0,52374,Brandon Wu,+19,4.02,3576.0
2024,0,47663,Kevin Dougherty,+22,4.03,2696.0
2024,0,32366,Kevin Chappell,+24,4.04,2368.0
2024,0,34466,Peter Malnati,+24,4.03,3360.0
2024,0,36871,Matt NeSmith,+25,4.03,3232.0
2024,0,46113,Ryan McCormick,+26,4.04,2652.0
2024,0,27214,Kevin Streelman,+26,4.03,3064.0
2024,0,33653,Thomas Detry,+28,4.04,2984.0
2024,0,50497,Adrien Dumont de Chassart,+29,4.04,3264.0
2024,0,59442,Parker Coody,+30,4.05,2432.0
2024,0,45609,Tyler Duncan,+30,4.04,3160.0
2024,0,36326,David Lipsky,+30,4.04,3048.0
2024,0,22405,Justin Rose,+30,4.04,2696.0
2024,0,47591,Eric Cole,+31,4.03,4760.0
2024,0,47988,Nick Hardy,+31,4.03,3720.0
2024,0,31646,Emiliano Grillo,+32,4.03,3696.0
2024,0,57362,Austin Eckroat,+33,4.03,4056.0
2024,0,33399,Adam Hadwin,+33,4.04,3584.0
2024,0,27330,Josh Teater,+33,4.06,2288.0
2024,0,48153,Matthieu Pavon,+35,4.05,2896.0
2024,0,23320,Ryan Palmer,+36,4.08,1872.0
2024,0,55708,Hayden Buckley,+38,4.05,3144.0
2024,0,52372,Cameron Champ,+38,4.06,2516.0
2024,0,59866,Nick Dunlap,+38,4.05,3032.0
2024,0,27129,Luke List,+38,4.05,3280.0
2024,0,52666,Sami Valimaki,+38,4.06,2640.0
2024,0,22371,Aaron Baddeley,+39,4.05,3136.0
2024,0,47347,Adam Schenk,+39,4.04,4040.0
2024,0,38991,Alejandro Tosti,+39,4.05,3064.0
2024,0,40098,Matt Fitzpatrick,+42,4.05,3064.0
2024,0,27139,David Skinns,+42,4.05,3576.0
2024,0,27649,Brandt Snedeker,+42,4.07,2560.0
2024,0,50493,Justin Suh,+43,4.05,3264.0
2024,0,52453,Nicolai Højgaard,+44,4.07,2408.0
2024,0,33968,Thorbjørn Olesen,+46,4.09,2024.0
2024,0,27770,Camilo Villegas,+47,4.07,2612.0
2024,0,32102,Rickie Fowler,+48,4.06,3416.0
2024,0,34374,Erik Barnes,+49,4.08,2428.0
2024,0,39977,Max Homa,+49,4.06,3360.0
2024,0,35617,Martin Trainer,+49,4.09,2160.0
2024,0,48319,Tom Whitney,+51,4.07,2960.0
2024,0,33408,Tyson Alexander,+53,4.06,3312.0
2024,0,55454,Carl Yuan,+54,4.08,2812.0
2024,0,29936,Ryan Fox,+56,4.07,3336.0
2024,0,47420,Jake Knapp,+56,4.07,3356.0
2024,0,47483,Will Zalatoris,+57,4.08,2984.0
2024,0,45157,Cam Davis,+59,4.07,3456.0
2024,0,60767,Blaine Hale Jr.,+61,4.11,2280.0
2024,0,29478,Kevin Kisner,+62,4.1,2456.0
2024,0,37212,Paul Barjon,+64,4.11,2388.0
2024,0,47806,Raul Pereda,+65,4.13,2076.0
2024,0,48119,Ben Taylor,+65,4.09,2768.0
2024,0,50188,S.H. Kim,+66,4.06,4616.0
2024,0,31323,Gary Woodland,+68,4.08,3456.0
2024,0,28420,Ryan Brehm,+73,4.11,2624.0
2024,0,51070,Vincent Norrman,+75,4.14,2120.0
2024,0,48699,Callum Tarren,+81,4.11,3080.0
2023,0,46046,Scottie Scheffler,-86,3.91,3840.0
2023,0,47993,Denny McCarthy,-59,3.95,4356.0
2023,0,35450,Patrick Cantlay,-57,3.93,3144.0
2023,0,46717,Viktor Hovland,-56,3.94,3836.0
2023,0,52955,Ludvig Åberg,-50,3.91,2152.0
2023,0,34098,Russell Henley,-41,3.96,3728.0
2023,0,27129,Luke List,-41,3.96,4200.0
2023,0,55182,Tom Kim,-38,3.96,3912.0
2023,0,48081,Xander Schauffele,-36,3.96,3484.0
2023,0,56630,Akshay Bhatia,-35,3.96,3584.0
2023,0,35461,Beau Hossler,-33,3.97,4660.0
2023,0,27644,Brian Harman,-32,3.97,4096.0
2023,0,28237,Rory McIlroy,-32,3.95,2832.0
2023,0,30927,Brendon Todd,-30,3.97,4556.0
2023,0,47591,Eric Cole,-29,3.98,5436.0
2023,0,34363,Tyrrell Hatton,-29,3.97,3392.0
2023,0,46414,Aaron Rai,-29,3.97,4528.0
2023,0,33653,Thomas Detry,-28,3.97,4228.0
2023,0,39977,Max Homa,-28,3.97,3736.0
2023,0,46970,Jon Rahm,-28,3.96,3064.0
2023,0,24502,Adam Scott,-27,3.96,2960.0
2023,0,36799,Stephan Jaeger,-26,3.98,5240.0
2023,0,39324,J.J. Spaun,-26,3.98,4432.0
2023,0,52374,Brandon Wu,-26,3.98,4924.0
2023,0,25900,Lucas Glover,-23,3.98,4308.0
2023,0,28089,Jason Day,-22,3.97,3472.0
2023,0,54591,Ben Griffin,-21,3.98,5092.0
2023,0,34563,Chesson Hadley,-21,3.98,4044.0
2023,0,45242,Kevin Yu,-21,3.97,3044.0
2023,0,58696,Peter Kuest,-20,3.96,2000.0
2023,0,51766,Wyndham Clark,-18,3.98,4320.0
2023,0,26596,Ryan Moore,-17,3.98,3524.0
2023,0,29725,Tony Finau,-15,3.98,3632.0
2023,0,30926,Chris Kirk,-15,3.99,4008.0
2023,0,37275,Sam Ryder,-15,3.99,4712.0
2023,0,51890,Greyson Sigg,-15,3.99,4508.0
2023,0,22371,Aaron Baddeley,-14,3.98,3412.0
2023,0,55789,Taylor Montgomery,-14,3.99,4352.0
2023,0,27349,Alex Noren,-14,3.99,3912.0
2023,0,39954,Cody Gribble,-13,3.98,2940.0
2023,0,39997,Corey Conners,-12,3.99,3800.0
2023,0,33948,Byeong Hun An,-11,3.99,4492.0
2023,0,32816,Satoshi Kodaira,-9,3.99,2604.0
2023,0,49771,J.T. Poston,-9,3.99,4408.0
2023,0,46340,Alex Smalley,-9,3.99,4804.0
2023,0,30911,Tommy Fleetwood,-8,3.99,3224.0
2023,0,39971,Sungjae Im,-7,3.99,4536.0
2023,0,40162,Justin Lower,-7,3.99,4612.0
2023,0,32102,Rickie Fowler,-6,3.99,4120.0
2023,0,25818,Scott Piercy,-6,3.99,4216.0
2023,0,45609,Tyler Duncan,-5,4.0,4040.0
2023,0,50188,S.H. Kim,-5,4.0,4676.0
2023,0,50525,Collin Morikawa,-5,3.99,3520.0
2023,0,36801,Mark Hubbard,-4,4.0,4956.0
2023,0,54783,Dylan Wu,-4,4.0,4468.0
2023,0,57362,Austin Eckroat,-2,4.0,4132.0
2023,0,29908,C.T. Pan,-2,4.0,2304.0
2023,0,39058,Lucas Herbert,-1,4.0,2656.0
2023,0,45157,Cam Davis,E,4.0,3968.0
2023,0,23108,Matt Kuchar,E,4.0,3988.0
2023,0,33413,Ben Martin,E,4.0,4380.0
2023,0,24140,Sean O'Hair,E,4.0,2164.0
2023,0,52375,Doug Ghim,+1,4.0,3948.0
2023,0,33399,Adam Hadwin,+1,4.0,3800.0
2023,0,35532,Tom Hoge,+1,4.0,4492.0
2023,0,46442,Maverick McNealy,+1,4.0,2672.0
2023,0,45522,Christiaan Bezuidenhout,+2,4.0,3840.0
2023,0,40115,Adam Svensson,+2,4.0,5296.0
2023,0,51634,Sahith Theegala,+2,4.0,4536.0
2023,0,31577,Tano Goya,+3,4.0,3764.0
2023,0,49298,Kramer Hickok,+3,4.0,4160.0
2023,0,23320,Ryan Palmer,+3,4.0,3404.0
2023,0,25493,Nick Taylor,+3,4.0,4012.0
2023,0,33141,Keegan Bradley,+5,4.01,3552.0
2023,0,22405,Justin Rose,+5,4.01,2924.0
2023,0,56762,Will Gordon,+6,4.01,4712.0
2023,0,34255,Joseph Bramlett,+7,4.01,3356.0
2023,0,29535,Brice Garnett,+7,4.01,3620.0
2023,0,32757,Patton Kizzire,+7,4.01,4288.0
2023,0,28775,Nate Lashley,+7,4.01,4560.0
2023,0,52513,Carson Young,+7,4.01,4240.0
2023,0,39975,Michael Kim,+8,4.01,4116.0
2023,0,19803,Ryan Armour,+9,4.01,3868.0
2023,0,35879,Kelly Kraft,+9,4.01,3856.0
2023,0,28252,Seamus Power,+9,4.01,3564.0
2023,0,34256,Andrew Putnam,+9,4.01,4756.0
2023,0,32366,Kevin Chappell,+12,4.02,2340.0
2023,0,39546,Keith Mitchell,+12,4.01,4012.0
2023,0,51997,Andrew Novak,+12,4.01,4052.0
2023,0,57366,Cameron Young,+12,4.01,3744.0
2023,0,32839,Hideki Matsuyama,+13,4.01,3736.0
2023,0,46441,Robby Shelton,+13,4.01,4388.0
2023,0,55893,Sam Stevens,+13,4.01,4500.0
2023,0,27963,Chris Stroud,+13,4.02,2388.0
2023,0,29289,S.Y. Noh,+14,4.02,2860.0
2023,0,47995,Davis Riley,+14,4.01,4332.0
2023,0,46435,Austin Cook,+15,4.02,3548.0
2023,0,31202,William McGirt,+15,4.03,2228.0
2023,0,48699,Callum Tarren,+15,4.01,4228.0
2023,0,35617,Martin Trainer,+15,4.02,2628.0
2023,0,24925,Jonathan Byrd,+16,4.03,2524.0
2023,0,35310,Lanto Griffin,+17,4.03,2376.0
2023,0,47988,Nick Hardy,+17,4.01,5076.0
2023,0,52453,Nicolai Hojgaard,+17,4.03,1944.0
2023,0,37455,Si Woo Kim,+17,4.02,4360.0
2023,0,27214,Kevin Streelman,+17,4.02,4044.0
2023,0,57975,Harry Hall,+18,4.02,4332.0
2023,0,48867,Matti Schmid,+18,4.02,3324.0
2023,0,34610,Matthias Schwab,+18,4.02,4404.0
2023,0,55708,Hayden Buckley,+19,4.02,3640.0
2023,0,51070,Vincent Norrman,+19,4.02,3612.0
2023,0,40098,Matt Fitzpatrick,+20,4.03,3188.0
2023,0,39335,Kevin Roy,+20,4.03,3196.0
2023,0,49960,Sepp Straka,+20,4.02,4024.0
2023,0,33448,Justin Thomas,+20,4.03,3072.0
2023,0,32333,Kevin Tway,+20,4.02,4316.0
2023,0,48084,Wesley Bryan,+21,4.04,2020.0
2023,0,52372,Cameron Champ,+21,4.03,3304.0
2023,0,12716,Charley Hoffman,+21,4.02,3404.0
2023,0,22056,Cameron Percy,+21,4.03,2812.0
2023,0,47504,Sam Burns,+22,4.03,3504.0
2023,0,33122,Russell Knox,+22,4.02,4876.0
2023,0,30163,Henrik Norlander,+22,4.02,3836.0
2023,0,49947,Taylor Moore,+23,4.02,4316.0
2023,0,36699,Patrick Rodgers,+23,4.02,4356.0
2023,0,39067,MJ Daffue,+24,4.02,4364.0
2023,0,27974,Sung Kang,+24,4.05,2052.0
2023,0,34046,Jordan Spieth,+24,4.03,3116.0
2023,0,25686,Jason Dufner,+25,4.03,3848.0
2023,0,34099,Harris English,+25,4.02,4264.0
2023,0,54421,Garrick Higgo,+25,4.02,4340.0
2023,0,40250,Taylor Pendrith,+25,4.02,4188.0
2023,0,47983,Chad Ramey,+25,4.02,4324.0
2023,0,58168,Davis Thompson,+25,4.02,4080.0
2023,0,55454,Carl Yuan,+25,4.03,3564.0
2023,0,20229,Stewart Cink,+26,4.03,3424.0
2023,0,59018,Ryan Gerard,+26,4.04,2600.0
2023,0,27936,Martin Laird,+26,4.03,3704.0
2023,0,40006,Erik van Rooyen,+26,4.03,3260.0
2023,0,49453,Trevor Cone,+29,4.03,3444.0
2023,0,33597,Harry Higgs,+29,4.03,3556.0
2023,0,32791,K.H. Lee,+29,4.03,4592.0
2023,0,37338,Zecheng Dou,+30,4.03,4108.0
2023,0,31646,Emiliano Grillo,+30,4.02,4848.0
2023,0,32448,James Hahn,+30,4.04,3356.0
2023,0,35506,Mackenzie Hughes,+30,4.03,3784.0
2023,0,53165,Doc Redman,+30,4.04,3324.0
2023,0,47079,Harrison Endycott,+31,4.03,3780.0
2023,0,35449,Adam Long,+31,4.03,4780.0
2023,0,50493,Justin Suh,+31,4.03,4896.0
2023,0,40058,Zac Blair,+33,4.04,3332.0
2023,0,36871,Matt NeSmith,+33,4.03,4252.0
2023,0,47347,Adam Schenk,+33,4.03,5156.0
2023,0,50095,Austin Smotherman,+33,4.03,4284.0
2023,0,36326,David Lipsky,+34,4.03,4364.0
2023,0,33204,Shane Lowry,+34,4.05,2712.0
2023,0,34431,Robert Streb,+34,4.04,3496.0
2023,0,34076,Joel Dahmen,+36,4.04,3900.0
2023,0,54628,Lee Hodges,+37,4.03,4576.0
2023,0,51414,Brent Grant,+38,4.04,3556.0
2023,0,51349,Nico Echavarria,+40,4.05,3292.0
2023,0,26476,Chez Reavie,+40,4.04,4124.0
2023,0,29420,Billy Horschel,+41,4.06,2816.0
2023,0,31560,Brian Stuard,+41,4.05,3068.0
2023,0,24024,Zach Johnson,+42,4.06,2960.0
2023,0,33410,Andrew Landry,+43,4.05,3404.0
2023,0,49766,Hank Lebioda,+43,4.07,2508.0
2023,0,32640,Troy Merritt,+43,4.04,3916.0
2023,0,31323,Gary Woodland,+43,4.05,3492.0
2023,0,32139,Danny Willett,+45,4.06,2868.0
2023,0,30692,Scott Stallings,+46,4.05,3572.0
2023,0,48887,Matt Wallace,+47,4.05,3568.0
2023,0,36724,Augusto Núñez,+52,4.06,3580.0
2023,0,27554,Scott Harrington,+54,4.06,3348.0
2023,0,48117,Kurt Kitayama,+55,4.07,3132.0
2023,0,47128,Richy Werenski,+55,4.05,4188.0
2023,0,34466,Peter Malnati,+56,4.06,3996.0
2023,0,46601,Trey Mullinax,+56,4.07,3032.0
2023,0,29221,Webb Simpson,+56,4.09,2476.0
2023,0,52411,Kyle Westmoreland,+56,4.07,3316.0
2023,0,25632,Jimmy Walker,+58,4.06,3652.0
2023,0,33408,Tyson Alexander,+61,4.06,4028.0
2023,0,35901,Paul Haley II,+67,4.07,3876.0
2023,0,31557,Jim Herman,+69,4.08,3344.0
2023,0,32662,Michael Gligic,+70,4.09,3052.0
2023,0,58967,Trevor Werbylo,+70,4.08,3456.0
2023,0,28420,Ryan Brehm,+75,4.08,3684.0
2023,0,48119,Ben Taylor,+76,4.07,4500.0
2023,0,34409,David Lingmerth,+79,4.08,3748.0
2023,0,27095,Nick Watney,+80,4.1,3188.0
2023,0,29970,Dylan Frittelli,+87,4.11,3280.0
2023,0,51491,Brandon Matthews,+87,4.14,2480.0
2023,0,51950,Max McGreevy,+95,4.1,3900.0
2022,0,33448,Justin Thomas,-54,3.94,3328.0
2022,0,29725,Tony Finau,-50,3.95,3784.0
2022,0,39971,Sungjae Im,-44,3.95,3856.0
2022,0,48081,Xander Schauffele,-44,3.94,3152.0
2022,0,46046,Scottie Scheffler,-42,3.95,3680.0
2022,0,57366,Cameron Young,-40,3.96,3632.0
2022,0,28237,Rory McIlroy,-34,3.95,2672.0
2022,0,35891,Cameron Smith,-33,3.95,2736.0
2022,0,39997,Corey Conners,-28,3.97,3832.0
2022,0,34046,Jordan Spieth,-28,3.97,3260.0
2022,0,35450,Patrick Cantlay,-27,3.96,3004.0
2022,0,32839,Hideki Matsuyama,-26,3.97,3156.0
2022,0,27644,Brian Harman,-25,3.98,4060.0
2022,0,28775,Nate Lashley,-25,3.97,3172.0
2022,0,46970,Jon Rahm,-24,3.97,3040.0
2022,0,28252,Seamus Power,-23,3.97,3428.0
2022,0,47993,Denny McCarthy,-19,3.98,4356.0
2022,0,34098,Russell Henley,-18,3.98,3456.0
2022,0,46717,Viktor Hovland,-18,3.98,3080.0
2022,0,23108,Matt Kuchar,-18,3.98,3044.0
2022,0,47483,Will Zalatoris,-16,3.98,3288.0
2022,0,47504,Sam Burns,-15,3.98,3488.0
2022,0,21961,Charles Howell III,-15,3.97,2312.0
2022,0,49964,Aaron Wise,-14,3.99,3760.0
2022,0,47529,Mito Pereira,-11,3.99,3852.0
2022,0,50525,Collin Morikawa,-10,3.98,2640.0
2022,0,29420,Billy Horschel,-9,3.99,3152.0
2022,0,35449,Adam Long,-9,3.99,3736.0
2022,0,34256,Andrew Putnam,-9,3.99,4068.0
2022,0,45609,Tyler Duncan,-8,3.99,3464.0
2022,0,40098,Matt Fitzpatrick,-8,3.99,3076.0
2022,0,45486,Joaquin Niemann,-8,3.99,3512.0
2022,0,49771,J.T. Poston,-7,3.99,3888.0
2022,0,45526,Abraham Ancer,-5,3.99,2528.0
2022,0,51766,Wyndham Clark,-5,4.0,4108.0
2022,0,24502,Adam Scott,-5,3.99,3176.0
2022,0,19803,Ryan Armour,-4,3.99,2140.0
2022,0,40250,Taylor Pendrith,-4,3.99,3036.0
2022,0,30692,Scott Stallings,-4,4.0,4108.0
2022,0,34610,Matthias Schwab,-2,4.0,3020.0
2022,0,45522,Christiaan Bezuidenhout,-1,4.0,3508.0
2022,0,46402,Talor Gooch,-1,4.0,3112.0
2022,0,30911,Tommy Fleetwood,E,4.0,2432.0
2022,0,30926,Chris Kirk,E,4.0,3620.0
2022,0,49947,Taylor Moore,E,4.0,3588.0
2022,0,36801,Mark Hubbard,+1,4.0,2924.0
2022,0,29478,Kevin Kisner,+1,4.0,2908.0
2022,0,33204,Shane Lowry,+1,4.0,2552.0
2022,0,23621,Rory Sabbatini,+1,4.0,2416.0
2022,0,28089,Jason Day,+2,4.0,2396.0
2022,0,26300,Matt Jones,+2,4.0,2596.0
2022,0,30927,Brendon Todd,+2,4.0,3556.0
2022,0,39546,Keith Mitchell,+3,4.0,3756.0
2022,0,29518,Brendan Steele,+3,4.0,3152.0
2022,0,35310,Lanto Griffin,+4,4.0,3260.0
2022,0,34174,John Huh,+4,4.01,3152.0
2022,0,47995,Davis Riley,+4,4.0,4060.0
2022,0,23325,Vaughn Taylor,+4,4.01,2256.0
2022,0,34363,Tyrrell Hatton,+5,4.01,2816.0
2022,0,46601,Trey Mullinax,+5,4.01,3500.0
2022,0,51634,Sahith Theegala,+5,4.0,4828.0
2022,0,52374,Brandon Wu,+5,4.01,3132.0
2022,0,46442,Maverick McNealy,+6,4.01,3748.0
2022,0,32448,James Hahn,+7,4.01,3040.0
2022,0,26851,Marc Leishman,+7,4.01,3136.0
2022,0,48117,Kurt Kitayama,+8,4.01,3020.0
2022,0,48822,Sebastián Muñoz,+8,4.01,3592.0
2022,0,22056,Cameron Percy,+8,4.02,1844.0
2022,0,55708,Hayden Buckley,+9,4.01,3884.0
2022,0,29221,Webb Simpson,+9,4.01,2616.0
2022,0,33399,Adam Hadwin,+10,4.01,3828.0
2022,0,39953,Chase Seiffert,+10,4.02,2180.0
2022,0,48699,Callum Tarren,+10,4.01,2952.0
2022,0,24925,Jonathan Byrd,+11,4.02,2404.0
2022,0,46340,Alex Smalley,+11,4.01,3948.0
2022,0,33141,Keegan Bradley,+12,4.01,3472.0
2022,0,31646,Emiliano Grillo,+12,4.01,3576.0
2022,0,24138,Ian Poulter,+12,4.02,1936.0
2022,0,22405,Justin Rose,+12,4.02,2324.0
2022,0,47988,Nick Hardy,+13,4.02,2532.0
2022,0,32150,Michael Thompson,+13,4.01,3596.0
2022,0,29289,S.Y. Noh,+14,4.02,2568.0
2022,0,37189,Harold Varner III,+14,4.02,3008.0
2022,0,27349,Alex Noren,+16,4.02,2704.0
2022,0,27214,Kevin Streelman,+16,4.02,3724.0
2022,0,27936,Martin Laird,+17,4.02,2848.0
2022,0,24361,Pat Perez,+17,4.03,2528.0
2022,0,29535,Brice Garnett,+18,4.02,3180.0
2022,0,39977,Max Homa,+18,4.02,3576.0
2022,0,50095,Austin Smotherman,+18,4.02,3228.0
2022,0,24980,Scott Gutschewski,+19,4.03,2340.0
2022,0,36852,Jim Knous,+19,4.04,2148.0
2022,0,30944,Jason Kokrak,+19,4.03,2672.0
2022,0,31420,Anirban Lahiri,+19,4.02,3088.0
2022,0,27064,Jhonattan Vegas,+19,4.02,3224.0
2022,0,36689,Brooks Koepka,+20,4.04,2016.0
2022,0,49766,Hank Lebioda,+20,4.02,3384.0
2022,0,46414,Aaron Rai,+20,4.02,3844.0
2022,0,39324,J.J. Spaun,+20,4.02,4020.0
2022,0,32662,Michael Gligic,+21,4.03,3012.0
2022,0,29974,Branden Grace,+21,4.04,2200.0
2022,0,35532,Tom Hoge,+21,4.02,4132.0
2022,0,51997,Andrew Novak,+21,4.03,3204.0
2022,0,36699,Patrick Rodgers,+21,4.02,3604.0
2022,0,51890,Greyson Sigg,+21,4.02,3796.0
2022,0,40115,Adam Svensson,+21,4.02,4268.0
2022,0,32640,Troy Merritt,+22,4.02,3900.0
2022,0,25198,Francesco Molinari,+23,4.04,2296.0
2022,0,30978,Kiradech Aphibarnrat,+24,4.04,2212.0
2022,0,32816,Satoshi Kodaira,+24,4.04,2188.0
2022,0,35879,Kelly Kraft,+24,4.03,2916.0
