YEAR,MOVEMENT,PLAYER_ID,PLAYER,MONEY
2011,0,10505,Shane Bertsch,$230053
2011,0,6522,Ernie Els,$220000
2011,0,26329,Louis Oosthuizen,$202800
2011,0,25345,Carl Pettersson,$192493
2011,0,29518,Brendan Steele,$192038
2011,0,12782,Tim Herron,$187136
2011,0,27214,Kevin Streelman,$186925
2011,0,27330,Josh Teater,$159503
2011,0,27939,Matt McQuillan,$159312
2011,0,29478,Kevin Kisner,$152775
2011,0,22961,David Mathis,$151652
2011,0,27064,Jhonattan Vegas,$149160
2011,0,28475,Jeff Overton,$145410
2011,0,27797,Derek Lamely,$138574
2011,0,33399,Adam Hadwin,$138312
2011,0,20848,Ángel Cabrera,$137375
2011,0,10585,Scott McCarron,$134088
2011,0,20160,Charlie Wi,$131522
2011,0,25364,Paul Casey,$130312
2011,0,22293,Heath Slocum,$127498
2011,0,25274,Steven Bowditch,$122260
2011,0,25818,Scott Piercy,$117133
2011,0,21528,Henrik Stenson,$114641
2011,0,24604,Hunter Haas,$113620
2011,0,26287,Roland Thatcher,$111567
2011,0,20436,Garrett Willis,$109120
2011,0,30110,Kyle Stanley,$106613
2011,0,23409,James Driscoll,$104975
2011,0,31202,William McGirt,$104972
2011,0,1116,Michael Bradley,$101005
2011,0,23788,D.J. Trahan,$100569
2011,0,20593,Greg Chalmers,$95285
2011,0,31323,Gary Woodland,$95175
2011,0,8375,Paul Stankowski,$94913
2011,0,29720,Andres Gonzales,$91330
2011,0,10809,Jim Furyk,$88000
2011,0,23718,Nathan Green,$81891
2011,0,24912,Will MacKenzie,$77500
2011,0,27963,Chris Stroud,$77500
2011,0,25457,Alexandre Rocha,$76411
2011,0,24358,Robert Garrigus,$69805
2011,0,32698,Bobby Gates,$68488
2011,0,33413,Ben Martin,$66921
2011,0,33419,Cameron Tringale,$66902
2011,0,25900,Lucas Glover,$64000
2011,0,24140,Sean O'Hair,$64000
2011,0,20572,Rod Pampling,$62720
2011,0,21407,Arjun Atwal,$59848
2011,0,24980,Scott Gutschewski,$57611
2011,0,6004,Stephen Ames,$57526
2011,0,35087,Bio Kim,$57464
2011,0,8075,Jerry Kelly,$54112
2011,0,29910,Blake Adams,$50769
2011,0,22056,Cameron Percy,$50760
2011,0,12510,Chad Campbell,$50235
2011,0,31193,Jim Renner,$50182
2011,0,7867,Woody Austin,$49086
2011,0,23325,Vaughn Taylor,$48651
2011,0,23320,Ryan Palmer,$47411
2011,0,26679,Kevin Stadler,$47178
2011,0,6573,Brandt Jobe,$45384
2011,0,1320,Bob Estes,$44716
2011,0,24507,Jason Bohn,$44127
2011,0,23108,Matt Kuchar,$43333
2011,0,26289,Boo Weekley,$41400
2011,0,30711,Colt Knost,$40350
2011,0,27933,John Merrick,$39571
2011,0,33911,Nate Smith,$39043
2011,0,9011,David Duval,$38060
2011,0,24925,Jonathan Byrd,$34886
2011,0,1948,Tim Petrovic,$33302
2011,0,28679,Fabián Gómez,$30969
2011,0,26420,Richard Johnson,$30816
2011,0,8793,Tiger Woods,$30375
2011,0,21350,Ryuji Imada,$29296
2011,0,20645,John Senden,$29296
2011,0,30692,Scott Stallings,$29296
2011,0,26668,Marc Turnesa,$29296
2011,0,34072,Will Strickler,$29098
2011,0,26695,Michael Letzig,$29000
2011,0,23548,Bill Lunde,$28600
2011,0,30946,Alex Prugh,$28600
2011,0,24490,George McNeill,$28456
2011,0,19846,Brian Gay,$25571
2011,0,24846,Ricky Barnes,$25283
2011,0,23497,Tag Ridings,$24499
2011,0,26851,Marc Leishman,$23041
2011,0,21805,Harrison Frazar,$22220
2011,0,6251,Chris DiMarco,$21669
2011,0,7457,Steve Flesch,$21617
2011,0,1313,Steve Elkington,$20524
2011,0,22621,Ben Curtis,$20314
2011,0,6197,Michael Allen,$20210
2011,0,1797,Rocco Mediate,$19924
2011,0,20127,Chris Riley,$19750
2011,0,10885,Robert Allenby,$19466
2011,0,21961,Charles Howell III,$19466
2011,0,27649,Brandt Snedeker,$19466
2011,0,28620,Aron Price,$18866
2011,0,20070,Matt Bettencourt,$18850
2011,0,8537,J.P. Hayes,$18204
2011,0,32640,Troy Merritt,$17922
2011,0,31557,Jim Herman,$17704
2011,0,1978,Fran Quinn,$17602
2011,0,1577,Lee Janzen,$16087
2011,0,32874,Erick Justesen,$16087
2011,0,27120,Troy Matteson,$16087
2011,0,6621,Joe Durant,$15980
2011,0,20157,Retief Goosen,$15980
2011,0,12716,Charley Hoffman,$15419
2011,0,27936,Martin Laird,$15419
2011,0,26951,Johnson Wagner,$12800
2011,0,10733,Kent Jones,$12569
2011,0,1677,Tom Lehman,$12569
2011,0,26881,Jarrod Lyle,$12569
2011,0,11032,Frank Lickliter II,$12175
2011,0,26300,Matt Jones,$11350
2011,0,21949,Joe Ogilvie,$11117
2011,0,32876,Martin Piller,$10800
2011,0,1724,Jeff Maggert,$10778
2011,0,23673,Michael Connell,$10400
2011,0,1161,Mark Calcavecchia,$10152
2011,0,20095,Carl Paulson,$10152
2011,0,6515,Shaun Micheel,$10053
2011,0,25190,Jeff Quinney,$10053
2011,0,34255,Joseph Bramlett,$9724
2011,0,34360,Patrick Reed,$9450
2011,0,11123,Chris Couch,$9080
2011,0,31401,Zack Miller,$9080
2011,0,25240,D.A. Points,$9080
2011,0,23614,Rich Beem,$8930
2011,0,24290,D.J. Brigman,$8888
2011,0,23638,Brendon de Jonge,$8680
2011,0,12652,Cameron Beckman,$8492
2011,0,27399,Richard Scott,$8400
2011,0,25444,Justin Hicks,$8228
2011,0,2246,Duffy Waldorf,$8052
2010,0,24924,Bill Haas,$1080000
2010,0,1797,Rocco Mediate,$962006
2010,0,24925,Jonathan Byrd,$946020
2010,0,24358,Robert Garrigus,$865810
2010,0,22293,Heath Slocum,$742822
2010,0,23623,Bo Van Pelt,$574000
2010,0,26287,Roland Thatcher,$535869
2010,0,32102,Rickie Fowler,$524318
2010,0,30946,Alex Prugh,$456340
2010,0,27466,Spencer Levin,$445000
2010,0,22056,Cameron Percy,$420452
2010,0,6197,Michael Allen,$399400
2010,0,27936,Martin Laird,$378400
2010,0,26951,Johnson Wagner,$378050
2010,0,20645,John Senden,$372820
2010,0,27436,Graham DeLaet,$364771
2010,0,23673,Michael Connell,$355105
2010,0,21961,Charles Howell III,$350090
2010,0,23349,Charles Warren,$339561
2010,0,27963,Chris Stroud,$331013
2010,0,29221,Webb Simpson,$305980
2010,0,23638,Brendon de Jonge,$289459
2010,0,2206,David Toms,$281800
2010,0,21350,Ryuji Imada,$270771
2010,0,21878,Mark Wilson,$258825
2010,0,12714,Chris Tidland,$253771
2010,0,8075,Jerry Kelly,$245405
2010,0,21407,Arjun Atwal,$238653
2010,0,6621,Joe Durant,$232770
2010,0,23788,D.J. Trahan,$221531
2010,0,10885,Robert Allenby,$208000
2010,0,24912,Will MacKenzie,$186298
2010,0,23320,Ryan Palmer,$183685
2010,0,28158,Steve Marino,$181380
2010,0,26679,Kevin Stadler,$180919
2010,0,23322,Brett Wetterich,$177250
2010,0,22371,Aaron Baddeley,$175275
2010,0,33419,Cameron Tringale,$172700
2010,0,8375,Paul Stankowski,$167736
2010,0,25190,Jeff Quinney,$165177
2010,0,20104,Ken Duke,$158880
2010,0,9011,David Duval,$158661
2010,0,12652,Cameron Beckman,$157735
2010,0,12602,Dean Wilson,$154610
2010,0,1941,Tom Pernice Jr.,$150319
2010,0,27095,Nick Watney,$149425
2010,0,12510,Chad Campbell,$148984
2010,0,24490,George McNeill,$146560
2010,0,23135,Tim Clark,$146071
2010,0,24361,Pat Perez,$140995
2010,0,19846,Brian Gay,$133083
2010,0,28620,Aron Price,$128235
2010,0,26420,Richard Johnson,$122470
2010,0,28500,Martin Flores,$122125
2010,0,6595,Kevin Sutherland,$118950
2010,0,32640,Troy Merritt,$117904
2010,0,12782,Tim Herron,$117210
2010,0,20574,Mathew Goggin,$110742
2010,0,1706,Davis Love III,$104354
2010,0,20686,Jeev Milkha Singh,$99292
2010,0,7749,Brett Quigley,$97473
2010,0,31560,Brian Stuard,$92422
2010,0,23621,Rory Sabbatini,$92120
2010,0,6567,Vijay Singh,$92120
2010,0,25818,Scott Piercy,$90228
2010,0,27060,John Mallinger,$89179
2010,0,1577,Lee Janzen,$85669
2010,0,27330,Josh Teater,$85050
2010,0,24024,Zach Johnson,$84000
2010,0,22913,John Rollins,$84000
2010,0,21731,Freddie Jacobson,$82500
2010,0,27214,Kevin Streelman,$82500
2010,0,23718,Nathan Green,$82400
2010,0,12705,Cliff Kresge,$82347
2010,0,1948,Tim Petrovic,$81645
2010,0,22621,Ben Curtis,$79599
2010,0,20498,Briny Baird,$74323
2010,0,20127,Chris Riley,$72460
2010,0,6251,Chris DiMarco,$65561
2010,0,27933,John Merrick,$59580
2010,0,7867,Woody Austin,$59280
2010,0,20229,Stewart Cink,$58985
2010,0,1677,Tom Lehman,$58985
2010,0,26695,Michael Letzig,$55407
2010,0,20160,Charlie Wi,$55137
2010,0,10860,Justin Leonard,$54835
2010,0,30926,Chris Kirk,$54480
2010,0,26881,Jarrod Lyle,$54480
2010,0,23409,James Driscoll,$49038
2010,0,27141,J.B. Holmes,$48531
2010,0,6643,Paul Goydos,$47158
2010,0,10585,Scott McCarron,$45823
2010,0,32366,Kevin Chappell,$44000
2010,0,27447,John Ellis,$44000
2010,0,24507,Jason Bohn,$43871
2010,0,24227,Justin Bolli,$43240
2010,0,24846,Ricky Barnes,$41253
2010,0,25562,Andres Romero,$41253
2010,0,8537,J.P. Hayes,$40600
2010,0,26301,James Nitties,$39725
2010,0,21753,Brian Davis,$38148
2010,0,6515,Shaun Micheel,$37090
2010,0,28780,Nicholas Thompson,$35827
2010,0,8725,Tom Gillis,$35379
2010,0,20663,Brenden Pappas,$34951
2010,0,24140,Sean O'Hair,$33127
2010,0,29461,Jamie Lovemark,$32500
2010,0,23548,Bill Lunde,$31140
2010,0,27120,Troy Matteson,$29321
2010,0,23613,Rich Barcelo,$29250
2010,0,20850,Daniel Chopra,$29250
2010,0,23108,Matt Kuchar,$29250
2010,0,22122,Andrew McLardy,$27160
2010,0,6012,Greg Kraft,$26803
2010,0,21959,Ted Purdy,$26179
2010,0,27797,Derek Lamely,$23731
2010,0,27613,David Lutterus,$21042
2010,0,21528,Henrik Stenson,$21000
2010,0,20378,Mathias Grönberg,$20925
2010,0,25240,D.A. Points,$19780
2010,0,20070,Matt Bettencourt,$19725
2010,0,1766,Billy Mayfair,$19400
2010,0,1473,Todd Hamilton,$18750
2010,0,20105,Jeff Gove,$18672
2010,0,25720,Chad Collins,$18566
2010,0,1707,Steve Lowery,$18566
2010,0,29910,Blake Adams,$18545
2010,0,7457,Steve Flesch,$18469
2010,0,28307,Matt Every,$18330
2010,0,1553,John Huston,$18330
2010,0,1249,John Daly,$18292
2010,0,1724,Jeff Maggert,$18225
2010,0,25892,Steve Wheatcroft,$17948
2010,0,1313,Steve Elkington,$16590
2010,0,26289,Boo Weekley,$16590
2010,0,29285,Brent Delahoussaye,$16482
2010,0,26392,Chris Wilson,$16408
2010,0,20593,Greg Chalmers,$16340
2010,0,1320,Bob Estes,$16340
2010,0,20436,Garrett Willis,$15690
2010,0,33464,Danny Wax,$14450
2010,0,12823,Carlos Franco,$13320
2010,0,25345,Carl Pettersson,$13320
2010,0,1381,Fred Funk,$12731
2010,0,28087,Kris Blanks,$12590
2010,0,25396,Kevin Na,$12590
2010,0,20098,Stuart Appleby,$11000
2010,0,33140,Alex Hamilton,$10835
2010,0,21949,Joe Ogilvie,$10669
2010,0,20691,Greg Owen,$10340
2010,0,24781,Hunter Mahan,$10158
2010,0,26668,Marc Turnesa,$10158
2010,0,23307,Roger Tambellini,$10105
2010,0,1132,Mark Brooks,$10090
2010,0,7707,Mike Small,$9635
2010,0,23325,Vaughn Taylor,$9460
2010,0,10425,Jay Williamson,$9306
2010,0,12660,Jesper Parnevik,$9165
2010,0,26300,Matt Jones,$9120
2010,0,1116,Michael Bradley,$8600
2010,0,10217,Warren Schutte,$8471
2010,0,19824,Craig Barlow,$8310
2010,0,22946,Henrik Bjornstad,$8310
2010,0,12755,Vance Veazey,$8310
2010,0,33168,Michael O'Neal,$8120
2010,0,1619,Skip Kendall,$7812
2010,0,2214,Kirk Triplett,$7812
2010,0,23048,Eric Axley,$7452
2010,0,6514,Kevin Johnson,$6948
2010,0,1385,Jim Gallagher Jr.,$6552
2009,0,23108,Matt Kuchar,$1193700
2009,0,27120,Troy Matteson,$941455
2009,0,6004,Stephen Ames,$889250
2009,0,27936,Martin Laird,$872250
2009,0,24490,George McNeill,$783200
2009,0,23325,Vaughn Taylor,$659000
2009,0,32102,Rickie Fowler,$571090
2009,0,1948,Tim Petrovic,$539800
2009,0,10860,Justin Leonard,$491700
2009,0,29461,Jamie Lovemark,$440000
2009,0,12510,Chad Campbell,$396016
2009,0,22348,Nick O'Hern,$371456
2009,0,27683,Leif Olson,$348000
2009,0,22405,Justin Rose,$308800
2009,0,25632,Jimmy Walker,$300850
2009,0,25240,D.A. Points,$289865
2009,0,28780,Nicholas Thompson,$266728
2009,0,29221,Webb Simpson,$252700
2009,0,26596,Ryan Moore,$248700
2009,0,23135,Tim Clark,$246230
2009,0,23548,Bill Lunde,$246230
2009,0,23623,Bo Van Pelt,$234522
2009,0,20645,John Senden,$228000
2009,0,24503,Jeff Klauk,$207658
2009,0,1941,Tom Pernice Jr.,$202598
2009,0,27963,Chris Stroud,$201129
2009,0,20378,Mathias Grönberg,$197528
2009,0,23541,Ben Crane,$197400
2009,0,25818,Scott Piercy,$197400
2009,0,21805,Harrison Frazar,$195930
2009,0,23788,D.J. Trahan,$194898
2009,0,25345,Carl Pettersson,$188685
2009,0,20472,Alex Cejka,$185040
2009,0,10809,Jim Furyk,$184800
2009,0,20686,Jeev Milkha Singh,$183504
2009,0,20572,Rod Pampling,$174600
2009,0,23800,Bryce Molder,$173750
2009,0,10423,Mike Weir,$173750
2009,0,25562,Andres Romero,$169430
2009,0,24925,Jonathan Byrd,$166300
2009,0,21753,Brian Davis,$162575
2009,0,26498,Matt Weibring,$161904
2009,0,12716,Charley Hoffman,$151200
2009,0,21731,Freddie Jacobson,$149159
2009,0,20634,Peter Lonard,$145344
2009,0,23621,Rory Sabbatini,$144500
2009,0,24507,Jason Bohn,$140690
2009,0,22293,Heath Slocum,$135000
2009,0,24024,Zach Johnson,$131600
2009,0,24924,Bill Haas,$124400
2009,0,12782,Tim Herron,$121720
2009,0,21961,Charles Howell III,$117098
2009,0,6251,Chris DiMarco,$110080
2009,0,24358,Robert Garrigus,$105938
2009,0,27214,Kevin Streelman,$104826
2009,0,28475,Jeff Overton,$103400
2009,0,1706,Davis Love III,$102000
2009,0,24912,Will MacKenzie,$101178
2009,0,20593,Greg Chalmers,$97625
2009,0,20691,Greg Owen,$96678
2009,0,10117,Bob Heintz,$89800
2009,0,20127,Chris Riley,$89260
2009,0,1677,Tom Lehman,$83850
2009,0,12602,Dean Wilson,$81914
2009,0,10733,Kent Jones,$79610
2009,0,24980,Scott Gutschewski,$78240
2009,0,26301,James Nitties,$78240
2009,0,1797,Rocco Mediate,$78100
2009,0,24361,Pat Perez,$78100
2009,0,27649,Brandt Snedeker,$75487
2009,0,26951,Johnson Wagner,$73278
2009,0,21949,Joe Ogilvie,$72850
2009,0,26476,Chez Reavie,$72490
2009,0,24781,Hunter Mahan,$71400
2009,0,23614,Rich Beem,$66298
2009,0,27466,Spencer Levin,$65275
2009,0,22371,Aaron Baddeley,$54950
2009,0,6197,Michael Allen,$51900
2009,0,26679,Kevin Stadler,$51900
2009,0,1313,Steve Elkington,$50525
2009,0,21959,Ted Purdy,$50215
2009,0,23718,Nathan Green,$49684
2009,0,19846,Brian Gay,$48849
2009,0,30711,Colt Knost,$48200
2009,0,7749,Brett Quigley,$45676
2009,0,21878,Mark Wilson,$42325
2009,0,1724,Jeff Maggert,$40067
2009,0,22913,John Rollins,$40067
2009,0,20850,Daniel Chopra,$40028
2009,0,23353,J.J. Henry,$39436
2009,0,1116,Michael Bradley,$38640
2009,0,1766,Billy Mayfair,$38290
2009,0,1928,Corey Pavin,$38151
2009,0,22621,Ben Curtis,$38150
2009,0,30925,Dustin Johnson,$38150
2009,0,2206,David Toms,$38144
2009,0,26287,Roland Thatcher,$37810
2009,0,1473,Todd Hamilton,$34780
2009,0,20098,Stuart Appleby,$33362
2009,0,26300,Matt Jones,$33060
2009,0,25190,Jeff Quinney,$31522
2009,0,10425,Jay Williamson,$31522
2009,0,28620,Aron Price,$31183
2009,0,12652,Cameron Beckman,$31060
2009,0,24846,Ricky Barnes,$30926
2009,0,23320,Ryan Palmer,$30740
2009,0,1161,Mark Calcavecchia,$30080
2009,0,22548,Patrick Sheehan,$29240
2009,0,24502,Adam Scott,$28328
2009,0,27060,John Mallinger,$27800
2009,0,23638,Brendon de Jonge,$27651
2009,0,24449,Parker McLachlin,$26500
2009,0,20628,Arron Oberholser,$26416
2009,0,30110,Kyle Stanley,$26230
2009,0,2214,Kirk Triplett,$26230
2009,0,26420,Richard Johnson,$25424
2009,0,26497,Casey Wittenberg,$23878
2009,0,25919,Brian Vranesh,$23480
2009,0,20104,Ken Duke,$22973
2009,0,22892,Jason Gore,$22400
2009,0,20070,Matt Bettencourt,$22360
2009,0,21407,Arjun Atwal,$21000
2009,0,24357,K.J. Choi,$21000
2009,0,1707,Steve Lowery,$19668
2009,0,10585,Scott McCarron,$18500
2009,0,27933,John Merrick,$18500
2009,0,28118,Peter Tomasulo,$18500
2009,0,20498,Briny Baird,$18198
2009,0,8931,Glen Day,$17748
2009,0,23497,Tag Ridings,$16800
2009,0,26882,Michael Sim,$13620
2009,0,28135,Aaron Watkins,$13080
2009,0,26881,Jarrod Lyle,$12480
2009,0,6643,Paul Goydos,$12060
2009,0,20160,Charlie Wi,$12060
2009,0,6621,Joe Durant,$11820
2009,0,7457,Steve Flesch,$11000
2009,0,26371,James Oh,$10798
2009,0,25863,Rod Perry,$10798
2009,0,22295,Darron Stiles,$10798
2009,0,23349,Charles Warren,$10798
2009,0,20574,Mathew Goggin,$10788
2009,0,1425,Ernie Gonzalez,$10788
2009,0,1226,Fred Couples,$10300
2009,0,28087,Kris Blanks,$10199
2009,0,6539,Rick Price,$9823
2009,0,26668,Marc Turnesa,$9823
2009,0,8075,Jerry Kelly,$9618
2009,0,1329,Brad Faxon,$9500
2009,0,21350,Ryuji Imada,$9282
2009,0,1035,Tommy Armour III,$8442
2009,0,7223,Brian Bateman,$8232
2008,0,1706,Davis Love III,$1317689
2008,0,30925,Dustin Johnson,$1168290
2008,0,26668,Marc Turnesa,$1066668
2008,0,12652,Cameron Beckman,$1048666
2008,0,24024,Zach Johnson,$914190
2008,0,23320,Ryan Palmer,$910350
2008,0,10885,Robert Allenby,$804170
2008,0,24912,Will MacKenzie,$675197
2008,0,20574,Mathew Goggin,$613773
2008,0,21633,Steve Allan,$591489
2008,0,6595,Kevin Sutherland,$569058
2008,0,30750,Tommy Gainey,$532020
2008,0,24490,George McNeill,$498573
2008,0,7867,Woody Austin,$485203
2008,0,19846,Brian Gay,$477997
2008,0,21878,Mark Wilson,$462108
2008,0,23108,Matt Kuchar,$453150
2008,0,24361,Pat Perez,$448183
2008,0,28475,Jeff Overton,$434966
2008,0,24358,Robert Garrigus,$429744
2008,0,23325,Vaughn Taylor,$417447
2008,0,6197,Michael Allen,$412916
2008,0,27120,Troy Matteson,$410197
2008,0,25349,Tim Wilkinson,$409642
2008,0,21961,Charles Howell III,$401970
2008,0,23353,J.J. Henry,$397561
2008,0,20104,Ken Duke,$394207
2008,0,28158,Steve Marino,$367119
2008,0,27963,Chris Stroud,$360552
2008,0,20160,Charlie Wi,$357377
2008,0,8845,Scott Sterling,$323990
2008,0,26695,Michael Letzig,$315592
2008,0,21350,Ryuji Imada,$302387
2008,0,10423,Mike Weir,$300966
2008,0,2239,Scott Verplank,$298513
2008,0,28780,Nicholas Thompson,$292803
2008,0,1948,Tim Petrovic,$290539
2008,0,12782,Tim Herron,$289475
2008,0,1320,Bob Estes,$286650
2008,0,6621,Joe Durant,$283330
2008,0,27060,John Mallinger,$262144
2008,0,6012,Greg Kraft,$245680
2008,0,2223,Bob Tway,$239058
2008,0,12510,Chad Campbell,$233028
2008,0,22892,Jason Gore,$231970
2008,0,21949,Joe Ogilvie,$228968
2008,0,10649,Tom Scherrer,$227859
2008,0,24924,Bill Haas,$226803
2008,0,27214,Kevin Streelman,$226540
2008,0,23125,Brad Elder,$217904
2008,0,22348,Nick O'Hern,$209961
2008,0,21805,Harrison Frazar,$207100
2008,0,20628,Arron Oberholser,$206666
2008,0,1313,Steve Elkington,$206625
