YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
2016,149,0,30692,Scott Stallings,80.06,783,978
2016,150,0,12716,Charley Hoffman,80.05,983,1228
2016,151,0,25349,Tim Wilkinson,80.02,761,951
2016,152,0,29720,Andres Gonzales,79.8,869,1089
2016,153,0,34563,Chesson Hadley,79.65,877,1101
2016,154,0,46440,Smylie Kaufman,79.61,984,1236
2016,154,0,33448,Justin Thomas,79.61,1070,1344
2016,156,0,1810,Phil Mickelson,79.54,801,1007
2016,157,0,28089,Jason Day,79.46,770,969
2016,158,0,34099,Harris English,79.42,1077,1356
2016,159,0,25720,Chad Collins,79.39,809,1019
2016,160,0,24846,Ricky Barnes,79.37,1031,1299
2016,161,0,27942,Rob Oppenheim,79.34,699,881
2016,162,0,31420,Anirban Lahiri,79.19,765,966
2016,163,0,33667,Carlos Ortiz,79.16,828,1046
2016,164,0,27895,Jonas Blixt,79.13,838,1059
2016,165,0,29725,Tony Finau,78.99,1049,1328
2016,166,0,27747,Hiroshi Iwata,78.82,912,1157
2016,167,0,35539,Luke Guthrie,78.54,604,769
2016,168,0,26300,Matt Jones,78.46,878,1119
2016,169,0,32757,Patton Kizzire,78.42,974,1242
2016,170,0,20157,Retief Goosen,78.33,600,766
2016,171,0,28132,Tyrone Van Aswegen,78.11,1113,1425
2016,172,0,10885,Robert Allenby,78.09,556,712
2016,173,0,34360,Patrick Reed,78.06,1103,1413
2016,174,0,31416,Derek Fathauer,77.99,1024,1313
2016,175,0,35532,Tom Hoge,77.95,838,1075
2016,176,0,27141,J.B. Holmes,77.86,809,1039
2016,177,0,29289,S.Y. Noh,77.43,875,1130
2016,178,0,22371,Aaron Baddeley,77.19,961,1245
2016,179,0,25632,Jimmy Walker,76.89,885,1151
2016,180,0,6522,Ernie Els,76.79,708,922
2016,181,0,27770,Camilo Villegas,76.5,843,1102
2016,182,0,24494,Erik Compton,75.68,666,880
2016,183,0,35300,Andrew Loupe,75.55,791,1047
2016,184,0,30927,Brendon Todd,75.54,664,879
2016,185,0,25274,Steven Bowditch,69.45,691,995
2015,1,0,25198,Francesco Molinari,89.65,667,744
2015,2,0,34265,Will Wilcox,88.77,664,748
2015,3,0,2206,David Toms,88.24,713,808
2015,4,0,28780,Nicholas Thompson,88.12,1053,1195
2015,5,0,21528,Henrik Stenson,88.03,743,844
2015,6,0,35541,John Peterson,87.86,1028,1170
2015,7,0,26476,Chez Reavie,87.55,682,779
2015,8,0,24507,Jason Bohn,87.0,1151,1323
2015,9,0,31202,William McGirt,86.58,1245,1438
2015,10,0,37273,Derek Ernst,86.51,853,986
2015,11,0,8075,Jerry Kelly,86.36,950,1100
2015,12,0,27214,Kevin Streelman,86.35,1101,1275
2015,13,0,27466,Spencer Levin,86.14,1162,1349
2015,14,0,24024,Zach Johnson,86.13,1056,1226
2015,15,0,31557,Jim Herman,86.07,1057,1228
2015,16,0,30711,Colt Knost,85.95,1028,1196
2015,17,0,23638,Brendon de Jonge,85.9,1267,1475
2015,18,0,20771,Steven Alker,85.77,717,836
2015,19,0,40058,Zac Blair,85.71,1242,1449
2015,19,0,23800,Bryce Molder,85.71,1038,1211
2015,21,0,35545,Blayne Barber,85.65,883,1031
2015,21,0,10809,Jim Furyk,85.65,770,899
2015,23,0,20645,John Senden,85.62,905,1057
2015,24,0,29221,Webb Simpson,85.52,939,1098
2015,25,0,22892,Jason Gore,85.47,859,1005
2015,25,0,34174,John Huh,85.47,1200,1404
2015,27,0,33419,Cameron Tringale,85.22,1147,1346
2015,28,0,31560,Brian Stuard,85.2,1105,1297
2015,29,0,30927,Brendon Todd,85.16,1113,1307
2015,30,0,24361,Pat Perez,85.09,1141,1341
2015,31,0,24925,Jonathan Byrd,85.07,769,904
2015,32,0,24924,Bill Haas,84.91,1024,1206
2015,32,0,10860,Justin Leonard,84.91,726,855
2015,32,0,26289,Boo Weekley,84.91,934,1100
2015,35,0,33122,Russell Knox,84.81,1139,1343
2015,35,0,34264,Hudson Swafford,84.81,1122,1323
2015,37,0,27933,John Merrick,84.74,872,1029
2015,37,0,29518,Brendan Steele,84.74,994,1173
2015,39,0,12510,Chad Campbell,84.69,1145,1352
2015,40,0,29478,Kevin Kisner,84.66,1231,1454
2015,41,0,20229,Stewart Cink,84.64,915,1081
2015,42,0,29222,Billy Hurley III,84.59,928,1097
2015,43,0,25686,Jason Dufner,84.54,864,1022
2015,44,0,25364,Paul Casey,84.42,975,1155
2015,44,0,26951,Johnson Wagner,84.42,802,950
2015,46,0,34262,Jon Curran,84.41,926,1097
2015,47,0,32839,Hideki Matsuyama,84.37,1085,1286
2015,48,0,24490,George McNeill,84.36,1095,1298
2015,49,0,34409,David Lingmerth,84.34,1066,1264
2015,50,0,20104,Ken Duke,84.32,1043,1237
2015,51,0,28500,Martin Flores,84.21,1067,1267
2015,52,0,26596,Ryan Moore,84.2,922,1095
2015,52,0,33418,Shawn Stefani,84.2,1103,1310
2015,54,0,32366,Kevin Chappell,84.18,1011,1201
2015,54,0,25900,Lucas Glover,84.18,926,1100
2015,56,0,1706,Davis Love III,84.01,599,713
2015,57,0,33399,Adam Hadwin,83.99,1086,1293
2015,58,0,22405,Justin Rose,83.98,781,930
2015,59,0,22293,Heath Slocum,83.88,619,738
2015,60,0,27095,Nick Watney,83.86,1060,1264
2015,61,0,23108,Matt Kuchar,83.85,1106,1319
2015,62,0,29223,Sam Saunders,83.82,943,1125
2015,63,0,28089,Jason Day,83.81,854,1019
2015,64,0,34098,Russell Henley,83.8,993,1185
2015,65,0,36801,Mark Hubbard,83.77,898,1072
2015,66,0,23541,Ben Crane,83.74,680,812
2015,66,0,28486,Michael Putnam,83.74,989,1181
2015,68,0,33413,Ben Martin,83.65,1064,1272
2015,69,0,30736,Oscar Fraustro,83.62,628,751
2015,70,0,27436,Graham DeLaet,83.55,762,912
2015,70,0,26758,David Hearn,83.55,1133,1356
2015,72,0,27644,Brian Harman,83.45,1054,1263
2015,73,0,23548,Bill Lunde,83.44,534,640
2015,74,0,34130,Sung Joon Park,83.43,891,1068
2015,75,0,29479,Scott Brown,83.42,1127,1351
2015,76,0,27963,Chris Stroud,83.39,979,1174
2015,77,0,20691,Greg Owen,83.31,679,815
2015,78,0,21753,Brian Davis,83.26,950,1141
2015,78,0,32448,James Hahn,83.26,1094,1314
2015,80,0,30946,Alex Prugh,83.21,927,1114
2015,80,0,23621,Rory Sabbatini,83.21,937,1126
2015,82,0,32334,Charlie Beljan,83.15,834,1003
2015,83,0,30944,Jason Kokrak,83.1,1018,1225
2015,83,0,25834,Daniel Summerhays,83.1,1170,1408
2015,85,0,22056,Cameron Percy,83.08,810,975
2015,86,0,34046,Jordan Spieth,82.95,1022,1232
2015,87,0,20593,Greg Chalmers,82.94,627,756
2015,88,0,6567,Vijay Singh,82.93,899,1084
2015,89,0,29926,Danny Lee,82.92,1388,1674
2015,89,0,33448,Justin Thomas,82.92,1223,1475
2015,91,0,33141,Keegan Bradley,82.89,974,1175
2015,92,0,26331,Charl Schwartzel,82.88,736,888
2015,93,0,29420,Billy Horschel,82.78,1120,1353
2015,94,0,21878,Mark Wilson,82.69,979,1184
2015,95,0,35451,Scott Pinckney,82.68,1012,1224
2015,96,0,37454,Whee Kim,82.64,795,962
2015,97,0,23353,J.J. Henry,82.62,1036,1254
2015,98,0,25892,Steve Wheatcroft,82.6,954,1155
2015,99,0,32200,Roberto Castro,82.59,574,695
2015,100,0,24140,Sean O'Hair,82.54,988,1197
2015,101,0,29725,Tony Finau,82.53,1219,1477
2015,102,0,34261,Scott Langley,82.44,1056,1281
2015,103,0,21209,Sergio Garcia,82.32,652,792
2015,104,0,25345,Carl Pettersson,82.3,1218,1480
2015,105,0,20472,Alex Cejka,82.28,1054,1281
2015,105,0,22046,Geoff Ogilvy,82.28,562,683
2015,105,0,29476,Kyle Reifers,82.28,1054,1281
2015,108,0,25720,Chad Collins,82.27,905,1100
2015,108,0,28023,Byron Smith,82.27,631,767
2015,110,0,25191,Gonzalo Fernandez-Castaño,82.26,881,1071
2015,111,0,33667,Carlos Ortiz,82.12,1098,1337
2015,112,0,36689,Brooks Koepka,82.09,935,1139
2015,112,0,34431,Robert Streb,82.09,1274,1552
2015,114,0,30925,Dustin Johnson,82.02,830,1012
2015,115,0,29535,Brice Garnett,81.85,902,1102
2015,116,0,25349,Tim Wilkinson,81.8,809,989
2015,117,0,12716,Charley Hoffman,81.78,1077,1317
2015,118,0,10885,Robert Allenby,81.77,673,823
2015,119,0,24357,K.J. Choi,81.76,708,866
2015,120,0,40026,Daniel Berger,81.62,1106,1355
2015,121,0,30852,Ryo Ishikawa,81.61,1003,1229
2015,122,0,20396,Lee Westwood,81.56,597,732
2015,123,0,26329,Louis Oosthuizen,81.53,724,888
2015,124,0,27649,Brandt Snedeker,81.51,1080,1325
2015,125,0,35532,Tom Hoge,81.41,898,1103
2015,126,0,21961,Charles Howell III,81.34,1190,1463
2015,127,0,26300,Matt Jones,81.32,984,1210
2015,128,0,24138,Ian Poulter,81.3,739,909
2015,129,0,25818,Scott Piercy,81.24,1022,1258
2015,130,0,20848,Ángel Cabrera,81.23,606,746
2015,131,0,32640,Troy Merritt,81.22,1029,1267
2015,132,0,32102,Rickie Fowler,81.2,825,1016
2015,133,0,25369,Jamie Donaldson,81.17,539,664
2015,134,0,25804,Bubba Watson,81.15,779,960
2015,135,0,39977,Max Homa,81.09,836,1031
2015,136,0,28259,Sangmoon Bae,81.04,1111,1371
2015,137,0,32150,Michael Thompson,81.03,914,1128
2015,138,0,24781,Hunter Mahan,81.0,959,1184
2015,138,0,31193,Jim Renner,81.0,746,921
2015,140,0,31323,Gary Woodland,80.94,841,1039
2015,141,0,6522,Ernie Els,80.82,649,803
2015,141,0,23623,Bo Van Pelt,80.82,889,1100
2015,143,0,29425,Andrew Svoboda,80.81,880,1089
2015,144,0,34099,Harris English,80.8,1153,1427
2015,145,0,24358,Robert Garrigus,80.77,739,915
2015,146,0,30926,Chris Kirk,80.74,826,1023
2015,147,0,29720,Andres Gonzales,80.53,964,1197
2015,147,0,24502,Adam Scott,80.53,546,678
2015,149,0,36699,Patrick Rodgers,80.51,595,739
2015,150,0,25396,Kevin Na,80.47,1071,1331
2015,151,0,28475,Jeff Overton,80.38,1028,1279
2015,152,0,25240,D.A. Points,80.29,782,974
2015,153,0,34358,Jonathan Randolph,80.27,781,973
2015,154,0,23320,Ryan Palmer,80.19,866,1080
2015,155,0,28679,Fabián Gómez,80.05,927,1158
2015,156,0,23983,Luke Donald,80.04,798,997
2015,157,0,25493,Nick Taylor,79.8,1015,1272
2015,157,0,27064,Jhonattan Vegas,79.8,956,1198
2015,159,0,27936,Martin Laird,79.65,853,1071
2015,160,0,30692,Scott Stallings,79.64,669,840
2015,161,0,35539,Luke Guthrie,79.47,906,1140
2015,162,0,25632,Jimmy Walker,79.46,963,1212
2015,163,0,24494,Erik Compton,79.28,949,1197
2015,164,0,27141,J.B. Holmes,79.2,948,1197
2015,165,0,1810,Phil Mickelson,78.9,778,986
2015,166,0,34563,Chesson Hadley,78.82,1113,1412
2015,167,0,20157,Retief Goosen,78.8,851,1080
2015,168,0,26851,Marc Leishman,78.78,776,985
2015,169,0,23048,Eric Axley,78.75,604,767
2015,170,0,25274,Steven Bowditch,78.71,1139,1447
2015,171,0,25562,Andres Romero,78.67,723,919
2015,172,0,29289,S.Y. Noh,78.64,718,913
2015,173,0,27895,Jonas Blixt,78.41,810,1033
2015,174,0,27770,Camilo Villegas,78.3,913,1166
2015,175,0,34360,Patrick Reed,78.08,1097,1405
2015,176,0,33461,Morgan Hoffmann,78.0,929,1191
2015,177,0,33486,Roger Sloan,77.79,564,725
2015,178,0,28132,Tyrone Van Aswegen,77.56,584,753
2015,179,0,20766,Padraig Harrington,77.04,651,845
2015,180,0,31416,Derek Fathauer,76.7,823,1073
2015,181,0,24846,Ricky Barnes,76.13,826,1085
2015,182,0,34256,Andrew Putnam,75.7,676,893
2015,183,0,22371,Aaron Baddeley,75.44,780,1034
2015,184,0,28307,Matt Every,74.85,738,986
2014,1,0,2206,David Toms,89.13,771,865
2014,2,0,25444,Justin Hicks,89.05,1228,1379
2014,3,0,26289,Boo Weekley,87.51,883,1009
2014,4,0,10809,Jim Furyk,87.35,974,1115
2014,5,0,21528,Henrik Stenson,87.04,658,756
2014,6,0,22293,Heath Slocum,86.62,835,964
2014,7,0,27556,Ted Potter Jr.,86.47,818,946
2014,8,0,21209,Sergio Garcia,86.21,700,812
2014,8,0,27933,John Merrick,86.21,1000,1160
2014,10,0,25834,Daniel Summerhays,86.15,1176,1365
2014,11,0,1724,Jeff Maggert,85.94,648,754
2014,12,0,27064,Jhonattan Vegas,85.88,900,1048
2014,13,0,24781,Hunter Mahan,85.87,1021,1189
2014,14,0,29425,Andrew Svoboda,85.86,923,1075
2014,15,0,33122,Russell Knox,85.71,1098,1281
2014,16,0,26596,Ryan Moore,85.68,1011,1180
2014,17,0,20104,Ken Duke,85.5,932,1090
2014,18,0,29222,Billy Hurley III,85.43,1026,1201
2014,19,0,24024,Zach Johnson,85.36,1149,1346
2014,20,0,23135,Tim Clark,85.29,893,1047
2014,21,0,23108,Matt Kuchar,85.23,1050,1232
2014,21,0,25804,Bubba Watson,85.23,871,1022
2014,23,0,22405,Justin Rose,85.02,806,948
2014,24,0,32366,Kevin Chappell,84.84,1136,1339
2014,25,0,25396,Kevin Na,84.8,1110,1309
2014,25,0,27214,Kevin Streelman,84.8,926,1092
2014,27,0,26679,Kevin Stadler,84.79,1054,1243
2014,28,0,29479,Scott Brown,84.63,1184,1399
2014,28,0,29420,Billy Horschel,84.63,1068,1262
2014,30,0,8075,Jerry Kelly,84.55,941,1113
2014,31,0,33418,Shawn Stefani,84.52,710,840
2014,32,0,31560,Brian Stuard,84.51,1026,1214
2014,33,0,26758,David Hearn,84.48,1143,1353
2014,33,0,12716,Charley Hoffman,84.48,1094,1295
2014,35,0,34174,John Huh,84.47,979,1159
2014,35,0,31202,William McGirt,84.47,1131,1339
2014,35,0,28780,Nicholas Thompson,84.47,952,1127
2014,38,0,34264,Hudson Swafford,84.46,837,991
2014,39,0,12510,Chad Campbell,84.44,624,739
2014,40,0,23353,J.J. Henry,84.34,1023,1213
2014,41,0,20229,Stewart Cink,84.25,1070,1270
2014,42,0,29926,Danny Lee,84.23,940,1116
2014,43,0,30110,Kyle Stanley,84.21,976,1159
2014,44,0,25572,Graeme McDowell,84.2,730,867
2014,45,0,23638,Brendon de Jonge,84.17,1281,1522
2014,46,0,33413,Ben Martin,84.05,938,1116
2014,46,0,30927,Brendon Todd,84.05,1265,1505
2014,48,0,35541,John Peterson,83.97,702,836
2014,49,0,27436,Graham DeLaet,83.85,924,1102
2014,50,0,21753,Brian Davis,83.81,1087,1297
2014,51,0,25900,Lucas Glover,83.8,771,920
2014,52,0,20498,Briny Baird,83.79,584,697
2014,52,0,27095,Nick Watney,83.79,879,1049
2014,54,0,28237,Rory McIlroy,83.59,749,896
2014,55,0,24912,Will MacKenzie,83.52,953,1141
2014,56,0,24502,Adam Scott,83.47,798,956
2014,57,0,24924,Bill Haas,83.45,1225,1468
2014,58,0,21878,Mark Wilson,83.44,756,906
2014,59,0,23623,Bo Van Pelt,83.32,964,1157
2014,60,0,24925,Jonathan Byrd,83.23,834,1002
2014,61,0,21961,Charles Howell III,83.09,1228,1478
2014,62,0,24507,Jason Bohn,83.05,936,1127
2014,63,0,33419,Cameron Tringale,83.0,1284,1547
2014,64,0,20848,Ángel Cabrera,82.99,800,964
2014,65,0,34431,Robert Streb,82.88,823,993
2014,66,0,28259,Sangmoon Bae,82.86,880,1062
2014,67,0,24490,George McNeill,82.83,912,1101
2014,68,0,31557,Jim Herman,82.82,670,809
2014,69,0,25686,Jason Dufner,82.8,626,756
2014,70,0,32334,Charlie Beljan,82.75,830,1003
2014,70,0,34265,Will Wilcox,82.75,566,684
2014,72,0,37273,Derek Ernst,82.63,880,1065
2014,73,0,28486,Michael Putnam,82.62,1174,1421
2014,74,0,25364,Paul Casey,82.61,646,782
2014,75,0,31323,Gary Woodland,82.58,1062,1286
2014,76,0,10885,Robert Allenby,82.46,931,1129
2014,77,0,33141,Keegan Bradley,82.44,1014,1230
2014,77,0,22046,Geoff Ogilvy,82.44,920,1116
2014,79,0,24663,Y.E. Yang,82.43,896,1087
2014,80,0,24361,Pat Perez,82.38,963,1169
2014,81,0,27408,Martin Kaymer,82.37,738,896
2014,82,0,25345,Carl Pettersson,82.35,1045,1269
2014,83,0,32839,Hideki Matsuyama,82.32,922,1120
2014,84,0,20098,Stuart Appleby,82.28,1031,1253
2014,85,0,23541,Ben Crane,82.27,928,1128
2014,86,0,35732,Wes Roach,82.23,722,878
2014,87,0,23320,Ryan Palmer,82.22,976,1187
2014,88,0,22621,Ben Curtis,82.2,836,1017
2014,89,0,34099,Harris English,82.19,1057,1286
2014,90,0,28092,D.H. Lee,82.16,571,695
2014,91,0,29518,Brendan Steele,82.15,976,1188
2014,92,0,32150,Michael Thompson,82.13,850,1035
2014,93,0,26329,Louis Oosthuizen,82.09,527,642
2014,94,0,27649,Brandt Snedeker,82.06,997,1215
2014,95,0,27963,Chris Stroud,82.05,1010,1231
2014,96,0,30926,Chris Kirk,82.04,1197,1459
2014,97,0,32448,James Hahn,82.03,913,1113
2014,97,0,34098,Russell Henley,82.03,1059,1291
2014,99,0,30925,Dustin Johnson,82.02,657,801
2014,99,0,24138,Ian Poulter,82.02,643,784
2014,101,0,27466,Spencer Levin,81.97,673,821
2014,102,0,21731,Freddie Jacobson,81.93,1038,1267
2014,103,0,6567,Vijay Singh,81.88,949,1159
2014,103,0,27330,Josh Teater,81.88,1003,1225
2014,105,0,20645,John Senden,81.87,1129,1379
2014,106,0,29478,Kevin Kisner,81.86,970,1185
2014,107,0,27936,Martin Laird,81.84,712,870
2014,108,0,24357,K.J. Choi,81.79,912,1115
2014,109,0,34261,Scott Langley,81.7,1058,1295
2014,110,0,1810,Phil Mickelson,81.67,811,993
2014,111,0,30944,Jason Kokrak,81.64,738,904
2014,111,0,32640,Troy Merritt,81.64,707,866
2014,113,0,29221,Webb Simpson,81.63,960,1176
2014,114,0,34409,David Lingmerth,81.57,863,1058
2014,115,0,19846,Brian Gay,81.54,901,1105
2014,116,0,1706,Davis Love III,81.42,815,1001
2014,117,0,20396,Lee Westwood,81.38,638,784
2014,118,0,26851,Marc Leishman,81.36,908,1116
2014,119,0,26331,Charl Schwartzel,81.22,705,868
2014,120,0,28500,Martin Flores,81.18,962,1185
2014,121,0,32333,Kevin Tway,81.15,680,838
2014,122,0,27644,Brian Harman,81.06,1254,1547
2014,123,0,35539,Luke Guthrie,81.01,960,1185
2014,123,0,23621,Rory Sabbatini,81.01,879,1085
2014,125,0,7867,Woody Austin,80.97,668,825
2014,126,0,24358,Robert Garrigus,80.88,901,1114
2014,127,0,29289,S.Y. Noh,80.86,1039,1285
2014,128,0,22913,John Rollins,80.84,903,1117
2014,129,0,24494,Erik Compton,80.83,991,1226
2014,129,0,23800,Bryce Molder,80.83,822,1017
2014,131,0,34021,Bud Cauley,80.82,632,782
2014,132,0,25349,Tim Wilkinson,80.8,926,1146
2014,133,0,27770,Camilo Villegas,80.77,1071,1326
2014,134,0,35139,Richard Lee,80.51,876,1088
2014,135,0,22378,Trevor Immelman,80.5,900,1118
2014,136,0,29461,Jamie Lovemark,80.43,674,838
2014,137,0,32200,Roberto Castro,80.31,828,1031
2014,138,0,32102,Rickie Fowler,80.3,954,1188
2014,139,0,30750,Tommy Gainey,80.21,770,960
2014,140,0,23983,Luke Donald,80.0,624,780
2014,141,0,29535,Brice Garnett,79.98,983,1229
2014,142,0,27141,J.B. Holmes,79.82,957,1199
2014,143,0,28475,Jeff Overton,79.81,846,1060
2014,144,0,34046,Jordan Spieth,79.8,1094,1371
2014,145,0,25240,D.A. Points,79.77,816,1023
2014,146,0,25191,Gonzalo Fernandez-Castaño,79.7,915,1148
2014,147,0,10860,Justin Leonard,79.69,832,1044
2014,147,0,26951,Johnson Wagner,79.69,722,906
2014,149,0,29740,Brad Fritsch,79.67,533,669
2014,149,0,36689,Brooks Koepka,79.67,623,782
2014,151,0,30692,Scott Stallings,79.62,844,1060
2014,152,0,28089,Jason Day,79.58,534,671
2014,153,0,26956,Bronson La'Cassie,79.57,522,656
2014,154,0,20160,Charlie Wi,79.38,774,975
2014,155,0,24846,Ricky Barnes,79.22,972,1227
2014,156,0,25274,Steven Bowditch,79.18,1027,1297
2014,157,0,20593,Greg Chalmers,79.08,892,1128
2014,158,0,27895,Jonas Blixt,79.06,687,869
2014,158,0,25632,Jimmy Walker,79.06,1065,1347
2014,160,0,26300,Matt Jones,79.03,916,1159
2014,161,0,25562,Andres Romero,78.98,849,1075
2014,162,0,34563,Chesson Hadley,78.8,922,1170
2014,163,0,24140,Sean O'Hair,78.73,844,1072
2014,164,0,28307,Matt Every,78.61,930,1183
2014,165,0,25720,Chad Collins,78.52,808,1029
2014,166,0,33461,Morgan Hoffmann,78.42,1083,1381
2014,167,0,20157,Retief Goosen,78.31,982,1254
2014,168,0,30852,Ryo Ishikawa,78.26,817,1044
2014,169,0,34360,Patrick Reed,78.11,985,1261
2014,170,0,27120,Troy Matteson,78.02,632,810
2014,171,0,31193,Jim Renner,77.89,641,823
2014,172,0,35300,Andrew Loupe,77.82,663,852
2014,173,0,28132,Tyrone Van Aswegen,77.59,845,1089
2014,174,0,23409,James Driscoll,77.2,762,987
2014,175,0,6522,Ernie Els,76.09,840,1104
2014,176,0,22371,Aaron Baddeley,75.9,762,1004
2014,177,0,10423,Mike Weir,75.28,682,906
2013,1,0,6527,Steve Stricker,87.44,578,661
2013,2,0,21878,Mark Wilson,86.81,632,728
2013,3,0,21528,Henrik Stenson,86.61,776,896
2013,4,0,8075,Jerry Kelly,86.58,903,1043
2013,5,0,10809,Jim Furyk,86.29,938,1087
2013,6,0,23788,D.J. Trahan,86.23,551,639
2013,7,0,27436,Graham DeLaet,86.18,1129,1310
2013,8,0,34046,Jordan Spieth,85.91,982,1143
2013,9,0,21209,Sergio Garcia,85.76,753,878
2013,10,0,25444,Justin Hicks,85.71,894,1043
2013,11,0,25686,Jason Dufner,85.52,921,1077
2013,12,0,27556,Ted Potter Jr.,85.48,730,854
2013,13,0,26476,Chez Reavie,85.24,855,1003
2013,14,0,24781,Hunter Mahan,85.23,1016,1192
2013,15,0,23638,Brendon de Jonge,85.06,1304,1533
2013,16,0,6567,Vijay Singh,85.04,722,849
2013,17,0,24024,Zach Johnson,85.01,987,1161
2013,18,0,34174,John Huh,85.0,1048,1233
2013,19,0,28780,Nicholas Thompson,84.94,1173,1381
2013,20,0,26289,Boo Weekley,84.86,1183,1394
2013,21,0,24357,K.J. Choi,84.81,994,1172
2013,22,0,27095,Nick Watney,84.69,1018,1202
2013,23,0,29420,Billy Horschel,84.52,1130,1337
2013,24,0,23135,Tim Clark,84.51,720,852
2013,25,0,29221,Webb Simpson,84.38,1037,1229
2013,26,0,22295,Darron Stiles,84.33,576,683
2013,27,0,32200,Roberto Castro,84.31,1139,1351
2013,28,0,27214,Kevin Streelman,84.29,1009,1197
2013,29,0,26300,Matt Jones,84.18,974,1157
2013,30,0,21753,Brian Davis,83.99,1065,1268
2013,31,0,34409,David Lingmerth,83.92,793,945
2013,31,0,26679,Kevin Stadler,83.92,924,1101
2013,33,0,33419,Cameron Tringale,83.83,933,1113
2013,34,0,36884,Ben Kohles,83.79,827,987
2013,35,0,22405,Justin Rose,83.69,703,840
2013,36,0,20443,Jin Park,83.62,582,696
2013,37,0,24502,Adam Scott,83.49,698,836
2013,38,0,26596,Ryan Moore,83.42,830,995
2013,39,0,24490,George McNeill,83.39,793,951
2013,40,0,31560,Brian Stuard,83.38,858,1029
2013,41,0,20098,Stuart Appleby,83.32,974,1169
2013,42,0,33141,Keegan Bradley,83.29,1017,1221
2013,43,0,24846,Ricky Barnes,83.28,812,975
2013,43,0,1724,Jeff Maggert,83.28,732,879
2013,45,0,10213,Dicky Pride,83.26,776,932
2013,46,0,23353,J.J. Henry,83.22,942,1132
2013,47,0,2206,David Toms,83.17,509,612
2013,48,0,24924,Bill Haas,83.11,979,1178
2013,49,0,22806,Doug LaBelle II,83.09,811,976
2013,50,0,23108,Matt Kuchar,83.05,1009,1215
2013,51,0,28307,Matt Every,83.01,1031,1242
2013,52,0,6573,Brandt Jobe,83.0,674,812
2013,53,0,35139,Richard Lee,82.91,888,1071
2013,54,0,35539,Luke Guthrie,82.85,947,1143
2013,55,0,25804,Bubba Watson,82.83,849,1025
2013,56,0,20572,Rod Pampling,82.79,486,587
2013,57,0,23621,Rory Sabbatini,82.75,945,1142
2013,58,0,27330,Josh Teater,82.57,943,1142
2013,59,0,28092,D.H. Lee,82.56,748,906
2013,60,0,30163,Henrik Norlander,82.49,782,948
2013,61,0,32366,Kevin Chappell,82.42,919,1115
2013,62,0,22378,Trevor Immelman,82.41,792,961
2013,63,0,31557,Jim Herman,82.4,632,767
2013,64,0,25572,Graeme McDowell,82.36,565,686
2013,65,0,27963,Chris Stroud,82.3,1009,1226
2013,66,0,25834,Daniel Summerhays,82.25,950,1155
2013,67,0,20104,Ken Duke,82.21,998,1214
2013,68,0,25900,Lucas Glover,82.19,743,904
2013,69,0,29518,Brendan Steele,82.14,938,1142
2013,70,0,23800,Bryce Molder,82.12,914,1113
2013,71,0,31202,William McGirt,82.11,858,1045
2013,71,0,23623,Bo Van Pelt,82.11,803,978
2013,73,0,27503,Steve LeBrun,82.1,711,866
2013,74,0,27644,Brian Harman,82.09,972,1184
2013,75,0,20396,Lee Westwood,82.07,792,965
2013,76,0,27770,Camilo Villegas,82.01,857,1045
2013,77,0,31323,Gary Woodland,81.94,1030,1257
2013,78,0,32102,Rickie Fowler,81.91,851,1039
2013,79,0,29479,Scott Brown,81.88,741,905
2013,79,0,24361,Pat Perez,81.88,786,960
2013,81,0,24507,Jason Bohn,81.85,798,975
2013,82,0,27649,Brandt Snedeker,81.83,905,1106
2013,83,0,32334,Charlie Beljan,81.78,709,867
2013,83,0,20229,Stewart Cink,81.78,808,988
2013,85,0,23541,Ben Crane,81.71,661,809
2013,85,0,27936,Martin Laird,81.71,773,946
2013,87,0,6522,Ernie Els,81.68,709,868
2013,88,0,30110,Kyle Stanley,81.63,813,996
2013,89,0,25240,D.A. Points,81.62,990,1213
2013,89,0,20645,John Senden,81.62,888,1088
2013,91,0,20593,Greg Chalmers,81.5,828,1016
2013,92,0,22961,David Mathis,81.48,761,934
2013,93,0,34098,Russell Henley,81.47,888,1090
2013,94,0,28089,Jason Day,81.43,908,1115
2013,95,0,30711,Colt Knost,81.42,736,904
2013,96,0,22913,John Rollins,81.4,827,1016
2013,97,0,30926,Chris Kirk,81.35,1012,1244
2013,98,0,22056,Cameron Percy,81.32,749,921
2013,99,0,12716,Charley Hoffman,81.28,951,1170
2013,100,0,24494,Erik Compton,81.26,837,1030
