YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
2018,0,29478,Kevin Kisner,10.49,818,78
2018,0,33410,Andrew Landry,10.49,839,80
2018,0,40058,Zac Blair,10.48,608,58
2018,0,50526,Tom Lovelady,10.48,849,81
2018,0,24138,Ian Poulter,10.47,670,64
2018,0,34256,Andrew Putnam,10.46,931,89
2018,0,25892,Steve Wheatcroft,10.45,606,58
2018,0,19803,Ryan Armour,10.44,1117,107
2018,0,33948,Byeong Hun An,10.43,876,84
2018,0,29535,Brice Garnett,10.43,991,95
2018,0,26758,David Hearn,10.42,625,60
2018,0,46601,Trey Mullinax,10.42,719,69
2018,0,25493,Nick Taylor,10.42,938,90
2018,0,37338,Zecheng Dou,10.41,510,49
2018,0,29725,Tony Finau,10.41,1020,98
2018,0,25900,Lucas Glover,10.41,635,61
2018,0,26596,Ryan Moore,10.41,812,78
2018,0,20572,Rod Pampling,10.41,604,58
2018,0,30692,Scott Stallings,10.41,937,90
2018,0,24781,Hunter Mahan,10.4,655,63
2018,0,30911,Tommy Fleetwood,10.39,686,66
2018,0,39546,Keith Mitchell,10.39,1008,97
2018,0,22582,Kyle Thompson,10.39,478,46
2018,0,35310,Lanto Griffin,10.38,768,74
2018,0,49771,J.T. Poston,10.38,737,71
2018,0,28500,Martin Flores,10.37,892,86
2018,0,34563,Chesson Hadley,10.37,1027,99
2018,0,29974,Branden Grace,10.36,663,64
2018,0,33418,Shawn Stefani,10.36,767,74
2018,0,47287,Ethan Tracy,10.35,704,68
2018,0,12716,Charley Hoffman,10.34,827,80
2018,0,26499,Rafa Cabrera Bello,10.33,723,70
2018,0,12510,Chad Campbell,10.33,816,79
2018,0,27974,Sung Kang,10.33,878,85
2018,0,29484,Peter Uihlein,10.33,806,78
2018,0,28132,Tyrone Van Aswegen,10.33,961,93
2018,0,27895,Jonas Blixt,10.31,629,61
2018,0,35376,Roberto Díaz,10.31,701,68
2018,0,37455,Si Woo Kim,10.31,1072,104
2018,0,27064,Jhonattan Vegas,10.31,918,89
2018,0,32254,Xinjun Zhang,10.31,773,75
2018,0,39328,Conrad Shindler,10.3,577,56
2018,0,48081,Xander Schauffele,10.29,957,93
2018,0,32366,Kevin Chappell,10.28,761,74
2018,0,32102,Rickie Fowler,10.28,761,74
2018,0,27349,Alex Noren,10.27,616,60
2018,0,27958,Ryan Blaum,10.26,800,78
2018,0,30926,Chris Kirk,10.25,1087,106
2018,0,37278,Nicholas Lindheim,10.25,707,69
2018,0,24140,Sean O'Hair,10.24,645,63
2018,0,25364,Paul Casey,10.23,726,71
2018,0,29222,Billy Hurley III,10.23,655,64
2018,0,46402,Talor Gooch,10.21,735,72
2018,0,20157,Retief Goosen,10.21,531,52
2018,0,26476,Chez Reavie,10.21,878,86
2018,0,39327,Ben Silverman,10.21,858,84
2018,0,28307,Matt Every,10.2,765,75
2018,0,35461,Beau Hossler,10.2,1061,104
2018,0,36699,Patrick Rodgers,10.2,949,93
2018,0,22371,Aaron Baddeley,10.19,795,78
2018,0,29223,Sam Saunders,10.19,754,74
2018,0,34076,Joel Dahmen,10.18,865,85
2018,0,25686,Jason Dufner,10.17,651,64
2018,0,31646,Emiliano Grillo,10.17,936,92
2018,0,34174,John Huh,10.17,915,90
2018,0,31420,Anirban Lahiri,10.17,834,82
2018,0,26951,Johnson Wagner,10.17,702,69
2018,0,27141,J.B. Holmes,10.16,762,75
2018,0,30978,Kiradech Aphibarnrat,10.15,467,46
2018,0,35879,Kelly Kraft,10.15,934,92
2018,0,23541,Ben Crane,10.14,598,59
2018,0,34099,Harris English,10.14,791,78
2018,0,25572,Graeme McDowell,10.14,598,59
2018,0,32640,Troy Merritt,10.14,862,85
2018,0,45526,Abraham Ancer,10.13,972,96
2018,0,27644,Brian Harman,10.13,912,90
2018,0,23621,Rory Sabbatini,10.12,901,89
2018,0,24358,Robert Garrigus,10.11,768,76
2018,0,39954,Cody Gribble,10.11,657,65
2018,0,24024,Zach Johnson,10.11,880,87
2018,0,26851,Marc Leishman,10.11,910,90
2018,0,46970,Jon Rahm,10.11,667,66
2018,0,27649,Brandt Snedeker,10.11,829,82
2018,0,47959,Bryson DeChambeau,10.09,938,93
2018,0,34046,Jordan Spieth,10.09,767,76
2018,0,10809,Jim Furyk,10.08,484,48
2018,0,23108,Matt Kuchar,10.08,806,80
2018,0,32839,Hideki Matsuyama,10.08,726,72
2018,0,25240,D.A. Points,10.08,615,61
2018,0,49964,Aaron Wise,10.08,887,88
2018,0,32816,Satoshi Kodaira,10.06,483,48
2018,0,47125,Matt Atkins,10.04,522,52
2018,0,29221,Webb Simpson,10.04,924,92
2018,0,23320,Ryan Palmer,10.03,632,63
2018,0,23325,Vaughn Taylor,10.03,792,79
2018,0,26329,Louis Oosthuizen,10.02,541,54
2018,0,20593,Greg Chalmers,10.0,520,52
2018,0,30925,Dustin Johnson,9.99,739,74
2018,0,26300,Matt Jones,9.98,619,62
2018,0,33413,Ben Martin,9.98,639,64
2018,0,46435,Austin Cook,9.97,1067,107
2018,0,22405,Justin Rose,9.97,658,66
2018,0,27963,Chris Stroud,9.96,727,73
2018,0,28252,Seamus Power,9.95,776,78
2018,0,20472,Alex Cejka,9.94,686,69
2018,0,39975,Michael Kim,9.93,695,70
2018,0,35891,Cameron Smith,9.92,774,78
2018,0,29461,Jamie Lovemark,9.9,871,88
2018,0,35421,Brandon Harkins,9.88,939,95
2018,0,37454,Whee Kim,9.83,875,89
2018,0,25632,Jimmy Walker,9.83,757,77
2018,0,27942,Rob Oppenheim,9.81,667,68
2018,0,26331,Charl Schwartzel,9.81,569,58
2018,0,27936,Martin Laird,9.8,637,65
2018,0,28237,Rory McIlroy,9.8,598,61
2018,0,46501,Ollie Schniederjans,9.8,853,87
2018,0,34021,Bud Cauley,9.79,519,53
2018,0,29926,Danny Lee,9.78,841,86
2018,0,34409,David Lingmerth,9.77,762,78
2018,0,34360,Patrick Reed,9.76,839,86
2018,0,31416,Derek Fathauer,9.74,779,80
2018,0,36689,Brooks Koepka,9.71,602,62
2018,0,48084,Wesley Bryan,9.7,650,67
2018,0,28089,Jason Day,9.69,659,68
2018,0,34358,Jonathan Randolph,9.69,630,65
2018,0,8793,Tiger Woods,9.69,659,68
2018,0,27556,Ted Potter Jr.,9.67,841,87
2018,0,25834,Daniel Summerhays,9.67,435,45
2018,0,32876,Martin Piller,9.64,742,77
2018,0,24846,Ricky Barnes,9.63,568,59
2018,0,40009,Dominic Bozzelli,9.63,626,65
2018,0,33448,Justin Thomas,9.6,787,82
2018,0,19846,Brian Gay,9.59,969,101
2018,0,34466,Peter Malnati,9.57,794,83
2018,0,34213,Grayson Murray,9.53,686,72
2018,0,25396,Kevin Na,9.47,814,86
2018,0,1810,Phil Mickelson,9.46,823,87
2018,0,35532,Tom Hoge,9.39,873,93
2017,0,23353,J.J. Henry,11.44,984,86
2017,0,28500,Martin Flores,11.1,899,81
2017,0,19803,Ryan Armour,11.02,650,59
2017,0,29420,Billy Horschel,10.97,943,86
2017,0,29476,Kyle Reifers,10.92,961,88
2017,0,31557,Jim Herman,10.87,815,75
2017,0,29485,Brett Stegmaier,10.84,824,76
2017,0,23320,Ryan Palmer,10.83,574,53
2017,0,34264,Hudson Swafford,10.77,969,90
2017,0,12510,Chad Campbell,10.76,1044,97
2017,0,27436,Graham DeLaet,10.74,816,76
2017,0,36801,Mark Hubbard,10.74,795,74
2017,0,30692,Scott Stallings,10.74,827,77
2017,0,26289,Boo Weekley,10.7,781,73
2017,0,24507,Jason Bohn,10.68,758,71
2017,0,25900,Lucas Glover,10.67,960,90
2017,0,31202,William McGirt,10.66,885,83
2017,0,25240,D.A. Points,10.66,725,68
2017,0,35450,Patrick Cantlay,10.63,510,48
2017,0,20572,Rod Pampling,10.61,753,71
2017,0,30926,Chris Kirk,10.59,879,83
2017,0,20472,Alex Cejka,10.58,815,77
2017,0,27095,Nick Watney,10.57,729,69
2017,0,22046,Geoff Ogilvy,10.56,760,72
2017,0,22056,Cameron Percy,10.54,685,65
2017,0,26951,Johnson Wagner,10.54,664,63
2017,0,34021,Bud Cauley,10.53,927,88
2017,0,10809,Jim Furyk,10.53,537,51
2017,0,27064,Jhonattan Vegas,10.53,948,90
2017,0,31323,Gary Woodland,10.53,937,89
2017,0,21961,Charles Howell III,10.52,863,82
2017,0,36699,Patrick Rodgers,10.51,778,74
2017,0,39324,J.J. Spaun,10.5,903,86
2017,0,32448,James Hahn,10.49,1007,96
2017,0,33204,Shane Lowry,10.49,514,49
2017,0,37189,Harold Varner III,10.49,1039,99
2017,0,28420,Ryan Brehm,10.47,806,77
2017,0,24357,K.J. Choi,10.47,691,66
2017,0,29908,C.T. Pan,10.47,900,86
2017,0,33418,Shawn Stefani,10.47,712,68
2017,0,23541,Ben Crane,10.46,826,79
2017,0,30110,Kyle Stanley,10.46,1046,100
2017,0,28093,Miguel Angel Carballo,10.44,595,57
2017,0,34098,Russell Henley,10.44,1013,97
2017,0,46732,Rick Lamb,10.44,522,50
2017,0,30944,Jason Kokrak,10.43,991,95
2017,0,25818,Scott Piercy,10.43,699,67
2017,0,27466,Spencer Levin,10.42,886,85
2017,0,27129,Luke List,10.42,1021,98
2017,0,33141,Keegan Bradley,10.41,1062,102
2017,0,29974,Branden Grace,10.4,655,63
2017,0,47128,Richy Werenski,10.39,769,74
2017,0,24358,Robert Garrigus,10.38,747,72
2017,0,24924,Bill Haas,10.38,882,85
2017,0,35300,Andrew Loupe,10.38,540,52
2017,0,20104,Ken Duke,10.37,736,71
2017,0,29725,Tony Finau,10.37,1078,104
2017,0,28679,Fabián Gómez,10.37,612,59
2017,0,22986,Søren Kjeldsen,10.37,508,49
2017,0,46501,Ollie Schniederjans,10.37,902,87
2017,0,29518,Brendan Steele,10.37,871,84
2017,0,25364,Paul Casey,10.36,932,90
2017,0,22405,Justin Rose,10.36,663,64
2017,0,35879,Kelly Kraft,10.35,735,71
2017,0,25834,Daniel Summerhays,10.35,973,94
2017,0,21209,Sergio Garcia,10.34,641,62
2017,0,26758,David Hearn,10.34,879,85
2017,0,20229,Stewart Cink,10.33,961,93
2017,0,24502,Adam Scott,10.33,599,58
2017,0,28132,Tyrone Van Aswegen,10.33,1002,97
2017,0,20771,Steven Alker,10.32,650,63
2017,0,33413,Ben Martin,10.32,815,79
2017,0,27214,Kevin Streelman,10.31,907,88
2017,0,31646,Emiliano Grillo,10.29,895,87
2017,0,46440,Smylie Kaufman,10.28,730,71
2017,0,33120,Mark Anderson,10.27,534,52
2017,0,20157,Retief Goosen,10.26,472,46
2017,0,25493,Nick Taylor,10.26,975,95
2017,0,47959,Bryson DeChambeau,10.25,912,89
2017,0,23621,Rory Sabbatini,10.25,666,65
2017,0,30191,Julián Etulain,10.24,645,63
2017,0,33122,Russell Knox,10.24,717,70
2017,0,27936,Martin Laird,10.24,850,83
2017,0,32640,Troy Merritt,10.24,778,76
2017,0,31560,Brian Stuard,10.24,891,87
2017,0,12716,Charley Hoffman,10.23,1105,108
2017,0,27974,Sung Kang,10.23,1043,102
2017,0,26851,Marc Leishman,10.23,921,90
2017,0,46601,Trey Mullinax,10.22,838,82
2017,0,26476,Chez Reavie,10.21,970,95
2017,0,26596,Ryan Moore,10.2,806,79
2017,0,32150,Michael Thompson,10.2,571,56
2017,0,24140,Sean O'Hair,10.19,856,84
2017,0,25274,Steven Bowditch,10.18,560,55
2017,0,32200,Roberto Castro,10.18,692,68
2017,0,34174,John Huh,10.18,896,88
2017,0,24781,Hunter Mahan,10.17,722,71
2017,0,34431,Robert Streb,10.17,956,94
2017,0,29926,Danny Lee,10.16,904,89
2017,0,26329,Louis Oosthuizen,10.16,630,62
2017,0,25804,Bubba Watson,10.16,640,63
2017,0,24846,Ricky Barnes,10.14,933,92
2017,0,34099,Harris English,10.14,771,76
2017,0,30925,Dustin Johnson,10.14,710,70
2017,0,29461,Jamie Lovemark,10.14,973,96
2017,0,49771,J.T. Poston,10.14,882,87
2017,0,23497,Tag Ridings,10.14,598,59
2017,0,32333,Kevin Tway,10.14,892,88
2017,0,29740,Brad Fritsch,10.13,527,52
2017,0,35506,Mackenzie Hughes,10.13,1053,104
2017,0,30852,Ryo Ishikawa,10.11,566,56
2017,0,48081,Xander Schauffele,10.11,930,92
2017,0,23983,Luke Donald,10.1,485,48
2017,0,6522,Ernie Els,10.1,525,52
2017,0,39975,Michael Kim,10.08,907,90
2017,0,23325,Vaughn Taylor,10.08,847,84
2017,0,27958,Ryan Blaum,10.07,967,96
2017,0,32366,Kevin Chappell,10.07,906,90
2017,0,23800,Bryce Molder,10.07,745,74
2017,0,34358,Jonathan Randolph,10.06,634,63
2017,0,40058,Zac Blair,10.05,995,99
2017,0,31416,Derek Fathauer,10.05,754,75
2017,0,29478,Kevin Kisner,10.05,985,98
2017,0,32757,Patton Kizzire,10.05,764,76
2017,0,27963,Chris Stroud,10.05,593,59
2017,0,33419,Cameron Tringale,10.05,834,83
2017,0,26499,Rafa Cabrera Bello,10.03,602,60
2017,0,26300,Matt Jones,10.02,561,56
2017,0,35545,Blayne Barber,10.01,711,71
2017,0,23108,Matt Kuchar,10.01,921,92
2017,0,25198,Francesco Molinari,10.01,721,72
2017,0,33948,Byeong Hun An,10.0,720,72
2017,0,39954,Cody Gribble,10.0,770,77
2017,0,40026,Daniel Berger,9.99,859,86
2017,0,19846,Brian Gay,9.99,779,78
2017,0,22371,Aaron Baddeley,9.98,569,57
2017,0,29479,Scott Brown,9.98,908,91
2017,0,34213,Grayson Murray,9.98,898,90
2017,0,37455,Si Woo Kim,9.97,748,75
2017,0,46550,Brandon Hagy,9.96,767,77
2017,0,24361,Pat Perez,9.96,896,90
2017,0,34046,Jordan Spieth,9.95,776,78
2017,0,46443,Brian Campbell,9.94,507,51
2017,0,35110,Brett Drewitt,9.94,527,53
2017,0,29289,S.Y. Noh,9.93,864,87
2017,0,25349,Tim Wilkinson,9.93,576,58
2017,0,25686,Jason Dufner,9.91,813,82
2017,0,24024,Zach Johnson,9.9,762,77
2017,0,29222,Billy Hurley III,9.89,791,80
2017,0,27141,J.B. Holmes,9.88,751,76
2017,0,32839,Hideki Matsuyama,9.88,751,76
2017,0,1810,Phil Mickelson,9.88,790,80
2017,0,24138,Ian Poulter,9.88,672,68
2017,0,29720,Andres Gonzales,9.87,681,69
2017,0,34360,Patrick Reed,9.87,987,100
2017,0,25345,Carl Pettersson,9.86,582,59
2017,0,33461,Morgan Hoffmann,9.84,866,88
2017,0,25396,Kevin Na,9.83,806,82
2017,0,26331,Charl Schwartzel,9.83,590,60
2017,0,29221,Webb Simpson,9.82,972,99
2017,0,27644,Brian Harman,9.81,981,100
2017,0,31420,Anirban Lahiri,9.81,706,72
2017,0,37278,Nicholas Lindheim,9.8,549,56
2017,0,48822,Sebastián Muñoz,9.8,480,49
2017,0,46970,Jon Rahm,9.78,812,83
2017,0,28307,Matt Every,9.77,684,70
2017,0,40009,Dominic Bozzelli,9.75,634,65
2017,0,35532,Tom Hoge,9.74,448,46
2017,0,25720,Chad Collins,9.73,603,62
2017,0,28237,Rory McIlroy,9.73,467,48
2017,0,35891,Cameron Smith,9.73,798,82
2017,0,33399,Adam Hadwin,9.7,951,98
2017,0,27649,Brandt Snedeker,9.68,484,50
2017,0,34466,Peter Malnati,9.66,821,85
2017,0,25892,Steve Wheatcroft,9.66,454,47
2017,0,20593,Greg Chalmers,9.65,685,71
2017,0,36689,Brooks Koepka,9.65,772,80
2017,0,29223,Sam Saunders,9.59,671,70
2017,0,48084,Wesley Bryan,9.57,871,91
2017,0,28252,Seamus Power,9.56,765,80
2017,0,25191,Gonzalo Fernandez-Castaño,9.54,534,56
2017,0,37454,Whee Kim,9.54,687,72
2017,0,34409,David Lingmerth,9.51,713,75
2017,0,33448,Justin Thomas,9.49,750,79
2017,0,32102,Rickie Fowler,9.45,718,76
2017,0,28089,Jason Day,9.44,623,66
2017,0,25572,Graeme McDowell,9.41,527,56
2017,0,27770,Camilo Villegas,9.4,677,72
2017,0,27895,Jonas Blixt,9.39,657,70
2017,0,25632,Jimmy Walker,9.23,600,65
2016,0,23353,J.J. Henry,11.55,762,66
2016,0,20229,Stewart Cink,11.16,681,61
2016,0,33141,Keegan Bradley,11.12,912,82
2016,0,10885,Robert Allenby,11.1,566,51
2016,0,29518,Brendan Steele,11.07,930,84
2016,0,10809,Jim Furyk,11.02,573,52
2016,0,25804,Bubba Watson,10.96,756,69
2016,0,24461,Thomas Aiken,10.95,723,66
2016,0,20691,Greg Owen,10.81,876,81
2016,0,30944,Jason Kokrak,10.8,961,89
2016,0,27214,Kevin Streelman,10.8,886,82
2016,0,29485,Brett Stegmaier,10.78,916,85
2016,0,26329,Louis Oosthuizen,10.77,603,56
2016,0,34431,Robert Streb,10.77,905,84
2016,0,25900,Lucas Glover,10.75,806,75
2016,0,23638,Brendon de Jonge,10.74,870,81
2016,0,28114,Dawie van der Walt,10.71,750,70
2016,0,32200,Roberto Castro,10.7,1038,97
2016,0,20645,John Senden,10.67,918,86
2016,0,32448,James Hahn,10.66,906,85
2016,0,35451,Scott Pinckney,10.66,906,85
2016,0,26951,Johnson Wagner,10.66,917,86
2016,0,32102,Rickie Fowler,10.65,820,77
2016,0,40026,Daniel Berger,10.64,947,89
2016,0,33418,Shawn Stefani,10.64,926,87
2016,0,37454,Whee Kim,10.63,829,78
2016,0,31646,Emiliano Grillo,10.62,956,90
2016,0,29476,Kyle Reifers,10.62,1179,111
2016,0,34098,Russell Henley,10.61,806,76
2016,0,36699,Patrick Rodgers,10.61,902,85
2016,0,27064,Jhonattan Vegas,10.6,986,93
2016,0,31323,Gary Woodland,10.6,965,91
2016,0,25364,Paul Casey,10.59,784,74
2016,0,24912,Will MacKenzie,10.59,847,80
2016,0,30110,Kyle Stanley,10.58,942,89
2016,0,32618,Rhein Gibson,10.57,571,54
2016,0,12510,Chad Campbell,10.56,950,90
2016,0,27436,Graham DeLaet,10.56,697,66
2016,0,33667,Carlos Ortiz,10.56,792,75
2016,0,25818,Scott Piercy,10.56,887,84
2016,0,30163,Henrik Norlander,10.55,707,67
2016,0,24924,Bill Haas,10.54,864,82
2016,0,29268,Bronson Burgoon,10.53,832,79
2016,0,29745,Tyler Aldridge,10.51,830,79
2016,0,21209,Sergio Garcia,10.51,536,51
2016,0,20848,Ángel Cabrera,10.5,651,62
2016,0,27466,Spencer Levin,10.5,1050,100
2016,0,23983,Luke Donald,10.48,849,81
2016,0,33204,Shane Lowry,10.48,566,54
2016,0,21878,Mark Wilson,10.48,650,62
2016,0,29720,Andres Gonzales,10.46,816,78
2016,0,35879,Kelly Kraft,10.46,617,59
2016,0,25686,Jason Dufner,10.45,1066,102
2016,0,26758,David Hearn,10.45,993,95
2016,0,29420,Billy Horschel,10.44,731,70
2016,0,26300,Matt Jones,10.44,835,80
2016,0,22405,Justin Rose,10.44,647,62
2016,0,27963,Chris Stroud,10.44,835,80
2016,0,34264,Hudson Swafford,10.44,1086,104
2016,0,35545,Blayne Barber,10.43,834,80
2016,0,28158,Steve Marino,10.43,709,68
2016,0,29725,Tony Finau,10.42,990,95
2016,0,29974,Branden Grace,10.42,625,60
2016,0,8075,Jerry Kelly,10.42,792,76
2016,0,33122,Russell Knox,10.42,927,89
2016,0,33448,Justin Thomas,10.42,1000,96
2016,0,27936,Martin Laird,10.41,812,78
2016,0,22046,Geoff Ogilvy,10.41,614,59
2016,0,46440,Smylie Kaufman,10.4,915,88
2016,0,20572,Rod Pampling,10.4,520,50
2016,0,37273,Derek Ernst,10.39,592,57
2016,0,31202,William McGirt,10.39,1018,98
2016,0,24502,Adam Scott,10.39,790,76
2016,0,24358,Robert Garrigus,10.38,675,65
2016,0,21961,Charles Howell III,10.38,945,91
2016,0,34174,John Huh,10.38,882,85
2016,0,25198,Francesco Molinari,10.38,664,64
2016,0,31557,Jim Herman,10.37,964,93
2016,0,26851,Marc Leishman,10.37,892,86
2016,0,24490,George McNeill,10.37,529,51
2016,0,26289,Boo Weekley,10.37,861,83
2016,0,29479,Scott Brown,10.36,912,88
2016,0,34261,Scott Langley,10.35,652,63
2016,0,37189,Harold Varner III,10.35,952,92
2016,0,32366,Kevin Chappell,10.34,962,93
2016,0,24507,Jason Bohn,10.33,692,67
2016,0,23325,Vaughn Taylor,10.33,744,72
2016,0,34563,Chesson Hadley,10.32,815,79
2016,0,33410,Andrew Landry,10.31,505,49
2016,0,33413,Ben Martin,10.31,907,88
2016,0,30692,Scott Stallings,10.27,719,70
2016,0,25493,Nick Taylor,10.27,811,79
2016,0,29221,Webb Simpson,10.24,717,70
2016,0,25572,Graeme McDowell,10.23,614,60
2016,0,32876,Martin Piller,10.23,583,57
2016,0,2206,David Toms,10.23,634,62
2016,0,23108,Matt Kuchar,10.2,979,96
2016,0,45526,Abraham Ancer,10.19,489,48
2016,0,27942,Rob Oppenheim,10.19,642,63
2016,0,26331,Charl Schwartzel,10.19,713,70
2016,0,28132,Tyrone Van Aswegen,10.19,1039,102
2016,0,12716,Charley Hoffman,10.18,896,88
2016,0,29478,Kevin Kisner,10.18,957,94
2016,0,28092,D.H. Lee,10.18,580,57
2016,0,30711,Colt Knost,10.17,875,86
2016,0,26596,Ryan Moore,10.17,824,81
2016,0,29223,Sam Saunders,10.17,661,65
2016,0,25720,Chad Collins,10.16,742,73
2016,0,27974,Sung Kang,10.16,884,87
2016,0,20157,Retief Goosen,10.15,558,55
2016,0,25396,Kevin Na,10.15,944,93
2016,0,22892,Jason Gore,10.14,750,74
2016,0,35891,Cameron Smith,10.14,700,69
2016,0,24846,Ricky Barnes,10.13,942,93
2016,0,32757,Patton Kizzire,10.13,902,89
2016,0,35732,Wes Roach,10.13,557,55
2016,0,33419,Cameron Tringale,10.12,779,77
2016,0,24357,K.J. Choi,10.11,738,73
2016,0,6567,Vijay Singh,10.11,728,72
2016,0,24781,Hunter Mahan,10.1,616,61
2016,0,32640,Troy Merritt,10.1,778,77
2016,0,29289,S.Y. Noh,10.1,818,81
2016,0,32150,Michael Thompson,10.09,686,68
2016,0,24140,Sean O'Hair,10.08,897,89
2016,0,34099,Harris English,10.07,977,97
2016,0,26476,Chez Reavie,10.07,866,86
2016,0,24494,Erik Compton,10.06,634,63
2016,0,20766,Padraig Harrington,10.06,543,54
2016,0,23621,Rory Sabbatini,10.06,543,54
2016,0,34265,Will Wilcox,10.06,654,65
2016,0,20472,Alex Cejka,10.03,672,67
2016,0,36801,Mark Hubbard,10.03,973,97
2016,0,33399,Adam Hadwin,10.01,931,93
2016,0,37455,Si Woo Kim,10.01,1091,109
2016,0,31420,Anirban Lahiri,10.0,690,69
2016,0,27770,Camilo Villegas,9.99,789,79
2016,0,25240,D.A. Points,9.98,509,51
2016,0,27649,Brandt Snedeker,9.98,888,89
2016,0,28237,Rory McIlroy,9.97,618,62
2016,0,25834,Daniel Summerhays,9.96,986,99
2016,0,40058,Zac Blair,9.95,945,95
2016,0,6522,Ernie Els,9.95,657,66
2016,0,28679,Fabián Gómez,9.95,786,79
2016,0,29926,Danny Lee,9.93,894,90
2016,0,29461,Jamie Lovemark,9.92,903,91
2016,0,35532,Tom Hoge,9.9,762,77
2016,0,23320,Ryan Palmer,9.9,851,86
2016,0,28475,Jeff Overton,9.89,643,65
2016,0,31560,Brian Stuard,9.89,653,66
2016,0,33461,Morgan Hoffmann,9.88,662,67
2016,0,27644,Brian Harman,9.87,1026,104
2016,0,21731,Freddie Jacobson,9.87,849,86
2016,0,23541,Ben Crane,9.86,749,76
2016,0,27747,Hiroshi Iwata,9.82,815,83
2016,0,30926,Chris Kirk,9.82,835,85
2016,0,25349,Tim Wilkinson,9.82,668,68
2016,0,20104,Ken Duke,9.81,530,54
2016,0,24024,Zach Johnson,9.81,844,86
2016,0,30925,Dustin Johnson,9.8,804,82
2016,0,39975,Michael Kim,9.79,940,96
2016,0,32839,Hideki Matsuyama,9.79,715,73
2016,0,25632,Jimmy Walker,9.79,803,82
2016,0,29222,Billy Hurley III,9.76,644,66
2016,0,34262,Jon Curran,9.75,965,99
2016,0,27129,Luke List,9.75,751,77
2016,0,31416,Derek Fathauer,9.74,916,94
2016,0,34466,Peter Malnati,9.74,828,85
2016,0,36689,Brooks Koepka,9.73,681,70
2016,0,34409,David Lingmerth,9.73,788,81
2016,0,25274,Steven Bowditch,9.7,689,71
2016,0,25892,Steve Wheatcroft,9.69,785,81
2016,0,34360,Patrick Reed,9.68,978,101
2016,0,35539,Luke Guthrie,9.65,531,55
2016,0,27141,J.B. Holmes,9.65,714,74
2016,0,23800,Bryce Molder,9.64,752,78
2016,0,6527,Steve Stricker,9.64,511,53
2016,0,35300,Andrew Loupe,9.63,722,75
2016,0,10213,Dicky Pride,9.57,507,53
2016,0,20098,Stuart Appleby,9.55,659,69
2016,0,28089,Jason Day,9.55,659,69
2016,0,1810,Phil Mickelson,9.54,687,72
2016,0,27895,Jonas Blixt,9.43,717,76
2016,0,22371,Aaron Baddeley,9.4,837,89
2016,0,34046,Jordan Spieth,9.32,708,76
2016,0,30927,Brendon Todd,9.3,586,63
2015,0,23353,J.J. Henry,11.49,1034,90
2015,0,25198,Francesco Molinari,11.25,596,53
2015,0,30946,Alex Prugh,11.24,899,80
2015,0,31557,Jim Herman,11.22,987,88
2015,0,21961,Charles Howell III,11.18,1174,105
2015,0,32200,Roberto Castro,11.04,552,50
2015,0,31193,Jim Renner,11.0,726,66
2015,0,27214,Kevin Streelman,10.92,994,91
2015,0,27466,Spencer Levin,10.87,1054,97
2015,0,10885,Robert Allenby,10.85,640,59
2015,0,20848,Ángel Cabrera,10.85,575,53
2015,0,22046,Geoff Ogilvy,10.85,521,48
2015,0,1706,Davis Love III,10.84,553,51
2015,0,28023,Byron Smith,10.84,596,55
2015,0,29535,Brice Garnett,10.82,855,79
2015,0,33122,Russell Knox,10.79,1036,96
2015,0,23548,Bill Lunde,10.78,496,46
2015,0,28132,Tyrone Van Aswegen,10.78,582,54
2015,0,25364,Paul Casey,10.77,883,82
2015,0,12510,Chad Campbell,10.74,1042,97
2015,0,20691,Greg Owen,10.74,623,58
2015,0,20229,Stewart Cink,10.73,826,77
2015,0,28486,Michael Putnam,10.72,911,85
2015,0,25900,Lucas Glover,10.68,844,79
2015,0,24924,Bill Haas,10.66,917,86
2015,0,35541,John Peterson,10.63,893,84
2015,0,33413,Ben Martin,10.62,956,90
2015,0,28500,Martin Flores,10.6,965,91
2015,0,23983,Luke Donald,10.59,752,71
2015,0,22056,Cameron Percy,10.57,740,70
2015,0,26476,Chez Reavie,10.57,592,56
2015,0,34264,Hudson Swafford,10.57,1004,95
2015,0,10809,Jim Furyk,10.56,676,64
2015,0,35451,Scott Pinckney,10.55,928,88
2015,0,21528,Henrik Stenson,10.53,632,60
2015,0,28780,Nicholas Thompson,10.53,906,86
2015,0,27436,Graham DeLaet,10.52,684,65
2015,0,26951,Johnson Wagner,10.51,715,68
2015,0,34265,Will Wilcox,10.5,567,54
2015,0,20645,John Senden,10.48,786,75
2015,0,30711,Colt Knost,10.47,900,86
2015,0,6522,Ernie Els,10.46,596,57
2015,0,31323,Gary Woodland,10.45,773,74
2015,0,33399,Adam Hadwin,10.43,970,93
2015,0,33667,Carlos Ortiz,10.43,1001,96
2015,0,37454,Whee Kim,10.42,719,69
2015,0,33486,Roger Sloan,10.42,542,52
2015,0,21209,Sergio Garcia,10.41,583,56
2015,0,34431,Robert Streb,10.41,1145,110
2015,0,29425,Andrew Svoboda,10.41,812,78
2015,0,26758,David Hearn,10.39,1008,97
2015,0,32334,Charlie Beljan,10.38,747,72
2015,0,34262,Jon Curran,10.38,820,79
2015,0,37273,Derek Ernst,10.38,737,71
2015,0,29725,Tony Finau,10.38,1100,106
