YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
2020,48,2,27644,Brian Harman,"30' 1""",949,28525.833,-138.0
2020,48,7,35891,Cameron Smith,"30' 1""",659,19830.917,-69.0
2020,48,2,25349,Tim Wilkinson,"30' 1""",452,13611.75,-37.0
2020,52,1,34076,Joel Dahmen,"30' 2""",857,25884.167,-81.0
2020,52,1,10809,Jim Furyk,"30' 2""",527,15912.833,-38.0
2020,54,2,28089,Jason Day,"30' 4""",490,14870.833,-74.0
2020,55,3,21407,Arjun Atwal,"30' 5""",268,8162.583,-6.0
2020,55,3,20229,Stewart Cink,"30' 5""",571,17365.167,-42.0
2020,55,3,45609,Tyler Duncan,"30' 5""",975,29633.5,-102.0
2020,55,1,29420,Billy Horschel,"30' 5""",768,23332.667,-102.0
2020,55,16,39971,Sungjae Im,"30' 5""",1074,32679.167,-119.0
2020,55,3,36689,Brooks Koepka,"30' 5""",450,13674.75,-43.0
2020,55,3,34213,Grayson Murray,"30' 5""",361,10975.417,-44.0
2020,62,-4,26851,Marc Leishman,"30' 6""",626,19111.333,-48.0
2020,62,2,25818,Scott Piercy,"30' 6""",638,19451.667,-35.0
2020,62,2,25632,Jimmy Walker,"30' 6""",457,13923.75,-15.0
2020,65,1,27129,Luke List,"30' 7""",733,22402.25,-73.0
2020,65,1,1810,Phil Mickelson,"30' 7""",431,13168.167,-39.0
2020,65,22,46970,Jon Rahm,"30' 7""",736,22525.75,-139.0
2020,65,11,46046,Scottie Scheffler,"30' 7""",889,27186.333,-119.0
2020,69,-1,28307,Matt Every,"30' 8""",500,15324.917,-17.0
2020,69,-1,34431,Robert Streb,"30' 8""",407,12494.583,-24.0
2020,71,0,26499,Rafa Cabrera Bello,"30' 9""",489,15050.167,-41.0
2020,71,16,48822,Sebastián Muñoz,"30' 9""",1019,31302.5,-129.0
2020,71,0,27963,Chris Stroud,"30' 9""",470,14444.25,-41.0
2020,71,0,48119,Ben Taylor,"30' 9""",363,11167.167,-33.0
2020,75,1,32448,James Hahn,"30' 10""",362,11172.0,-35.0
2020,75,25,23320,Ryan Palmer,"30' 10""",747,23048.25,-72.0
2020,77,2,33120,Mark Anderson,"30' 11""",477,14732.167,-44.0
2020,77,2,35450,Patrick Cantlay,"30' 11""",555,17150.417,-83.0
2020,77,2,25900,Lucas Glover,"30' 11""",671,20741.167,-65.0
2020,77,2,35230,Nelson Ledesma,"30' 11""",274,8479.75,-10.0
2020,77,2,40042,Tyler McCumber,"30' 11""",456,14083.083,-31.0
2020,77,2,24361,Pat Perez,"30' 11""",542,16746.0,-50.0
2020,77,19,34360,Patrick Reed,"30' 11""",783,24228.25,-132.0
2020,77,2,47128,Richy Werenski,"30' 11""",626,19360.333,-80.0
2020,77,2,31323,Gary Woodland,"30' 11""",666,20600.667,-91.0
2020,86,-10,45526,Abraham Ancer,"31' 0""",727,22510.5,-98.0
2020,86,1,33141,Keegan Bradley,"31' 0""",746,23124.417,-68.0
2020,86,1,29268,Bronson Burgoon,"31' 0""",578,17914.0,-88.0
2020,86,1,46435,Austin Cook,"31' 0""",675,20948.917,-70.0
2020,86,1,19846,Brian Gay,"31' 0""",635,19669.75,-41.0
2020,86,1,46402,Talor Gooch,"31' 0""",931,28891.25,-120.0
2020,86,1,37455,Si Woo Kim,"31' 0""",736,22803.083,-88.0
2020,86,1,22056,Cameron Percy,"31' 0""",415,12862.75,-43.0
2020,94,2,32366,Kevin Chappell,"31' 1""",394,12262.667,-38.0
2020,94,-23,25396,Kevin Na,"31' 1""",771,23966.0,-95.0
2020,94,2,33486,Roger Sloan,"31' 1""",474,14718.75,-32.0
2020,94,2,25804,Bubba Watson,"31' 1""",701,21799.833,-71.0
2020,98,2,27064,Jhonattan Vegas,"31' 2""",473,14737.167,-43.0
2020,99,3,34466,Peter Malnati,"31' 3""",577,18011.833,-54.0
2020,99,3,29908,C.T. Pan,"31' 3""",562,17565.583,-30.0
2020,99,3,37275,Sam Ryder,"31' 3""",727,22700.5,-67.0
2020,99,3,31560,Brian Stuard,"31' 3""",916,28624.167,-88.0
2020,99,3,27095,Nick Watney,"31' 3""",449,14047.583,-47.0
2020,104,3,45157,Cam Davis,"31' 4""",574,17983.667,-87.0
2020,104,3,46550,Brandon Hagy,"31' 4""",407,12746.75,-38.0
2020,104,3,56278,Matthew Wolff,"31' 4""",784,24542.583,-97.0
2020,107,3,28679,Fabián Gómez,"31' 5""",519,16310.667,-50.0
2020,107,3,32640,Troy Merritt,"31' 5""",745,23414.5,-56.0
2020,107,3,30163,Henrik Norlander,"31' 5""",795,24958.5,-53.0
2020,110,3,25364,Paul Casey,"31' 6""",583,18352.417,-49.0
2020,110,19,52372,Cameron Champ,"31' 6""",737,23242.333,-98.0
2020,110,3,40098,Matt Fitzpatrick,"31' 6""",592,18634.917,-69.0
2020,110,3,33410,Andrew Landry,"31' 6""",741,23352.417,-37.0
2020,110,3,35449,Adam Long,"31' 6""",914,28763.667,-103.0
2020,115,3,33948,Byeong Hun An,"31' 7""",708,22332.167,-55.0
2020,115,3,24138,Ian Poulter,"31' 7""",479,15142.75,-56.0
2020,115,3,39953,Chase Seiffert,"31' 7""",488,15417.25,-41.0
2020,115,3,48887,Matt Wallace,"31' 7""",483,15240.25,-33.0
2020,119,5,40026,Daniel Berger,"31' 8""",742,23466.5,-117.0
2020,119,5,34021,Bud Cauley,"31' 8""",731,23134.25,-79.0
2020,119,15,29478,Kevin Kisner,"31' 8""",759,24054.333,-93.0
2020,119,5,23623,Bo Van Pelt,"31' 8""",409,12940.333,1.0
2020,123,-10,35310,Lanto Griffin,"31' 9""",1005,31899.333,-107.0
2020,123,4,28775,Nate Lashley,"31' 9""",593,18828.083,-48.0
2020,123,4,27942,Rob Oppenheim,"31' 9""",594,18879.75,-36.0
2020,126,3,40058,Zac Blair,"31' 10""",670,21339.167,-23.0
2020,126,3,32757,Patton Kizzire,"31' 10""",579,18420.0,-54.0
2020,126,19,48081,Xander Schauffele,"31' 10""",765,24341.083,-107.0
2020,126,3,27214,Kevin Streelman,"31' 10""",760,24212.667,-70.0
2020,126,3,25493,Nick Taylor,"31' 10""",673,21434.167,-54.0
2020,131,3,39977,Max Homa,"31' 11""",725,23115.167,-69.0
2020,131,3,29926,Danny Lee,"31' 11""",673,21463.0,-55.0
2020,131,3,36871,Matthew NeSmith,"31' 11""",721,23001.583,-59.0
2020,131,3,33419,Cameron Tringale,"31' 11""",637,20330.583,-74.0
2020,131,3,49964,Aaron Wise,"31' 11""",434,13851.25,-38.0
2020,136,4,24502,Adam Scott,"32' 0""",365,11680.083,-41.0
2020,136,4,23788,D.J. Trahan,"32' 0""",442,14153.667,-23.0
2020,136,4,29484,Peter Uihlein,"32' 0""",369,11818.333,-65.0
2020,139,5,24024,Zach Johnson,"32' 1""",726,23272.667,-74.0
2020,140,5,33404,Chris Baker,"32' 2""",475,15287.917,-35.0
2020,140,5,39997,Corey Conners,"32' 2""",854,27483.25,-86.0
2020,140,5,23108,Matt Kuchar,"32' 2""",660,21232.167,-61.0
2020,140,5,46442,Maverick McNealy,"32' 2""",716,23057.417,-75.0
2020,140,5,33667,Carlos Ortiz,"32' 2""",787,25291.333,-79.0
2020,140,5,32150,Michael Thompson,"32' 2""",756,24318.333,-60.0
2020,140,0,30927,Brendon Todd,"32' 2""",1065,34247.917,-108.0
2020,147,5,36801,Mark Hubbard,"32' 3""",965,31092.417,-119.0
2020,147,10,35506,Mackenzie Hughes,"32' 3""",767,24730.25,-98.0
2020,147,5,49766,Hank Lebioda,"32' 3""",525,16910.5,-39.0
2020,147,5,23621,Rory Sabbatini,"32' 3""",647,20871.333,-60.0
2020,151,4,34314,Sebastian Cappelen,"32' 5""",403,13078.917,-26.0
2020,151,4,51894,Vince Whaley,"32' 5""",346,11205.0,-24.0
2020,153,4,40009,Dominic Bozzelli,"32' 6""",291,9468.833,-19.0
2020,153,4,32102,Rickie Fowler,"32' 6""",546,17738.833,-87.0
2020,153,4,33597,Harry Higgs,"32' 6""",886,28817.0,-65.0
2020,156,5,47504,Sam Burns,"32' 7""",669,21803.167,-83.0
2020,156,5,32662,Michael Gligic,"32' 7""",442,14406.333,-42.0
2020,156,5,26300,Matt Jones,"32' 7""",809,26381.0,-68.0
2020,159,5,29970,Dylan Frittelli,"32' 8""",871,28479.5,-67.0
2020,160,5,29535,Brice Garnett,"32' 9""",589,19307.583,-62.0
2020,160,5,24924,Bill Haas,"32' 9""",434,14227.75,-26.0
2020,160,5,35658,Kris Ventura,"32' 9""",356,11667.417,-38.0
2020,163,5,31420,Anirban Lahiri,"32' 10""",294,9643.5,-16.0
2020,163,5,32791,K.H. Lee,"32' 10""",703,23054.0,-57.0
2020,163,5,47993,Denny McCarthy,"32' 10""",848,27844.333,-102.0
2020,163,5,32139,Danny Willett,"32' 10""",380,12484.333,-28.0
2020,167,5,25572,Graeme McDowell,"32' 11""",497,16345.917,-22.0
2020,167,5,46441,Robby Shelton,"32' 11""",737,24269.0,-52.0
2020,169,5,39546,Keith Mitchell,"33' 0""",618,20399.25,-49.0
2020,170,5,27974,Sung Kang,"33' 1""",745,24648.917,-41.0
2020,171,5,32333,Kevin Tway,"33' 2""",417,13822.917,-8.0
2020,172,5,29479,Scott Brown,"33' 3""",681,22665.0,-51.0
2020,172,14,34099,Harris English,"33' 3""",893,29658.833,-123.0
2020,174,4,27554,Scott Harrington,"33' 5""",705,23557.917,-63.0
2020,175,4,49298,Kramer Hickok,"33' 6""",508,17017.667,-19.0
2020,176,4,26758,David Hearn,"33' 7""",513,17225.25,-29.0
2020,176,4,32254,Xinjun Zhang,"33' 7""",756,25399.083,-67.0
2020,178,4,35461,Beau Hossler,"33' 8""",603,20290.75,-54.0
2020,178,4,49771,J.T. Poston,"33' 8""",815,27454.417,-99.0
2020,180,4,32618,Rhein Gibson,"33' 9""",406,13702.667,-40.0
2020,180,4,33490,Bo Hoag,"33' 9""",667,22495.333,-36.0
2020,182,4,31557,Jim Herman,"33' 10""",732,24783.083,-19.0
2020,183,5,35732,Wes Roach,"33' 11""",294,9982.417,-11.0
2020,184,6,22371,Aaron Baddeley,"34' 3""",461,15777.25,-31.0
2020,185,6,21961,Charles Howell III,"34' 4""",585,20088.0,-68.0
2020,186,6,34256,Andrew Putnam,"34' 5""",405,13938.167,-21.0
2020,186,6,27649,Brandt Snedeker,"34' 5""",649,22318.083,-66.0
2020,188,6,36699,Patrick Rodgers,"34' 8""",890,30826.583,-99.0
2020,188,6,33449,Zack Sucher,"34' 8""",286,9905.417,-26.0
2020,190,6,30911,Tommy Fleetwood,"34' 9""",354,12311.75,-20.0
2020,191,7,27349,Alex Noren,"34' 10""",565,19677.167,-52.0
2020,192,8,51766,Wyndham Clark,"36' 0""",513,18448.417,-28.0
2020,193,8,35617,Martin Trainer,"40' 6""",416,16858.083,14.0
2019,1,0,39997,Corey Conners,"28' 5""",952,27065.333,-121.0
2019,2,0,33448,Justin Thomas,"28' 7""",688,19678.917,-134.0
2019,3,0,40115,Adam Svensson,"28' 9""",739,21220.333,-92.0
2019,4,0,35450,Patrick Cantlay,"28' 10""",710,20497.667,-113.0
2019,5,0,26476,Chez Reavie,"29' 1""",1039,30218.25,-111.0
2019,6,0,36689,Brooks Koepka,"29' 3""",736,21512.917,-110.0
2019,7,0,28237,Rory McIlroy,"29' 4""",747,21887.25,-144.0
2019,8,0,35532,Tom Hoge,"29' 5""",929,27339.0,-96.0
2019,8,0,30944,Jason Kokrak,"29' 5""",977,28728.5,-154.0
2019,10,0,12716,Charley Hoffman,"29' 6""",596,17560.25,-53.0
2019,10,0,24502,Adam Scott,"29' 6""",562,16580.083,-102.0
2019,12,0,32839,Hideki Matsuyama,"29' 7""",951,28121.25,-160.0
2019,12,0,23325,Vaughn Taylor,"29' 7""",1143,33822.167,-159.0
2019,12,0,31323,Gary Woodland,"29' 7""",835,24681.083,-105.0
2019,15,0,46402,Talor Gooch,"29' 9""",610,18171.583,-70.0
2019,15,0,45486,Joaquin Niemann,"29' 9""",1049,31177.583,-110.0
2019,15,0,22405,Justin Rose,"29' 9""",631,18777.583,-110.0
2019,15,0,27330,Josh Teater,"29' 9""",695,20693.0,-68.0
2019,15,0,27095,Nick Watney,"29' 9""",889,26430.25,-96.0
2019,20,0,19803,Ryan Armour,"29' 10""",1114,33219.167,-113.0
2019,20,0,34563,Chesson Hadley,"29' 10""",781,23286.25,-45.0
2019,22,0,46601,Trey Mullinax,"29' 11""",718,21470.083,-61.0
2019,23,0,33141,Keegan Bradley,"30' 0""",931,27914.083,-68.0
2019,23,0,29268,Bronson Burgoon,"30' 0""",636,19064.667,-53.0
2019,23,0,33399,Adam Hadwin,"30' 0""",841,25205.5,-94.0
2019,23,0,34098,Russell Henley,"30' 0""",855,25640.417,-78.0
2019,27,0,32102,Rickie Fowler,"30' 2""",805,24293.167,-105.0
2019,27,0,10809,Jim Furyk,"30' 2""",851,25644.083,-80.0
2019,27,0,37454,Whee Kim,"30' 2""",613,18488.917,-44.0
2019,27,0,33122,Russell Knox,"30' 2""",812,24462.333,-68.0
2019,31,0,34076,Joel Dahmen,"30' 3""",1027,31060.833,-90.0
2019,32,0,25364,Paul Casey,"30' 4""",756,22919.417,-90.0
2019,32,0,31646,Emiliano Grillo,"30' 4""",750,22769.333,-59.0
2019,32,0,23320,Ryan Palmer,"30' 4""",655,19878.25,-66.0
2019,35,0,34363,Tyrrell Hatton,"30' 5""",565,17193.333,-28.0
2019,35,0,27141,J.B. Holmes,"30' 5""",574,17465.917,-42.0
2019,35,0,1810,Phil Mickelson,"30' 5""",554,16835.25,-32.0
2019,35,0,35891,Cameron Smith,"30' 5""",669,20323.667,-51.0
2019,39,0,32640,Troy Merritt,"30' 6""",782,23859.083,-115.0
2019,39,0,30946,Alex Prugh,"30' 6""",756,23065.333,-82.0
2019,39,0,37275,Sam Ryder,"30' 6""",790,24073.5,-98.0
2019,42,0,25686,Jason Dufner,"30' 7""",813,24871.167,-53.0
2019,42,0,33410,Andrew Landry,"30' 7""",918,28111.5,-93.0
2019,42,0,33486,Roger Sloan,"30' 7""",906,27712.667,-82.0
2019,42,0,30110,Kyle Stanley,"30' 7""",775,23706.417,-62.0
2019,46,0,28775,Nate Lashley,"30' 8""",749,22949.5,-92.0
2019,47,0,45526,Abraham Ancer,"30' 9""",1004,30839.0,-69.0
2019,47,0,29725,Tony Finau,"30' 9""",779,23970.333,-96.0
2019,47,0,49298,Kramer Hickok,"30' 9""",826,25381.5,-61.0
2019,47,0,30925,Dustin Johnson,"30' 9""",665,20450.417,-98.0
2019,47,0,26851,Marc Leishman,"30' 9""",731,22492.333,-69.0
2019,47,0,26329,Louis Oosthuizen,"30' 9""",674,20714.833,-66.0
2019,53,0,39977,Max Homa,"30' 10""",870,26812.75,-78.0
2019,53,0,49766,Hank Lebioda,"30' 10""",779,24002.667,-107.0
2019,53,0,31560,Brian Stuard,"30' 10""",1093,33735.167,-103.0
2019,53,0,37189,Harold Varner III,"30' 10""",951,29340.667,-95.0
2019,57,0,32200,Roberto Castro,"30' 11""",885,27341.5,-104.0
2019,57,0,35421,Brandon Harkins,"30' 11""",841,25997.667,-88.0
2019,57,0,46970,Jon Rahm,"30' 11""",687,21251.917,-109.0
2019,57,0,49960,Sepp Straka,"30' 11""",776,24013.917,-95.0
2019,61,0,33948,Byeong Hun An,"31' 0""",730,22648.083,-79.0
2019,61,0,20472,Alex Cejka,"31' 0""",548,16977.583,-23.0
2019,61,0,29518,Brendan Steele,"31' 0""",699,21664.917,-39.0
2019,61,0,29484,Peter Uihlein,"31' 0""",663,20539.917,-54.0
2019,65,0,48081,Xander Schauffele,"31' 1""",660,20514.0,-92.0
2019,65,0,30692,Scott Stallings,"31' 1""",872,27106.5,-100.0
2019,65,0,33418,Shawn Stefani,"31' 1""",814,25334.75,-92.0
2019,68,0,45609,Tyler Duncan,"31' 2""",920,28653.25,-47.0
2019,68,0,23108,Matt Kuchar,"31' 2""",902,28106.167,-107.0
2019,68,0,49771,J.T. Poston,"31' 2""",1159,36131.667,-123.0
2019,68,0,37340,Chase Wright,"31' 2""",769,23984.167,-73.0
2019,72,0,46435,Austin Cook,"31' 3""",751,23469.667,-59.0
2019,72,0,28089,Jason Day,"31' 3""",612,19148.75,-70.0
2019,72,0,24024,Zach Johnson,"31' 3""",722,22558.5,-51.0
2019,72,0,25818,Scott Piercy,"31' 3""",947,29571.833,-133.0
2019,76,0,25900,Lucas Glover,"31' 4""",1121,35138.417,-135.0
2019,76,0,29974,Branden Grace,"31' 4""",566,17740.25,-40.0
2019,76,0,35732,Wes Roach,"31' 4""",657,20612.833,-94.0
2019,76,0,29221,Webb Simpson,"31' 4""",915,28672.667,-141.0
2019,80,0,35449,Adam Long,"31' 5""",941,29599.25,-54.0
2019,80,0,48822,Sebastián Muñoz,"31' 5""",821,25780.583,-105.0
2019,80,0,30786,Brady Schnell,"31' 5""",536,16820.167,-39.0
2019,83,0,30911,Tommy Fleetwood,"31' 6""",669,21079.083,-71.0
2019,83,0,29223,Sam Saunders,"31' 6""",824,25984.917,-75.0
2019,85,0,27644,Brian Harman,"31' 7""",982,31013.583,-79.0
2019,85,0,34256,Andrew Putnam,"31' 7""",706,22274.5,-99.0
2019,85,0,47347,Adam Schenk,"31' 7""",1087,34374.5,-142.0
2019,85,0,34264,Hudson Swafford,"31' 7""",594,18740.083,-35.0
2019,89,0,49303,Anders Albertson,"31' 8""",659,20855.75,-53.0
2019,89,0,31557,Jim Herman,"31' 8""",544,17212.167,-45.0
2019,89,0,29478,Kevin Kisner,"31' 8""",986,31201.0,-116.0
2019,89,0,34466,Peter Malnati,"31' 8""",928,29401.583,-122.0
2019,93,0,27974,Sung Kang,"31' 9""",899,28532.0,-103.0
2019,93,0,39975,Michael Kim,"31' 9""",540,17166.25,5.0
2019,95,0,29479,Scott Brown,"31' 10""",906,28839.333,-84.0
2019,95,0,34021,Bud Cauley,"31' 10""",989,31489.167,-124.0
2019,95,0,28679,Fabián Gómez,"31' 10""",662,21058.25,-66.0
2019,95,0,29926,Danny Lee,"31' 10""",870,27694.75,-68.0
2019,95,0,26596,Ryan Moore,"31' 10""",922,29319.75,-108.0
2019,95,0,27214,Kevin Streelman,"31' 10""",951,30299.917,-101.0
2019,101,0,47959,Bryson DeChambeau,"31' 11""",868,27711.417,-116.0
2019,101,0,39954,Cody Gribble,"31' 11""",678,21656.75,-46.0
2019,101,0,27556,Ted Potter Jr.,"31' 11""",779,24874.417,-31.0
2019,104,0,26758,David Hearn,"32' 0""",470,15039.5,-29.0
2019,104,0,29908,C.T. Pan,"32' 0""",809,25858.0,-49.0
2019,104,0,33419,Cameron Tringale,"32' 0""",652,20882.25,-58.0
2019,104,0,27064,Jhonattan Vegas,"32' 0""",760,24314.083,-78.0
2019,104,0,49964,Aaron Wise,"32' 0""",702,22483.0,-59.0
2019,109,0,45157,Cam Davis,"32' 1""",695,22279.833,-69.0
2019,109,0,39546,Keith Mitchell,"32' 1""",786,25246.333,-75.0
2019,109,0,46501,Ollie Schniederjans,"32' 1""",686,22021.917,-63.0
2019,112,0,52372,Cameron Champ,"32' 2""",811,26111.167,-58.0
2019,112,0,27936,Martin Laird,"32' 2""",956,30782.083,-103.0
2019,112,0,24138,Ian Poulter,"32' 2""",572,18381.917,-72.0
2019,115,0,27895,Jonas Blixt,"32' 3""",858,27670.167,-70.0
2019,115,0,40098,Matt Fitzpatrick,"32' 3""",517,16687.167,-37.0
2019,115,0,21209,Sergio Garcia,"32' 3""",474,15303.583,-52.0
2019,115,0,34431,Robert Streb,"32' 3""",788,25413.417,-55.0
2019,115,0,32150,Michael Thompson,"32' 3""",903,29151.25,-111.0
2019,120,0,29970,Dylan Frittelli,"32' 4""",881,28452.417,-95.0
2019,120,0,34261,Scott Langley,"32' 4""",903,29230.917,-35.0
2019,120,0,27129,Luke List,"32' 4""",662,21385.75,-41.0
2019,123,0,40026,Daniel Berger,"32' 5""",779,25254.833,-55.0
2019,123,0,25198,Francesco Molinari,"32' 5""",590,19123.667,-33.0
2019,123,0,34360,Patrick Reed,"32' 5""",914,29608.75,-124.0
2019,123,0,25632,Jimmy Walker,"32' 5""",690,22375.917,-43.0
2019,123,0,32139,Danny Willett,"32' 5""",625,20261.917,-37.0
2019,128,0,24925,Jonathan Byrd,"32' 6""",441,14315.25,-25.0
2019,128,0,37455,Si Woo Kim,"32' 6""",764,24845.75,-73.0
2019,128,0,35879,Kelly Kraft,"32' 6""",846,27496.167,-43.0
2019,128,0,33667,Carlos Ortiz,"32' 6""",930,30199.75,-72.0
2019,128,0,47128,Richy Werenski,"32' 6""",945,30673.917,-83.0
2019,133,0,47504,Sam Burns,"32' 7""",849,27698.083,-75.0
2019,133,0,32757,Patton Kizzire,"32' 7""",683,22261.167,-58.0
2019,133,0,36852,Jim Knous,"32' 7""",465,15156.0,-18.0
2019,133,0,23621,Rory Sabbatini,"32' 7""",1014,33005.167,-131.0
2019,137,0,29535,Brice Garnett,"32' 8""",926,30281.833,-66.0
2019,137,0,21961,Charles Howell III,"32' 8""",946,30925.667,-145.0
2019,137,0,39971,Sungjae Im,"32' 8""",1338,43714.583,-178.0
2019,137,0,32816,Satoshi Kodaira,"32' 8""",683,22336.25,-13.0
2019,141,0,21731,Freddie Jacobson,"32' 9""",501,16404.833,-40.0
2019,141,0,32333,Kevin Tway,"32' 9""",809,26516.167,-70.0
2019,143,0,29420,Billy Horschel,"32' 10""",913,29990.5,-122.0
2019,143,0,31420,Anirban Lahiri,"32' 10""",773,25356.417,-35.0
2019,143,0,25572,Graeme McDowell,"32' 10""",661,21687.083,-65.0
2019,143,0,32058,José de Jesús Rodríguez,"32' 10""",614,20154.25,-61.0
2019,147,0,19846,Brian Gay,"32' 11""",999,32866.75,-63.0
2019,147,0,28252,Seamus Power,"32' 11""",754,24806.75,-61.0
2019,147,0,39327,Ben Silverman,"32' 11""",773,25452.333,-67.0
2019,147,0,21528,Henrik Stenson,"32' 11""",614,20186.167,-52.0
2019,151,0,46523,Joey Garber,"33' 0""",568,18742.333,-46.0
2019,151,0,35506,Mackenzie Hughes,"33' 0""",826,27280.75,-51.0
2019,151,0,47856,Seth Reeves,"33' 0""",637,21008.417,-17.0
2019,151,0,34046,Jordan Spieth,"33' 0""",798,26325.25,-99.0
2019,155,0,35376,Roberto Díaz,"33' 1""",689,22781.083,-76.0
2019,155,0,36799,Stephan Jaeger,"33' 1""",700,23185.5,-72.0
2019,155,0,25804,Bubba Watson,"33' 1""",608,20107.0,-49.0
2019,158,0,24361,Pat Perez,"33' 2""",574,19042.917,-43.0
2019,159,0,25396,Kevin Na,"33' 3""",582,19351.583,-48.0
2019,159,0,36699,Patrick Rodgers,"33' 3""",572,18997.5,-55.0
2019,161,0,27963,Chris Stroud,"33' 4""",662,22043.75,-16.0
2019,162,0,27649,Brandt Snedeker,"33' 5""",1030,34419.917,-117.0
2019,162,0,25493,Nick Taylor,"33' 5""",1119,37424.083,-118.0
2019,164,0,40009,Dominic Bozzelli,"33' 6""",615,20619.917,-58.0
2019,164,0,23353,J.J. Henry,"33' 6""",554,18545.583,-5.0
2019,164,0,47990,Kyle Jones,"33' 6""",742,24879.0,-50.0
2019,164,0,32791,K.H. Lee,"33' 6""",846,28317.417,-38.0
2019,164,0,20572,Rod Pampling,"33' 6""",534,17900.667,-23.0
2019,164,0,26951,Johnson Wagner,"33' 6""",650,21765.667,-75.0
2019,170,0,30191,Julián Etulain,"33' 8""",603,20290.583,-38.0
2019,171,0,39324,J.J. Spaun,"33' 9""",838,28314.0,-78.0
2019,172,0,51766,Wyndham Clark,"33' 10""",887,30010.75,-112.0
2019,172,0,6522,Ernie Els,"33' 10""",372,12575.417,-10.0
2019,174,0,26300,Matt Jones,"33' 11""",859,29144.417,-98.0
2019,174,0,47993,Denny McCarthy,"33' 11""",921,31260.583,-121.0
2019,176,0,27958,Ryan Blaum,"34' 0""",928,31566.917,-117.0
2019,176,0,34306,John Chin,"34' 0""",469,15944.167,-30.0
2019,178,0,28259,Sangmoon Bae,"34' 1""",522,17773.667,-39.0
2019,179,0,27349,Alex Noren,"34' 2""",556,18987.75,-25.0
2019,180,0,30978,Kiradech Aphibarnrat,"34' 3""",598,20492.5,-32.0
2019,180,0,35461,Beau Hossler,"34' 3""",840,28738.583,-77.0
2019,180,0,24781,Hunter Mahan,"34' 3""",634,21732.25,-38.0
2019,183,0,37380,Curtis Luck,"34' 5""",534,18387.75,-37.0
2019,184,0,34099,Harris English,"34' 9""",1013,35159.583,-70.0
2019,184,0,24924,Bill Haas,"34' 9""",786,27304.833,-59.0
2019,186,0,22371,Aaron Baddeley,"35' 0""",516,18040.0,-58.0
2019,187,0,26499,Rafa Cabrera Bello,"35' 1""",644,22613.667,-49.0
2019,188,0,35617,Martin Trainer,"35' 6""",569,20222.75,-4.0
2018,1,0,26758,David Hearn,"28' 4""",689,19547.667,-67.0
2018,2,0,30925,Dustin Johnson,"28' 6""",788,22487.583,-168.0
2018,3,0,36689,Brooks Koepka,"28' 7""",646,18461.5,-113.0
2018,4,0,28237,Rory McIlroy,"28' 8""",624,17909.417,-95.0
2018,4,0,39328,Conrad Shindler,"28' 8""",597,17127.25,-62.0
2018,6,0,25396,Kevin Na,"29' 0""",911,26414.667,-151.0
2018,7,0,48084,Wesley Bryan,"29' 1""",641,18634.083,-78.0
2018,8,0,33448,Justin Thomas,"29' 2""",823,23994.583,-129.0
2018,9,0,33418,Shawn Stefani,"29' 3""",746,21806.583,-80.0
2018,10,0,35532,Tom Hoge,"29' 5""",1087,31984.5,-96.0
2018,10,0,24024,Zach Johnson,"29' 5""",978,28765.833,-123.0
2018,10,0,8793,Tiger Woods,"29' 5""",791,23290.833,-126.0
2018,13,0,27095,Nick Watney,"29' 6""",1009,29744.75,-101.0
2018,14,0,30926,Chris Kirk,"29' 7""",1303,38571.333,-154.0
2018,15,0,27974,Sung Kang,"29' 8""",837,24825.167,-51.0
2018,15,0,23325,Vaughn Taylor,"29' 8""",939,27835.417,-89.0
2018,17,0,35545,Blayne Barber,"29' 9""",810,24068.417,-74.0
2018,17,0,25364,Paul Casey,"29' 9""",634,18852.167,-63.0
2018,17,0,37275,Sam Ryder,"29' 9""",947,28179.75,-106.0
2018,17,0,22582,Kyle Thompson,"29' 9""",472,14024.75,-7.0
2018,21,0,34563,Chesson Hadley,"29' 10""",1179,35164.917,-138.0
2018,21,0,23320,Ryan Palmer,"29' 10""",747,22286.833,-69.0
2018,21,0,31323,Gary Woodland,"29' 10""",911,27174.333,-95.0
2018,24,0,33410,Andrew Landry,"29' 11""",970,29053.417,-80.0
2018,24,0,28775,Nate Lashley,"29' 11""",445,13318.5,-39.0
2018,26,0,32757,Patton Kizzire,"30' 0""",951,28549.75,-85.0
2018,26,0,22056,Cameron Percy,"30' 0""",534,16038.333,-74.0
2018,28,0,33948,Byeong Hun An,"30' 1""",920,27655.917,-101.0
2018,28,0,39997,Corey Conners,"30' 1""",1049,31532.083,-96.0
2018,28,0,24358,Robert Garrigus,"30' 1""",834,25098.75,-52.0
2018,28,0,37454,Whee Kim,"30' 1""",973,29273.917,-82.0
2018,28,0,1810,Phil Mickelson,"30' 1""",803,24182.583,-111.0
2018,28,0,39324,J.J. Spaun,"30' 1""",960,28884.833,-97.0
2018,34,0,33141,Keegan Bradley,"30' 2""",1114,33598.75,-123.0
2018,34,0,12510,Chad Campbell,"30' 2""",898,27118.5,-32.0
2018,34,0,20229,Stewart Cink,"30' 2""",868,26214.083,-63.0
2018,34,0,26476,Chez Reavie,"30' 2""",860,25941.333,-91.0
2018,38,0,31646,Emiliano Grillo,"30' 3""",1017,30723.75,-133.0
