YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
2024,0,51696,Rico Hoey,3.27%,10,306
2024,0,33204,Shane Lowry,3.27%,10,306
2024,0,50188,S.H. Kim,3.28%,13,396
2024,0,40058,Zac Blair,3.33%,9,270
2024,0,47983,Chad Ramey,3.33%,9,270
2024,0,29221,Webb Simpson,3.33%,6,180
2024,0,39324,J.J. Spaun,3.33%,9,270
2024,0,27770,Camilo Villegas,3.33%,3,90
2024,0,48084,Wesley Bryan,3.47%,5,144
2024,0,28089,Jason Day,3.47%,10,288
2024,0,33399,Adam Hadwin,3.47%,10,288
2024,0,46340,Alex Smalley,3.54%,7,198
2024,0,47420,Jake Knapp,3.59%,11,306
2024,0,52453,Nicolai Højgaard,3.70%,8,216
2024,0,28775,Nate Lashley,3.70%,8,216
2024,0,27649,Brandt Snedeker,3.70%,4,108
2024,0,54783,Dylan Wu,3.70%,10,270
2024,0,36884,Ben Kohles,3.82%,11,288
2024,0,34563,Chesson Hadley,3.89%,7,180
2024,0,48867,Matti Schmid,3.97%,10,252
2024,0,45609,Tyler Duncan,4.04%,8,198
2024,0,50493,Justin Suh,4.04%,8,198
2024,0,30927,Brendon Todd,4.04%,16,396
2024,0,54576,Patrick Fishburn,4.17%,9,216
2024,0,59095,Chris Gotterup,4.17%,9,216
2024,0,55182,Tom Kim,4.32%,14,324
2024,0,39975,Michael Kim,4.37%,11,252
2024,0,48319,Tom Whitney,4.44%,8,180
2024,0,29936,Ryan Fox,4.51%,13,288
2024,0,50484,Hayden Springer,4.70%,11,234
2024,0,32070,Rafael Campos,4.76%,6,126
2024,0,37275,Sam Ryder,5.09%,11,216
2024,0,37212,Paul Barjon,5.56%,3,54
2024,0,35310,Lanto Griffin,5.56%,16,288
2024,0,27936,Martin Laird,5.56%,13,234
2024,0,35617,Martin Trainer,5.56%,5,90
2024,0,47663,Kevin Dougherty,6.94%,10,144
2024,0,56149,Wilson Furr,7.14%,9,126
2024,0,23320,Ryan Palmer,9.26%,10,108
2023,0,33399,Adam Hadwin,.31%,1,324
2023,0,29970,Dylan Frittelli,.69%,1,144
2023,0,47128,Richy Werenski,.74%,2,270
2023,0,35532,Tom Hoge,.79%,3,378
2023,0,51634,Sahith Theegala,.93%,4,432
2023,0,40098,Matt Fitzpatrick,1.04%,3,288
2023,0,32366,Kevin Chappell,1.11%,2,180
2023,0,34466,Peter Malnati,1.11%,3,270
2023,0,31202,William McGirt,1.11%,2,180
2023,0,39335,Kevin Roy,1.11%,2,180
2023,0,49960,Sepp Straka,1.17%,4,342
2023,0,45609,Tyler Duncan,1.19%,3,252
2023,0,34409,David Lingmerth,1.19%,3,252
2023,0,34098,Russell Henley,1.23%,4,324
2023,0,36801,Mark Hubbard,1.26%,5,396
2023,0,26596,Ryan Moore,1.28%,3,234
2023,0,28089,Jason Day,1.31%,4,306
2023,0,32662,Michael Gligic,1.39%,2,144
2023,0,39058,Lucas Herbert,1.39%,3,216
2023,0,36699,Patrick Rodgers,1.39%,5,360
2023,0,58168,Davis Thompson,1.39%,5,360
2023,0,39971,Sungjae Im,1.45%,6,414
2023,0,46340,Alex Smalley,1.45%,6,414
2023,0,57975,Harry Hall,1.46%,5,342
2023,0,29289,S.Y. Noh,1.48%,4,270
2023,0,28420,Ryan Brehm,1.52%,3,198
2023,0,29420,Billy Horschel,1.52%,3,198
2023,0,37455,Si Woo Kim,1.52%,6,396
2023,0,28775,Nate Lashley,1.52%,6,396
2023,0,37275,Sam Ryder,1.52%,6,396
2023,0,30926,Chris Kirk,1.54%,5,324
2023,0,51890,Greyson Sigg,1.59%,6,378
2023,0,54783,Dylan Wu,1.59%,6,378
2023,0,47591,Eric Cole,1.65%,8,486
2023,0,51349,Nico Echavarria,1.67%,3,180
2023,0,27644,Brian Harman,1.67%,6,360
2023,0,27129,Luke List,1.67%,6,360
2023,0,40250,Taylor Pendrith,1.67%,6,360
2023,0,31560,Brian Stuard,1.67%,3,180
2023,0,35617,Martin Trainer,1.67%,3,180
2023,0,30927,Brendon Todd,1.69%,7,414
2023,0,35901,Paul Haley II,1.71%,4,234
2023,0,33597,Harry Higgs,1.71%,4,234
2023,0,22371,Aaron Baddeley,1.74%,5,288
2023,0,48699,Callum Tarren,1.74%,5,288
2023,0,39997,Corey Conners,1.75%,6,342
2023,0,25493,Nick Taylor,1.75%,6,342
2023,0,45522,Christiaan Bezuidenhout,1.85%,6,324
2023,0,33141,Keegan Bradley,1.85%,6,324
2023,0,55708,Hayden Buckley,1.85%,5,270
2023,0,51766,Wyndham Clark,1.85%,8,432
2023,0,32757,Patton Kizzire,1.85%,6,324
2023,0,28237,Rory McIlroy,1.85%,5,270
2023,0,27349,Alex Noren,1.85%,6,324
2023,0,52374,Brandon Wu,1.85%,8,432
2023,0,48081,Xander Schauffele,1.94%,7,360
2023,0,48119,Ben Taylor,1.94%,7,360
2023,0,47504,Sam Burns,1.96%,6,306
2023,0,35450,Patrick Cantlay,1.96%,6,306
2023,0,30911,Tommy Fleetwood,1.96%,6,306
2023,0,52513,Carson Young,1.96%,6,306
2023,0,46046,Scottie Scheffler,2.02%,8,396
2023,0,47995,Davis Riley,2.05%,7,342
2023,0,48084,Wesley Bryan,2.08%,3,144
2023,0,27974,Sung Kang,2.08%,3,144
2023,0,34099,Harris English,2.12%,8,378
2023,0,40058,Zac Blair,2.14%,5,234
2023,0,23320,Ryan Palmer,2.14%,5,234
2023,0,40006,Erik van Rooyen,2.14%,5,234
2023,0,29535,Brice Garnett,2.16%,7,324
2023,0,50095,Austin Smotherman,2.16%,7,324
2023,0,35461,Beau Hossler,2.17%,9,414
2023,0,33408,Tyson Alexander,2.22%,6,270
2023,0,32448,James Hahn,2.22%,6,270
2023,0,52453,Nicolai Hojgaard,2.22%,4,180
2023,0,55182,Tom Kim,2.22%,8,360
2023,0,40162,Justin Lower,2.22%,8,360
2023,0,48887,Matt Wallace,2.22%,6,270
2023,0,40115,Adam Svensson,2.26%,11,486
2023,0,33653,Thomas Detry,2.27%,9,396
2023,0,32791,K.H. Lee,2.27%,9,396
2023,0,52375,Doug Ghim,2.29%,7,306
2023,0,34610,Matthias Schwab,2.29%,7,306
2023,0,36799,Stephan Jaeger,2.30%,12,522
2023,0,29725,Tony Finau,2.34%,8,342
2023,0,34363,Tyrrell Hatton,2.34%,8,342
2023,0,19803,Ryan Armour,2.38%,6,252
2023,0,49453,Trevor Cone,2.38%,6,252
2023,0,47079,Harrison Endycott,2.38%,6,252
2023,0,39954,Cody Gribble,2.38%,6,252
2023,0,49947,Taylor Moore,2.38%,9,378
2023,0,33948,Byeong Hun An,2.42%,10,414
2023,0,32102,Rickie Fowler,2.42%,10,414
2023,0,35506,Mackenzie Hughes,2.43%,7,288
2023,0,35879,Kelly Kraft,2.43%,7,288
2023,0,34563,Chesson Hadley,2.47%,8,324
2023,0,50525,Collin Morikawa,2.47%,8,324
2023,0,47983,Chad Ramey,2.47%,8,324
2023,0,39977,Max Homa,2.50%,9,360
2023,0,35449,Adam Long,2.50%,9,360
2023,0,49771,J.T. Poston,2.50%,9,360
2023,0,33410,Andrew Landry,2.56%,6,234
2023,0,32139,Danny Willett,2.56%,6,234
2023,0,55454,Carl Yuan,2.59%,7,270
2023,0,28252,Seamus Power,2.61%,8,306
2023,0,45157,Cam Davis,2.78%,9,324
2023,0,35310,Lanto Griffin,2.78%,5,180
2023,0,31646,Emiliano Grillo,2.78%,12,432
2023,0,23108,Matt Kuchar,2.78%,10,360
2023,0,33204,Shane Lowry,2.78%,7,252
2023,0,51950,Max McGreevy,2.78%,6,216
2023,0,39546,Keith Mitchell,2.78%,10,360
2023,0,26476,Chez Reavie,2.78%,9,324
2023,0,22405,Justin Rose,2.78%,7,252
2023,0,54628,Lee Hodges,2.91%,11,378
2023,0,57362,Austin Eckroat,2.92%,10,342
2023,0,54421,Garrick Higgo,2.92%,10,342
2023,0,33413,Ben Martin,2.92%,10,342
2023,0,32839,Hideki Matsuyama,2.92%,10,342
2023,0,49298,Kramer Hickok,2.94%,9,306
2023,0,34046,Jordan Spieth,2.96%,8,270
2023,0,30692,Scott Stallings,2.96%,8,270
2023,0,20229,Stewart Cink,2.99%,7,234
2023,0,24024,Zach Johnson,2.99%,7,234
2023,0,48117,Kurt Kitayama,2.99%,7,234
2023,0,50493,Justin Suh,2.99%,14,468
2023,0,52372,Cameron Champ,3.03%,6,198
2023,0,59018,Ryan Gerard,3.03%,6,198
2023,0,50188,S.H. Kim,3.03%,12,396
2023,0,39324,J.J. Spaun,3.03%,12,396
2023,0,58696,Peter Kuest,3.09%,5,162
2023,0,29908,C.T. Pan,3.09%,5,162
2023,0,46441,Robby Shelton,3.09%,10,324
2023,0,27963,Chris Stroud,3.09%,5,162
2023,0,34256,Andrew Putnam,3.11%,14,450
2023,0,24502,Adam Scott,3.13%,9,288
2023,0,27936,Martin Laird,3.17%,8,252
2023,0,51491,Brandon Matthews,3.17%,4,126
2023,0,24140,Sean O'Hair,3.17%,4,126
2023,0,52955,Ludvig Åberg,3.24%,7,216
2023,0,12716,Charley Hoffman,3.24%,7,216
2023,0,47347,Adam Schenk,3.24%,14,432
2023,0,33122,Russell Knox,3.28%,13,396
2023,0,47993,Denny McCarthy,3.28%,13,396
2023,0,54591,Ben Griffin,3.33%,15,450
2023,0,36326,David Lipsky,3.33%,12,360
2023,0,51997,Andrew Novak,3.33%,12,360
2023,0,29221,Webb Simpson,3.33%,6,180
2023,0,55893,Sam Stevens,3.33%,12,360
2023,0,34431,Robert Streb,3.33%,6,180
2023,0,52411,Kyle Westmoreland,3.33%,6,180
2023,0,39975,Michael Kim,3.40%,11,324
2023,0,24925,Jonathan Byrd,3.47%,5,144
2023,0,49766,Hank Lebioda,3.47%,5,144
2023,0,30163,Henrik Norlander,3.47%,10,288
2023,0,56762,Will Gordon,3.54%,14,396
2023,0,46717,Viktor Hovland,3.54%,14,396
2023,0,27214,Kevin Streelman,3.59%,11,306
2023,0,57366,Cameron Young,3.61%,13,360
2023,0,34255,Joseph Bramlett,3.70%,10,270
2023,0,37338,Zecheng Dou,3.70%,12,324
2023,0,25818,Scott Piercy,3.70%,12,324
2023,0,32333,Kevin Tway,3.70%,10,270
2023,0,36871,Matt NeSmith,3.80%,13,342
2023,0,58967,Trevor Werbylo,3.85%,9,234
2023,0,31577,Tano Goya,3.92%,12,306
2023,0,46970,Jon Rahm,3.92%,12,306
2023,0,56630,Akshay Bhatia,4.01%,13,324
2023,0,31323,Gary Woodland,4.01%,13,324
2023,0,32640,Troy Merritt,4.07%,11,270
2023,0,33448,Justin Thomas,4.07%,11,270
2023,0,47988,Nick Hardy,4.17%,18,432
2023,0,27554,Scott Harrington,4.17%,9,216
2023,0,22056,Cameron Percy,4.17%,9,216
2023,0,34076,Joel Dahmen,4.25%,13,306
2023,0,45242,Kevin Yu,4.27%,10,234
2023,0,46414,Aaron Rai,4.29%,17,396
2023,0,27095,Nick Watney,4.32%,7,162
2023,0,51070,Vincent Norrman,4.51%,13,288
2023,0,46435,Austin Cook,4.63%,10,216
2023,0,25900,Lucas Glover,4.76%,18,378
2023,0,55789,Taylor Montgomery,4.76%,18,378
2023,0,51414,Brent Grant,5.09%,11,216
2023,0,36724,Augusto Núñez,5.13%,12,234
2023,0,25632,Jimmy Walker,5.16%,13,252
2023,0,39067,MJ Daffue,5.56%,19,342
2023,0,31557,Jim Herman,5.56%,12,216
2023,0,32816,Satoshi Kodaira,5.56%,13,234
2023,0,46601,Trey Mullinax,6.11%,11,180
2023,0,25686,Jason Dufner,6.35%,16,252
2023,0,48867,Matti Schmid,6.48%,14,216
2023,0,53165,Doc Redman,6.67%,12,180
2022,0,32366,Kevin Chappell,0.56,1,180
2022,0,29974,Branden Grace,0.69,1,144
2022,0,34563,Chesson Hadley,0.79,2,252
2022,0,45526,Abraham Ancer,0.93,2,216
2022,0,33141,Keegan Bradley,0.98,3,306
2022,0,35879,Kelly Kraft,1.01,2,198
2022,0,23108,Matt Kuchar,1.04,3,288
2022,0,34174,John Huh,1.19,3,252
2022,0,35891,Cameron Smith,1.19,3,252
2022,0,37189,Harold Varner III,1.19,3,252
2022,0,27214,Kevin Streelman,1.23,4,324
2022,0,56278,Matthew Wolff,1.23,2,162
2022,0,27936,Martin Laird,1.28,3,234
2022,0,19803,Ryan Armour,1.39,2,144
2022,0,23983,Luke Donald,1.39,3,216
2022,0,46402,Talor Gooch,1.39,4,288
2022,0,12716,Charley Hoffman,1.39,3,216
2022,0,29926,Danny Lee,1.39,2,144
2022,0,47988,Nick Hardy,1.52,3,198
2022,0,35617,Martin Trainer,1.52,3,198
2022,0,46414,Aaron Rai,1.54,5,324
2022,0,28775,Nate Lashley,1.59,4,252
2022,0,47504,Sam Burns,1.63,5,306
2022,0,30978,Kiradech Aphibarnrat,1.67,3,180
2022,0,24024,Zach Johnson,1.67,3,180
2022,0,47856,Seth Reeves,1.67,3,180
2022,0,33204,Shane Lowry,1.71,4,234
2022,0,50525,Collin Morikawa,1.71,4,234
2022,0,51634,Sahith Theegala,1.71,8,468
2022,0,29725,Tony Finau,1.75,6,342
2022,0,30926,Chris Kirk,1.75,6,342
2022,0,47995,Davis Riley,1.75,6,342
2022,0,30692,Scott Stallings,1.75,6,342
2022,0,52375,Doug Ghim,1.85,5,270
2022,0,46550,Brandon Hagy,1.85,4,216
2022,0,29420,Billy Horschel,1.85,5,270
2022,0,29908,C.T. Pan,1.85,6,324
2022,0,47983,Chad Ramey,1.85,4,216
2022,0,34360,Patrick Reed,1.85,5,270
2022,0,47347,Adam Schenk,1.85,5,270
2022,0,30927,Brendon Todd,1.85,6,324
2022,0,45157,Cam Davis,1.96,6,306
2022,0,48081,Xander Schauffele,1.96,6,306
2022,0,51890,Greyson Sigg,1.96,6,306
2022,0,27349,Alex Noren,1.98,5,252
2022,0,25818,Scott Piercy,1.98,5,252
2022,0,34431,Robert Streb,1.98,5,252
2022,0,47993,Denny McCarthy,2.02,8,396
2022,0,22405,Justin Rose,2.02,4,198
2022,0,32139,Danny Willett,2.02,4,198
2022,0,54783,Dylan Wu,2.02,4,198
2022,0,39977,Max Homa,2.05,7,342
2022,0,36326,David Lipsky,2.08,6,288
2022,0,40006,Erik van Rooyen,2.08,3,144
2022,0,48887,Matt Wallace,2.08,3,144
2022,0,47483,Will Zalatoris,2.08,6,288
2022,0,30911,Tommy Fleetwood,2.14,5,234
2022,0,30944,Jason Kokrak,2.14,5,234
2022,0,45486,Joaquin Niemann,2.16,7,324
2022,0,52372,Cameron Champ,2.22,4,180
2022,0,33399,Adam Hadwin,2.22,8,360
2022,0,27644,Brian Harman,2.22,8,360
2022,0,35506,Mackenzie Hughes,2.22,6,270
2022,0,25198,Francesco Molinari,2.22,4,180
2022,0,33419,Cameron Tringale,2.22,8,360
2022,0,46970,Jon Rahm,2.29,7,306
2022,0,27064,Jhonattan Vegas,2.29,7,306
2022,0,37212,Paul Barjon,2.31,5,216
2022,0,32448,James Hahn,2.31,5,216
2022,0,31420,Anirban Lahiri,2.31,5,216
2022,0,47529,Mito Pereira,2.34,8,342
2022,0,39324,J.J. Spaun,2.34,8,342
2022,0,34466,Peter Malnati,2.38,9,378
2022,0,28237,Rory McIlroy,2.38,6,252
2022,0,32640,Troy Merritt,2.38,9,378
2022,0,53165,Doc Redman,2.38,6,252
2022,0,45609,Tyler Duncan,2.43,7,288
2022,0,40098,Matt Fitzpatrick,2.43,7,288
2022,0,51894,Vince Whaley,2.43,7,288
2022,0,45522,Christiaan Bezuidenhout,2.47,8,324
2022,0,34098,Russell Henley,2.47,8,324
2022,0,39058,Lucas Herbert,2.47,4,162
2022,0,35532,Tom Hoge,2.47,8,324
2022,0,34256,Andrew Putnam,2.47,8,324
2022,0,26476,Chez Reavie,2.47,8,324
2022,0,33486,Roger Sloan,2.47,4,162
2022,0,32150,Michael Thompson,2.47,8,324
2022,0,46442,Maverick McNealy,2.5,9,360
2022,0,34264,Hudson Swafford,2.53,5,198
2022,0,27770,Camilo Villegas,2.53,5,198
2022,0,27095,Nick Watney,2.53,5,198
2022,0,35461,Beau Hossler,2.56,6,234
2022,0,48117,Kurt Kitayama,2.56,6,234
2022,0,49766,Hank Lebioda,2.56,6,234
2022,0,31560,Brian Stuard,2.56,6,234
2022,0,49298,Kramer Hickok,2.59,7,270
2022,0,24924,Bill Haas,2.61,8,306
2022,0,32839,Hideki Matsuyama,2.61,8,306
2022,0,46046,Scottie Scheffler,2.63,9,342
2022,0,27895,Jonas Blixt,2.78,3,108
2022,0,48084,Wesley Bryan,2.78,4,144
2022,0,39997,Corey Conners,2.78,10,360
2022,0,34076,Joel Dahmen,2.78,9,324
2022,0,24980,Scott Gutschewski,2.78,4,144
2022,0,54421,Garrick Higgo,2.78,4,144
2022,0,33597,Harry Higgs,2.78,6,216
2022,0,36801,Mark Hubbard,2.78,7,252
2022,0,37455,Si Woo Kim,2.78,11,396
2022,0,29478,Kevin Kisner,2.78,6,216
2022,0,33122,Russell Knox,2.78,9,324
2022,0,36689,Brooks Koepka,2.78,4,144
2022,0,36884,Ben Kohles,2.78,5,180
2022,0,35449,Adam Long,2.78,9,324
2022,0,46601,Trey Mullinax,2.78,7,252
2022,0,36871,Matthew NeSmith,2.78,10,360
2022,0,29289,S.Y. Noh,2.78,6,216
2022,0,40250,Taylor Pendrith,2.78,8,288
2022,0,24138,Ian Poulter,2.78,4,144
2022,0,27139,David Skinns,2.78,6,216
2022,0,46340,Alex Smalley,2.78,9,324
2022,0,49960,Sepp Straka,2.78,9,324
2022,0,40115,Adam Svensson,2.78,10,360
2022,0,48699,Callum Tarren,2.78,6,216
2022,0,25493,Nick Taylor,2.78,8,288
2022,0,31323,Gary Woodland,2.78,6,216
2022,0,51766,Wyndham Clark,2.91,11,378
2022,0,29970,Dylan Frittelli,2.92,10,342
2022,0,55708,Hayden Buckley,2.94,9,306
2022,0,32757,Patton Kizzire,2.94,9,306
2022,0,32662,Michael Gligic,2.96,8,270
2022,0,49771,J.T. Poston,2.96,8,270
2022,0,24925,Jonathan Byrd,3.03,6,198
2022,0,28089,Jason Day,3.03,6,198
2022,0,51950,Max McGreevy,3.03,6,198
2022,0,36852,Jim Knous,3.09,5,162
2022,0,32816,Satoshi Kodaira,3.09,5,162
2022,0,48822,Sebastián Muñoz,3.09,10,324
2022,0,33448,Justin Thomas,3.09,10,324
2022,0,34255,Joseph Bramlett,3.17,8,252
2022,0,32102,Rickie Fowler,3.17,8,252
2022,0,33490,Bo Hoag,3.17,4,126
2022,0,32791,K.H. Lee,3.17,12,378
2022,0,46435,Austin Cook,3.24,7,216
2022,0,36699,Patrick Rodgers,3.27,10,306
2022,0,25686,Jason Dufner,3.33,3,90
2022,0,31646,Emiliano Grillo,3.33,9,270
2022,0,26851,Marc Leishman,3.33,9,270
2022,0,40162,Justin Lower,3.33,9,270
2022,0,23320,Ryan Palmer,3.42,8,234
2022,0,50095,Austin Smotherman,3.47,10,288
2022,0,45540,Jared Wolfe,3.47,5,144
2022,0,26300,Matt Jones,3.54,7,198
2022,0,33667,Carlos Ortiz,3.54,7,198
2022,0,29221,Webb Simpson,3.54,7,198
2022,0,20229,Stewart Cink,3.57,9,252
2022,0,36799,Stephan Jaeger,3.57,9,252
2022,0,27129,Luke List,3.57,9,252
2022,0,34610,Matthias Schwab,3.57,9,252
2022,0,29535,Brice Garnett,3.7,8,216
2022,0,34363,Tyrrell Hatton,3.7,10,270
2022,0,27649,Brandt Snedeker,3.7,6,162
2022,0,47128,Richy Werenski,3.7,6,162
2022,0,49964,Aaron Wise,3.8,13,342
2022,0,35450,Patrick Cantlay,3.82,11,288
2022,0,34046,Jordan Spieth,3.82,11,288
2022,0,23325,Vaughn Taylor,3.89,7,180
2022,0,51997,Andrew Novak,3.97,10,252
2022,0,28252,Seamus Power,4.07,11,270
2022,0,54628,Lee Hodges,4.09,14,342
2022,0,49947,Taylor Moore,4.17,12,288
2022,0,22056,Cameron Percy,4.17,6,144
2022,0,24502,Adam Scott,4.25,13,306
2022,0,39953,Chase Seiffert,4.32,7,162
2022,0,39546,Keith Mitchell,4.39,15,342
2022,0,39436,Joshua Creel,4.44,4,90
2022,0,35310,Lanto Griffin,4.51,13,288
2022,0,30163,Henrik Norlander,4.55,9,198
2022,0,23621,Rory Sabbatini,4.55,9,198
2022,0,52374,Brandon Wu,4.7,11,234
2022,0,39971,Sungjae Im,4.72,17,360
