YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
2009,0,30711,Colt Knost,27.0,27,1
2009,0,12705,Cliff Kresge,27.0,27,1
2009,0,27936,Martin Laird,27.0,27,1
2009,0,26695,Michael Letzig,27.0,27,1
2009,0,28158,Steve Marino,27.0,27,1
2009,0,10585,Scott McCarron,27.0,27,1
2009,0,29221,Webb Simpson,27.0,27,1
2009,0,23325,Vaughn Taylor,27.0,27,1
2009,0,23623,Bo Van Pelt,27.0,27,1
2009,0,20160,Charlie Wi,27.0,27,1
2009,0,6197,Michael Allen,28.0,28,1
2009,0,7867,Woody Austin,28.0,28,1
2009,0,23135,Tim Clark,28.0,28,1
2009,0,21350,Ryuji Imada,28.0,28,1
2009,0,25818,Scott Piercy,28.0,28,1
2009,0,22293,Heath Slocum,28.0,28,1
2009,0,27963,Chris Stroud,28.0,28,1
2009,0,27095,Nick Watney,28.0,28,1
2009,0,23778,Brad Adamonis,29.0,29,1
2009,0,23638,Brendon de Jonge,29.0,29,1
2009,0,20104,Ken Duke,29.0,29,1
2009,0,23320,Ryan Palmer,29.0,29,1
2009,0,6527,Steve Stricker,29.0,29,1
2009,0,10423,Mike Weir,29.0,29,1
2009,0,30925,Dustin Johnson,30.0,30,1
2009,0,23548,Bill Lunde,30.0,30,1
2009,0,22961,David Mathis,30.0,30,1
2009,0,25804,Bubba Watson,30.0,30,1
2009,0,26497,Casey Wittenberg,30.0,30,1
2009,0,20498,Briny Baird,31.0,31,1
2009,0,24507,Jason Bohn,31.0,31,1
2009,0,1226,Fred Couples,31.0,31,1
2009,0,8931,Glen Day,31.0,31,1
2009,0,12716,Charley Hoffman,31.0,31,1
2009,0,20634,Peter Lonard,31.0,31,1
2009,0,2206,David Toms,31.0,31,1
2009,0,23788,D.J. Trahan,31.0,31,1
2009,0,24503,Jeff Klauk,32.0,32,1
2009,0,6539,Rick Price,32.0,32,1
2009,0,26476,Chez Reavie,32.0,32,1
2009,0,20645,John Senden,32.0,32,1
2009,0,1320,Bob Estes,33.0,33,1
2009,0,6595,Kevin Sutherland,33.0,33,1
2009,0,2214,Kirk Triplett,35.0,35,1
2008,0,20160,Charlie Wi,22.0,22,1
2008,0,23788,D.J. Trahan,23.0,23,1
2008,0,12716,Charley Hoffman,24.0,24,1
2008,0,1139,Olin Browne,25.0,25,1
2008,0,21949,Joe Ogilvie,25.0,25,1
2008,0,1945,Kenny Perry,25.0,25,1
2008,0,26476,Chez Reavie,25.0,25,1
2008,0,26596,Ryan Moore,26.0,26,1
2008,0,25804,Bubba Watson,26.0,26,1
2008,0,6197,Michael Allen,27.0,27,1
2008,0,23614,Rich Beem,27.0,27,1
2008,0,21753,Brian Davis,27.0,27,1
2008,0,25190,Jeff Quinney,27.0,27,1
2008,0,28780,Nicholas Thompson,27.0,27,1
2008,0,1035,Tommy Armour III,28.0,28,1
2008,0,1142,Bart Bryant,28.0,28,1
2008,0,24924,Bill Haas,28.0,28,1
2008,0,10585,Scott McCarron,28.0,28,1
2008,0,20443,Jin Park,28.0,28,1
2008,0,6595,Kevin Sutherland,28.0,28,1
2008,0,19803,Ryan Armour,29.0,29,1
2008,0,7867,Woody Austin,29.0,29,1
2008,0,1226,Fred Couples,29.0,29,1
2008,0,25900,Lucas Glover,29.0,29,1
2008,0,6643,Paul Goydos,29.0,29,1
2008,0,26695,Michael Letzig,29.0,29,1
2008,0,11032,Frank Lickliter II,29.0,29,1
2008,0,27933,John Merrick,29.0,29,1
2008,0,2239,Scott Verplank,29.0,29,1
2008,0,10423,Mike Weir,29.0,29,1
2008,0,10885,Robert Allenby,30.0,30,1
2008,0,12510,Chad Campbell,30.0,30,1
2008,0,20229,Stewart Cink,30.0,30,1
2008,0,12826,Paul Claxton,30.0,30,1
2008,0,20104,Ken Duke,30.0,30,1
2008,0,6621,Joe Durant,30.0,30,1
2008,0,7457,Steve Flesch,30.0,30,1
2008,0,22892,Jason Gore,30.0,30,1
2008,0,21350,Ryuji Imada,30.0,30,1
2008,0,26300,Matt Jones,30.0,30,1
2008,0,29718,Anthony Kim,30.0,30,1
2008,0,1724,Jeff Maggert,30.0,30,1
2008,0,28158,Steve Marino,30.0,30,1
2008,0,20572,Rod Pampling,30.0,30,1
2008,0,10649,Tom Scherrer,30.0,30,1
2008,0,27963,Chris Stroud,30.0,30,1
2008,0,23325,Vaughn Taylor,30.0,30,1
2008,0,22582,Kyle Thompson,30.0,30,1
2008,0,26951,Johnson Wagner,30.0,30,1
2008,0,10505,Shane Bertsch,31.0,31,1
2008,0,23541,Ben Crane,31.0,31,1
2008,0,1313,Steve Elkington,31.0,31,1
2008,0,1388,Robert Gamez,31.0,31,1
2008,0,19846,Brian Gay,31.0,31,1
2008,0,20574,Mathew Goggin,31.0,31,1
2008,0,30925,Dustin Johnson,31.0,31,1
2008,0,10860,Justin Leonard,31.0,31,1
2008,0,25396,Kevin Na,31.0,31,1
2008,0,1948,Tim Petrovic,31.0,31,1
2008,0,23797,Brett Rumford,31.0,31,1
2008,0,20645,John Senden,31.0,31,1
2008,0,22293,Heath Slocum,31.0,31,1
2008,0,26679,Kevin Stadler,31.0,31,1
2008,0,23349,Charles Warren,31.0,31,1
2008,0,23778,Brad Adamonis,32.0,32,1
2008,0,23353,J.J. Henry,32.0,32,1
2008,0,27936,Martin Laird,32.0,32,1
2008,0,12660,Jesper Parnevik,32.0,32,1
2008,0,22548,Patrick Sheehan,32.0,32,1
2008,0,24227,Justin Bolli,33.0,33,1
2008,0,26289,Boo Weekley,33.0,33,1
2008,0,24663,Y.E. Yang,33.0,33,1
2007,0,24490,George McNeill,23.0,23,1
2007,0,19846,Brian Gay,26.0,26,1
2007,0,12716,Charley Hoffman,26.0,26,1
2007,0,26420,Richard Johnson,26.0,26,1
2007,0,6515,Shaun Micheel,26.0,26,1
2007,0,21949,Joe Ogilvie,26.0,26,1
2007,0,6643,Paul Goydos,27.0,27,1
2007,0,24924,Bill Haas,27.0,27,1
2007,0,20859,Anders Hansen,27.0,27,1
2007,0,24912,Will MacKenzie,27.0,27,1
2007,0,25190,Jeff Quinney,27.0,27,1
2007,0,23349,Charles Warren,27.0,27,1
2007,0,21878,Mark Wilson,27.0,27,1
2007,0,1035,Tommy Armour III,28.0,28,1
2007,0,19824,Craig Barlow,28.0,28,1
2007,0,24925,Jonathan Byrd,28.0,28,1
2007,0,1388,Robert Gamez,28.0,28,1
2007,0,10117,Bob Heintz,28.0,28,1
2007,0,20433,Mark Hensby,28.0,28,1
2007,0,21959,Ted Purdy,28.0,28,1
2007,0,22913,John Rollins,28.0,28,1
2007,0,8375,Paul Stankowski,28.0,28,1
2007,0,2239,Scott Verplank,28.0,28,1
2007,0,23613,Rich Barcelo,29.0,29,1
2007,0,21806,Paul Gow,29.0,29,1
2007,0,1577,Lee Janzen,29.0,29,1
2007,0,1707,Steve Lowery,29.0,29,1
2007,0,22293,Heath Slocum,29.0,29,1
2007,0,27649,Brandt Snedeker,29.0,29,1
2007,0,19803,Ryan Armour,30.0,30,1
2007,0,25273,Andrew Buckle,30.0,30,1
2007,0,20850,Daniel Chopra,30.0,30,1
2007,0,21805,Harrison Frazar,30.0,30,1
2007,0,12195,Tom Johnson,30.0,30,1
2007,0,12705,Cliff Kresge,30.0,30,1
2007,0,24138,Ian Poulter,30.0,30,1
2007,0,26679,Kevin Stadler,30.0,30,1
2007,0,2223,Bob Tway,30.0,30,1
2007,0,26951,Johnson Wagner,30.0,30,1
2007,0,10885,Robert Allenby,31.0,31,1
2007,0,20498,Briny Baird,31.0,31,1
2007,0,23718,Nathan Green,31.0,31,1
2007,0,21961,Charles Howell III,31.0,31,1
2007,0,29718,Anthony Kim,31.0,31,1
2007,0,23108,Matt Kuchar,31.0,31,1
2007,0,20634,Peter Lonard,31.0,31,1
2007,0,28158,Steve Marino,31.0,31,1
2007,0,1810,Phil Mickelson,31.0,31,1
2007,0,1945,Kenny Perry,31.0,31,1
2007,0,22405,Justin Rose,31.0,31,1
2007,0,23325,Vaughn Taylor,31.0,31,1
2007,0,2246,Duffy Waldorf,31.0,31,1
2007,0,27095,Nick Watney,31.0,31,1
2007,0,1161,Mark Calcavecchia,32.0,32,1
2007,0,20104,Ken Duke,32.0,32,1
2007,0,6621,Joe Durant,32.0,32,1
2007,0,7457,Steve Flesch,32.0,32,1
2007,0,22892,Jason Gore,32.0,32,1
2007,0,24781,Hunter Mahan,32.0,32,1
2007,0,20645,John Senden,32.0,32,1
2007,0,6595,Kevin Sutherland,32.0,32,1
2007,0,10423,Mike Weir,32.0,32,1
2007,0,12602,Dean Wilson,32.0,32,1
2007,0,8881,Tripp Isenhour,33.0,33,1
2007,0,7547,Craig Kanada,33.0,33,1
2007,0,25396,Kevin Na,33.0,33,1
2007,0,1928,Corey Pavin,33.0,33,1
2007,0,12652,Cameron Beckman,34.0,34,1
2007,0,25686,Jason Dufner,34.0,34,1
2007,0,7867,Woody Austin,35.0,35,1
2007,0,25900,Lucas Glover,35.0,35,1
2006,0,1024,Billy Andrade,24.0,24,1
2006,0,12660,Jesper Parnevik,24.0,24,1
2006,0,27120,Troy Matteson,25.0,25,1
2006,0,1941,Tom Pernice Jr.,25.0,25,1
2006,0,20472,Alex Cejka,26.0,26,1
2006,0,1553,John Huston,26.0,26,1
2006,0,6515,Shaun Micheel,26.0,26,1
2006,0,23497,Tag Ridings,26.0,26,1
2006,0,1139,Olin Browne,27.0,27,1
2006,0,12510,Chad Campbell,27.0,27,1
2006,0,9011,David Duval,27.0,27,1
2006,0,1320,Bob Estes,27.0,27,1
2006,0,6643,Paul Goydos,27.0,27,1
2006,0,21350,Ryuji Imada,27.0,27,1
2006,0,6573,Brandt Jobe,27.0,27,1
2006,0,10860,Justin Leonard,27.0,27,1
2006,0,25345,Carl Pettersson,27.0,27,1
2006,0,25240,D.A. Points,27.0,27,1
2006,0,6197,Michael Allen,28.0,28,1
2006,0,6004,Stephen Ames,28.0,28,1
2006,0,10505,Shane Bertsch,28.0,28,1
2006,0,23135,Tim Clark,28.0,28,1
2006,0,20121,Todd Fischer,28.0,28,1
2006,0,25900,Lucas Glover,28.0,28,1
2006,0,24924,Bill Haas,28.0,28,1
2006,0,1685,J.L. Lewis,28.0,28,1
2006,0,21949,Joe Ogilvie,28.0,28,1
2006,0,23320,Ryan Palmer,28.0,28,1
2006,0,22913,John Rollins,28.0,28,1
2006,0,23621,Rory Sabbatini,28.0,28,1
2006,0,10423,Mike Weir,28.0,28,1
2006,0,20099,Doug Barron,29.0,29,1
2006,0,7457,Steve Flesch,29.0,29,1
2006,0,24358,Robert Garrigus,29.0,29,1
2006,0,26420,Richard Johnson,29.0,29,1
2006,0,8075,Jerry Kelly,29.0,29,1
2006,0,1766,Billy Mayfair,29.0,29,1
2006,0,22548,Patrick Sheehan,29.0,29,1
2006,0,2104,Jeff Sluman,29.0,29,1
2006,0,6595,Kevin Sutherland,29.0,29,1
2006,0,21407,Arjun Atwal,30.0,30,1
2006,0,1042,Paul Azinger,30.0,30,1
2006,0,21646,David Branshaw,30.0,30,1
2006,0,1161,Mark Calcavecchia,30.0,30,1
2006,0,20850,Daniel Chopra,30.0,30,1
2006,0,1219,John Cook,30.0,30,1
2006,0,1226,Fred Couples,30.0,30,1
2006,0,23541,Ben Crane,30.0,30,1
2006,0,21753,Brian Davis,30.0,30,1
2006,0,6621,Joe Durant,30.0,30,1
2006,0,1313,Steve Elkington,30.0,30,1
2006,0,1381,Fred Funk,30.0,30,1
2006,0,20631,David McKenzie,30.0,30,1
2006,0,2239,Scott Verplank,30.0,30,1
2006,0,27095,Nick Watney,30.0,30,1
2006,0,23614,Rich Beem,31.0,31,1
2006,0,1388,Robert Gamez,31.0,31,1
2006,0,19846,Brian Gay,31.0,31,1
2006,0,12782,Tim Herron,31.0,31,1
2006,0,1810,Phil Mickelson,31.0,31,1
2006,0,22405,Justin Rose,31.0,31,1
2006,0,22293,Heath Slocum,31.0,31,1
2006,0,19824,Craig Barlow,32.0,32,1
2006,0,1599,Steve Jones,32.0,32,1
2006,0,1724,Jeff Maggert,32.0,32,1
2006,0,20691,Greg Owen,32.0,32,1
2006,0,12602,Dean Wilson,32.0,32,1
2006,0,8123,Jeff Brehaut,33.0,33,1
2006,0,22621,Ben Curtis,33.0,33,1
2006,0,1928,Corey Pavin,33.0,33,1
2006,0,20645,John Senden,33.0,33,1
2006,0,6575,Dudley Hart,34.0,34,1
2006,0,1666,Bernhard Langer,34.0,34,1
2006,0,7867,Woody Austin,35.0,35,1
2006,0,1887,Mark O'Meara,35.0,35,1
2006,0,24361,Pat Perez,36.0,36,1
2005,0,6332,Neal Lancaster,22.0,22,1
2005,0,21805,Harrison Frazar,23.0,23,1
2005,0,10860,Justin Leonard,23.0,23,1
2005,0,11032,Frank Lickliter II,23.0,23,1
2005,0,20121,Todd Fischer,24.0,24,1
2005,0,23540,Jason Allred,25.0,25,1
2005,0,12782,Tim Herron,25.0,25,1
2005,0,12660,Jesper Parnevik,25.0,25,1
2005,0,20474,Phillip Price,25.0,25,1
2005,0,1024,Billy Andrade,26.0,26,1
2005,0,23541,Ben Crane,26.0,26,1
2005,0,1666,Bernhard Langer,26.0,26,1
2005,0,21949,Joe Ogilvie,26.0,26,1
2005,0,20548,Hidemichi Tanaka,26.0,26,1
2005,0,22371,Aaron Baddeley,27.0,27,1
2005,0,1142,Bart Bryant,27.0,27,1
2005,0,22621,Ben Curtis,27.0,27,1
2005,0,1381,Fred Funk,27.0,27,1
2005,0,12645,Brent Geiberger,27.0,27,1
2005,0,1619,Skip Kendall,27.0,27,1
2005,0,22046,Geoff Ogilvy,27.0,27,1
2005,0,1948,Tim Petrovic,27.0,27,1
2005,0,20645,John Senden,27.0,27,1
2005,0,2101,Joey Sindelar,27.0,27,1
2005,0,2104,Jeff Sluman,27.0,27,1
2005,0,7223,Brian Bateman,28.0,28,1
2005,0,23135,Tim Clark,28.0,28,1
2005,0,21753,Brian Davis,28.0,28,1
2005,0,1388,Robert Gamez,28.0,28,1
2005,0,1457,Jay Haas,28.0,28,1
2005,0,21350,Ryuji Imada,28.0,28,1
2005,0,21731,Freddie Jacobson,28.0,28,1
2005,0,8075,Jerry Kelly,28.0,28,1
2005,0,20634,Peter Lonard,28.0,28,1
2005,0,1706,Davis Love III,28.0,28,1
2005,0,1723,Andrew Magee,28.0,28,1
2005,0,1941,Tom Pernice Jr.,28.0,28,1
2005,0,21959,Ted Purdy,28.0,28,1
2005,0,20127,Chris Riley,28.0,28,1
2005,0,22405,Justin Rose,28.0,28,1
2005,0,2206,David Toms,28.0,28,1
2005,0,2246,Duffy Waldorf,28.0,28,1
2005,0,6004,Stephen Ames,29.0,29,1
2005,0,20498,Briny Baird,29.0,29,1
2005,0,20229,Stewart Cink,29.0,29,1
2005,0,6251,Chris DiMarco,29.0,29,1
2005,0,6575,Dudley Hart,29.0,29,1
2005,0,23353,J.J. Henry,29.0,29,1
2005,0,1724,Jeff Maggert,29.0,29,1
2005,0,6515,Shaun Micheel,29.0,29,1
2005,0,2010,Loren Roberts,29.0,29,1
2005,0,22548,Patrick Sheehan,29.0,29,1
2005,0,2239,Scott Verplank,29.0,29,1
2005,0,1035,Tommy Armour III,30.0,30,1
2005,0,1139,Olin Browne,30.0,30,1
2005,0,1161,Mark Calcavecchia,30.0,30,1
2005,0,1249,John Daly,30.0,30,1
2005,0,24138,Ian Poulter,30.0,30,1
2005,0,2106,Chris Smith,30.0,30,1
2005,0,26679,Kevin Stadler,30.0,30,1
2005,0,27095,Nick Watney,30.0,30,1
2005,0,1226,Fred Couples,31.0,31,1
2005,0,10809,Jim Furyk,31.0,31,1
2005,0,1766,Billy Mayfair,31.0,31,1
2005,0,6595,Kevin Sutherland,31.0,31,1
2005,0,10425,Jay Williamson,31.0,31,1
2005,0,19881,Robert Damron,33.0,33,1
2005,0,6621,Joe Durant,33.0,33,1
2005,0,1313,Steve Elkington,33.0,33,1
2005,0,1810,Phil Mickelson,33.0,33,1
2005,0,19824,Craig Barlow,34.0,34,1
2005,0,10733,Kent Jones,34.0,34,1
2005,0,24361,Pat Perez,35.0,35,1
2004,0,1619,Skip Kendall,21.0,21,1
2004,0,21731,Freddie Jacobson,24.0,24,1
2004,0,20094,Jonathan Kaye,24.0,24,1
2004,0,20127,Chris Riley,24.0,24,1
2004,0,2104,Jeff Sluman,24.0,24,1
2004,0,2246,Duffy Waldorf,24.0,24,1
2004,0,6197,Michael Allen,25.0,25,1
2004,0,20229,Stewart Cink,25.0,25,1
2004,0,6621,Joe Durant,25.0,25,1
2004,0,21805,Harrison Frazar,25.0,25,1
2004,0,1457,Jay Haas,25.0,25,1
2004,0,1887,Mark O'Meara,25.0,25,1
2004,0,1928,Corey Pavin,25.0,25,1
2004,0,22548,Patrick Sheehan,25.0,25,1
2004,0,1042,Paul Azinger,26.0,26,1
2004,0,23541,Ben Crane,26.0,26,1
2004,0,19881,Robert Damron,26.0,26,1
2004,0,1320,Bob Estes,26.0,26,1
2004,0,7457,Steve Flesch,26.0,26,1
2004,0,6332,Neal Lancaster,26.0,26,1
2004,0,1666,Bernhard Langer,26.0,26,1
2004,0,10585,Scott McCarron,26.0,26,1
2004,0,1810,Phil Mickelson,26.0,26,1
2004,0,12602,Dean Wilson,26.0,26,1
2004,0,1313,Steve Elkington,27.0,27,1
2004,0,20157,Retief Goosen,27.0,27,1
2004,0,20378,Mathias Grönberg,27.0,27,1
2004,0,23353,J.J. Henry,27.0,27,1
2004,0,1553,John Huston,27.0,27,1
2004,0,1577,Lee Janzen,27.0,27,1
2004,0,1707,Steve Lowery,27.0,27,1
2004,0,1797,Rocco Mediate,27.0,27,1
2004,0,20572,Rod Pampling,27.0,27,1
2004,0,20663,Brenden Pappas,27.0,27,1
2004,0,12660,Jesper Parnevik,27.0,27,1
2004,0,2239,Scott Verplank,27.0,27,1
2004,0,10423,Mike Weir,27.0,27,1
2004,0,6004,Stephen Ames,28.0,28,1
2004,0,12652,Cameron Beckman,28.0,28,1
2004,0,20029,Notah Begay III,28.0,28,1
2004,0,6809,Bob Burns,28.0,28,1
2004,0,20382,Stephen Leaney,28.0,28,1
2004,0,25396,Kevin Na,28.0,28,1
2004,0,22046,Geoff Ogilvy,28.0,28,1
2004,0,1945,Kenny Perry,28.0,28,1
2004,0,25345,Carl Pettersson,28.0,28,1
2004,0,1249,John Daly,29.0,29,1
2004,0,1388,Robert Gamez,29.0,29,1
2004,0,24024,Zach Johnson,29.0,29,1
2004,0,10860,Justin Leonard,29.0,29,1
2004,0,1685,J.L. Lewis,29.0,29,1
2004,0,8339,Spike McRoy,29.0,29,1
2004,0,21949,Joe Ogilvie,29.0,29,1
2004,0,1941,Tom Pernice Jr.,29.0,29,1
2004,0,1948,Tim Petrovic,29.0,29,1
2004,0,2002,John Riegger,29.0,29,1
2004,0,2010,Loren Roberts,29.0,29,1
2004,0,2245,Grant Waite,29.0,29,1
2004,0,20121,Todd Fischer,30.0,30,1
2004,0,10733,Kent Jones,30.0,30,1
2004,0,8075,Jerry Kelly,30.0,30,1
2004,0,1024,Billy Andrade,31.0,31,1
2004,0,1161,Mark Calcavecchia,31.0,31,1
2004,0,11123,Chris Couch,31.0,31,1
2004,0,26420,Richard Johnson,31.0,31,1
2004,0,6595,Kevin Sutherland,31.0,31,1
2004,0,12510,Chad Campbell,32.0,32,1
2004,0,12760,Danny Ellis,32.0,32,1
2004,0,1926,Steve Pate,32.0,32,1
2004,0,20645,John Senden,32.0,32,1
2004,0,2214,Kirk Triplett,32.0,32,1
2003,0,10860,Justin Leonard,19.0,19,1
2003,0,1457,Jay Haas,22.0,22,1
2003,0,1320,Bob Estes,24.0,24,1
2003,0,1042,Paul Azinger,25.0,25,1
2003,0,1378,David Frost,25.0,25,1
2003,0,1761,Len Mattiace,25.0,25,1
