YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
2019,0,37189,Harold Varner III,60.1,616,1025,-0.19
2019,0,26851,Marc Leishman,60.0,477,795,-0.17
2019,0,33486,Roger Sloan,59.92,580,968,-0.17
2019,0,34256,Andrew Putnam,59.87,467,780,-0.23
2019,0,46402,Talor Gooch,59.7,394,660,-0.22
2019,0,32102,Rickie Fowler,59.66,522,875,-0.24
2019,0,33419,Cameron Tringale,59.66,420,704,-0.19
2019,0,33448,Justin Thomas,59.64,467,783,-0.32
2019,0,40009,Dominic Bozzelli,59.62,403,676,-0.24
2019,0,30692,Scott Stallings,59.49,558,938,-0.23
2019,0,21731,Freddie Jacobson,59.27,326,550,-0.14
2019,0,36799,Stephan Jaeger,59.26,464,783,-0.17
2019,0,27064,Jhonattan Vegas,59.03,500,847,-0.2
2019,0,49303,Anders Albertson,59.0,426,722,-0.15
2019,0,48822,Sebastián Muñoz,58.96,523,887,-0.25
2019,0,21209,Sergio Garcia,58.94,310,526,-0.24
2019,0,25804,Bubba Watson,58.85,409,695,-0.2
2019,0,45157,Cam Davis,58.57,458,782,-0.17
2019,0,33948,Byeong Hun An,58.56,496,847,-0.21
2019,0,34563,Chesson Hadley,58.28,482,827,-0.16
2019,0,12716,Charley Hoffman,58.18,377,648,-0.23
2019,0,32139,Danny Willett,58.09,402,692,-0.14
2019,0,39977,Max Homa,58.07,554,954,-0.17
2019,0,24502,Adam Scott,58.01,355,612,-0.31
2019,0,32058,José de Jesús Rodríguez,57.94,394,680,-0.15
2019,0,35450,Patrick Cantlay,57.93,460,794,-0.25
2019,0,29974,Branden Grace,57.78,360,623,-0.17
2019,0,36699,Patrick Rodgers,57.67,361,626,-0.19
2019,0,34306,John Chin,57.58,304,528,-0.17
2019,0,29223,Sam Saunders,57.45,528,919,-0.21
2019,0,35421,Brandon Harkins,57.43,545,949,-0.22
2019,0,35891,Cameron Smith,57.41,422,735,-0.17
2019,0,47504,Sam Burns,57.33,536,935,-0.24
2019,0,27963,Chris Stroud,57.3,408,712,-0.13
2019,0,51766,Wyndham Clark,57.24,569,994,-0.27
2019,0,29926,Danny Lee,57.1,567,993,-0.15
2019,0,27095,Nick Watney,57.1,543,951,-0.23
2019,0,35506,Mackenzie Hughes,56.78,519,914,-0.17
2019,0,6522,Ernie Els,56.76,235,414,-0.11
2019,0,30925,Dustin Johnson,56.68,437,771,-0.27
2019,0,29725,Tony Finau,56.56,509,900,-0.22
2019,0,34264,Hudson Swafford,56.53,368,651,-0.17
2019,0,28252,Seamus Power,56.51,482,853,-0.2
2019,0,35461,Beau Hossler,56.48,532,942,-0.19
2019,0,47856,Seth Reeves,55.89,408,730,-0.18
2019,0,24925,Jonathan Byrd,55.8,279,500,-0.13
2019,0,22371,Aaron Baddeley,55.38,324,585,-0.19
2019,0,52372,Cameron Champ,55.31,521,942,-0.19
2019,0,34466,Peter Malnati,55.15,578,1048,-0.23
2019,0,37380,Curtis Luck,54.46,330,606,-0.17
2019,0,34046,Jordan Spieth,54.46,495,909,-0.22
2019,0,32333,Kevin Tway,54.22,501,924,-0.22
2019,0,39954,Cody Gribble,54.21,431,795,-0.18
2019,0,25632,Jimmy Walker,54.02,423,783,-0.15
2019,0,27141,J.B. Holmes,53.94,356,660,-0.19
2019,0,36852,Jim Knous,53.82,289,537,-0.17
2019,0,27129,Luke List,53.55,407,760,-0.21
2019,0,30191,Julián Etulain,53.48,377,705,-0.2
2019,0,1810,Phil Mickelson,50.66,345,681,-0.21
2019,0,39975,Michael Kim,50.65,313,618,-0.12
2019,0,35617,Martin Trainer,50.37,343,681,-0.21
2019,0,46601,Trey Mullinax,50.35,437,868,-0.22
2019,0,29484,Peter Uihlein,50.06,399,797,-0.22
2019,0,46501,Ollie Schniederjans,50.0,419,838,-0.23
2018,0,21528,Henrik Stenson,76.55,470,614,-0.19
2018,0,19803,Ryan Armour,73.79,991,1343,-0.14
2018,0,26596,Ryan Moore,72.28,665,920,-0.17
2018,0,30110,Kyle Stanley,71.31,671,941,-0.2
2018,0,31560,Brian Stuard,71.15,873,1227,-0.16
2018,0,26476,Chez Reavie,71.09,595,837,-0.16
2018,0,19846,Brian Gay,71.01,911,1283,-0.18
2018,0,31646,Emiliano Grillo,70.08,712,1016,-0.18
2018,0,34098,Russell Henley,69.36,566,816,-0.17
2018,0,25892,Steve Wheatcroft,68.92,439,637,-0.18
2018,0,10809,Jim Furyk,68.59,439,640,-0.09
2018,0,27214,Kevin Streelman,68.24,780,1143,-0.16
2018,0,34409,David Lingmerth,68.13,654,960,-0.15
2018,0,29908,C.T. Pan,68.04,775,1139,-0.19
2018,0,33122,Russell Knox,67.74,697,1029,-0.15
2018,0,33141,Keegan Bradley,67.66,751,1110,-0.22
2018,0,26499,Rafa Cabrera Bello,67.61,453,670,-0.2
2018,0,30978,Kiradech Aphibarnrat,67.51,320,474,-0.15
2018,0,29420,Billy Horschel,67.5,729,1080,-0.2
2018,0,46435,Austin Cook,67.14,860,1281,-0.18
2018,0,23325,Vaughn Taylor,67.14,656,977,-0.15
2018,0,25198,Francesco Molinari,67.0,530,791,-0.21
2018,0,20472,Alex Cejka,66.87,557,833,-0.15
2018,0,22405,Justin Rose,66.76,492,737,-0.26
2018,0,27644,Brian Harman,66.67,672,1008,-0.18
2018,0,29478,Kevin Kisner,66.67,606,909,-0.17
2018,0,39328,Conrad Shindler,66.67,408,612,-0.19
2018,0,27556,Ted Potter Jr.,66.57,711,1068,-0.14
2018,0,39324,J.J. Spaun,66.46,658,990,-0.18
2018,0,33399,Adam Hadwin,66.45,612,921,-0.2
2018,0,24138,Ian Poulter,66.33,461,695,-0.16
2018,0,32816,Satoshi Kodaira,66.19,370,559,-0.07
2018,0,45609,Tyler Duncan,66.11,747,1130,-0.15
2018,0,23353,J.J. Henry,66.02,575,871,-0.15
2018,0,23541,Ben Crane,65.99,425,644,-0.15
2018,0,32102,Rickie Fowler,65.88,560,850,-0.2
2018,0,26758,David Hearn,65.85,459,697,-0.14
2018,0,37275,Sam Ryder,65.81,639,971,-0.18
2018,0,30911,Tommy Fleetwood,65.74,495,753,-0.29
2018,0,32150,Michael Thompson,65.38,508,777,-0.2
2018,0,25818,Scott Piercy,65.29,617,945,-0.17
2018,0,39327,Ben Silverman,65.28,690,1057,-0.16
2018,0,35879,Kelly Kraft,65.27,671,1028,-0.15
2018,0,25686,Jason Dufner,65.24,473,725,-0.16
2018,0,34076,Joel Dahmen,65.22,645,989,-0.16
2018,0,24024,Zach Johnson,65.2,650,997,-0.21
2018,0,26329,Louis Oosthuizen,65.2,416,638,-0.14
2018,0,35545,Blayne Barber,65.1,541,831,-0.18
2018,0,34264,Hudson Swafford,64.92,470,724,-0.16
2018,0,40026,Daniel Berger,64.82,562,867,-0.2
2018,0,32448,James Hahn,64.75,621,959,-0.17
2018,0,47993,Denny McCarthy,64.61,440,681,-0.17
2018,0,47128,Richy Werenski,64.33,662,1029,-0.2
2018,0,26951,Johnson Wagner,64.23,492,766,-0.22
2018,0,32254,Xinjun Zhang,64.12,504,786,-0.12
2018,0,47959,Bryson DeChambeau,64.05,693,1082,-0.24
2018,0,29268,Bronson Burgoon,63.98,508,794,-0.21
2018,0,27958,Ryan Blaum,63.91,641,1003,-0.15
2018,0,24361,Pat Perez,63.87,456,714,-0.14
2018,0,27936,Martin Laird,63.83,540,846,-0.19
2018,0,24502,Adam Scott,63.79,525,823,-0.18
2018,0,30926,Chris Kirk,63.77,852,1336,-0.21
2018,0,23108,Matt Kuchar,63.67,573,900,-0.18
2018,0,24781,Hunter Mahan,63.66,452,710,-0.18
2018,0,31323,Gary Woodland,63.65,618,971,-0.21
2018,0,49964,Aaron Wise,63.6,704,1107,-0.23
2018,0,34174,John Huh,63.58,728,1145,-0.17
2018,0,33410,Andrew Landry,63.52,646,1017,-0.15
2018,0,34363,Tyrrell Hatton,63.37,372,587,-0.18
2018,0,35450,Patrick Cantlay,63.22,593,938,-0.22
2018,0,25900,Lucas Glover,63.22,404,639,-0.14
2018,0,27649,Brandt Snedeker,63.12,647,1025,-0.18
2018,0,25396,Kevin Na,63.11,616,976,-0.25
2018,0,27349,Alex Noren,63.1,431,683,-0.19
2018,0,25572,Graeme McDowell,63.05,401,636,-0.16
2018,0,28679,Fabián Gómez,62.98,621,986,-0.15
2018,0,20572,Rod Pampling,62.92,392,623,-0.09
2018,0,12510,Chad Campbell,62.86,584,929,-0.11
2018,0,45526,Abraham Ancer,62.74,724,1154,-0.2
2018,0,35376,Roberto Díaz,62.74,490,781,-0.14
2018,0,35532,Tom Hoge,62.73,722,1151,-0.15
2018,0,32640,Troy Merritt,62.62,635,1014,-0.18
2018,0,33413,Ben Martin,62.53,494,790,-0.16
2018,0,21961,Charles Howell III,62.49,678,1085,-0.18
2018,0,29535,Brice Garnett,62.38,703,1127,-0.16
2018,0,39997,Corey Conners,62.3,684,1098,-0.16
2018,0,34358,Jonathan Randolph,62.3,519,833,-0.12
2018,0,34046,Jordan Spieth,62.25,569,914,-0.24
2018,0,25364,Paul Casey,62.15,422,679,-0.18
2018,0,32839,Hideki Matsuyama,62.04,492,793,-0.26
2018,0,29926,Danny Lee,61.92,600,969,-0.16
2018,0,29221,Webb Simpson,61.67,695,1127,-0.26
2018,0,35461,Beau Hossler,61.54,768,1248,-0.19
2018,0,26851,Marc Leishman,61.44,623,1014,-0.21
2018,0,22056,Cameron Percy,61.32,352,574,-0.23
2018,0,33204,Shane Lowry,61.1,432,707,-0.14
2018,0,22582,Kyle Thompson,61.03,307,503,-0.11
2018,0,40058,Zac Blair,60.96,392,643,-0.17
2018,0,29518,Brendan Steele,60.82,458,753,-0.16
2018,0,35506,Mackenzie Hughes,60.81,574,944,-0.19
2018,0,27963,Chris Stroud,60.77,491,808,-0.2
2018,0,32366,Kevin Chappell,60.76,525,864,-0.2
2018,0,34563,Chesson Hadley,60.63,747,1232,-0.22
2018,0,46970,Jon Rahm,60.62,428,706,-0.22
2018,0,23621,Rory Sabbatini,60.61,631,1041,-0.19
2018,0,37454,Whee Kim,60.56,611,1009,-0.18
2018,0,8793,Tiger Woods,60.54,491,811,-0.29
2018,0,36699,Patrick Rodgers,60.52,610,1008,-0.16
2018,0,49771,J.T. Poston,60.4,479,793,-0.18
2018,0,29479,Scott Brown,60.39,677,1121,-0.16
2018,0,29974,Branden Grace,60.3,366,607,-0.2
2018,0,37455,Si Woo Kim,60.2,652,1083,-0.14
2018,0,25240,D.A. Points,60.03,401,668,-0.1
2018,0,30925,Dustin Johnson,59.98,517,862,-0.32
2018,0,26300,Matt Jones,59.91,390,651,-0.26
2018,0,31202,William McGirt,59.88,621,1037,-0.17
2018,0,29223,Sam Saunders,59.8,552,923,-0.17
2018,0,34256,Andrew Putnam,59.68,638,1069,-0.16
2018,0,28775,Nate Lashley,59.67,290,486,-0.17
2018,0,31420,Anirban Lahiri,59.66,556,932,-0.16
2018,0,33948,Byeong Hun An,59.52,600,1008,-0.2
2018,0,25493,Nick Taylor,59.51,610,1025,-0.15
2018,0,24140,Sean O'Hair,59.44,469,789,-0.18
2018,0,48081,Xander Schauffele,59.34,594,1001,-0.21
2018,0,47287,Ethan Tracy,59.33,445,750,-0.15
2018,0,24925,Jonathan Byrd,58.95,392,665,-0.18
2018,0,37278,Nicholas Lindheim,58.95,484,821,-0.17
2018,0,29485,Brett Stegmaier,58.9,384,652,-0.2
2018,0,29222,Billy Hurley III,58.81,464,789,-0.17
2018,0,27895,Jonas Blixt,58.78,395,672,-0.13
2018,0,34099,Harris English,58.74,551,938,-0.17
2018,0,32876,Martin Piller,58.67,545,929,-0.11
2018,0,20593,Greg Chalmers,58.55,332,567,-0.05
2018,0,34021,Bud Cauley,58.45,332,568,-0.14
2018,0,12716,Charley Hoffman,58.29,552,947,-0.15
2018,0,23320,Ryan Palmer,58.19,483,830,-0.2
2018,0,27064,Jhonattan Vegas,58.0,515,888,-0.13
2018,0,25804,Bubba Watson,57.87,544,940,-0.24
2018,0,30944,Jason Kokrak,57.81,703,1216,-0.21
2018,0,27141,J.B. Holmes,57.8,541,936,-0.17
2018,0,37189,Harold Varner III,57.73,590,1022,-0.2
2018,0,39546,Keith Mitchell,57.66,666,1155,-0.21
2018,0,36799,Stephan Jaeger,57.63,502,871,-0.17
2018,0,36689,Brooks Koepka,57.35,433,755,-0.27
2018,0,30692,Scott Stallings,57.31,631,1101,-0.18
2018,0,27095,Nick Watney,57.29,633,1105,-0.21
2018,0,27974,Sung Kang,57.21,524,916,-0.11
2018,0,33448,Justin Thomas,57.2,540,944,-0.27
2018,0,20229,Stewart Cink,57.1,531,930,-0.18
2018,0,33418,Shawn Stefani,56.87,472,830,-0.2
2018,0,34466,Peter Malnati,56.81,592,1042,-0.2
2018,0,34360,Patrick Reed,56.77,495,872,-0.22
2018,0,47125,Matt Atkins,56.7,313,552,-0.15
2018,0,24924,Bill Haas,56.58,516,912,-0.13
2018,0,47347,Adam Schenk,56.48,514,910,-0.17
2018,0,28132,Tyrone Van Aswegen,56.41,647,1147,-0.18
2018,0,40009,Dominic Bozzelli,56.29,474,842,-0.19
2018,0,24358,Robert Garrigus,56.23,528,939,-0.18
2018,0,28089,Jason Day,56.09,382,681,-0.3
2018,0,27942,Rob Oppenheim,55.84,416,745,-0.14
2018,0,35891,Cameron Smith,55.7,469,842,-0.2
2018,0,28237,Rory McIlroy,55.59,393,707,-0.28
2018,0,46402,Talor Gooch,55.58,473,851,-0.16
2018,0,28252,Seamus Power,55.48,506,912,-0.14
2018,0,35310,Lanto Griffin,55.45,458,826,-0.14
2018,0,32757,Patton Kizzire,55.35,600,1084,-0.19
2018,0,29725,Tony Finau,54.99,617,1122,-0.28
2018,0,26331,Charl Schwartzel,54.96,316,575,-0.16
2018,0,37338,Zecheng Dou,54.93,273,497,-0.11
2018,0,29461,Jamie Lovemark,54.93,591,1076,-0.2
2018,0,50526,Tom Lovelady,54.8,519,947,-0.22
2018,0,25632,Jimmy Walker,54.76,489,893,-0.18
2018,0,28500,Martin Flores,54.74,543,992,-0.14
2018,0,46601,Trey Mullinax,54.73,440,804,-0.18
2018,0,39954,Cody Gribble,54.68,409,748,-0.21
2018,0,34213,Grayson Murray,54.53,445,816,-0.23
2018,0,35421,Brandon Harkins,54.49,643,1180,-0.23
2018,0,20157,Retief Goosen,54.36,299,550,-0.11
2018,0,27129,Luke List,54.18,583,1076,-0.21
2018,0,48084,Wesley Bryan,53.87,383,711,-0.22
2018,0,28307,Matt Every,53.87,452,839,-0.13
2018,0,39975,Michael Kim,53.53,394,736,-0.18
2018,0,29484,Peter Uihlein,53.18,476,895,-0.22
2018,0,25834,Daniel Summerhays,53.05,278,524,-0.19
2018,0,31416,Derek Fathauer,52.99,496,936,-0.16
2018,0,1810,Phil Mickelson,52.84,512,969,-0.24
2018,0,22371,Aaron Baddeley,52.69,510,968,-0.21
2018,0,34431,Robert Streb,52.59,437,831,-0.17
2018,0,33419,Cameron Tringale,51.95,360,693,-0.2
2018,0,32333,Kevin Tway,51.85,645,1244,-0.23
2018,0,35544,Andrew Yun,50.53,237,469,-0.05
2018,0,46501,Ollie Schniederjans,49.81,530,1064,-0.23
2018,0,24846,Ricky Barnes,47.39,291,614,-0.2
2017,0,19803,Ryan Armour,72.7,498,685,-0.11
2017,0,26476,Chez Reavie,71.86,830,1155,-0.13
2017,0,26289,Boo Weekley,71.71,611,852,-0.11
2017,0,10809,Jim Furyk,71.48,436,610,-0.16
2017,0,25572,Graeme McDowell,70.22,488,695,-0.12
2017,0,31202,William McGirt,69.83,706,1011,-0.14
2017,0,30110,Kyle Stanley,69.31,908,1310,-0.18
2017,0,25198,Francesco Molinari,69.17,570,824,-0.22
2017,0,31560,Brian Stuard,68.91,665,965,-0.09
2017,0,26596,Ryan Moore,68.72,624,908,-0.14
2017,0,40058,Zac Blair,68.7,777,1131,-0.08
2017,0,29478,Kevin Kisner,68.49,737,1076,-0.16
2017,0,23325,Vaughn Taylor,68.2,727,1066,-0.12
2017,0,24024,Zach Johnson,68.18,647,949,-0.15
2017,0,25892,Steve Wheatcroft,68.11,378,555,-0.11
2017,0,33204,Shane Lowry,68.05,360,529,-0.16
2017,0,31557,Jim Herman,68.04,628,923,-0.12
2017,0,20104,Ken Duke,67.98,569,837,-0.08
2017,0,33122,Russell Knox,67.81,512,755,-0.13
2017,0,27466,Spencer Levin,67.59,632,935,-0.11
2017,0,29221,Webb Simpson,67.35,788,1170,-0.17
2017,0,22986,Søren Kjeldsen,67.16,317,472,-0.12
2017,0,23108,Matt Kuchar,67.13,717,1068,-0.18
2017,0,23541,Ben Crane,66.81,640,958,-0.13
2017,0,33141,Keegan Bradley,66.54,843,1267,-0.19
2017,0,20472,Alex Cejka,66.47,573,862,-0.09
2017,0,20771,Steven Alker,66.29,472,712,-0.12
2017,0,32102,Rickie Fowler,66.1,579,876,-0.24
2017,0,12510,Chad Campbell,66.07,781,1182,-0.16
2017,0,26758,David Hearn,65.69,649,988,-0.13
2017,0,24357,K.J. Choi,65.56,493,752,-0.07
2017,0,27214,Kevin Streelman,65.56,712,1086,-0.12
2017,0,47128,Richy Werenski,65.53,557,850,-0.16
2017,0,31646,Emiliano Grillo,65.51,604,922,-0.13
2017,0,32200,Roberto Castro,65.47,493,753,-0.07
2017,0,25349,Tim Wilkinson,65.41,416,636,-0.11
2017,0,27936,Martin Laird,65.4,654,1000,-0.18
2017,0,19846,Brian Gay,65.35,628,961,-0.17
2017,0,25240,D.A. Points,65.35,530,811,-0.09
2017,0,25900,Lucas Glover,65.13,779,1196,-0.21
2017,0,39324,J.J. Spaun,64.93,648,998,-0.11
2017,0,27963,Chris Stroud,64.82,433,668,-0.15
2017,0,29476,Kyle Reifers,64.81,665,1026,-0.14
2017,0,29223,Sam Saunders,64.78,550,849,-0.14
2017,0,46732,Rick Lamb,64.65,342,529,-0.13
2017,0,34098,Russell Henley,64.55,772,1196,-0.21
2017,0,25686,Jason Dufner,64.28,646,1005,-0.19
2017,0,27649,Brandt Snedeker,64.19,380,592,-0.14
2017,0,29908,C.T. Pan,64.12,679,1059,-0.11
2017,0,25364,Paul Casey,64.11,636,992,-0.2
2017,0,34358,Jonathan Randolph,63.8,453,710,-0.09
2017,0,23621,Rory Sabbatini,63.72,469,736,-0.17
2017,0,27436,Graham DeLaet,63.65,627,985,-0.18
2017,0,34409,David Lingmerth,63.6,608,956,-0.13
2017,0,29479,Scott Brown,63.57,691,1087,-0.12
2017,0,33413,Ben Martin,63.51,616,970,-0.16
2017,0,26951,Johnson Wagner,63.51,503,792,-0.14
2017,0,29518,Brendan Steele,63.41,629,992,-0.23
2017,0,32448,James Hahn,63.31,716,1131,-0.14
2017,0,34174,John Huh,63.23,669,1058,-0.14
2017,0,33399,Adam Hadwin,63.22,691,1093,-0.16
2017,0,34466,Peter Malnati,63.18,640,1013,-0.12
2017,0,25834,Daniel Summerhays,62.99,720,1143,-0.13
2017,0,24781,Hunter Mahan,62.96,515,818,-0.14
2017,0,25396,Kevin Na,62.85,577,918,-0.19
2017,0,21209,Sergio Garcia,62.66,401,640,-0.17
2017,0,26329,Louis Oosthuizen,62.64,446,712,-0.2
2017,0,29926,Danny Lee,62.42,656,1051,-0.16
2017,0,24507,Jason Bohn,62.41,538,862,-0.07
2017,0,27644,Brian Harman,62.37,746,1196,-0.19
2017,0,22046,Geoff Ogilvy,62.37,580,930,-0.1
2017,0,24361,Pat Perez,62.35,636,1020,-0.19
2017,0,24138,Ian Poulter,62.07,473,762,-0.2
2017,0,28679,Fabián Gómez,62.04,443,714,-0.15
2017,0,30926,Chris Kirk,61.77,601,973,-0.15
2017,0,30191,Julián Etulain,61.6,438,711,-0.11
2017,0,29485,Brett Stegmaier,61.55,493,801,-0.07
2017,0,23353,J.J. Henry,61.48,640,1041,-0.14
2017,0,24140,Sean O'Hair,61.48,597,971,-0.16
2017,0,25804,Bubba Watson,61.47,453,737,-0.18
2017,0,34021,Bud Cauley,61.38,693,1129,-0.18
2017,0,28093,Miguel Angel Carballo,61.31,366,597,-0.1
2017,0,35545,Blayne Barber,61.22,570,931,-0.16
2017,0,35450,Patrick Cantlay,61.22,390,637,-0.16
2017,0,34046,Jordan Spieth,61.22,581,949,-0.27
2017,0,26499,Rafa Cabrera Bello,61.21,393,642,-0.1
2017,0,25493,Nick Taylor,61.2,705,1152,-0.15
2017,0,24924,Bill Haas,60.82,607,998,-0.16
2017,0,24358,Robert Garrigus,60.8,501,824,-0.18
2017,0,31323,Gary Woodland,60.79,572,941,-0.21
2017,0,32640,Troy Merritt,60.7,590,972,-0.15
2017,0,29420,Billy Horschel,60.58,673,1111,-0.14
2017,0,36801,Mark Hubbard,60.57,510,842,-0.15
2017,0,40026,Daniel Berger,60.33,581,963,-0.2
2017,0,29222,Billy Hurley III,60.31,579,960,-0.17
2017,0,39975,Michael Kim,60.31,702,1164,-0.19
2017,0,28132,Tyrone Van Aswegen,60.31,670,1111,-0.14
2017,0,48081,Xander Schauffele,60.23,621,1031,-0.21
2017,0,20572,Rod Pampling,60.11,553,920,-0.1
2017,0,34264,Hudson Swafford,60.1,631,1050,-0.16
2017,0,33461,Morgan Hoffmann,60.09,682,1135,-0.17
2017,0,46443,Brian Campbell,60.07,343,571,-0.13
2017,0,27958,Ryan Blaum,60.05,684,1139,-0.18
2017,0,30944,Jason Kokrak,60.03,688,1146,-0.14
2017,0,25720,Chad Collins,59.97,448,747,-0.16
2017,0,22405,Justin Rose,59.92,441,736,-0.2
2017,0,33948,Byeong Hun An,59.9,472,788,-0.17
2017,0,29974,Branden Grace,59.88,391,653,-0.13
2017,0,47959,Bryson DeChambeau,59.82,600,1003,-0.18
2017,0,27895,Jonas Blixt,59.66,485,813,-0.16
2017,0,35879,Kelly Kraft,59.66,534,895,-0.12
2017,0,35506,Mackenzie Hughes,59.64,798,1338,-0.17
2017,0,20593,Greg Chalmers,59.62,564,946,-0.12
2017,0,46970,Jon Rahm,59.43,545,917,-0.2
2017,0,37189,Harold Varner III,59.43,706,1188,-0.16
2017,0,33418,Shawn Stefani,59.28,495,835,-0.2
2017,0,32150,Michael Thompson,59.25,362,611,-0.13
2017,0,12716,Charley Hoffman,59.12,765,1294,-0.23
2017,0,35110,Brett Drewitt,59.06,352,596,-0.11
2017,0,48084,Wesley Bryan,58.98,627,1063,-0.15
2017,0,22056,Cameron Percy,58.95,451,765,-0.17
2017,0,32366,Kevin Chappell,58.88,587,997,-0.2
2017,0,32839,Hideki Matsuyama,58.79,485,825,-0.26
2017,0,34360,Patrick Reed,58.77,687,1169,-0.18
2017,0,6522,Ernie Els,58.71,300,511,-0.11
2017,0,29725,Tony Finau,58.67,741,1263,-0.22
2017,0,31420,Anirban Lahiri,58.61,480,819,-0.18
2017,0,30925,Dustin Johnson,58.56,479,818,-0.26
2017,0,33120,Mark Anderson,58.29,341,585,-0.13
2017,0,26851,Marc Leishman,58.28,591,1014,-0.25
2017,0,25632,Jimmy Walker,57.89,400,691,-0.21
2017,0,23983,Luke Donald,57.87,342,591,-0.18
2017,0,34431,Robert Streb,57.84,671,1160,-0.15
2017,0,27974,Sung Kang,57.82,658,1138,-0.2
2017,0,25818,Scott Piercy,57.71,393,681,-0.19
2017,0,20157,Retief Goosen,57.65,324,562,-0.15
2017,0,29461,Jamie Lovemark,57.61,636,1104,-0.21
2017,0,49771,J.T. Poston,57.57,582,1011,-0.19
2017,0,36689,Brooks Koepka,57.55,530,921,-0.24
2017,0,23497,Tag Ridings,57.33,399,696,-0.16
2017,0,37455,Si Woo Kim,57.19,477,834,-0.16
2017,0,23320,Ryan Palmer,57.16,387,677,-0.13
2017,0,27064,Jhonattan Vegas,56.81,563,991,-0.17
2017,0,35891,Cameron Smith,56.66,557,983,-0.22
2017,0,30692,Scott Stallings,56.6,532,940,-0.2
2017,0,33419,Cameron Tringale,56.6,506,894,-0.14
2017,0,40009,Dominic Bozzelli,56.56,427,755,-0.13
2017,0,35532,Tom Hoge,56.42,303,537,-0.12
2017,0,34213,Grayson Murray,56.27,664,1180,-0.21
2017,0,26300,Matt Jones,56.07,397,708,-0.19
2017,0,33448,Justin Thomas,56.03,502,896,-0.28
2017,0,27129,Luke List,55.95,663,1185,-0.18
2017,0,28237,Rory McIlroy,55.91,279,499,-0.19
2017,0,24502,Adam Scott,55.9,322,576,-0.16
2017,0,23800,Bryce Molder,55.76,494,886,-0.1
2017,0,27095,Nick Watney,55.67,491,882,-0.16
2017,0,48822,Sebastián Muñoz,55.62,297,534,-0.18
2017,0,28089,Jason Day,55.61,421,757,-0.26
2017,0,1810,Phil Mickelson,55.57,529,952,-0.28
2017,0,27770,Camilo Villegas,55.33,472,853,-0.18
2017,0,29720,Andres Gonzales,55.19,436,790,-0.23
2017,0,37278,Nicholas Lindheim,55.19,335,607,-0.11
2017,0,29740,Brad Fritsch,55.08,320,581,-0.11
2017,0,46601,Trey Mullinax,55.03,531,965,-0.19
2017,0,26331,Charl Schwartzel,54.92,363,661,-0.17
2017,0,20229,Stewart Cink,54.82,614,1120,-0.22
2017,0,31416,Derek Fathauer,54.44,484,889,-0.17
2017,0,46440,Smylie Kaufman,54.24,473,872,-0.21
2017,0,37454,Whee Kim,54.16,462,853,-0.15
2017,0,22371,Aaron Baddeley,54.06,346,640,-0.15
2017,0,39954,Cody Gribble,53.82,521,968,-0.15
2017,0,21961,Charles Howell III,53.67,504,939,-0.24
2017,0,29289,S.Y. Noh,53.65,551,1027,-0.18
2017,0,46550,Brandon Hagy,53.48,507,948,-0.2
2017,0,25191,Gonzalo Fernandez-Castaño,52.97,321,606,-0.17
2017,0,24846,Ricky Barnes,52.95,565,1067,-0.16
2017,0,32757,Patton Kizzire,52.78,522,989,-0.16
2017,0,27141,J.B. Holmes,52.76,440,834,-0.23
2017,0,36699,Patrick Rodgers,52.74,481,912,-0.11
2017,0,28500,Martin Flores,52.39,482,920,-0.17
2017,0,34099,Harris English,52.29,514,983,-0.15
2017,0,28252,Seamus Power,52.18,491,941,-0.19
2017,0,46501,Ollie Schniederjans,52.15,583,1118,-0.27
2017,0,25345,Carl Pettersson,51.97,370,712,-0.15
2017,0,32333,Kevin Tway,51.97,528,1016,-0.28
2017,0,28420,Ryan Brehm,51.85,463,893,-0.18
2017,0,28307,Matt Every,50.49,414,820,-0.15
2017,0,30852,Ryo Ishikawa,49.15,288,586,-0.15
2017,0,35300,Andrew Loupe,48.03,304,633,-0.14
2017,0,25274,Steven Bowditch,46.32,277,598,-0.05
2016,0,30711,Colt Knost,73.23,725,990,-0.1
2016,0,24461,Thomas Aiken,71.36,476,667,-0.13
2016,0,31560,Brian Stuard,70.6,593,840,-0.1
2016,0,8075,Jerry Kelly,70.23,585,833,-0.12
2016,0,40058,Zac Blair,70.15,792,1129,-0.07
2016,0,10809,Jim Furyk,69.59,428,615,-0.16
2016,0,32200,Roberto Castro,69.27,852,1230,-0.18
2016,0,34174,John Huh,68.37,748,1094,-0.11
2016,0,2206,David Toms,67.9,512,754,-0.11
2016,0,34409,David Lingmerth,67.78,570,841,-0.14
2016,0,33122,Russell Knox,67.77,616,909,-0.17
2016,0,10213,Dicky Pride,67.72,386,570,-0.08
2016,0,26289,Boo Weekley,67.47,668,990,-0.13
2016,0,26476,Chez Reavie,67.42,714,1059,-0.15
2016,0,33410,Andrew Landry,67.1,310,462,-0.15
2016,0,27466,Spencer Levin,67.1,769,1146,-0.17
2016,0,24507,Jason Bohn,66.95,551,823,-0.14
2016,0,25572,Graeme McDowell,66.83,421,630,-0.13
2016,0,26596,Ryan Moore,66.34,601,906,-0.2
2016,0,21878,Mark Wilson,66.19,505,763,-0.07
2016,0,26758,David Hearn,66.14,754,1140,-0.18
