YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
2022,0,34255,Joseph Bramlett,2522.1,1006323,399
2022,0,47993,Denny McCarthy,2521.1,1547935,614
2022,0,37212,Paul Barjon,2519.6,1179188,468
2022,0,27644,Brian Harman,2518.2,1780375,707
2022,0,47983,Chad Ramey,2518.1,1281735,509
2022,0,30911,Tommy Fleetwood,2514.9,736868,293
2022,0,46717,Viktor Hovland,2514.6,1096377,436
2022,0,29221,Webb Simpson,2514.5,839832,334
2022,0,31646,Emiliano Grillo,2509.0,1425103,568
2022,0,34264,Hudson Swafford,2508.0,772460,308
2022,0,27974,Sung Kang,2507.7,1296481,517
2022,0,23621,Rory Sabbatini,2507.7,1223774,488
2022,0,49766,Hank Lebioda,2505.9,1603794,640
2022,0,32791,K.H. Lee,2500.5,1727873,691
2022,0,51634,Sahith Theegala,2494.9,2103240,843
2022,0,46550,Brandon Hagy,2494.0,1097381,440
2022,0,47856,Seth Reeves,2490.9,1100959,442
2022,0,34563,Chesson Hadley,2485.2,1237608,498
2022,0,49771,J.T. Poston,2484.7,1726879,695
2022,0,46601,Trey Mullinax,2483.2,1358291,547
2022,0,35506,Mackenzie Hughes,2482.5,1410075,568
2022,0,47128,Richy Werenski,2481.9,1005183,405
2022,0,52375,Doug Ghim,2481.4,1498758,604
2022,0,12716,Charley Hoffman,2478.9,1269198,512
2022,0,24924,Bill Haas,2477.9,1390085,561
2022,0,36699,Patrick Rodgers,2472.7,1421825,575
2022,0,40162,Justin Lower,2467.8,1184561,480
2022,0,32816,Satoshi Kodaira,2462.5,856944,348
2022,0,32139,Danny Willett,2460.3,806967,328
2022,0,50525,Collin Morikawa,2458.1,823476,335
2022,0,34363,Tyrrell Hatton,2456.0,876809,357
2022,0,22056,Cameron Percy,2455.2,704656,287
2022,0,25493,Nick Taylor,2453.9,1482167,604
2022,0,20229,Stewart Cink,2452.9,1096461,447
2022,0,25818,Scott Piercy,2451.8,1399978,571
2022,0,23325,Vaughn Taylor,2443.6,872373,357
2022,0,29908,C.T. Pan,2436.0,1539537,632
2022,0,23320,Ryan Palmer,2435.8,1040074,427
2022,0,35461,Beau Hossler,2432.6,1257672,517
2022,0,36326,David Lipsky,2431.5,1670407,687
2022,0,45486,Joaquin Niemann,2430.9,1059864,436
2022,0,33448,Justin Thomas,2426.3,1128221,465
2022,0,35891,Cameron Smith,2422.3,891401,368
2022,0,28237,Rory McIlroy,2421.0,949016,392
2022,0,29518,Brendan Steele,2419.1,1371646,567
2022,0,39436,Joshua Creel,2416.7,923184,382
2022,0,27895,Jonas Blixt,2416.0,874608,362
2022,0,30944,Jason Kokrak,2414.9,731720,303
2022,0,28775,Nate Lashley,2410.7,1386178,575
2022,0,30926,Chris Kirk,2409.5,1370989,569
2022,0,27770,Camilo Villegas,2406.7,962693,400
2022,0,37189,Harold Varner III,2404.4,997841,415
2022,0,45526,Abraham Ancer,2397.2,978068,408
2022,0,49964,Aaron Wise,2392.3,1466481,613
2022,0,25900,Lucas Glover,2386.0,1512723,634
2022,0,24024,Zach Johnson,2362.8,1174310,497
2022,0,29535,Brice Garnett,2353.1,1237719,526
2022,0,46340,Alex Smalley,2330.3,1351563,580
2022,0,26476,Chez Reavie,2326.5,1744858,750
2022,0,33597,Harry Higgs,2321.1,1376401,593
2022,0,34174,John Huh,2311.7,1264500,547
2022,0,54783,Dylan Wu,2311.5,1010125,437
2022,0,56278,Matthew Wolff,2244.8,626293,279
2022,0,19803,Ryan Armour,2219.0,661252,298
2022,0,50095,Austin Smotherman,2210.3,1275331,577
2021,0,36801,Mark Hubbard,3033.4,1010113,333
2021,0,47347,Adam Schenk,3002.6,825726,275
2021,0,24361,Pat Perez,2996.2,749046,250
2021,0,39997,Corey Conners,2964.3,883347,298
2021,0,27349,Alex Noren,2955.8,647324,219
2021,0,48045,Michael Gellerman,2913.7,320503,110
2021,0,47504,Sam Burns,2907.3,715206,246
2021,0,33486,Roger Sloan,2896.8,1517941,524
2021,0,28252,Seamus Power,2888.8,496879,172
2021,0,32640,Troy Merritt,2865.2,790801,276
2021,0,33399,Adam Hadwin,2838.0,746386,263
2021,0,34431,Robert Streb,2837.8,752022,265
2021,0,32333,Kevin Tway,2823.2,508176,180
2021,0,25396,Kevin Na,2813.1,692024,246
2021,0,22371,Aaron Baddeley,2810.7,354150,126
2021,0,27095,Nick Watney,2809.6,407389,145
2021,0,25804,Bubba Watson,2803.0,378404,135
2021,0,52372,Cameron Champ,2800.0,372406,133
2021,0,39971,Sungjae Im,2799.5,1133806,405
2021,0,35658,Kris Ventura,2795.1,494727,177
2021,0,27129,Luke List,2777.3,730418,263
2021,0,27554,Scott Harrington,2776.0,594064,214
2021,0,35230,Nelson Ledesma,2776.0,358106,129
2021,0,33413,Ben Martin,2761.3,372779,135
2021,0,39977,Max Homa,2758.8,631760,229
2021,0,56762,Will Gordon,2748.3,610123,222
2021,0,46402,Talor Gooch,2747.5,780289,284
2021,0,26331,Charl Schwartzel,2731.9,718483,263
2021,0,33419,Cameron Tringale,2729.9,614227,225
2021,0,34360,Patrick Reed,2725.0,577701,212
2021,0,34256,Andrew Putnam,2722.5,748682,275
2021,0,34076,Joel Dahmen,2721.8,626025,230
2021,0,32102,Rickie Fowler,2713.9,629630,232
2021,0,29974,Branden Grace,2713.2,1109687,409
2021,0,26851,Marc Leishman,2704.3,429991,159
2021,0,35617,Martin Trainer,2696.7,401811,149
2021,0,27936,Martin Laird,2691.9,608367,226
2021,0,31323,Gary Woodland,2691.0,314850,117
2021,0,32662,Michael Gligic,2689.5,691200,257
2021,0,27141,J.B. Holmes,2687.0,908216,338
2021,0,21961,Charles Howell III,2683.1,488328,182
2021,0,35532,Tom Hoge,2678.4,806197,301
2021,0,48822,Sebastián Muñoz,2677.4,733610,274
2021,0,33404,Chris Baker,2677.0,361398,135
2021,0,37275,Sam Ryder,2668.1,586975,220
2021,0,32070,Rafael Campos,2666.4,402632,151
2021,0,39546,Keith Mitchell,2660.5,572001,215
2021,0,35310,Lanto Griffin,2626.4,530529,202
2021,0,46550,Brandon Hagy,2625.9,464782,177
2021,0,34099,Harris English,2625.2,540797,206
2021,0,34466,Peter Malnati,2622.8,645218,246
2021,0,26300,Matt Jones,2619.0,775214,296
2021,0,35449,Adam Long,2614.1,624764,239
2021,0,37455,Si Woo Kim,2605.3,752933,289
2021,0,23983,Luke Donald,2602.1,429347,165
2021,0,34098,Russell Henley,2602.0,694738,267
2021,0,48887,Matt Wallace,2599.8,254778,98
2021,0,27064,Jhonattan Vegas,2596.2,597116,230
2021,0,34264,Hudson Swafford,2585.7,581773,225
2021,0,47959,Bryson DeChambeau,2584.1,294590,114
2021,0,27214,Kevin Streelman,2582.8,699944,271
2021,0,39953,Chase Seiffert,2581.3,609190,236
2021,0,32448,James Hahn,2578.9,564777,219
2021,0,27649,Brandt Snedeker,2578.5,719389,279
2021,0,29970,Dylan Frittelli,2577.5,997481,387
2021,0,32757,Patton Kizzire,2576.7,855470,332
2021,0,29420,Billy Horschel,2573.8,509622,198
2021,0,29725,Tony Finau,2572.6,614847,239
2021,0,33204,Shane Lowry,2572.0,486115,189
2021,0,24138,Ian Poulter,2570.7,508994,198
2021,0,29478,Kevin Kisner,2569.7,580750,226
2021,0,20396,Lee Westwood,2567.0,441531,172
2021,0,32150,Michael Thompson,2564.3,612879,239
2021,0,21209,Sergio Garcia,2562.3,666201,260
2021,0,46442,Maverick McNealy,2561.6,694195,271
2021,0,35104,Tom Lewis,2553.6,625639,245
2021,0,30110,Kyle Stanley,2553.4,684298,268
2021,0,40098,Matt Fitzpatrick,2553.0,479957,188
2021,0,23621,Rory Sabbatini,2551.5,602151,236
2021,0,36689,Brooks Koepka,2547.7,369417,145
2021,0,26499,Rafa Cabrera Bello,2546.6,494034,194
2021,0,31557,Jim Herman,2546.3,514346,202
2021,0,34314,Sebastian Cappelen,2545.8,310585,122
2021,0,33667,Carlos Ortiz,2536.3,710165,280
2021,0,29535,Brice Garnett,2530.5,589604,233
2021,0,31646,Emiliano Grillo,2530.0,650206,257
2021,0,48081,Xander Schauffele,2527.4,374048,148
2021,0,1810,Phil Mickelson,2524.7,330734,131
2021,0,33490,Bo Hoag,2519.5,705469,280
2021,0,25686,Jason Dufner,2517.6,782976,311
2021,0,30692,Scott Stallings,2517.0,503399,200
2021,0,34563,Chesson Hadley,2515.3,508088,202
2021,0,34255,Joseph Bramlett,2514.1,492769,196
2021,0,33122,Russell Knox,2510.2,717918,286
2021,0,51894,Vince Whaley,2509.6,484345,193
2021,0,31560,Brian Stuard,2509.4,865753,345
2021,0,45157,Cam Davis,2508.6,810293,323
2021,0,36699,Patrick Rodgers,2506.8,679353,271
2021,0,48119,Ben Taylor,2505.0,298100,119
2021,0,47483,Will Zalatoris,2504.4,505891,202
2021,0,25493,Nick Taylor,2504.2,828897,331
2021,0,32618,Rhein Gibson,2501.7,342727,137
2021,0,46046,Scottie Scheffler,2501.2,685341,274
2021,0,32254,Xinjun Zhang,2500.8,450152,180
2021,0,33948,Byeong Hun An,2495.6,638883,256
2021,0,45526,Abraham Ancer,2493.4,708133,284
2021,0,32791,K.H. Lee,2493.1,875075,351
2021,0,40006,Erik van Rooyen,2492.7,548385,220
2021,0,45609,Tyler Duncan,2489.4,699517,281
2021,0,32839,Hideki Matsuyama,2489.2,542637,218
2021,0,27644,Brian Harman,2487.6,885602,356
2021,0,29518,Brendan Steele,2476.9,544922,220
2021,0,27942,Rob Oppenheim,2471.7,568500,230
2021,0,28679,Fabián Gómez,2470.6,331060,134
2021,0,27330,Josh Teater,2469.7,350699,142
2021,0,36871,Matt NeSmith,2469.1,535796,217
2021,0,30163,Henrik Norlander,2467.5,700756,284
2021,0,29268,Bronson Burgoon,2467.1,518092,210
2021,0,27974,Sung Kang,2466.5,564831,229
2021,0,35450,Patrick Cantlay,2462.6,586092,238
2021,0,27556,Ted Potter Jr.,2459.3,496770,202
2021,0,29221,Webb Simpson,2459.0,408193,166
2021,0,47993,Denny McCarthy,2456.9,680562,277
2021,0,32816,Satoshi Kodaira,2456.3,537939,219
2021,0,49298,Kramer Hickok,2456.1,530512,216
2021,0,35506,Mackenzie Hughes,2454.0,618403,252
2021,0,28420,Ryan Brehm,2448.5,281576,115
2021,0,49771,J.T. Poston,2447.0,699856,286
2021,0,33120,Mark Anderson,2443.4,337193,138
2021,0,24502,Adam Scott,2442.5,327300,134
2021,0,26329,Louis Oosthuizen,2440.0,458717,188
2021,0,24924,Bill Haas,2434.4,309172,127
2021,0,46435,Austin Cook,2433.4,751934,309
2021,0,12716,Charley Hoffman,2425.9,579802,239
2021,0,30926,Chris Kirk,2424.7,615882,254
2021,0,23108,Matt Kuchar,2422.9,351320,145
2021,0,33141,Keegan Bradley,2418.3,604564,250
2021,0,39324,J.J. Spaun,2417.2,478602,198
2021,0,34046,Jordan Spieth,2415.4,615932,255
2021,0,46717,Viktor Hovland,2410.0,691671,287
2021,0,49766,Hank Lebioda,2409.7,522910,217
2021,0,46970,Jon Rahm,2408.2,375684,156
2021,0,25632,Jimmy Walker,2405.8,428237,178
2021,0,34363,Tyrrell Hatton,2404.4,326992,136
2021,0,31420,Anirban Lahiri,2403.9,507222,211
2021,0,30911,Tommy Fleetwood,2401.9,326664,136
2021,0,35461,Beau Hossler,2400.2,710445,296
2021,0,29479,Scott Brown,2398.6,561270,234
2021,0,23325,Vaughn Taylor,2395.9,553457,231
2021,0,30927,Brendon Todd,2395.1,550879,230
2021,0,33597,Harry Higgs,2391.3,679134,284
2021,0,27770,Camilo Villegas,2389.3,511306,214
2021,0,56278,Matthew Wolff,2388.1,324778,136
2021,0,29926,Danny Lee,2388.0,396416,166
2021,0,40042,Tyler McCumber,2386.8,396211,166
2021,0,40026,Daniel Berger,2386.1,484386,203
2021,0,20229,Stewart Cink,2385.6,620252,260
2021,0,34213,Grayson Murray,2385.3,264763,111
2021,0,19846,Brian Gay,2384.2,565045,237
2021,0,53165,Doc Redman,2380.7,652302,274
2021,0,24357,K.J. Choi,2371.5,801583,338
2021,0,24140,Sean O'Hair,2367.7,433290,183
2021,0,24024,Zach Johnson,2364.7,595904,252
2021,0,32139,Danny Willett,2362.3,207879,88
2021,0,52375,Doug Ghim,2360.8,578404,245
2021,0,28237,Rory McIlroy,2360.3,474416,201
2021,0,28089,Jason Day,2348.9,399311,170
2021,0,49964,Aaron Wise,2347.5,579832,247
2021,0,46441,Robby Shelton,2345.3,591025,252
2021,0,51766,Wyndham Clark,2344.2,206286,88
2021,0,25364,Paul Casey,2343.9,510971,218
2021,0,30925,Dustin Johnson,2340.2,418898,179
2021,0,22405,Justin Rose,2338.1,296943,127
2021,0,45486,Joaquin Niemann,2332.9,573905,246
2021,0,26758,David Hearn,2325.7,423271,182
2021,0,33410,Andrew Landry,2325.0,513821,221
2021,0,33448,Justin Thomas,2313.4,439537,190
2021,0,22056,Cameron Percy,2303.7,571312,248
2021,0,25818,Scott Piercy,2289.9,1158679,506
2021,0,50525,Collin Morikawa,2286.3,475544,208
2021,0,39975,Michael Kim,2281.2,385524,169
2021,0,19803,Ryan Armour,2277.5,592148,260
2021,0,26476,Chez Reavie,2274.1,634475,279
2021,0,30944,Jason Kokrak,2268.9,567221,250
2021,0,47128,Richy Werenski,2259.7,698261,309
2021,0,34174,John Huh,2245.9,410991,183
2021,0,23320,Ryan Palmer,2233.2,372947,167
2021,0,28775,Nate Lashley,2208.8,477096,216
2021,0,24781,Hunter Mahan,2202.1,347935,158
2021,0,23623,Bo Van Pelt,2197.2,382307,174
2021,0,25900,Lucas Glover,2186.5,588179,269
2021,0,35891,Cameron Smith,2176.1,454814,209
2021,0,49960,Sepp Straka,2164.7,549840,254
2021,0,37189,Harold Varner III,2163.6,612306,283
2021,0,29908,C.T. Pan,2129.9,513296,241
2021,0,23788,D.J. Trahan,1970.5,285720,145
2020,0,39997,Corey Conners,3088.7,568313,184
2020,0,29484,Peter Uihlein,2994.6,443201,148
2020,0,27349,Alex Noren,2981.2,974841,327
2020,0,36801,Mark Hubbard,2943.6,1215724,413
2020,1,22371,Aaron Baddeley,2929.4,454056,155
2020,1,33486,Roger Sloan,2920.1,864351,296
2020,1,33413,Ben Martin,2918.6,332723,114
2020,1,39977,Max Homa,2891.6,595662,206
2020,2,32618,Rhein Gibson,2877.9,299305,104
2020,2,47347,Adam Schenk,2871.4,493884,172
2020,2,48045,Michael Gellerman,2865.9,232135,81
2020,2,29970,Dylan Frittelli,2858.6,626026,219
2020,2,34431,Robert Streb,2852.8,524922,184
2020,2,24361,Pat Perez,2841.1,772766,272
2020,2,35230,Nelson Ledesma,2826.8,220490,78
2020,2,21209,Sergio Garcia,2817.9,276151,98
2020,2,32640,Troy Merritt,2816.6,1149186,408
2020,3,34360,Patrick Reed,2813.9,621875,221
2020,1,33399,Adam Hadwin,2811.7,1313057,467
2020,2,33404,Chris Baker,2799.5,344338,123
2020,2,34099,Harris English,2794.5,681852,244
2020,2,37275,Sam Ryder,2788.2,493505,177
2020,2,32102,Rickie Fowler,2787.6,883685,317
2020,4,39971,Sungjae Im,2785.0,1679355,603
2020,2,27554,Scott Harrington,2778.6,441790,159
2020,3,25396,Kevin Na,2774.4,923869,333
2020,3,52372,Cameron Champ,2772.7,438081,158
2020,3,26300,Matt Jones,2757.7,1276811,463
2020,3,51894,Vince Whaley,2757.4,377770,137
2020,3,25804,Bubba Watson,2745.4,1172293,427
2020,3,35658,Kris Ventura,2738.5,347791,127
2020,3,27095,Nick Watney,2736.6,325656,119
2020,3,34466,Peter Malnati,2734.1,926852,339
2020,3,56762,Will Gordon,2723.9,185223,68
2020,3,24502,Adam Scott,2719.1,290941,107
2020,3,33667,Carlos Ortiz,2713.3,1031045,380
2020,4,29974,Branden Grace,2708.2,696010,257
2020,4,32333,Kevin Tway,2703.6,486649,180
2020,4,20229,Stewart Cink,2703.5,451487,167
2020,4,34256,Andrew Putnam,2701.7,251256,93
2020,4,33419,Cameron Tringale,2699.4,523685,194
2020,6,31646,Emiliano Grillo,2681.0,434326,162
2020,4,29478,Kevin Kisner,2677.1,1102949,412
2020,5,45157,Cam Davis,2674.6,366422,137
2020,7,48822,Sebastián Muñoz,2673.1,890145,333
2020,4,27963,Chris Stroud,2669.7,750195,281
2020,4,34021,Bud Cauley,2668.4,1072688,402
2020,5,32150,Michael Thompson,2662.3,569723,214
2020,9,29221,Webb Simpson,2661.0,1003195,377
2020,4,27214,Kevin Streelman,2658.5,1097951,413
2020,4,21961,Charles Howell III,2657.2,895460,337
2020,15,35506,Mackenzie Hughes,2656.2,632165,238
2020,3,27129,Luke List,2655.2,483240,182
2020,11,35310,Lanto Griffin,2653.8,777551,293
2020,2,40009,Dominic Bozzelli,2653.7,352945,133
2020,4,12716,Charley Hoffman,2651.1,962360,363
2020,2,29725,Tony Finau,2648.4,513787,194
2020,3,31323,Gary Woodland,2645.6,357154,135
2020,3,49771,J.T. Poston,2642.6,1165365,441
2020,3,34255,Joseph Bramlett,2640.8,242958,92
2020,3,32662,Michael Gligic,2639.5,356329,135
2020,4,27330,Josh Teater,2634.2,532106,202
2020,6,46046,Scottie Scheffler,2624.7,656164,250
2020,4,27064,Jhonattan Vegas,2623.8,495906,189
2020,5,48887,Matt Wallace,2618.2,856153,327
2020,5,34076,Joel Dahmen,2612.2,1274760,488
2020,5,53165,Doc Redman,2611.2,647589,248
2020,5,40098,Matt Fitzpatrick,2609.4,1004602,385
2020,5,47504,Sam Burns,2604.9,1023735,393
2020,5,32254,Xinjun Zhang,2602.1,567247,218
2020,5,36689,Brooks Koepka,2601.6,325202,125
2020,5,32757,Patton Kizzire,2599.9,376986,145
2020,5,25572,Graeme McDowell,2597.0,573941,221
2020,6,40026,Daniel Berger,2595.2,1043270,402
2020,4,46402,Talor Gooch,2590.7,528499,204
2020,5,24924,Bill Haas,2584.5,279124,108
2020,5,46550,Brandon Hagy,2581.0,276170,107
2020,6,45526,Abraham Ancer,2578.9,1116668,433
2020,4,34098,Russell Henley,2576.4,523011,203
2020,5,33120,Mark Anderson,2566.4,254069,99
2020,5,45609,Tyler Duncan,2560.6,1241887,485
2020,5,25493,Nick Taylor,2560.5,896163,350
2020,5,30110,Kyle Stanley,2558.9,388952,152
2020,6,39546,Keith Mitchell,2554.0,370328,145
2020,6,1810,Phil Mickelson,2553.2,278304,109
2020,6,39953,Chase Seiffert,2552.6,579438,227
2020,6,29518,Brendan Steele,2551.9,785988,308
2020,6,23108,Matt Kuchar,2549.0,917650,360
2020,6,25686,Jason Dufner,2547.0,1118119,439
2020,6,35732,Wes Roach,2544.0,312916,123
2020,6,36699,Patrick Rodgers,2539.4,611988,241
2020,6,28420,Ryan Brehm,2535.6,370202,146
2020,6,23623,Bo Van Pelt,2534.1,610714,241
2020,6,47993,Denny McCarthy,2532.6,1000381,395
2020,6,23621,Rory Sabbatini,2531.9,1038070,410
2020,6,26329,Louis Oosthuizen,2529.6,865139,342
2020,6,49766,Hank Lebioda,2528.3,341320,135
2020,7,28307,Matt Every,2503.8,325500,130
2020,8,35532,Tom Hoge,2503.1,543170,217
2020,8,32791,K.H. Lee,2500.2,512549,205
2020,8,40058,Zac Blair,2499.7,964893,386
2020,8,27556,Ted Potter Jr.,2494.8,284403,114
2020,3,29420,Billy Horschel,2493.7,558585,224
2020,7,36871,Matt NeSmith,2491.1,371172,149
2020,7,27942,Rob Oppenheim,2490.8,381086,153
2020,15,46717,Viktor Hovland,2488.9,1406214,565
2020,6,29535,Brice Garnett,2488.6,358365,144
2020,6,24138,Ian Poulter,2488.0,360765,145
2020,7,48081,Xander Schauffele,2484.4,531665,214
2020,5,32448,James Hahn,2483.8,387465,156
2020,6,35449,Adam Long,2478.2,607148,245
2020,7,31557,Jim Herman,2475.0,641033,259
2020,7,27936,Martin Laird,2474.3,220211,89
2020,8,23325,Vaughn Taylor,2472.7,660217,267
2020,8,40042,Tyler McCumber,2471.2,397857,161
2020,8,33597,Harry Higgs,2471.1,620240,251
2020,8,37455,Si Woo Kim,2468.7,540651,219
2020,8,24024,Zach Johnson,2467.2,836368,339
2020,8,48119,Ben Taylor,2466.9,197348,80
2020,8,25364,Paul Casey,2465.3,379656,154
2020,-3,23320,Ryan Palmer,2464.5,468264,190
2020,7,19803,Ryan Armour,2463.6,812990,330
2020,7,49298,Kramer Hickok,2463.3,460645,187
2020,7,51766,Wyndham Clark,2462.5,359528,146
2020,7,29479,Scott Brown,2458.1,403122,164
2020,7,22405,Justin Rose,2456.0,682758,278
2020,7,47959,Bryson DeChambeau,2455.4,709604,289
2020,28,26851,Marc Leishman,2451.8,343245,140
2020,6,30163,Henrik Norlander,2446.9,401296,164
2020,6,28679,Fabián Gómez,2444.4,307989,126
2020,6,32366,Kevin Chappell,2441.8,293010,120
2020,6,26499,Rafa Cabrera Bello,2440.0,802753,329
2020,6,29908,C.T. Pan,2439.2,873239,358
2020,17,34363,Tyrrell Hatton,2439.1,334157,137
2020,5,33410,Andrew Landry,2438.9,1034092,424
2020,5,33948,Byeong Hun An,2438.4,1092392,448
2020,5,25818,Scott Piercy,2436.8,852895,350
2020,6,10809,Jim Furyk,2430.2,609978,251
2020,6,29268,Bronson Burgoon,2428.7,616895,254
2020,7,46970,Jon Rahm,2426.4,502260,207
2020,5,27644,Brian Harman,2424.9,1338544,552
2020,6,34563,Chesson Hadley,2422.9,331942,137
2020,6,34314,Sebastian Cappelen,2422.8,295576,122
2020,6,27649,Brandt Snedeker,2421.8,905761,374
2020,7,35450,Patrick Cantlay,2416.8,797557,330
2020,7,33490,Bo Hoag,2414.3,613235,254
2020,7,32839,Hideki Matsuyama,2412.4,499366,207
2020,7,30692,Scott Stallings,2411.2,330329,137
2020,8,28089,Jason Day,2410.4,339866,141
2020,8,27974,Sung Kang,2404.2,411117,171
2020,8,31560,Brian Stuard,2402.3,1071445,446
2020,8,33122,Russell Knox,2402.0,355496,148
2020,8,26596,Ryan Moore,2398.6,321417,134
2020,8,30911,Tommy Fleetwood,2396.7,268434,112
2020,8,39324,J.J. Spaun,2394.6,359188,150
2020,8,56278,Matthew Wolff,2387.2,529958,222
2020,8,34046,Jordan Spieth,2385.7,887471,372
2020,8,47128,Richy Werenski,2379.1,378276,159
2020,8,34213,Grayson Murray,2374.6,396552,167
2020,8,21407,Arjun Atwal,2371.0,177822,75
2020,8,46442,Maverick McNealy,2363.2,775116,328
2020,8,29926,Danny Lee,2363.1,465537,197
2020,8,32139,Danny Willett,2362.3,266936,113
2020,14,45486,Joaquin Niemann,2356.3,428850,182
2020,7,33449,Zack Sucher,2350.3,357239,152
2020,7,46435,Austin Cook,2349.3,834004,355
2020,8,30927,Brendon Todd,2330.6,1060412,455
2020,6,30925,Dustin Johnson,2330.3,333235,143
2020,7,28252,Seamus Power,2323.4,202133,87
2020,7,26758,David Hearn,2322.2,297237,128
2020,8,33204,Shane Lowry,2317.0,586195,253
2020,8,33141,Keegan Bradley,2312.3,369960,160
2020,8,19846,Brian Gay,2311.8,448494,194
2020,8,25349,Tim Wilkinson,2306.7,500555,217
2020,9,50525,Collin Morikawa,2303.3,550482,239
2020,7,30944,Jason Kokrak,2296.9,859039,374
2020,8,25900,Lucas Glover,2290.8,719301,314
2020,8,35461,Beau Hossler,2285.7,767989,336
2020,9,33448,Justin Thomas,2279.1,337312,148
2020,7,28775,Nate Lashley,2264.9,631900,279
2020,8,35617,Martin Trainer,2258.1,239355,106
2020,8,35891,Cameron Smith,2251.3,846490,376
2020,8,25632,Jimmy Walker,2244.0,491437,219
2020,9,28237,Rory McIlroy,2232.5,437566,196
2020,7,49964,Aaron Wise,2221.9,235519,106
2020,8,46441,Robby Shelton,2204.1,443020,201
2020,8,26476,Chez Reavie,2193.2,914578,417
2020,8,31420,Anirban Lahiri,2174.4,130464,60
2020,8,22056,Cameron Percy,2165.1,400537,185
2020,8,49960,Sepp Straka,2128.1,355396,167
2020,8,52375,Doug Ghim,2109.8,181444,86
2020,8,23788,D.J. Trahan,2095.8,190714,91
2020,8,37189,Harold Varner III,2070.9,704120,340
2019,0,24502,Adam Scott,3404.2,61276,18
2019,0,21209,Sergio Garcia,3172.7,120564,38
2019,0,47347,Adam Schenk,3165.1,414633,131
2019,0,27141,J.B. Holmes,3135.7,175597,56
2019,0,46501,Ollie Schniederjans,3105.0,242189,78
2019,0,32200,Roberto Castro,3067.2,374204,122
2019,0,24361,Pat Perez,3046.3,164502,54
2019,0,40115,Adam Svensson,3030.8,281861,93
2019,0,12716,Charley Hoffman,3004.0,195263,65
2019,0,33399,Adam Hadwin,2985.8,211989,71
2019,0,26300,Matt Jones,2978.4,250184,84
2019,0,34099,Harris English,2962.6,334772,113
2019,0,34360,Patrick Reed,2962.6,281451,95
2019,0,33122,Russell Knox,2955.9,230559,78
2019,0,27349,Alex Noren,2951.4,162327,55
2019,0,29484,Peter Uihlein,2948.7,209357,71
2019,0,32640,Troy Merritt,2938.9,238054,81
2019,0,29725,Tony Finau,2937.8,217396,74
2019,0,34431,Robert Streb,2933.4,275736,94
2019,0,24924,Bill Haas,2932.3,278572,95
2019,0,29478,Kevin Kisner,2930.9,240330,82
2019,0,32333,Kevin Tway,2922.3,227938,78
2019,0,34264,Hudson Swafford,2904.9,209150,72
2019,0,33419,Cameron Tringale,2900.1,327709,113
2019,0,34256,Andrew Putnam,2893.8,141796,49
2019,0,25818,Scott Piercy,2890.3,184981,64
2019,0,33486,Roger Sloan,2884.0,348963,121
2019,0,51766,Wyndham Clark,2879.4,259147,90
2019,0,32757,Patton Kizzire,2873.1,183877,64
2019,0,47959,Bryson DeChambeau,2870.2,129159,45
2019,0,45157,Cam Davis,2864.0,240572,84
2019,0,46402,Talor Gooch,2859.0,231583,81
2019,0,22371,Aaron Baddeley,2857.9,157187,55
2019,0,39977,Max Homa,2854.8,251218,88
2019,0,49766,Hank Lebioda,2844.6,273079,96
2019,0,29970,Dylan Frittelli,2839.8,360650,127
2019,0,36799,Stephan Jaeger,2834.3,246586,87
2019,0,25396,Kevin Na,2810.2,101167,36
2019,0,21961,Charles Howell III,2809.1,238772,85
2019,0,33448,Justin Thomas,2800.0,140000,50
2019,0,30110,Kyle Stanley,2792.3,259681,93
2019,0,27129,Luke List,2789.4,184099,66
2019,0,37275,Sam Ryder,2787.9,295519,106
2019,0,34466,Peter Malnati,2782.1,434013,156
2019,0,32839,Hideki Matsuyama,2773.7,199703,72
2019,0,29535,Brice Garnett,2772.5,324378,117
2019,0,23353,J.J. Henry,2771.7,227281,82
2019,0,33667,Carlos Ortiz,2771.4,277144,100
2019,0,39971,Sungjae Im,2765.0,489406,177
2019,0,25686,Jason Dufner,2759.7,240091,87
2019,0,45526,Abraham Ancer,2759.0,223482,81
2019,0,39997,Corey Conners,2751.1,233841,85
2019,0,31646,Emiliano Grillo,2740.1,197285,72
2019,0,24925,Jonathan Byrd,2737.8,156055,57
2019,0,25364,Paul Casey,2736.7,109466,40
2019,0,23325,Vaughn Taylor,2736.5,268181,98
2019,0,35532,Tom Hoge,2731.8,382453,140
2019,0,35506,Mackenzie Hughes,2731.4,385128,141
2019,0,31323,Gary Woodland,2729.4,128280,47
2019,0,25572,Graeme McDowell,2728.3,141872,52
2019,0,27095,Nick Watney,2728.1,294637,108
2019,0,34076,Joel Dahmen,2727.6,242756,89
2019,0,45609,Tyler Duncan,2726.6,351733,129
2019,0,52372,Cameron Champ,2722.3,163337,60
2019,0,30925,Dustin Johnson,2717.2,103255,38
2019,0,45486,Joaquin Niemann,2710.7,357808,132
2019,0,47990,Kyle Jones,2701.0,332224,123
2019,0,48822,Sebastián Muñoz,2697.0,275098,102
2019,0,36689,Brooks Koepka,2695.7,204870,76
2019,0,40098,Matt Fitzpatrick,2687.9,112893,42
