YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
2019,0,31557,Jim Herman,0.203,7.707,38
2019,0,29479,Scott Brown,0.199,13.564,68
2019,0,45157,Cam Davis,0.197,11.201,57
2019,0,46523,Joey Garber,0.191,8.223,43
2019,0,33410,Andrew Landry,0.185,12.017,65
2019,0,26499,Rafa Cabrera Bello,0.18,8.617,48
2019,0,22405,Justin Rose,0.179,8.76,49
2019,0,33667,Carlos Ortiz,0.177,12.725,72
2019,0,34363,Tyrrell Hatton,0.176,7.399,42
2019,0,27974,Sung Kang,0.165,11.577,70
2019,0,39327,Ben Silverman,0.164,9.177,56
2019,0,36699,Patrick Rodgers,0.157,7.066,45
2019,0,45609,Tyler Duncan,0.156,10.169,65
2019,0,29478,Kevin Kisner,0.149,10.605,71
2019,0,29420,Billy Horschel,0.145,10.03,69
2019,0,34360,Patrick Reed,0.145,10.557,73
2019,0,34098,Russell Henley,0.137,8.336,61
2019,0,25493,Nick Taylor,0.135,11.582,86
2019,0,26329,Louis Oosthuizen,0.13,6.251,48
2019,0,32791,K.H. Lee,0.125,7.721,62
2019,0,35376,Roberto Díaz,0.118,6.017,51
2019,0,26596,Ryan Moore,0.114,7.161,63
2019,0,32139,Danny Willett,0.108,5.421,50
2019,0,25198,Francesco Molinari,0.105,4.425,42
2019,0,27936,Martin Laird,0.1,7.304,73
2019,0,49766,Hank Lebioda,0.085,4.946,58
2019,0,29926,Danny Lee,0.085,6.137,72
2019,0,51766,Wyndham Clark,0.084,6.121,73
2019,0,27349,Alex Noren,0.083,3.574,43
2019,0,27330,Josh Teater,0.081,4.281,53
2019,0,47347,Adam Schenk,0.08,6.537,82
2019,0,35732,Wes Roach,0.079,3.884,49
2019,0,37455,Si Woo Kim,0.066,3.921,59
2019,0,23108,Matt Kuchar,0.063,4.19,66
2019,0,47993,Denny McCarthy,0.061,4.207,69
2019,0,47128,Richy Werenski,0.057,4.134,73
2019,0,29268,Bronson Burgoon,0.054,2.556,47
2019,0,24024,Zach Johnson,0.053,2.822,53
2019,0,12716,Charley Hoffman,0.049,2.321,47
2019,0,28679,Fabián Gómez,0.048,2.312,48
2019,0,35461,Beau Hossler,0.048,3.239,68
2019,0,36852,Jim Knous,0.041,1.589,39
2019,0,37275,Sam Ryder,0.038,2.259,60
2019,0,30110,Kyle Stanley,0.037,2.027,55
2019,0,49771,J.T. Poston,0.032,2.855,88
2019,0,35421,Brandon Harkins,0.03,2.091,69
2019,0,29974,Branden Grace,0.024,1.093,45
2019,0,28259,Sangmoon Bae,0.02,0.785,40
2019,0,33122,Russell Knox,0.013,0.742,59
2019,0,37340,Chase Wright,0.013,0.757,57
2019,0,27095,Nick Watney,0.01,0.669,69
2019,0,30692,Scott Stallings,0.009,0.581,68
2019,0,27895,Jonas Blixt,-0.003,-0.22,64
2019,0,29221,Webb Simpson,-0.007,-0.517,69
2019,0,30978,Kiradech Aphibarnrat,-0.015,-0.692,45
2019,0,34099,Harris English,-0.024,-1.92,79
2019,0,47990,Kyle Jones,-0.03,-1.617,54
2019,0,35449,Adam Long,-0.036,-2.474,68
2019,0,32150,Michael Thompson,-0.045,-2.893,65
2019,0,39324,J.J. Spaun,-0.046,-2.931,64
2019,0,34264,Hudson Swafford,-0.047,-2.199,47
2019,0,48822,Sebastián Muñoz,-0.048,-3.068,64
2019,0,27958,Ryan Blaum,-0.052,-3.745,72
2019,0,32640,Troy Merritt,-0.054,-3.003,56
2019,0,32058,José de Jesús Rodríguez,-0.067,-3.259,49
2019,0,35506,Mackenzie Hughes,-0.068,-4.503,66
2019,0,10809,Jim Furyk,-0.072,-4.11,57
2019,0,33486,Roger Sloan,-0.072,-5.064,70
2019,0,35617,Martin Trainer,-0.075,-3.744,50
2019,0,26851,Marc Leishman,-0.077,-4.361,57
2019,0,24138,Ian Poulter,-0.078,-3.445,44
2019,0,24924,Bill Haas,-0.083,-5.045,61
2019,0,20472,Alex Cejka,-0.092,-3.668,40
2019,0,23353,J.J. Henry,-0.099,-4.047,41
2019,0,32333,Kevin Tway,-0.099,-6.619,67
2019,0,19803,Ryan Armour,-0.103,-7.737,75
2019,0,33419,Cameron Tringale,-0.108,-5.519,51
2019,0,34306,John Chin,-0.112,-4.245,38
2019,0,29908,C.T. Pan,-0.114,-6.824,60
2019,0,35891,Cameron Smith,-0.123,-6.539,53
2019,0,29223,Sam Saunders,-0.136,-9.094,67
2019,0,26758,David Hearn,-0.158,-5.384,34
2019,0,34021,Bud Cauley,-0.163,-12.025,74
2019,0,35532,Tom Hoge,-0.179,-12.856,72
2019,0,25632,Jimmy Walker,-0.181,-10.29,57
2019,0,20572,Rod Pampling,-0.187,-7.679,41
2019,0,27649,Brandt Snedeker,-0.193,-15.455,80
2019,0,26951,Johnson Wagner,-0.2,-9.414,47
2019,0,23325,Vaughn Taylor,-0.205,-16.819,82
2019,0,40009,Dominic Bozzelli,-0.236,-11.573,49
2019,0,36799,Stephan Jaeger,-0.239,-13.62,57
2019,0,31560,Brian Stuard,-0.239,-18.43,77
2019,0,46402,Talor Gooch,-0.24,-11.523,48
2019,0,28775,Nate Lashley,-0.247,-13.603,55
2019,0,28252,Seamus Power,-0.247,-15.291,62
2019,0,27556,Ted Potter Jr.,-0.253,-15.204,60
2019,0,34431,Robert Streb,-0.256,-15.348,60
2019,0,49303,Anders Albertson,-0.265,-13.757,52
2019,0,25396,Kevin Na,-0.282,-12.391,44
2019,0,30191,Julián Etulain,-0.284,-14.489,51
2019,0,46501,Ollie Schniederjans,-0.285,-17.406,61
2019,0,19846,Brian Gay,-0.286,-20.626,72
2019,0,21528,Henrik Stenson,-0.293,-12.307,42
2019,0,33418,Shawn Stefani,-0.303,-18.794,62
2019,0,35879,Kelly Kraft,-0.307,-19.944,65
2019,0,1810,Phil Mickelson,-0.307,-15.345,50
2019,0,32816,Satoshi Kodaira,-0.311,-15.857,51
2019,0,34563,Chesson Hadley,-0.336,-20.167,60
2019,0,39954,Cody Gribble,-0.374,-21.708,58
2019,0,32200,Roberto Castro,-0.382,-23.695,62
2019,0,34466,Peter Malnati,-0.41,-31.155,76
2019,0,25572,Graeme McDowell,-0.426,-21.296,50
2019,0,31420,Anirban Lahiri,-0.431,-25.415,59
2019,0,30786,Brady Schnell,-0.439,-17.107,39
2019,0,29484,Peter Uihlein,-0.442,-25.653,58
2019,0,34046,Jordan Spieth,-0.452,-29.813,66
2019,0,22371,Aaron Baddeley,-0.46,-19.321,42
2019,0,6522,Ernie Els,-0.463,-13.889,30
2019,0,32757,Patton Kizzire,-0.489,-25.933,53
2019,0,24361,Pat Perez,-0.498,-20.408,41
2019,0,37380,Curtis Luck,-0.546,-24.035,44
2019,0,27963,Chris Stroud,-0.557,-28.975,52
2019,0,34261,Scott Langley,-0.593,-37.966,64
2019,0,21731,Freddie Jacobson,-0.639,-25.559,40
2019,0,34256,Andrew Putnam,-0.639,-35.778,56
2019,0,24925,Jonathan Byrd,-0.758,-27.3,36
2019,0,37454,Whee Kim,-1.035,-48.665,47
2019,0,39975,Michael Kim,-1.556,-70.02,45
2018,0,30925,Dustin Johnson,0.919,56.985,62
2018,0,46970,Jon Rahm,0.817,41.66,51
2018,0,31323,Gary Woodland,0.803,56.202,70
2018,0,27129,Luke List,0.795,61.975,78
2018,0,25804,Bubba Watson,0.78,53.012,68
2018,0,28237,Rory McIlroy,0.761,38.798,51
2018,0,39546,Keith Mitchell,0.706,58.589,83
2018,0,25198,Francesco Molinari,0.69,39.315,57
2018,0,36689,Brooks Koepka,0.658,35.528,54
2018,0,35450,Patrick Cantlay,0.622,41.703,67
2018,0,32366,Kevin Chappell,0.608,37.675,62
2018,0,47959,Bryson DeChambeau,0.586,45.741,78
2018,0,30911,Tommy Fleetwood,0.58,31.344,54
2018,0,27141,J.B. Holmes,0.565,38.419,68
2018,0,29518,Brendan Steele,0.557,30.071,54
2018,0,22405,Justin Rose,0.551,29.227,53
2018,0,29420,Billy Horschel,0.538,41.435,77
2018,0,25900,Lucas Glover,0.514,23.637,46
2018,0,46601,Trey Mullinax,0.506,29.831,59
2018,0,39997,Corey Conners,0.501,39.616,79
2018,0,30978,Kiradech Aphibarnrat,0.485,16.493,34
2018,0,29725,Tony Finau,0.481,38.97,81
2018,0,33948,Byeong Hun An,0.475,34.678,73
2018,0,24781,Hunter Mahan,0.465,23.732,51
2018,0,27214,Kevin Streelman,0.439,35.995,82
2018,0,21528,Henrik Stenson,0.427,18.789,44
2018,0,49964,Aaron Wise,0.41,32.834,80
2018,0,33448,Justin Thomas,0.408,27.721,68
2018,0,26596,Ryan Moore,0.406,26.814,66
2018,0,26329,Louis Oosthuizen,0.401,18.428,46
2018,0,49771,J.T. Poston,0.381,21.692,57
2018,0,50526,Tom Lovelady,0.379,26.149,69
2018,0,30110,Kyle Stanley,0.378,25.344,67
2018,0,34213,Grayson Murray,0.375,22.153,59
2018,0,31646,Emiliano Grillo,0.364,26.594,73
2018,0,30944,Jason Kokrak,0.36,31.698,88
2018,0,29223,Sam Saunders,0.35,23.445,67
2018,0,26300,Matt Jones,0.333,15.639,47
2018,0,33204,Shane Lowry,0.331,16.886,51
2018,0,45526,Abraham Ancer,0.325,26.952,83
2018,0,21961,Charles Howell III,0.324,25.305,78
2018,0,32448,James Hahn,0.323,22.256,69
2018,0,29268,Bronson Burgoon,0.309,17.587,57
2018,0,34076,Joel Dahmen,0.3,21.326,71
2018,0,24502,Adam Scott,0.3,17.987,60
2018,0,27064,Jhonattan Vegas,0.294,18.789,64
2018,0,39324,J.J. Spaun,0.286,20.323,71
2018,0,35461,Beau Hossler,0.281,25.257,90
2018,0,45609,Tyler Duncan,0.273,22.103,81
2018,0,34046,Jordan Spieth,0.271,17.879,66
2018,0,32333,Kevin Tway,0.271,24.388,90
2018,0,26499,Rafa Cabrera Bello,0.256,12.288,48
2018,0,25686,Jason Dufner,0.256,13.315,52
2018,0,12716,Charley Hoffman,0.254,17.242,68
2018,0,32102,Rickie Fowler,0.244,14.856,61
2018,0,22056,Cameron Percy,0.241,9.868,41
2018,0,48081,Xander Schauffele,0.24,17.31,72
2018,0,33141,Keegan Bradley,0.237,18.955,80
2018,0,23320,Ryan Palmer,0.235,14.104,60
2018,0,34264,Hudson Swafford,0.225,11.715,52
2018,0,23621,Rory Sabbatini,0.217,16.252,75
2018,0,29908,C.T. Pan,0.215,17.591,82
2018,0,24140,Sean O'Hair,0.211,12.041,57
2018,0,24358,Robert Garrigus,0.21,14.301,68
2018,0,25818,Scott Piercy,0.209,14.209,68
2018,0,27349,Alex Noren,0.208,10.169,49
2018,0,33410,Andrew Landry,0.206,15.039,73
2018,0,37189,Harold Varner III,0.204,15.079,74
2018,0,37275,Sam Ryder,0.203,14.206,70
2018,0,32839,Hideki Matsuyama,0.194,11.08,57
2018,0,29535,Brice Garnett,0.188,15.24,81
2018,0,26476,Chez Reavie,0.183,10.959,60
2018,0,35421,Brandon Harkins,0.181,15.346,85
2018,0,28089,Jason Day,0.176,8.641,49
2018,0,23353,J.J. Henry,0.174,10.937,63
2018,0,27095,Nick Watney,0.17,13.592,80
2018,0,29974,Branden Grace,0.163,7.18,44
2018,0,34363,Tyrrell Hatton,0.148,6.222,42
2018,0,34563,Chesson Hadley,0.146,13.027,89
2018,0,24138,Ian Poulter,0.141,7.059,50
2018,0,32254,Xinjun Zhang,0.139,7.925,57
2018,0,25364,Paul Casey,0.138,6.745,49
2018,0,32640,Troy Merritt,0.138,10.079,73
2018,0,27644,Brian Harman,0.137,9.848,72
2018,0,47125,Matt Atkins,0.134,5.364,40
2018,0,29484,Peter Uihlein,0.132,8.548,65
2018,0,25572,Graeme McDowell,0.124,5.72,46
2018,0,46435,Austin Cook,0.12,11.07,92
2018,0,39328,Conrad Shindler,0.114,5.024,44
2018,0,25892,Steve Wheatcroft,0.112,5.136,46
2018,0,28775,Nate Lashley,0.111,3.898,35
2018,0,35545,Blayne Barber,0.101,6.07,60
2018,0,40026,Daniel Berger,0.1,6.178,62
2018,0,34098,Russell Henley,0.093,5.379,58
2018,0,47128,Richy Werenski,0.077,5.715,74
2018,0,28252,Seamus Power,0.076,4.992,66
2018,0,47347,Adam Schenk,0.073,4.785,66
2018,0,31420,Anirban Lahiri,0.07,4.678,67
2018,0,39327,Ben Silverman,0.069,5.229,76
2018,0,8793,Tiger Woods,0.061,3.609,59
2018,0,33122,Russell Knox,0.059,4.355,74
2018,0,20229,Stewart Cink,0.057,3.831,67
2018,0,33399,Adam Hadwin,0.057,3.788,66
2018,0,34360,Patrick Reed,0.051,3.23,63
2018,0,25493,Nick Taylor,0.049,3.594,74
2018,0,36799,Stephan Jaeger,0.045,2.814,63
2018,0,32816,Satoshi Kodaira,0.027,1.069,40
2018,0,35532,Tom Hoge,0.018,1.475,83
2018,0,27958,Ryan Blaum,0.011,0.797,72
2018,0,47993,Denny McCarthy,0.011,0.53,49
2018,0,34409,David Lingmerth,0.006,0.396,69
2018,0,29926,Danny Lee,0.005,0.379,70
2018,0,23325,Vaughn Taylor,-0.005,-0.325,70
2018,0,26851,Marc Leishman,-0.006,-0.449,73
2018,0,30692,Scott Stallings,-0.008,-0.634,80
2018,0,19803,Ryan Armour,-0.012,-1.117,96
2018,0,37455,Si Woo Kim,-0.014,-1.112,78
2018,0,20472,Alex Cejka,-0.024,-1.421,60
2018,0,26331,Charl Schwartzel,-0.035,-1.464,42
2018,0,36699,Patrick Rodgers,-0.039,-2.873,73
2018,0,12510,Chad Campbell,-0.042,-2.787,67
2018,0,29478,Kevin Kisner,-0.043,-2.785,65
2018,0,27936,Martin Laird,-0.045,-2.739,61
2018,0,35310,Lanto Griffin,-0.046,-2.743,60
2018,0,30926,Chris Kirk,-0.048,-4.609,96
2018,0,47287,Ethan Tracy,-0.054,-2.891,54
2018,0,24024,Zach Johnson,-0.059,-4.241,72
2018,0,28679,Fabián Gómez,-0.062,-4.404,71
2018,0,24361,Pat Perez,-0.063,-3.215,51
2018,0,35506,Mackenzie Hughes,-0.068,-4.641,68
2018,0,32150,Michael Thompson,-0.073,-4.104,56
2018,0,27556,Ted Potter Jr.,-0.074,-5.673,77
2018,0,37338,Zecheng Dou,-0.079,-2.828,36
2018,0,33418,Shawn Stefani,-0.093,-5.569,60
2018,0,20572,Rod Pampling,-0.095,-4.279,45
2018,0,28500,Martin Flores,-0.097,-6.985,72
2018,0,29461,Jamie Lovemark,-0.101,-7.874,78
2018,0,34174,John Huh,-0.11,-9.044,82
2018,0,34021,Bud Cauley,-0.113,-4.626,41
2018,0,29221,Webb Simpson,-0.116,-9.356,81
2018,0,29485,Brett Stegmaier,-0.135,-6.367,47
2018,0,33413,Ben Martin,-0.142,-8.091,57
2018,0,27649,Brandt Snedeker,-0.145,-10.725,74
2018,0,34256,Andrew Putnam,-0.146,-11.255,77
2018,0,35891,Cameron Smith,-0.148,-9.006,61
2018,0,35376,Roberto Díaz,-0.165,-9.257,56
2018,0,19846,Brian Gay,-0.166,-15.27,92
2018,0,26758,David Hearn,-0.17,-8.515,50
2018,0,24924,Bill Haas,-0.177,-11.693,66
2018,0,23108,Matt Kuchar,-0.199,-12.949,65
2018,0,39954,Cody Gribble,-0.212,-11.472,54
2018,0,26951,Johnson Wagner,-0.213,-11.712,55
2018,0,34099,Harris English,-0.219,-14.923,68
2018,0,1810,Phil Mickelson,-0.225,-15.742,70
2018,0,31560,Brian Stuard,-0.227,-19.968,88
2018,0,40009,Dominic Bozzelli,-0.244,-14.859,61
2018,0,32876,Martin Piller,-0.248,-16.645,67
2018,0,37278,Nicholas Lindheim,-0.258,-15.194,59
2018,0,29479,Scott Brown,-0.265,-21.47,81
2018,0,34358,Jonathan Randolph,-0.271,-16.272,60
2018,0,27963,Chris Stroud,-0.277,-16.089,58
2018,0,35879,Kelly Kraft,-0.286,-21.172,74
2018,0,32757,Patton Kizzire,-0.294,-22.952,78
2018,0,23541,Ben Crane,-0.302,-13.895,46
2018,0,31202,William McGirt,-0.306,-22.937,75
2018,0,46402,Talor Gooch,-0.322,-19.985,62
2018,0,22371,Aaron Baddeley,-0.345,-24.141,70
2018,0,40058,Zac Blair,-0.345,-15.889,46
2018,0,34466,Peter Malnati,-0.372,-27.889,75
2018,0,25396,Kevin Na,-0.378,-26.485,70
2018,0,10809,Jim Furyk,-0.392,-18.015,46
2018,0,20157,Retief Goosen,-0.392,-15.667,40
2018,0,46501,Ollie Schniederjans,-0.41,-31.589,77
2018,0,27895,Jonas Blixt,-0.424,-20.344,48
2018,0,28307,Matt Every,-0.437,-26.654,61
2018,0,25632,Jimmy Walker,-0.437,-28.872,66
2018,0,35544,Andrew Yun,-0.457,-15.54,34
2018,0,27974,Sung Kang,-0.488,-32.695,67
2018,0,28132,Tyrone Van Aswegen,-0.493,-40.886,83
2018,0,22582,Kyle Thompson,-0.534,-19.224,36
2018,0,24925,Jonathan Byrd,-0.542,-26.025,48
2018,0,27942,Rob Oppenheim,-0.662,-35.726,54
2018,0,34431,Robert Streb,-0.68,-40.825,60
2018,0,20593,Greg Chalmers,-0.69,-28.27,41
2018,0,29222,Billy Hurley III,-0.696,-39.674,57
2018,0,37454,Whee Kim,-0.748,-54.597,73
2018,0,31416,Derek Fathauer,-0.757,-51.498,68
2018,0,25834,Daniel Summerhays,-0.977,-37.127,38
2018,0,24846,Ricky Barnes,-1.019,-45.876,45
2018,0,39975,Michael Kim,-1.023,-55.221,54
2018,0,25240,D.A. Points,-1.069,-51.307,48
2018,0,33419,Cameron Tringale,-1.351,-68.917,51
2018,0,48084,Wesley Bryan,-1.443,-73.579,51
2017,0,30925,Dustin Johnson,1.071,63.182,59
2017,0,28237,Rory McIlroy,0.965,34.731,36
2017,0,46970,Jon Rahm,0.949,62.665,66
2017,0,29725,Tony Finau,0.826,75.128,91
2017,0,21209,Sergio Garcia,0.795,36.589,46
2017,0,46732,Rick Lamb,0.686,26.07,38
2017,0,30110,Kyle Stanley,0.659,61.98,94
2017,0,25804,Bubba Watson,0.647,34.297,53
2017,0,26289,Boo Weekley,0.634,38.652,61
2017,0,33141,Keegan Bradley,0.625,56.885,91
2017,0,35450,Patrick Cantlay,0.623,28.675,46
2017,0,30944,Jason Kokrak,0.607,50.342,83
2017,0,27129,Luke List,0.6,51.629,86
2017,0,12716,Charley Hoffman,0.586,54.498,93
2017,0,33204,Shane Lowry,0.582,22.129,38
2017,0,22405,Justin Rose,0.559,29.643,53
2017,0,48081,Xander Schauffele,0.554,41.005,74
2017,0,36689,Brooks Koepka,0.546,36.588,67
2017,0,27141,J.B. Holmes,0.533,32.516,61
2017,0,23320,Ryan Palmer,0.533,26.121,49
2017,0,33948,Byeong Hun An,0.524,29.877,57
2017,0,24502,Adam Scott,0.524,22.005,42
2017,0,32839,Hideki Matsuyama,0.508,29.955,59
2017,0,25900,Lucas Glover,0.502,43.209,86
2017,0,27436,Graham DeLaet,0.486,34.531,71
2017,0,25198,Francesco Molinari,0.483,28.488,59
2017,0,46550,Brandon Hagy,0.459,31.681,69
2017,0,34264,Hudson Swafford,0.454,34.478,76
2017,0,33448,Justin Thomas,0.452,29.39,65
2017,0,32366,Kevin Chappell,0.442,31.79,72
2017,0,31323,Gary Woodland,0.431,29.302,68
2017,0,46601,Trey Mullinax,0.427,29.89,70
2017,0,24358,Robert Garrigus,0.422,25.329,60
2017,0,31557,Jim Herman,0.422,27.868,66
2017,0,47959,Bryson DeChambeau,0.42,30.628,73
2017,0,27064,Jhonattan Vegas,0.394,27.995,71
2017,0,29518,Brendan Steele,0.387,27.47,71
2017,0,32102,Rickie Fowler,0.378,23.804,63
2017,0,24781,Hunter Mahan,0.376,22.173,59
2017,0,31646,Emiliano Grillo,0.368,24.272,66
2017,0,34213,Grayson Murray,0.353,30.033,85
2017,0,25364,Paul Casey,0.349,24.766,71
2017,0,29223,Sam Saunders,0.348,21.216,61
2017,0,34046,Jordan Spieth,0.321,21.821,68
2017,0,26851,Marc Leishman,0.319,23.308,73
2017,0,29461,Jamie Lovemark,0.319,25.507,80
2017,0,39324,J.J. Spaun,0.316,22.777,72
2017,0,28089,Jason Day,0.311,17.114,55
2017,0,34098,Russell Henley,0.31,26.625,86
2017,0,23621,Rory Sabbatini,0.308,16.309,53
2017,0,26329,Louis Oosthuizen,0.301,15.331,51
2017,0,23497,Tag Ridings,0.295,14.728,50
2017,0,27214,Kevin Streelman,0.292,22.769,78
2017,0,32333,Kevin Tway,0.288,21.279,74
2017,0,40026,Daniel Berger,0.282,19.429,69
2017,0,25686,Jason Dufner,0.268,19.282,72
2017,0,34021,Bud Cauley,0.264,21.681,82
2017,0,37189,Harold Varner III,0.262,22.518,86
2017,0,25892,Steve Wheatcroft,0.259,10.348,40
2017,0,29478,Kevin Kisner,0.257,19.786,77
2017,0,31202,William McGirt,0.257,18.507,72
2017,0,27974,Sung Kang,0.255,20.949,82
2017,0,24140,Sean O'Hair,0.252,17.612,70
2017,0,27936,Martin Laird,0.235,16.91,72
2017,0,31420,Anirban Lahiri,0.234,13.794,59
2017,0,29420,Billy Horschel,0.224,17.949,80
2017,0,23353,J.J. Henry,0.208,15.582,75
2017,0,47128,Richy Werenski,0.203,12.408,61
2017,0,34360,Patrick Reed,0.199,16.682,84
2017,0,25818,Scott Piercy,0.19,9.317,49
2017,0,29974,Branden Grace,0.18,8.445,47
2017,0,32448,James Hahn,0.177,14.314,81
2017,0,25493,Nick Taylor,0.168,13.938,83
2017,0,33461,Morgan Hoffmann,0.165,13.551,82
2017,0,23108,Matt Kuchar,0.158,12.155,77
2017,0,49771,J.T. Poston,0.156,11.373,73
2017,0,29479,Scott Brown,0.143,11.128,78
2017,0,28093,Miguel Angel Carballo,0.139,5.972,43
2017,0,33413,Ben Martin,0.138,9.656,70
2017,0,28420,Ryan Brehm,0.137,8.89,65
2017,0,46501,Ollie Schniederjans,0.125,10.147,81
2017,0,26476,Chez Reavie,0.121,10.056,83
2017,0,33122,Russell Knox,0.102,5.533,54
2017,0,46440,Smylie Kaufman,0.091,5.759,63
2017,0,25572,Graeme McDowell,0.085,4.256,50
2017,0,26300,Matt Jones,0.073,3.743,51
2017,0,46443,Brian Campbell,0.063,2.593,41
2017,0,29908,C.T. Pan,0.052,3.981,76
2017,0,40009,Dominic Bozzelli,0.051,2.792,55
2017,0,30692,Scott Stallings,0.049,3.301,68
2017,0,35545,Blayne Barber,0.041,2.731,67
2017,0,12510,Chad Campbell,0.041,3.488,85
2017,0,29926,Danny Lee,0.037,2.819,76
2017,0,48822,Sebastián Muñoz,0.031,1.227,39
2017,0,34358,Jonathan Randolph,0.03,1.524,51
2017,0,28679,Fabián Gómez,0.022,1.1,51
2017,0,35506,Mackenzie Hughes,0.021,1.988,96
2017,0,19803,Ryan Armour,0.02,0.981,49
2017,0,21961,Charles Howell III,0.016,1.06,68
2017,0,27644,Brian Harman,0.015,1.305,86
2017,0,33418,Shawn Stefani,0.01,0.611,60
2017,0,33399,Adam Hadwin,0.003,0.273,79
2017,0,20157,Retief Goosen,-0.001,-0.042,41
2017,0,23325,Vaughn Taylor,-0.001,-0.052,76
2017,0,24024,Zach Johnson,-0.005,-0.316,68
2017,0,26596,Ryan Moore,-0.006,-0.407,65
2017,0,20229,Stewart Cink,-0.019,-1.507,81
2017,0,22056,Cameron Percy,-0.019,-1.067,55
2017,0,20472,Alex Cejka,-0.02,-1.215,62
2017,0,29476,Kyle Reifers,-0.023,-1.727,74
2017,0,26331,Charl Schwartzel,-0.023,-1.088,48
2017,0,28500,Martin Flores,-0.024,-1.577,67
2017,0,34409,David Lingmerth,-0.032,-2.198,69
2017,0,30191,Julián Etulain,-0.035,-1.781,51
2017,0,29221,Webb Simpson,-0.036,-3.045,84
2017,0,36699,Patrick Rodgers,-0.044,-2.918,66
2017,0,24924,Bill Haas,-0.047,-3.369,72
2017,0,34174,John Huh,-0.049,-3.706,76
2017,0,25834,Daniel Summerhays,-0.05,-4.107,82
2017,0,1810,Phil Mickelson,-0.058,-3.999,69
2017,0,27095,Nick Watney,-0.063,-4.03,64
2017,0,22046,Geoff Ogilvy,-0.064,-4.281,67
2017,0,28252,Seamus Power,-0.067,-4.55,68
2017,0,28132,Tyrone Van Aswegen,-0.067,-5.333,80
2017,0,26951,Johnson Wagner,-0.081,-4.597,57
2017,0,27963,Chris Stroud,-0.094,-4.493,48
2017,0,29720,Andres Gonzales,-0.104,-5.926,57
2017,0,20572,Rod Pampling,-0.11,-7.256,66
2017,0,32640,Troy Merritt,-0.118,-8.253,70
2017,0,35891,Cameron Smith,-0.13,-9.207,71
2017,0,24357,K.J. Choi,-0.141,-7.622,54
2017,0,29485,Brett Stegmaier,-0.141,-8.178,58
2017,0,24361,Pat Perez,-0.147,-10.719,73
2017,0,33120,Mark Anderson,-0.149,-6.279,42
2017,0,23541,Ben Crane,-0.15,-10.345,69
2017,0,40058,Zac Blair,-0.155,-12.555,81
2017,0,34431,Robert Streb,-0.159,-13.331,84
2017,0,27466,Spencer Levin,-0.161,-10.806,67
2017,0,24138,Ian Poulter,-0.162,-8.934,55
2017,0,26758,David Hearn,-0.175,-12.396,71
2017,0,20104,Ken Duke,-0.179,-10.729,60
2017,0,27958,Ryan Blaum,-0.198,-16.233,82
2017,0,35879,Kelly Kraft,-0.205,-13.333,65
2017,0,35110,Brett Drewitt,-0.209,-9.004,43
2017,0,26499,Rafa Cabrera Bello,-0.223,-10.249,46
2017,0,37455,Si Woo Kim,-0.236,-14.16,60
2017,0,32200,Roberto Castro,-0.244,-13.181,54
2017,0,39975,Michael Kim,-0.247,-20.726,84
2017,0,25632,Jimmy Walker,-0.258,-12.876,50
2017,0,34466,Peter Malnati,-0.262,-19.104,73
2017,0,20771,Steven Alker,-0.289,-14.722,51
2017,0,25349,Tim Wilkinson,-0.289,-13.314,46
2017,0,27895,Jonas Blixt,-0.3,-17.72,59
2017,0,27649,Brandt Snedeker,-0.311,-13.082,42
2017,0,30926,Chris Kirk,-0.315,-22.06,70
2017,0,39954,Cody Gribble,-0.338,-23.653,70
2017,0,31560,Brian Stuard,-0.34,-23.444,69
2017,0,35300,Andrew Loupe,-0.348,-16.333,47
2017,0,35532,Tom Hoge,-0.352,-13.724,39
2017,0,25191,Gonzalo Fernandez-Castaño,-0.375,-16.495,44
2017,0,25396,Kevin Na,-0.406,-26.775,66
2017,0,19846,Brian Gay,-0.417,-28.747,69
2017,0,22986,Søren Kjeldsen,-0.424,-14.409,34
2017,0,32150,Michael Thompson,-0.431,-18.982,44
2017,0,29740,Brad Fritsch,-0.432,-18.162,42
2017,0,25240,D.A. Points,-0.436,-25.29,58
2017,0,31416,Derek Fathauer,-0.456,-29.178,64
2017,0,10809,Jim Furyk,-0.491,-21.611,44
2017,0,20593,Greg Chalmers,-0.496,-33.743,68
2017,0,27770,Camilo Villegas,-0.524,-32.491,62
2017,0,36801,Mark Hubbard,-0.539,-32.887,61
2017,0,29289,S.Y. Noh,-0.541,-40.56,75
2017,0,6522,Ernie Els,-0.565,-20.916,37
2017,0,25720,Chad Collins,-0.573,-30.964,54
2017,0,30852,Ryo Ishikawa,-0.58,-24.923,43
2017,0,24846,Ricky Barnes,-0.638,-49.131,77
2017,0,34099,Harris English,-0.644,-46.34,72
2017,0,37454,Whee Kim,-0.665,-41.255,62
2017,0,24507,Jason Bohn,-0.685,-42.461,62
2017,0,37278,Nicholas Lindheim,-0.733,-32.244,44
2017,0,28307,Matt Every,-0.734,-44.771,61
2017,0,32757,Patton Kizzire,-0.744,-53.58,72
2017,0,33419,Cameron Tringale,-0.75,-48.738,65
2017,0,22371,Aaron Baddeley,-0.782,-35.95,46
2017,0,29222,Billy Hurley III,-0.812,-56.054,69
2017,0,48084,Wesley Bryan,-0.899,-69.244,77
2017,0,23983,Luke Donald,-1.001,-43.034,43
