YEAR,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
2024,0,55893,Sam Stevens,86.79%,53,46
2024,0,29420,Billy Horschel,86.67%,60,52
2024,0,50188,S.H. Kim,86.61%,112,97
2024,0,55789,Taylor Montgomery,86.27%,51,44
2024,0,27349,Alex Noren,86.05%,43,37
2024,0,34256,Andrew Putnam,84.93%,73,62
2024,0,45242,Kevin Yu,83.33%,66,55
2024,0,33408,Tyson Alexander,82.76%,58,48
2024,0,54421,Garrick Higgo,81.97%,61,50
2024,0,30911,Tommy Fleetwood,81.82%,66,54
2024,0,50493,Justin Suh,81.03%,58,47
2024,0,57975,Harry Hall,80.95%,84,68
2024,0,28775,Nate Lashley,80.88%,68,55
2024,0,39327,Ben Silverman,80.82%,73,59
2024,0,47504,Sam Burns,80.00%,75,60
2024,0,57362,Austin Eckroat,80.00%,70,56
2024,0,32333,Kevin Tway,80.00%,45,36
2024,0,33968,Thorbjørn Olesen,79.49%,39,31
2024,0,59143,Mac Meissner,79.37%,63,50
2024,0,34563,Chesson Hadley,79.03%,62,49
2024,0,46414,Aaron Rai,78.46%,65,51
2024,0,26476,Chez Reavie,78.46%,65,51
2024,0,51766,Wyndham Clark,77.97%,59,46
2024,0,37378,Min Woo Lee,77.97%,59,46
2024,0,30927,Brendon Todd,77.88%,113,88
2024,0,32366,Kevin Chappell,77.78%,27,21
2024,0,40098,Matt Fitzpatrick,77.78%,54,42
2024,0,59836,Pierceson Coody,77.61%,67,52
2024,0,40250,Taylor Pendrith,77.59%,58,45
2024,0,52514,Trace Crowe,77.55%,49,38
2024,0,48081,Xander Schauffele,77.42%,62,48
2024,0,51997,Andrew Novak,76.83%,82,63
2024,0,47679,Victor Perez,76.79%,56,43
2024,0,54628,Lee Hodges,76.53%,98,75
2024,0,34021,Bud Cauley,76.47%,34,26
2024,0,59442,Parker Coody,76.47%,51,39
2024,0,39971,Sungjae Im,76.47%,85,65
2024,0,51287,Ryo Hisatsune,76.39%,72,55
2024,0,60004,Jacob Bridgeman,76.27%,59,45
2024,0,47993,Denny McCarthy,76.12%,67,51
2024,0,31646,Emiliano Grillo,75.95%,79,60
2024,0,48153,Matthieu Pavon,75.93%,54,41
2024,0,56149,Wilson Furr,75.81%,62,47
2024,0,56630,Akshay Bhatia,75.79%,95,72
2024,0,45522,Christiaan Bezuidenhout,75.76%,66,50
2024,0,22371,Aaron Baddeley,75.71%,70,53
2024,0,52215,Robert MacIntyre,75.68%,74,56
2024,0,36699,Patrick Rodgers,75.53%,94,71
2024,0,54576,Patrick Fishburn,75.44%,57,43
2024,0,40162,Justin Lower,75.32%,77,58
2024,0,59095,Chris Gotterup,75.31%,81,61
2024,0,33948,Byeong Hun An,75.00%,52,39
2024,0,35450,Patrick Cantlay,75.00%,48,36
2024,0,28089,Jason Day,75.00%,64,48
2024,0,24024,Zach Johnson,75.00%,52,39
2024,0,47420,Jake Knapp,75.00%,56,42
2024,0,36326,David Lipsky,75.00%,60,45
2024,0,36871,Matt NeSmith,74.60%,63,47
