YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
2013,0,30692,Scott Stallings,"9' 1""",2110.333,232,49,"2"""
2013,0,29518,Brendan Steele,"9' 1""",2248.75,248,43,"2"""
2013,0,34021,Bud Cauley,"9' 0""",1605.917,179,40,"3"""
2013,0,23983,Luke Donald,"9' 0""",1512.917,168,50,"3"""
2013,0,28679,Fabián Gómez,"9' 0""",1642.667,183,44,"2"""
2013,0,23108,Matt Kuchar,"9' 0""",2304.417,255,58,"3"""
2013,0,33869,Eric Meierdierks,"9' 0""",952.333,106,38,"6"""
2013,0,27963,Chris Stroud,"9' 0""",2325.75,259,47,"3"""
2013,0,25686,Jason Dufner,"8' 11""",1860.75,209,48,"6"""
2013,0,32698,Bobby Gates,"8' 11""",868.5,97,55,"4"""
2013,0,8075,Jerry Kelly,"8' 11""",1776.667,200,35,"5"""
2013,0,27503,Steve LeBrun,"8' 11""",1492.167,168,48,"4"""
2013,0,24781,Hunter Mahan,"8' 11""",2200.167,247,53,"3"""
2013,0,30163,Henrik Norlander,"8' 11""",1740.5,196,39,"3"""
2013,0,24138,Ian Poulter,"8' 11""",1101.333,123,44,"6"""
2013,0,25562,Andres Romero,"8' 11""",1564.917,176,44,"3"""
2013,0,26596,Ryan Moore,"8' 10""",1722.917,195,36,"2"""
2013,0,23621,Rory Sabbatini,"8' 10""",2455.75,279,51,"1"""
2013,0,32334,Charlie Beljan,"8' 9""",1565.083,179,43,"1"""
2013,0,30925,Dustin Johnson,"8' 9""",1703.5,195,43,"3"""
2013,0,19970,Robert Karlsson,"8' 9""",959.917,110,33,"3"""
2013,0,27129,Luke List,"8' 9""",1445.083,165,41,"3"""
2013,0,25632,Jimmy Walker,"8' 9""",2392.583,274,50,"2"""
2013,0,23452,Nicolas Colsaerts,"8' 8""",925.333,107,36,"7"""
2013,0,25900,Lucas Glover,"8' 8""",1455.833,168,48,"1"""
2013,0,21528,Henrik Stenson,"8' 8""",1458.583,168,45,"1"""
2013,0,27330,Josh Teater,"8' 8""",1983.25,228,49,"4"""
2013,0,25274,Steven Bowditch,"8' 7""",1702.083,198,42,"3"""
2013,0,20691,Greg Owen,"8' 7""",1726.167,202,39,"2"""
2013,0,32366,Kevin Chappell,"8' 6""",1952.583,229,51,"2"""
2013,0,28237,Rory McIlroy,"8' 6""",1400.5,164,35,"1"""
2013,0,33141,Keegan Bradley,"8' 5""",2268.75,270,45,"1"""
2013,0,8793,Tiger Woods,"8' 5""",1543.5,183,36,"3"""
2013,0,24361,Pat Perez,"8' 4""",1852.167,222,29,"6"""
2013,0,30110,Kyle Stanley,"8' 3""",1568.25,190,56,"3"""
2013,0,23325,Vaughn Taylor,"8' 3""",1160.25,141,38,"1"""
2013,0,22405,Justin Rose,"8' 1""",1426.167,176,30,"2"""
2013,0,24358,Robert Garrigus,"8' 0""",1462.833,182,37,"3"""
2013,0,20572,Rod Pampling,"8' 0""",868.167,109,30,"4"""
2013,0,25804,Bubba Watson,"7' 10""",1809.25,230,71,"2"""
2012,0,1116,Michael Bradley,"11' 5""",1687.083,148,49,"8"""
2012,0,22621,Ben Curtis,"11' 5""",2004.5,176,53,"3"""
2012,0,27974,Sung Kang,"11' 5""",1868.417,164,55,"7"""
2012,0,27797,Derek Lamely,"11' 4""",1936.833,171,53,"4"""
2012,0,29926,Danny Lee,"11' 3""",2204.583,196,68,"5"""
2012,0,21528,Henrik Stenson,"11' 2""",1512.333,135,55,"2"""
2012,0,23135,Tim Clark,"11' 1""",1690.417,153,54,"4"""
2012,0,28500,Martin Flores,"11' 0""",2969.167,269,59,"2"""
2012,0,23204,Gary Christian,"10' 11""",2688.5,247,54,"5"""
2012,0,28308,Troy Kelly,"10' 11""",1545.417,142,53,"6"""
2012,0,27649,Brandt Snedeker,"10' 11""",2568.833,236,48,"6"""
2012,0,32150,Michael Thompson,"10' 11""",2343.0,215,51,"4"""
2012,0,20623,Gavin Coles,"10' 10""",2070.75,191,67,"7"""
2012,0,23541,Ben Crane,"10' 10""",2515.833,233,54,"2"""
2012,0,20104,Ken Duke,"10' 10""",3445.75,318,51,"2"""
2012,0,21805,Harrison Frazar,"10' 9""",1690.583,157,63,"1"""
2012,0,27064,Jhonattan Vegas,"10' 9""",2478.0,231,70,"3"""
2012,0,26951,Johnson Wagner,"10' 9""",2714.667,252,50,"5"""
2012,0,25892,Steve Wheatcroft,"10' 9""",1324.25,123,37,"8"""
2012,0,30750,Tommy Gainey,"10' 8""",3212.917,302,50,"3"""
2012,0,29222,Billy Hurley III,"10' 7""",1564.583,148,35,"5"""
2012,0,6573,Brandt Jobe,"10' 7""",1456.333,138,43,"5"""
2012,0,8075,Jerry Kelly,"10' 7""",2511.75,238,55,"3"""
2012,0,31202,William McGirt,"10' 7""",2641.083,249,55,"3"""
2012,0,23800,Bryce Molder,"10' 7""",2458.75,232,56,"5"""
2012,0,21350,Ryuji Imada,"10' 6""",2214.25,211,55,"2"""
2012,0,30711,Colt Knost,"10' 6""",2038.25,194,50,"3"""
2012,0,25457,Alexandre Rocha,"10' 6""",1539.75,147,54,"5"""
2012,0,23638,Brendon de Jonge,"10' 5""",3809.917,367,49,"2"""
2012,0,23409,James Driscoll,"10' 5""",2397.833,230,84,"2"""
2012,0,31558,J.J. Killeen,"10' 5""",2580.083,247,69,"3"""
2012,0,20572,Rod Pampling,"10' 5""",2166.583,208,64,"4"""
2012,0,22548,Patrick Sheehan,"10' 5""",1218.167,117,44,"5"""
2012,0,10885,Robert Allenby,"10' 4""",2033.75,197,53,"2"""
2012,0,24494,Erik Compton,"10' 4""",2130.583,207,41,"2"""
2012,0,21209,Sergio Garcia,"10' 4""",1614.75,156,59,"8"""
2012,0,23718,Nathan Green,"10' 4""",2051.583,198,53,"4"""
2012,0,1724,Jeff Maggert,"10' 4""",2538.167,245,49,"3"""
2012,0,26329,Louis Oosthuizen,"10' 4""",1883.5,182,45,"3"""
2012,0,29476,Kyle Reifers,"10' 4""",2250.167,218,47,"10"""
2012,0,25834,Daniel Summerhays,"10' 4""",2168.833,210,42,"4"""
2012,0,30927,Brendon Todd,"10' 4""",1841.667,178,42,"3"""
2012,0,20160,Charlie Wi,"10' 4""",2305.25,223,52,"4"""
2012,0,28093,Miguel Angel Carballo,"10' 3""",1796.75,176,42,"2"""
2012,0,27644,Brian Harman,"10' 3""",2940.417,287,52,"3"""
2012,0,23353,J.J. Henry,"10' 3""",2128.0,207,37,"6"""
2012,0,22378,Trevor Immelman,"10' 3""",1847.75,180,59,"6"""
2012,0,24024,Zach Johnson,"10' 3""",2781.083,272,77,"4"""
2012,0,27060,John Mallinger,"10' 3""",1975.667,192,56,"4"""
2012,0,27556,Ted Potter Jr.,"10' 3""",1861.0,181,49,"7"""
2012,0,29221,Webb Simpson,"10' 3""",2755.583,269,63,"5"""
2012,0,21878,Mark Wilson,"10' 3""",2029.583,198,50,"3"""
2012,0,24663,Y.E. Yang,"10' 3""",1625.75,158,40,"9"""
2012,0,6004,Stephen Ames,"10' 2""",1132.25,111,40,"8"""
2012,0,12652,Cameron Beckman,"10' 2""",2349.833,231,70,"1"""
2012,0,24925,Jonathan Byrd,"10' 2""",1974.417,194,40,"4"""
2012,0,21753,Brian Davis,"10' 2""",2781.417,273,45,"3"""
2012,0,23983,Luke Donald,"10' 2""",1692.667,166,37,"3"""
2012,0,25686,Jason Dufner,"10' 2""",2611.667,256,51,"3"""
2012,0,26758,David Hearn,"10' 2""",2840.083,280,51,"2"""
2012,0,29478,Kevin Kisner,"10' 2""",1661.917,163,54,"6"""
2012,0,25818,Scott Piercy,"10' 2""",3288.833,323,59,"2"""
2012,0,25562,Andres Romero,"10' 2""",1805.583,177,67,"4"""
2012,0,24502,Adam Scott,"10' 2""",1523.5,150,40,"4"""
2012,0,21407,Arjun Atwal,"10' 1""",1920.0,191,54,"3"""
2012,0,27895,Jonas Blixt,"10' 1""",2303.583,228,60,"1"""
2012,0,24507,Jason Bohn,"10' 1""",2155.167,213,64,"5"""
2012,0,32200,Roberto Castro,"10' 1""",2561.25,255,67,"2"""
2012,0,6251,Chris DiMarco,"10' 1""",2136.167,211,50,"2"""
2012,0,34174,John Huh,"10' 1""",3009.75,298,49,"4"""
2012,0,24490,George McNeill,"10' 1""",2234.75,222,36,"2"""
2012,0,1797,Rocco Mediate,"10' 1""",1761.0,175,51,"3"""
2012,0,20396,Lee Westwood,"10' 1""",1590.0,158,48,"3"""
2012,0,20229,Stewart Cink,"10' 0""",1667.917,167,48,"6"""
2012,0,28307,Matt Every,"10' 0""",2404.167,240,55,"2"""
2012,0,19846,Brian Gay,"10' 0""",2418.0,241,49,"8"""
2012,0,24940,Edward Loar,"10' 0""",1296.167,130,38,"4"""
2012,0,29289,S.Y. Noh,"10' 0""",2788.75,280,86,"3"""
2012,0,22348,Nick O'Hern,"10' 0""",1971.167,197,37,"2"""
2012,0,22405,Justin Rose,"10' 0""",1925.583,192,52,"3"""
2012,0,27770,Camilo Villegas,"10' 0""",2485.5,248,53,"3"""
2012,0,8793,Tiger Woods,"10' 0""",1970.25,197,53,"5"""
2012,0,29479,Scott Brown,"9' 11""",1675.167,169,79,"1"""
2012,0,20593,Greg Chalmers,"9' 11""",2303.083,232,58,"5"""
2012,0,32366,Kevin Chappell,"9' 11""",2192.0,221,54,"5"""
2012,0,12782,Tim Herron,"9' 11""",2464.667,248,43,"2"""
2012,0,29420,Billy Horschel,"9' 11""",1666.333,168,57,"3"""
2012,0,33122,Russell Knox,"9' 11""",1750.833,176,61,"6"""
2012,0,27466,Spencer Levin,"9' 11""",2047.083,207,55,"2"""
2012,0,27933,John Merrick,"9' 11""",2370.417,240,57,"3"""
2012,0,27302,Garth Mulroy,"9' 11""",1620.167,164,70,"4"""
2012,0,20691,Greg Owen,"9' 11""",2689.833,272,44,"3"""
2012,0,25240,D.A. Points,"9' 11""",2819.833,284,50,"1"""
2012,0,23788,D.J. Trahan,"9' 11""",1909.083,192,53,"3"""
2012,0,29910,Blake Adams,"9' 10""",2948.417,301,60,"3"""
2012,0,28455,Will Claxton,"9' 10""",2957.0,300,65,"1"""
2012,0,6036,Scott Dunlap,"9' 10""",1401.167,142,45,"3"""
2012,0,21961,Charles Howell III,"9' 10""",2411.667,245,56,"3"""
2012,0,23108,Matt Kuchar,"9' 10""",2269.5,230,50,"5"""
2012,0,10860,Justin Leonard,"9' 10""",1874.667,191,41,"3"""
2012,0,10213,Dicky Pride,"9' 10""",1507.917,153,55,"6"""
2012,0,27963,Chris Stroud,"9' 10""",2181.917,222,47,"3"""
2012,0,23325,Vaughn Taylor,"9' 10""",2098.5,213,43,"4"""
2012,0,27095,Nick Watney,"9' 10""",2723.5,277,65,"1"""
2012,0,22961,David Mathis,"9' 9""",2035.083,209,49,"8"""
2012,0,24138,Ian Poulter,"9' 9""",1307.5,134,54,"1"""
2012,0,33120,Mark Anderson,"9' 8""",1993.75,206,45,"2"""
2012,0,20098,Stuart Appleby,"9' 8""",1878.583,195,45,"9"""
2012,0,28259,Sangmoon Bae,"9' 8""",1890.833,196,56,"3"""
2012,0,6034,Marco Dawson,"9' 8""",1393.5,144,48,"7"""
2012,0,10809,Jim Furyk,"9' 8""",2100.75,218,42,"3"""
2012,0,24924,Bill Haas,"9' 8""",1900.417,196,41,"3"""
2012,0,21731,Freddie Jacobson,"9' 8""",1362.583,141,41,"11"""
2012,0,25572,Graeme McDowell,"9' 8""",1332.167,138,33,"3"""
2012,0,26596,Ryan Moore,"9' 8""",2853.167,295,48,"2"""
2012,0,23542,Tommy Biershenk,"9' 7""",1818.167,190,41,"5"""
2012,0,1320,Bob Estes,"9' 7""",1998.417,208,45,"5"""
2012,0,23903,Stephen Gangluff,"9' 7""",1113.167,116,39,"3"""
2012,0,24358,Robert Garrigus,"9' 7""",2643.75,276,60,"4"""
2012,0,26287,Roland Thatcher,"9' 7""",1375.917,144,49,"7"""
2012,0,2206,David Toms,"9' 7""",1372.833,143,49,"5"""
2012,0,12510,Chad Campbell,"9' 6""",2211.0,232,41,"2"""
2012,0,24604,Hunter Haas,"9' 6""",1516.25,159,59,"2"""
2012,0,20766,Padraig Harrington,"9' 6""",1505.917,158,75,"3"""
2012,0,1810,Phil Mickelson,"9' 6""",2267.25,238,63,"4"""
2012,0,28475,Jeff Overton,"9' 6""",3251.083,342,58,"2"""
2012,0,29518,Brendan Steele,"9' 6""",1753.167,184,47,"3"""
2012,0,24846,Ricky Barnes,"9' 5""",2533.667,269,46,"2"""
2012,0,33141,Keegan Bradley,"9' 5""",2587.833,274,54,"2"""
2012,0,1249,John Daly,"9' 5""",1323.917,140,39,"3"""
2012,0,32698,Bobby Gates,"9' 5""",2256.75,240,45,"2"""
2012,0,27141,J.B. Holmes,"9' 5""",2664.5,282,90,"1"""
2012,0,30852,Ryo Ishikawa,"9' 5""",936.167,99,39,"3"""
2012,0,26300,Matt Jones,"9' 5""",1247.917,132,47,"3"""
2012,0,1766,Billy Mayfair,"9' 5""",2158.417,230,73,"3"""
2012,0,24361,Pat Perez,"9' 5""",2307.667,245,55,"6"""
2012,0,1941,Tom Pernice Jr.,"9' 5""",1380.417,146,47,"2"""
2012,0,26476,Chez Reavie,"9' 5""",1903.667,203,39,"6"""
2012,0,26331,Charl Schwartzel,"9' 5""",1398.083,149,42,"1"""
2012,0,26289,Boo Weekley,"9' 5""",1678.083,178,53,"4"""
2012,0,30925,Dustin Johnson,"9' 4""",1843.417,198,54,"3"""
2012,0,30926,Chris Kirk,"9' 4""",2711.417,290,50,"5"""
2012,0,23320,Ryan Palmer,"9' 4""",2504.583,269,50,"4"""
2012,0,22913,John Rollins,"9' 4""",2244.25,240,62,"2"""
2012,0,20645,John Senden,"9' 4""",2157.25,232,45,"2"""
2012,0,20070,Matt Bettencourt,"9' 3""",1718.75,186,59,"4"""
2012,0,8725,Tom Gillis,"9' 3""",2258.75,244,68,"3"""
2012,0,30944,Jason Kokrak,"9' 3""",1954.083,212,40,"2"""
2012,0,24781,Hunter Mahan,"9' 3""",1961.083,212,41,"2"""
2012,0,27120,Troy Matteson,"9' 3""",2410.0,260,40,"1"""
2012,0,25345,Carl Pettersson,"9' 3""",2656.417,288,37,"3"""
2012,0,26679,Kevin Stadler,"9' 3""",2113.75,229,58,"8"""
2012,0,28089,Jason Day,"9' 2""",1599.0,174,39,"3"""
2012,0,1706,Davis Love III,"9' 2""",1708.417,186,44,"3"""
2012,0,23548,Bill Lunde,"9' 2""",2102.083,229,46,"4"""
2012,0,24140,Sean O'Hair,"9' 2""",2473.0,271,37,"1"""
2012,0,33419,Cameron Tringale,"9' 2""",2346.583,257,52,"3"""
2012,0,32334,Charlie Beljan,"9' 1""",1304.583,144,59,"2"""
2012,0,28087,Kris Blanks,"9' 1""",1678.583,184,48,"1"""
2012,0,34021,Bud Cauley,"9' 1""",2764.583,304,41,"2"""
2012,0,11123,Chris Couch,"9' 1""",1646.667,181,42,"3"""
2012,0,6522,Ernie Els,"9' 1""",1873.917,206,46,"2"""
2012,0,23621,Rory Sabbatini,"9' 1""",2311.167,254,46,"2"""
2012,0,27330,Josh Teater,"9' 1""",2716.417,300,44,"2"""
2012,0,23623,Bo Van Pelt,"9' 1""",2342.333,257,39,"3"""
2012,0,20850,Daniel Chopra,"9' 0""",1280.917,142,37,"6"""
2012,0,34099,Harris English,"9' 0""",2659.833,295,50,"2"""
2012,0,27936,Martin Laird,"9' 0""",1879.417,208,50,"2"""
2012,0,26851,Marc Leishman,"9' 0""",2167.667,240,59,"3"""
2012,0,6527,Steve Stricker,"9' 0""",1938.25,216,51,"3"""
2012,0,32102,Rickie Fowler,"8' 11""",2057.833,230,52,"3"""
2012,0,35139,Richard Lee,"8' 11""",1787.5,200,54,"2"""
2012,0,30692,Scott Stallings,"8' 11""",1974.75,221,57,"1"""
2012,0,25632,Jimmy Walker,"8' 11""",2724.833,305,58,"2"""
2012,0,20574,Mathew Goggin,"8' 10""",1523.0,173,67,"4"""
2012,0,31323,Gary Woodland,"8' 10""",1533.167,174,47,"2"""
2012,0,25396,Kevin Na,"8' 9""",1952.417,223,46,"4"""
2012,0,22293,Heath Slocum,"8' 9""",2028.333,231,56,"1"""
2012,0,22046,Geoff Ogilvy,"8' 8""",1595.083,184,36,"3"""
2012,0,24357,K.J. Choi,"8' 7""",1565.417,182,39,"2"""
2012,0,27436,Graham DeLaet,"8' 7""",2032.833,236,46,"2"""
2012,0,27214,Kevin Streelman,"8' 6""",2166.917,255,33,"2"""
2012,0,22582,Kyle Thompson,"8' 6""",947.083,111,34,1
2012,0,22371,Aaron Baddeley,"8' 5""",1584.667,188,49,"3"""
2012,0,19970,Robert Karlsson,"8' 5""",1357.667,162,51,"3"""
2012,0,6567,Vijay Singh,"8' 5""",2393.25,284,58,"3"""
2012,0,12716,Charley Hoffman,"8' 4""",2139.417,257,48,"3"""
2012,0,30110,Kyle Stanley,"8' 2""",1933.25,237,40,"2"""
2012,0,20848,Ángel Cabrera,"8' 1""",925.917,115,36,"1"""
2012,0,25804,Bubba Watson,"7' 11""",1505.5,190,43,"2"""
2012,0,28237,Rory McIlroy,"7' 10""",1328.333,169,40,"2"""
2011,0,26951,Johnson Wagner,"11' 8""",2553.917,219,70,"1"""
2011,0,12602,Dean Wilson,"11' 5""",1896.833,166,54,"1"""
2011,0,6515,Shaun Micheel,"11' 4""",2011.167,177,56,"4"""
2011,0,25457,Alexandre Rocha,"11' 4""",1586.75,140,68,"3"""
2011,0,26420,Richard Johnson,"11' 3""",1524.917,136,61,"9"""
2011,0,27939,Matt McQuillan,"11' 3""",1778.333,158,56,"4"""
2011,0,2206,David Toms,"11' 2""",2484.75,222,59,"1"""
2011,0,25572,Graeme McDowell,"11' 1""",1527.0,138,52,"5"""
2011,0,22348,Nick O'Hern,"11' 1""",2685.333,243,50,"2"""
2011,0,28679,Fabián Gómez,"11' 0""",2410.25,219,49,"3"""
2011,0,32876,Martin Piller,"11' 0""",1668.583,152,62,"2"""
2011,0,6004,Stephen Ames,"10' 11""",2025.083,185,65,"1"""
2011,0,9011,David Duval,"10' 11""",1956.25,179,46,"5"""
2011,0,28158,Steve Marino,"10' 11""",2501.0,229,49,"2"""
2011,0,28486,Michael Putnam,"10' 11""",1759.833,161,58,"4"""
2011,0,26668,Marc Turnesa,"10' 11""",1438.583,132,41,"7"""
2011,0,24604,Hunter Haas,"10' 10""",3242.583,300,59,"5"""
2011,0,10585,Scott McCarron,"10' 10""",1686.75,156,50,"4"""
2011,0,31202,William McGirt,"10' 10""",3093.833,285,55,"4"""
2011,0,20593,Greg Chalmers,"10' 8""",2579.583,242,64,"4"""
2011,0,19846,Brian Gay,"10' 8""",2583.417,242,42,"2"""
2011,0,28620,Aron Price,"10' 8""",1840.167,172,47,"4"""
2011,0,22913,John Rollins,"10' 8""",2667.167,250,54,"4"""
2011,0,33911,Nate Smith,"10' 8""",1595.417,149,39,"9"""
2011,0,25900,Lucas Glover,"10' 7""",2366.583,223,64,"1"""
2011,0,27974,Sung Kang,"10' 7""",1623.833,154,51,"4"""
2011,0,30711,Colt Knost,"10' 7""",1944.917,184,47,"1"""
2011,0,20572,Rod Pampling,"10' 7""",2104.083,199,47,"2"""
2011,0,24361,Pat Perez,"10' 7""",2665.25,252,53,"2"""
2011,0,26331,Charl Schwartzel,"10' 7""",1486.833,140,67,"4"""
2011,0,22378,Trevor Immelman,"10' 6""",2187.167,208,60,"1"""
2011,0,25396,Kevin Na,"10' 6""",2567.333,245,52,"2"""
2011,0,26476,Chez Reavie,"10' 6""",3139.333,300,43,"2"""
2011,0,22621,Ben Curtis,"10' 5""",2001.75,192,45,"6"""
2011,0,29478,Kevin Kisner,"10' 5""",1744.083,167,63,"1"""
2011,0,33413,Ben Martin,"10' 5""",2207.75,212,50,"4"""
2011,0,1766,Billy Mayfair,"10' 5""",2982.083,286,67,"3"""
2011,0,1948,Tim Petrovic,"10' 5""",2546.25,244,47,"2"""
2011,0,33419,Cameron Tringale,"10' 5""",3398.167,325,59,"2"""
2011,0,28087,Kris Blanks,"10' 4""",2811.917,272,46,"3"""
2011,0,1116,Michael Bradley,"10' 4""",1914.75,185,46,"5"""
2011,0,1313,Steve Elkington,"10' 4""",1308.5,127,62,"4"""
2011,0,7457,Steve Flesch,"10' 4""",2652.417,257,62,"4"""
2011,0,24781,Hunter Mahan,"10' 4""",3166.083,307,60,"1"""
2011,0,1797,Rocco Mediate,"10' 4""",1463.917,142,53,"3"""
2011,0,26287,Roland Thatcher,"10' 4""",1998.417,194,47,"5"""
2011,0,32150,Michael Thompson,"10' 4""",2327.75,225,59,"4"""
2011,0,26758,David Hearn,"10' 3""",2610.5,254,43,"1"""
2011,0,12782,Tim Herron,"10' 3""",2586.333,252,64,"3"""
2011,0,22961,David Mathis,"10' 3""",2358.167,230,41,"3"""
2011,0,27933,John Merrick,"10' 3""",2138.083,208,49,"1"""
2011,0,20127,Chris Riley,"10' 3""",2016.0,196,48,"4"""
2011,0,27649,Brandt Snedeker,"10' 3""",2665.0,261,59,"3"""
2011,0,26679,Kevin Stadler,"10' 3""",2581.917,251,55,"2"""
2011,0,27770,Camilo Villegas,"10' 3""",2003.833,196,45,"8"""
2011,0,20498,Briny Baird,"10' 2""",1654.583,163,35,"3"""
2011,0,20229,Stewart Cink,"10' 2""",1784.167,176,50,"3"""
2011,0,20766,Padraig Harrington,"10' 2""",1549.167,153,47,"7"""
2011,0,23353,J.J. Henry,"10' 2""",2541.0,250,53,"2"""
2011,0,1577,Lee Janzen,"10' 2""",1763.0,173,60,"4"""
2011,0,10733,Kent Jones,"10' 2""",2086.25,206,39,"3"""
2011,0,20645,John Senden,"10' 2""",2988.917,293,53,"3"""
2011,0,34072,Will Strickler,"10' 2""",1345.667,132,68,"5"""
2011,0,20070,Matt Bettencourt,"10' 1""",2422.667,241,50,"3"""
2011,0,24290,D.J. Brigman,"10' 1""",1570.417,156,46,"5"""
2011,0,28089,Jason Day,"10' 1""",2312.667,229,44,"1"""
2011,0,6522,Ernie Els,"10' 1""",1992.667,198,58,"1"""
2011,0,31193,Jim Renner,"10' 1""",1793.0,178,58,"1"""
2011,0,20160,Charlie Wi,"10' 1""",2677.417,265,44,"1"""
2011,0,8537,J.P. Hayes,"10' 0""",1441.5,144,47,"6"""
2011,0,21350,Ryuji Imada,"10' 0""",2449.083,245,58,"3"""
2011,0,19970,Robert Karlsson,"10' 0""",1531.0,153,58,"7"""
2011,0,6567,Vijay Singh,"10' 0""",2659.083,266,62,"1"""
2011,0,8375,Paul Stankowski,"10' 0""",2184.417,219,47,"1"""
2011,0,21878,Mark Wilson,"10' 0""",2340.583,234,45,"2"""
2011,0,12652,Cameron Beckman,"9' 11""",2114.917,213,44,"3"""
2011,0,10505,Shane Bertsch,"9' 11""",1777.0,179,36,"7"""
2011,0,24507,Jason Bohn,"9' 11""",2299.5,232,63,"4"""
2011,0,23541,Ben Crane,"9' 11""",2018.417,204,60,"3"""
2011,0,32102,Rickie Fowler,"9' 11""",2536.0,256,43,"5"""
2011,0,6573,Brandt Jobe,"9' 11""",2865.917,290,66,"3"""
2011,0,10860,Justin Leonard,"9' 11""",2004.917,203,36,"2"""
2011,0,23548,Bill Lunde,"9' 11""",2733.0,276,52,"1"""
2011,0,25240,D.A. Points,"9' 11""",2525.25,254,68,"2"""
2011,0,27963,Chris Stroud,"9' 11""",2535.417,256,61,"2"""
2011,0,24663,Y.E. Yang,"9' 11""",1407.083,142,46,"3"""
2011,0,29910,Blake Adams,"9' 10""",3614.333,369,43,"3"""
2011,0,23614,Rich Beem,"9' 10""",1167.167,119,36,"4"""
2011,0,23638,Brendon de Jonge,"9' 10""",3263.333,333,71,"3"""
2011,0,20157,Retief Goosen,"9' 10""",1393.25,142,55,"3"""
2011,0,21731,Freddie Jacobson,"9' 10""",2377.917,242,45,"5"""
2011,0,25345,Carl Pettersson,"9' 10""",3256.833,331,50,"1"""
2011,0,27214,Kevin Streelman,"9' 10""",2453.417,249,38,"2"""
2011,0,23325,Vaughn Taylor,"9' 10""",2660.333,270,47,"9"""
2011,0,32698,Bobby Gates,"9' 9""",1945.917,199,51,"5"""
2011,0,6643,Paul Goydos,"9' 9""",2236.083,229,42,"4"""
2011,0,23718,Nathan Green,"9' 9""",2033.333,209,38,"3"""
2011,0,21961,Charles Howell III,"9' 9""",2969.25,304,88,"3"""
2011,0,35087,Bio Kim,"9' 9""",1705.583,175,57,"3"""
2011,0,28475,Jeff Overton,"9' 9""",2475.667,254,61,"4"""
2011,0,23497,Tag Ridings,"9' 9""",2364.083,243,77,"3"""
2011,0,20436,Garrett Willis,"9' 9""",2079.5,213,52,"2"""
2011,0,10885,Robert Allenby,"9' 8""",2336.5,242,48,"4"""
2011,0,20472,Alex Cejka,"9' 8""",1372.417,142,96,"4"""
2011,0,24357,K.J. Choi,"9' 8""",1820.25,189,46,"1"""
2011,0,27466,Spencer Levin,"9' 8""",2968.5,308,68,"4"""
2011,0,24140,Sean O'Hair,"9' 8""",1715.0,177,40,"4"""
2011,0,11123,Chris Couch,"9' 7""",2345.417,245,44,"3"""
2011,0,6251,Chris DiMarco,"9' 7""",2538.667,264,57,"3"""
2011,0,29420,Billy Horschel,"9' 7""",2026.583,211,57,"2"""
2011,0,30926,Chris Kirk,"9' 7""",2689.0,281,46,"3"""
2011,0,26851,Marc Leishman,"9' 7""",2518.25,262,61,"1"""
2011,0,32640,Troy Merritt,"9' 7""",1516.667,158,40,"3"""
2011,0,23800,Bryce Molder,"9' 7""",2489.917,259,42,"2"""
2011,0,22046,Geoff Ogilvy,"9' 7""",1947.083,203,70,"6"""
2011,0,6621,Joe Durant,"9' 6""",1861.0,196,49,"3"""
2011,0,26596,Ryan Moore,"9' 6""",2068.167,217,34,"2"""
2011,0,25834,Daniel Summerhays,"9' 6""",1586.25,167,38,"4"""
2011,0,27330,Josh Teater,"9' 6""",2989.917,315,73,"3"""
2011,0,23409,James Driscoll,"9' 5""",1899.0,201,70,"4"""
2011,0,21805,Harrison Frazar,"9' 5""",1308.167,139,43,"2"""
2011,0,31401,Zack Miller,"9' 5""",2125.333,225,66,"1"""
2011,0,6527,Steve Stricker,"9' 5""",2080.167,220,75,"4"""
2011,0,27064,Jhonattan Vegas,"9' 5""",2316.417,246,41,"1"""
2011,0,30750,Tommy Gainey,"9' 4""",3129.25,335,43,"1"""
2011,0,24924,Bill Haas,"9' 4""",2479.25,265,54,"3"""
2011,0,31557,Jim Herman,"9' 4""",1691.75,182,47,"3"""
2011,0,26881,Jarrod Lyle,"9' 4""",1982.25,213,48,"1"""
2011,0,22293,Heath Slocum,"9' 4""",2287.167,246,43,"1"""
2011,0,21407,Arjun Atwal,"9' 3""",2602.417,281,76,"2"""
2011,0,7867,Woody Austin,"9' 3""",1625.5,175,48,"5"""
2011,0,34255,Joseph Bramlett,"9' 3""",1736.333,187,50,"3"""
2011,0,23673,Michael Connell,"9' 3""",1956.667,211,48,"6"""
2011,0,21753,Brian Davis,"9' 3""",3111.667,336,42,"2"""
2011,0,10809,Jim Furyk,"9' 3""",2136.0,230,43,"4"""
2011,0,8725,Tom Gillis,"9' 3""",1398.917,151,39,"10"""
2011,0,21949,Joe Ogilvie,"9' 3""",1910.333,206,48,"1"""
2011,0,12510,Chad Campbell,"9' 2""",2684.667,294,48,"3"""
2011,0,21209,Sergio Garcia,"9' 2""",1356.833,148,41,"1"""
2011,0,8075,Jerry Kelly,"9' 2""",1983.75,216,49,"5"""
2011,0,27797,Derek Lamely,"9' 2""",1596.75,174,50,"5"""
2011,0,29221,Webb Simpson,"9' 2""",3222.0,350,53,"8"""
2011,0,20098,Stuart Appleby,"9' 1""",1622.333,179,50,"3"""
