YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2024,0,59095,Chris Gotterup,66.67,200,3
2024,0,52513,Carson Young,67.13,537,8
2024,0,51287,Ryo Hisatsune,67.33,202,3
2024,0,46046,Scottie Scheffler,67.44,1079,16
2024,0,34374,Erik Barnes,67.5,135,2
2024,0,29420,Billy Horschel,67.6,676,10
2024,0,45242,Kevin Yu,67.63,541,8
2024,0,27936,Martin Laird,67.8,339,5
2024,0,52375,Doug Ghim,67.89,611,9
2024,0,12716,Charley Hoffman,68.0,544,8
2024,0,32791,K.H. Lee,68.0,476,7
2024,0,22405,Justin Rose,68.2,341,5
2024,0,55454,Carl Yuan,68.25,273,4
2024,0,47679,Victor Perez,68.29,478,7
2024,0,47995,Davis Riley,68.33,205,3
2024,0,48119,Ben Taylor,68.33,205,3
2024,0,34098,Russell Henley,68.46,890,13
2024,0,34563,Chesson Hadley,68.5,137,2
2024,0,58168,Davis Thompson,68.5,685,10
2024,0,54591,Ben Griffin,68.54,891,13
2024,0,51349,Nico Echavarria,68.63,549,8
2024,0,51977,Max Greyserman,68.64,755,11
2024,0,48081,Xander Schauffele,68.67,1236,18
2024,0,33399,Adam Hadwin,68.71,481,7
2024,0,51997,Andrew Novak,68.73,756,11
2024,0,47993,Denny McCarthy,68.78,619,9
2024,0,35506,Mackenzie Hughes,68.8,688,10
2024,0,46717,Viktor Hovland,68.83,413,6
2024,0,46442,Maverick McNealy,68.85,895,13
2024,0,51766,Wyndham Clark,68.88,551,8
2024,0,52215,Robert MacIntyre,68.88,551,8
2024,0,45522,Christiaan Bezuidenhout,68.89,620,9
2024,0,27349,Alex Noren,68.92,827,12
2024,0,37212,Paul Barjon,69.0,69,1
2024,0,32757,Patton Kizzire,69.0,483,7
2024,0,48699,Callum Tarren,69.0,69,1
2024,0,54576,Patrick Fishburn,69.13,553,8
2024,0,51890,Greyson Sigg,69.13,553,8
2024,0,33141,Keegan Bradley,69.14,484,7
2024,0,27064,Jhonattan Vegas,69.14,484,7
2024,0,57900,Chandler Phillips,69.17,415,6
2024,0,59143,Mac Meissner,69.2,346,5
2024,0,34256,Andrew Putnam,69.2,346,5
2024,0,57362,Austin Eckroat,69.22,623,9
2024,0,33448,Justin Thomas,69.22,623,9
2024,0,27129,Luke List,69.25,277,4
2024,0,35532,Tom Hoge,69.27,762,11
2024,0,39975,Michael Kim,69.29,485,7
2024,0,48867,Matti Schmid,69.29,485,7
2024,0,32070,Rafael Campos,69.33,208,3
2024,0,47988,Nick Hardy,69.33,208,3
2024,0,46113,Ryan McCormick,69.33,208,3
2024,0,29908,C.T. Pan,69.33,416,6
2024,0,40026,Daniel Berger,69.38,555,8
2024,0,32366,Kevin Chappell,69.4,347,5
2024,0,35461,Beau Hossler,69.4,694,10
2024,0,46414,Aaron Rai,69.4,694,10
2024,0,34046,Jordan Spieth,69.4,347,5
2024,0,36799,Stephan Jaeger,69.45,764,11
2024,0,35310,Lanto Griffin,69.5,417,6
2024,0,60767,Blaine Hale Jr.,69.5,139,2
2024,0,33968,Thorbjørn Olesen,69.5,139,2
2024,0,48153,Matthieu Pavon,69.5,417,6
2024,0,27649,Brandt Snedeker,69.5,278,4
2024,0,25493,Nick Taylor,69.5,417,6
2024,0,52666,Sami Valimaki,69.5,278,4
2024,0,39971,Sungjae Im,69.54,904,13
2024,0,37455,Si Woo Kim,69.56,626,9
2024,0,29725,Tony Finau,69.58,835,12
2024,0,29535,Brice Garnett,69.6,348,5
2024,0,54421,Garrick Higgo,69.6,348,5
2024,0,28237,Rory McIlroy,69.64,975,14
2024,0,51634,Sahith Theegala,69.64,766,11
2024,0,40058,Zac Blair,69.67,627,9
2024,0,28420,Ryan Brehm,69.67,209,3
2024,0,60004,Jacob Bridgeman,69.67,836,12
2024,0,48084,Wesley Bryan,69.67,209,3
2024,0,36801,Mark Hubbard,69.67,418,6
2024,0,36884,Ben Kohles,69.67,836,12
2024,0,38991,Alejandro Tosti,69.67,418,6
2024,0,28252,Seamus Power,69.69,906,13
2024,0,32839,Hideki Matsuyama,69.7,697,10
2024,0,47591,Eric Cole,69.73,767,11
2024,0,49947,Taylor Moore,69.75,558,8
2024,0,35617,Martin Trainer,69.75,279,4
2024,0,48117,Kurt Kitayama,69.78,628,9
2024,0,24502,Adam Scott,69.78,628,9
2024,0,30911,Tommy Fleetwood,69.8,698,10
2024,0,37275,Sam Ryder,69.8,349,5
2024,0,40250,Taylor Pendrith,69.82,768,11
2024,0,40098,Matt Fitzpatrick,69.88,559,8
2024,0,50484,Hayden Springer,69.88,559,8
2024,0,34076,Joel Dahmen,69.89,629,9
2024,0,34021,Bud Cauley,70.0,210,3
2024,0,33653,Thomas Detry,70.0,490,7
2024,0,55182,Tom Kim,70.0,630,9
2024,0,28775,Nate Lashley,70.0,420,6
2024,0,37378,Min Woo Lee,70.0,350,5
2024,0,23320,Ryan Palmer,70.0,140,2
2024,0,46340,Alex Smalley,70.0,490,7
2024,0,50095,Austin Smotherman,70.0,140,2
2024,0,40115,Adam Svensson,70.0,630,9
2024,0,54783,Dylan Wu,70.0,280,4
2024,0,40162,Justin Lower,70.09,771,11
2024,0,27644,Brian Harman,70.11,631,9
2024,0,32102,Rickie Fowler,70.13,561,8
2024,0,39324,J.J. Spaun,70.14,491,7
2024,0,36326,David Lipsky,70.17,421,6
2024,0,36871,Matt NeSmith,70.17,421,6
2024,0,33948,Byeong Hun An,70.2,702,10
2024,0,51696,Rico Hoey,70.22,632,9
2024,0,47663,Kevin Dougherty,70.25,281,4
2024,0,30163,Henrik Norlander,70.33,844,12
2024,0,39997,Corey Conners,70.36,774,11
2024,0,25900,Lucas Glover,70.36,774,11
2024,0,54628,Lee Hodges,70.42,845,12
2024,0,52955,Ludvig Åberg,70.5,846,12
2024,0,33408,Tyson Alexander,70.5,423,6
2024,0,35450,Patrick Cantlay,70.5,705,10
2024,0,24024,Zach Johnson,70.5,141,2
2024,0,55789,Taylor Montgomery,70.5,282,4
2024,0,28089,Jason Day,70.56,635,9
2024,0,36699,Patrick Rodgers,70.58,847,12
2024,0,56630,Akshay Bhatia,70.6,706,10
2024,0,32640,Troy Merritt,70.6,353,5
2024,0,47347,Adam Schenk,70.6,353,5
2024,0,55893,Sam Stevens,70.6,706,10
2024,0,32333,Kevin Tway,70.63,565,8
2024,0,50497,Adrien Dumont de Chassart,70.67,212,3
2024,0,46441,Robby Shelton,70.67,424,6
2024,0,30927,Brendon Todd,70.7,707,10
2024,0,50525,Collin Morikawa,70.71,990,14
2024,0,32367,Jorge Campillo,70.75,283,4
2024,0,29936,Ryan Fox,70.75,566,8
2024,0,47420,Jake Knapp,70.75,566,8
2024,0,45609,Tyler Duncan,70.8,354,5
2024,0,49771,J.T. Poston,70.8,708,10
2024,0,50493,Justin Suh,70.8,354,5
2024,0,51894,Vince Whaley,70.88,567,8
2024,0,47504,Sam Burns,71.0,923,13
2024,0,59442,Parker Coody,71.0,355,5
2024,0,52514,Trace Crowe,71.0,355,5
2024,0,23108,Matt Kuchar,71.0,355,5
2024,0,39546,Keith Mitchell,71.0,497,7
2024,0,47806,Raul Pereda,71.0,71,1
2024,0,39327,Ben Silverman,71.0,710,10
2024,0,34587,Chan Kim,71.13,569,8
2024,0,34255,Joseph Bramlett,71.14,498,7
2024,0,59836,Pierceson Coody,71.14,498,7
2024,0,48887,Matt Wallace,71.17,427,6
2024,0,33204,Shane Lowry,71.22,641,9
2024,0,34099,Harris English,71.25,570,8
2024,0,31646,Emiliano Grillo,71.25,570,8
2024,0,57975,Harry Hall,71.25,285,4
2024,0,27214,Kevin Streelman,71.25,285,4
2024,0,57366,Cameron Young,71.27,784,11
2024,0,47983,Chad Ramey,71.3,713,10
2024,0,56149,Wilson Furr,71.33,214,3
2024,0,60067,Joe Highsmith,71.4,357,5
2024,0,49960,Sepp Straka,71.44,643,9
2024,0,52374,Brandon Wu,71.5,286,4
2024,0,40006,Erik van Rooyen,71.57,501,7
2024,0,22371,Aaron Baddeley,71.6,358,5
2024,0,50188,S.H. Kim,71.6,358,5
2024,0,27139,David Skinns,71.63,573,8
2024,0,34466,Peter Malnati,71.67,215,3
2024,0,30926,Chris Kirk,71.7,717,10
2024,0,26476,Chez Reavie,71.75,287,4
2024,0,29221,Webb Simpson,71.75,287,4
2024,0,59866,Nick Dunlap,71.86,503,7
2024,0,39977,Max Homa,71.86,503,7
2024,0,52372,Cameron Champ,72.0,288,4
2024,0,51070,Vincent Norrman,72.0,288,4
2024,0,27770,Camilo Villegas,72.0,72,1
2024,0,45157,Cam Davis,72.14,505,7
2024,0,33486,Roger Sloan,72.5,145,2
2024,0,31323,Gary Woodland,72.75,291,4
2024,0,47483,Will Zalatoris,72.8,728,10
2024,0,52453,Nicolai Højgaard,73.0,292,4
2024,0,26596,Ryan Moore,73.0,292,4
2024,0,55708,Hayden Buckley,73.25,293,4
2024,0,48319,Tom Whitney,73.75,295,4
2024,0,29478,Kevin Kisner,79.0,79,1
2023,0,52955,Ludvig Åberg,67.29,471,7
2023,0,45609,Tyler Duncan,67.43,472,7
2023,0,32366,Kevin Chappell,67.5,135,2
2023,0,46442,Maverick McNealy,67.57,473,7
2023,0,52372,Cameron Champ,67.6,338,5
2023,0,51634,Sahith Theegala,67.67,812,12
2023,0,32791,K.H. Lee,67.8,678,10
2023,0,27349,Alex Noren,67.89,611,9
2023,0,24925,Jonathan Byrd,68.0,136,2
2023,0,59018,Ryan Gerard,68.0,340,5
2023,0,26596,Ryan Moore,68.0,408,6
2023,0,25493,Nick Taylor,68.0,612,9
2023,0,46046,Scottie Scheffler,68.06,1157,17
2023,0,31646,Emiliano Grillo,68.17,818,12
2023,0,19803,Ryan Armour,68.25,273,4
2023,0,28237,Rory McIlroy,68.25,819,12
2023,0,49960,Sepp Straka,68.25,546,8
2023,0,53165,Doc Redman,68.33,205,3
2023,0,34363,Tyrrell Hatton,68.36,752,11
2023,0,45157,Cam Davis,68.42,821,12
2023,0,28420,Ryan Brehm,68.5,411,6
2023,0,27129,Luke List,68.5,274,4
2023,0,48699,Callum Tarren,68.5,411,6
2023,0,35506,Mackenzie Hughes,68.57,480,7
2023,0,25686,Jason Dufner,68.6,343,5
2023,0,47504,Sam Burns,68.63,549,8
2023,0,52513,Carson Young,68.67,618,9
2023,0,39977,Max Homa,68.75,1100,16
2023,0,28089,Jason Day,68.8,688,10
2023,0,57362,Austin Eckroat,68.82,757,11
2023,0,58696,Peter Kuest,68.83,413,6
2023,0,51070,Vincent Norrman,68.83,413,6
2023,0,34610,Matthias Schwab,68.83,413,6
2023,0,25900,Lucas Glover,68.85,895,13
2023,0,39058,Lucas Herbert,68.86,482,7
2023,0,55454,Carl Yuan,68.86,482,7
2023,0,35450,Patrick Cantlay,68.88,1102,16
2023,0,55182,Tom Kim,68.9,689,10
2023,0,40058,Zac Blair,69.0,345,5
2023,0,55708,Hayden Buckley,69.0,345,5
2023,0,47591,Eric Cole,69.0,1104,16
2023,0,29970,Dylan Frittelli,69.0,69,1
2023,0,52375,Doug Ghim,69.0,414,6
2023,0,49298,Kramer Hickok,69.0,276,4
2023,0,50525,Collin Morikawa,69.0,966,14
2023,0,46601,Trey Mullinax,69.0,69,1
2023,0,37275,Sam Ryder,69.0,828,12
2023,0,45242,Kevin Yu,69.0,483,7
2023,0,27644,Brian Harman,69.07,967,14
2023,0,47993,Denny McCarthy,69.1,691,10
2023,0,37455,Si Woo Kim,69.11,622,9
2023,0,56630,Akshay Bhatia,69.14,484,7
2023,0,34076,Joel Dahmen,69.14,484,7
2023,0,22056,Cameron Percy,69.14,484,7
2023,0,49771,J.T. Poston,69.15,899,13
2023,0,47079,Harrison Endycott,69.2,346,5
2023,0,40098,Matt Fitzpatrick,69.2,692,10
2023,0,39975,Michael Kim,69.2,692,10
2023,0,50188,S.H. Kim,69.2,692,10
