YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
2024,0,32367,Jorge Campillo,"22' 5""",403.167,18,-1
2024,0,33448,Justin Thomas,"22' 10""",571.667,25,-3
2024,0,27770,Camilo Villegas,"23' 6""",376.25,16,-2
2024,0,47679,Victor Perez,"24' 1""",505.833,21,-3
2024,0,37275,Sam Ryder,"24' 5""",830.5,34,E
2024,0,26476,Chez Reavie,"24' 9""",544.333,22,+4
2024,0,34563,Chesson Hadley,"25' 1""",878.083,35,-8
2024,0,36871,Matt NeSmith,"25' 2""",753.75,30,E
2024,0,40058,Zac Blair,"25' 5""",712.0,28,-3
2024,0,54591,Ben Griffin,"25' 8""",1129.167,44,-5
2024,0,51997,Andrew Novak,"25' 8""",795.667,31,+2
2024,0,25493,Nick Taylor,"25' 9""",540.917,21,-4
2024,0,27936,Martin Laird,"25' 10""",594.833,23,+1
2024,0,28775,Nate Lashley,"25' 10""",1212.583,47,-4
2024,0,32366,Kevin Chappell,"25' 11""",544.833,21,+3
2024,0,55182,Tom Kim,"26' 5""",449.0,17,-4
2024,0,26596,Ryan Moore,"26' 6""",317.75,12,-2
2024,0,54783,Dylan Wu,"26' 8""",746.917,28,-7
2024,0,32839,Hideki Matsuyama,"27' 0""",647.833,24,+3
2024,0,29420,Billy Horschel,"27' 5""",684.5,25,-5
2024,0,28420,Ryan Brehm,"27' 9""",637.333,23,E
2024,0,32757,Patton Kizzire,"27' 9""",971.917,35,-4
2024,0,35461,Beau Hossler,"27' 10""",1337.667,48,-2
2024,0,32640,Troy Merritt,"27' 11""",752.667,27,E
2024,0,51766,Wyndham Clark,"28' 0""",980.5,35,+1
2024,0,50497,Adrien Dumont de Chassart,"28' 0""",1233.25,44,+1
2024,0,47995,Davis Riley,"28' 3""",1159.0,41,-4
2024,0,37455,Si Woo Kim,"28' 4""",680.333,24,+1
2024,0,47988,Nick Hardy,"28' 5""",1393.5,49,+1
2024,0,47420,Jake Knapp,"28' 5""",795.167,28,+1
2024,0,51287,Ryo Hisatsune,"28' 6""",855.75,30,+3
2024,0,36326,David Lipsky,"28' 7""",629.5,22,+1
2024,0,47806,Raul Pereda,"28' 8""",745.583,26,-4
2024,0,56149,Wilson Furr,"28' 9""",834.5,29,+2
2024,0,34256,Andrew Putnam,"28' 11""",578.75,20,-4
2024,0,45609,Tyler Duncan,"29' 1""",668.167,23,+1
2024,0,31646,Emiliano Grillo,"29' 1""",610.0,21,-2
2024,0,55708,Hayden Buckley,"29' 2""",992.167,34,-1
2024,0,47483,Will Zalatoris,"29' 3""",672.5,23,+2
2024,0,40162,Justin Lower,"29' 5""",1234.583,42,-3
2024,0,46046,Scottie Scheffler,"29' 6""",738.167,25,+1
2024,0,52375,Doug Ghim,"29' 7""",1095.667,37,+2
2024,0,50095,Austin Smotherman,"29' 7""",738.75,25,E
2024,0,31323,Gary Woodland,"29' 7""",1095.167,37,+2
2024,0,33204,Shane Lowry,"29' 8""",534.0,18,+2
2024,0,34046,Jordan Spieth,"29' 10""",627.083,21,-5
2024,0,25900,Lucas Glover,"29' 11""",717.5,24,E
2024,0,52453,Nicolai Højgaard,"30' 0""",479.333,16,+1
2024,0,51634,Sahith Theegala,"30' 0""",1350.417,45,-1
2024,0,51894,Vince Whaley,"30' 0""",1378.25,46,+7
2024,0,57366,Cameron Young,"30' 0""",930.833,31,-1
2024,0,47591,Eric Cole,"30' 1""",1504.25,50,+4
2024,0,27129,Luke List,"30' 1""",1084.167,36,+4
2024,0,55789,Taylor Montgomery,"30' 1""",842.583,28,+5
2024,0,27214,Kevin Streelman,"30' 2""",1177.5,39,-1
2024,0,32333,Kevin Tway,"30' 2""",753.333,25,E
2024,0,32070,Rafael Campos,"30' 3""",847.333,28,+1
2024,0,24024,Zach Johnson,"30' 3""",423.5,14,E
2024,0,48699,Callum Tarren,"30' 3""",1452.5,48,+6
2024,0,27064,Jhonattan Vegas,"30' 4""",939.083,31,-3
2024,0,27649,Brandt Snedeker,"30' 5""",851.333,28,E
2024,0,59442,Parker Coody,"30' 6""",945.333,31,+2
2024,0,28252,Seamus Power,"30' 6""",853.0,28,-1
2024,0,48084,Wesley Bryan,"30' 8""",798.0,26,+1
2024,0,40098,Matt Fitzpatrick,"30' 8""",306.417,10,+1
2024,0,59095,Chris Gotterup,"30' 11""",1607.417,52,-1
2024,0,35310,Lanto Griffin,"30' 11""",959.167,31,E
2024,0,40250,Taylor Pendrith,"30' 11""",1298.833,42,+2
2024,0,34587,Chan Kim,"31' 2""",1371.25,44,-2
2024,0,39324,J.J. Spaun,"31' 4""",1440.333,46,+6
2024,0,50188,S.H. Kim,"31' 5""",1288.333,41,+10
2024,0,39546,Keith Mitchell,"31' 5""",1759.167,56,-1
2024,0,34076,Joel Dahmen,"31' 6""",849.5,27,+2
2024,0,48117,Kurt Kitayama,"31' 6""",851.5,27,+4
2024,0,48319,Tom Whitney,"31' 6""",1072.25,34,+4
2024,0,46340,Alex Smalley,"31' 8""",1170.417,37,E
2024,0,33141,Keegan Bradley,"31' 9""",1207.667,38,+5
2024,0,50493,Justin Suh,"31' 9""",1302.75,41,+3
2024,0,23108,Matt Kuchar,"31' 11""",924.583,29,+2
2024,0,34374,Erik Barnes,"32' 2""",868.333,27,+6
2024,0,32102,Rickie Fowler,"32' 3""",774.083,24,-5
2024,0,57975,Harry Hall,"32' 3""",1032.75,32,+2
2024,0,39997,Corey Conners,"32' 5""",907.083,28,+1
2024,0,22371,Aaron Baddeley,"32' 6""",748.0,23,E
2024,0,34255,Joseph Bramlett,"32' 6""",1429.5,44,+1
2024,0,54576,Patrick Fishburn,"32' 6""",1201.083,37,-2
2024,0,27644,Brian Harman,"32' 6""",877.417,27,+1
2024,0,36801,Mark Hubbard,"32' 6""",910.417,28,+6
2024,0,49947,Taylor Moore,"32' 6""",1364.167,42,-3
2024,0,52374,Brandon Wu,"32' 7""",749.333,23,+4
2024,0,52372,Cameron Champ,"32' 8""",783.167,24,E
2024,0,30926,Chris Kirk,"32' 8""",816.167,25,+2
2024,0,29221,Webb Simpson,"32' 10""",918.75,28,+2
2024,0,40115,Adam Svensson,"32' 11""",1250.75,38,-4
2024,0,46441,Robby Shelton,"33' 0""",792.25,24,+2
2024,0,52513,Carson Young,"33' 0""",890.167,27,+7
2024,0,48153,Matthieu Pavon,"33' 1""",562.167,17,+2
2024,0,48119,Ben Taylor,"33' 1""",1057.583,32,+5
2024,0,28237,Rory McIlroy,"33' 3""",864.083,26,+1
2024,0,47983,Chad Ramey,"33' 3""",1064.0,32,-3
2024,0,48867,Matti Schmid,"33' 3""",1363.583,41,+6
2024,0,59836,Pierceson Coody,"33' 5""",1672.25,50,+4
2024,0,30163,Henrik Norlander,"33' 5""",501.333,15,+1
2024,0,29908,C.T. Pan,"33' 5""",835.583,25,E
2024,0,59143,Mac Meissner,"33' 6""",1440.75,43,+1
2024,0,47504,Sam Burns,"33' 7""",973.917,29,-4
2024,0,27349,Alex Noren,"33' 7""",637.833,19,-2
2024,0,39977,Max Homa,"33' 8""",740.083,22,+1
2024,0,60067,Joe Highsmith,"33' 10""",1320.25,39,+4
2024,0,34098,Russell Henley,"33' 11""",712.75,21,-2
2024,0,34466,Peter Malnati,"33' 11""",1220.333,36,+6
2024,0,27330,Josh Teater,"33' 11""",881.333,26,+1
2024,0,33408,Tyson Alexander,"34' 3""",1301.0,38,-1
2024,0,36884,Ben Kohles,"34' 4""",892.5,26,+2
2024,0,52666,Sami Valimaki,"34' 4""",961.0,28,-1
2024,0,35617,Martin Trainer,"34' 6""",930.417,27,-1
2024,0,29936,Ryan Fox,"34' 7""",1488.667,43,+4
2024,0,39327,Ben Silverman,"34' 7""",1002.917,29,-3
2024,0,45242,Kevin Yu,"34' 7""",1177.0,34,+7
2024,0,33948,Byeong Hun An,"34' 8""",1213.083,35,+1
2024,0,32791,K.H. Lee,"34' 9""",973.5,28,+3
2024,0,51349,Nico Echavarria,"34' 10""",1079.167,31,-1
2024,0,36799,Stephan Jaeger,"34' 10""",1149.583,33,+9
2024,0,33968,Thorbjørn Olesen,"34' 10""",488.083,14,+4
2024,0,46414,Aaron Rai,"34' 10""",661.833,19,+1
2024,0,30927,Brendon Todd,"34' 10""",905.833,26,+3
2024,0,28089,Jason Day,"35' 0""",909.417,26,-5
2024,0,27139,David Skinns,"35' 0""",1261.417,36,+7
2024,0,60767,Blaine Hale Jr.,"35' 1""",912.833,26,+8
2024,0,47347,Adam Schenk,"35' 3""",1481.0,42,-1
2024,0,38991,Alejandro Tosti,"35' 3""",1338.083,38,+10
2024,0,51977,Max Greyserman,"35' 5""",1311.75,37,+5
2024,0,50525,Collin Morikawa,"35' 5""",814.167,23,+5
2024,0,36699,Patrick Rodgers,"35' 5""",1629.833,46,+1
2024,0,58168,Davis Thompson,"35' 5""",1132.333,32,-4
2024,0,52514,Trace Crowe,"35' 6""",995.083,28,+1
2024,0,47993,Denny McCarthy,"35' 6""",781.25,22,+5
2024,0,52215,Robert MacIntyre,"35' 7""",961.667,27,-3
2024,0,55454,Carl Yuan,"35' 7""",1528.417,43,+10
2024,0,35532,Tom Hoge,"35' 8""",1534.083,43,+4
2024,0,34021,Bud Cauley,"35' 9""",1000.25,28,+4
2024,0,54421,Garrick Higgo,"35' 9""",1429.667,40,-1
2024,0,48887,Matt Wallace,"35' 9""",1037.75,29,+4
2024,0,37378,Min Woo Lee,"36' 0""",1115.917,31,+4
2024,0,24502,Adam Scott,"36' 1""",1083.083,30,+1
2024,0,46717,Viktor Hovland,"36' 2""",723.667,20,+4
2024,0,50484,Hayden Springer,"36' 2""",1627.5,45,+7
2024,0,12716,Charley Hoffman,"36' 3""",1703.083,47,+7
2024,0,48081,Xander Schauffele,"36' 3""",1051.0,29,+4
2024,0,60004,Jacob Bridgeman,"36' 4""",1380.083,38,-3
2024,0,29535,Brice Garnett,"36' 6""",401.75,11,E
2024,0,47663,Kevin Dougherty,"36' 7""",1317.833,36,+3
2024,0,30911,Tommy Fleetwood,"36' 8""",696.833,19,+2
2024,0,46442,Maverick McNealy,"36' 9""",1102.083,30,+7
2024,0,51696,Rico Hoey,"36' 10""",1400.083,38,+10
2024,0,46113,Ryan McCormick,"37' 0""",998.167,27,+4
2024,0,29725,Tony Finau,"37' 1""",1224.083,33,+3
2024,0,54628,Lee Hodges,"37' 1""",1148.917,31,+3
2024,0,51890,Greyson Sigg,"37' 1""",705.083,19,+4
2024,0,40026,Daniel Berger,"37' 2""",632.5,17,+8
2024,0,33653,Thomas Detry,"37' 2""",1040.333,28,-1
2024,0,35506,Mackenzie Hughes,"37' 2""",1895.0,51,+1
2024,0,57900,Chandler Phillips,"37' 2""",1338.417,36,+3
2024,0,52955,Ludvig Åberg,"37' 7""",865.167,23,+3
