YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
2022,0,48081,Xander Schauffele,9.77,4258.65,436
2022,0,39953,Chase Seiffert,9.75,3420.72,351
2022,0,52374,Brandon Wu,9.69,4389.95,453
2022,0,36801,Mark Hubbard,9.68,5186.3,536
2022,0,29725,Tony Finau,9.65,6039.67,626
2022,0,27936,Martin Laird,9.62,5812.51,604
2022,0,48822,Sebastián Muñoz,9.61,6781.34,706
2022,0,33122,Russell Knox,9.55,6901.34,723
2022,0,51634,Sahith Theegala,9.54,8913.34,934
2022,0,48117,Kurt Kitayama,9.52,3951.6,415
2022,0,30978,Kiradech Aphibarnrat,9.48,3657.5,386
2022,0,34046,Jordan Spieth,9.45,5209.41,551
2022,0,51997,Andrew Novak,9.43,4825.95,512
2022,0,34563,Chesson Hadley,9.41,5079.97,540
2022,0,10381,Curtis Thompson,9.39,3494.46,372
2022,0,51766,Wyndham Clark,9.31,5950.24,639
2022,0,54421,Garrick Higgo,9.29,3000.02,323
2022,0,35879,Kelly Kraft,9.29,5214.28,561
2022,0,37212,Paul Barjon,9.27,4948.48,534
2022,0,45486,Joaquin Niemann,9.21,4744.16,515
2022,0,27770,Camilo Villegas,9.21,4155.33,451
2022,0,40098,Matt Fitzpatrick,9.17,3962.27,432
2022,0,24361,Pat Perez,9.17,4365.18,476
2022,0,27129,Luke List,9.15,5810.32,635
2022,0,32662,Michael Gligic,9.14,4762.34,521
2022,0,39997,Corey Conners,9.13,6472.25,709
2022,0,27064,Jhonattan Vegas,9.07,4705.12,519
2022,0,34466,Peter Malnati,9.02,8495.76,942
2022,0,36699,Patrick Rodgers,9.02,6139.31,681
2022,0,47529,Mito Pereira,9.01,6857.51,761
2022,0,40115,Adam Svensson,8.99,7134.33,794
2022,0,37275,Sam Ryder,8.98,6701.29,746
2022,0,49298,Kramer Hickok,8.96,6256.29,698
2022,0,46550,Brandon Hagy,8.89,5034.29,566
2022,0,27349,Alex Noren,8.87,3797.26,428
2022,0,31323,Gary Woodland,8.84,4048.17,458
2022,0,29970,Dylan Frittelli,8.83,5967.72,676
2022,0,39058,Lucas Herbert,8.82,2716.63,308
2022,0,30163,Henrik Norlander,8.81,4495.15,510
2022,0,29974,Branden Grace,8.79,3209.96,365
2022,0,34360,Patrick Reed,8.79,4006.38,456
2022,0,35617,Martin Trainer,8.78,5023.05,572
2022,0,28114,Dawie van der Walt,8.78,4283.77,488
2022,0,31557,Jim Herman,8.77,3164.67,361
2022,0,34610,Matthias Schwab,8.64,4399.91,509
2022,0,53165,Doc Redman,8.59,5026.41,585
2022,0,34256,Andrew Putnam,8.55,6274.35,734
2022,0,32333,Kevin Tway,8.52,4999.96,587
2022,0,46340,Alex Smalley,8.48,5717.52,674
2022,0,24980,Scott Gutschewski,8.46,2994.91,354
2022,0,33490,Bo Hoag,8.35,2754.22,330
2022,0,51894,Vince Whaley,8.33,5648.57,678
2022,0,24502,Adam Scott,8.28,4685.5,566
2022,0,39977,Max Homa,8.14,5365.52,659
2022,0,49947,Taylor Moore,8.0,6551.92,819
2022,0,35310,Lanto Griffin,7.98,4909.95,615
2022,0,28252,Seamus Power,7.95,3618.71,455
2022,0,26300,Matt Jones,7.91,3884.9,491
2022,0,34431,Robert Streb,7.77,5348.41,688
2022,0,21961,Charles Howell III,7.76,3476.19,448
2022,0,47347,Adam Schenk,7.1,4832.58,681
2022,0,27139,David Skinns,7.06,3254.89,461
2022,0,48699,Callum Tarren,6.97,3429.66,492
2022,0,36884,Ben Kohles,6.93,2888.96,417
2022,0,46414,Aaron Rai,6.93,4536.06,655
2022,0,27095,Nick Watney,6.53,3482.81,533
2022,0,52372,Cameron Champ,6.51,2636.59,405
2021,0,26758,David Hearn,14.23,3244.93,228
2021,0,1810,Phil Mickelson,13.49,2454.52,182
2021,0,32448,James Hahn,13.45,3524.27,262
2021,0,46435,Austin Cook,13.32,4809.51,361
2021,0,29926,Danny Lee,13.22,2643.66,200
2021,0,35449,Adam Long,13.13,3717.18,283
2021,0,27974,Sung Kang,13.01,3745.98,288
2021,0,30944,Jason Kokrak,12.96,3680.57,284
2021,0,33141,Keegan Bradley,12.88,3774.07,293
2021,0,29221,Webb Simpson,12.82,2435.39,190
2021,0,19846,Brian Gay,12.76,3586.24,281
2021,0,22405,Justin Rose,12.59,1800.38,143
2021,0,39975,Michael Kim,12.56,2637.44,210
2021,0,23325,Vaughn Taylor,12.55,3326.45,265
2021,0,33948,Byeong Hun An,12.49,3621.52,290
2021,0,26476,Chez Reavie,12.4,3843.83,310
2021,0,35461,Beau Hossler,12.35,3916.18,317
2021,0,24924,Bill Haas,12.3,1857.25,151
2021,0,49960,Sepp Straka,12.26,3702.19,302
2021,0,23320,Ryan Palmer,12.2,2623.67,215
2021,0,37189,Harold Varner III,12.14,4188.41,345
2021,0,34174,John Huh,12.12,2594.05,214
2021,0,27644,Brian Harman,12.07,4875.72,404
2021,0,28237,Rory McIlroy,12.06,2592.84,215
2021,0,32139,Danny Willett,12.0,1224.29,102
2021,0,32150,Michael Thompson,11.97,3327.9,278
2021,0,28089,Jason Day,11.95,2438.31,204
2021,0,24357,K.J. Choi,11.94,4870.33,408
2021,0,45157,Cam Davis,11.93,4320.26,362
2021,0,33120,Mark Anderson,11.92,1918.41,161
2021,0,33410,Andrew Landry,11.92,3135.04,263
2021,0,24024,Zach Johnson,11.9,3618.8,304
2021,0,23623,Bo Van Pelt,11.9,2391.91,201
2021,0,25632,Jimmy Walker,11.9,2772.91,233
2021,0,32102,Rickie Fowler,11.83,2945.28,249
2021,0,29268,Bronson Burgoon,11.78,2957.38,251
2021,0,39324,J.J. Spaun,11.76,2600.06,221
2021,0,32640,Troy Merritt,11.75,3596.32,306
2021,0,47128,Richy Werenski,11.75,4302.03,366
2021,0,35506,Mackenzie Hughes,11.71,3138.32,268
2021,0,34363,Tyrrell Hatton,11.67,1937.54,166
2021,0,29535,Brice Garnett,11.65,3379.65,290
2021,0,30927,Brendon Todd,11.64,2920.52,251
2021,0,47993,Denny McCarthy,11.63,3652.93,314
2021,0,26329,Louis Oosthuizen,11.55,2424.5,210
2021,0,27649,Brandt Snedeker,11.55,3615.95,313
2021,0,35230,Nelson Ledesma,11.54,1835.38,159
2021,0,20229,Stewart Cink,11.53,3517.25,305
2021,0,23983,Luke Donald,11.53,2167.11,188
2021,0,32618,Rhein Gibson,11.52,1843.23,160
2021,0,25818,Scott Piercy,11.49,7550.54,657
2021,0,22056,Cameron Percy,11.46,3393.11,296
2021,0,48887,Matt Wallace,11.42,1382.18,121
2021,0,52375,Doug Ghim,11.38,3312.34,291
2021,0,35891,Cameron Smith,11.34,2846.99,251
2021,0,25493,Nick Taylor,11.34,3879.12,342
2021,0,39546,Keith Mitchell,11.32,2862.75,253
2021,0,28775,Nate Lashley,11.31,2804.99,248
2021,0,24781,Hunter Mahan,11.3,2079.96,184
2021,0,29420,Billy Horschel,11.29,2676.5,237
2021,0,29908,C.T. Pan,11.29,3297.05,292
2021,0,24140,Sean O'Hair,11.28,2471.25,219
2021,0,23621,Rory Sabbatini,11.27,3155.26,280
2021,0,30926,Chris Kirk,11.25,3735.35,332
2021,0,49771,J.T. Poston,11.22,3544.84,316
2021,0,30110,Kyle Stanley,11.22,3510.85,313
2021,0,51766,Wyndham Clark,11.2,1064.19,95
2021,0,46441,Robby Shelton,11.14,3196.77,287
2021,0,21209,Sergio Garcia,11.1,3062.77,276
2021,0,29478,Kevin Kisner,11.1,2742.44,247
2021,0,23108,Matt Kuchar,11.1,1997.22,180
2021,0,28679,Fabián Gómez,11.09,1642.04,148
2021,0,32757,Patton Kizzire,11.09,4127.13,372
2021,0,30911,Tommy Fleetwood,11.07,1583.59,143
2021,0,31420,Anirban Lahiri,11.06,2720.72,246
2021,0,34314,Sebastian Cappelen,11.04,1722.0,156
2021,0,31560,Brian Stuard,11.02,4320.12,392
2021,0,23788,D.J. Trahan,11.02,2149.15,195
2021,0,34255,Joseph Bramlett,10.99,2583.8,235
2021,0,27330,Josh Teater,10.96,1742.38,159
2021,0,33486,Roger Sloan,10.95,6768.12,618
2021,0,34563,Chesson Hadley,10.92,2478.3,227
2021,0,47483,Will Zalatoris,10.92,2609.78,239
2021,0,35532,Tom Hoge,10.91,3787.28,347
2021,0,19803,Ryan Armour,10.89,3353.89,308
2021,0,32816,Satoshi Kodaira,10.89,2940.42,270
2021,0,34098,Russell Henley,10.86,3279.23,302
2021,0,46717,Viktor Hovland,10.84,3500.14,323
2021,0,32839,Hideki Matsuyama,10.83,3022.13,279
2021,0,33404,Chris Baker,10.82,1677.84,155
2021,0,12716,Charley Hoffman,10.78,3041.22,282
2021,0,45609,Tyler Duncan,10.77,3326.44,309
2021,0,49964,Aaron Wise,10.69,3034.81,284
2021,0,49298,Kramer Hickok,10.68,2777.82,260
2021,0,33399,Adam Hadwin,10.67,3190.2,299
2021,0,29479,Scott Brown,10.65,2801.96,263
2021,0,31646,Emiliano Grillo,10.65,3120.36,293
2021,0,36689,Brooks Koepka,10.61,1836.19,173
2021,0,30925,Dustin Johnson,10.59,2160.59,204
2021,0,46970,Jon Rahm,10.58,2199.86,208
2021,0,27214,Kevin Streelman,10.58,3448.03,326
2021,0,46046,Scottie Scheffler,10.52,3418.86,325
2021,0,34076,Joel Dahmen,10.51,2848.3,271
2021,0,45526,Abraham Ancer,10.47,3455.42,330
2021,0,29725,Tony Finau,10.45,2935.64,281
2021,0,32070,Rafael Campos,10.39,1756.74,169
2021,0,35617,Martin Trainer,10.39,1973.65,190
2021,0,48119,Ben Taylor,10.38,1421.39,137
2021,0,40006,Erik van Rooyen,10.38,2637.7,254
2021,0,33667,Carlos Ortiz,10.37,3504.82,338
2021,0,30692,Scott Stallings,10.36,2486.84,240
2021,0,33448,Justin Thomas,10.33,2438.42,236
2021,0,25364,Paul Casey,10.32,2456.5,238
2021,0,50525,Collin Morikawa,10.27,2270.42,221
2021,0,32791,K.H. Lee,10.23,4010.72,392
2021,0,39971,Sungjae Im,10.19,4665.91,458
2021,0,24138,Ian Poulter,10.19,2303.23,226
2021,0,46402,Talor Gooch,10.18,3287.16,323
2021,0,47959,Bryson DeChambeau,10.09,1665.4,165
2021,0,33204,Shane Lowry,10.09,2350.05,233
2021,0,36871,Matt NeSmith,10.04,2590.67,258
2021,0,34046,Jordan Spieth,10.04,3031.21,302
2021,0,27141,J.B. Holmes,10.02,4197.69,419
2021,0,29518,Brendan Steele,10.01,2541.48,254
2021,0,34466,Peter Malnati,9.99,2895.8,290
2021,0,34256,Andrew Putnam,9.99,3135.82,314
2021,0,33597,Harry Higgs,9.96,3156.01,317
2021,0,24361,Pat Perez,9.95,2954.97,297
2021,0,56278,Matthew Wolff,9.95,1472.05,148
2021,0,29970,Dylan Frittelli,9.92,5039.18,508
2021,0,26851,Marc Leishman,9.89,1996.79,202
2021,0,32254,Xinjun Zhang,9.88,1915.85,194
2021,0,49766,Hank Lebioda,9.86,2375.97,241
2021,0,26499,Rafa Cabrera Bello,9.84,2163.8,220
2021,0,37455,Si Woo Kim,9.8,3380.3,345
2021,0,27936,Martin Laird,9.8,2429.71,248
2021,0,28420,Ryan Brehm,9.76,1434.65,147
2021,0,35450,Patrick Cantlay,9.75,2700.3,277
2021,0,33419,Cameron Tringale,9.74,2795.22,287
2021,0,25396,Kevin Na,9.73,2890.56,297
2021,0,48081,Xander Schauffele,9.72,1846.83,190
2021,0,40098,Matt Fitzpatrick,9.67,2020.05,209
2021,0,47504,Sam Burns,9.64,2901.47,301
2021,0,25686,Jason Dufner,9.59,3307.13,345
2021,0,48822,Sebastián Muñoz,9.59,3106.5,324
2021,0,27942,Rob Oppenheim,9.58,2501.3,261
2021,0,36699,Patrick Rodgers,9.57,3035.22,317
2021,0,35658,Kris Ventura,9.57,2000.5,209
2021,0,34099,Harris English,9.56,2342.02,245
2021,0,25900,Lucas Glover,9.55,2892.42,303
2021,0,53165,Doc Redman,9.47,2766.58,292
2021,0,46442,Maverick McNealy,9.46,2904.8,307
2021,0,33490,Bo Hoag,9.44,3010.16,319
2021,0,34264,Hudson Swafford,9.41,2353.72,250
2021,0,45486,Joaquin Niemann,9.39,2995.4,319
2021,0,24502,Adam Scott,9.36,1553.5,166
2021,0,40026,Daniel Berger,9.28,2412.17,260
2021,0,27770,Camilo Villegas,9.21,2265.76,246
2021,0,20396,Lee Westwood,9.17,1806.78,197
2021,0,34360,Patrick Reed,9.14,2202.35,241
2021,0,40042,Tyler McCumber,9.11,1921.32,211
2021,0,32662,Michael Gligic,9.09,2491.12,274
2021,0,46550,Brandon Hagy,9.09,2090.36,230
2021,0,27556,Ted Potter Jr.,9.09,2253.5,248
2021,0,36801,Mark Hubbard,8.98,3546.31,395
2021,0,35104,Tom Lewis,8.98,2684.72,299
2021,0,39997,Corey Conners,8.96,3191.17,356
2021,0,27129,Luke List,8.94,2798.8,313
2021,0,39953,Chase Seiffert,8.94,2252.26,252
2021,0,27064,Jhonattan Vegas,8.91,2442.42,274
2021,0,39977,Max Homa,8.87,2252.15,254
2021,0,31323,Gary Woodland,8.87,1419.59,160
2021,0,31557,Jim Herman,8.82,2046.69,232
2021,0,51894,Vince Whaley,8.8,2024.57,230
2021,0,30163,Henrik Norlander,8.76,2732.34,312
2021,0,25804,Bubba Watson,8.73,1535.8,176
2021,0,22371,Aaron Baddeley,8.72,1237.68,142
2021,0,27349,Alex Noren,8.68,2439.81,281
2021,0,32333,Kevin Tway,8.62,1723.78,200
2021,0,26300,Matt Jones,8.44,3256.06,386
2021,0,37275,Sam Ryder,8.38,2119.74,253
2021,0,33413,Ben Martin,8.29,1268.06,153
2021,0,27554,Scott Harrington,8.22,1980.62,241
2021,0,35310,Lanto Griffin,8.05,2037.9,253
2021,0,56762,Will Gordon,7.98,2113.49,265
2021,0,26331,Charl Schwartzel,7.98,2330.4,292
2021,0,33122,Russell Knox,7.97,2859.62,359
2021,0,34213,Grayson Murray,7.79,1099.01,141
2021,0,28252,Seamus Power,7.63,1519.26,199
2021,0,21961,Charles Howell III,7.62,1523.33,200
2021,0,34431,Robert Streb,7.37,2226.95,302
2021,0,29974,Branden Grace,7.34,3811.99,519
2021,0,48045,Michael Gellerman,7.26,987.39,136
2021,0,27095,Nick Watney,7.01,1233.43,176
2021,0,52372,Cameron Champ,6.85,1273.73,186
2021,0,47347,Adam Schenk,6.65,2226.86,335
2020,0,32448,James Hahn,13.91,2378.09,171
2020,0,35449,Adam Long,13.9,3599.32,259
2020,0,29926,Danny Lee,13.29,2843.24,214
2020,0,23325,Vaughn Taylor,13.13,3899.95,297
2020,0,30944,Jason Kokrak,12.82,5152.82,402
2020,0,46435,Austin Cook,12.71,4816.86,379
2020,0,28237,Rory McIlroy,12.65,2631.96,208
2020,0,33141,Keegan Bradley,12.62,2283.85,181
2020,0,39324,J.J. Spaun,12.56,2034.93,162
2020,0,27974,Sung Kang,12.55,2472.54,197
2020,0,52375,Doug Ghim,12.54,1166.31,93
2020,0,32139,Danny Willett,12.53,1478.28,118
2020,0,26758,David Hearn,12.51,1700.83,136
2020,0,25632,Jimmy Walker,12.38,3454.16,279
2020,0,32366,Kevin Chappell,12.33,1664.1,135
2020,0,47959,Bryson DeChambeau,12.32,4422.86,359
2020,0,37189,Harold Varner III,12.28,5488.79,447
2020,0,26476,Chez Reavie,12.19,5606.19,460
2020,0,49964,Aaron Wise,12.15,1372.42,113
2020,0,35732,Wes Roach,12.1,1633.37,135
2020,0,33948,Byeong Hun An,12.08,6206.95,514
2020,0,32640,Troy Merritt,12.05,5361.58,445
2020,0,25493,Nick Taylor,12.03,4282.28,356
2020,2,46717,Viktor Hovland,12.01,7015.74,584
2020,5,50525,Collin Morikawa,11.97,2980.47,249
2020,-2,22056,Cameron Percy,11.96,2571.81,215
2020,-2,25349,Tim Wilkinson,11.96,2882.84,241
2020,-1,24024,Zach Johnson,11.9,4344.06,365
2020,-1,27644,Brian Harman,11.89,7133.44,600
2020,0,29268,Bronson Burgoon,11.86,3202.99,270
2020,0,1810,Phil Mickelson,11.86,1541.18,130
2020,-4,29420,Billy Horschel,11.82,2824.22,239
2020,9,29221,Webb Simpson,11.82,4619.88,391
2020,-1,48887,Matt Wallace,11.78,4135.3,351
2020,-1,30911,Tommy Fleetwood,11.77,1388.41,118
2020,-1,19846,Brian Gay,11.77,2496.27,212
2020,-1,23623,Bo Van Pelt,11.77,3119.43,265
2020,-1,24361,Pat Perez,11.76,3585.33,305
2020,-1,22405,Justin Rose,11.76,3422.16,291
2020,-1,34021,Bud Cauley,11.71,5152.62,440
2020,-1,49960,Sepp Straka,11.71,2436.6,208
2020,1,30927,Brendon Todd,11.59,5622.02,485
2020,-1,29535,Brice Garnett,11.58,1841.81,159
2020,1,33120,Mark Anderson,11.55,1247.39,108
2020,1,28775,Nate Lashley,11.54,3463.42,300
2020,1,27649,Brandt Snedeker,11.54,4766.51,413
2020,-3,34363,Tyrrell Hatton,11.53,1741.08,151
2020,0,35461,Beau Hossler,11.5,4243.19,369
2020,0,24924,Bill Haas,11.48,1343.03,117
2020,0,33449,Zack Sucher,11.48,2031.69,177
2020,3,46970,Jon Rahm,11.46,2463.78,215
2020,-1,21407,Arjun Atwal,11.45,973.45,85
2020,-1,25818,Scott Piercy,11.44,4540.63,397
2020,-1,46441,Robby Shelton,11.4,2496.55,219
2020,0,35891,Cameron Smith,11.36,4736.88,417
2020,0,40058,Zac Blair,11.35,4652.73,410
2020,0,27330,Josh Teater,11.34,2405.11,212
2020,0,35230,Nelson Ledesma,11.33,951.35,84
2020,0,31560,Brian Stuard,11.32,5638.73,498
2020,0,51766,Wyndham Clark,11.31,1831.63,162
2020,0,33410,Andrew Landry,11.31,5192.78,459
2020,0,35506,Mackenzie Hughes,11.29,2857.15,253
2020,1,32150,Michael Thompson,11.27,2592.25,230
2020,1,32102,Rickie Fowler,11.26,3693.45,328
2020,1,32757,Patton Kizzire,11.25,1688.05,150
2020,1,49298,Kramer Hickok,11.19,2360.56,211
2020,1,26329,Louis Oosthuizen,11.18,4092.56,366
2020,1,27214,Kevin Streelman,11.18,5233.15,468
2020,1,47128,Richy Werenski,11.12,2046.04,184
2020,6,23320,Ryan Palmer,11.11,2444.21,220
2020,0,40009,Dominic Bozzelli,11.08,1629.22,147
2020,0,47993,Denny McCarthy,11.08,4799.12,433
2020,0,23621,Rory Sabbatini,11.04,5090.01,461
2020,0,23788,D.J. Trahan,11.04,1136.68,103
2020,1,28307,Matt Every,11.01,1519.74,138
2020,2,33399,Adam Hadwin,10.99,5376.17,489
2020,-4,46046,Scottie Scheffler,10.96,2937.77,268
2020,1,35532,Tom Hoge,10.94,2538.91,232
2020,1,23108,Matt Kuchar,10.93,4545.96,416
2020,1,27963,Chris Stroud,10.89,3364.35,309
2020,1,45609,Tyler Duncan,10.86,5573.0,513
2020,1,34046,Jordan Spieth,10.84,4475.93,413
2020,1,34563,Chesson Hadley,10.82,1515.34,140
2020,1,12716,Charley Hoffman,10.82,4361.12,403
2020,1,45157,Cam Davis,10.81,1631.75,151
2020,1,31420,Anirban Lahiri,10.81,778.44,72
2020,1,28679,Fabián Gómez,10.8,1469.34,136
2020,3,30925,Dustin Johnson,10.8,1652.13,153
2020,0,48119,Ben Taylor,10.77,991.04,92
2020,1,29479,Scott Brown,10.74,1932.74,180
2020,1,34076,Joel Dahmen,10.69,5838.56,546
2020,1,49771,J.T. Poston,10.67,5046.03,473
2020,1,28089,Jason Day,10.66,1524.51,143
2020,1,34255,Joseph Bramlett,10.65,1075.4,101
2020,1,33486,Roger Sloan,10.62,3292.31,310
2020,1,32839,Hideki Matsuyama,10.57,2589.21,245
2020,1,29908,C.T. Pan,10.55,4229.16,401
2020,2,34466,Peter Malnati,10.54,4089.31,388
2020,2,35617,Martin Trainer,10.51,1272.01,121
2020,2,39546,Keith Mitchell,10.41,1676.7,161
2020,2,35450,Patrick Cantlay,10.34,3650.75,353
2020,2,56278,Matthew Wolff,10.3,2328.29,226
2020,3,36689,Brooks Koepka,10.25,1353.41,132
2020,5,26499,Rafa Cabrera Bello,10.22,3586.66,351
2020,1,33448,Justin Thomas,10.21,1765.47,173
2020,4,25364,Paul Casey,10.18,1629.25,160
2020,4,29518,Brendan Steele,10.14,3427.92,338
2020,4,33404,Chris Baker,10.12,1295.79,128
2020,4,34098,Russell Henley,10.12,2247.29,222
2020,4,10809,Jim Furyk,10.11,2800.57,277
2020,6,29478,Kevin Kisner,10.11,4388.81,434
2020,3,25686,Jason Dufner,10.09,4701.76,466
2020,4,45526,Abraham Ancer,10.06,4757.68,473
2020,4,30110,Kyle Stanley,9.97,1655.72,166
2020,4,27936,Martin Laird,9.95,1014.46,102
2020,4,32618,Rhein Gibson,9.9,1079.04,109
2020,4,33490,Bo Hoag,9.89,2779.93,281
2020,4,40042,Tyler McCumber,9.88,1729.69,175
2020,4,19803,Ryan Armour,9.82,3701.17,377
2020,4,25396,Kevin Na,9.79,3592.68,367
2020,3,39997,Corey Conners,9.77,2002.87,205
2020,3,33597,Harry Higgs,9.77,2627.47,269
2020,3,33419,Cameron Tringale,9.77,2198.77,225
2020,4,29970,Dylan Frittelli,9.75,2311.19,237
2020,5,33204,Shane Lowry,9.7,2937.67,303
2020,5,27349,Alex Noren,9.67,3548.57,367
2020,4,26851,Marc Leishman,9.65,1419.0,147
2020,6,39953,Chase Seiffert,9.65,2258.56,234
2020,7,29725,Tony Finau,9.64,2100.51,218
2020,4,32791,K.H. Lee,9.62,2058.61,214
2020,4,36871,Matt NeSmith,9.61,1634.44,170
2020,4,21209,Sergio Garcia,9.59,1064.14,111
2020,5,27556,Ted Potter Jr.,9.58,1322.1,138
2020,5,49766,Hank Lebioda,9.51,1349.81,142
2020,5,35658,Kris Ventura,9.41,1299.07,138
2020,5,37455,Si Woo Kim,9.4,2256.71,240
2020,5,24138,Ian Poulter,9.4,1504.5,160
2020,5,53165,Doc Redman,9.4,2387.64,254
2020,6,34314,Sebastian Cappelen,9.39,1239.19,132
2020,6,24502,Adam Scott,9.36,1114.05,119
2020,0,39971,Sungjae Im,9.33,6114.17,655
2020,6,31646,Emiliano Grillo,9.28,1550.14,167
2020,4,48822,Sebastián Muñoz,9.27,3494.38,377
2020,5,40098,Matt Fitzpatrick,9.24,3851.25,417
2020,5,31323,Gary Woodland,9.23,1412.72,153
2020,5,31557,Jim Herman,9.22,2609.42,283
2020,5,26596,Ryan Moore,9.22,1318.13,143
2020,5,33667,Carlos Ortiz,9.13,4062.46,445
2020,5,27129,Luke List,9.08,1779.43,196
2020,8,48081,Xander Schauffele,9.08,2107.49,232
2020,4,25572,Graeme McDowell,9.07,2377.05,262
2020,4,36699,Patrick Rodgers,9.04,2396.71,265
2020,5,32254,Xinjun Zhang,8.99,1995.33,222
2020,5,28420,Ryan Brehm,8.95,1574.5,176
2020,5,30692,Scott Stallings,8.92,1373.4,154
2020,5,46402,Talor Gooch,8.91,1943.01,218
2020,5,39977,Max Homa,8.91,1880.32,211
2020,5,27942,Rob Oppenheim,8.91,1488.56,167
2020,5,34099,Harris English,8.9,2306.24,259
2020,5,30163,Henrik Norlander,8.86,1550.46,175
2020,5,47504,Sam Burns,8.85,3701.07,418
2020,5,33122,Russell Knox,8.84,1616.81,183
2020,4,40026,Daniel Berger,8.81,3921.52,445
2020,5,27064,Jhonattan Vegas,8.78,1886.98,215
2020,5,25900,Lucas Glover,8.77,3149.75,359
2020,5,34256,Andrew Putnam,8.7,930.42,107
2020,5,36801,Mark Hubbard,8.69,4111.23,473
2020,5,37275,Sam Ryder,8.65,1755.15,203
2020,5,20229,Stewart Cink,8.62,1568.29,182
2020,5,46442,Maverick McNealy,8.61,2996.78,348
2020,5,25804,Bubba Watson,8.61,4272.99,496
2020,5,34431,Robert Streb,8.57,1645.78,192
2020,5,26300,Matt Jones,8.55,4446.19,520
2020,5,21961,Charles Howell III,8.44,3037.16,360
2020,5,28252,Seamus Power,8.36,752.28,90
2020,5,51894,Vince Whaley,8.36,1253.63,150
2020,5,46550,Brandon Hagy,8.32,1073.7,129
2020,5,32662,Michael Gligic,8.28,1151.55,139
2020,5,33413,Ben Martin,8.28,977.63,118
2020,5,27554,Scott Harrington,8.26,1404.64,170
2020,6,45486,Joaquin Niemann,8.24,1697.83,206
2020,4,29974,Branden Grace,8.18,2414.31,295
2020,4,32333,Kevin Tway,8.16,1721.25,211
2020,5,34213,Grayson Murray,8.0,1648.68,206
2020,6,22371,Aaron Baddeley,7.9,1295.25,164
2020,6,27095,Nick Watney,7.89,1033.9,131
2020,6,34360,Patrick Reed,7.78,1889.88,243
2020,8,35310,Lanto Griffin,7.51,2417.6,322
2020,6,48045,Michael Gellerman,7.47,702.06,94
2020,7,56762,Will Gordon,7.05,507.5,72
2020,7,47347,Adam Schenk,7.05,1338.97,190
2020,7,52372,Cameron Champ,5.98,1243.42,208
2020,8,29484,Peter Uihlein,5.96,988.86,166
2019,0,19846,Brian Gay,14.1,119.873,85
2019,0,1810,Phil Mickelson,13.26,291.82,22
2019,0,35449,Adam Long,12.98,1310.68,101
2019,0,26758,David Hearn,12.76,778.07,61
2019,0,23325,Vaughn Taylor,12.75,1351.43,106
2019,0,46523,Joey Garber,12.68,1305.73,103
2019,0,29926,Danny Lee,12.57,1470.72,117
2019,0,31560,Brian Stuard,12.35,1012.4,82
2019,0,33141,Keegan Bradley,12.33,751.83,61
2019,0,20472,Alex Cejka,12.24,771.14,63
2019,0,29223,Sam Saunders,12.19,1328.63,109
2019,0,39975,Michael Kim,12.08,797.24,66
2019,0,32640,Troy Merritt,11.98,1054.41,88
2019,0,37189,Harold Varner III,11.84,947.13,80
2019,0,47959,Bryson DeChambeau,11.82,697.5,59
2019,0,29221,Webb Simpson,11.75,704.71,60
2019,0,27958,Ryan Blaum,11.74,1514.79,129
2019,0,46435,Austin Cook,11.74,1114.83,95
2019,0,33948,Byeong Hun An,11.7,842.52,72
2019,0,37454,Whee Kim,11.7,1064.37,91
2019,0,30191,Julián Etulain,11.67,770.2,66
2019,0,27974,Sung Kang,11.64,826.36,71
2019,0,30786,Brady Schnell,11.63,895.15,77
2019,0,39324,J.J. Spaun,11.6,1252.36,108
2019,0,47128,Richy Werenski,11.54,1742.48,151
2019,0,25572,Graeme McDowell,11.43,674.5,59
2019,0,29268,Bronson Burgoon,11.39,1014.07,89
2019,0,25198,Francesco Molinari,11.39,581.08,51
2019,0,24781,Hunter Mahan,11.33,849.48,75
2019,0,24925,Jonathan Byrd,11.32,690.28,61
2019,0,34021,Bud Cauley,11.32,1482.92,131
2019,0,26476,Chez Reavie,11.3,836.04,74
2019,0,32139,Danny Willett,11.3,361.54,32
2019,0,32816,Satoshi Kodaira,11.27,698.54,62
2019,0,24024,Zach Johnson,11.26,822.12,73
2019,0,35461,Beau Hossler,11.22,1525.46,136
2019,0,39954,Cody Gribble,11.19,1107.66,99
2019,0,32150,Michael Thompson,11.15,1159.36,104
2019,0,32102,Rickie Fowler,11.09,676.45,61
2019,0,35732,Wes Roach,11.09,1141.93,103
2019,0,40009,Dominic Bozzelli,11.03,926.73,84
2019,0,27644,Brian Harman,10.97,1173.39,107
2019,0,25632,Jimmy Walker,10.96,1128.73,103
2019,0,28089,Jason Day,10.95,426.9,39
2019,0,27895,Jonas Blixt,10.94,1411.73,129
2019,0,47993,Denny McCarthy,10.92,1146.24,105
2019,0,29420,Billy Horschel,10.9,849.91,78
2019,0,27330,Josh Teater,10.87,1304.21,120
2019,0,30944,Jason Kokrak,10.86,955.98,88
2019,0,27214,Kevin Streelman,10.83,1212.64,112
2019,0,28237,Rory McIlroy,10.81,486.3,45
2019,0,29908,C.T. Pan,10.79,625.58,58
2019,0,45157,Cam Davis,10.78,1067.52,99
