YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
2024,2,28252,Seamus Power,8.78,6258.67,713
2024,0,27770,Camilo Villegas,8.77,3621.65,413
2024,-3,25900,Lucas Glover,8.76,6444.82,736
2024,0,24502,Adam Scott,8.74,5015.09,574
2024,0,39971,Sungjae Im,8.73,6611.87,757
2024,-1,52374,Brandon Wu,8.7,5627.7,647
2024,0,52215,Robert MacIntyre,8.62,4962.95,576
2024,1,59442,Parker Coody,8.57,4063.57,474
2024,1,34466,Peter Malnati,8.5,6084.54,716
2024,-2,32333,Kevin Tway,8.47,3462.36,409
2024,0,48081,Xander Schauffele,8.44,4129.02,489
2024,2,40098,Matt Fitzpatrick,8.38,4720.1,563
2024,-2,51894,Vince Whaley,8.36,4565.87,546
2024,2,52372,Cameron Champ,8.34,3144.64,377
2024,-2,47420,Jake Knapp,8.33,5449.12,654
2024,-1,30163,Henrik Norlander,8.28,3471.16,419
2024,-1,31323,Gary Woodland,8.27,4514.49,546
2024,0,22371,Aaron Baddeley,8.26,4765.97,577
2024,1,54576,Patrick Fishburn,8.07,4012.17,497
2024,1,40115,Adam Svensson,8.04,7472.25,929
2024,-2,46442,Maverick McNealy,8.02,5824.87,726
2024,0,60004,Jacob Bridgeman,8.0,4697.29,587
2024,1,27064,Jhonattan Vegas,7.99,4091.89,512
2024,1,29936,Ryan Fox,7.98,4849.58,608
2024,-2,55789,Taylor Montgomery,7.95,3003.77,378
2024,0,51070,Vincent Norrman,7.75,3378.31,436
2024,0,47679,Victor Perez,7.39,3591.87,486
2024,1,46414,Aaron Rai,7.22,5424.46,751
2024,0,27139,David Skinns,7.22,4224.44,585
2024,0,35310,Lanto Griffin,7.0,3595.63,514
2024,0,48699,Callum Tarren,6.94,3845.01,554
2024,0,47347,Adam Schenk,6.2,4869.44,785
2024,0,38991,Alejandro Tosti,5.97,3569.67,598
2023,0,32448,James Hahn,13.52,7924.84,586
2023,0,26476,Chez Reavie,13.21,10702.92,810
2023,0,51890,Greyson Sigg,13.18,11476.7,871
2023,0,33141,Keegan Bradley,13.14,8080.03,615
2023,0,35901,Paul Haley II,12.92,9171.13,710
2023,0,25632,Jimmy Walker,12.84,8561.25,667
2023,0,24024,Zach Johnson,12.74,6588.45,517
2023,0,33410,Andrew Landry,12.66,8026.0,634
2023,0,32366,Kevin Chappell,12.56,4459.38,355
2023,0,47079,Harrison Endycott,12.47,8266.85,663
2023,0,32102,Rickie Fowler,12.42,7264.69,585
2023,0,49960,Sepp Straka,12.41,9156.54,738
2023,0,32640,Troy Merritt,12.36,8442.61,683
2023,0,36799,Stephan Jaeger,12.34,12685.8,1028
2023,0,35449,Adam Long,12.29,10052.69,818
2023,0,30926,Chris Kirk,12.28,9139.17,744
2023,0,24140,Sean O'Hair,12.28,3560.58,290
2023,0,32816,Satoshi Kodaira,12.27,5447.61,444
2023,0,45157,Cam Davis,12.22,8136.21,666
2023,0,23108,Matt Kuchar,12.22,9510.65,778
2023,0,22405,Justin Rose,12.21,5386.76,441
2023,0,27963,Chris Stroud,12.21,4713.88,386
2023,0,36326,David Lipsky,12.19,8974.5,736
2023,0,31646,Emiliano Grillo,12.14,9299.47,766
2023,0,29535,Brice Garnett,12.08,7366.57,610
2023,0,57362,Austin Eckroat,12.04,7992.25,664
2023,0,45609,Tyler Duncan,12.03,9025.09,750
2023,0,33948,Byeong Hun An,11.98,9905.79,827
2023,0,29221,Webb Simpson,11.94,5363.07,449
2023,0,48084,Wesley Bryan,11.93,3114.82,261
2023,0,32139,Danny Willett,11.9,5964.14,501
2023,0,29908,C.T. Pan,11.84,4346.15,367
2023,0,52375,Doug Ghim,11.81,7325.09,620
2023,0,22056,Cameron Percy,11.81,5339.89,452
2023,0,31560,Brian Stuard,11.75,5710.11,486
2023,0,28089,Jason Day,11.73,6367.99,543
2023,0,19803,Ryan Armour,11.67,8319.1,713
2023,0,24925,Jonathan Byrd,11.63,3733.49,321
2023,0,39975,Michael Kim,11.53,7126.99,618
2023,0,49771,J.T. Poston,11.52,8792.0,763
2023,0,39546,Keith Mitchell,11.5,7899.62,687
2023,0,46435,Austin Cook,11.48,6563.81,572
2023,0,28237,Rory McIlroy,11.48,5175.69,451
2023,0,47983,Chad Ramey,11.47,10080.1,879
2023,0,55708,Hayden Buckley,11.43,6583.13,576
2023,0,27644,Brian Harman,11.41,9729.67,853
2023,0,39324,J.J. Spaun,11.4,8992.04,789
2023,0,40162,Justin Lower,11.39,7858.11,690
2023,0,55182,Tom Kim,11.38,8123.41,714
2023,0,29420,Billy Horschel,11.36,5488.99,483
2023,0,29289,S.Y. Noh,11.31,4976.32,440
2023,0,27974,Sung Kang,11.27,2952.75,262
2023,0,25818,Scott Piercy,11.27,8631.74,766
2023,0,54591,Ben Griffin,11.25,9277.16,825
2023,0,34363,Tyrrell Hatton,11.23,6973.6,621
2023,0,46441,Robby Shelton,11.2,8089.31,722
2023,0,27214,Kevin Streelman,11.19,8254.84,738
2023,0,51349,Nico Echavarria,11.15,6164.64,553
2023,0,37455,Si Woo Kim,11.15,10437.55,936
2023,0,51634,Sahith Theegala,11.12,8841.56,795
2023,0,30927,Brendon Todd,11.12,9061.17,815
2023,0,47591,Eric Cole,11.11,11021.42,992
2023,0,30692,Scott Stallings,11.11,6574.55,592
2023,0,45522,Christiaan Bezuidenhout,11.1,8161.24,735
2023,0,32757,Patton Kizzire,11.09,8451.27,762
2023,0,40250,Taylor Pendrith,11.08,8265.73,746
2023,0,28775,Nate Lashley,11.07,8759.8,791
2023,0,47504,Sam Burns,11.06,6625.93,599
2023,0,57975,Harry Hall,11.04,7018.73,636
2023,0,20229,Stewart Cink,11.03,6539.74,593
2023,0,35532,Tom Hoge,11.01,8297.94,754
2023,0,58696,Peter Kuest,11.01,3325.14,302
2023,0,51950,Max McGreevy,11.01,6790.11,617
2023,0,35461,Beau Hossler,10.99,9260.86,843
2023,0,47995,Davis Riley,10.99,7385.47,672
2023,0,33408,Tyson Alexander,10.96,7012.85,640
2023,0,47128,Richy Werenski,10.96,6775.24,618
2023,0,50095,Austin Smotherman,10.95,7774.03,710
2023,0,23320,Ryan Palmer,10.91,7366.1,675
2023,0,33653,Thomas Detry,10.89,6132.11,563
2023,0,47993,Denny McCarthy,10.85,8367.9,771
2023,0,34076,Joel Dahmen,10.84,8670.97,800
2023,0,33399,Adam Hadwin,10.84,8740.1,806
2023,0,36871,Matt NeSmith,10.83,8389.77,775
2023,0,48887,Matt Wallace,10.83,5867.68,542
2023,0,50525,Collin Morikawa,10.82,6381.19,590
2023,0,59018,Ryan Gerard,10.8,4891.06,453
2023,0,50493,Justin Suh,10.76,8583.67,798
2023,0,58168,Davis Thompson,10.73,7793.27,726
2023,0,54628,Lee Hodges,10.7,9054.65,846
2023,0,51491,Brandon Matthews,10.7,3145.29,294
2023,0,12716,Charley Hoffman,10.69,5739.43,537
2023,0,55893,Sam Stevens,10.69,8977.02,840
2023,0,46046,Scottie Scheffler,10.68,7155.93,670
2023,0,35506,Mackenzie Hughes,10.67,7257.42,680
2023,0,50188,S.H. Kim,10.67,9051.33,848
2023,0,48867,Matti Schmid,10.54,4174.08,396
2023,0,26596,Ryan Moore,10.52,7203.3,685
2023,0,52955,Ludvig Åberg,10.47,3768.29,360
2023,0,46970,Jon Rahm,10.44,5346.91,512
2023,0,31202,William McGirt,10.41,4113.68,395
2023,0,54783,Dylan Wu,10.41,7356.88,707
2023,0,40006,Erik van Rooyen,10.4,5179.18,498
2023,0,30911,Tommy Fleetwood,10.39,5319.22,512
2023,0,31557,Jim Herman,10.34,5585.5,540
2023,0,52374,Brandon Wu,10.34,9033.21,874
2023,0,52513,Carson Young,10.34,6888.75,666
2023,0,31577,Tano Goya,10.31,5421.47,526
2023,0,57366,Cameron Young,10.31,6060.81,588
2023,0,35450,Patrick Cantlay,10.29,5975.62,581
2023,0,34563,Chesson Hadley,10.29,7006.45,681
2023,0,55454,Carl Yuan,10.28,6824.67,664
2023,0,33204,Shane Lowry,10.25,4727.1,461
2023,0,34255,Joseph Bramlett,10.21,5524.59,541
2023,0,32662,Michael Gligic,10.21,4592.35,450
2023,0,51997,Andrew Novak,10.19,5998.97,589
2023,0,32791,K.H. Lee,10.17,7006.64,689
2023,0,29970,Dylan Frittelli,10.16,5559.53,547
2023,0,52453,Nicolai Hojgaard,10.13,2898.21,286
2023,0,39997,Corey Conners,10.12,7693.8,760
2023,0,32839,Hideki Matsuyama,10.11,6664.96,659
2023,0,33448,Justin Thomas,10.11,5791.05,573
2023,0,48119,Ben Taylor,10.09,6496.21,644
2023,0,45242,Kevin Yu,10.04,3655.57,364
2023,0,35879,Kelly Kraft,10.03,7149.26,713
2023,0,40098,Matt Fitzpatrick,10.0,6130.32,613
2023,0,34409,David Lingmerth,10.0,6289.56,629
2023,0,28420,Ryan Brehm,9.94,5733.24,577
2023,0,49766,Hank Lebioda,9.94,3777.74,380
2023,0,46717,Viktor Hovland,9.92,6123.54,617
2023,0,46340,Alex Smalley,9.92,7655.11,772
2023,0,46601,Trey Mullinax,9.91,5957.12,601
2023,0,34098,Russell Henley,9.87,6838.13,693
2023,0,35617,Martin Trainer,9.85,3476.53,353
2023,0,39954,Cody Gribble,9.81,4395.64,448
2023,0,36724,Augusto Núñez,9.81,4867.48,496
2023,0,25900,Lucas Glover,9.8,7009.93,715
2023,0,33597,Harry Higgs,9.79,5817.83,594
2023,0,25493,Nick Taylor,9.78,6680.46,683
2023,0,46442,Maverick McNealy,9.76,3943.8,404
2023,0,29725,Tony Finau,9.75,6844.52,702
2023,0,34099,Harris English,9.73,5391.49,554
2023,0,51766,Wyndham Clark,9.72,6299.01,648
2023,0,25686,Jason Dufner,9.71,6155.74,634
2023,0,36801,Mark Hubbard,9.71,7875.53,811
2023,0,47988,Nick Hardy,9.7,7526.66,776
2023,0,39971,Sungjae Im,9.68,8566.65,885
2023,0,34046,Jordan Spieth,9.67,5780.68,598
2023,0,54421,Garrick Higgo,9.63,7214.9,749
2023,0,27936,Martin Laird,9.61,5880.79,612
2023,0,49453,Trevor Cone,9.58,6417.22,670
2023,0,56630,Akshay Bhatia,9.56,4941.0,517
2023,0,27129,Luke List,9.48,7360.01,776
2023,0,49298,Kramer Hickok,9.45,6523.39,690
2023,0,55789,Taylor Montgomery,9.38,5804.22,619
2023,0,48081,Xander Schauffele,9.38,4661.38,497
2023,0,27349,Alex Noren,9.35,5926.62,634
2023,0,34466,Peter Malnati,9.26,7346.94,793
2023,0,31323,Gary Woodland,9.24,5313.76,575
2023,0,39977,Max Homa,9.19,6350.65,691
2023,0,33413,Ben Martin,9.18,6611.11,720
2023,0,37338,Zecheng Dou,9.11,6631.62,728
2023,0,34610,Matthias Schwab,9.01,6955.14,772
2023,0,40115,Adam Svensson,8.96,8536.88,953
2023,0,33122,Russell Knox,8.94,7125.24,797
2023,0,52411,Kyle Westmoreland,8.93,4590.47,514
2023,0,37275,Sam Ryder,8.92,7835.7,878
2023,0,24502,Adam Scott,8.89,4099.26,461
2023,0,51414,Brent Grant,8.82,4631.45,525
2023,0,36699,Patrick Rodgers,8.79,7590.66,864
2023,0,49947,Taylor Moore,8.75,6800.06,777
2023,0,39335,Kevin Roy,8.75,3944.36,451
2023,0,27554,Scott Harrington,8.67,5005.07,577
2023,0,56762,Will Gordon,8.63,5669.52,657
2023,0,40058,Zac Blair,8.59,5860.07,682
2023,0,48117,Kurt Kitayama,8.53,2423.87,284
2023,0,34256,Andrew Putnam,8.44,6967.99,826
2023,0,53165,Doc Redman,8.4,5503.69,655
2023,0,30163,Henrik Norlander,8.33,4897.24,588
2023,0,51070,Vincent Norrman,8.3,4789.2,577
2023,0,58967,Trevor Werbylo,8.21,4673.14,569
2023,0,39058,Lucas Herbert,8.2,2984.49,364
2023,0,39067,MJ Daffue,8.16,5783.57,709
2023,0,32333,Kevin Tway,7.92,5176.55,654
2023,0,35310,Lanto Griffin,7.86,2758.68,351
2023,0,22371,Aaron Baddeley,7.72,3560.48,461
2023,0,46414,Aaron Rai,7.7,6387.43,829
2023,0,28252,Seamus Power,7.62,4497.96,590
2023,0,52372,Cameron Champ,7.54,2828.22,375
2023,0,34431,Robert Streb,7.36,4365.27,593
2023,0,48699,Callum Tarren,7.04,5380.59,764
2023,0,47347,Adam Schenk,6.81,5626.95,826
2023,0,27095,Nick Watney,6.38,2859.39,448
2022,0,32448,James Hahn,13.75,7836.15,570
2022,0,23325,Vaughn Taylor,13.42,5139.36,383
2022,0,51890,Greyson Sigg,13.05,9459.67,725
2022,0,33141,Keegan Bradley,13.01,7599.45,584
2022,0,26476,Chez Reavie,12.73,10156.67,798
2022,0,24024,Zach Johnson,12.41,6885.02,555
2022,0,24924,Bill Haas,12.38,7588.47,613
2022,0,30944,Jason Kokrak,12.24,4197.32,343
2022,0,32150,Michael Thompson,12.22,8990.97,736
2022,0,25198,Francesco Molinari,12.21,4711.92,386
2022,0,27895,Jonas Blixt,12.19,4925.38,404
2022,0,22056,Cameron Percy,12.14,3775.87,311
2022,0,29535,Brice Garnett,12.12,7247.53,598
2022,0,35449,Adam Long,12.12,8996.73,742
2022,0,39436,Joshua Creel,12.1,5009.38,414
2022,0,22405,Justin Rose,12.1,3860.61,319
2022,0,45157,Cam Davis,12.08,7649.5,633
2022,0,30927,Brendon Todd,12.08,8071.94,668
2022,0,47128,Richy Werenski,12.07,5550.64,460
2022,0,49960,Sepp Straka,12.04,7702.74,640
2022,0,27974,Sung Kang,11.99,6835.22,570
2022,0,24925,Jonathan Byrd,11.96,4869.12,407
2022,0,23108,Matt Kuchar,11.95,7060.49,591
2022,0,32640,Troy Merritt,11.92,8751.45,734
2022,0,32102,Rickie Fowler,11.86,6156.23,519
2022,0,30926,Chris Kirk,11.84,7196.16,608
2022,0,40162,Justin Lower,11.79,6061.49,514
2022,0,27644,Brian Harman,11.78,8951.6,760
2022,0,29221,Webb Simpson,11.75,4372.18,372
2022,0,32366,Kevin Chappell,11.74,4881.98,416
2022,0,29908,C.T. Pan,11.73,8031.88,685
2022,0,34363,Tyrrell Hatton,11.68,4637.97,397
2022,0,39546,Keith Mitchell,11.67,7733.91,663
2022,0,49964,Aaron Wise,11.67,7933.1,680
2022,0,29478,Kevin Kisner,11.66,5735.53,492
2022,0,35461,Beau Hossler,11.64,6820.82,586
2022,0,23320,Ryan Palmer,11.63,5699.55,490
2022,0,39324,J.J. Spaun,11.63,8155.1,701
2022,0,34174,John Huh,11.61,7154.28,616
2022,0,35506,Mackenzie Hughes,11.51,7018.09,610
2022,0,19803,Ryan Armour,11.49,3976.83,346
2022,0,25818,Scott Piercy,11.49,7538.08,656
2022,0,33486,Roger Sloan,11.42,6632.98,581
2022,0,31420,Anirban Lahiri,11.41,7140.18,626
2022,0,49771,J.T. Poston,11.4,8502.66,746
2022,0,50095,Austin Smotherman,11.39,6924.76,608
2022,0,36326,David Lipsky,11.36,8280.28,729
2022,0,56278,Matthew Wolff,11.34,3628.18,320
2022,0,28237,Rory McIlroy,11.31,4727.6,418
2022,0,45609,Tyler Duncan,11.29,7033.67,623
2022,0,28089,Jason Day,11.26,5393.33,479
2022,0,33667,Carlos Ortiz,11.26,6002.37,533
2022,0,45526,Abraham Ancer,11.19,4933.12,441
2022,0,12716,Charley Hoffman,11.19,6690.59,598
2022,0,32139,Danny Willett,11.14,4234.55,380
2022,0,27214,Kevin Streelman,11.12,8827.99,794
2022,0,31646,Emiliano Grillo,11.11,6920.67,623
2022,0,23621,Rory Sabbatini,11.05,5943.07,538
2022,0,52375,Doug Ghim,11.04,7189.28,651
2022,0,20229,Stewart Cink,11.02,5368.26,487
2022,0,51950,Max McGreevy,11.01,5845.47,531
2022,0,35891,Cameron Smith,11.01,4523.71,411
2022,0,29289,S.Y. Noh,10.99,5361.75,488
2022,0,35532,Tom Hoge,10.96,7684.16,701
2022,0,48084,Wesley Bryan,10.95,3459.52,316
2022,0,35450,Patrick Cantlay,10.93,4708.69,431
2022,0,48887,Matt Wallace,10.92,5406.49,495
2022,0,46435,Austin Cook,10.9,5874.41,539
2022,0,29926,Danny Lee,10.88,3817.16,351
2022,0,32839,Hideki Matsuyama,10.88,5190.99,477
2022,0,24138,Ian Poulter,10.88,3526.56,324
2022,0,36799,Stephan Jaeger,10.86,7429.88,684
2022,0,47995,Davis Riley,10.81,7942.87,735
2022,0,32757,Patton Kizzire,10.8,7766.94,719
2022,0,54783,Dylan Wu,10.79,5048.57,468
2022,0,23983,Luke Donald,10.77,4468.6,415
2022,0,45522,Christiaan Bezuidenhout,10.76,5521.81,513
2022,0,28775,Nate Lashley,10.74,6617.91,616
2022,0,47983,Chad Ramey,10.74,5658.67,527
2022,0,34076,Joel Dahmen,10.71,7432.61,694
2022,0,36871,Matt NeSmith,10.7,6731.97,629
2022,0,30692,Scott Stallings,10.69,8017.5,750
2022,0,40250,Taylor Pendrith,10.66,6397.78,600
2022,0,54628,Lee Hodges,10.64,8630.98,811
2022,0,32816,Satoshi Kodaira,10.63,3870.77,364
2022,0,47483,Will Zalatoris,10.62,5594.83,527
2022,0,33399,Adam Hadwin,10.6,7215.31,681
2022,0,45540,Jared Wolfe,10.6,4345.0,410
2022,0,46046,Scottie Scheffler,10.57,6867.74,650
2022,0,37455,Si Woo Kim,10.56,8585.62,813
2022,0,50525,Collin Morikawa,10.56,3601.91,341
2022,0,29420,Billy Horschel,10.55,4947.68,469
2022,0,26851,Marc Leishman,10.55,5487.72,520
2022,0,34255,Joseph Bramlett,10.54,5215.45,495
2022,0,55708,Hayden Buckley,10.53,7181.28,682
2022,0,37189,Harold Varner III,10.52,5197.71,494
2022,0,47993,Denny McCarthy,10.46,6934.62,663
2022,0,31560,Brian Stuard,10.45,7046.37,674
2022,0,36689,Brooks Koepka,10.42,3177.87,305
2022,0,25493,Nick Taylor,10.4,6804.8,654
2022,0,49766,Hank Lebioda,10.39,6910.33,665
2022,0,46717,Viktor Hovland,10.37,4976.45,480
2022,0,34264,Hudson Swafford,10.35,3652.83,353
2022,0,34098,Russell Henley,10.31,6008.81,583
2022,0,33448,Justin Thomas,10.31,5235.55,508
2022,0,40006,Erik van Rooyen,10.31,2752.65,267
2022,0,47504,Sam Burns,10.3,5983.61,581
2022,0,29518,Brendan Steele,10.3,6191.85,601
2022,0,57366,Cameron Young,10.27,6994.77,681
2022,0,36852,Jim Knous,10.26,3530.96,344
2022,0,33597,Harry Higgs,10.21,6624.47,649
2022,0,25900,Lucas Glover,10.2,6913.64,678
2022,0,39971,Sungjae Im,10.2,7029.39,689
2022,0,33204,Shane Lowry,10.16,3841.48,378
2022,0,47988,Nick Hardy,10.13,4052.43,400
2022,0,32791,K.H. Lee,10.09,7405.61,734
2022,0,30911,Tommy Fleetwood,10.08,3025.41,300
2022,0,25686,Jason Dufner,10.02,3878.37,387
2022,0,27649,Brandt Snedeker,9.97,5035.56,505
2022,0,35110,Brett Drewitt,9.94,3846.53,387
2022,0,47856,Seth Reeves,9.94,4881.31,491
2022,0,46970,Jon Rahm,9.93,4556.7,459
2022,0,46402,Talor Gooch,9.92,3788.87,382
2022,0,33419,Cameron Tringale,9.89,6080.33,615
2022,0,46442,Maverick McNealy,9.85,6600.02,670
2022,0,46601,Trey Mullinax,9.85,6373.67,647
