YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
2021,0,29479,Scott Brown,2.0,2,1
2021,0,32070,Rafael Campos,2.0,2,1
2021,0,39997,Corey Conners,2.0,4,2
2021,0,28089,Jason Day,2.0,2,1
2021,0,45609,Tyler Duncan,2.0,2,1
2021,0,33490,Bo Hoag,2.0,2,1
2021,0,27936,Martin Laird,2.0,2,1
2021,0,53165,Doc Redman,2.0,2,1
2021,0,36699,Patrick Rodgers,2.0,4,2
2021,0,27214,Kevin Streelman,2.0,4,2
2021,0,47959,Bryson DeChambeau,2.333,7,3
2021,0,32791,K.H. Lee,2.5,5,2
2021,0,27129,Luke List,2.5,5,2
2021,0,33204,Shane Lowry,2.5,5,2
2021,0,30692,Scott Stallings,2.5,5,2
2021,0,47483,Will Zalatoris,2.5,5,2
2021,0,31646,Emiliano Grillo,2.667,8,3
2021,0,33141,Keegan Bradley,3.0,6,2
2021,0,34255,Joseph Bramlett,3.0,6,2
2021,0,28420,Ryan Brehm,3.0,3,1
2021,0,26499,Rafa Cabrera Bello,3.0,3,1
2021,0,35450,Patrick Cantlay,3.0,6,2
2021,0,34314,Sebastian Cappelen,3.0,3,1
2021,0,24357,K.J. Choi,3.0,6,2
2021,0,20229,Stewart Cink,3.0,9,3
2021,0,51766,Wyndham Clark,3.0,9,3
2021,0,34076,Joel Dahmen,3.0,9,3
2021,0,45157,Cam Davis,3.0,9,3
2021,0,23983,Luke Donald,3.0,6,2
2021,0,25686,Jason Dufner,3.0,6,2
2021,0,29725,Tony Finau,3.0,3,1
2021,0,21209,Sergio Garcia,3.0,3,1
2021,0,32662,Michael Gligic,3.0,9,3
2021,0,46402,Talor Gooch,3.0,6,2
2021,0,56762,Will Gordon,3.0,3,1
2021,0,33399,Adam Hadwin,3.0,6,2
2021,0,27644,Brian Harman,3.0,9,3
2021,0,27554,Scott Harrington,3.0,3,1
2021,0,49298,Kramer Hickok,3.0,6,2
2021,0,33597,Harry Higgs,3.0,3,1
2021,0,46717,Viktor Hovland,3.0,6,2
2021,0,36801,Mark Hubbard,3.0,3,1
2021,0,35506,Mackenzie Hughes,3.0,3,1
2021,0,39971,Sungjae Im,3.0,6,2
2021,0,26300,Matt Jones,3.0,9,3
2021,0,27974,Sung Kang,3.0,6,2
2021,0,37455,Si Woo Kim,3.0,3,1
2021,0,32757,Patton Kizzire,3.0,9,3
2021,0,33122,Russell Knox,3.0,6,2
2021,0,32816,Satoshi Kodaira,3.0,6,2
2021,0,33410,Andrew Landry,3.0,3,1
2021,0,35104,Tom Lewis,3.0,6,2
2021,0,35449,Adam Long,3.0,3,1
2021,0,24781,Hunter Mahan,3.0,9,3
2021,0,33413,Ben Martin,3.0,6,2
2021,0,47993,Denny McCarthy,3.0,6,2
2021,0,40042,Tyler McCumber,3.0,3,1
2021,0,46442,Maverick McNealy,3.0,3,1
2021,0,32640,Troy Merritt,3.0,6,2
2021,0,1810,Phil Mickelson,3.0,6,2
2021,0,34213,Grayson Murray,3.0,3,1
2021,0,25396,Kevin Na,3.0,3,1
2021,0,24140,Sean O'Hair,3.0,6,2
2021,0,27942,Rob Oppenheim,3.0,6,2
2021,0,29908,C.T. Pan,3.0,9,3
2021,0,22056,Cameron Percy,3.0,3,1
2021,0,24361,Pat Perez,3.0,6,2
2021,0,25818,Scott Piercy,3.0,9,3
2021,0,49771,J.T. Poston,3.0,9,3
2021,0,24138,Ian Poulter,3.0,3,1
2021,0,28252,Seamus Power,3.0,6,2
2021,0,46970,Jon Rahm,3.0,3,1
2021,0,26476,Chez Reavie,3.0,6,2
2021,0,37275,Sam Ryder,3.0,3,1
2021,0,47347,Adam Schenk,3.0,6,2
2021,0,26331,Charl Schwartzel,3.0,6,2
2021,0,46441,Robby Shelton,3.0,6,2
2021,0,29221,Webb Simpson,3.0,3,1
2021,0,35891,Cameron Smith,3.0,3,1
2021,0,27649,Brandt Snedeker,3.0,3,1
2021,0,39324,J.J. Spaun,3.0,6,2
2021,0,30110,Kyle Stanley,3.0,6,2
2021,0,31560,Brian Stuard,3.0,6,2
2021,0,25493,Nick Taylor,3.0,6,2
2021,0,23325,Vaughn Taylor,3.0,3,1
2021,0,35617,Martin Trainer,3.0,3,1
2021,0,33419,Cameron Tringale,3.0,6,2
2021,0,32333,Kevin Tway,3.0,6,2
2021,0,23623,Bo Van Pelt,3.0,6,2
2021,0,37189,Harold Varner III,3.0,6,2
2021,0,27064,Jhonattan Vegas,3.0,6,2
2021,0,35658,Kris Ventura,3.0,3,1
2021,0,25632,Jimmy Walker,3.0,6,2
2021,0,25804,Bubba Watson,3.0,6,2
2021,0,47128,Richy Werenski,3.0,6,2
2021,0,51894,Vince Whaley,3.0,6,2
2021,0,49964,Aaron Wise,3.0,6,2
2021,0,56278,Matthew Wolff,3.0,3,1
2021,0,31323,Gary Woodland,3.0,6,2
2021,0,32254,Xinjun Zhang,3.0,3,1
2021,0,45526,Abraham Ancer,3.333,10,3
2021,0,24024,Zach Johnson,3.333,10,3
2021,0,34466,Peter Malnati,3.333,10,3
2021,0,45486,Joaquin Niemann,3.333,10,3
2021,0,34256,Andrew Putnam,3.333,10,3
2021,0,29268,Bronson Burgoon,3.5,7,2
2021,0,46435,Austin Cook,3.5,7,2
2021,0,34099,Harris English,3.5,7,2
2021,0,30911,Tommy Fleetwood,3.5,7,2
2021,0,29535,Brice Garnett,3.5,7,2
2021,0,46550,Brandon Hagy,3.5,7,2
2021,0,32448,James Hahn,3.5,7,2
2021,0,35532,Tom Hoge,3.5,7,2
2021,0,34174,John Huh,3.5,7,2
2021,0,49766,Hank Lebioda,3.5,7,2
2021,0,28237,Rory McIlroy,3.5,7,2
2021,0,33667,Carlos Ortiz,3.5,7,2
2021,0,27556,Ted Potter Jr.,3.5,7,2
2021,0,34360,Patrick Reed,3.5,7,2
