YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
2007,184,0,23933,Michael Boyd,23.05,168,729,-0.060
2007,185,0,12602,Dean Wilson,22.78,239,1049,-0.063
2007,186,0,7363,Craig Bowden,22.49,211,938,-0.128
2007,187,0,1249,John Daly,22.09,152,688,+0.066
2007,188,0,1381,Fred Funk,21.59,160,741,-0.050
2007,189,0,19972,José Coceres,21.39,126,589,-0.056
2007,190,0,24358,Robert Garrigus,21.26,256,1204,+0.113
2007,191,0,6643,Paul Goydos,20.4,133,652,-0.053
2007,192,0,27141,J.B. Holmes,19.96,179,897,E
2007,193,0,25804,Bubba Watson,19.57,180,920,+0.033
2007,194,0,19846,Brian Gay,17.4,236,1356,-0.119
2007,195,0,20623,Gavin Coles,17.32,186,1074,-0.113
2007,196,0,1928,Corey Pavin,14.19,141,994,-0.149
2006,1,0,28780,Nicholas Thompson,37.78,411,1088,+0.061
2006,2,0,21209,Sergio Garcia,37.64,207,550,-0.063
2006,3,0,6567,Vijay Singh,37.5,441,1176,-0.120
2006,4,0,20378,Mathias Grönberg,37.17,410,1103,-0.029
2006,5,0,23621,Rory Sabbatini,36.88,329,892,-0.036
2006,6,0,20572,Rod Pampling,36.87,334,906,-0.018
2006,7,0,12760,Danny Ellis,36.4,305,838,+0.013
2006,8,0,20472,Alex Cejka,36.38,406,1116,-0.052
2006,9,0,23409,James Driscoll,36.23,384,1060,-0.018
2006,10,0,7749,Brett Quigley,35.98,471,1309,-0.127
2006,11,0,6004,Stephen Ames,35.88,221,616,-0.118
2006,12,0,20608,David Howell,35.71,150,420,-0.107
2006,13,0,21753,Brian Davis,35.6,403,1132,-0.087
2006,14,0,7013,Wes Short Jr.,35.57,424,1192,-0.012
2006,15,0,23048,Eric Axley,35.36,389,1100,-0.046
2006,16,0,19824,Craig Barlow,35.34,287,812,-0.139
2006,17,0,23614,Rich Beem,35.24,320,908,-0.016
2006,18,0,23349,Charles Warren,35.2,397,1128,-0.048
2006,19,0,12755,Vance Veazey,35.19,266,756,-0.060
2006,20,0,6522,Ernie Els,35.17,230,654,-0.157
2006,21,0,11032,Frank Lickliter II,35.11,415,1182,-0.111
2006,22,0,22913,John Rollins,35.09,372,1060,-0.097
2006,23,0,2106,Chris Smith,34.92,286,819,E
2006,24,0,24024,Zach Johnson,34.82,374,1074,-0.061
2006,25,0,24924,Bill Haas,34.75,426,1226,-0.047
2006,26,0,12782,Tim Herron,34.61,299,864,+0.003
2006,26,0,22378,Trevor Immelman,34.61,352,1017,-0.168
2006,28,0,25240,D.A. Points,34.58,343,992,-0.026
2006,29,0,20628,Arron Oberholser,34.56,300,868,-0.107
2006,30,0,1473,Todd Hamilton,34.53,270,782,+0.044
2006,31,0,6595,Kevin Sutherland,34.49,418,1212,-0.103
2006,32,0,6621,Joe Durant,34.43,460,1336,-0.098
2006,33,0,1035,Tommy Armour III,34.38,253,736,-0.032
2006,33,0,1226,Fred Couples,34.38,154,448,+0.110
2006,35,0,20094,Jonathan Kaye,34.3,412,1201,-0.044
2006,36,0,1553,John Huston,34.29,310,904,-0.042
2006,36,0,28475,Jeff Overton,34.29,417,1216,-0.026
2006,38,0,21961,Charles Howell III,34.27,378,1103,-0.045
2006,39,0,10885,Robert Allenby,34.21,286,836,-0.122
2006,39,0,20766,Padraig Harrington,34.21,182,532,-0.110
2006,41,0,26360,Bubba Dickerson,34.2,410,1199,+0.029
2006,42,0,27943,Matt Hansen,34.16,276,808,+0.054
2006,43,0,24507,Jason Bohn,34.06,423,1242,-0.069
2006,44,0,23307,Roger Tambellini,34.05,252,740,-0.008
2006,45,0,23325,Vaughn Taylor,34.04,367,1078,-0.109
2006,46,0,6373,José María Olazábal,33.94,185,545,-0.076
2006,47,0,20098,Stuart Appleby,33.93,304,896,-0.105
2006,48,0,24357,K.J. Choi,33.85,373,1102,-0.056
2006,49,0,20691,Greg Owen,33.83,293,866,-0.082
2006,50,0,24781,Hunter Mahan,33.76,418,1238,-0.100
2006,50,0,24502,Adam Scott,33.76,240,711,-0.088
2006,52,0,20105,Jeff Gove,33.72,380,1127,-0.089
2006,53,0,11123,Chris Couch,33.69,314,932,+0.041
2006,54,0,12645,Brent Geiberger,33.68,422,1253,-0.066
2006,55,0,6034,Marco Dawson,33.64,361,1073,-0.091
2006,56,0,12662,Thomas Levet,33.63,226,672,-0.018
2006,57,0,22405,Justin Rose,33.61,403,1199,-0.094
2006,58,0,10733,Kent Jones,33.58,411,1224,-0.134
2006,59,0,2246,Duffy Waldorf,33.51,382,1140,-0.123
2006,60,0,22946,Henrik Bjornstad,33.44,416,1244,E
2006,61,0,27120,Troy Matteson,33.41,410,1227,-0.022
2006,62,0,23320,Ryan Palmer,33.39,382,1144,-0.010
2006,63,0,20574,Mathew Goggin,33.37,271,812,-0.015
2006,64,0,12680,Shigeki Maruyama,33.33,372,1116,-0.110
2006,65,0,24361,Pat Perez,33.16,195,588,-0.067
2006,66,0,20229,Stewart Cink,33.14,336,1014,-0.030
2006,67,0,7867,Woody Austin,33.1,428,1293,-0.033
2006,68,0,20593,Greg Chalmers,33.04,263,796,+0.042
2006,69,0,1677,Tom Lehman,33.03,216,654,-0.079
2006,70,0,8123,Jeff Brehaut,33.02,391,1184,-0.079
2006,71,0,6573,Brandt Jobe,32.99,322,976,+0.003
2006,72,0,24140,Sean O'Hair,32.93,351,1066,-0.063
2006,73,0,7223,Brian Bateman,32.76,269,821,+0.015
2006,73,0,26596,Ryan Moore,32.76,265,809,-0.064
2006,75,0,1945,Kenny Perry,32.74,275,840,-0.120
2006,76,0,22548,Patrick Sheehan,32.65,396,1213,-0.015
2006,77,0,23623,Bo Van Pelt,32.56,409,1256,-0.034
2006,78,0,1707,Steve Lowery,32.53,376,1156,-0.144
2006,79,0,21646,David Branshaw,32.4,392,1210,-0.056
2006,80,0,1706,Davis Love III,32.33,258,798,-0.058
2006,81,0,2223,Bob Tway,32.26,302,936,-0.083
2006,82,0,24912,Will MacKenzie,32.18,336,1044,-0.015
2006,83,0,21660,Jason Schultz,32.12,291,906,+0.010
2006,83,0,10423,Mike Weir,32.12,282,878,-0.110
2006,85,0,20157,Retief Goosen,32.09,206,642,-0.141
2006,86,0,23788,D.J. Trahan,32.08,340,1060,+0.003
2006,87,0,1042,Paul Azinger,31.96,356,1114,-0.118
2006,88,0,6350,Bob May,31.95,239,748,-0.046
2006,89,0,6197,Michael Allen,31.94,322,1008,-0.096
2006,90,0,21407,Arjun Atwal,31.79,363,1142,-0.080
2006,91,0,23353,J.J. Henry,31.75,341,1074,-0.062
2006,92,0,20498,Briny Baird,31.66,309,976,-0.107
2006,92,0,8375,Paul Stankowski,31.66,278,878,E
2006,94,0,1810,Phil Mickelson,31.61,208,658,-0.053
2006,95,0,21470,Daisuke Maruyama,31.56,308,976,-0.101
2006,96,0,20631,David McKenzie,31.5,303,962,-0.063
2006,97,0,1619,Skip Kendall,31.34,257,820,-0.023
2006,98,0,25900,Lucas Glover,31.31,377,1204,-0.045
2006,99,0,2101,Joey Sindelar,31.29,331,1058,-0.054
2006,100,0,12510,Chad Campbell,31.26,292,934,-0.113
2006,101,0,11011,Mike Sposa,31.23,253,810,-0.008
2006,102,0,21959,Ted Purdy,31.16,349,1120,-0.112
2006,103,0,12602,Dean Wilson,31.14,403,1294,-0.045
2006,104,0,20850,Daniel Chopra,31.1,390,1254,-0.110
2006,105,0,25842,Jon Mills,31.08,235,756,+0.089
2006,106,0,1666,Bernhard Langer,30.94,254,821,-0.083
2006,107,0,1577,Lee Janzen,30.83,291,944,-0.014
2006,107,0,20645,John Senden,30.83,340,1103,-0.076
2006,109,0,22293,Heath Slocum,30.66,360,1174,-0.072
2006,110,0,25936,Alex Aragon,30.64,231,754,+0.091
2006,111,0,27095,Nick Watney,30.58,367,1200,-0.079
2006,112,0,22371,Aaron Baddeley,30.53,290,950,-0.055
2006,113,0,22046,Geoff Ogilvy,30.46,223,732,-0.049
2006,114,0,24925,Jonathan Byrd,30.44,228,749,-0.105
2006,115,0,21949,Joe Ogilvie,30.43,332,1091,-0.108
2006,116,0,8835,Kris Cox,30.38,305,1004,+0.033
2006,117,0,12660,Jesper Parnevik,30.35,309,1018,-0.123
2006,118,0,23541,Ben Crane,30.25,258,853,-0.147
2006,119,0,6527,Steve Stricker,30.06,217,722,-0.161
2006,120,0,21731,Freddie Jacobson,30.03,227,756,-0.031
2006,121,0,1724,Jeff Maggert,30.0,285,950,-0.035
2006,122,0,7457,Steve Flesch,29.99,431,1437,-0.102
2006,123,0,20548,Hidemichi Tanaka,29.96,272,908,-0.048
2006,124,0,8793,Tiger Woods,29.92,155,518,-0.232
2006,125,0,1766,Billy Mayfair,29.83,321,1076,-0.090
2006,126,0,1320,Bob Estes,29.75,310,1042,-0.116
2006,126,0,25345,Carl Pettersson,29.75,313,1052,-0.064
2006,128,0,1024,Billy Andrade,29.74,248,834,-0.056
2006,129,0,21805,Harrison Frazar,29.68,311,1048,-0.029
2006,130,0,24980,Scott Gutschewski,29.62,186,628,+0.070
2006,131,0,24138,Ian Poulter,29.42,173,588,-0.081
2006,132,0,22621,Ben Curtis,29.34,274,934,-0.055
2006,133,0,20127,Chris Riley,29.17,280,960,-0.100
2006,134,0,21350,Ryuji Imada,29.09,352,1210,-0.094
2006,135,0,23983,Luke Donald,29.07,175,602,-0.097
2006,136,0,22892,Jason Gore,29.01,293,1010,-0.014
2006,137,0,10565,Ian Leggatt,29.0,283,976,-0.025
2006,138,0,25935,John Engler Jr.,28.98,255,880,+0.043
2006,139,0,6515,Shaun Micheel,28.97,314,1084,-0.083
2006,140,0,21878,Mark Wilson,28.91,290,1003,-0.079
2006,141,0,1948,Tim Petrovic,28.88,335,1160,-0.060
2006,142,0,1161,Mark Calcavecchia,28.77,317,1102,-0.088
2006,142,0,1761,Len Mattiace,28.77,208,723,-0.038
2006,144,0,19881,Robert Damron,28.7,328,1143,-0.104
2006,145,0,27770,Camilo Villegas,28.67,328,1144,-0.052
2006,146,0,2214,Kirk Triplett,28.13,193,686,-0.016
2006,147,0,9011,David Duval,28.03,208,742,+0.077
2006,148,0,6575,Dudley Hart,28.01,277,989,-0.105
2006,149,0,23718,Nathan Green,27.94,366,1310,-0.126
2006,150,0,25632,Jimmy Walker,27.82,217,780,+0.005
2006,151,0,12716,Charley Hoffman,27.71,343,1238,-0.079
2006,152,0,23135,Tim Clark,27.6,223,808,-0.202
2006,153,0,6251,Chris DiMarco,27.4,234,854,-0.107
2006,154,0,1142,Bart Bryant,27.29,271,993,-0.081
2006,155,0,23497,Tag Ridings,27.26,341,1251,+0.041
2006,156,0,23673,Michael Connell,27.13,159,586,-0.050
2006,157,0,1685,J.L. Lewis,27.0,189,700,E
2006,158,0,23322,Brett Wetterich,26.82,272,1014,+0.018
2006,159,0,2104,Jeff Sluman,26.69,308,1154,-0.107
2006,160,0,8385,Omar Uresti,26.62,189,710,-0.063
2006,161,0,8537,J.P. Hayes,26.58,185,696,-0.135
2006,162,0,20634,Peter Lonard,26.54,245,923,-0.037
2006,163,0,1941,Tom Pernice Jr.,26.45,320,1210,-0.122
2006,164,0,12823,Carlos Franco,26.35,283,1074,-0.032
2006,165,0,24358,Robert Garrigus,26.31,272,1034,+0.018
2006,166,0,20812,Tjaart van der Walt,25.9,188,726,-0.080
2006,167,0,20099,Doug Barron,25.88,242,935,-0.099
2006,168,0,10809,Jim Furyk,25.52,244,956,-0.184
2006,169,0,1313,Steve Elkington,25.47,163,640,-0.117
2006,170,0,2206,David Toms,25.46,222,872,-0.090
2006,171,0,26420,Richard Johnson,25.38,300,1182,-0.063
2006,172,0,23616,Ryan Hietala,25.14,179,712,+0.067
2006,173,0,1599,Steve Jones,25.1,242,964,-0.140
2006,174,0,10860,Justin Leonard,24.64,224,909,-0.076
2006,175,0,10505,Shane Bertsch,24.54,307,1251,-0.153
2006,176,0,1388,Robert Gamez,24.52,281,1146,-0.004
2006,177,0,20382,Stephen Leaney,24.39,261,1070,-0.088
2006,178,0,19913,Ron Whittaker,24.24,240,990,-0.013
2006,179,0,2239,Scott Verplank,24.15,228,944,-0.140
2006,180,0,8075,Jerry Kelly,23.76,278,1170,-0.209
2006,181,0,1249,John Daly,23.69,136,574,+0.162
2006,182,0,1139,Olin Browne,23.38,282,1206,-0.078
2006,183,0,2110,Jerry Smith,23.29,273,1172,-0.154
2006,184,0,19846,Brian Gay,22.95,319,1390,-0.132
2006,185,0,20121,Todd Fischer,22.76,285,1252,-0.165
2006,186,0,1132,Mark Brooks,22.67,234,1032,-0.068
2006,187,0,6643,Paul Goydos,22.25,198,890,-0.066
2006,188,0,6012,Greg Kraft,21.79,204,936,-0.010
2006,189,0,1823,Larry Mize,21.75,124,570,+0.040
2006,190,0,1219,John Cook,20.29,155,764,-0.110
2006,191,0,1887,Mark O'Meara,20.2,101,500,-0.079
2006,192,0,1329,Brad Faxon,18.4,188,1022,+0.011
2006,193,0,1381,Fred Funk,18.23,216,1185,-0.116
2006,194,0,27141,J.B. Holmes,18.18,160,880,+0.225
2006,195,0,25804,Bubba Watson,15.57,156,1002,+0.038
2006,196,0,1928,Corey Pavin,11.34,90,794,-0.178
2005,1,0,19824,Craig Barlow,38.18,336,880,-0.012
2005,2,0,23409,James Driscoll,37.88,328,866,-0.052
2005,3,0,12454,Mario Tiziani,37.62,316,840,-0.057
2005,4,0,24781,Hunter Mahan,37.17,481,1294,-0.037
2005,5,0,26758,David Hearn,36.71,312,850,+0.013
2005,6,0,11032,Frank Lickliter II,36.37,435,1196,-0.034
2005,7,0,26287,Roland Thatcher,36.35,341,938,-0.015
2005,8,0,6034,Marco Dawson,35.94,391,1088,-0.069
2005,9,0,20812,Tjaart van der Walt,35.9,270,752,-0.093
2005,10,0,1766,Billy Mayfair,35.76,505,1412,-0.089
2005,11,0,20691,Greg Owen,35.71,350,980,-0.077
2005,12,0,6332,Neal Lancaster,35.38,421,1190,-0.067
2005,13,0,22405,Justin Rose,35.37,435,1230,-0.037
2005,14,0,23623,Bo Van Pelt,35.19,455,1293,-0.015
2005,15,0,1361,Dan Forsman,35.08,228,650,-0.140
2005,15,0,10585,Scott McCarron,35.08,295,841,-0.068
2005,17,0,1941,Tom Pernice Jr.,35.07,431,1229,-0.088
2005,18,0,22295,Darron Stiles,34.92,338,968,-0.112
2005,19,0,21961,Charles Howell III,34.66,348,1004,-0.069
2005,20,0,24140,Sean O'Hair,34.62,412,1190,-0.029
2005,21,0,23541,Ben Crane,34.56,311,900,-0.103
2005,22,0,24361,Pat Perez,34.54,353,1022,-0.003
2005,23,0,21959,Ted Purdy,34.53,482,1396,-0.073
2005,24,0,23349,Charles Warren,34.38,384,1117,-0.039
2005,25,0,21209,Sergio Garcia,34.15,250,732,-0.084
2005,26,0,20098,Stuart Appleby,34.13,301,882,-0.096
2005,27,0,8725,Tom Gillis,34.0,323,950,-0.012
2005,28,0,7749,Brett Quigley,33.99,399,1174,-0.108
2005,29,0,1553,John Huston,33.79,372,1101,-0.065
2005,30,0,28088,Matt Davidson,33.76,235,696,-0.004
2005,31,0,1707,Steve Lowery,33.75,406,1203,-0.069
2005,32,0,22046,Geoff Ogilvy,33.69,349,1036,-0.097
2005,33,0,22913,John Rollins,33.51,385,1149,-0.047
2005,34,0,23353,J.J. Henry,33.5,402,1200,-0.095
2005,35,0,7867,Woody Austin,33.36,421,1262,-0.045
2005,36,0,8545,Glen Hnatiuk,33.33,233,699,-0.030
2005,37,0,10885,Robert Allenby,33.3,336,1009,-0.018
2005,37,0,21753,Brian Davis,33.3,293,880,-0.113
2005,37,0,25240,D.A. Points,33.3,382,1147,-0.086
2005,37,0,27095,Nick Watney,33.3,369,1108,+0.005
2005,41,0,10912,Craig Perks,33.29,271,814,+0.107
2005,42,0,1685,J.L. Lewis,33.24,375,1128,-0.091
2005,42,0,1810,Phil Mickelson,33.24,232,698,-0.017
2005,44,0,1927,Dennis Paulson,33.12,259,782,+0.035
2005,45,0,8931,Glen Day,33.07,338,1022,-0.098
2005,46,0,24290,D.J. Brigman,33.06,283,856,-0.004
2005,47,0,21633,Steve Allan,33.01,405,1227,-0.022
2005,48,0,20474,Phillip Price,32.95,290,880,-0.100
2005,49,0,23614,Rich Beem,32.88,220,669,-0.018
2005,50,0,24604,Hunter Haas,32.87,332,1010,-0.093
2005,51,0,6197,Michael Allen,32.84,353,1075,-0.048
2005,52,0,1161,Mark Calcavecchia,32.83,348,1060,-0.109
2005,53,0,20498,Briny Baird,32.79,406,1238,-0.049
2005,54,0,8123,Jeff Brehaut,32.76,287,876,-0.171
2005,54,0,6567,Vijay Singh,32.76,401,1224,-0.107
2005,56,0,12782,Tim Herron,32.74,351,1072,-0.131
2005,57,0,24227,Justin Bolli,32.73,269,822,-0.026
2005,58,0,24912,Will MacKenzie,32.7,310,948,+0.026
2005,59,0,1723,Andrew Magee,32.69,320,979,-0.009
2005,60,0,20396,Lee Westwood,32.68,151,462,+0.046
2005,61,0,22371,Aaron Baddeley,32.48,341,1050,-0.070
2005,62,0,1948,Tim Petrovic,32.46,359,1106,-0.039
2005,63,0,10117,Bob Heintz,32.45,281,866,-0.011
2005,64,0,24024,Zach Johnson,32.39,377,1164,-0.093
2005,65,0,21805,Harrison Frazar,32.36,420,1298,-0.021
2005,66,0,24357,K.J. Choi,32.32,244,755,-0.053
2005,67,0,21951,Joey Snyder III,32.18,410,1274,-0.046
2005,68,0,25345,Carl Pettersson,32.15,417,1297,-0.110
2005,69,0,12510,Chad Campbell,32.0,336,1050,-0.039
2005,70,0,21731,Freddie Jacobson,31.99,247,772,-0.069
2005,71,0,20634,Peter Lonard,31.92,293,918,-0.014
2005,72,0,21407,Arjun Atwal,31.88,271,850,-0.077
2005,73,0,26679,Kevin Stadler,31.85,365,1146,+0.063
2005,74,0,2101,Joey Sindelar,31.82,436,1370,-0.080
2005,75,0,20472,Alex Cejka,31.74,305,961,-0.007
2005,76,0,6621,Joe Durant,31.72,302,952,-0.076
2005,76,0,20572,Rod Pampling,31.72,308,971,-0.006
2005,78,0,6515,Shaun Micheel,31.67,280,884,-0.036
2005,78,0,2106,Chris Smith,31.67,375,1184,+0.051
2005,80,0,1418,Bill Glasson,31.6,194,614,-0.067
2005,81,0,20645,John Senden,31.58,397,1257,-0.081
2005,82,0,23788,D.J. Trahan,31.57,310,982,-0.003
2005,83,0,6595,Kevin Sutherland,31.53,326,1034,-0.080
2005,84,0,25900,Lucas Glover,31.5,344,1092,-0.125
2005,85,0,24925,Jonathan Byrd,31.47,411,1306,-0.100
2005,85,0,23135,Tim Clark,31.47,282,896,-0.103
2005,87,0,10733,Kent Jones,31.45,385,1224,-0.075
2005,87,0,2223,Bob Tway,31.45,289,919,-0.107
2005,89,0,10860,Justin Leonard,31.4,238,758,-0.143
2005,90,0,1473,Todd Hamilton,31.38,327,1042,-0.055
2005,91,0,1724,Jeff Maggert,31.34,262,836,-0.103
2005,92,0,23725,Brendan Jones,31.32,317,1012,+0.060
2005,93,0,6527,Steve Stricker,31.31,258,824,-0.050
2005,94,0,20502,Michael Long,31.28,279,892,-0.007
2005,94,0,12680,Shigeki Maruyama,31.28,371,1186,-0.148
2005,96,0,1024,Billy Andrade,31.27,319,1020,-0.072
2005,96,0,1797,Rocco Mediate,31.27,283,905,-0.085
2005,98,0,20160,Charlie Wi,31.24,263,842,-0.110
2005,99,0,21350,Ryuji Imada,31.21,289,926,-0.035
2005,100,0,23320,Ryan Palmer,31.2,351,1125,-0.085
2005,101,0,21498,Hideto Tanihara,31.15,195,626,-0.015
2005,102,0,6573,Brandt Jobe,31.1,352,1132,-0.065
2005,103,0,10962,Bradley Hughes,31.09,212,682,+0.057
2005,103,0,26420,Richard Johnson,31.09,199,640,-0.166
2005,105,0,23983,Luke Donald,31.07,174,560,-0.109
2005,106,0,20157,Retief Goosen,31.06,187,602,-0.107
2005,107,0,23621,Rory Sabbatini,31.03,260,838,-0.015
2005,108,0,1226,Fred Couples,31.01,187,603,-0.043
2005,109,0,21806,Paul Gow,30.96,291,940,-0.072
2005,110,0,20850,Daniel Chopra,30.94,397,1283,-0.058
2005,111,0,22621,Ben Curtis,30.9,212,686,-0.028
2005,112,0,6373,José María Olazábal,30.84,177,574,-0.124
2005,113,0,10201,Matt Gogel,30.78,289,939,-0.059
2005,114,0,20378,Mathias Grönberg,30.64,239,780,+0.042
2005,114,0,20548,Hidemichi Tanaka,30.64,402,1312,-0.072
2005,116,0,23325,Vaughn Taylor,30.61,382,1248,-0.097
2005,117,0,1035,Tommy Armour III,30.6,388,1268,-0.046
2005,118,0,24507,Jason Bohn,30.53,345,1130,-0.093
2005,119,0,23036,Chris Anderson,30.49,247,810,-0.065
2005,120,0,1313,Steve Elkington,30.45,232,762,-0.073
2005,121,0,12660,Jesper Parnevik,30.34,284,936,-0.077
2005,122,0,20628,Arron Oberholser,30.28,215,710,-0.074
2005,123,0,12662,Thomas Levet,30.22,152,503,+0.092
2005,124,0,8993,Franklin Langham,30.2,321,1063,-0.059
2005,125,0,20099,Doug Barron,30.18,271,898,-0.085
2005,126,0,8075,Jerry Kelly,30.17,318,1054,-0.060
2005,126,0,22548,Patrick Sheehan,30.17,404,1339,-0.052
2005,128,0,1677,Tom Lehman,30.03,209,696,-0.062
2005,129,0,20766,Padraig Harrington,29.96,169,564,-0.041
2005,130,0,2206,David Toms,29.91,265,886,-0.181
2005,131,0,2246,Duffy Waldorf,29.9,296,990,-0.027
2005,132,0,1666,Bernhard Langer,29.67,186,627,-0.124
2005,133,0,12823,Carlos Franco,29.59,277,936,-0.105
2005,134,0,7223,Brian Bateman,29.56,350,1184,-0.037
2005,135,0,8537,J.P. Hayes,29.54,218,738,-0.069
2005,136,0,1577,Lee Janzen,29.53,243,823,-0.053
2005,137,0,20229,Stewart Cink,29.44,292,992,-0.140
2005,138,0,1139,Olin Browne,29.41,340,1156,-0.159
2005,138,0,6575,Dudley Hart,29.41,297,1010,-0.098
2005,140,0,1042,Paul Azinger,29.4,239,813,-0.042
2005,141,0,23108,Matt Kuchar,29.35,226,770,-0.040
2005,142,0,25847,Rob Rashell,29.33,222,757,-0.063
2005,143,0,21949,Joe Ogilvie,29.27,319,1090,-0.063
2005,144,0,6004,Stephen Ames,29.23,249,852,-0.004
2005,145,0,7457,Steve Flesch,29.11,257,883,-0.027
2005,145,0,20433,Mark Hensby,29.11,202,694,+0.094
2005,147,0,22293,Heath Slocum,29.08,365,1255,-0.142
2005,148,0,12652,Cameron Beckman,28.95,339,1171,-0.071
2005,149,0,12826,Paul Claxton,28.56,263,921,-0.137
2005,150,0,10809,Jim Furyk,28.51,284,996,-0.169
2005,150,0,23497,Tag Ridings,28.51,331,1161,+0.036
2005,152,0,24138,Ian Poulter,28.49,143,502,-0.049
2005,153,0,24502,Adam Scott,28.43,207,728,-0.039
2005,154,0,6251,Chris DiMarco,28.4,234,824,-0.107
2005,155,0,6599,John Elliott,28.29,202,714,+0.099
2005,156,0,20094,Jonathan Kaye,28.25,254,899,-0.122
2005,157,0,1142,Bart Bryant,28.13,299,1063,-0.144
2005,158,0,1388,Robert Gamez,28.1,313,1114,-0.099
2005,159,0,12602,Dean Wilson,27.86,307,1102,-0.101
2005,160,0,1945,Kenny Perry,27.78,232,835,+0.009
2005,161,0,1127,Danny Briggs,27.75,237,854,-0.042
2005,162,0,1761,Len Mattiace,27.69,293,1058,-0.007
2005,163,0,10425,Jay Williamson,27.4,177,646,E
2005,164,0,25396,Kevin Na,27.02,298,1103,-0.124
2005,165,0,1320,Bob Estes,26.95,297,1102,-0.098
2005,166,0,24980,Scott Gutschewski,26.91,268,996,+0.060
2005,167,0,1887,Mark O'Meara,26.57,190,715,-0.068
2005,168,0,19881,Robert Damron,26.56,293,1103,-0.068
2005,169,0,12645,Brent Geiberger,26.52,192,724,-0.063
2005,170,0,23322,Brett Wetterich,26.33,247,938,+0.040
2005,171,0,2104,Jeff Sluman,26.19,307,1172,-0.143
2005,172,0,10423,Mike Weir,25.95,171,659,E
2005,173,0,8385,Omar Uresti,25.88,265,1024,-0.158
2005,174,0,20121,Todd Fischer,25.74,313,1216,-0.121
2005,175,0,21878,Mark Wilson,25.68,226,880,-0.075
2005,176,0,20382,Stephen Leaney,25.65,268,1045,-0.104
2005,177,0,2239,Scott Verplank,25.16,231,918,-0.104
2005,178,0,2214,Kirk Triplett,24.72,152,615,E
2005,179,0,1619,Skip Kendall,24.56,240,977,-0.017
2005,180,0,23540,Jason Allred,24.49,215,878,+0.107
2005,181,0,1329,Brad Faxon,24.37,194,796,-0.119
2005,182,0,1219,John Cook,24.29,197,811,-0.112
2005,183,0,1706,Davis Love III,24.2,189,781,-0.074
2005,184,0,19972,José Coceres,24.05,178,740,-0.101
2005,185,0,1599,Steve Jones,23.87,153,641,-0.092
2005,186,0,1175,Jim Carter,23.78,180,757,-0.039
2005,187,0,1823,Larry Mize,23.52,151,642,-0.146
2005,188,0,19846,Brian Gay,23.19,298,1285,-0.121
2005,189,0,20663,Brenden Pappas,22.89,157,686,+0.013
2005,190,0,20127,Chris Riley,22.74,133,585,E
2005,191,0,1249,John Daly,22.58,177,784,+0.096
2005,192,0,1157,Tom Byrum,22.36,237,1060,-0.042
2005,193,0,8793,Tiger Woods,21.96,170,774,-0.165
2005,194,0,1457,Jay Haas,21.69,118,544,-0.102
2005,195,0,23552,Hank Kuehne,21.24,220,1036,+0.118
2005,196,0,23063,Scott Hend,20.04,180,898,+0.156
2005,197,0,2010,Loren Roberts,19.85,133,670,-0.105
2005,198,0,1132,Mark Brooks,18.87,163,864,-0.092
2005,199,0,1381,Fred Funk,18.83,215,1142,-0.130
2005,200,0,20623,Gavin Coles,18.51,164,886,-0.091
2005,201,0,1487,Jeff Hart,13.41,107,798,-0.150
2005,202,0,1928,Corey Pavin,9.28,79,851,-0.114
2004,1,0,19825,Darren Clarke,39.07,193,494,-0.031
2004,2,0,20378,Mathias Grönberg,38.68,393,1016,-0.081
2004,3,0,19824,Craig Barlow,38.41,368,958,-0.120
2004,4,0,7867,Woody Austin,37.92,438,1155,-0.068
2004,5,0,24361,Pat Perez,37.64,449,1193,-0.087
2004,6,0,6332,Neal Lancaster,37.03,477,1288,-0.073
2004,7,0,25345,Carl Pettersson,36.3,392,1080,-0.110
2004,8,0,26287,Roland Thatcher,36.08,302,837,-0.026
2004,9,0,6595,Kevin Sutherland,35.89,332,925,-0.087
2004,10,0,12394,Tom Carter,35.84,476,1328,-0.017
2004,11,0,20572,Rod Pampling,35.81,385,1075,-0.094
2004,12,0,21407,Arjun Atwal,35.56,367,1032,-0.046
2004,12,0,20628,Arron Oberholser,35.56,303,852,-0.046
2004,14,0,21893,Brian Kortan,35.49,280,789,+0.014
2004,15,0,8123,Jeff Brehaut,35.48,457,1288,-0.072
2004,16,0,2245,Grant Waite,35.46,334,942,-0.027
2004,17,0,1161,Mark Calcavecchia,35.42,289,816,-0.048
2004,18,0,20645,John Senden,35.37,422,1193,-0.083
2004,19,0,6613,Tommy Tolles,35.36,296,837,-0.057
2004,20,0,12760,Danny Ellis,35.35,333,942,-0.087
2004,21,0,10912,Craig Perks,35.26,311,882,-0.016
2004,22,0,23621,Rory Sabbatini,35.22,367,1042,-0.084
2004,23,0,21731,Freddie Jacobson,35.03,303,865,-0.135
2004,24,0,22913,John Rollins,35.01,349,997,-0.095
2004,25,0,6621,Joe Durant,34.99,366,1046,-0.085
2004,26,0,24781,Hunter Mahan,34.88,399,1144,-0.070
2004,27,0,23338,David Gossett,34.81,244,701,-0.016
2004,28,0,25686,Jason Dufner,34.58,343,992,-0.044
2004,29,0,23614,Rich Beem,34.51,293,849,-0.044
2004,30,0,12652,Cameron Beckman,34.45,412,1196,-0.141
