YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
2023,0,46414,Aaron Rai,"48' 9""",153889,263,12824.083,+32.00
2023,0,47504,Sam Burns,"48' 11""",172659,294,14388.25,+49.00
2023,0,51634,Sahith Theegala,"49' 0""",231186,393,19265.5,+28.00
2023,0,34256,Andrew Putnam,"49' 6""",178141,300,14845.083,+24.00
2023,0,29535,Brice Garnett,"49' 8""",135794,228,11316.167,+25.00
2023,0,32662,Michael Gligic,"49' 8""",149624,251,12468.667,+38.00
2023,0,48117,Kurt Kitayama,"49' 10""",138098,231,11508.167,+38.00
2023,0,45609,Tyler Duncan,"49' 11""",157592,263,13132.667,+43.00
2023,0,35449,Adam Long,"50' 1""",155595,259,12966.25,+21.00
2023,0,39977,Max Homa,"50' 2""",168420,280,14035.0,+16.00
2023,0,49771,J.T. Poston,"50' 4""",180516,299,15043.0,+20.00
2023,0,48081,Xander Schauffele,"50' 4""",138829,230,11569.083,+26.00
2023,0,45522,Christiaan Bezuidenhout,"50' 8""",155061,255,12921.75,+15.00
2023,0,39058,Lucas Herbert,"51' 3""",127913,208,10659.417,+26.00
2023,0,46442,Maverick McNealy,"53' 0""",131010,206,10917.5,+41.00
2023,0,30911,Tommy Fleetwood,"53' 4""",137537,215,11461.417,+26.00
2023,0,31202,William McGirt,"53' 11""",75026,116,6252.167,+22.00
2022,0,22056,Cameron Percy,"39' 0""",57997,124,4833.083,-4.00
2022,0,39997,Corey Conners,"39' 9""",101156,212,8429.667,+18.00
2022,0,34610,Matthias Schwab,"40' 1""",97210,202,8100.833,+6.00
2022,0,48699,Callum Tarren,"40' 3""",125150,259,10429.167,+19.00
2022,0,46435,Austin Cook,"41' 3""",78667,159,6555.583,+12.00
2022,0,47529,Mito Pereira,"41' 5""",125794,253,10482.833,-7.00
2022,0,40098,Matt Fitzpatrick,"41' 6""",83154,167,6929.5,+10.00
2022,0,29725,Tony Finau,"41' 9""",155231,310,12935.917,-9.00
2022,0,27095,Nick Watney,"41' 10""",120393,240,10032.75,+17.00
2022,0,34098,Russell Henley,"42' 0""",95239,189,7936.583,+11.00
2022,0,30692,Scott Stallings,"42' 0""",171226,340,14268.833,+19.00
2022,0,32366,Kevin Chappell,"42' 1""",87388,173,7282.333,+5.00
2022,0,27129,Luke List,"42' 2""",128049,253,10670.75,+16.00
2022,0,46601,Trey Mullinax,"42' 2""",145361,287,12113.417,+11.00
2022,0,46046,Scottie Scheffler,"42' 2""",127514,252,10626.167,-4.00
2022,0,34363,Tyrrell Hatton,"42' 3""",98861,195,8238.417,+6.00
2022,0,45522,Christiaan Bezuidenhout,"42' 5""",102236,201,8519.667,+19.00
2022,0,12716,Charley Hoffman,"42' 6""",131964,259,10997.0,+30.00
2022,0,46717,Viktor Hovland,"42' 6""",99986,196,8332.167,+20.00
2022,0,32662,Michael Gligic,"42' 7""",110968,217,9247.333,+18.00
2022,0,23621,Rory Sabbatini,"42' 7""",84796,166,7066.333,+14.00
2022,0,49964,Aaron Wise,"42' 7""",137372,269,11447.667,+4.00
2022,0,29974,Branden Grace,"42' 11""",74659,145,6221.583,+6.00
2022,0,34076,Joel Dahmen,"43' 0""",113057,219,9421.417,+38.00
2022,0,34046,Jordan Spieth,"43' 0""",129029,250,10752.417,+5.00
2022,0,36852,Jim Knous,"43' 1""",78127,151,6510.583,+22.00
2022,0,39436,Joshua Creel,"43' 2""",68896,133,5741.333,+22.00
2022,0,27936,Martin Laird,"43' 2""",76608,148,6384.0,+15.00
2022,0,27349,Alex Noren,"43' 2""",93787,181,7815.583,+9.00
2022,0,39953,Chase Seiffert,"43' 3""",67001,129,5583.417,+23.00
2022,0,20229,Stewart Cink,"43' 6""",132605,254,11050.417,+33.00
2022,0,30978,Kiradech Aphibarnrat,"43' 7""",62260,119,5188.333,+12.00
2022,0,46550,Brandon Hagy,"43' 8""",144215,275,12017.917,+49.00
2022,0,33122,Russell Knox,"43' 8""",108002,206,9000.167,+33.00
2022,0,32640,Troy Merritt,"43' 8""",131538,251,10961.5,+41.00
2022,0,49947,Taylor Moore,"43' 8""",146753,280,12229.417,+8.00
2022,0,47856,Seth Reeves,"43' 8""",98461,188,8205.083,+18.00
2022,0,26476,Chez Reavie,"43' 9""",114507,218,9542.25,+40.00
2022,0,22405,Justin Rose,"43' 10""",64687,123,5390.583,+26.00
2022,0,29221,Webb Simpson,"43' 10""",93163,177,7763.583,+15.00
2022,0,29518,Brendan Steele,"43' 10""",110433,210,9202.75,+20.00
2022,0,34255,Joseph Bramlett,"44' 0""",164738,312,13728.167,+35.00
2022,0,27644,Brian Harman,"44' 0""",129966,246,10830.5,+5.00
2022,0,33204,Shane Lowry,"44' 0""",92417,175,7701.417,+11.00
2022,0,34466,Peter Malnati,"44' 0""",170421,323,14201.75,+34.00
2022,0,29289,S.Y. Noh,"44' 0""",104549,198,8712.417,+14.00
2022,0,27214,Kevin Streelman,"44' 0""",112569,213,9380.75,+12.00
2022,0,35310,Lanto Griffin,"44' 1""",136477,258,11373.083,+36.00
2022,0,48117,Kurt Kitayama,"44' 1""",105766,200,8813.833,+17.00
2022,0,10381,Curtis Thompson,"44' 1""",95706,181,7975.5,+34.00
2022,0,55708,Hayden Buckley,"44' 2""",124131,234,10344.25,+39.00
2022,0,46340,Alex Smalley,"44' 2""",146405,276,12200.417,+21.00
2022,0,35891,Cameron Smith,"44' 2""",103276,195,8606.333,+6.00
2022,0,19803,Ryan Armour,"44' 4""",36160,68,3013.333,+15.00
2022,0,23325,Vaughn Taylor,"44' 4""",71795,135,5982.917,+23.00
2022,0,57366,Cameron Young,"44' 4""",150612,283,12551.0,+13.00
2022,0,37212,Paul Barjon,"44' 6""",133973,251,11164.417,+29.00
2022,0,35450,Patrick Cantlay,"44' 6""",97168,182,8097.333,-1.00
2022,0,37455,Si Woo Kim,"44' 6""",143134,268,11927.833,+24.00
2022,0,36689,Brooks Koepka,"44' 7""",92511,173,7709.25,+16.00
2022,0,51997,Andrew Novak,"44' 7""",118199,221,9849.917,+14.00
2022,0,48887,Matt Wallace,"44' 7""",89378,167,7448.167,+32.00
2022,0,33490,Bo Hoag,"44' 8""",76625,143,6385.417,+28.00
2022,0,28237,Rory McIlroy,"44' 8""",113689,212,9474.083,-4.00
2022,0,23320,Ryan Palmer,"44' 8""",100176,187,8348.0,+14.00
2022,0,27064,Jhonattan Vegas,"44' 8""",126556,236,10546.333,+7.00
2022,0,49298,Kramer Hickok,"44' 10""",122588,228,10215.667,+15.00
2022,0,23983,Luke Donald,"44' 11""",104020,193,8668.333,+25.00
2022,0,33399,Adam Hadwin,"44' 11""",126695,235,10557.917,+35.00
2022,0,54628,Lee Hodges,"44' 11""",171283,318,14273.583,+50.00
2022,0,48081,Xander Schauffele,"44' 11""",100729,187,8394.083,+11.00
2022,0,47988,Nick Hardy,"45' 0""",97743,181,8145.25,+21.00
2022,0,31557,Jim Herman,"45' 0""",68541,127,5711.75,+26.00
2022,0,32839,Hideki Matsuyama,"45' 0""",118713,220,9892.75,+11.00
2022,0,33448,Justin Thomas,"45' 0""",140343,260,11695.25,-1.00
2022,0,32333,Kevin Tway,"45' 0""",156169,289,13014.083,+29.00
2022,0,27770,Camilo Villegas,"45' 0""",111863,207,9321.917,+28.00
2022,0,47983,Chad Ramey,"45' 1""",99491,184,8290.917,+34.00
2022,0,45486,Joaquin Niemann,"45' 2""",125648,232,10470.667,+6.00
2022,0,50095,Austin Smotherman,"45' 2""",114967,212,9580.583,+38.00
2022,0,35110,Brett Drewitt,"45' 3""",87887,162,7323.917,+29.00
2022,0,34563,Chesson Hadley,"45' 4""",123570,227,10297.5,+26.00
2022,0,47483,Will Zalatoris,"45' 4""",139155,256,11596.25,+6.00
2022,0,52372,Cameron Champ,"45' 5""",105129,193,8760.75,+21.00
2022,0,51766,Wyndham Clark,"45' 5""",165760,304,13813.333,+21.00
2022,0,50525,Collin Morikawa,"45' 5""",80698,148,6724.833,+8.00
2022,0,54783,Dylan Wu,"45' 5""",97069,178,8089.083,+29.00
2022,0,35879,Kelly Kraft,"45' 6""",107614,197,8967.833,+36.00
2022,0,24925,Jonathan Byrd,"45' 8""",85467,156,7122.25,+12.00
2022,0,40162,Justin Lower,"45' 8""",110690,202,9224.167,+31.00
2022,0,51950,Max McGreevy,"45' 8""",105275,192,8772.917,+22.00
2022,0,39324,J.J. Spaun,"45' 8""",130419,238,10868.25,+34.00
2022,0,28775,Nate Lashley,"45' 9""",110389,201,9199.083,+7.00
2022,0,48822,Sebastián Muñoz,"45' 9""",128502,234,10708.5,+33.00
2022,0,47995,Davis Riley,"45' 9""",160979,293,13414.917,+27.00
2022,0,34264,Hudson Swafford,"45' 9""",97212,177,8101.0,+14.00
2022,0,37189,Harold Varner III,"45' 9""",133997,244,11166.417,+13.00
2022,0,45609,Tyler Duncan,"45' 10""",102375,186,8531.25,+17.00
2022,0,35461,Beau Hossler,"45' 10""",157896,287,13158.0,+26.00
2022,0,32150,Michael Thompson,"45' 11""",125530,228,10460.833,+22.00
2022,0,33141,Keegan Bradley,"46' 0""",121337,220,10111.417,+21.00
2022,0,51890,Greyson Sigg,"46' 0""",134195,243,11182.917,+30.00
2022,0,34431,Robert Streb,"46' 0""",151267,274,12605.583,+37.00
2022,0,36884,Ben Kohles,"46' 1""",92870,168,7739.167,+19.00
2022,0,33597,Harry Higgs,"46' 2""",171231,309,14269.25,+33.00
2022,0,39977,Max Homa,"46' 2""",141811,256,11817.583,+5.00
2022,0,32816,Satoshi Kodaira,"46' 2""",58729,106,4894.083,+17.00
2022,0,37275,Sam Ryder,"46' 3""",157025,283,13085.417,+28.00
2022,0,27139,David Skinns,"46' 3""",137122,247,11426.833,+15.00
2022,0,51634,Sahith Theegala,"46' 3""",230501,415,19208.417,-2.00
2022,0,33419,Cameron Tringale,"46' 3""",165263,298,13771.917,+26.00
2022,0,52374,Brandon Wu,"46' 3""",101483,183,8456.917,+12.00
2022,0,27895,Jonas Blixt,"46' 4""",83933,151,6994.417,+14.00
2022,0,25818,Scott Piercy,"46' 4""",154496,278,12874.667,+42.00
2022,0,36801,Mark Hubbard,"46' 5""",106987,192,8915.583,+13.00
2022,0,39971,Sungjae Im,"46' 5""",145955,262,12162.917,+9.00
2022,0,29970,Dylan Frittelli,"46' 6""",171287,307,14273.917,+21.00
2022,0,31646,Emiliano Grillo,"46' 6""",117636,211,9803.0,+1.00
2022,0,35532,Tom Hoge,"46' 6""",155010,278,12917.5,+11.00
2022,0,32757,Patton Kizzire,"46' 6""",182056,326,15171.333,+27.00
2022,0,40250,Taylor Pendrith,"46' 6""",129927,233,10827.25,+20.00
2022,0,36699,Patrick Rodgers,"46' 6""",177971,319,14830.917,+4.00
2022,0,31323,Gary Woodland,"46' 6""",122701,220,10225.083,+9.00
2022,0,39058,Lucas Herbert,"46' 8""",98056,175,8171.333,+17.00
2022,0,27649,Brandt Snedeker,"46' 8""",89083,159,7423.583,+32.00
2022,0,28114,Dawie van der Walt,"46' 8""",99750,178,8312.5,+41.00
2022,0,24980,Scott Gutschewski,"46' 10""",80396,143,6699.667,E
2022,0,32448,James Hahn,"46' 10""",125793,224,10482.75,+17.00
2022,0,26300,Matt Jones,"46' 10""",114595,204,9549.583,+5.00
2022,0,23108,Matt Kuchar,"46' 10""",106813,190,8901.083,-2.00
2022,0,26851,Marc Leishman,"46' 10""",143246,255,11937.167,+19.00
2022,0,40115,Adam Svensson,"46' 10""",165663,295,13805.25,+38.00
2022,0,32102,Rickie Fowler,"46' 11""",118826,211,9902.167,+33.00
2022,0,34174,John Huh,"46' 11""",124904,222,10408.667,+24.00
2022,0,52375,Doug Ghim,"47' 0""",115054,204,9587.833,+32.00
2022,0,49960,Sepp Straka,"47' 0""",138808,246,11567.333,+29.00
2022,0,25900,Lucas Glover,"47' 1""",128828,228,10735.667,+39.00
2022,0,54421,Garrick Higgo,"47' 1""",72279,128,6023.25,+36.00
2022,0,29926,Danny Lee,"47' 1""",96130,170,8010.833,+27.00
2022,0,29908,C.T. Pan,"47' 1""",145871,258,12155.917,+35.00
2022,0,40006,Erik van Rooyen,"47' 1""",67287,119,5607.25,+9.00
2022,0,53165,Doc Redman,"47' 2""",134222,237,11185.167,+31.00
2022,0,30926,Chris Kirk,"47' 3""",111079,196,9256.583,+23.00
2022,0,49771,J.T. Poston,"47' 3""",173054,305,14421.167,+10.00
2022,0,47347,Adam Schenk,"47' 3""",171325,302,14277.083,+35.00
2022,0,45157,Cam Davis,"47' 4""",172750,304,14395.833,+28.00
2022,0,49766,Hank Lebioda,"47' 4""",135200,238,11266.667,+28.00
2022,0,47128,Richy Werenski,"47' 4""",107825,190,8985.417,+27.00
2022,0,28089,Jason Day,"47' 5""",101333,178,8444.417,+34.00
2022,0,33667,Carlos Ortiz,"47' 5""",106461,187,8871.75,+9.00
2022,0,46414,Aaron Rai,"47' 5""",115975,204,9664.583,+12.00
2022,0,56278,Matthew Wolff,"47' 6""",98564,173,8213.667,+24.00
2022,0,36326,David Lipsky,"47' 7""",148918,261,12409.833,+25.00
2022,0,21961,Charles Howell III,"47' 8""",91525,160,7627.083,+13.00
2022,0,30944,Jason Kokrak,"47' 9""",98641,172,8220.083,+1.00
2022,0,33486,Roger Sloan,"47' 9""",133464,233,11122.0,+21.00
2022,0,27974,Sung Kang,"47' 10""",126906,221,10575.5,+22.00
2022,0,32791,K.H. Lee,"47' 10""",172640,301,14386.667,+26.00
2022,0,48084,Wesley Bryan,"47' 11""",96063,167,8005.25,+16.00
2022,0,35449,Adam Long,"47' 11""",137485,239,11457.083,+25.00
2022,0,34256,Andrew Putnam,"47' 11""",152325,265,12693.75,+17.00
2022,0,47993,Denny McCarthy,"48' 0""",161961,281,13496.75,+22.00
2022,0,30927,Brendon Todd,"48' 0""",123351,214,10279.25,+27.00
2022,0,35617,Martin Trainer,"48' 0""",150401,261,12533.417,+30.00
2022,0,24924,Bill Haas,"48' 1""",155206,269,12933.833,+12.00
2022,0,31420,Anirban Lahiri,"48' 1""",113675,197,9472.917,+30.00
2022,0,46970,Jon Rahm,"48' 1""",109700,190,9141.667,+12.00
2022,0,32139,Danny Willett,"48' 1""",83137,144,6928.083,+15.00
2022,0,39546,Keith Mitchell,"48' 2""",138183,239,11515.25,+19.00
2022,0,29535,Brice Garnett,"48' 3""",106007,183,8833.917,+14.00
2022,0,36871,Matthew NeSmith,"48' 3""",155768,269,12980.667,+54.00
2022,0,31560,Brian Stuard,"48' 4""",107841,186,8986.75,+33.00
2022,0,25493,Nick Taylor,"48' 4""",154980,267,12915.0,+36.00
2022,0,45540,Jared Wolfe,"48' 4""",106801,184,8900.083,+18.00
2022,0,24361,Pat Perez,"48' 5""",112121,193,9343.417,+26.00
2022,0,28252,Seamus Power,"48' 5""",112170,193,9347.5,-3.00
2022,0,46402,Talor Gooch,"48' 7""",116695,200,9724.583,+4.00
2022,0,24138,Ian Poulter,"48' 7""",55419,95,4618.25,-2.00
2022,0,34360,Patrick Reed,"48' 9""",108830,186,9069.167,+28.00
2022,0,29420,Billy Horschel,"49' 1""",104195,177,8682.917,+19.00
2022,0,45526,Abraham Ancer,"49' 2""",75464,128,6288.667,+14.00
2022,0,29478,Kevin Kisner,"49' 2""",97292,165,8107.667,+20.00
2022,0,46442,Maverick McNealy,"49' 2""",162203,275,13516.917,+30.00
2022,0,24024,Zach Johnson,"49' 4""",111261,188,9271.75,+39.00
2022,0,24502,Adam Scott,"49' 4""",153981,260,12831.75,-6.00
2022,0,47504,Sam Burns,"49' 8""",160263,269,13355.25,+23.00
2022,0,36799,Stephan Jaeger,"49' 9""",163521,274,13626.75,+45.00
2022,0,30911,Tommy Fleetwood,"50' 0""",78063,130,6505.25,+10.00
2022,0,25198,Francesco Molinari,"50' 2""",81837,136,6819.75,+26.00
2022,0,35506,Mackenzie Hughes,"50' 8""",173140,285,14428.333,+35.00
2022,0,51894,Vince Whaley,"50' 10""",178220,292,14851.667,+42.00
2022,0,30163,Henrik Norlander,"51' 7""",122613,198,10217.75,+26.00
2022,0,25686,Jason Dufner,"52' 5""",90637,144,7553.083,+23.00
2021,0,33413,Ben Martin,"37' 9""",48489,107,4040.75,-6.00
2021,0,35230,Nelson Ledesma,"37' 11""",58719,129,4893.25,+6.00
2021,0,22371,Aaron Baddeley,"38' 2""",62350,136,5195.833,+4.00
2021,0,22056,Cameron Percy,"39' 5""",99407,210,8283.917,+10.00
2021,0,20229,Stewart Cink,"39' 7""",134515,283,11209.583,+24.00
2021,0,23325,Vaughn Taylor,"39' 10""",76500,160,6375.0,+17.00
2021,0,27330,Josh Teater,"40' 2""",49203,102,4100.25,+3.00
2021,0,48045,Michael Gellerman,"40' 3""",46834,97,3902.833,+6.00
2021,0,49766,Hank Lebioda,"40' 5""",90664,187,7555.333,+9.00
2021,0,31420,Anirban Lahiri,"40' 6""",100667,207,8388.917,-3.00
2021,0,34098,Russell Henley,"40' 7""",109638,225,9136.5,E
2021,0,34076,Joel Dahmen,"40' 10""",74992,153,6249.333,+17.00
2021,0,31646,Emiliano Grillo,"40' 11""",100093,204,8341.083,+20.00
2021,0,34466,Peter Malnati,"41' 2""",132027,267,11002.25,+26.00
2021,0,12716,Charley Hoffman,"41' 5""",145199,292,12099.917,+3.00
2021,0,30692,Scott Stallings,"41' 5""",122267,246,10188.917,+2.00
2021,0,33948,Byeong Hun An,"41' 7""",154738,310,12894.833,+45.00
2021,0,27556,Ted Potter Jr.,"41' 7""",116872,234,9739.333,+44.00
2021,0,26476,Chez Reavie,"41' 8""",72996,146,6083.0,+24.00
2021,0,35450,Patrick Cantlay,"41' 9""",119188,238,9932.333,+1.00
2021,0,33490,Bo Hoag,"41' 9""",117718,235,9809.833,-6.00
2021,0,28252,Seamus Power,"41' 10""",67203,134,5600.25,-4.00
2021,0,30110,Kyle Stanley,"41' 10""",114036,227,9503.0,+20.00
2021,0,35461,Beau Hossler,"41' 11""",135193,269,11266.083,+32.00
2021,0,39953,Chase Seiffert,"42' 2""",85956,170,7163.0,+8.00
2021,0,30925,Dustin Johnson,"42' 3""",108979,215,9081.583,+17.00
2021,0,26758,David Hearn,"42' 5""",67703,133,5641.917,+16.00
2021,0,46435,Austin Cook,"42' 6""",102437,201,8536.417,+35.00
2021,0,24781,Hunter Mahan,"42' 6""",87132,171,7261.0,+20.00
2021,0,32333,Kevin Tway,"42' 7""",110301,216,9191.75,+6.00
2021,0,23623,Bo Van Pelt,"42' 8""",103450,202,8620.833,+23.00
2021,0,27141,J.B. Holmes,"42' 9""",107233,209,8936.083,+12.00
2021,0,33667,Carlos Ortiz,"42' 9""",136369,266,11364.083,+23.00
2021,0,28420,Ryan Brehm,"42' 10""",86813,169,7234.417,+12.00
2021,0,30926,Chris Kirk,"42' 11""",128245,249,10687.083,+9.00
2021,0,36689,Brooks Koepka,"42' 11""",99983,194,8331.917,+13.00
2021,0,34213,Grayson Murray,"42' 11""",85502,166,7125.167,+46.00
2021,0,26300,Matt Jones,"43' 0""",171869,333,14322.417,+30.00
2021,0,29268,Bronson Burgoon,"43' 1""",116870,226,9739.167,+18.00
2021,0,47347,Adam Schenk,"43' 1""",148455,287,12371.25,+14.00
2021,0,27649,Brandt Snedeker,"43' 1""",117797,228,9816.417,+17.00
2021,0,27770,Camilo Villegas,"43' 1""",143249,277,11937.417,+32.00
2021,0,45526,Abraham Ancer,"43' 4""",106514,205,8876.167,+32.00
2021,0,28775,Nate Lashley,"43' 4""",114864,221,9572.0,+27.00
2021,0,34255,Joseph Bramlett,"43' 5""",121375,233,10114.583,+8.00
2021,0,46550,Brandon Hagy,"43' 5""",136594,262,11382.833,+8.00
2021,0,29221,Webb Simpson,"43' 5""",101556,195,8463.0,+16.00
2021,0,47504,Sam Burns,"43' 7""",129079,247,10756.583,-2.00
2021,0,34360,Patrick Reed,"43' 7""",114490,219,9540.833,+20.00
2021,0,35617,Martin Trainer,"43' 7""",110356,211,9196.333,+37.00
2021,0,27942,Rob Oppenheim,"43' 8""",93323,178,7776.917,+21.00
2021,0,23621,Rory Sabbatini,"43' 9""",123448,235,10287.333,+22.00
2021,0,51766,Wyndham Clark,"43' 10""",170807,325,14233.917,+13.00
2021,0,37275,Sam Ryder,"43' 10""",122506,233,10208.833,+13.00
2021,0,39977,Max Homa,"43' 11""",122798,233,10233.167,+40.00
2021,0,48119,Ben Taylor,"43' 11""",72247,137,6020.583,+16.00
2021,0,23788,D.J. Trahan,"43' 11""",95380,181,7948.333,+9.00
2021,0,51894,Vince Whaley,"43' 11""",124312,236,10359.333,+18.00
2021,0,56762,Will Gordon,"44' 0""",139839,265,11653.25,+30.00
2021,0,34431,Robert Streb,"44' 0""",131981,250,10998.417,+17.00
2021,0,27064,Jhonattan Vegas,"44' 1""",126935,240,10577.917,+6.00
2021,0,29725,Tony Finau,"44' 2""",140854,266,11737.833,+13.00
2021,0,29908,C.T. Pan,"44' 2""",125196,236,10433.0,+21.00
2021,0,45157,Cam Davis,"44' 3""",188548,355,15712.333,+22.00
2021,0,27095,Nick Watney,"44' 3""",91922,173,7660.167,+12.00
2021,0,33410,Andrew Landry,"44' 4""",104731,197,8727.583,+28.00
2021,0,23320,Ryan Palmer,"44' 4""",121908,229,10159.0,+6.00
2021,0,25364,Paul Casey,"44' 5""",85799,161,7149.917,+8.00
2021,0,25686,Jason Dufner,"44' 5""",118315,222,9859.583,+31.00
2021,0,29974,Branden Grace,"44' 5""",135404,254,11283.667,+11.00
2021,0,46402,Talor Gooch,"44' 6""",154809,290,12900.75,+19.00
2021,0,34563,Chesson Hadley,"44' 6""",115414,216,9617.833,+15.00
2021,0,27129,Luke List,"44' 7""",152945,286,12745.417,+17.00
2021,0,1810,Phil Mickelson,"44' 7""",140576,263,11714.667,+21.00
2021,0,26331,Charl Schwartzel,"44' 7""",150833,282,12569.417,+16.00
2021,0,49960,Sepp Straka,"44' 7""",167873,314,13989.417,+54.00
2021,0,56278,Matthew Wolff,"44' 7""",110720,207,9226.667,+18.00
2021,0,33597,Harry Higgs,"44' 8""",153305,286,12775.417,+15.00
2021,0,33122,Russell Knox,"44' 8""",126581,236,10548.417,+49.00
2021,0,32448,James Hahn,"44' 9""",96707,180,8058.917,+15.00
2021,0,34256,Andrew Putnam,"44' 9""",139056,259,11588.0,+20.00
2021,0,34046,Jordan Spieth,"44' 9""",163818,305,13651.5,+16.00
2021,0,40026,Daniel Berger,"44' 10""",116654,217,9721.167,-1.00
2021,0,32757,Patton Kizzire,"44' 11""",173110,321,14425.833,+9.00
2021,0,27936,Martin Laird,"45' 0""",102691,190,8557.583,+27.00
2021,0,33204,Shane Lowry,"45' 0""",108047,200,9003.917,+22.00
2021,0,33486,Roger Sloan,"45' 0""",116671,216,9722.583,+10.00
2021,0,19803,Ryan Armour,"45' 1""",81621,151,6801.75,+23.00
2021,0,32070,Rafael Campos,"45' 1""",87116,161,7259.667,+14.00
2021,0,24357,K.J. Choi,"45' 1""",68673,127,5722.75,+33.00
2021,0,39997,Corey Conners,"45' 1""",117880,218,9823.333,+21.00
2021,0,37455,Si Woo Kim,"45' 1""",156373,289,13031.083,+6.00
2021,0,46046,Scottie Scheffler,"45' 1""",145024,268,12085.333,+19.00
2021,0,33120,Mark Anderson,"45' 2""",62377,115,5198.083,+11.00
2021,0,33404,Chris Baker,"45' 2""",68335,126,5694.583,+15.00
2021,0,40006,Erik van Rooyen,"45' 2""",122523,226,10210.25,+35.00
2021,0,47483,Will Zalatoris,"45' 2""",140284,259,11690.333,+17.00
2021,0,23983,Luke Donald,"45' 3""",82481,152,6873.417,+24.00
2021,0,35104,Tom Lewis,"45' 3""",140165,258,11680.417,+38.00
2021,0,45486,Joaquin Niemann,"45' 4""",177964,327,14830.333,+18.00
2021,0,47959,Bryson DeChambeau,"45' 5""",152077,279,12673.083,+12.00
2021,0,29970,Dylan Frittelli,"45' 5""",132330,243,11027.5,+40.00
2021,0,48081,Xander Schauffele,"45' 5""",110647,203,9220.583,+5.00
2021,0,31560,Brian Stuard,"45' 5""",119939,220,9994.917,+12.00
2021,0,25493,Nick Taylor,"45' 5""",147223,270,12268.583,+39.00
2021,0,33419,Cameron Tringale,"45' 5""",158537,291,13211.417,+10.00
2021,0,36699,Patrick Rodgers,"45' 6""",179564,329,14963.667,+28.00
2021,0,33141,Keegan Bradley,"45' 7""",121419,222,10118.25,+21.00
2021,0,40042,Tyler McCumber,"45' 7""",119744,219,9978.667,+28.00
2021,0,32640,Troy Merritt,"45' 7""",146064,267,12172.0,+46.00
2021,0,27214,Kevin Streelman,"45' 7""",131923,241,10993.583,+32.00
2021,0,46442,Maverick McNealy,"45' 8""",115539,211,9628.25,+25.00
2021,0,24361,Pat Perez,"45' 8""",130860,239,10905.0,+27.00
2021,0,25818,Scott Piercy,"45' 8""",130920,239,10910.0,+18.00
2021,0,46441,Robby Shelton,"45' 8""",144663,264,12055.25,+45.00
2021,0,39324,J.J. Spaun,"45' 8""",84871,155,7072.583,+8.00
2021,0,35310,Lanto Griffin,"45' 9""",161500,294,13458.333,+42.00
2021,0,35532,Tom Hoge,"45' 9""",160824,293,13402.0,+44.00
2021,0,32102,Rickie Fowler,"45' 10""",111067,202,9255.583,+18.00
2021,0,36871,Matthew NeSmith,"45' 10""",132500,241,11041.667,+24.00
2021,0,26499,Rafa Cabrera Bello,"45' 11""",95941,174,7995.083,+26.00
2021,0,26329,Louis Oosthuizen,"45' 11""",100357,182,8363.083,+8.00
2021,0,48887,Matt Wallace,"45' 11""",72745,132,6062.083,+27.00
2021,0,29479,Scott Brown,"46' 0""",124805,226,10400.417,+25.00
2021,0,21209,Sergio Garcia,"46' 0""",128088,232,10674.0,+15.00
2021,0,27554,Scott Harrington,"46' 0""",125247,227,10437.25,+27.00
2021,0,32791,K.H. Lee,"46' 1""",172456,312,14371.333,+12.00
2021,0,31323,Gary Woodland,"46' 1""",117201,212,9766.75,+31.00
2021,0,32618,Rhein Gibson,"46' 2""",79273,143,6606.083,+10.00
2021,0,29478,Kevin Kisner,"46' 2""",106425,192,8868.75,+24.00
2021,0,37189,Harold Varner III,"46' 2""",146249,264,12187.417,+24.00
2021,0,25900,Lucas Glover,"46' 3""",136565,246,11380.417,+24.00
2021,0,50525,Collin Morikawa,"46' 3""",90983,164,7581.917,+22.00
2021,0,32254,Xinjun Zhang,"46' 3""",104885,189,8740.417,+29.00
2021,0,32839,Hideki Matsuyama,"46' 4""",155812,280,12984.333,+30.00
2021,0,27644,Brian Harman,"46' 5""",130931,235,10910.917,+28.00
2021,0,39546,Keith Mitchell,"46' 5""",144376,259,12031.333,+21.00
2021,0,40098,Matt Fitzpatrick,"46' 6""",79819,143,6651.583,+3.00
2021,0,31557,Jim Herman,"46' 6""",105505,189,8792.083,+38.00
2021,0,39971,Sungjae Im,"46' 7""",179435,321,14952.917,+20.00
