YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
2024,38,0,40006,Erik van Rooyen,4
2024,38,0,48887,Matt Wallace,4
2024,38,0,52513,Carson Young,4
2024,61,0,33408,Tyson Alexander,3
2024,61,0,56630,Akshay Bhatia,3
2024,61,0,33974,Dean Burmester,3
2024,61,0,32367,Jorge Campillo,3
2024,61,0,32366,Kevin Chappell,3
2024,61,0,66743,Luke Clanton,3
2024,61,0,59866,Nick Dunlap,3
2024,61,0,30911,Tommy Fleetwood,3
2024,61,0,52686,Rasmus Hojgaard,3
2024,61,0,46717,Viktor Hovland,3
2024,61,0,48117,Kurt Kitayama,3
2024,61,0,27936,Martin Laird,3
2024,61,0,37378,Min Woo Lee,3
2024,61,0,36326,David Lipsky,3
2024,61,0,33204,Shane Lowry,3
2024,61,0,52215,Robert MacIntyre,3
2024,61,0,28237,Rory McIlroy,3
2024,61,0,59143,Mac Meissner,3
2024,61,0,45486,Joaquin Niemann,3
2024,61,0,29289,S.Y. Noh,3
2024,61,0,30163,Henrik Norlander,3
2024,61,0,51997,Andrew Novak,3
2024,61,0,47679,Victor Perez,3
2024,61,0,57900,Chandler Phillips,3
2024,61,0,46441,Robby Shelton,3
2024,61,0,39327,Ben Silverman,3
2024,61,0,50484,Hayden Springer,3
2024,61,0,40115,Adam Svensson,3
2024,61,0,52374,Brandon Wu,3
2024,61,0,47483,Will Zalatoris,3
2024,91,0,60369,Sam Bairstow,2
2024,91,0,59652,Sam Bennett,2
2024,91,0,55930,Fred Biondi,2
2024,91,0,57259,Daniel Brown,2
2024,91,0,24925,Jonathan Byrd,2
2024,91,0,34021,Bud Cauley,2
2024,91,0,47591,Eric Cole,2
2024,91,0,33653,Thomas Detry,2
2024,91,0,50497,Adrien Dumont de Chassart,2
2024,91,0,51734,Nicolo Galletti,2
2024,91,0,57593,Ian Gilligan,2
2024,91,0,56762,Will Gordon,2
2024,91,0,59095,Chris Gotterup,2
2024,91,0,49813,Daniel Hillier,2
2024,91,0,54628,Lee Hodges,2
2024,91,0,12716,Charley Hoffman,2
2024,91,0,35532,Tom Hoge,2
2024,91,0,55955,Matthew Jordan,2
2024,91,0,27408,Martin Kaymer,2
2024,91,0,30957,Max Kieffer,2
2024,91,0,50188,S.H. Kim,2
2024,91,0,54813,Philip Knowles,2
2024,91,0,33122,Russell Knox,2
2024,91,0,54422,Christo Lamprecht,2
2024,91,0,33199,Matteo Manassero,2
2024,91,0,54190,Richard Mansell,2
2024,91,0,31202,William McGirt,2
2024,91,0,51950,Max McGreevy,2
2024,91,0,55789,Taylor Montgomery,2
2024,91,0,32344,Lukas Nemecz,2
2024,91,0,29908,C.T. Pan,2
2024,91,0,34360,Patrick Reed,2
2024,91,0,48052,Max Rottluff,2
2024,91,0,34371,Adrien Saddier,2
2024,91,0,39113,Shubhankar Sharma,2
2024,91,0,23481,Marcel Siem,2
2024,91,0,50095,Austin Smotherman,2
2024,91,0,48699,Callum Tarren,2
2023,1,0,46717,Viktor Hovland,23
2023,1,0,48081,Xander Schauffele,23
2023,1,0,46046,Scottie Scheffler,23
2023,4,0,36799,Stephan Jaeger,17
2023,5,0,47591,Eric Cole,15
2023,6,0,34363,Tyrrell Hatton,13
2023,7,0,32102,Rickie Fowler,11
2023,7,0,28237,Rory McIlroy,11
2023,7,0,40115,Adam Svensson,11
2023,10,0,39324,J.J. Spaun,10
2023,11,0,27644,Brian Harman,9
2023,11,0,49771,J.T. Poston,9
2023,11,0,37275,Sam Ryder,9
2023,11,0,30927,Brendon Todd,9
2023,15,0,51766,Wyndham Clark,8
2023,15,0,34563,Chesson Hadley,8
2023,15,0,52374,Brandon Wu,8
2023,18,0,39997,Corey Conners,7
2023,18,0,45157,Cam Davis,7
2023,18,0,39977,Max Homa,7
2023,18,0,35879,Kelly Kraft,7
2023,18,0,23108,Matt Kuchar,7
2023,18,0,37378,Min Woo Lee,7
2023,18,0,27129,Luke List,7
2023,25,0,52955,Ludvig Åberg,6
2023,25,0,33948,Byeong Hun An,6
2023,25,0,56630,Akshay Bhatia,6
2023,25,0,25900,Lucas Glover,6
2023,25,0,47988,Nick Hardy,6
2023,25,0,35461,Beau Hossler,6
2023,25,0,55182,Tom Kim,6
2023,25,0,31202,William McGirt,6
2023,25,0,58168,Davis Thompson,6
2023,25,0,51894,Vince Whaley,6
2023,35,0,33974,Dean Burmester,5
2023,35,0,52372,Cameron Champ,5
2023,35,0,28089,Jason Day,5
2023,35,0,30911,Tommy Fleetwood,5
2023,35,0,34098,Russell Henley,5
2023,35,0,54628,Lee Hodges,5
2023,35,0,39971,Sungjae Im,5
2023,35,0,48117,Kurt Kitayama,5
2023,35,0,49947,Taylor Moore,5
2023,35,0,27349,Alex Noren,5
2023,35,0,46340,Alex Smalley,5
2023,35,0,27649,Brandt Snedeker,5
2023,35,0,50493,Justin Suh,5
2023,35,0,25493,Nick Taylor,5
2023,49,0,33141,Keegan Bradley,4
2023,49,0,47504,Sam Burns,4
2023,49,0,35450,Patrick Cantlay,4
2023,49,0,34099,Harris English,4
2023,49,0,29725,Tony Finau,4
2023,49,0,40098,Matt Fitzpatrick,4
2023,49,0,54591,Ben Griffin,4
2023,49,0,51287,Ryo Hisatsune,4
2023,49,0,39975,Michael Kim,4
2023,49,0,32757,Patton Kizzire,4
2023,49,0,36689,Brooks Koepka,4
2023,49,0,32791,K.H. Lee,4
2023,49,0,37278,Nicholas Lindheim,4
2023,49,0,55789,Taylor Montgomery,4
2023,49,0,26596,Ryan Moore,4
2023,49,0,50525,Collin Morikawa,4
2023,49,0,36871,Matt NeSmith,4
2023,49,0,22056,Cameron Percy,4
2023,49,0,25818,Scott Piercy,4
2023,49,0,46970,Jon Rahm,4
2023,49,0,34360,Patrick Reed,4
2023,49,0,24502,Adam Scott,4
2023,49,0,35891,Cameron Smith,4
2023,49,0,50095,Austin Smotherman,4
2023,49,0,34046,Jordan Spieth,4
2023,49,0,40006,Erik van Rooyen,4
2023,49,0,48887,Matt Wallace,4
2023,49,0,57366,Cameron Young,4
2023,77,0,48084,Wesley Bryan,3
2023,77,0,34076,Joel Dahmen,3
2023,77,0,47959,Bryson DeChambeau,3
2023,77,0,51349,Nico Echavarria,3
2023,77,0,57362,Austin Eckroat,3
2023,77,0,56762,Will Gordon,3
2023,77,0,24924,Bill Haas,3
2023,77,0,33399,Adam Hadwin,3
2023,77,0,32448,James Hahn,3
2023,77,0,49298,Kramer Hickok,3
2023,77,0,54421,Garrick Higgo,3
2023,77,0,52453,Nicolai Hojgaard,3
2023,77,0,47056,Rikuya Hoshino,3
2023,77,0,35506,Mackenzie Hughes,3
2023,77,0,29478,Kevin Kisner,3
2023,77,0,33122,Russell Knox,3
2023,77,0,37250,Romain Langasque,3
2023,77,0,32839,Hideki Matsuyama,3
2023,77,0,47993,Denny McCarthy,3
2023,77,0,51997,Andrew Novak,3
2023,77,0,46414,Aaron Rai,3
2023,77,0,47983,Chad Ramey,3
2023,77,0,46464,Jordan Smith,3
2023,77,0,49960,Sepp Straka,3
2023,77,0,38991,Alejandro Tosti,3
2023,77,0,27770,Camilo Villegas,3
2023,103,0,49303,Anders Albertson,2
2023,103,0,45526,Abraham Ancer,2
2023,103,0,22371,Aaron Baddeley,2
2023,103,0,45522,Christiaan Bezuidenhout,2
2023,103,0,55930,Fred Biondi,2
2023,103,0,34310,Alexander Björk,2
2023,103,0,27958,Ryan Blaum,2
2023,103,0,60004,Jacob Bridgeman,2
2023,103,0,60006,Ben Carr,2
2023,103,0,20229,Stewart Cink,2
2023,103,0,35557,Aaron Cockerill,2
2023,103,0,24494,Erik Compton,2
2023,103,0,39524,Sean Crocker,2
2023,103,0,52514,Trace Crowe,2
2023,103,0,35376,Roberto Díaz,2
2023,103,0,55721,Alex Fitzpatrick,2
2023,103,0,19846,Brian Gay,2
2023,103,0,39954,Cody Gribble,2
2023,103,0,39058,Lucas Herbert,2
2023,103,0,12716,Charley Hoffman,2
2023,103,0,34656,Mikumu Horikawa,2
2023,103,0,32775,Shugo Imahira,2
2023,103,0,59743,Aguri Iwasaki,2
2023,103,0,55955,Matthew Jordan,2
2023,103,0,48632,Yuto Katsuragawa,2
2023,103,0,30957,Maximilian Kieffer,2
2023,103,0,45426,Nathan Kimsey,2
2023,103,0,46404,Marcus Kinhult,2
2023,103,0,32816,Satoshi Kodaira,2
2023,103,0,58696,Peter Kuest,2
2023,103,0,34317,Joakim Lagergren,2
2023,103,0,34579,Alexander Levy,2
2023,103,0,28300,Joost Luiten,2
2023,103,0,52215,Robert MacIntyre,2
2023,103,0,39834,Guido Migliozzi,2
2023,103,0,28521,Ryutaro Nagano,2
2023,103,0,51635,Chris Nido,2
2023,103,0,55623,Kaito Onishi,2
2023,103,0,47679,Victor Perez,2
2023,103,0,27556,Ted Potter Jr.,2
2023,103,0,28252,Seamus Power,2
2023,103,0,29531,Richie Ramsay,2
2023,103,0,45847,JC Ritchie,2
2023,103,0,22405,Justin Rose,2
2023,103,0,46646,Antoine Rozner,2
2023,103,0,47347,Adam Schenk,2
2023,103,0,31569,Jason Scrivener,2
2023,103,0,23481,Marcel Siem,2
2023,103,0,46405,Sebastian Soderberg,2
2023,103,0,58669,Jacob Solomon,2
2023,103,0,29485,Brett Stegmaier,2
2023,103,0,34431,Robert Streb,2
2023,103,0,33448,Justin Thomas,2
2023,103,0,52666,Sami Valimaki,2
2023,103,0,37189,Harold Varner III,2
2023,103,0,35469,Sebastián Vázquez,2
2023,103,0,48640,Johannes Veerman,2
2023,103,0,8793,Tiger Woods,2
2023,103,0,52513,Carson Young,2
2023,103,0,55454,Carl Yuan,2
2022,1,0,46970,Jon Rahm,18
2022,2,0,48081,Xander Schauffele,11
2022,3,0,45157,Cam Davis,10
2022,4,0,35450,Patrick Cantlay,9
2022,4,0,40250,Taylor Pendrith,9
2022,6,0,55708,Hayden Buckley,8
2022,6,0,55182,Tom Kim,8
2022,6,0,49947,Taylor Moore,8
2022,6,0,24502,Adam Scott,8
2022,10,0,51766,Wyndham Clark,7
2022,10,0,29725,Tony Finau,7
2022,10,0,40098,Matt Fitzpatrick,7
2022,13,0,45522,Christiaan Bezuidenhout,6
2022,13,0,25364,Paul Casey,6
2022,13,0,39997,Corey Conners,6
2022,13,0,34363,Tyrrell Hatton,6
2022,13,0,39971,Sungjae Im,6
2022,18,0,47504,Sam Burns,5
2022,18,0,33653,Thomas Detry,5
2022,18,0,27644,Brian Harman,5
2022,18,0,37455,Si Woo Kim,5
2022,18,0,32640,Troy Merritt,5
2022,18,0,46601,Trey Mullinax,5
2022,18,0,45486,Joaquin Niemann,5
2022,18,0,24361,Pat Perez,5
2022,18,0,49771,J.T. Poston,5
2022,18,0,26476,Chez Reavie,5
2022,18,0,34360,Patrick Reed,5
2022,18,0,49964,Aaron Wise,5
2022,18,0,57366,Cameron Young,5
2022,18,0,47483,Will Zalatoris,5
2022,32,0,26499,Rafa Cabrera Bello,4
2022,32,0,33399,Adam Hadwin,4
2022,32,0,33490,Bo Hoag,4
2022,32,0,54628,Lee Hodges,4
2022,32,0,12716,Charley Hoffman,4
2022,32,0,39977,Max Homa,4
2022,32,0,46717,Viktor Hovland,4
2022,32,0,32791,K.H. Lee,4
2022,32,0,33204,Shane Lowry,4
2022,32,0,34256,Andrew Putnam,4
2022,32,0,35891,Cameron Smith,4
2022,32,0,51634,Sahith Theegala,4
2022,32,0,33448,Justin Thomas,4
2022,32,0,30927,Brendon Todd,4
2022,46,0,35557,Aaron Cockerill,3
2022,46,0,30911,Tommy Fleetwood,3
2022,46,0,25900,Lucas Glover,3
2022,46,0,59095,Chris Gotterup,3
2022,46,0,31646,Emiliano Grillo,3
2022,46,0,21961,Charles Howell III,3
2022,46,0,36799,Stephan Jaeger,3
2022,46,0,36326,David Lipsky,3
2022,46,0,39546,Keith Mitchell,3
2022,46,0,50525,Collin Morikawa,3
2022,46,0,48051,Yannik Paul,3
2022,46,0,33293,Thomas Pieters,3
2022,46,0,47995,Davis Riley,3
2022,46,0,37275,Sam Ryder,3
2022,46,0,23621,Rory Sabbatini,3
2022,46,0,31569,Jason Scrivener,3
2022,46,0,39328,Conrad Shindler,3
2022,46,0,49960,Sepp Straka,3
2022,46,0,40115,Adam Svensson,3
2022,65,0,33948,Byeong Hun An,2
2022,65,0,45526,Abraham Ancer,2
2022,65,0,30978,Kiradech Aphibarnrat,2
2022,65,0,45194,Marcus Armitage,2
2022,65,0,52096,Adri Arnaus,2
2022,65,0,30996,Mark Baldwin,2
2022,65,0,33803,Lucas Bjerregaard,2
2022,65,0,29479,Scott Brown,2
2022,65,0,33974,Dean Burmester,2
2022,65,0,32070,Rafael Campos,2
2022,65,0,34362,Laurie Canter,2
2022,65,0,39524,Sean Crocker,2
2022,65,0,39067,MJ Daffue,2
2022,65,0,47959,Bryson DeChambeau,2
2022,65,0,23983,Luke Donald,2
2022,65,0,57362,Austin Eckroat,2
2022,65,0,54655,Patrick Flavin,2
2022,65,0,48098,Sebastian Garcia Rodriguez,2
2022,65,0,32448,James Hahn,2
2022,65,0,48372,Marcus Helligkilde,2
2022,65,0,35532,Tom Hoge,2
2022,65,0,52686,Rasmus Hojgaard,2
2022,65,0,29420,Billy Horschel,2
2022,65,0,35461,Beau Hossler,2
2022,65,0,35506,Mackenzie Hughes,2
2022,65,0,31138,Scott Jamieson,2
2022,65,0,30925,Dustin Johnson,2
2022,65,0,24024,Zach Johnson,2
2022,65,0,29478,Kevin Kisner,2
2022,65,0,32627,Espen Kofstad,2
2022,65,0,27936,Martin Laird,2
2022,65,0,34364,David Law,2
2022,65,0,45523,Thriston Lawrence,2
2022,65,0,26851,Marc Leishman,2
2022,65,0,55509,Hurly Long,2
2022,65,0,40162,Justin Lower,2
2022,65,0,32839,Hideki Matsuyama,2
2022,65,0,47993,Denny McCarthy,2
2022,65,0,28237,Rory McIlroy,2
2022,65,0,46442,Maverick McNealy,2
2022,65,0,29256,James Morrison,2
2022,65,0,48822,Sebastián Muñoz,2
2022,65,0,30163,Henrik Norlander,2
2022,65,0,48153,Matthieu Pavon,2
2022,65,0,47529,Mito Pereira,2
2022,65,0,58849,Turk Pettit,2
2022,65,0,46414,Aaron Rai,2
2022,65,0,53165,Doc Redman,2
2022,65,0,46046,Scottie Scheffler,2
2022,65,0,48867,Matti Schmid,2
2022,65,0,26331,Charl Schwartzel,2
2022,65,0,46464,Jordan L Smith,2
2022,65,0,39324,J.J. Spaun,2
2022,65,0,34046,Jordan Spieth,2
2022,65,0,30692,Scott Stallings,2
2022,65,0,54364,Stephen Stallings Jr.,2
2022,65,0,49801,Preston Stanley,2
2022,65,0,55893,Sam Stevens,2
2022,65,0,34431,Robert Streb,2
2022,65,0,27330,Josh Teater,2
2022,65,0,47128,Richy Werenski,2
2022,65,0,33870,Ashun Wu,2
2021,1,0,34046,Jordan Spieth,18
2021,2,0,26329,Louis Oosthuizen,16
2021,3,0,33204,Shane Lowry,13
2021,4,0,45522,Christiaan Bezuidenhout,12
2021,5,0,40026,Daniel Berger,11
2021,5,0,34099,Harris English,11
2021,5,0,28252,Seamus Power,11
2021,8,0,39971,Sungjae Im,9
2021,8,0,28237,Rory McIlroy,9
2021,10,0,25364,Paul Casey,8
2021,10,0,46442,Maverick McNealy,8
2021,10,0,45486,Joaquin Niemann,8
2021,10,0,24138,Ian Poulter,8
2021,10,0,46970,Jon Rahm,8
2021,10,0,46046,Scottie Scheffler,8
2021,10,0,33448,Justin Thomas,8
2021,17,0,35506,Mackenzie Hughes,7
2021,17,0,36689,Brooks Koepka,7
2021,17,0,25396,Kevin Na,7
2021,17,0,22056,Cameron Percy,7
2021,17,0,48081,Xander Schauffele,7
2021,22,0,45526,Abraham Ancer,6
2021,22,0,47504,Sam Burns,6
2021,22,0,45157,Cam Davis,6
2021,22,0,29725,Tony Finau,6
2021,22,0,35891,Cameron Smith,6
2021,22,0,40006,Erik van Rooyen,6
2021,22,0,27770,Camilo Villegas,6
2021,29,0,52372,Cameron Champ,5
2021,29,0,39997,Corey Conners,5
2021,29,0,47959,Bryson DeChambeau,5
2021,29,0,30911,Tommy Fleetwood,5
2021,29,0,39977,Max Homa,5
2021,29,0,29420,Billy Horschel,5
2021,29,0,46717,Viktor Hovland,5
2021,29,0,36801,Mark Hubbard,5
2021,29,0,32791,K.H. Lee,5
2021,29,0,25818,Scott Piercy,5
2021,29,0,51890,Greyson Sigg,5
2021,29,0,29221,Webb Simpson,5
2021,29,0,33419,Cameron Tringale,5
2021,29,0,20396,Lee Westwood,5
2021,43,0,35450,Patrick Cantlay,4
2021,43,0,20229,Stewart Cink,4
2021,43,0,25686,Jason Dufner,4
2021,43,0,32662,Michael Gligic,4
2021,43,0,54628,Lee Hodges,4
2021,43,0,39546,Keith Mitchell,4
2021,43,0,56272,Wilco Nienaber,4
2021,43,0,22405,Justin Rose,4
2021,43,0,46340,Alex Smalley,4
2021,43,0,27214,Kevin Streelman,4
2021,43,0,37189,Harold Varner III,4
2021,43,0,32139,Danny Willett,4
2021,55,0,33404,Chris Baker,3
2021,55,0,33141,Keegan Bradley,3
2021,55,0,48084,Wesley Bryan,3
2021,55,0,24925,Jonathan Byrd,3
2021,55,0,39067,MJ Daffue,3
2021,55,0,26758,David Hearn,3
2021,55,0,34098,Russell Henley,3
2021,55,0,33597,Harry Higgs,3
2021,55,0,32775,Shugo Imahira,3
2021,55,0,34500,Ryosuke Kinoshita,3
2021,55,0,30926,Chris Kirk,3
2021,55,0,31420,Anirban Lahiri,3
2021,55,0,26851,Marc Leishman,3
2021,55,0,32839,Hideki Matsuyama,3
2021,55,0,47993,Denny McCarthy,3
2021,55,0,48822,Sebastián Muñoz,3
2021,55,0,26341,Wade Ormsby,3
2021,55,0,33667,Carlos Ortiz,3
2021,55,0,24361,Pat Perez,3
2021,55,0,34360,Patrick Reed,3
2021,55,0,34264,Hudson Swafford,3
2021,55,0,35181,Daniel van Tonder,3
2021,55,0,49964,Aaron Wise,3
2021,78,0,33120,Mark Anderson,2
2021,78,0,30978,Kiradech Aphibarnrat,2
2021,78,0,56676,John Augenstein,2
2021,78,0,37212,Paul Barjon,2
2021,78,0,45836,Richard Bland,2
2021,78,0,33974,Dean Burmester,2
2021,78,0,32366,Kevin Chappell,2
2021,78,0,45609,Tyler Duncan,2
2021,78,0,21209,Sergio Garcia,2
2021,78,0,24358,Robert Garrigus,2
2021,78,0,46402,Talor Gooch,2
2021,78,0,32448,James Hahn,2
2021,78,0,47988,Nick Hardy,2
2021,78,0,27644,Brian Harman,2
2021,78,0,54421,Garrick Higgo,2
2021,78,0,12716,Charley Hoffman,2
2021,78,0,35532,Tom Hoge,2
2021,78,0,47989,Sam Horsfield,2
2021,78,0,21961,Charles Howell III,2
2021,78,0,30925,Dustin Johnson,2
2021,78,0,32757,Patton Kizzire,2
2021,78,0,30944,Jason Kokrak,2
2021,78,0,33410,Andrew Landry,2
2021,78,0,35230,Nelson Ledesma,2
2021,78,0,52215,Robert MacIntyre,2
2021,78,0,50006,Willie Mack III,2
2021,78,0,50525,Collin Morikawa,2
2021,78,0,27349,Alex Noren,2
2021,78,0,40250,Taylor Pendrith,2
2021,78,0,46414,Aaron Rai,2
2021,78,0,45847,JC Ritchie,2
2021,78,0,46646,Antoine Rozner,2
2021,78,0,56781,Isaiah Salinda,2
2021,78,0,34431,Robert Streb,2
2021,78,0,48119,Ben Taylor,2
2021,78,0,51634,Sahith Theegala,2
2021,78,0,32333,Kevin Tway,2
2021,78,0,8793,Tiger Woods,2
2021,78,0,47483,Will Zalatoris,2
2020,1,0,28237,Rory McIlroy,15
2020,2,0,48081,Xander Schauffele,14
2020,3,0,46717,Viktor Hovland,12
2020,4,1,35506,Mackenzie Hughes,9
2020,4,0,37455,Si Woo Kim,9
2020,4,1,46970,Jon Rahm,9
2020,7,0,34099,Harris English,8
2020,7,0,34360,Patrick Reed,8
2020,9,-2,26329,Louis Oosthuizen,7
2020,9,-2,29518,Brendan Steele,7
2020,9,-2,27214,Kevin Streelman,7
2020,9,4,33448,Justin Thomas,7
2020,9,-2,8793,Tiger Woods,7
2020,14,-1,20472,Alex Cejka,6
2020,14,-1,46435,Austin Cook,6
2020,14,5,35310,Lanto Griffin,6
2020,14,5,29478,Kevin Kisner,6
2020,14,-1,47993,Denny McCarthy,6
2020,14,5,23320,Ryan Palmer,6
2020,14,5,46046,Scottie Scheffler,6
2020,14,-1,47347,Adam Schenk,6
2020,14,5,35891,Cameron Smith,6
2020,14,-1,56278,Matthew Wolff,6
2020,24,-5,33404,Chris Baker,5
2020,24,8,40026,Daniel Berger,5
2020,24,-5,25364,Paul Casey,5
2020,24,-5,27644,Brian Harman,5
2020,24,-5,34098,Russell Henley,5
2020,24,-5,36801,Mark Hubbard,5
2020,24,8,30925,Dustin Johnson,5
2020,24,-5,35449,Adam Long,5
2020,24,8,32839,Hideki Matsuyama,5
2020,24,-5,27349,Alex Noren,5
2020,24,-5,36699,Patrick Rodgers,5
2020,24,8,29221,Webb Simpson,5
2020,36,-4,48084,Wesley Bryan,4
2020,36,-4,45157,Cam Davis,4
2020,36,-4,30911,Tommy Fleetwood,4
2020,36,-4,31646,Emiliano Grillo,4
2020,36,-4,27936,Martin Laird,4
2020,36,-4,52215,Robert MacIntyre,4
2020,36,7,48822,Sebastián Muñoz,4
2020,36,-4,25804,Bubba Watson,4
2020,44,-1,45609,Tyler Duncan,3
2020,44,-1,32662,Michael Gligic,3
2020,44,-1,46402,Talor Gooch,3
2020,44,12,34363,Tyrrell Hatton,3
2020,44,-1,34656,Mikumu Horikawa,3
2020,44,-1,30944,Jason Kokrak,3
2020,44,-1,33410,Andrew Landry,3
2020,44,-1,49481,Tae Hee Lee,3
2020,44,-1,29772,Michael Lorenzo-Vera,3
2020,44,12,25396,Kevin Na,3
2020,44,-1,24138,Ian Poulter,3
2020,44,-1,24502,Adam Scott,3
2020,44,12,30927,Brendon Todd,3
2020,44,-1,29484,Peter Uihlein,3
2020,44,-1,29454,Bernd Wiesberger,3
2020,59,0,45526,Abraham Ancer,2
2020,59,-3,31395,Yosuke Asaji,2
2020,59,0,52372,Cameron Champ,2
2020,59,-3,46154,Yi Keun Chang,2
2020,59,-3,32366,Kevin Chappell,2
2020,59,-3,39997,Corey Conners,2
2020,59,0,47959,Bryson DeChambeau,2
2020,59,0,29725,Tony Finau,2
2020,59,-3,56762,Will Gordon,2
2020,59,-3,34563,Chesson Hadley,2
2020,59,-3,28938,Justin Harding,2
2020,59,-3,23063,Scott Hend,2
2020,59,-3,33597,Harry Higgs,2
2020,59,0,29420,Billy Horschel,2
2020,59,-3,47056,Rikuya Hoshino,2
2020,59,-3,21961,Charles Howell III,2
2020,59,0,39971,Sungjae Im,2
2020,59,-3,24024,Zach Johnson,2
2020,59,-3,26300,Matt Jones,2
2020,59,-3,8075,Jerry Kelly,2
2020,59,-3,30926,Chris Kirk,2
2020,59,-3,32757,Patton Kizzire,2
2020,59,-3,33122,Russell Knox,2
2020,59,-3,23108,Matt Kuchar,2
2020,59,-3,29926,Danny Lee,2
2020,59,0,26851,Marc Leishman,2
2020,59,-3,35296,Haotong Li,2
2020,59,-3,37447,Zander Lombard,2
2020,59,-3,28300,Joost Luiten,2
2020,59,-3,34466,Peter Malnati,2
2020,59,-3,46442,Maverick McNealy,2
2020,59,-3,32640,Troy Merritt,2
2020,59,0,50525,Collin Morikawa,2
2020,59,0,45486,Joaquin Niemann,2
2020,59,-3,35947,John Oda,2
2020,59,-3,27942,Rob Oppenheim,2
2020,59,-3,32797,Sanghyun Park,2
2020,59,-3,47679,Victor Perez,2
2020,59,-3,25818,Scott Piercy,2
2020,59,-3,49771,J.T. Poston,2
2020,59,-3,28252,Seamus Power,2
2020,59,-3,47995,Davis Riley,2
2020,59,-3,46441,Robby Shelton,2
2020,59,-3,33486,Roger Sloan,2
2020,59,-3,40006,Erik van Rooyen,2
2020,59,-3,35658,Kris Ventura,2
2020,59,-3,47128,Richy Werenski,2
2019,1,0,30911,Tommy Fleetwood,18
2019,2,0,36689,Brooks Koepka,15
2019,3,0,29221,Webb Simpson,13
2019,4,0,40098,Matt Fitzpatrick,12
2019,4,0,21528,Henrik Stenson,12
2019,6,0,34360,Patrick Reed,10
2019,6,0,22405,Justin Rose,10
2019,6,0,23325,Vaughn Taylor,10
2019,9,0,35450,Patrick Cantlay,9
2019,9,0,34363,Tyrrell Hatton,9
2019,9,0,29478,Kevin Kisner,9
2019,9,0,50525,Collin Morikawa,9
2019,9,0,26329,Louis Oosthuizen,9
2019,9,0,34256,Andrew Putnam,9
2019,15,0,10809,Jim Furyk,8
2019,15,0,46717,Viktor Hovland,8
2019,17,0,25364,Paul Casey,7
2019,17,0,51766,Wyndham Clark,7
2019,17,0,25900,Lucas Glover,7
2019,17,0,25198,Francesco Molinari,7
2019,17,0,39113,Shubhankar Sharma,7
2019,17,0,30110,Kyle Stanley,7
2019,17,0,32139,Danny Willett,7
2019,24,0,29725,Tony Finau,6
2019,24,0,30944,Jason Kokrak,6
2019,24,0,33204,Shane Lowry,6
2019,24,0,48822,Sebastián Muñoz,6
2019,24,0,46970,Jon Rahm,6
2019,24,0,33486,Roger Sloan,6
2019,24,0,33418,Shawn Stefani,6
2019,24,0,33448,Justin Thomas,6
2019,24,0,40006,Erik van Rooyen,6
2019,33,0,33948,Byeong Hun An,5
