YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
2018,0,27095,Nick Watney,3.67,330,90
2018,0,19803,Ryan Armour,3.66,392,107
2018,0,34021,Bud Cauley,3.66,194,53
2018,0,35506,Mackenzie Hughes,3.66,278,76
2018,0,25818,Scott Piercy,3.66,293,80
2018,0,33948,Byeong Hun An,3.65,307,84
2018,0,33141,Keegan Bradley,3.65,339,93
2018,0,29484,Peter Uihlein,3.65,285,78
2018,0,26951,Johnson Wagner,3.65,252,69
2018,0,45526,Abraham Ancer,3.64,349,96
2018,0,28252,Seamus Power,3.64,284,78
2018,0,33418,Shawn Stefani,3.64,269,74
2018,0,21528,Henrik Stenson,3.64,204,56
2018,0,34264,Hudson Swafford,3.64,244,67
2018,0,26758,David Hearn,3.63,218,60
2018,0,26300,Matt Jones,3.63,225,62
2018,0,34256,Andrew Putnam,3.63,323,89
2018,0,20229,Stewart Cink,3.62,315,87
2018,0,28500,Martin Flores,3.62,311,86
2018,0,37454,Whee Kim,3.62,322,89
2018,0,27649,Brandt Snedeker,3.62,297,82
2018,0,25632,Jimmy Walker,3.62,279,77
2018,0,29479,Scott Brown,3.6,353,98
2018,0,34099,Harris English,3.6,281,78
2018,0,33399,Adam Hadwin,3.6,320,89
2018,0,40058,Zac Blair,3.59,208,58
2018,0,27141,J.B. Holmes,3.59,269,75
2018,0,37455,Si Woo Kim,3.59,373,104
2018,0,33413,Ben Martin,3.59,230,64
2018,0,29221,Webb Simpson,3.59,330,92
2018,0,23108,Matt Kuchar,3.58,286,80
2018,0,40009,Dominic Bozzelli,3.57,232,65
2018,0,31420,Anirban Lahiri,3.57,293,82
2018,0,27556,Ted Potter Jr.,3.57,311,87
2018,0,27214,Kevin Streelman,3.57,328,92
2018,0,32448,James Hahn,3.56,292,82
2018,0,12716,Charley Hoffman,3.56,285,80
2018,0,39954,Cody Gribble,3.55,231,65
2018,0,21961,Charles Howell III,3.55,355,100
2018,0,32254,Xinjun Zhang,3.55,266,75
2018,0,40026,Daniel Berger,3.53,268,76
2018,0,27963,Chris Stroud,3.51,256,73
2018,0,47125,Matt Atkins,3.5,182,52
2018,0,33410,Andrew Landry,3.5,280,80
2018,0,26596,Ryan Moore,3.5,273,78
2018,0,30692,Scott Stallings,3.5,315,90
2018,0,45609,Tyler Duncan,3.49,325,93
2018,0,33122,Russell Knox,3.49,314,90
2018,0,47993,Denny McCarthy,3.49,220,63
2018,0,32876,Martin Piller,3.49,269,77
2018,0,24925,Jonathan Byrd,3.48,216,62
2018,0,29535,Brice Garnett,3.48,331,95
2018,0,25900,Lucas Glover,3.48,212,61
2018,0,29518,Brendan Steele,3.48,233,67
2018,0,28307,Matt Every,3.47,260,75
2018,0,27349,Alex Noren,3.47,208,60
2018,0,27942,Rob Oppenheim,3.47,236,68
2018,0,25892,Steve Wheatcroft,3.47,201,58
2018,0,30978,Kiradech Aphibarnrat,3.46,159,46
2018,0,33204,Shane Lowry,3.46,194,56
2018,0,25493,Nick Taylor,3.46,311,90
2018,0,37189,Harold Varner III,3.45,307,89
2018,0,31416,Derek Fathauer,3.44,275,80
2018,0,36799,Stephan Jaeger,3.44,258,75
2018,0,27974,Sung Kang,3.44,292,85
2018,0,39975,Michael Kim,3.44,241,70
2018,0,29478,Kevin Kisner,3.44,268,78
2018,0,28775,Nate Lashley,3.43,161,47
2018,0,26329,Louis Oosthuizen,3.43,185,54
2018,0,27064,Jhonattan Vegas,3.43,305,89
2018,0,20472,Alex Cejka,3.42,236,69
2018,0,28132,Tyrone Van Aswegen,3.42,318,93
2018,0,23541,Ben Crane,3.41,201,59
2018,0,24140,Sean O'Hair,3.41,215,63
2018,0,39328,Conrad Shindler,3.41,191,56
2018,0,31560,Brian Stuard,3.41,331,97
2018,0,47128,Richy Werenski,3.41,314,92
2018,0,48084,Wesley Bryan,3.4,228,67
2018,0,46402,Talor Gooch,3.4,245,72
2018,0,28679,Fabián Gómez,3.39,285,84
2018,0,25686,Jason Dufner,3.36,215,64
2018,0,34363,Tyrrell Hatton,3.35,181,54
2018,0,25572,Graeme McDowell,3.34,197,59
2018,0,47287,Ethan Tracy,3.34,227,68
2018,0,22371,Aaron Baddeley,3.33,260,78
2018,0,35879,Kelly Kraft,3.32,305,92
2018,0,31202,William McGirt,3.32,259,78
2018,0,34431,Robert Streb,3.31,245,74
2018,0,47347,Adam Schenk,3.29,263,80
2018,0,26331,Charl Schwartzel,3.28,190,58
2018,0,29222,Billy Hurley III,3.27,209,64
2018,0,22582,Kyle Thompson,3.26,150,46
2018,0,23353,J.J. Henry,3.24,243,75
2018,0,25834,Daniel Summerhays,3.22,145,45
2018,0,33419,Cameron Tringale,3.22,203,63
2018,0,20157,Retief Goosen,3.21,167,52
2018,0,35376,Roberto Díaz,3.18,216,68
2018,0,20593,Greg Chalmers,3.17,165,52
2018,0,20572,Rod Pampling,3.17,184,58
2018,0,34358,Jonathan Randolph,3.17,206,65
2018,0,27895,Jonas Blixt,3.15,192,61
2018,0,10809,Jim Furyk,3.15,151,48
2018,0,37338,Zecheng Dou,3.14,154,49
2018,0,35544,Andrew Yun,3.13,141,45
2018,0,12510,Chad Campbell,3.08,243,79
2018,0,25240,D.A. Points,3.07,187,61
2018,0,24924,Bill Haas,3.05,226,74
2018,0,32816,Satoshi Kodaira,2.98,143,48
2017,0,34046,Jordan Spieth,4.49,350,78
2017,0,33448,Justin Thomas,4.48,354,79
2017,0,32839,Hideki Matsuyama,4.29,326,76
2017,0,32102,Rickie Fowler,4.28,325,76
2017,0,36689,Brooks Koepka,4.2,336,80
2017,0,28089,Jason Day,4.15,274,66
2017,0,46970,Jon Rahm,4.11,341,83
2017,0,22405,Justin Rose,4.09,262,64
2017,0,25818,Scott Piercy,4.06,272,67
2017,0,27649,Brandt Snedeker,4.06,203,50
2017,0,29725,Tony Finau,3.99,415,104
2017,0,30925,Dustin Johnson,3.99,279,70
2017,0,27129,Luke List,3.99,391,98
2017,0,24358,Robert Garrigus,3.96,285,72
2017,0,31420,Anirban Lahiri,3.96,285,72
2017,0,29223,Sam Saunders,3.93,275,70
2017,0,12716,Charley Hoffman,3.92,423,108
2017,0,34213,Grayson Murray,3.89,350,90
2017,0,25364,Paul Casey,3.87,348,90
2017,0,20229,Stewart Cink,3.86,359,93
2017,0,1810,Phil Mickelson,3.86,309,80
2017,0,25198,Francesco Molinari,3.86,278,72
2017,0,48081,Xander Schauffele,3.86,355,92
2017,0,40026,Daniel Berger,3.85,331,86
2017,0,34098,Russell Henley,3.85,373,97
2017,0,35532,Tom Hoge,3.85,177,46
2017,0,28237,Rory McIlroy,3.85,185,48
2017,0,46601,Trey Mullinax,3.84,315,82
2017,0,49771,J.T. Poston,3.83,333,87
2017,0,23621,Rory Sabbatini,3.83,249,65
2017,0,35891,Cameron Smith,3.82,313,82
2017,0,26851,Marc Leishman,3.81,343,90
2017,0,29518,Brendan Steele,3.81,320,84
2017,0,33204,Shane Lowry,3.8,186,49
2017,0,25396,Kevin Na,3.8,312,82
2017,0,30110,Kyle Stanley,3.8,380,100
2017,0,29926,Danny Lee,3.79,337,89
2017,0,46501,Ollie Schniederjans,3.79,330,87
2017,0,27770,Camilo Villegas,3.79,273,72
2017,0,25686,Jason Dufner,3.78,310,82
2017,0,24502,Adam Scott,3.78,219,58
2017,0,35545,Blayne Barber,3.77,268,71
2017,0,33141,Keegan Bradley,3.75,383,102
2017,0,34360,Patrick Reed,3.75,375,100
2017,0,28252,Seamus Power,3.74,299,80
2017,0,35450,Patrick Cantlay,3.73,179,48
2017,0,25572,Graeme McDowell,3.73,209,56
2017,0,23497,Tag Ridings,3.73,220,59
2017,0,27963,Chris Stroud,3.73,220,59
2017,0,29461,Jamie Lovemark,3.72,357,96
2017,0,24361,Pat Perez,3.72,335,90
2017,0,27141,J.B. Holmes,3.71,282,76
2017,0,33122,Russell Knox,3.71,260,70
2017,0,25900,Lucas Glover,3.7,333,90
2017,0,27974,Sung Kang,3.7,377,102
2017,0,32366,Kevin Chappell,3.69,332,90
2017,0,30926,Chris Kirk,3.69,306,83
2017,0,34264,Hudson Swafford,3.69,332,90
2017,0,23325,Vaughn Taylor,3.69,310,84
2017,0,31323,Gary Woodland,3.69,328,89
2017,0,31416,Derek Fathauer,3.68,276,75
2017,0,29221,Webb Simpson,3.68,364,99
2017,0,27644,Brian Harman,3.67,367,100
2017,0,34409,David Lingmerth,3.67,275,75
2017,0,48822,Sebastián Muñoz,3.67,180,49
2017,0,26476,Chez Reavie,3.67,349,95
2017,0,21209,Sergio Garcia,3.66,227,62
2017,0,46550,Brandon Hagy,3.66,282,77
2017,0,39975,Michael Kim,3.66,329,90
2017,0,33413,Ben Martin,3.66,289,79
2017,0,27958,Ryan Blaum,3.65,350,96
2017,0,29720,Andres Gonzales,3.65,252,69
2017,0,46440,Smylie Kaufman,3.65,259,71
2017,0,30944,Jason Kokrak,3.65,347,95
2017,0,28307,Matt Every,3.64,255,70
2017,0,39954,Cody Gribble,3.64,280,77
2017,0,29289,S.Y. Noh,3.64,317,87
2017,0,32333,Kevin Tway,3.64,320,88
2017,0,31646,Emiliano Grillo,3.63,316,87
2017,0,33399,Adam Hadwin,3.63,356,98
2017,0,27436,Graham DeLaet,3.62,275,76
2017,0,23108,Matt Kuchar,3.62,333,92
2017,0,26331,Charl Schwartzel,3.62,217,60
2017,0,47959,Bryson DeChambeau,3.61,321,89
2017,0,29740,Brad Fritsch,3.6,187,52
2017,0,35506,Mackenzie Hughes,3.6,374,104
2017,0,29478,Kevin Kisner,3.6,353,98
2017,0,24140,Sean O'Hair,3.6,302,84
2017,0,27064,Jhonattan Vegas,3.6,324,90
2017,0,34021,Bud Cauley,3.59,316,88
2017,0,34099,Harris English,3.59,273,76
2017,0,32757,Patton Kizzire,3.59,273,76
2017,0,29222,Billy Hurley III,3.58,286,80
2017,0,37189,Harold Varner III,3.58,354,99
2017,0,40009,Dominic Bozzelli,3.57,232,65
2017,0,29479,Scott Brown,3.56,324,91
2017,0,26300,Matt Jones,3.55,199,56
2017,0,37278,Nicholas Lindheim,3.54,198,56
2017,0,26596,Ryan Moore,3.54,280,79
2017,0,28420,Ryan Brehm,3.53,272,77
2017,0,24024,Zach Johnson,3.53,272,77
2017,0,21961,Charles Howell III,3.51,288,82
2017,0,32640,Troy Merritt,3.51,267,76
2017,0,47128,Richy Werenski,3.51,260,74
2017,0,39324,J.J. Spaun,3.5,301,86
2017,0,22371,Aaron Baddeley,3.49,199,57
2017,0,27895,Jonas Blixt,3.49,244,70
2017,0,46443,Brian Campbell,3.49,178,51
2017,0,34466,Peter Malnati,3.49,297,85
2017,0,25804,Bubba Watson,3.49,220,63
2017,0,26499,Rafa Cabrera Bello,3.48,209,60
2017,0,24924,Bill Haas,3.47,295,85
2017,0,31557,Jim Herman,3.47,260,75
2017,0,33461,Morgan Hoffmann,3.47,305,88
2017,0,27936,Martin Laird,3.47,288,83
2017,0,33419,Cameron Tringale,3.47,288,83
2017,0,37454,Whee Kim,3.46,249,72
2017,0,46732,Rick Lamb,3.46,173,50
2017,0,24138,Ian Poulter,3.46,235,68
2017,0,34358,Jonathan Randolph,3.46,218,63
2017,0,34431,Robert Streb,3.45,324,94
2017,0,33948,Byeong Hun An,3.44,248,72
2017,0,27214,Kevin Streelman,3.44,303,88
2017,0,20771,Steven Alker,3.43,216,63
2017,0,30191,Julián Etulain,3.43,216,63
2017,0,28132,Tyrone Van Aswegen,3.43,333,97
2017,0,28679,Fabián Gómez,3.42,202,59
2017,0,22056,Cameron Percy,3.42,222,65
2017,0,25349,Tim Wilkinson,3.41,198,58
2017,0,48084,Wesley Bryan,3.4,309,91
2017,0,30692,Scott Stallings,3.4,262,77
2017,0,25632,Jimmy Walker,3.4,221,65
2017,0,20157,Retief Goosen,3.39,156,46
2017,0,32448,James Hahn,3.39,325,96
2017,0,25493,Nick Taylor,3.39,322,95
2017,0,29420,Billy Horschel,3.38,291,86
2017,0,26289,Boo Weekley,3.38,247,73
2017,0,28500,Martin Flores,3.37,273,81
2017,0,19846,Brian Gay,3.37,263,78
2017,0,12510,Chad Campbell,3.36,326,97
2017,0,22986,Søren Kjeldsen,3.35,164,49
2017,0,35879,Kelly Kraft,3.35,238,71
2017,0,25240,D.A. Points,3.35,228,68
2017,0,19803,Ryan Armour,3.34,197,59
2017,0,24846,Ricky Barnes,3.34,307,92
2017,0,34174,John Huh,3.34,294,88
2017,0,31560,Brian Stuard,3.34,291,87
2017,0,25834,Daniel Summerhays,3.34,314,94
2017,0,23541,Ben Crane,3.33,263,79
2017,0,35110,Brett Drewitt,3.32,176,53
2017,0,27095,Nick Watney,3.32,229,69
2017,0,33120,Mark Anderson,3.31,172,52
2017,0,33418,Shawn Stefani,3.31,225,68
2017,0,36699,Patrick Rodgers,3.3,244,74
2017,0,26951,Johnson Wagner,3.3,208,63
2017,0,40058,Zac Blair,3.29,326,99
2017,0,30852,Ryo Ishikawa,3.29,184,56
2017,0,20593,Greg Chalmers,3.28,233,71
2017,0,26758,David Hearn,3.28,279,85
2017,0,29485,Brett Stegmaier,3.28,249,76
2017,0,25191,Gonzalo Fernandez-Castaño,3.27,183,56
2017,0,28093,Miguel Angel Carballo,3.26,186,57
2017,0,26329,Louis Oosthuizen,3.26,202,62
2017,0,31202,William McGirt,3.23,268,83
2017,0,29974,Branden Grace,3.21,202,63
2017,0,23320,Ryan Palmer,3.19,169,53
2017,0,25345,Carl Pettersson,3.17,187,59
2017,0,29908,C.T. Pan,3.16,272,86
2017,0,24357,K.J. Choi,3.15,208,66
2017,0,20104,Ken Duke,3.15,224,71
2017,0,24781,Hunter Mahan,3.14,223,71
2017,0,22046,Geoff Ogilvy,3.14,226,72
2017,0,25720,Chad Collins,3.13,194,62
2017,0,23983,Luke Donald,3.13,150,48
2017,0,37455,Si Woo Kim,3.11,233,75
2017,0,23800,Bryce Molder,3.11,230,74
2017,0,32150,Michael Thompson,3.11,174,56
2017,0,20572,Rod Pampling,3.1,220,71
2017,0,25892,Steve Wheatcroft,3.09,145,47
2017,0,27466,Spencer Levin,3.07,261,85
2017,0,20472,Alex Cejka,3.05,235,77
2017,0,36801,Mark Hubbard,3.04,225,74
2017,0,35300,Andrew Loupe,3.04,158,52
2017,0,10809,Jim Furyk,3.02,154,51
2017,0,23353,J.J. Henry,2.98,256,86
2017,0,32200,Roberto Castro,2.96,201,68
2017,0,29476,Kyle Reifers,2.9,255,88
2017,0,6522,Ernie Els,2.79,145,52
2017,0,24507,Jason Bohn,2.76,196,71
2017,0,25274,Steven Bowditch,2.38,131,55
2016,0,30925,Dustin Johnson,4.45,365,82
2016,0,28237,Rory McIlroy,4.42,274,62
2016,0,34046,Jordan Spieth,4.26,324,76
2016,0,32839,Hideki Matsuyama,4.19,306,73
2016,0,28089,Jason Day,4.16,287,69
2016,0,36689,Brooks Koepka,4.11,288,70
2016,0,1810,Phil Mickelson,4.06,292,72
2016,0,27141,J.B. Holmes,4.05,300,74
2016,0,24358,Robert Garrigus,4.0,260,65
2016,0,23320,Ryan Palmer,4.0,344,86
2016,0,35300,Andrew Loupe,3.97,298,75
2016,0,24502,Adam Scott,3.95,300,76
2016,0,23108,Matt Kuchar,3.92,376,96
2016,0,20472,Alex Cejka,3.87,259,67
2016,0,24140,Sean O'Hair,3.87,344,89
2016,0,32150,Michael Thompson,3.85,262,68
2016,0,40026,Daniel Berger,3.84,342,89
2016,0,33399,Adam Hadwin,3.84,357,93
2016,0,25632,Jimmy Walker,3.84,315,82
2016,0,21209,Sergio Garcia,3.82,195,51
2016,0,24846,Ricky Barnes,3.81,354,93
2016,0,21961,Charles Howell III,3.81,347,91
2016,0,34360,Patrick Reed,3.81,385,101
2016,0,22405,Justin Rose,3.81,236,62
2016,0,27649,Brandt Snedeker,3.81,339,89
2016,0,31646,Emiliano Grillo,3.8,342,90
2016,0,46440,Smylie Kaufman,3.8,334,88
2016,0,26331,Charl Schwartzel,3.8,266,70
2016,0,34264,Hudson Swafford,3.8,395,104
2016,0,25900,Lucas Glover,3.79,284,75
2016,0,29461,Jamie Lovemark,3.79,345,91
2016,0,25396,Kevin Na,3.78,352,93
2016,0,27436,Graham DeLaet,3.77,249,66
2016,0,25686,Jason Dufner,3.77,385,102
2016,0,27129,Luke List,3.75,289,77
2016,0,26596,Ryan Moore,3.75,304,81
2016,0,33448,Justin Thomas,3.75,360,96
2016,0,21731,Freddie Jacobson,3.74,322,86
2016,0,24507,Jason Bohn,3.73,250,67
2016,0,29478,Kevin Kisner,3.73,351,94
2016,0,27895,Jonas Blixt,3.71,282,76
2016,0,32102,Rickie Fowler,3.71,286,77
2016,0,29420,Billy Horschel,3.71,260,70
2016,0,27936,Martin Laird,3.71,289,78
2016,0,25364,Paul Casey,3.69,273,74
2016,0,33413,Ben Martin,3.69,325,88
2016,0,26289,Boo Weekley,3.69,306,83
2016,0,32200,Roberto Castro,3.68,357,97
2016,0,25804,Bubba Watson,3.68,254,69
2016,0,37455,Si Woo Kim,3.67,400,109
2016,0,25834,Daniel Summerhays,3.67,363,99
2016,0,27644,Brian Harman,3.65,380,104
2016,0,24024,Zach Johnson,3.65,314,86
2016,0,30944,Jason Kokrak,3.65,325,89
2016,0,31323,Gary Woodland,3.65,332,91
2016,0,35539,Luke Guthrie,3.64,200,55
2016,0,36699,Patrick Rodgers,3.64,309,85
2016,0,22371,Aaron Baddeley,3.63,323,89
2016,0,33122,Russell Knox,3.63,323,89
2016,0,25240,D.A. Points,3.63,185,51
2016,0,29221,Webb Simpson,3.63,254,70
2016,0,34563,Chesson Hadley,3.62,286,79
2016,0,32757,Patton Kizzire,3.62,322,89
2016,0,34409,David Lingmerth,3.62,293,81
2016,0,33419,Cameron Tringale,3.62,279,77
2016,0,29725,Tony Finau,3.61,343,95
2016,0,27064,Jhonattan Vegas,3.6,335,93
2016,0,25349,Tim Wilkinson,3.6,245,68
2016,0,26951,Johnson Wagner,3.59,309,86
2016,0,35879,Kelly Kraft,3.58,211,59
2016,0,23325,Vaughn Taylor,3.58,258,72
2016,0,32366,Kevin Chappell,3.57,332,93
2016,0,29926,Danny Lee,3.57,321,90
2016,0,31202,William McGirt,3.57,350,98
2016,0,29289,S.Y. Noh,3.57,289,81
2016,0,6527,Steve Stricker,3.57,189,53
2016,0,35451,Scott Pinckney,3.56,303,85
2016,0,35732,Wes Roach,3.56,196,55
2016,0,29720,Andres Gonzales,3.55,277,78
2016,0,33461,Morgan Hoffmann,3.55,238,67
2016,0,33667,Carlos Ortiz,3.55,266,75
2016,0,20229,Stewart Cink,3.54,216,61
2016,0,26300,Matt Jones,3.54,283,80
2016,0,27214,Kevin Streelman,3.54,290,82
2016,0,37189,Harold Varner III,3.54,326,92
2016,0,35545,Blayne Barber,3.53,282,80
2016,0,31416,Derek Fathauer,3.53,332,94
2016,0,34098,Russell Henley,3.53,268,76
2016,0,20645,John Senden,3.53,304,86
2016,0,25572,Graeme McDowell,3.52,211,60
2016,0,32640,Troy Merritt,3.52,271,77
2016,0,25818,Scott Piercy,3.52,296,84
2016,0,29518,Brendan Steele,3.52,296,84
2016,0,34265,Will Wilcox,3.52,229,65
2016,0,26851,Marc Leishman,3.51,302,86
2016,0,20766,Padraig Harrington,3.5,189,54
2016,0,28158,Steve Marino,3.5,238,68
2016,0,29476,Kyle Reifers,3.5,389,111
2016,0,33141,Keegan Bradley,3.49,286,82
2016,0,27963,Chris Stroud,3.49,279,80
2016,0,12510,Chad Campbell,3.48,313,90
2016,0,29974,Branden Grace,3.48,209,60
2016,0,26758,David Hearn,3.48,331,95
2016,0,27466,Spencer Levin,3.48,348,100
2016,0,29479,Scott Brown,3.47,305,88
2016,0,34099,Harris English,3.47,337,97
2016,0,39975,Michael Kim,3.47,333,96
2016,0,26476,Chez Reavie,3.47,298,86
2016,0,28114,Dawie van der Walt,3.47,243,70
2016,0,28679,Fabián Gómez,3.46,273,79
2016,0,22892,Jason Gore,3.46,256,74
2016,0,31420,Anirban Lahiri,3.46,239,69
2016,0,30163,Henrik Norlander,3.45,231,67
2016,0,30110,Kyle Stanley,3.45,307,89
2016,0,24357,K.J. Choi,3.44,251,73
2016,0,30692,Scott Stallings,3.44,241,70
2016,0,29485,Brett Stegmaier,3.44,292,85
2016,0,25493,Nick Taylor,3.44,272,79
2016,0,34262,Jon Curran,3.43,340,99
2016,0,36801,Mark Hubbard,3.43,333,97
2016,0,26329,Louis Oosthuizen,3.43,192,56
2016,0,20691,Greg Owen,3.43,278,81
2016,0,23541,Ben Crane,3.42,260,76
2016,0,30926,Chris Kirk,3.42,291,85
2016,0,29223,Sam Saunders,3.42,222,65
2016,0,6567,Vijay Singh,3.42,246,72
2016,0,27974,Sung Kang,3.39,295,87
2016,0,31560,Brian Stuard,3.39,224,66
2016,0,20098,Stuart Appleby,3.38,233,69
2016,0,20157,Retief Goosen,3.38,186,55
2016,0,12716,Charley Hoffman,3.38,297,88
2016,0,29222,Billy Hurley III,3.38,223,66
2016,0,34466,Peter Malnati,3.38,287,85
2016,0,23621,Rory Sabbatini,3.37,182,54
2016,0,34174,John Huh,3.36,286,85
2016,0,22046,Geoff Ogilvy,3.36,198,59
2016,0,32618,Rhein Gibson,3.35,181,54
2016,0,23800,Bryce Molder,3.35,261,78
2016,0,35891,Cameron Smith,3.35,231,69
2016,0,24912,Will MacKenzie,3.34,267,80
2016,0,27770,Camilo Villegas,3.34,264,79
2016,0,45526,Abraham Ancer,3.33,160,48
2016,0,32448,James Hahn,3.33,283,85
2016,0,29745,Tyler Aldridge,3.32,262,79
2016,0,35532,Tom Hoge,3.31,255,77
2016,0,33204,Shane Lowry,3.31,179,54
2016,0,25198,Francesco Molinari,3.31,212,64
2016,0,23638,Brendon de Jonge,3.3,267,81
2016,0,6522,Ernie Els,3.3,218,66
2016,0,24781,Hunter Mahan,3.3,201,61
2016,0,25892,Steve Wheatcroft,3.3,267,81
2016,0,24461,Thomas Aiken,3.29,217,66
2016,0,20104,Ken Duke,3.28,177,54
2016,0,31557,Jim Herman,3.28,305,93
2016,0,34431,Robert Streb,3.27,275,84
2016,0,2206,David Toms,3.27,203,62
2016,0,28132,Tyrone Van Aswegen,3.27,334,102
2016,0,30711,Colt Knost,3.26,280,86
2016,0,28475,Jeff Overton,3.26,212,65
2016,0,24490,George McNeill,3.25,166,51
2016,0,29268,Bronson Burgoon,3.24,256,79
2016,0,37454,Whee Kim,3.24,253,78
2016,0,33410,Andrew Landry,3.24,159,49
2016,0,10213,Dicky Pride,3.23,171,53
2016,0,40058,Zac Blair,3.21,305,95
2016,0,32876,Martin Piller,3.21,183,57
2016,0,23983,Luke Donald,3.2,259,81
2016,0,24494,Erik Compton,3.19,201,63
2016,0,8075,Jerry Kelly,3.18,242,76
2016,0,27747,Hiroshi Iwata,3.17,263,83
2016,0,34261,Scott Langley,3.13,197,63
2016,0,33418,Shawn Stefani,3.13,272,87
2016,0,37273,Derek Ernst,3.12,178,57
2016,0,24924,Bill Haas,3.11,255,82
2016,0,28092,D.H. Lee,3.11,177,57
2016,0,10809,Jim Furyk,3.1,161,52
2016,0,20848,Ángel Cabrera,3.08,191,62
2016,0,25720,Chad Collins,3.08,225,73
2016,0,27942,Rob Oppenheim,3.06,193,63
2016,0,20572,Rod Pampling,3.06,153,50
2016,0,21878,Mark Wilson,3.02,187,62
2016,0,25274,Steven Bowditch,3.01,214,71
2016,0,30927,Brendon Todd,2.78,175,63
2016,0,23353,J.J. Henry,2.76,182,66
2016,0,10885,Robert Allenby,2.65,135,51
2015,0,28089,Jason Day,4.71,339,72
2015,0,34046,Jordan Spieth,4.5,396,88
2015,0,22405,Justin Rose,4.44,293,66
2015,0,25804,Bubba Watson,4.29,292,68
2015,0,30925,Dustin Johnson,4.22,304,72
2015,0,33448,Justin Thomas,4.15,440,106
2015,0,29725,Tony Finau,4.1,435,106
2015,0,32839,Hideki Matsuyama,4.07,370,91
2015,0,25632,Jimmy Walker,4.07,350,86
2015,0,27141,J.B. Holmes,4.04,343,85
2015,0,21528,Henrik Stenson,4.02,241,60
2015,0,29518,Brendan Steele,4.0,336,84
2015,0,24507,Jason Bohn,3.98,378,95
2015,0,26300,Matt Jones,3.97,341,86
2015,0,1810,Phil Mickelson,3.97,278,70
2015,0,24361,Pat Perez,3.97,381,96
2015,0,32102,Rickie Fowler,3.96,285,72
2015,0,29926,Danny Lee,3.96,475,120
2015,0,21209,Sergio Garcia,3.95,221,56
2015,0,34431,Robert Streb,3.95,434,110
2015,0,33418,Shawn Stefani,3.94,370,94
2015,0,24024,Zach Johnson,3.93,342,87
2015,0,34360,Patrick Reed,3.92,392,100
2015,0,36699,Patrick Rodgers,3.91,207,53
2015,0,34264,Hudson Swafford,3.91,371,95
2015,0,34265,Will Wilcox,3.91,211,54
2015,0,34098,Russell Henley,3.9,328,84
2015,0,36689,Brooks Koepka,3.9,316,81
2015,0,12716,Charley Hoffman,3.89,366,94
2015,0,35532,Tom Hoge,3.89,307,79
2015,0,25396,Kevin Na,3.89,370,95
2015,0,25892,Steve Wheatcroft,3.88,322,83
2015,0,40026,Daniel Berger,3.85,373,97
2015,0,33141,Keegan Bradley,3.85,323,84
2015,0,23108,Matt Kuchar,3.85,362,94
2015,0,25364,Paul Casey,3.84,315,82
2015,0,8075,Jerry Kelly,3.84,303,79
2015,0,30944,Jason Kokrak,3.84,338,88
2015,0,23621,Rory Sabbatini,3.84,311,81
2015,0,29420,Billy Horschel,3.83,368,96
2015,0,33413,Ben Martin,3.83,345,90
2015,0,26596,Ryan Moore,3.83,299,78
2015,0,27963,Chris Stroud,3.82,321,84
2015,0,34563,Chesson Hadley,3.81,385,101
2015,0,25818,Scott Piercy,3.79,341,90
2015,0,20396,Lee Westwood,3.79,197,52
2015,0,35545,Blayne Barber,3.77,279,74
2015,0,32366,Kevin Chappell,3.77,324,86
2015,0,23638,Brendon de Jonge,3.77,400,106
2015,0,27095,Nick Watney,3.77,343,91
2015,0,26329,Louis Oosthuizen,3.76,237,63
2015,0,22892,Jason Gore,3.75,270,72
2015,0,33667,Carlos Ortiz,3.75,360,96
2015,0,27649,Brandt Snedeker,3.75,356,95
2015,0,37454,Whee Kim,3.74,258,69
2015,0,23320,Ryan Palmer,3.73,287,77
2015,0,24502,Adam Scott,3.73,179,48
2015,0,34099,Harris English,3.72,379,102
2015,0,10809,Jim Furyk,3.72,238,64
2015,0,33122,Russell Knox,3.72,357,96
2015,0,34409,David Lingmerth,3.72,335,90
2015,0,24140,Sean O'Hair,3.72,320,86
2015,0,25834,Daniel Summerhays,3.72,376,101
2015,0,20229,Stewart Cink,3.71,286,77
2015,0,30926,Chris Kirk,3.71,271,73
2015,0,26289,Boo Weekley,3.71,293,79
2015,0,25274,Steven Bowditch,3.7,381,103
2015,0,26758,David Hearn,3.7,359,97
2015,0,30852,Ryo Ishikawa,3.7,326,88
2015,0,26851,Marc Leishman,3.7,259,70
2015,0,30927,Brendon Todd,3.7,344,93
2015,0,24925,Jonathan Byrd,3.69,240,65
2015,0,24138,Ian Poulter,3.69,240,65
2015,0,20645,John Senden,3.69,277,75
2015,0,25493,Nick Taylor,3.69,336,91
2015,0,30711,Colt Knost,3.67,316,86
2015,0,29479,Scott Brown,3.66,355,97
2015,0,29289,S.Y. Noh,3.66,238,65
2015,0,27770,Camilo Villegas,3.66,304,83
2015,0,23623,Bo Van Pelt,3.65,288,79
2015,0,29221,Webb Simpson,3.64,284,78
2015,0,35539,Luke Guthrie,3.63,298,82
2015,0,24490,George McNeill,3.63,338,93
2015,0,26331,Charl Schwartzel,3.63,229,63
2015,0,32448,James Hahn,3.62,340,94
2015,0,33461,Morgan Hoffmann,3.62,308,85
2015,0,28259,Sangmoon Bae,3.61,354,98
