YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
2023,0,40098,Matt Fitzpatrick,+.067,30,+2.00
2023,0,33413,Ben Martin,+.067,45,+3.00
2023,0,27214,Kevin Streelman,+.067,45,+3.00
2023,0,34431,Robert Streb,+.068,44,+3.00
2023,0,35617,Martin Trainer,+.069,29,+2.00
2023,0,33410,Andrew Landry,+.071,28,+2.00
2023,0,39546,Keith Mitchell,+.071,42,+3.00
2023,0,27095,Nick Watney,+.071,42,+3.00
2023,0,45242,Kevin Yu,+.077,26,+2.00
2023,0,26476,Chez Reavie,+.079,38,+3.00
2023,0,55893,Sam Stevens,+.079,38,+3.00
2023,0,50095,Austin Smotherman,+.083,48,+4.00
2023,0,35901,Paul Haley II,+.088,34,+3.00
2023,0,51766,Wyndham Clark,+.089,45,+4.00
2023,0,27974,Sung Kang,+.091,11,+1.00
2023,0,35450,Patrick Cantlay,+.097,31,+3.00
2023,0,30911,Tommy Fleetwood,+.098,41,+4.00
2023,0,27963,Chris Stroud,+.100,20,+2.00
2023,0,52411,Kyle Westmoreland,+.100,30,+3.00
2023,0,50493,Justin Suh,+.102,49,+5.00
2023,0,40250,Taylor Pendrith,+.103,29,+3.00
2023,0,55454,Carl Yuan,+.103,29,+3.00
2023,0,46970,Jon Rahm,+.107,28,+3.00
2023,0,35310,Lanto Griffin,+.111,18,+2.00
2023,0,33408,Tyson Alexander,+.122,41,+5.00
2023,0,12716,Charley Hoffman,+.125,40,+5.00
2023,0,34256,Andrew Putnam,+.136,66,+9.00
2023,0,49771,J.T. Poston,+.139,36,+5.00
2023,0,32366,Kevin Chappell,+.143,21,+3.00
2023,0,29289,S.Y. Noh,+.143,28,+4.00
2023,0,47128,Richy Werenski,+.145,55,+8.00
2023,0,51414,Brent Grant,+.156,32,+5.00
2023,0,34099,Harris English,+.161,31,+5.00
2023,0,30926,Chris Kirk,+.179,39,+7.00
2023,0,49766,Hank Lebioda,+.185,27,+5.00
2023,0,58696,Peter Kuest,+.214,14,+3.00
2023,0,52372,Cameron Champ,+.241,29,+7.00
2022,0,27895,Jonas Blixt,-.172,29,-5.00
2022,0,45486,Joaquin Niemann,-.162,37,-6.00
2022,0,28237,Rory McIlroy,-.158,19,-3.00
2022,0,57366,Cameron Young,-.132,38,-5.00
2022,0,12716,Charley Hoffman,-.130,23,-3.00
2022,0,46442,Maverick McNealy,-.118,34,-4.00
2022,0,23621,Rory Sabbatini,-.115,26,-3.00
2022,0,40098,Matt Fitzpatrick,-.114,35,-4.00
2022,0,51766,Wyndham Clark,-.102,49,-5.00
2022,0,52375,Doug Ghim,-.100,40,-4.00
2022,0,46402,Talor Gooch,-.100,30,-3.00
2022,0,28089,Jason Day,-.098,41,-4.00
2022,0,39971,Sungjae Im,-.095,42,-4.00
2022,0,24361,Pat Perez,-.094,32,-3.00
2022,0,27214,Kevin Streelman,-.094,64,-6.00
2022,0,47995,Davis Riley,-.093,54,-5.00
2022,0,36852,Jim Knous,-.091,44,-4.00
2022,0,32139,Danny Willett,-.091,33,-3.00
2022,0,54628,Lee Hodges,-.088,57,-5.00
2022,0,46414,Aaron Rai,-.087,46,-4.00
2022,0,47504,Sam Burns,-.086,35,-3.00
2022,0,33448,Justin Thomas,-.086,35,-3.00
2022,0,50525,Collin Morikawa,-.083,36,-3.00
2022,0,47529,Mito Pereira,-.083,48,-4.00
2022,0,30692,Scott Stallings,-.082,49,-4.00
2022,0,23983,Luke Donald,-.081,37,-3.00
2022,0,46970,Jon Rahm,-.081,37,-3.00
2022,0,24925,Jonathan Byrd,-.073,41,-3.00
2022,0,35449,Adam Long,-.071,42,-3.00
2022,0,45526,Abraham Ancer,-.070,43,-3.00
2022,0,26300,Matt Jones,-.069,29,-2.00
2022,0,32839,Hideki Matsuyama,-.069,29,-2.00
2022,0,29478,Kevin Kisner,-.068,44,-3.00
2022,0,47988,Nick Hardy,-.063,32,-2.00
2022,0,29926,Danny Lee,-.061,33,-2.00
2022,0,46046,Scottie Scheffler,-.061,33,-2.00
2022,0,34076,Joel Dahmen,-.059,34,-2.00
2022,0,33490,Bo Hoag,-.057,35,-2.00
2022,0,46717,Viktor Hovland,-.057,35,-2.00
2022,0,36699,Patrick Rodgers,-.057,35,-2.00
2022,0,49947,Taylor Moore,-.056,54,-3.00
2022,0,49964,Aaron Wise,-.054,56,-3.00
2022,0,37189,Harold Varner III,-.051,39,-2.00
2022,0,25198,Francesco Molinari,-.050,20,-1.00
2022,0,37455,Si Woo Kim,-.048,42,-2.00
2022,0,51950,Max McGreevy,-.048,42,-2.00
2022,0,35310,Lanto Griffin,-.047,43,-2.00
2022,0,26851,Marc Leishman,-.047,43,-2.00
2022,0,51634,Sahith Theegala,-.047,64,-3.00
2022,0,27649,Brandt Snedeker,-.045,22,-1.00
2022,0,34256,Andrew Putnam,-.044,45,-2.00
2022,0,26476,Chez Reavie,-.044,45,-2.00
2022,0,20229,Stewart Cink,-.042,24,-1.00
2022,0,32662,Michael Gligic,-.041,49,-2.00
2022,0,35110,Brett Drewitt,-.040,50,-2.00
2022,0,46601,Trey Mullinax,-.036,56,-2.00
2022,0,47347,Adam Schenk,-.036,55,-2.00
2022,0,55708,Hayden Buckley,-.035,57,-2.00
2022,0,24924,Bill Haas,-.033,61,-2.00
2022,0,27644,Brian Harman,-.032,31,-1.00
2022,0,32150,Michael Thompson,-.032,62,-2.00
2022,0,47128,Richy Werenski,-.032,31,-1.00
2022,0,27349,Alex Noren,-.030,33,-1.00
2022,0,34431,Robert Streb,-.027,37,-1.00
2022,0,31323,Gary Woodland,-.027,37,-1.00
2022,0,30978,Kiradech Aphibarnrat,-.026,38,-1.00
2022,0,34098,Russell Henley,-.026,38,-1.00
2022,0,29420,Billy Horschel,-.026,38,-1.00
2022,0,27936,Martin Laird,-.025,40,-1.00
2022,0,40250,Taylor Pendrith,-.025,40,-1.00
2022,0,30927,Brendon Todd,-.024,41,-1.00
2022,0,29725,Tony Finau,-.023,43,-1.00
2022,0,23108,Matt Kuchar,-.023,44,-1.00
2022,0,33486,Roger Sloan,-.023,43,-1.00
2022,0,37212,Paul Barjon,-.022,45,-1.00
2022,0,39977,Max Homa,-.022,45,-1.00
2022,0,36799,Stephan Jaeger,-.020,50,-1.00
2022,0,31646,Emiliano Grillo,-.018,56,-1.00
2022,0,35532,Tom Hoge,-.017,60,-1.00
2022,0,45609,Tyler Duncan,-.016,61,-1.00
2022,0,39997,Corey Conners,E,40,E
2022,0,45157,Cam Davis,E,42,E
2022,0,30911,Tommy Fleetwood,E,21,E
2022,0,29535,Brice Garnett,E,55,E
2022,0,25900,Lucas Glover,E,45,E
2022,0,46550,Brandon Hagy,E,42,E
2022,0,39058,Lucas Herbert,E,23,E
2022,0,31557,Jim Herman,E,34,E
2022,0,35461,Beau Hossler,E,33,E
2022,0,21961,Charles Howell III,E,28,E
2022,0,35506,Mackenzie Hughes,E,30,E
2022,0,34174,John Huh,E,46,E
2022,0,49766,Hank Lebioda,E,44,E
2022,0,34466,Peter Malnati,E,44,E
2022,0,47993,Denny McCarthy,E,60,E
2022,0,32640,Troy Merritt,E,52,E
2022,0,39546,Keith Mitchell,E,46,E
2022,0,48822,Sebastián Muñoz,E,40,E
2022,0,36871,Matthew NeSmith,E,46,E
2022,0,30163,Henrik Norlander,E,42,E
2022,0,51997,Andrew Novak,E,62,E
2022,0,23320,Ryan Palmer,E,33,E
2022,0,28252,Seamus Power,E,36,E
2022,0,34360,Patrick Reed,E,37,E
2022,0,22405,Justin Rose,E,39,E
2022,0,48081,Xander Schauffele,E,32,E
2022,0,51890,Greyson Sigg,E,60,E
2022,0,49960,Sepp Straka,E,35,E
2022,0,40006,Erik van Rooyen,E,17,E
2022,0,48887,Matt Wallace,E,30,E
2022,0,51894,Vince Whaley,E,50,E
2022,0,45540,Jared Wolfe,E,27,E
2022,0,25818,Scott Piercy,+.017,60,+1.00
2022,0,31560,Brian Stuard,+.017,60,+1.00
2022,0,28775,Nate Lashley,+.019,54,+1.00
2022,0,40162,Justin Lower,+.020,49,+1.00
2022,0,36884,Ben Kohles,+.022,45,+1.00
2022,0,29908,C.T. Pan,+.024,42,+1.00
2022,0,48084,Wesley Bryan,+.026,38,+1.00
2022,0,19803,Ryan Armour,+.030,33,+1.00
2022,0,33597,Harry Higgs,+.030,33,+1.00
2022,0,24024,Zach Johnson,+.031,32,+1.00
2022,0,34610,Matthias Schwab,+.031,32,+1.00
2022,0,48699,Callum Tarren,+.033,30,+1.00
2022,0,46435,Austin Cook,+.035,57,+2.00
2022,0,34563,Chesson Hadley,+.036,55,+2.00
2022,0,39324,J.J. Spaun,+.036,56,+2.00
2022,0,49298,Kramer Hickok,+.037,54,+2.00
2022,0,29221,Webb Simpson,+.037,27,+1.00
2022,0,30944,Jason Kokrak,+.038,26,+1.00
2022,0,32757,Patton Kizzire,+.039,51,+2.00
2022,0,35450,Patrick Cantlay,+.040,25,+1.00
2022,0,29974,Branden Grace,+.040,25,+1.00
2022,0,54421,Garrick Higgo,+.040,25,+1.00
2022,0,33122,Russell Knox,+.043,47,+2.00
2022,0,39953,Chase Seiffert,+.043,47,+2.00
2022,0,47983,Chad Ramey,+.044,45,+2.00
2022,0,30926,Chris Kirk,+.045,44,+2.00
2022,0,34264,Hudson Swafford,+.045,44,+2.00
2022,0,31420,Anirban Lahiri,+.048,42,+2.00
2022,0,33204,Shane Lowry,+.048,42,+2.00
2022,0,34363,Tyrrell Hatton,+.050,20,+1.00
2022,0,48117,Kurt Kitayama,+.051,39,+2.00
2022,0,33667,Carlos Ortiz,+.051,39,+2.00
2022,0,56278,Matthew Wolff,+.053,19,+1.00
2022,0,54783,Dylan Wu,+.053,38,+2.00
2022,0,32102,Rickie Fowler,+.054,37,+2.00
2022,0,45522,Christiaan Bezuidenhout,+.057,53,+3.00
2022,0,49771,J.T. Poston,+.060,50,+3.00
2022,0,32333,Kevin Tway,+.061,49,+3.00
2022,0,35617,Martin Trainer,+.065,46,+3.00
2022,0,33419,Cameron Tringale,+.068,44,+3.00
2022,0,29970,Dylan Frittelli,+.070,57,+4.00
2022,0,32791,K.H. Lee,+.071,42,+3.00
2022,0,10381,Curtis Thompson,+.071,42,+3.00
2022,0,52372,Cameron Champ,+.074,27,+2.00
2022,0,37275,Sam Ryder,+.075,53,+4.00
2022,0,32448,James Hahn,+.077,39,+3.00
2022,0,47856,Seth Reeves,+.079,38,+3.00
2022,0,36801,Mark Hubbard,+.080,50,+4.00
2022,0,46340,Alex Smalley,+.082,61,+5.00
2022,0,27129,Luke List,+.083,24,+2.00
2022,0,52374,Brandon Wu,+.083,48,+4.00
2022,0,23325,Vaughn Taylor,+.085,47,+4.00
2022,0,39436,Joshua Creel,+.086,35,+3.00
2022,0,50095,Austin Smotherman,+.087,46,+4.00
2022,0,24502,Adam Scott,+.088,34,+3.00
2022,0,33399,Adam Hadwin,+.089,56,+5.00
2022,0,35879,Kelly Kraft,+.094,53,+5.00
2022,0,27095,Nick Watney,+.100,30,+3.00
2022,0,29289,S.Y. Noh,+.105,38,+4.00
2022,0,33141,Keegan Bradley,+.106,47,+5.00
2022,0,27770,Camilo Villegas,+.107,56,+6.00
2022,0,40115,Adam Svensson,+.115,52,+6.00
2022,0,53165,Doc Redman,+.118,34,+4.00
2022,0,27064,Jhonattan Vegas,+.121,33,+4.00
2022,0,35891,Cameron Smith,+.125,24,+3.00
2022,0,32366,Kevin Chappell,+.129,31,+4.00
2022,0,36326,David Lipsky,+.130,54,+7.00
2022,0,22056,Cameron Percy,+.130,46,+6.00
2022,0,28114,Dawie van der Walt,+.133,45,+6.00
2022,0,27139,David Skinns,+.135,37,+5.00
2022,0,24980,Scott Gutschewski,+.136,44,+6.00
2022,0,25493,Nick Taylor,+.136,44,+6.00
2022,0,34046,Jordan Spieth,+.139,36,+5.00
2022,0,29518,Brendan Steele,+.143,49,+7.00
2022,0,47483,Will Zalatoris,+.152,33,+5.00
2022,0,27974,Sung Kang,+.158,38,+6.00
2022,0,36689,Brooks Koepka,+.174,23,+4.00
2022,0,34255,Joseph Bramlett,+.176,51,+9.00
2022,0,25686,Jason Dufner,+.176,34,+6.00
2022,0,32816,Satoshi Kodaira,+.238,21,+5.00
2022,0,24138,Ian Poulter,+.313,16,+5.00
2021,0,25632,Jimmy Walker,-.286,28,-8.00
2021,0,47504,Sam Burns,-.143,42,-6.00
2021,0,25493,Nick Taylor,-.120,50,-6.00
2021,0,23108,Matt Kuchar,-.115,26,-3.00
2021,0,25804,Bubba Watson,-.111,36,-4.00
2021,0,49771,J.T. Poston,-.107,28,-3.00
2021,0,32757,Patton Kizzire,-.106,47,-5.00
2021,0,33667,Carlos Ortiz,-.103,39,-4.00
2021,0,34099,Harris English,-.100,50,-5.00
2021,0,25396,Kevin Na,-.098,51,-5.00
2021,0,40026,Daniel Berger,-.093,43,-4.00
2021,0,20396,Lee Westwood,-.087,23,-2.00
2021,0,20229,Stewart Cink,-.083,36,-3.00
2021,0,31557,Jim Herman,-.081,37,-3.00
2021,0,24024,Zach Johnson,-.081,37,-3.00
2021,0,39977,Max Homa,-.075,40,-3.00
2021,0,48822,Sebastián Muñoz,-.075,53,-4.00
2021,0,26758,David Hearn,-.068,44,-3.00
2021,0,29221,Webb Simpson,-.065,31,-2.00
2021,0,30926,Chris Kirk,-.063,32,-2.00
2021,0,32333,Kevin Tway,-.061,33,-2.00
2021,0,32839,Hideki Matsuyama,-.060,50,-3.00
2021,0,34360,Patrick Reed,-.057,35,-2.00
2021,0,34363,Tyrrell Hatton,-.053,19,-1.00
2021,0,30925,Dustin Johnson,-.053,38,-2.00
2021,0,27644,Brian Harman,-.051,59,-3.00
2021,0,29478,Kevin Kisner,-.051,39,-2.00
2021,0,24781,Hunter Mahan,-.051,39,-2.00
2021,0,19803,Ryan Armour,-.050,40,-2.00
2021,0,32102,Rickie Fowler,-.048,42,-2.00
2021,0,23320,Ryan Palmer,-.048,42,-2.00
2021,0,33399,Adam Hadwin,-.044,45,-2.00
2021,0,34076,Joel Dahmen,-.043,47,-2.00
2021,0,52375,Doug Ghim,-.041,49,-2.00
2021,0,29970,Dylan Frittelli,-.037,27,-1.00
2021,0,53165,Doc Redman,-.037,54,-2.00
2021,0,32816,Satoshi Kodaira,-.036,56,-2.00
2021,0,26329,Louis Oosthuizen,-.034,29,-1.00
2021,0,23983,Luke Donald,-.032,31,-1.00
2021,0,40006,Erik van Rooyen,-.031,32,-1.00
2021,0,30927,Brendon Todd,-.029,34,-1.00
2021,0,35617,Martin Trainer,-.028,36,-1.00
2021,0,28237,Rory McIlroy,-.027,37,-1.00
2021,0,19846,Brian Gay,-.026,39,-1.00
2021,0,35506,Mackenzie Hughes,-.025,40,-1.00
2021,0,26476,Chez Reavie,-.025,40,-1.00
2021,0,25364,Paul Casey,-.024,41,-1.00
2021,0,28252,Seamus Power,-.024,42,-1.00
2021,0,46046,Scottie Scheffler,-.023,43,-1.00
2021,0,24138,Ian Poulter,-.022,45,-1.00
2021,0,46402,Talor Gooch,-.021,48,-1.00
2021,0,25818,Scott Piercy,-.021,47,-1.00
2021,0,47347,Adam Schenk,-.021,94,-2.00
2021,0,36801,Mark Hubbard,-.020,49,-1.00
2021,0,33419,Cameron Tringale,-.020,49,-1.00
2021,0,27214,Kevin Streelman,-.019,52,-1.00
2021,0,25686,Jason Dufner,-.018,57,-1.00
2021,0,36699,Patrick Rodgers,-.017,59,-1.00
2021,0,46441,Robby Shelton,-.016,61,-1.00
2021,0,35532,Tom Hoge,-.014,70,-1.00
2021,0,33948,Byeong Hun An,E,53,E
2021,0,45526,Abraham Ancer,E,47,E
2021,0,33120,Mark Anderson,E,42,E
2021,0,32070,Rafael Campos,E,40,E
2021,0,35450,Patrick Cantlay,E,38,E
2021,0,34314,Sebastian Cappelen,E,36,E
2021,0,52372,Cameron Champ,E,45,E
2021,0,51766,Wyndham Clark,E,34,E
2021,0,47959,Bryson DeChambeau,E,39,E
2021,0,46717,Viktor Hovland,E,42,E
2021,0,27974,Sung Kang,E,44,E
2021,0,40042,Tyler McCumber,E,48,E
2021,0,46442,Maverick McNealy,E,59,E
2021,0,36871,Matthew NeSmith,E,54,E
2021,0,27349,Alex Noren,E,41,E
2021,0,22405,Justin Rose,E,19,E
2021,0,24502,Adam Scott,E,22,E
2021,0,33486,Roger Sloan,E,48,E
2021,0,34046,Jordan Spieth,E,44,E
2021,0,33448,Justin Thomas,E,39,E
2021,0,48887,Matt Wallace,E,17,E
2021,0,27095,Nick Watney,E,39,E
2021,0,56278,Matthew Wolff,E,29,E
2021,0,32254,Xinjun Zhang,E,48,E
2021,0,29535,Brice Garnett,+.013,75,+1.00
2021,0,32791,K.H. Lee,+.013,75,+1.00
2021,0,32662,Michael Gligic,+.015,65,+1.00
2021,0,34255,Joseph Bramlett,+.016,62,+1.00
2021,0,37275,Sam Ryder,+.016,64,+1.00
2021,0,47128,Richy Werenski,+.018,56,+1.00
2021,0,35104,Tom Lewis,+.019,53,+1.00
2021,0,39997,Corey Conners,+.020,49,+1.00
2021,0,45157,Cam Davis,+.021,48,+1.00
2021,0,32448,James Hahn,+.021,47,+1.00
2021,0,23325,Vaughn Taylor,+.021,47,+1.00
2021,0,29268,Bronson Burgoon,+.022,46,+1.00
2021,0,45486,Joaquin Niemann,+.022,45,+1.00
2021,0,32150,Michael Thompson,+.023,43,+1.00
2021,0,29420,Billy Horschel,+.024,42,+1.00
2021,0,21961,Charles Howell III,+.024,42,+1.00
2021,0,46435,Austin Cook,+.026,39,+1.00
2021,0,27649,Brandt Snedeker,+.026,39,+1.00
2021,0,29518,Brendan Steele,+.026,38,+1.00
2021,0,26331,Charl Schwartzel,+.027,37,+1.00
2021,0,30692,Scott Stallings,+.027,37,+1.00
2021,0,21209,Sergio Garcia,+.028,36,+1.00
2021,0,24140,Sean O'Hair,+.029,35,+1.00
2021,0,1810,Phil Mickelson,+.031,32,+1.00
2021,0,35891,Cameron Smith,+.033,30,+1.00
2021,0,22371,Aaron Baddeley,+.035,57,+2.00
2021,0,27554,Scott Harrington,+.035,57,+2.00
2021,0,37189,Harold Varner III,+.041,49,+2.00
2021,0,33404,Chris Baker,+.042,48,+2.00
2021,0,45609,Tyler Duncan,+.042,48,+2.00
2021,0,25900,Lucas Glover,+.042,48,+2.00
2021,0,39546,Keith Mitchell,+.042,48,+2.00
2021,0,30163,Henrik Norlander,+.042,48,+2.00
2021,0,29479,Scott Brown,+.043,47,+2.00
2021,0,12716,Charley Hoffman,+.043,70,+3.00
2021,0,27556,Ted Potter Jr.,+.043,46,+2.00
2021,0,46970,Jon Rahm,+.043,23,+1.00
2021,0,49960,Sepp Straka,+.045,44,+2.00
2021,0,39971,Sungjae Im,+.047,64,+3.00
2021,0,30944,Jason Kokrak,+.048,42,+2.00
2021,0,34431,Robert Streb,+.048,42,+2.00
2021,0,27942,Rob Oppenheim,+.049,61,+3.00
2021,0,26300,Matt Jones,+.050,60,+3.00
2021,0,51894,Vince Whaley,+.050,60,+3.00
2021,0,49964,Aaron Wise,+.053,38,+2.00
2021,0,35310,Lanto Griffin,+.056,36,+2.00
