YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
2021,1,0,33120,Mark Anderson,2.0,2,1
2021,1,0,46435,Austin Cook,2.0,4,2
2021,1,0,29725,Tony Finau,2.0,2,1
2021,1,0,40098,Matt Fitzpatrick,2.0,2,1
2021,1,0,24924,Bill Haas,2.0,2,1
2021,1,0,34363,Tyrrell Hatton,2.0,2,1
2021,1,0,35506,Mackenzie Hughes,2.0,2,1
2021,1,0,34174,John Huh,2.0,2,1
2021,1,0,37455,Si Woo Kim,2.0,6,3
2021,1,0,24781,Hunter Mahan,2.0,4,2
2021,1,0,33413,Ben Martin,2.0,2,1
2021,1,0,46046,Scottie Scheffler,2.0,2,1
2021,1,0,35891,Cameron Smith,2.0,2,1
2021,1,0,49960,Sepp Straka,2.0,2,1
2021,1,0,32150,Michael Thompson,2.0,10,5
2021,1,0,40006,Erik van Rooyen,2.0,2,1
2021,1,0,32139,Danny Willett,2.0,2,1
2021,18,0,46442,Maverick McNealy,2.25,9,4
2021,19,0,27942,Rob Oppenheim,2.333,7,3
2021,20,0,29479,Scott Brown,2.4,12,5
2021,20,0,28775,Nate Lashley,2.4,12,5
2021,22,0,39997,Corey Conners,2.5,5,2
2021,22,0,23983,Luke Donald,2.5,5,2
2021,22,0,28679,Fabián Gómez,2.5,5,2
2021,22,0,46402,Talor Gooch,2.5,5,2
2021,22,0,33597,Harry Higgs,2.5,5,2
2021,22,0,39977,Max Homa,2.5,10,4
2021,22,0,36801,Mark Hubbard,2.5,10,4
2021,22,0,32816,Satoshi Kodaira,2.5,5,2
2021,22,0,27936,Martin Laird,2.5,5,2
2021,22,0,33410,Andrew Landry,2.5,5,2
2021,22,0,33204,Shane Lowry,2.5,5,2
2021,22,0,39546,Keith Mitchell,2.5,5,2
2021,22,0,24361,Pat Perez,2.5,10,4
2021,22,0,49771,J.T. Poston,2.5,5,2
2021,22,0,24502,Adam Scott,2.5,5,2
2021,22,0,27649,Brandt Snedeker,2.5,5,2
2021,22,0,29518,Brendan Steele,2.5,10,4
2021,22,0,27214,Kevin Streelman,2.5,10,4
2021,22,0,35617,Martin Trainer,2.5,5,2
2021,22,0,25632,Jimmy Walker,2.5,5,2
2021,22,0,20396,Lee Westwood,2.5,5,2
2021,22,0,32254,Xinjun Zhang,2.5,5,2
2021,44,0,28089,Jason Day,2.6,13,5
2021,44,0,33122,Russell Knox,2.6,13,5
2021,46,0,35450,Patrick Cantlay,2.667,8,3
2021,46,0,34314,Sebastian Cappelen,2.667,8,3
2021,46,0,19846,Brian Gay,2.667,8,3
2021,46,0,35449,Adam Long,2.667,8,3
2021,46,0,47993,Denny McCarthy,2.667,8,3
2021,46,0,26476,Chez Reavie,2.667,8,3
2021,46,0,23621,Rory Sabbatini,2.667,8,3
2021,46,0,30110,Kyle Stanley,2.667,8,3
2021,46,0,48119,Ben Taylor,2.667,8,3
2021,46,0,27330,Josh Teater,2.667,8,3
2021,46,0,37189,Harold Varner III,2.667,8,3
2021,46,0,51894,Vince Whaley,2.667,8,3
2021,58,0,52375,Doug Ghim,2.75,11,4
2021,58,0,29974,Branden Grace,2.75,11,4
2021,58,0,30163,Henrik Norlander,2.75,11,4
2021,58,0,22056,Cameron Percy,2.75,11,4
2021,58,0,25493,Nick Taylor,2.75,11,4
2021,58,0,33419,Cameron Tringale,2.75,11,4
2021,64,0,27644,Brian Harman,2.8,14,5
2021,65,0,45526,Abraham Ancer,3.0,3,1
2021,65,0,19803,Ryan Armour,3.0,15,5
2021,65,0,22371,Aaron Baddeley,3.0,3,1
2021,65,0,33404,Chris Baker,3.0,3,1
2021,65,0,40026,Daniel Berger,3.0,12,4
2021,65,0,34255,Joseph Bramlett,3.0,9,3
2021,65,0,47504,Sam Burns,3.0,12,4
2021,65,0,32070,Rafael Campos,3.0,3,1
