RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
41,0,12782,Tim Herron,.217,18.854,87
42,0,20663,Brenden Pappas,.214,12.008,56
43,0,07457,Steve Flesch,.209,16.962,81
44,0,21753,Brian Davis,.200,20.351,102
45,0,06004,Stephen Ames,.198,13.052,66
45,0,19846,Brian Gay,.198,17.003,86
47,0,27613,David Lutterus,.196,9.822,50
48,0,07547,Craig Kanada,.193,10.638,55
49,0,23125,Brad Elder,.185,9.996,54
50,0,12823,Carlos Franco,.184,11.574,63
51,0,20850,Daniel Chopra,.183,12.608,69
52,0,01941,Tom Pernice Jr.,.179,17.496,98
53,0,23621,Rory Sabbatini,.178,11.225,63
54,0,20623,Gavin Coles,.167,7.360,44
55,0,24925,Jonathan Byrd,.165,12.688,77
55,0,10860,Justin Leonard,.165,12.064,73
57,0,01677,Tom Lehman,.162,6.160,38
57,0,24449,Parker McLachlin,.162,12.827,79
59,0,12652,Cameron Beckman,.160,11.819,74
59,0,21878,Mark Wilson,.160,16.633,104
61,0,27060,John Mallinger,.159,13.329,84
62,0,23048,Eric Axley,.158,15.466,98
63,0,08075,Jerry Kelly,.156,11.522,74
64,0,01226,Fred Couples,.154,7.832,51
65,0,26300,Matt Jones,.148,12.418,84
66,0,22348,Nick O'Hern,.147,10.443,71
67,0,01577,Lee Janzen,.144,10.824,75
68,0,06575,Dudley Hart,.132,8.863,67
69,0,21731,Freddie Jacobson,.127,8.156,64
69,0,02239,Scott Verplank,.127,8.274,65
71,0,26695,Michael Letzig,.126,9.314,74
72,0,27649,Brandt Snedeker,.116,7.753,67
73,0,24361,Pat Perez,.115,9.121,79
74,0,09011,David Duval,.111,4.561,41
75,0,23135,Tim Clark,.109,7.930,73
76,0,10585,Scott McCarron,.108,5.845,54
77,0,23108,Matt Kuchar,.106,7.431,70
78,0,26500,Alejandro Cañizares,.105,4.311,41
79,0,23157,Richard Johnson,.097,6.618,68
80,0,20433,Mark Hensby,.094,6.028,64
80,0,22046,Geoff Ogilvy,.094,4.598,49
82,0,29718,Anthony Kim,.093,6.041,65
82,0,27770,Camilo Villegas,.093,5.883,63
84,0,06090,Jim McGovern,.084,5.298,63
85,0,01320,Bob Estes,.082,7.035,86
86,0,10505,Shane Bertsch,.079,7.143,90
86,0,25562,Andres Romero,.079,3.846,49
88,0,20498,Briny Baird,.073,7.031,96
89,0,23788,D.J. Trahan,.064,5.009,78
90,0,20229,Stewart Cink,.058,3.731,64
91,0,24924,Bill Haas,.051,4.630,90
92,0,23541,Ben Crane,.045,3.394,75
93,0,08537,J.P. Hayes,.043,2.680,63
94,0,25345,Carl Pettersson,.036,3.463,97
95,0,10809,Jim Furyk,.031,2.291,75
96,0,01142,Bart Bryant,.030,1.996,67
97,0,28780,Nicholas Thompson,.028,2.703,96
98,0,01706,Davis Love III,.026,1.720,65
99,0,02206,David Toms,.018,.983,56
100,0,25842,Jon Mills,.014,1.092,78
101,0,20634,Peter Lonard,.010,.770,80
102,0,24140,Sean O'Hair,-.003,-.218,68
103,0,22806,Doug LaBelle II,-.004,-.221,51
104,0,06251,Chris DiMarco,-.005,-.344,76
105,0,10733,Kent Jones,-.007,-.374,55
106,0,06643,Paul Goydos,-.010,-.700,67
106,0,24490,George McNeill,-.010,-.901,90
108,0,20104,Ken Duke,-.018,-1.881,105
109,0,26668,Marc Turnesa,-.019,-1.411,76
110,0,23409,James Driscoll,-.021,-1.596,76
111,0,21949,Joe Ogilvie,-.032,-2.744,87
112,0,01707,Steve Lowery,-.040,-2.648,67
113,0,12602,Dean Wilson,-.041,-3.823,93
114,0,22913,John Rollins,-.042,-3.282,79
115,0,28158,Steve Marino,-.044,-4.537,104
116,0,06197,Michael Allen,-.047,-3.642,78
117,0,01797,Rocco Mediate,-.050,-3.442,69
118,0,25804,Bubba Watson,-.051,-4.085,80
119,0,27933,John Merrick,-.052,-3.973,77
119,0,27963,Chris Stroud,-.052,-3.440,66
121,0,25190,Jeff Quinney,-.055,-4.036,73
122,0,11032,Frank Lickliter II,-.058,-5.754,100
123,0,25632,Jimmy Walker,-.063,-3.904,62
124,0,23353,J.J. Henry,-.069,-6.815,99
125,0,23623,Bo Van Pelt,-.071,-6.589,93
126,0,12309,Bob Sowards,-.072,-3.742,52
127,0,20848,Ángel Cabrera,-.074,-2.891,39
127,0,26476,Chez Reavie,-.074,-6.680,90
129,0,07867,Woody Austin,-.081,-7.164,88
129,0,10649,Tom Scherrer,-.081,-3.576,44
131,0,26420,Richard Johnson,-.083,-4.049,49
131,0,28475,Jeff Overton,-.083,-7.596,91
133,0,12826,Paul Claxton,-.084,-4.220,50
133,0,21959,Ted Purdy,-.084,-4.939,59
135,0,23614,Rich Beem,-.088,-6.929,79
135,0,01313,Steve Elkington,-.088,-6.408,73
135,0,08845,Scott Sterling,-.088,-6.489,74
138,0,26631,Cody Freeman,-.096,-5.265,55
139,0,26951,Johnson Wagner,-.104,-7.077,68
140,0,26289,Boo Weekley,-.109,-6.981,64
141,0,27936,Martin Laird,-.111,-9.440,85
142,0,20645,John Senden,-.116,-9.481,82
143,0,20443,Jin Park,-.117,-8.200,70
144,0,01945,Kenny Perry,-.118,-10.838,92
145,0,27141,J.B. Holmes,-.119,-8.229,69
146,0,12705,Cliff Kresge,-.125,-9.134,73
147,0,30925,Dustin Johnson,-.129,-10.415,81
148,0,24912,Will MacKenzie,-.130,-7.429,57
149,0,20382,Stephen Leaney,-.131,-5.901,45
150,0,22293,Heath Slocum,-.132,-11.376,86
151,0,22548,Patrick Sheehan,-.136,-14.257,105
152,0,23497,Tag Ridings,-.137,-11.066,81
153,0,23325,Vaughn Taylor,-.144,-13.578,94
154,0,27095,Nick Watney,-.146,-12.291,84
155,0,01388,Robert Gamez,-.154,-10.953,71
156,0,19913,Ron Whittaker,-.155,-6.373,41
157,0,02002,John Riegger,-.159,-10.196,64
158,0,01024,Billy Andrade,-.162,-10.060,62
158,0,25900,Lucas Glover,-.162,-13.476,83
160,0,01161,Mark Calcavecchia,-.163,-8.796,54
161,0,12510,Chad Campbell,-.166,-14.135,85
162,0,01553,John Huston,-.170,-8.322,49
163,0,21461,Kenneth Ferrie,-.171,-10.263,60
164,0,02223,Bob Tway,-.173,-9.871,57
165,0,10425,Jay Williamson,-.181,-14.503,80
166,0,21805,Harrison Frazar,-.184,-11.381,62
167,0,01035,Tommy Armour III,-.187,-12.322,66
167,0,20378,Mathias Grönberg,-.187,-14.747,79
169,0,22582,Kyle Thompson,-.189,-10.775,57
170,0,27214,Kevin Streelman,-.196,-19.007,97
171,0,24024,Zach Johnson,-.201,-14.282,71
172,0,20472,Alex Cejka,-.202,-12.100,60
173,0,27120,Troy Matteson,-.203,-18.040,89
174,0,10885,Robert Allenby,-.205,-17.656,86
175,0,12716,Charley Hoffman,-.207,-17.781,86
176,0,28089,Jason Day,-.209,-16.113,77
177,0,01139,Olin Browne,-.224,-15.668,70
178,0,25594,Travis Perkins,-.235,-9.400,40
179,0,06012,Greg Kraft,-.242,-12.079,50
180,0,01724,Jeff Maggert,-.259,-20.488,79
181,0,26596,Ryan Moore,-.268,-16.853,63
182,0,23320,Ryan Palmer,-.312,-18.736,60
183,0,22892,Jason Gore,-.321,-27.317,85
184,0,01473,Todd Hamilton,-.343,-25.366,74
185,0,06621,Joe Durant,-.364,-28.760,79
186,0,24663,Y.E. Yang,-.369,-29.500,80
187,0,21633,Steve Allan,-.373,-17.896,48
188,0,24358,Robert Garrigus,-.392,-33.717,86
189,0,24227,Justin Bolli,-.393,-28.674,73
190,0,25364,Paul Casey,-.394,-14.166,36
191,0,26679,Kevin Stadler,-.397,-29.002,73
192,0,24781,Hunter Mahan,-.437,-31.440,72
193,0,06573,Brandt Jobe,-.444,-20.881,47
194,0,30750,Tommy Gainey,-.461,-21.207,46
195,0,27561,Nick Flanagan,-.498,-39.815,80
196,0,23349,Charles Warren,-.504,-37.267,74
197,0,19803,Ryan Armour,-.639,-48.593,76
