RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
1,0,20127,Chris Riley,.650,26.018,40
2,0,10423,Mike Weir,.541,35.722,66
3,0,23797,Brett Rumford,.526,32.064,61
4,0,12680,Shigeki Maruyama,.470,19.753,42
4,0,25396,Kevin Na,.470,42.787,91
6,0,06527,Steve Stricker,.464,26.938,58
7,0,20766,Padraig Harrington,.460,14.705,32
8,0,20157,Retief Goosen,.450,18.917,42
8,0,06567,Vijay Singh,.450,28.319,63
10,0,24502,Adam Scott,.440,15.411,35
11,0,22378,Trevor Immelman,.427,23.069,54
12,0,08385,Omar Uresti,.385,24.276,63
13,0,08931,Glen Day,.370,20.741,56
14,0,20098,Stuart Appleby,.362,24.260,67
15,0,01810,Phil Mickelson,.360,21.240,59
16,0,21350,Ryuji Imada,.349,23.765,68
17,0,23778,Brad Adamonis,.298,22.642,76
18,0,01766,Billy Mayfair,.294,27.883,95
19,0,25720,Chad Collins,.292,18.370,63
20,0,10875,Todd Demsey,.263,18.656,71
21,0,25349,Tim Wilkinson,.262,20.946,80
22,0,06595,Kevin Sutherland,.261,22.943,88
23,0,06034,Marco Dawson,.254,13.701,54
24,0,24357,K.J. Choi,.252,14.381,57
25,0,20572,Rod Pampling,.250,16.978,68
26,0,20160,Charlie Wi,.249,21.929,88
27,0,23540,Jason Allred,.241,12.072,50
28,0,24138,Ian Poulter,.238,8.574,36
29,0,01928,Corey Pavin,.237,13.257,56
30,0,22621,Ben Curtis,.236,14.851,63
30,0,21961,Charles Howell III,.236,20.520,87
32,0,01948,Tim Petrovic,.235,19.033,81
33,0,07749,Brett Quigley,.231,16.868,73
34,0,21209,Sergio Garcia,.230,12.898,56
35,0,12660,Jesper Parnevik,.229,17.153,75
36,0,06522,Ernie Els,.228,8.206,36
36,0,20105,Jeff Gove,.228,10.044,44
38,0,20574,Mathew Goggin,.222,18.225,82
39,0,23718,Nathan Green,.221,20.071,91
40,0,22371,Aaron Baddeley,.218,13.096,60
