RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
1,0,35450,Patrick Cantlay,60,Travelers Champ,2
2,0,24604,Hunter Haas,61,J. Timberlake/T,2
2,0,25818,Scott Piercy,61,Reno-Tahoe Open,3
2,0,27649,Brandt Snedeker,61,The Barclays/Pl,3
5,0,29910,Blake Adams,62,Viking Classic/,2
5,0,25274,Steven Bowditch,62,Viking Classic/,4
5,0,32102,Rickie Fowler,62,Phoenix Open/TP,2
5,0,19846,Brian Gay,62,Bob Hope/PGA We,5
5,0,24924,Bill Haas,62,Bob Hope/PGA We,4
5,0,22378,Trevor Immelman,62,The McGladrey/S,3
5,0,29718,Anthony Kim,62,The Greenbrier/,3
5,0,24912,Will MacKenzie,62,Frys.com Open/C,3
5,0,01724,Jeff Maggert,62,AT&T Pebble/Mon,3
5,0,25572,Graeme McDowell,62,Hyundai T of C/,4
5,0,26476,Chez Reavie,62,John Deere Clas,2
5,0,31193,Jim Renner,62,Frys.com Open/C,3
5,0,24502,Adam Scott,62,WGC-Bridgestone,1
5,0,32150,Michael Thompson,62,Travelers Champ,4
5,0,02206,David Toms,62,Crowne Plaza/Co,2
5,0,23788,D.J. Trahan,62,Travelers Champ,2
5,0,25632,Jimmy Walker,62,The Greenbrier/,3
5,0,27095,Nick Watney,62,AT&T National/A,3
23,0,10505,Shane Bertsch,63,Travelers Champ,2
23,0,28087,Kris Blanks,63,John Deere Clas,1
23,0,23541,Ben Crane,63,The McGladrey/S,4
23,0,28089,Jason Day,63,WGC-Bridgestone,1
23,0,23638,Brendon de Jonge,63,John Deere Clas,3
23,0,23409,James Driscoll,63,Puerto Rico/Tru,1
23,0,07457,Steve Flesch,63,Travelers Champ,4
23,0,30750,Tommy Gainey,63,Wyndham Champ./,1
23,0,24358,Robert Garrigus,63,J. Timberlake/T,3
23,0,21731,Freddie Jacobson,63,Travelers Champ,3
23,0,30925,Dustin Johnson,63,The Barclays/Pl,2
23,0,30926,Chris Kirk,63,AT&T National/A,3
23,0,23108,Matt Kuchar,63,The Barclays/Pl,1
23,0,27797,Derek Lamely,63,Bob Hope/PGA We,1
23,0,10860,Justin Leonard,63,Children's MNHC,2
23,0,24781,Hunter Mahan,63,Travelers Champ,2
23,0,28158,Steve Marino,63,AT&T National/A,3
23,0,31202,William McGirt,63,J. Timberlake/T,1
23,0,01810,Phil Mickelson,63,Deutsche Bank/T,3
