RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,23983,Luke Donald,68.861,4643,- 29.300,67
2,0,29221,Webb Simpson,69.252,6778,8.689,98
3,0,06527,Steve Stricker,69.362,4784,1.974,69
4,0,23108,Matt Kuchar,69.515,6125,- 7.711,88
5,0,27095,Nick Watney,69.518,5357,- 4.095,77
6,0,21209,Sergio Garcia,69.564,4284,- 40.579,61
7,0,26331,Charl Schwartzel,69.619,3948,- 49.323,56
8,0,21961,Charles Howell III,69.660,7544,- 20.712,108
9,0,28089,Jason Day,69.706,5100,- 11.471,73
9,0,02206,David Toms,69.706,5425,12.077,78
11,0,27466,Spencer Levin,69.851,7910,- 16.812,113
12,0,21731,Freddie Jacobson,69.854,6455,- 28.423,92
13,0,27649,Brandt Snedeker,69.859,5945,- 7.026,85
14,0,24502,Adam Scott,69.872,4144,- 21.542,59
15,0,31323,Gary Woodland,69.875,6520,- 21.654,93
16,0,01810,Phil Mickelson,69.891,5406,- 24.411,77
17,0,24781,Hunter Mahan,69.905,6228,- 6.485,89
18,0,24024,Zach Johnson,69.966,5466,- 8.689,78
19,0,24357,K.J. Choi,69.993,5289,- 39.494,75
20,0,32102,Rickie Fowler,70.007,5711,- 40.412,81
21,0,23623,Bo Van Pelt,70.092,6327,- 18.751,90
22,0,24924,Bill Haas,70.135,6450,2.414,92
23,0,22046,Geoff Ogilvy,70.164,4655,- 24.180,66
24,0,20645,John Senden,70.199,6606,- 7.336,94
25,0,25686,Jason Dufner,70.200,5488,- 12.372,78
26,0,19970,Robert Karlsson,70.211,4168,- 25.540,59
27,0,19846,Brian Gay,70.214,6329,- 9.782,90
28,0,22371,Aaron Baddeley,70.230,5407,.748,77
29,0,08075,Jerry Kelly,70.241,5970,.448,85
30,0,33141,Keegan Bradley,70.257,6427,- 33.642,91
31,0,12510,Chad Campbell,70.273,6970,- 12.989,99
32,0,24663,Y.E. Yang,70.277,4177,- 30.650,59
33,0,10885,Robert Allenby,70.284,5867,- 33.460,83
34,0,25345,Carl Pettersson,70.289,6674,3.473,95
35,0,30110,Kyle Stanley,70.317,6891,.107,98
36,0,22405,Justin Rose,70.332,5425,- 9.418,77
37,0,06573,Brandt Jobe,70.334,7033,.365,100
38,0,27936,Martin Laird,70.341,5333,12.888,76
39,0,26596,Ryan Moore,70.345,5297,- 21.133,75
40,0,10809,Jim Furyk,70.370,6069,- 17.180,86
41,0,30926,Chris Kirk,70.414,6115,10.988,87
42,0,27933,John Merrick,70.423,4978,22.064,71
43,0,25632,Jimmy Walker,70.424,5582,- 18.534,79
44,0,23638,Brendon de Jonge,70.429,7370,25.073,105
45,0,25396,Kevin Na,70.432,5916,.273,84
46,0,22378,Trevor Immelman,70.433,5932,- 15.622,84
46,0,23800,Bryce Molder,70.433,5754,21.487,82
48,0,23541,Ben Crane,70.434,5142,- .301,73
49,0,20498,Briny Baird,70.435,4222,4.123,60
50,0,25900,Lucas Glover,70.445,5235,- 22.106,74
51,0,30925,Dustin Johnson,70.457,5023,- 20.535,71
52,0,23621,Rory Sabbatini,70.460,6010,- 20.875,85
53,0,21753,Brian Davis,70.469,7392,7.242,105
54,0,25562,Andres Romero,70.495,5442,- 13.878,77
55,0,27141,J.B. Holmes,70.523,3751,- 13.306,53
56,0,21878,Mark Wilson,70.526,6138,- 2.240,87
57,0,27214,Kevin Streelman,70.540,6362,- 13.362,90
58,0,01706,Davis Love III,70.548,4953,- 14.634,70
