RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,27330,Josh Teater,34' 0",122,4152.500,+3.00
2,0,30925,Dustin Johnson,36' 0",124,4467.917,+6.00
3,0,26331,Charl Schwartzel,36' 4",62,2252.583,-1.00
4,0,30110,Kyle Stanley,36' 8",130,4766.167,+4.00
5,0,26329,Louis Oosthuizen,36' 9",86,3160.833,+7.00
6,0,32334,Charlie Beljan,37' 3",81,3016.333,E
7,0,22582,Kyle Thompson,37' 10",68,2573.167,+8.00
8,0,06567,Vijay Singh,38' 3",134,5128.667,+11.00
8,0,26289,Boo Weekley,38' 3",80,3057.083,+7.00
10,0,22378,Trevor Immelman,38' 8",99,3825.833,+11.00
11,0,27302,Garth Mulroy,38' 11",92,3581.833,+12.00
12,0,30692,Scott Stallings,39' 3",139,5457.500,+14.00
13,0,24846,Ricky Barnes,39' 5",145,5714.000,+19.00
14,0,24925,Jonathan Byrd,39' 6",131,5171.833,+21.00
14,0,28237,Rory McIlroy,39' 6",88,3476.250,-3.00
16,0,34021,Bud Cauley,39' 7",166,6571.583,+14.00
16,0,23548,Bill Lunde,39' 7",114,4512.000,-1.00
18,0,30852,Ryo Ishikawa,39' 9",75,2981.167,+9.00
19,0,28475,Jeff Overton,39' 10",162,6449.917,+11.00
20,0,28308,Troy Kelly,39' 11",115,4590.583,+16.00
20,0,20691,Greg Owen,39' 11",129,5144.833,+13.00
22,0,20848,Ángel Cabrera,40' 2",69,2770.500,E
22,0,12716,Charley Hoffman,40' 2",126,5057.250,+26.00
22,0,29221,Webb Simpson,40' 2",149,5989.417,+7.00
25,0,28093,Miguel Angel Carballo,40' 3",112,4503.500,+22.00
25,0,26287,Roland Thatcher,40' 3",72,2898.917,+14.00
27,0,27095,Nick Watney,40' 6",117,4737.250,+13.00
28,0,12782,Tim Herron,40' 8",131,5323.333,+24.00
28,0,23623,Bo Van Pelt,40' 8",123,5002.917,+8.00
30,0,23542,Tommy Biershenk,40' 9",118,4808.250,+19.00
31,0,29926,Danny Lee,40' 11",105,4299.417,-1.00
31,0,29476,Kyle Reifers,40' 11",148,6058.917,+13.00
33,0,25686,Jason Dufner,41' 1",100,4110.417,+12.00
34,0,25240,D.A. Points,41' 2",143,5885.000,+7.00
35,0,23621,Rory Sabbatini,41' 4",118,4875.083,+19.00
36,0,27644,Brian Harman,41' 5",144,5967.750,+30.00
36,0,01724,Jeff Maggert,41' 5",119,4930.583,+22.00
38,0,27895,Jonas Blixt,41' 6",142,5893.167,+18.00
38,0,06251,Chris DiMarco,41' 6",97,4024.667,+17.00
40,0,28087,Kris Blanks,41' 7",104,4326.333,+17.00
40,0,22293,Heath Slocum,41' 7",94,3911.333,+34.00
42,0,27120,Troy Matteson,41' 8",176,7339.333,+4.00
43,0,20850,Daniel Chopra,41' 10",84,3515.667,-3.00
44,0,23638,Brendon de Jonge,41' 11",166,6960.833,+6.00
44,0,27436,Graham DeLaet,41' 11",134,5616.583,+13.00
44,0,26851,Marc Leishman,41' 11",129,5402.250,+23.00
44,0,25345,Carl Pettersson,41' 11",162,6786.083,+16.00
48,0,10809,Jim Furyk,42' 0",103,4324.250,-3.00
48,0,20574,Mathew Goggin,42' 0",114,4788.500,+5.00
48,0,26476,Chez Reavie,42' 0",94,3947.250,+28.00
51,0,20104,Ken Duke,42' 1",122,5136.583,+4.00
51,0,06522,Ernie Els,42' 1",133,5595.750,+8.00
51,0,24924,Bill Haas,42' 1",86,3617.583,+13.00
51,0,25396,Kevin Na,42' 1",103,4336.583,+14.00
55,0,33122,Russell Knox,42' 2",73,3075.333,+2.00
55,0,27933,John Merrick,42' 2",123,5187.833,+17.00
57,0,21753,Brian Davis,42' 3",108,4564.250,+10.00
57,0,23983,Luke Donald,42' 3",76,3208.917,E
57,0,29420,Billy Horschel,42' 3",76,3211.417,-2.00
57,0,06527,Steve Stricker,42' 3",95,4012.000,+5.00
61,0,22621,Ben Curtis,42' 4",93,3938.000,+21.00
61,0,25572,Graeme McDowell,42' 4",59,2497.167,+11.00
63,0,10885,Robert Allenby,42' 5",131,5554.750,+38.00
63,0,20623,Gavin Coles,42' 5",119,5045.083,+22.00
63,0,25834,Daniel Summerhays,42' 5",130,5509.667,+32.00
63,0,25804,Bubba Watson,42' 5",105,4453.167,-2.00
67,0,31558,J.J. Killeen,42' 6",140,5955.500,+22.00
68,0,23718,Nathan Green,42' 7",111,4723.750,+10.00
68,0,01706,Davis Love III,42' 7",105,4471.083,+2.00
70,0,06004,Stephen Ames,42' 8",78,3326.917,+10.00
70,0,20098,Stuart Appleby,42' 8",112,4777.417,+17.00
70,0,11123,Chris Couch,42' 8",71,3030.000,+5.00
70,0,23108,Matt Kuchar,42' 8",117,4991.083,+6.00
74,0,24358,Robert Garrigus,42' 9",157,6716.917,+8.00
74,0,22046,Geoff Ogilvy,42' 9",111,4743.500,+20.00
76,0,34174,John Huh,42' 10",121,5186.500,+6.00
76,0,23325,Vaughn Taylor,42' 10",127,5441.167,+24.00
