RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
155,0,20436,Garrett Willis,71.94,1295,18
156,0,20766,Padraig Harrington,72.00,504,7
156,0,29420,Billy Horschel,72.00,792,11
156,0,30925,Dustin Johnson,72.00,648,9
156,0,29478,Kevin Kisner,72.00,1152,16
156,0,27939,Matt McQuillan,72.00,1296,18
156,0,25804,Bubba Watson,72.00,216,3
162,0,20098,Stuart Appleby,72.07,1009,14
163,0,32876,Martin Piller,72.11,1370,19
164,0,10885,Robert Allenby,72.13,1154,16
165,0,26881,Jarrod Lyle,72.14,1587,22
166,0,27797,Derek Lamely,72.15,938,13
167,0,34255,Joseph Bramlett,72.23,939,13
168,0,06643,Paul Goydos,72.27,1084,15
168,0,25457,Alexandre Rocha,72.27,795,11
170,0,24290,D.J. Brigman,72.28,1301,18
171,0,32640,Troy Merritt,72.29,1229,17
172,0,25444,Justin Hicks,72.37,1375,19
173,0,23409,James Driscoll,72.38,579,8
173,0,21805,Harrison Frazar,72.38,941,13
175,0,01797,Rocco Mediate,72.40,724,10
176,0,08537,J.P. Hayes,72.55,798,11
177,0,06522,Ernie Els,72.67,436,6
178,0,10585,Scott McCarron,72.70,727,10
179,0,23614,Rich Beem,72.71,1018,14
180,0,30946,Alex Prugh,72.81,1529,21
181,0,24980,Scott Gutschewski,73.00,949,13
181,0,24502,Adam Scott,73.00,219,3
183,0,26287,Roland Thatcher,73.09,804,11
184,0,20848,Ángel Cabrera,73.11,658,9
185,0,34072,Will Strickler,73.17,878,12
186,0,08725,Tom Gillis,73.58,883,12
