RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
1,0,02206,David Toms,68.67,412,6
2,0,27095,Nick Watney,68.71,481,7
3,0,27141,J.B. Holmes,68.73,756,11
4,0,24924,Bill Haas,68.82,757,11
5,0,11123,Chris Couch,69.00,483,7
5,0,23983,Luke Donald,69.00,138,2
7,0,27936,Martin Laird,69.07,967,14
8,0,29221,Webb Simpson,69.10,691,10
9,0,24781,Hunter Mahan,69.11,622,9
10,0,22371,Aaron Baddeley,69.18,761,11
11,0,32102,Rickie Fowler,69.20,692,10
12,0,08075,Jerry Kelly,69.37,1318,19
13,0,25632,Jimmy Walker,69.40,1041,15
14,0,06527,Steve Stricker,69.43,486,7
15,0,08375,Paul Stankowski,69.54,904,13
16,0,23108,Matt Kuchar,69.57,487,7
17,0,21961,Charles Howell III,69.58,1322,19
18,0,28620,Aron Price,69.60,696,10
19,0,26758,David Hearn,69.63,557,8
20,0,25686,Jason Dufner,69.67,1045,15
21,0,26289,Boo Weekley,69.77,907,13
22,0,01313,Steve Elkington,69.78,628,9
22,0,24138,Ian Poulter,69.78,628,9
22,0,26331,Charl Schwartzel,69.78,628,9
25,0,21878,Mark Wilson,69.80,1047,15
26,0,28486,Michael Putnam,69.85,908,13
27,0,23541,Ben Crane,69.93,1049,15
28,0,28087,Kris Blanks,69.94,1119,16
29,0,22046,Geoff Ogilvy,70.00,630,9
29,0,27770,Camilo Villegas,70.00,560,8
29,0,31323,Gary Woodland,70.00,560,8
32,0,23325,Vaughn Taylor,70.07,1051,15
33,0,27064,Jhonattan Vegas,70.08,841,12
34,0,24925,Jonathan Byrd,70.10,701,10
34,0,22405,Justin Rose,70.10,701,10
36,0,24507,Jason Bohn,70.15,912,13
37,0,27466,Spencer Levin,70.19,1474,21
38,0,20498,Briny Baird,70.23,913,13
39,0,20229,Stewart Cink,70.25,562,8
39,0,01706,Davis Love III,70.25,562,8
41,0,21731,Freddie Jacobson,70.27,1054,15
42,0,24024,Zach Johnson,70.30,703,10
42,0,26596,Ryan Moore,70.30,703,10
44,0,28158,Steve Marino,70.38,915,13
44,0,23497,Tag Ridings,70.38,1126,16
46,0,21209,Sergio Garcia,70.40,352,5
46,0,25396,Kevin Na,70.40,1056,15
48,0,12510,Chad Campbell,70.41,1197,17
49,0,24846,Ricky Barnes,70.42,845,12
49,0,26679,Kevin Stadler,70.42,1338,19
51,0,26851,Marc Leishman,70.43,1479,21
52,0,06251,Chris DiMarco,70.44,1127,16
53,0,33419,Cameron Tringale,70.45,1550,22
54,0,20572,Rod Pampling,70.46,916,13
55,0,20593,Greg Chalmers,70.47,1057,15
56,0,30926,Chris Kirk,70.48,1480,21
57,0,07867,Woody Austin,70.50,846,12
57,0,10733,Kent Jones,70.50,846,12
57,0,27933,John Merrick,70.50,846,12
60,0,21753,Brian Davis,70.53,1058,15
60,0,23638,Brendon de Jonge,70.53,1199,17
62,0,12782,Tim Herron,70.54,917,13
63,0,06004,Stephen Ames,70.57,494,7
63,0,24358,Robert Garrigus,70.57,988,14
65,0,31193,Jim Renner,70.58,1341,19
66,0,21350,Ryuji Imada,70.60,1412,20
66,0,01766,Billy Mayfair,70.60,1412,20
66,0,23800,Bryce Molder,70.60,1059,15
69,0,23673,Michael Connell,70.62,918,13
70,0,30110,Kyle Stanley,70.63,1342,19
71,0,29910,Blake Adams,70.65,1837,26
71,0,23548,Bill Lunde,70.65,1201,17
71,0,22348,Nick O'Hern,70.65,1201,17
74,0,27120,Troy Matteson,70.67,1272,18
75,0,10505,Shane Bertsch,70.70,707,10
76,0,20472,Alex Cejka,70.71,495,7
76,0,06515,Shaun Micheel,70.71,990,14
78,0,24490,George McNeill,70.73,778,11
79,0,28089,Jason Day,70.75,283,4
79,0,22378,Trevor Immelman,70.75,566,8
79,0,01810,Phil Mickelson,70.75,283,4
82,0,22961,David Mathis,70.78,1274,18
83,0,25240,D.A. Points,70.79,1699,24
84,0,20160,Charlie Wi,70.80,1062,15
84,0,12602,Dean Wilson,70.80,708,10
86,0,19846,Brian Gay,70.82,1558,22
86,0,25900,Lucas Glover,70.82,779,11
88,0,25345,Carl Pettersson,70.83,1275,18
88,0,23623,Bo Van Pelt,70.83,1275,18
90,0,01577,Lee Janzen,70.85,921,13
91,0,21949,Joe Ogilvie,70.88,1134,16
92,0,24604,Hunter Haas,70.89,1347,19
93,0,27963,Chris Stroud,70.90,1489,21
94,0,10809,Jim Furyk,70.92,922,13
94,0,27214,Kevin Streelman,70.92,922,13
96,0,23353,J.J. Henry,70.94,1277,18
97,0,30750,Tommy Gainey,70.95,1490,21
97,0,06573,Brandt Jobe,70.95,1419,20
99,0,23788,D.J. Trahan,70.96,1703,24
100,0,12716,Charley Hoffman,71.00,1278,18
100,0,27974,Sung Kang,71.00,781,11
100,0,10860,Justin Leonard,71.00,994,14
100,0,25572,Graeme McDowell,71.00,284,4
100,0,20645,John Senden,71.00,1207,17
100,0,26951,Johnson Wagner,71.00,1065,15
100,0,24663,Y.E. Yang,71.00,568,8
107,0,27330,Josh Teater,71.11,1280,18
108,0,29718,Anthony Kim,71.13,569,8
108,0,22293,Heath Slocum,71.13,1067,15
108,0,27649,Brandt Snedeker,71.13,569,8
111,0,01948,Tim Petrovic,71.18,1210,17
112,0,25274,Steven Bowditch,71.20,1424,20
112,0,33413,Ben Martin,71.20,1424,20
112,0,23320,Ryan Palmer,71.20,1068,15
115,0,32150,Michael Thompson,71.21,997,14
116,0,22621,Ben Curtis,71.22,1282,18
117,0,33141,Keegan Bradley,71.23,926,13
118,0,30711,Colt Knost,71.25,855,12
118,0,28475,Jeff Overton,71.25,855,12
118,0,23621,Rory Sabbatini,71.25,1140,16
121,0,28679,Fabián Gómez,71.27,1568,22
121,0,25562,Andres Romero,71.27,1069,15
123,0,32366,Kevin Chappell,71.32,1355,19
124,0,26420,Richard Johnson,71.33,1284,18
124,0,19970,Robert Karlsson,71.33,642,9
124,0,06567,Vijay Singh,71.33,856,12
127,0,22913,John Rollins,71.35,1213,17
128,0,29518,Brendan Steele,71.36,999,14
129,0,06621,Joe Durant,71.38,928,13
129,0,35087,Bio Kim,71.38,1499,21
131,0,20127,Chris Riley,71.40,714,10
132,0,21407,Arjun Atwal,71.41,1571,22
133,0,07457,Steve Flesch,71.42,857,12
134,0,31202,William McGirt,71.44,1143,16
134,0,25818,Scott Piercy,71.44,1143,16
136,0,31401,Zack Miller,71.47,1215,17
137,0,12652,Cameron Beckman,71.50,1001,14
137,0,24357,K.J. Choi,71.50,429,6
137,0,32698,Bobby Gates,71.50,1573,22
137,0,30692,Scott Stallings,71.50,1430,20
141,0,09011,David Duval,71.56,1145,16
142,0,26300,Matt Jones,71.58,1360,19
143,0,01116,Michael Bradley,71.65,1433,20
144,0,29720,Andres Gonzales,71.69,932,13
145,0,20157,Retief Goosen,71.73,789,11
146,0,23718,Nathan Green,71.74,1363,19
147,0,20070,Matt Bettencourt,71.75,1435,20
148,0,26668,Marc Turnesa,71.79,1005,14
149,0,26476,Chez Reavie,71.82,1221,17
150,0,31557,Jim Herman,71.83,1293,18
150,0,24361,Pat Perez,71.83,862,12
152,0,24140,Sean O'Hair,71.88,1150,16
152,0,25834,Daniel Summerhays,71.88,1222,17
154,0,33911,Nate Smith,71.90,1438,20
