RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
1,0,01116,Michael Bradley,69.00,828,12
2,0,29221,Webb Simpson,69.04,3590,52
3,0,23983,Luke Donald,69.18,2767,40
4,0,19970,Robert Karlsson,69.50,1390,20
4,0,27939,Matt McQuillan,69.50,1112,16
6,0,25562,Andres Romero,69.52,1599,23
7,0,23108,Matt Kuchar,69.55,3269,47
8,0,23800,Bryce Molder,69.60,2088,30
9,0,26476,Chez Reavie,69.67,1881,27
10,0,06527,Steve Stricker,69.70,2788,40
11,0,25345,Carl Pettersson,69.71,1952,28
12,0,28089,Jason Day,69.74,2371,34
13,0,30750,Tommy Gainey,69.76,2372,34
13,0,22913,John Rollins,69.76,1744,25
15,0,27095,Nick Watney,69.80,2862,41
16,0,24502,Adam Scott,69.83,2444,35
17,0,22371,Aaron Baddeley,69.85,2375,34
18,0,24490,George McNeill,69.91,1538,22
19,0,24357,K.J. Choi,69.97,2519,36
20,0,24781,Hunter Mahan,70.03,2661,38
21,0,20766,Padraig Harrington,70.05,1401,20
22,0,10585,Scott McCarron,70.13,1052,15
22,0,26679,Kevin Stadler,70.13,1613,23
24,0,10809,Jim Furyk,70.16,2666,38
25,0,06573,Brandt Jobe,70.17,2105,30
26,0,21731,Freddie Jacobson,70.18,2386,34
27,0,24024,Zach Johnson,70.19,1895,27
28,0,31557,Jim Herman,70.24,1475,21
29,0,21961,Charles Howell III,70.27,3162,45
30,0,23623,Bo Van Pelt,70.28,2038,29
31,0,20848,Ángel Cabrera,70.29,1195,17
31,0,19846,Brian Gay,70.29,1687,24
31,0,02206,David Toms,70.29,2390,34
34,0,30925,Dustin Johnson,70.30,2109,30
35,0,20498,Briny Baird,70.33,1055,15
35,0,26881,Jarrod Lyle,70.33,1477,21
35,0,28475,Jeff Overton,70.33,1899,27
38,0,22961,David Mathis,70.36,1548,22
39,0,01810,Phil Mickelson,70.37,2463,35
40,0,27141,J.B. Holmes,70.38,1126,16
40,0,23548,Bill Lunde,70.38,1689,24
40,0,30692,Scott Stallings,70.38,1478,21
43,0,25457,Alexandre Rocha,70.39,1267,18
43,0,27649,Brandt Snedeker,70.39,2886,41
45,0,27933,John Merrick,70.42,1831,26
46,0,30110,Kyle Stanley,70.43,1972,28
47,0,20645,John Senden,70.44,2536,36
48,0,24604,Hunter Haas,70.45,2043,29
48,0,30926,Chris Kirk,70.45,1550,22
50,0,31202,William McGirt,70.46,2607,37
51,0,10885,Robert Allenby,70.47,1339,19
52,0,06643,Paul Goydos,70.48,1762,25
52,0,27214,Kevin Streelman,70.48,1762,25
54,0,31323,Gary Woodland,70.49,3313,47
55,0,24361,Pat Perez,70.50,1410,20
56,0,22378,Trevor Immelman,70.52,2327,33
57,0,23638,Brendon de Jonge,70.53,2680,38
57,0,25804,Bubba Watson,70.53,2398,34
59,0,32150,Michael Thompson,70.54,1975,28
60,0,08725,Tom Gillis,70.56,635,9
60,0,28158,Steve Marino,70.56,1905,27
62,0,27936,Martin Laird,70.57,1976,28
63,0,20593,Greg Chalmers,70.58,1835,26
64,0,25632,Jimmy Walker,70.59,1553,22
65,0,24924,Bill Haas,70.60,2824,40
66,0,24925,Jonathan Byrd,70.61,1977,28
66,0,11123,Chris Couch,70.61,1977,28
66,0,26596,Ryan Moore,70.61,1977,28
66,0,24140,Sean O'Hair,70.61,1271,18
70,0,06522,Ernie Els,70.63,1695,24
70,0,27466,Spencer Levin,70.63,2825,40
72,0,22046,Geoff Ogilvy,70.64,1554,22
73,0,01948,Tim Petrovic,70.65,1837,26
74,0,24358,Robert Garrigus,70.68,1767,25
74,0,01766,Billy Mayfair,70.68,1555,22
74,0,06567,Vijay Singh,70.68,1979,28
74,0,23788,D.J. Trahan,70.68,1555,22
78,0,25240,D.A. Points,70.70,1414,20
79,0,33141,Keegan Bradley,70.71,2475,35
79,0,25396,Kevin Na,70.71,1697,24
81,0,10505,Shane Bertsch,70.73,1556,22
82,0,26758,David Hearn,70.78,2265,32
83,0,25686,Jason Dufner,70.79,1982,28
83,0,21350,Ryuji Imada,70.79,1345,19
83,0,22348,Nick O'Hern,70.79,2336,33
86,0,28087,Kris Blanks,70.80,2124,30
86,0,20157,Retief Goosen,70.80,708,10
88,0,24663,Y.E. Yang,70.81,1487,21
89,0,29420,Billy Horschel,70.84,1771,25
89,0,20436,Garrett Willis,70.84,1346,19
91,0,21209,Sergio Garcia,70.86,2055,29
92,0,22405,Justin Rose,70.87,1630,23
93,0,29910,Blake Adams,70.88,1772,25
93,0,24507,Jason Bohn,70.88,1205,17
95,0,31193,Jim Renner,70.92,922,13
96,0,21949,Joe Ogilvie,70.95,1348,19
97,0,06004,Stephen Ames,70.96,1632,23
97,0,08075,Jerry Kelly,70.96,1774,25
99,0,24846,Ricky Barnes,70.97,2058,29
100,0,07867,Woody Austin,71.00,923,13
100,0,21805,Harrison Frazar,71.00,994,14
100,0,28679,Fabián Gómez,71.00,1562,22
100,0,26300,Matt Jones,71.00,1278,18
100,0,28620,Aron Price,71.00,1278,18
100,0,27330,Josh Teater,71.00,2059,29
100,0,26668,Marc Turnesa,71.00,710,10
100,0,21878,Mark Wilson,71.00,2059,29
108,0,27064,Jhonattan Vegas,71.03,2060,29
109,0,01706,Davis Love III,71.06,2203,31
110,0,25900,Lucas Glover,71.07,2061,29
110,0,12782,Tim Herron,71.07,1990,28
112,0,22621,Ben Curtis,71.08,853,12
112,0,26951,Johnson Wagner,71.08,1777,25
114,0,33419,Cameron Tringale,71.09,2346,33
115,0,10860,Justin Leonard,71.10,2062,29
116,0,20160,Charlie Wi,71.13,1636,23
117,0,27770,Camilo Villegas,71.14,1992,28
118,0,07457,Steve Flesch,71.15,1921,27
119,0,06251,Chris DiMarco,71.16,1779,25
120,0,21407,Arjun Atwal,71.17,1281,18
120,0,25572,Graeme McDowell,71.17,1281,18
122,0,21753,Brian Davis,71.18,2776,39
123,0,27963,Chris Stroud,71.23,1852,26
124,0,12652,Cameron Beckman,71.24,1211,17
124,0,24980,Scott Gutschewski,71.24,1211,17
126,0,12510,Chad Campbell,71.25,1995,28
126,0,20572,Rod Pampling,71.25,1710,24
128,0,26331,Charl Schwartzel,71.30,1426,20
129,0,29478,Kevin Kisner,71.31,1141,16
130,0,27974,Sung Kang,71.37,1356,19
131,0,26287,Roland Thatcher,71.38,1499,21
132,0,32698,Bobby Gates,71.39,1285,18
132,0,25834,Daniel Summerhays,71.39,1285,18
134,0,24290,D.J. Brigman,71.40,714,10
135,0,25818,Scott Piercy,71.41,1571,22
136,0,26420,Richard Johnson,71.44,643,9
137,0,31401,Zack Miller,71.45,1572,22
138,0,22293,Heath Slocum,71.46,1715,24
139,0,34255,Joseph Bramlett,71.47,1215,17
139,0,23541,Ben Crane,71.47,1358,19
141,0,27120,Troy Matteson,71.52,2074,29
142,0,29518,Brendan Steele,71.53,2289,32
143,0,29718,Anthony Kim,71.54,1717,24
144,0,06515,Shaun Micheel,71.56,1288,18
145,0,23325,Vaughn Taylor,71.58,2219,31
146,0,28486,Michael Putnam,71.60,1074,15
146,0,12602,Dean Wilson,71.60,1432,20
148,0,20472,Alex Cejka,71.61,1289,18
148,0,32366,Kevin Chappell,71.61,1647,23
148,0,23673,Michael Connell,71.61,1647,23
151,0,20127,Chris Riley,71.65,1648,23
152,0,01577,Lee Janzen,71.67,860,12
152,0,10733,Kent Jones,71.67,1505,21
152,0,24138,Ian Poulter,71.67,1075,15
155,0,33413,Ben Martin,71.68,1362,19
156,0,32102,Rickie Fowler,71.69,2581,36
156,0,26289,Boo Weekley,71.69,932,13
158,0,25274,Steven Bowditch,71.74,1650,23
159,0,23621,Rory Sabbatini,71.80,1436,20
160,0,12716,Charley Hoffman,71.82,1580,22
161,0,23320,Ryan Palmer,71.86,2012,28
162,0,01313,Steve Elkington,71.87,1078,15
163,0,23718,Nathan Green,71.89,1294,18
163,0,08537,J.P. Hayes,71.89,1366,19
165,0,20229,Stewart Cink,71.92,1798,25
166,0,32876,Martin Piller,71.93,1007,14
166,0,30946,Alex Prugh,71.93,1007,14
168,0,20098,Stuart Appleby,72.00,1512,21
168,0,23353,J.J. Henry,72.00,1872,26
168,0,32640,Troy Merritt,72.00,720,10
168,0,33911,Nate Smith,72.00,1080,15
172,0,20070,Matt Bettencourt,72.05,1513,21
172,0,23409,James Driscoll,72.05,1585,22
174,0,29720,Andres Gonzales,72.08,865,12
175,0,06621,Joe Durant,72.17,1299,18
176,0,27797,Derek Lamely,72.19,1155,16
177,0,34072,Will Strickler,72.20,722,10
178,0,30711,Colt Knost,72.24,1806,25
179,0,09011,David Duval,72.27,1084,15
180,0,35087,Bio Kim,72.36,1013,14
181,0,08375,Paul Stankowski,72.38,1520,21
182,0,23497,Tag Ridings,72.40,1448,20
183,0,26851,Marc Leishman,72.42,1376,19
184,0,23614,Rich Beem,72.92,875,12
185,0,25444,Justin Hicks,73.20,1098,15
186,0,01797,Rocco Mediate,73.38,954,13
