RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,27095,Nick Watney,39.53,151,382
2,0,24358,Robert Garrigus,39.52,147,372
3,0,26695,Michael Letzig,38.46,110,286
4,0,01226,Fred Couples,37.85,81,214
5,0,24502,Adam Scott,37.33,56,150
6,0,20663,Brenden Pappas,36.92,72,195
7,0,30925,Dustin Johnson,36.62,115,314
8,0,20229,Stewart Cink,36.54,95,260
9,0,01810,Phil Mickelson,36.09,96,266
9,0,24361,Pat Perez,36.09,122,338
11,0,26679,Kevin Stadler,35.62,104,292
12,0,23497,Tag Ridings,35.42,119,336
13,0,12716,Charley Hoffman,35.33,118,334
14,0,27936,Martin Laird,35.31,119,337
15,0,23320,Ryan Palmer,35.14,78,222
16,0,20574,Mathew Goggin,34.87,121,347
17,0,27770,Camilo Villegas,34.70,93,268
18,0,24924,Bill Haas,34.44,124,360
19,0,25804,Bubba Watson,34.38,121,352
20,0,27141,J.B. Holmes,34.33,103,300
21,0,01706,Davis Love III,34.30,83,242
22,0,23621,Rory Sabbatini,34.13,86,252
23,0,12823,Carlos Franco,34.04,80,235
24,0,21805,Harrison Frazar,33.33,77,231
25,0,06567,Vijay Singh,33.21,91,274
26,0,20433,Mark Hensby,33.20,80,241
27,0,23409,James Driscoll,33.12,105,317
28,0,21633,Steve Allan,32.98,62,188
29,0,25900,Lucas Glover,32.92,106,322
30,0,21209,Sergio Garcia,32.91,77,234
31,0,20766,Padraig Harrington,32.85,45,137
32,0,24925,Jonathan Byrd,32.83,109,332
33,0,20378,Mathias Grönberg,32.82,106,323
34,0,28089,Jason Day,32.80,103,314
35,0,01553,John Huston,32.74,55,168
36,0,23540,Jason Allred,32.64,63,193
37,0,21961,Charles Howell III,32.49,115,354
38,0,07867,Woody Austin,32.40,116,358
39,0,20850,Daniel Chopra,32.34,87,269
40,0,22371,Aaron Baddeley,32.33,86,266
41,0,26289,Boo Weekley,32.14,81,252
42,0,24449,Parker McLachlin,31.85,93,292
43,0,28780,Nicholas Thompson,31.81,132,415
44,0,30750,Tommy Gainey,31.79,55,173
45,0,12660,Jesper Parnevik,31.72,98,309
45,0,10649,Tom Scherrer,31.72,46,145
47,0,22582,Kyle Thompson,31.49,57,181
48,0,23778,Brad Adamonis,31.38,91,290
49,0,25562,Andres Romero,31.28,66,211
50,0,24140,Sean O'Hair,31.27,81,259
51,0,29718,Anthony Kim,31.18,82,263
51,0,23623,Bo Van Pelt,31.18,111,356
53,0,22892,Jason Gore,31.05,95,306
54,0,24490,George McNeill,30.97,118,381
55,0,12782,Tim Herron,30.48,96,315
56,0,25396,Kevin Na,30.25,108,357
57,0,27933,John Merrick,30.23,91,301
58,0,27120,Troy Matteson,30.22,110,364
59,0,10875,Todd Demsey,30.15,79,262
60,0,26300,Matt Jones,30.12,103,342
61,0,23349,Charles Warren,30.09,96,319
62,0,23788,D.J. Trahan,30.00,96,320
63,0,28158,Steve Marino,29.90,119,398
64,0,26951,Johnson Wagner,29.82,85,285
65,0,24781,Hunter Mahan,29.77,89,299
66,0,21959,Ted Purdy,29.65,67,226
67,0,21949,Joe Ogilvie,29.63,104,351
67,0,01945,Kenny Perry,29.63,112,378
69,0,28475,Jeff Overton,29.51,103,349
70,0,27214,Kevin Streelman,29.50,113,383
71,0,20634,Peter Lonard,29.48,97,329
72,0,06527,Steve Stricker,29.44,68,231
73,0,06595,Kevin Sutherland,29.27,108,369
74,0,24357,K.J. Choi,29.00,67,231
75,0,12309,Bob Sowards,28.96,53,183
76,0,01161,Mark Calcavecchia,28.85,60,208
77,0,23718,Nathan Green,28.82,117,406
77,0,06573,Brandt Jobe,28.82,49,170
79,0,26596,Ryan Moore,28.79,76,264
79,0,20645,John Senden,28.79,93,323
81,0,10885,Robert Allenby,28.77,105,365
81,0,07749,Brett Quigley,28.77,84,292
83,0,12652,Cameron Beckman,28.68,76,265
84,0,06034,Marco Dawson,28.65,53,185
85,0,06522,Ernie Els,28.57,38,133
86,0,12510,Chad Campbell,28.53,97,340
87,0,06004,Stephen Ames,28.45,68,239
88,0,20848,Ángel Cabrera,28.40,46,162
88,0,20157,Retief Goosen,28.40,48,169
90,0,27561,Nick Flanagan,28.35,91,321
91,0,01948,Tim Petrovic,28.34,87,307
92,0,02206,David Toms,28.27,54,191
93,0,21461,Kenneth Ferrie,28.24,74,262
