RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,01666,Bernhard Langer,46.2
2,0,01024,Billy Andrade,73.4
3,0,01329,Brad Faxon,88.4
4,0,20127,Chris Riley,94.7
5,0,01175,Jim Carter,96.8
6,0,20095,Carl Paulson,103.8
7,0,12663,Phil Tataurangi,105.1
8,0,06373,José María Olazábal,105.4
9,0,01378,David Frost,106.2
10,0,02010,Loren Roberts,109.3
11,0,07721,Pat Bates,110.6
12,0,01185,Brandel Chamblee,112.3
12,0,22046,Geoff Ogilvy,112.3
14,0,23541,Ben Crane,112.9
15,0,23108,Matt Kuchar,119.6
16,0,01887,Mark O'Meara,125.4
17,0,12680,Shigeki Maruyama,125.8
18,0,24925,Jonathan Byrd,129.1
19,0,23800,Bryce Molder,130.2
20,0,23125,Brad Elder,132.9
21,0,20157,Retief Goosen,133.8
22,0,01475,Donnie Hammond,135.8
23,0,06573,Brandt Jobe,138.0
24,0,12782,Tim Herron,140.8
25,0,01527,Scott Hoch,143.3
26,0,10809,Jim Furyk,144.0
27,0,09011,David Duval,145.1
27,0,22913,John Rollins,145.1
29,0,01619,Skip Kendall,146.2
30,0,21633,Steve Allan,146.5
31,0,01313,Steve Elkington,147.0
32,0,02239,Scott Verplank,147.5
33,0,12645,Brent Geiberger,149.1
33,0,01928,Corey Pavin,149.1
35,0,02099,Scott Simpson,149.9
36,0,01797,Rocco Mediate,150.6
37,0,06522,Ernie Els,153.0
38,0,01361,Dan Forsman,153.3
39,0,01920,Craig Parry,153.9
40,0,02104,Jeff Sluman,156.0
41,0,10860,Justin Leonard,158.0
42,0,01706,Davis Love III,165.3
43,0,02002,John Riegger,165.6
44,0,01577,Lee Janzen,166.7
45,0,19881,Robert Damron,166.8
46,0,01098,Jay Don Blake,169.4
47,0,20574,Mathew Goggin,170.0
48,0,10201,Matt Gogel,170.2
49,0,06350,Bob May,170.3
50,0,19817,Michael Muehr,170.7
51,0,01938,David Peoples,170.8
52,0,06332,Neal Lancaster,171.2
53,0,02206,David Toms,172.2
54,0,08339,Spike McRoy,172.8
55,0,24937,Jess Daley,173.2
55,0,06567,Vijay Singh,173.2
57,0,02214,Kirk Triplett,173.8
58,0,12510,Chad Campbell,175.8
59,0,20593,Greg Chalmers,175.9
60,0,01945,Kenny Perry,176.0
61,0,07749,Brett Quigley,176.2
62,0,07457,Steve Flesch,177.2
63,0,01810,Phil Mickelson,177.4
64,0,01042,Paul Azinger,177.6
65,0,01139,Olin Browne,178.1
66,0,19972,José Coceres,180.4
67,0,10213,Dicky Pride,180.6
68,0,01161,Mark Calcavecchia,182.5
69,0,10425,Jay Williamson,183.3
70,0,06613,Tommy Tolles,183.5
71,0,02133,Craig Stadler,183.8
72,0,10585,Scott McCarron,183.9
73,0,01569,Peter Jacobsen,184.7
74,0,10107,Deane Pappas,185.2
75,0,10117,Bob Heintz,189.5
76,0,01766,Billy Mayfair,192.4
77,0,02106,Chris Smith,194.8
78,0,23903,Stephen Gangluff,195.8
79,0,10733,Kent Jones,198.6
80,0,02246,Duffy Waldorf,201.2
81,0,01457,Jay Haas,201.7
82,0,24357,K.J. Choi,201.8
83,0,20572,Rod Pampling,202.1
84,0,06809,Bob Burns,202.8
85,0,06004,Stephen Ames,202.9
86,0,01761,Len Mattiace,203.8
87,0,06078,Esteban Toledo,203.9
88,0,12660,Jesper Parnevik,204.3
89,0,24361,Pat Perez,204.6
90,0,08793,Tiger Woods,205.3
91,0,01249,John Daly,205.9
92,0,01307,Joel Edwards,207.7
93,0,20043,Edward Fryatt,207.9
94,0,08535,Gary Nicklaus,209.1
95,0,01926,Steve Pate,209.3
96,0,11011,Mike Sposa,209.4
97,0,19824,Craig Barlow,210.2
98,0,06251,Chris DiMarco,211.4
99,0,01219,John Cook,213.9
100,0,01381,Fred Funk,215.1
101,0,02223,Bob Tway,216.8
102,0,19846,Brian Gay,218.2
103,0,01771,Blaine McCallister,219.3
104,0,02245,Grant Waite,220.4
105,0,08537,J.P. Hayes,223.1
105,0,10912,Craig Perks,223.1
107,0,01724,Jeff Maggert,224.5
108,0,01388,Robert Gamez,225.8
108,0,20502,Michael Long,225.8
110,0,06595,Kevin Sutherland,228.5
111,0,08075,Jerry Kelly,229.0
112,0,08553,Lee Porter,229.2
113,0,10565,Ian Leggatt,229.6
114,0,06617,Brian Henninger,230.2
115,0,08123,Jeff Brehaut,230.9
116,0,11032,Frank Lickliter II,231.3
117,0,02101,Joey Sindelar,231.7
118,0,02110,Jerry Smith,234.6
119,0,01941,Tom Pernice Jr.,235.8
120,0,02322,Richard Zokol,236.6
121,0,01677,Tom Lehman,237.0
122,0,12652,Cameron Beckman,237.2
123,0,01320,Bob Estes,239.0
124,0,20229,Stewart Cink,239.9
125,0,12388,Michael Clark II,240.3
126,0,21949,Joe Ogilvie,240.7
127,0,08993,Franklin Langham,246.6
128,0,12753,David Morland IV,247.0
129,0,01157,Tom Byrum,248.8
130,0,08375,Paul Stankowski,249.2
131,0,21805,Harrison Frazar,250.9
132,0,20663,Brenden Pappas,251.0
133,0,20566,Kaname Yokoo,251.6
134,0,19958,Miguel Angel Jiménez,252.8
135,0,01014,Fulton Allem,253.0
136,0,01549,Mike Hulbert,253.4
136,0,20436,Garrett Willis,253.4
138,0,07867,Woody Austin,254.5
139,0,10423,Mike Weir,255.5
140,0,20498,Briny Baird,255.6
141,0,23614,Rich Beem,257.4
142,0,07003,David Berganio Jr.,257.5
143,0,20105,Jeff Gove,258.8
144,0,12826,Paul Claxton,260.6
144,0,01948,Tim Petrovic,260.6
146,0,01132,Mark Brooks,261.2
147,0,21961,Charles Howell III,261.4
148,0,06012,Greg Kraft,266.1
149,0,22293,Heath Slocum,266.6
150,0,23623,Bo Van Pelt,266.8
151,0,08545,Glen Hnatiuk,268.3
152,0,01723,Andrew Magee,269.2
153,0,08931,Glen Day,269.9
154,0,06575,Dudley Hart,272.0
155,0,06643,Paul Goydos,273.2
156,0,01553,John Huston,273.3
157,0,02170,Hal Sutton,276.1
158,0,21806,Paul Gow,277.1
159,0,20634,Peter Lonard,278.3
159,0,23177,Kenneth Staton,278.3
161,0,20094,Jonathan Kaye,278.6
162,0,06315,Pete Jordan,280.4
163,0,21209,Sergio Garcia,283.7
164,0,10885,Robert Allenby,285.1
165,0,07223,Brian Bateman,285.9
166,0,12823,Carlos Franco,287.3
167,0,06515,Shaun Micheel,287.7
167,0,23621,Rory Sabbatini,287.7
169,0,01968,Nick Price,289.8
170,0,20029,Notah Begay III,291.0
171,0,23983,Luke Donald,291.6
172,0,01203,Russ Cochran,292.5
173,0,06197,Michael Allen,292.6
174,0,10649,Tom Scherrer,292.8
175,0,02257,Brian Watts,294.6
176,0,01685,J.L. Lewis,295.4
177,0,01142,Bart Bryant,295.6
178,0,06016,Brad Lardon,296.3
179,0,23338,David Gossett,298.8
180,0,20548,Hidemichi Tanaka,304.2
181,0,23135,Tim Clark,305.2
182,0,01927,Dennis Paulson,307.8
183,0,06498,Matt Peterson,308.3
184,0,21259,Jason Hill,310.7
185,0,01035,Tommy Armour III,312.2
186,0,06621,Joe Durant,314.7
187,0,10457,Frank Nobilo,316.4
188,0,08633,Per-Ulrik Johansson,318.6
189,0,01599,Steve Jones,318.8
190,0,01707,Steve Lowery,324.6
191,0,20098,Stuart Appleby,324.7
192,0,01514,Eduardo Herrera,324.9
193,0,23353,J.J. Henry,325.3
194,0,23322,Brett Wetterich,327.9
195,0,01374,Robin Freeman,329.5
196,0,06527,Steve Stricker,332.6
197,0,20645,John Senden,345.7
198,0,01226,Fred Couples,346.3
199,0,08881,Tripp Isenhour,353.4
200,0,26289,Boo Weekley,374.3
201,0,10962,Bradley Hughes,381.1
202,0,06036,Scott Dunlap,404.1
