RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,24502,Adam Scott,50' 7",10.311,17
2,0,12394,Tom Carter,49' 11",26.372,44
3,0,23353,J.J. Henry,49' 1",23.553,40
4,0,21893,Brian Kortan,49' 0",15.865,27
5,0,21209,Sergio Garcia,48' 4",19.707,34
6,0,01927,Dennis Paulson,48' 2",20.217,35
7,0,23497,Tag Ridings,47' 9",13.168,23
8,0,01666,Bernhard Langer,47' 6",14.244,25
9,0,01142,Bart Bryant,47' 5",17.643,31
10,0,21878,Mark Wilson,47' 1",12.426,22
11,0,01920,Craig Parry,47' 0",9.590,17
12,0,12760,Danny Ellis,46' 10",12.923,23
13,0,22371,Aaron Baddeley,46' 6",14.519,26
14,0,21961,Charles Howell III,46' 5",21.704,39
14,0,06527,Steve Stricker,46' 5",10.032,18
16,0,12823,Carlos Franco,46' 3",27.179,49
17,0,06004,Stephen Ames,46' 1",17.681,32
18,0,01219,John Cook,46' 0",10.489,19
18,0,01361,Dan Forsman,46' 0",20.978,38
18,0,26420,Richard Johnson,46' 0",19.318,35
18,0,10860,Justin Leonard,46' 0",13.812,25
22,0,07363,Craig Bowden,45' 10",19.249,35
22,0,06373,José María Olazábal,45' 10",6.052,11
24,0,01388,Robert Gamez,45' 9",22.500,41
24,0,20663,Brenden Pappas,45' 9",22.490,41
26,0,06078,Esteban Toledo,45' 8",22.463,41
27,0,12645,Brent Geiberger,45' 6",19.095,35
27,0,20382,Stephen Leaney,45' 6",11.472,21
29,0,06197,Michael Allen,45' 4",14.679,27
29,0,11032,Frank Lickliter II,45' 4",18.502,34
31,0,02246,Duffy Waldorf,45' 3",18.448,34
32,0,06214,Guy Boros,45' 2",19.522,36
32,0,02002,John Riegger,45' 2",8.123,15
34,0,08931,Glen Day,45' 0",16.192,30
34,0,01810,Phil Mickelson,45' 0",21.055,39
34,0,02101,Joey Sindelar,45' 0",26.995,50
34,0,08793,Tiger Woods,45' 0",8.107,15
38,0,02206,David Toms,44' 10",18.837,35
39,0,08537,J.P. Hayes,44' 9",12.883,24
40,0,01139,Olin Browne,44' 8",17.682,33
40,0,06522,Ernie Els,44' 8",8.044,15
42,0,08339,Spike McRoy,44' 4",24.985,47
43,0,20378,Mathias Grönberg,44' 3",23.378,44
44,0,11123,Chris Couch,44' 2",16.422,31
45,0,12602,Dean Wilson,44' 1",19.591,37
46,0,10733,Kent Jones,44' 0",22.169,42
46,0,01761,Len Mattiace,44' 0",14.269,27
48,0,07721,Pat Bates,43' 11",25.817,49
49,0,20094,Jonathan Kaye,43' 10",21.027,40
50,0,01249,John Daly,43' 9",16.271,31
51,0,25686,Jason Dufner,43' 7",18.816,36
52,0,02223,Bob Tway,43' 6",16.192,31
53,0,20229,Stewart Cink,43' 5",10.940,21
54,0,22621,Ben Curtis,43' 4",14.045,27
54,0,01378,David Frost,43' 4",20.803,40
54,0,01473,Todd Hamilton,43' 4",11.438,22
57,0,08123,Jeff Brehaut,43' 3",26.461,51
57,0,10912,Craig Perks,43' 3",20.753,40
59,0,20104,Ken Duke,43' 2",21.230,41
59,0,25345,Carl Pettersson,43' 2",18.116,35
59,0,23623,Bo Van Pelt,43' 2",16.070,31
62,0,20585,Niclas Fasth,43' 1",17.060,33
62,0,12660,Jesper Parnevik,43' 1",15.512,30
62,0,22913,John Rollins,43' 1",15.510,30
65,0,20850,Daniel Chopra,42' 11",19.071,37
65,0,06332,Neal Lancaster,42' 11",26.755,52
67,0,02106,Chris Smith,42' 10",33.424,65
68,0,12652,Cameron Beckman,42' 9",24.606,48
68,0,01127,Danny Briggs,42' 9",23.095,45
68,0,01329,Brad Faxon,42' 9",8.729,17
68,0,06515,Shaun Micheel,42' 9",21.045,41
72,0,01619,Skip Kendall,42' 8",22.535,44
73,0,01938,David Peoples,42' 7",16.857,33
74,0,21633,Steve Allan,42' 6",23.962,47
74,0,01381,Fred Funk,42' 6",17.348,34
74,0,20645,John Senden,42' 6",28.541,56
77,0,25396,Kevin Na,42' 5",19.850,39
77,0,07749,Brett Quigley,42' 5",22.925,45
79,0,01261,Jay Delsing,42' 3",14.190,28
80,0,06809,Bob Burns,42' 2",14.169,28
80,0,01320,Bob Estes,42' 2",7.077,14
