RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,12652,Cameron Beckman,101' 5",101.417,1
2,0,20850,Daniel Chopra,78' 9",236.333,3
3,0,20121,Todd Fischer,73' 4",73.333,1
4,0,06373,José María Olazábal,72' 8",72.667,1
5,0,24502,Adam Scott,72' 7",72.583,1
6,0,19881,Robert Damron,67' 5",134.833,2
7,0,21878,Mark Wilson,66' 5",132.750,2
8,0,23108,Matt Kuchar,66' 3",198.667,3
9,0,02106,Chris Smith,65' 6",65.500,1
10,0,21805,Harrison Frazar,62' 6",62.500,1
11,0,08385,Omar Uresti,60' 8",121.333,2
12,0,20572,Rod Pampling,60' 1",60.083,1
13,0,01577,Lee Janzen,58' 0",115.917,2
14,0,08537,J.P. Hayes,57' 1",114.083,2
15,0,11032,Frank Lickliter II,56' 8",56.667,1
16,0,07867,Woody Austin,56' 6",56.500,1
17,0,07749,Brett Quigley,55' 9",55.750,1
18,0,07363,Craig Bowden,54' 11",54.917,1
19,0,01553,John Huston,54' 8",109.333,2
20,0,01139,Olin Browne,54' 2",54.167,1
21,0,01619,Skip Kendall,52' 0",52.000,1
22,0,23613,Rich Barcelo,51' 8",51.667,1
23,0,01766,Billy Mayfair,49' 1",147.167,3
24,0,02101,Joey Sindelar,49' 0",49.000,1
25,0,06567,Vijay Singh,48' 2",48.167,1
26,0,20498,Briny Baird,47' 10",47.833,1
27,0,26420,Richard Johnson,47' 1",94.167,2
28,0,08931,Glen Day,46' 0",46.000,1
29,0,19824,Craig Barlow,45' 11",91.750,2
30,0,21893,Brian Kortan,45' 9",91.500,2
31,0,23621,Rory Sabbatini,45' 1",135.333,3
32,0,12760,Danny Ellis,44' 6",44.500,1
33,0,06332,Neal Lancaster,43' 5",43.417,1
33,0,12753,David Morland IV,43' 5",86.750,2
35,0,25345,Carl Pettersson,43' 3",86.500,2
36,0,23063,Scott Hend,42' 11",42.917,1
37,0,01677,Tom Lehman,42' 7",42.583,1
38,0,20098,Stuart Appleby,42' 2",42.167,1
38,0,20628,Arron Oberholser,42' 2",42.167,1
40,0,08123,Jeff Brehaut,42' 0",167.833,4
41,0,20104,Ken Duke,41' 1",82.167,2
41,0,23623,Bo Van Pelt,41' 1",41.083,1
43,0,01042,Paul Azinger,40' 3",80.417,2
44,0,07721,Pat Bates,40' 0",79.917,2
45,0,25396,Kevin Na,39' 4",39.333,1
46,0,12660,Jesper Parnevik,39' 0",39.000,1
47,0,23338,David Gossett,38' 10",77.667,2
48,0,19972,José Coceres,38' 5",38.417,1
49,0,26287,Roland Thatcher,38' 4",38.333,1
50,0,01724,Jeff Maggert,38' 2",38.167,1
51,0,24357,K.J. Choi,37' 9",37.750,1
51,0,12823,Carlos Franco,37' 9",75.500,2
53,0,24361,Pat Perez,37' 1",37.083,1
54,0,22293,Heath Slocum,36' 10",36.833,1
55,0,08075,Jerry Kelly,36' 9",73.500,2
55,0,02223,Bob Tway,36' 9",36.750,1
57,0,01945,Kenny Perry,36' 8",73.250,2
58,0,01035,Tommy Armour III,36' 7",36.583,1
59,0,20378,Mathias Grönberg,36' 6",73.000,2
60,0,01329,Brad Faxon,35' 10",35.833,1
61,0,06595,Kevin Sutherland,35' 8",71.250,2
62,0,20663,Brenden Pappas,33' 9",33.750,1
62,0,23325,Vaughn Taylor,33' 9",134.917,4
64,0,02214,Kirk Triplett,33' 7",33.583,1
65,0,21949,Joe Ogilvie,32' 1",64.083,2
66,0,01685,J.L. Lewis,30' 4",30.333,1
67,0,22371,Aaron Baddeley,29' 9",29.750,1
67,0,23307,Roger Tambellini,29' 9",29.750,1
69,0,01132,Mark Brooks,29' 3",58.500,2
70,0,24507,Jason Bohn,27' 10",27.833,1
71,0,02002,John Riegger,27' 9",27.750,1
72,0,01527,Scott Hoch,27' 8",27.667,1
73,0,20029,Notah Begay III,27' 4",54.583,2
74,0,01161,Mark Calcavecchia,27' 3",27.250,1
75,0,25900,Lucas Glover,27' 0",81.083,3
76,0,06809,Bob Burns,26' 5",52.833,2
77,0,23614,Rich Beem,26' 4",26.333,1
78,0,06004,Stephen Ames,25' 8",25.667,1
78,0,23320,Ryan Palmer,25' 8",51.250,2
80,0,08339,Spike McRoy,24' 6",24.500,1
81,0,12602,Dean Wilson,22' 7",22.583,1
82,0,24925,Jonathan Byrd,21' 3",21.250,1
83,0,20585,Niclas Fasth,20' 8",20.667,1
84,0,20433,Mark Hensby,20' 3",20.250,1
84,0,22046,Geoff Ogilvy,20' 3",40.417,2
86,0,24290,D.J. Brigman,20' 2",20.167,1
87,0,01761,Len Mattiace,14' 11",14.917,1
88,0,10107,Deane Pappas,12' 11",12.917,1
89,0,01261,Jay Delsing,8' 0",8.000,1
90,0,06515,Shaun Micheel,3' 10",3.833,1
